smoothed_trust_fam,smoothed_trust_fam_se,sample_size,country,iso_code,gid_0,survey_date
0.293914,0.020858,477.0,Moldova,MDA,MDA,20201225
0.330326,0.014764,1020.0,Morocco,MAR,MAR,20201225
0.52667,0.038409,173.0,Mozambique,MOZ,MOZ,20201225
0.574843,0.013586,1327.0,Myanmar,MMR,MMR,20201225
0.561054,0.01502,1104.0,Nepal,NPL,NPL,20201225
0.214929,0.005045,6729.0,Netherlands,NLD,NLD,20201225
0.324128,0.010437,2020.0,New Zealand,NZL,NZL,20201225
0.588094,0.0166,880.0,Nicaragua,NIC,NIC,20201225
0.518396,0.010543,2257.0,Nigeria,NGA,NGA,20201225
0.302901,0.007267,4004.0,Norway,NOR,NOR,20201225
0.439822,0.036451,178.0,Oman,OMN,OMN,20201225
0.532026,0.008987,3088.0,Pakistan,PAK,PAK,20201225
0.262534,0.017483,657.0,Palestine,PSE,PSE,20201225
0.5226,0.01545,1053.0,Panama,PAN,PAN,20201225
0.462585,0.016967,881.0,Paraguay,PRY,PRY,20201225
0.518522,0.00853,3440.0,Peru,PER,PER,20201225
0.425508,0.006844,5216.0,Philippines,PHL,PHL,20201225
0.321955,0.006699,4875.0,Poland,POL,POL,20201225
0.406418,0.007464,4412.0,Portugal,PRT,PRT,20201225
0.509081,0.010772,2177.0,"Puerto Rico, U.S.",PRI,PRI,20201225
0.474562,0.02905,328.0,Qatar,QAT,QAT,20201225
0.237663,0.006672,4092.0,Romania,ROU,ROU,20201225
0.254866,0.006037,5230.0,Russia,RUS,RUS,20201225
0.407951,0.012146,1643.0,Saudi Arabia,SAU,SAU,20201225
0.327271,0.011811,1605.0,Serbia,SRB,SRB,20201225
0.375998,0.017133,803.0,Singapore,SGP,SGP,20201225
0.36095,0.010387,2149.0,Slovakia,SVK,SVK,20201225
0.276694,0.016409,749.0,Slovenia,SVN,SVN,20201225
0.408567,0.007247,4623.0,South Africa,ZAF,ZAF,20201225
0.576901,0.008489,3396.0,South Korea,KOR,KOR,20201225
0.301555,0.004506,10390.0,Spain,ESP,ESP,20201225
0.41041,0.020362,583.0,Sri Lanka,LKA,LKA,20201225
0.399784,0.016548,888.0,Sudan,SDN,SDN,20201225
0.389039,0.004589,11838.0,Sweden,SWE,SWE,20201225
0.251757,0.008284,2762.0,Switzerland,CHE,CHE,20201225
0.319294,0.005374,7538.0,Taiwan,TWN,TWN,20201225
0.441512,0.038888,165.0,Tanzania,TZA,TZA,20201225
0.531919,0.004113,14720.0,Thailand,THA,THA,20201225
0.282644,0.012997,1183.0,Tunisia,TUN,TUN,20201225
0.250009,0.004726,8392.0,Turkey,TUR,TUR,20201225
0.282427,0.005651,6382.0,Ukraine,UKR,UKR,20201225
0.413687,0.014029,1239.0,United Arab Emirates,ARE,ARE,20201225
0.362258,0.004714,10400.0,United Kingdom,GBR,GBR,20201225
0.376124,0.009203,2792.0,Uruguay,URY,URY,20201225
0.282886,0.02465,337.0,Uzbekistan,UZB,UZB,20201225
0.521579,0.009507,2784.0,Venezuela,VEN,VEN,20201225
0.516768,0.006606,5736.0,Vietnam,VNM,VNM,20201225
0.253356,0.021625,395.0,Yemen,YEM,YEM,20201225
0.591219,0.020652,566.0,Afghanistan,AFG,AFG,20201226
0.420075,0.026857,355.0,Albania,ALB,ALB,20201226
0.216753,0.009893,1738.0,Algeria,DZA,DZA,20201226
0.535765,0.031012,258.0,Angola,AGO,AGO,20201226
0.399138,0.004597,11417.0,Argentina,ARG,ARG,20201226
0.273925,0.032554,190.0,Armenia,ARM,ARM,20201226
0.311279,0.005227,7886.0,Australia,AUS,AUS,20201226
0.251186,0.007532,3331.0,Austria,AUT,AUT,20201226
0.301432,0.020754,501.0,Azerbaijan,AZE,AZE,20201226
0.638413,0.009587,2541.0,Bangladesh,BGD,BGD,20201226
0.236335,0.012128,1262.0,Belarus,BLR,BLR,20201226
0.21622,0.007029,3538.0,Belgium,BEL,BEL,20201226
0.509995,0.009205,2942.0,Bolivia,BOL,BOL,20201226
0.328906,0.019755,595.0,Bosnia and Herzegovina,BIH,BIH,20201226
0.460384,0.002041,59650.0,Brazil,BRA,BRA,20201226
0.264902,0.010468,1791.0,Bulgaria,BGR,BGR,20201226
0.324419,0.033157,189.0,Burkina Faso,BFA,BFA,20201226
0.396563,0.02903,290.0,Cambodia,KHM,KHM,20201226
0.298462,0.03006,234.0,Cameroon,CMR,CMR,20201226
0.306113,0.004101,12671.0,Canada,CAN,CAN,20201226
0.476338,0.006411,6074.0,Chile,CHL,CHL,20201226
0.535493,0.004424,12714.0,Colombia,COL,COL,20201226
0.55858,0.009677,2641.0,Costa Rica,CRI,CRI,20201226
0.398371,0.02716,325.0,C̫te d'Ivoire,CIV,CIV,20201226
0.257911,0.010201,1838.0,Croatia,HRV,HRV,20201226
0.327867,0.007462,3965.0,Czech Republic,CZE,CZE,20201226
0.318599,0.037703,144.0,Democratic Republic of the Congo,COD,COD,20201226
0.290824,0.005695,6379.0,Denmark,DNK,DNK,20201226
0.458896,0.011875,1769.0,Dominican Republic,DOM,DOM,20201226
0.472998,0.007447,4503.0,Ecuador,ECU,ECU,20201226
0.332412,0.005113,8552.0,Egypt,EGY,EGY,20201226
0.529848,0.010887,2110.0,El Salvador,SLV,SLV,20201226
0.49982,0.027106,345.0,Ethiopia,ETH,ETH,20201226
0.364912,0.011197,1873.0,Finland,FIN,FIN,20201226
0.185765,0.002958,17346.0,France,FRA,FRA,20201226
0.288243,0.003021,22508.0,Germany,DEU,DEU,20201226
0.405997,0.017494,790.0,Ghana,GHA,GHA,20201226
0.295553,0.008043,3226.0,Greece,GRC,GRC,20201226
0.570522,0.011412,1905.0,Guatemala,GTM,GTM,20201226
0.33252,0.050042,102.0,Guinea,GIN,GIN,20201226
0.300093,0.038354,141.0,Haiti,HTI,HTI,20201226
0.569861,0.013524,1361.0,Honduras,HND,HND,20201226
0.423699,0.012954,1466.0,Hong Kong,HKG,HKG,20201226
0.245795,0.005164,6998.0,Hungary,HUN,HUN,20201226
0.521061,0.003528,20067.0,India,IND,IND,20201226
0.27887,0.004326,10754.0,Indonesia,IDN,IDN,20201226
0.338706,0.009351,2616.0,Iraq,IRQ,IRQ,20201226
0.381082,0.009241,2777.0,Ireland,IRL,IRL,20201226
0.395918,0.007628,4244.0,Israel,ISR,ISR,20201226
0.280308,0.003112,20909.0,Italy,ITA,ITA,20201226
0.495825,0.002475,40813.0,Japan,JPN,JPN,20201226
0.236917,0.009898,1875.0,Jordan,JOR,JOR,20201226
0.214304,0.015869,671.0,Kazakhstan,KAZ,KAZ,20201226
0.566567,0.011028,2026.0,Kenya,KEN,KEN,20201226
0.401791,0.023557,452.0,Kuwait,KWT,KWT,20201226
0.301126,0.029145,262.0,Kyrgyzstan,KGZ,KGZ,20201226
0.506377,0.037962,178.0,Laos,LAO,LAO,20201226
0.245905,0.015151,807.0,Lebanon,LBN,LBN,20201226
0.420041,0.014876,1107.0,Libya,LBY,LBY,20201226
0.41541,0.008006,3800.0,Malaysia,MYS,MYS,20201226
0.456561,0.035119,217.0,Mali,MLI,MLI,20201226
0.582951,0.002319,45221.0,Mexico,MEX,MEX,20201226
0.274278,0.018325,589.0,Moldova,MDA,MDA,20201226
0.327628,0.013432,1229.0,Morocco,MAR,MAR,20201226
0.532933,0.034546,214.0,Mozambique,MOZ,MOZ,20201226
0.577654,0.012381,1596.0,Myanmar,MMR,MMR,20201226
0.552155,0.013472,1375.0,Nepal,NPL,NPL,20201226
0.214874,0.004531,8386.0,Netherlands,NLD,NLD,20201226
0.325424,0.009366,2516.0,New Zealand,NZL,NZL,20201226
0.585708,0.014988,1082.0,Nicaragua,NIC,NIC,20201226
0.520221,0.009498,2780.0,Nigeria,NGA,NGA,20201226
0.300516,0.006376,5178.0,Norway,NOR,NOR,20201226
0.428076,0.033108,219.0,Oman,OMN,OMN,20201226
0.528223,0.008163,3747.0,Pakistan,PAK,PAK,20201226
0.27274,0.015817,821.0,Palestine,PSE,PSE,20201226
0.524997,0.013564,1367.0,Panama,PAN,PAN,20201226
0.460442,0.014831,1148.0,Paraguay,PRY,PRY,20201226
0.522623,0.007603,4327.0,Peru,PER,PER,20201226
0.423615,0.006036,6706.0,Philippines,PHL,PHL,20201226
0.323336,0.005956,6181.0,Poland,POL,POL,20201226
0.395717,0.006514,5709.0,Portugal,PRT,PRT,20201226
0.513884,0.009651,2706.0,"Puerto Rico, U.S.",PRI,PRI,20201226
0.477024,0.02592,405.0,Qatar,QAT,QAT,20201226
0.239479,0.005942,5182.0,Romania,ROU,ROU,20201226
0.25205,0.005436,6397.0,Russia,RUS,RUS,20201226
0.410781,0.010925,2038.0,Saudi Arabia,SAU,SAU,20201226
0.336074,0.043422,122.0,Senegal,SEN,SEN,20201226
0.318556,0.010585,1962.0,Serbia,SRB,SRB,20201226
0.3856,0.015287,1021.0,Singapore,SGP,SGP,20201226
0.359662,0.009246,2706.0,Slovakia,SVK,SVK,20201226
0.284612,0.014791,936.0,Slovenia,SVN,SVN,20201226
0.403951,0.006459,5796.0,South Africa,ZAF,ZAF,20201226
0.584721,0.007574,4240.0,South Korea,KOR,KOR,20201226
0.30253,0.004007,13162.0,Spain,ESP,ESP,20201226
0.411976,0.01821,731.0,Sri Lanka,LKA,LKA,20201226
0.399585,0.014807,1107.0,Sudan,SDN,SDN,20201226
0.390927,0.004076,14932.0,Sweden,SWE,SWE,20201226
0.251446,0.007362,3491.0,Switzerland,CHE,CHE,20201226
0.317728,0.004823,9332.0,Taiwan,TWN,TWN,20201226
0.435423,0.033133,227.0,Tanzania,TZA,TZA,20201226
0.529286,0.003761,17612.0,Thailand,THA,THA,20201226
0.306491,0.011946,1472.0,Tunisia,TUN,TUN,20201226
0.25622,0.004223,10674.0,Turkey,TUR,TUR,20201226
0.287857,0.005139,7827.0,Ukraine,UKR,UKR,20201226
0.419663,0.012782,1502.0,United Arab Emirates,ARE,ARE,20201226
0.360988,0.004192,13135.0,United Kingdom,GBR,GBR,20201226
0.378709,0.008203,3519.0,Uruguay,URY,URY,20201226
0.274824,0.022556,395.0,Uzbekistan,UZB,UZB,20201226
0.51843,0.00854,3448.0,Venezuela,VEN,VEN,20201226
0.514389,0.00592,7143.0,Vietnam,VNM,VNM,20201226
0.247189,0.019519,481.0,Yemen,YEM,YEM,20201226
0.586416,0.019088,667.0,Afghanistan,AFG,AFG,20201227
0.418693,0.024112,437.0,Albania,ALB,ALB,20201227
0.2243,0.009175,2071.0,Algeria,DZA,DZA,20201227
0.546637,0.028533,304.0,Angola,AGO,AGO,20201227
0.398284,0.004146,14043.0,Argentina,ARG,ARG,20201227
0.263834,0.029494,226.0,Armenia,ARM,ARM,20201227
0.313507,0.004738,9652.0,Australia,AUS,AUS,20201227
0.253964,0.006794,4134.0,Austria,AUT,AUT,20201227
0.311469,0.019186,594.0,Azerbaijan,AZE,AZE,20201227
0.63302,0.00888,2974.0,Bangladesh,BGD,BGD,20201227
0.240441,0.011082,1523.0,Belarus,BLR,BLR,20201227
0.210753,0.006245,4373.0,Belgium,BEL,BEL,20201227
0.508722,0.050291,106.0,Benin,BEN,BEN,20201227
0.510445,0.008392,3544.0,Bolivia,BOL,BOL,20201227
0.336921,0.018014,718.0,Bosnia and Herzegovina,BIH,BIH,20201227
0.45914,0.001844,73056.0,Brazil,BRA,BRA,20201227
0.277301,0.009602,2179.0,Bulgaria,BGR,BGR,20201227
0.33786,0.031343,220.0,Burkina Faso,BFA,BFA,20201227
0.389479,0.026747,342.0,Cambodia,KHM,KHM,20201227
0.315156,0.027865,279.0,Cameroon,CMR,CMR,20201227
0.308573,0.003722,15456.0,Canada,CAN,CAN,20201227
0.481127,0.005747,7565.0,Chile,CHL,CHL,20201227
0.534088,0.004027,15356.0,Colombia,COL,COL,20201227
0.564044,0.00873,3234.0,Costa Rica,CRI,CRI,20201227
0.380086,0.024673,385.0,C̫te d'Ivoire,CIV,CIV,20201227
0.259514,0.009137,2302.0,Croatia,HRV,HRV,20201227
0.334437,0.006795,4824.0,Czech Republic,CZE,CZE,20201227
0.322228,0.034482,176.0,Democratic Republic of the Congo,COD,COD,20201227
0.287485,0.005221,7817.0,Denmark,DNK,DNK,20201227
0.460632,0.010759,2157.0,Dominican Republic,DOM,DOM,20201227
0.473365,0.00679,5416.0,Ecuador,ECU,ECU,20201227
0.339625,0.004713,10165.0,Egypt,EGY,EGY,20201227
0.540331,0.009887,2547.0,El Salvador,SLV,SLV,20201227
0.49962,0.025155,401.0,Ethiopia,ETH,ETH,20201227
0.366348,0.010109,2299.0,Finland,FIN,FIN,20201227
0.18791,0.00266,21645.0,France,FRA,FRA,20201227
0.288614,0.002741,27346.0,Germany,DEU,DEU,20201227
0.393254,0.016027,930.0,Ghana,GHA,GHA,20201227
0.299204,0.007301,3945.0,Greece,GRC,GRC,20201227
0.561802,0.010358,2319.0,Guatemala,GTM,GTM,20201227
0.370607,0.045319,125.0,Guinea,GIN,GIN,20201227
0.31381,0.037855,152.0,Haiti,HTI,HTI,20201227
0.562448,0.012191,1677.0,Honduras,HND,HND,20201227
0.419592,0.011828,1753.0,Hong Kong,HKG,HKG,20201227
0.24482,0.004668,8534.0,Hungary,HUN,HUN,20201227
0.51957,0.003252,23625.0,India,IND,IND,20201227
0.278459,0.00396,12822.0,Indonesia,IDN,IDN,20201227
0.338293,0.008602,3083.0,Iraq,IRQ,IRQ,20201227
0.384286,0.008282,3466.0,Ireland,IRL,IRL,20201227
0.403487,0.006952,5113.0,Israel,ISR,ISR,20201227
0.282099,0.002789,26136.0,Italy,ITA,ITA,20201227
0.49641,0.002268,48666.0,Japan,JPN,JPN,20201227
0.242925,0.009147,2226.0,Jordan,JOR,JOR,20201227
0.202934,0.01412,810.0,Kazakhstan,KAZ,KAZ,20201227
0.56778,0.009957,2488.0,Kenya,KEN,KEN,20201227
0.399206,0.021475,544.0,Kuwait,KWT,KWT,20201227
0.311641,0.02653,321.0,Kyrgyzstan,KGZ,KGZ,20201227
0.49062,0.034856,211.0,Laos,LAO,LAO,20201227
0.244708,0.013878,961.0,Lebanon,LBN,LBN,20201227
0.413245,0.013713,1300.0,Libya,LBY,LBY,20201227
0.419001,0.007335,4538.0,Malaysia,MYS,MYS,20201227
0.452378,0.032253,255.0,Mali,MLI,MLI,20201227
0.586925,0.002107,54586.0,Mexico,MEX,MEX,20201227
0.283493,0.017048,696.0,Moldova,MDA,MDA,20201227
0.340184,0.012368,1475.0,Morocco,MAR,MAR,20201227
0.526176,0.030863,268.0,Mozambique,MOZ,MOZ,20201227
0.577916,0.011504,1852.0,Myanmar,MMR,MMR,20201227
0.558359,0.012256,1654.0,Nepal,NPL,NPL,20201227
0.21826,0.004127,10237.0,Netherlands,NLD,NLD,20201227
0.32442,0.008552,3014.0,New Zealand,NZL,NZL,20201227
0.583358,0.013699,1302.0,Nicaragua,NIC,NIC,20201227
0.52955,0.008649,3339.0,Nigeria,NGA,NGA,20201227
0.298774,0.005734,6382.0,Norway,NOR,NOR,20201227
0.425173,0.030584,258.0,Oman,OMN,OMN,20201227
0.52318,0.007521,4420.0,Pakistan,PAK,PAK,20201227
0.259452,0.014402,957.0,Palestine,PSE,PSE,20201227
0.519891,0.012099,1717.0,Panama,PAN,PAN,20201227
0.451373,0.013476,1407.0,Paraguay,PRY,PRY,20201227
0.533677,0.006898,5233.0,Peru,PER,PER,20201227
0.425945,0.00539,8422.0,Philippines,PHL,PHL,20201227
0.324939,0.005328,7741.0,Poland,POL,POL,20201227
0.405993,0.00577,7308.0,Portugal,PRT,PRT,20201227
0.523567,0.008658,3350.0,"Puerto Rico, U.S.",PRI,PRI,20201227
0.457553,0.023593,477.0,Qatar,QAT,QAT,20201227
0.234766,0.005324,6371.0,Romania,ROU,ROU,20201227
0.249848,0.004952,7661.0,Russia,RUS,RUS,20201227
0.415076,0.010094,2393.0,Saudi Arabia,SAU,SAU,20201227
0.304462,0.038355,146.0,Senegal,SEN,SEN,20201227
0.322632,0.009725,2338.0,Serbia,SRB,SRB,20201227
0.391529,0.013902,1240.0,Singapore,SGP,SGP,20201227
0.369932,0.008374,3335.0,Slovakia,SVK,SVK,20201227
0.269089,0.013058,1153.0,Slovenia,SVN,SVN,20201227
0.410432,0.005864,7061.0,South Africa,ZAF,ZAF,20201227
0.586598,0.006951,5027.0,South Korea,KOR,KOR,20201227
0.303858,0.003603,16316.0,Spain,ESP,ESP,20201227
0.41188,0.016765,864.0,Sri Lanka,LKA,LKA,20201227
0.402251,0.013485,1336.0,Sudan,SDN,SDN,20201227
0.394658,0.003692,18146.0,Sweden,SWE,SWE,20201227
0.251007,0.006647,4282.0,Switzerland,CHE,CHE,20201227
0.319063,0.004374,11373.0,Taiwan,TWN,TWN,20201227
0.431544,0.031264,255.0,Tanzania,TZA,TZA,20201227
0.525522,0.00349,20488.0,Thailand,THA,THA,20201227
0.296147,0.010848,1755.0,Tunisia,TUN,TUN,20201227
0.257128,0.003853,12854.0,Turkey,TUR,TUR,20201227
0.287936,0.004711,9307.0,Ukraine,UKR,UKR,20201227
0.429772,0.011702,1812.0,United Arab Emirates,ARE,ARE,20201227
0.362269,0.003765,16308.0,United Kingdom,GBR,GBR,20201227
0.373528,0.007717,4272.0,Uruguay,URY,URY,20201227
0.272505,0.020285,486.0,Uzbekistan,UZB,UZB,20201227
0.527847,0.007694,4235.0,Venezuela,VEN,VEN,20201227
0.515005,0.005371,8681.0,Vietnam,VNM,VNM,20201227
0.251087,0.018132,571.0,Yemen,YEM,YEM,20201227
0.587502,0.018223,734.0,Afghanistan,AFG,AFG,20201228
0.411302,0.022935,489.0,Albania,ALB,ALB,20201228
0.221027,0.008557,2364.0,Algeria,DZA,DZA,20201228
0.535519,0.026872,345.0,Angola,AGO,AGO,20201228
0.396844,0.003865,16123.0,Argentina,ARG,ARG,20201228
0.269345,0.027943,256.0,Armenia,ARM,ARM,20201228
0.311989,0.004502,10775.0,Australia,AUS,AUS,20201228
0.254623,0.006296,4855.0,Austria,AUT,AUT,20201228
0.308208,0.018102,668.0,Azerbaijan,AZE,AZE,20201228
0.633999,0.00842,3316.0,Bangladesh,BGD,BGD,20201228
0.240104,0.010558,1673.0,Belarus,BLR,BLR,20201228
0.210397,0.005744,5084.0,Belgium,BEL,BEL,20201228
0.502079,0.048805,113.0,Benin,BEN,BEN,20201228
0.522463,0.007794,4103.0,Bolivia,BOL,BOL,20201228
0.32641,0.016703,816.0,Bosnia and Herzegovina,BIH,BIH,20201228
0.460288,0.001727,83347.0,Brazil,BRA,BRA,20201228
0.285299,0.008901,2576.0,Bulgaria,BGR,BGR,20201228
0.336005,0.02997,243.0,Burkina Faso,BFA,BFA,20201228
0.395772,0.026154,359.0,Cambodia,KHM,KHM,20201228
0.31724,0.026398,312.0,Cameroon,CMR,CMR,20201228
0.308771,0.003493,17541.0,Canada,CAN,CAN,20201228
0.479048,0.00542,8511.0,Chile,CHL,CHL,20201228
0.532484,0.003796,17284.0,Colombia,COL,COL,20201228
0.558792,0.008263,3619.0,Costa Rica,CRI,CRI,20201228
0.392992,0.022566,469.0,C̫te d'Ivoire,CIV,CIV,20201228
0.252793,0.008389,2679.0,Croatia,HRV,HRV,20201228
0.331082,0.006247,5678.0,Czech Republic,CZE,CZE,20201228
0.309026,0.034404,173.0,Democratic Republic of the Congo,COD,COD,20201228
0.28825,0.004828,9097.0,Denmark,DNK,DNK,20201228
0.459261,0.010107,2443.0,Dominican Republic,DOM,DOM,20201228
0.465772,0.006431,6028.0,Ecuador,ECU,ECU,20201228
0.343512,0.004475,11356.0,Egypt,EGY,EGY,20201228
0.543371,0.009404,2807.0,El Salvador,SLV,SLV,20201228
0.496668,0.023233,469.0,Ethiopia,ETH,ETH,20201228
0.368128,0.009298,2716.0,Finland,FIN,FIN,20201228
0.188471,0.002466,25195.0,France,FRA,FRA,20201228
0.290594,0.002553,31681.0,Germany,DEU,DEU,20201228
0.402004,0.01523,1035.0,Ghana,GHA,GHA,20201228
0.304792,0.006852,4539.0,Greece,GRC,GRC,20201228
0.555398,0.009941,2517.0,Guatemala,GTM,GTM,20201228
0.3946,0.04373,141.0,Guinea,GIN,GIN,20201228
0.332169,0.035716,181.0,Haiti,HTI,HTI,20201228
0.561743,0.011478,1887.0,Honduras,HND,HND,20201228
0.412836,0.011182,1951.0,Hong Kong,HKG,HKG,20201228
0.246711,0.004299,10067.0,Hungary,HUN,HUN,20201228
0.521595,0.003104,25922.0,India,IND,IND,20201228
0.275696,0.00375,14207.0,Indonesia,IDN,IDN,20201228
0.333302,0.008083,3455.0,Iraq,IRQ,IRQ,20201228
0.384947,0.007586,4124.0,Ireland,IRL,IRL,20201228
0.413132,0.006456,5857.0,Israel,ISR,ISR,20201228
0.283183,0.002581,30553.0,Italy,ITA,ITA,20201228
0.496163,0.002168,53233.0,Japan,JPN,JPN,20201228
0.238169,0.00863,2471.0,Jordan,JOR,JOR,20201228
0.198698,0.013356,896.0,Kazakhstan,KAZ,KAZ,20201228
0.570233,0.00931,2840.0,Kenya,KEN,KEN,20201228
0.414806,0.020421,603.0,Kuwait,KWT,KWT,20201228
0.312645,0.025033,358.0,Kyrgyzstan,KGZ,KGZ,20201228
0.486672,0.033632,228.0,Laos,LAO,LAO,20201228
0.237612,0.012668,1137.0,Lebanon,LBN,LBN,20201228
0.404819,0.013046,1428.0,Libya,LBY,LBY,20201228
0.420361,0.00692,5099.0,Malaysia,MYS,MYS,20201228
0.452909,0.031233,273.0,Mali,MLI,MLI,20201228
0.588997,0.001992,61010.0,Mexico,MEX,MEX,20201228
0.294802,0.016197,792.0,Moldova,MDA,MDA,20201228
0.339303,0.011646,1667.0,Morocco,MAR,MAR,20201228
0.518789,0.02827,320.0,Mozambique,MOZ,MOZ,20201228
0.587573,0.010993,2012.0,Myanmar,MMR,MMR,20201228
0.558587,0.011649,1843.0,Nepal,NPL,NPL,20201228
0.21818,0.003808,11990.0,Netherlands,NLD,NLD,20201228
0.329855,0.008172,3323.0,New Zealand,NZL,NZL,20201228
0.588563,0.012793,1489.0,Nicaragua,NIC,NIC,20201228
0.522071,0.008171,3746.0,Nigeria,NGA,NGA,20201228
0.293926,0.00526,7511.0,Norway,NOR,NOR,20201228
0.427649,0.029059,287.0,Oman,OMN,OMN,20201228
0.525654,0.007135,4907.0,Pakistan,PAK,PAK,20201228
0.255131,0.013615,1046.0,Palestine,PSE,PSE,20201228
0.52413,0.011449,1913.0,Panama,PAN,PAN,20201228
0.455889,0.012527,1623.0,Paraguay,PRY,PRY,20201228
0.533573,0.006543,5821.0,Peru,PER,PER,20201228
0.431323,0.005049,9636.0,Philippines,PHL,PHL,20201228
0.325697,0.004898,9172.0,Poland,POL,POL,20201228
0.408977,0.005265,8734.0,Portugal,PRT,PRT,20201228
0.529904,0.008147,3766.0,"Puerto Rico, U.S.",PRI,PRI,20201228
0.471111,0.022242,530.0,Qatar,QAT,QAT,20201228
0.236014,0.004917,7491.0,Romania,ROU,ROU,20201228
0.250591,0.00472,8444.0,Russia,RUS,RUS,20201228
0.414215,0.009564,2663.0,Saudi Arabia,SAU,SAU,20201228
0.297993,0.034677,177.0,Senegal,SEN,SEN,20201228
0.324013,0.009213,2608.0,Serbia,SRB,SRB,20201228
0.385429,0.013272,1352.0,Singapore,SGP,SGP,20201228
0.370561,0.007884,3873.0,Slovakia,SVK,SVK,20201228
0.261437,0.011931,1354.0,Slovenia,SVN,SVN,20201228
0.406533,0.005386,8352.0,South Africa,ZAF,ZAF,20201228
0.583281,0.006696,5430.0,South Korea,KOR,KOR,20201228
0.305786,0.003367,18742.0,Spain,ESP,ESP,20201228
0.404953,0.015851,970.0,Sri Lanka,LKA,LKA,20201228
0.404663,0.012825,1480.0,Sudan,SDN,SDN,20201228
0.400918,0.003427,21117.0,Sweden,SWE,SWE,20201228
0.25374,0.006189,4967.0,Switzerland,CHE,CHE,20201228
0.319641,0.004121,12817.0,Taiwan,TWN,TWN,20201228
0.450897,0.028996,296.0,Tanzania,TZA,TZA,20201228
0.525558,0.003345,22311.0,Thailand,THA,THA,20201228
0.298039,0.010231,1987.0,Tunisia,TUN,TUN,20201228
0.25921,0.003664,14302.0,Turkey,TUR,TUR,20201228
0.286789,0.004451,10392.0,Ukraine,UKR,UKR,20201228
0.442898,0.01112,2019.0,United Arab Emirates,ARE,ARE,20201228
0.360791,0.003441,19488.0,United Kingdom,GBR,GBR,20201228
0.377871,0.007214,4860.0,Uruguay,URY,URY,20201228
0.278458,0.019659,525.0,Uzbekistan,UZB,UZB,20201228
0.537408,0.007212,4802.0,Venezuela,VEN,VEN,20201228
0.519387,0.005,10002.0,Vietnam,VNM,VNM,20201228
0.261654,0.017677,620.0,Yemen,YEM,YEM,20201228
0.578708,0.018528,719.0,Afghanistan,AFG,AFG,20201229
0.421868,0.022953,493.0,Albania,ALB,ALB,20201229
0.223935,0.008567,2381.0,Algeria,DZA,DZA,20201229
0.549226,0.026548,354.0,Angola,AGO,AGO,20201229
0.399025,0.003788,16804.0,Argentina,ARG,ARG,20201229
0.262048,0.028223,247.0,Armenia,ARM,ARM,20201229
0.311319,0.004451,11004.0,Australia,AUS,AUS,20201229
0.259524,0.006295,4917.0,Austria,AUT,AUT,20201229
0.307459,0.018618,644.0,Azerbaijan,AZE,AZE,20201229
0.631462,0.008521,3240.0,Bangladesh,BGD,BGD,20201229
0.250728,0.010715,1677.0,Belarus,BLR,BLR,20201229
0.210592,0.005681,5201.0,Belgium,BEL,BEL,20201229
0.44165,0.049962,107.0,Benin,BEN,BEN,20201229
0.532274,0.007673,4244.0,Bolivia,BOL,BOL,20201229
0.328292,0.016305,835.0,Bosnia and Herzegovina,BIH,BIH,20201229
0.459831,0.001707,85331.0,Brazil,BRA,BRA,20201229
0.296363,0.008969,2601.0,Bulgaria,BGR,BGR,20201229
0.313025,0.029317,249.0,Burkina Faso,BFA,BFA,20201229
0.393237,0.026524,349.0,Cambodia,KHM,KHM,20201229
0.348507,0.026504,324.0,Cameroon,CMR,CMR,20201229
0.308051,0.003464,17866.0,Canada,CAN,CAN,20201229
0.483995,0.00535,8740.0,Chile,CHL,CHL,20201229
0.528111,0.003765,17593.0,Colombia,COL,COL,20201229
0.560881,0.008175,3696.0,Costa Rica,CRI,CRI,20201229
0.384311,0.022144,484.0,C̫te d'Ivoire,CIV,CIV,20201229
0.248475,0.00845,2617.0,Croatia,HRV,HRV,20201229
0.335616,0.006116,5962.0,Czech Republic,CZE,CZE,20201229
0.294899,0.033176,181.0,Democratic Republic of the Congo,COD,COD,20201229
0.293699,0.004831,9187.0,Denmark,DNK,DNK,20201229
0.459299,0.01003,2483.0,Dominican Republic,DOM,DOM,20201229
0.470812,0.006448,6003.0,Ecuador,ECU,ECU,20201229
0.341338,0.004463,11387.0,Egypt,EGY,EGY,20201229
0.547816,0.00941,2810.0,El Salvador,SLV,SLV,20201229
0.487448,0.023478,460.0,Ethiopia,ETH,ETH,20201229
0.376703,0.00922,2795.0,Finland,FIN,FIN,20201229
0.185945,0.002424,25794.0,France,FRA,FRA,20201229
0.293291,0.002535,32298.0,Germany,DEU,DEU,20201229
0.41923,0.015091,1060.0,Ghana,GHA,GHA,20201229
0.302717,0.00679,4604.0,Greece,GRC,GRC,20201229
0.560821,0.00993,2517.0,Guatemala,GTM,GTM,20201229
0.41745,0.043232,145.0,Guinea,GIN,GIN,20201229
0.355137,0.035511,188.0,Haiti,HTI,HTI,20201229
0.565182,0.011296,1940.0,Honduras,HND,HND,20201229
0.407028,0.011218,1928.0,Hong Kong,HKG,HKG,20201229
0.25359,0.004286,10307.0,Hungary,HUN,HUN,20201229
0.518838,0.003127,25562.0,India,IND,IND,20201229
0.274149,0.003698,14555.0,Indonesia,IDN,IDN,20201229
