pct_hes_other,hes_other_se,pct_hes_other_unw,hes_other_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.111964,0.017777,0.109677,0.017938,310.0,Austria,AUT,AUT,20210220
0.084978,0.02016,0.072289,0.021708,166.0,Bangladesh,BGD,BGD,20210220
0.087705,0.025275,0.099291,0.023906,141.0,Belarus,BLR,BLR,20210220
0.10054,0.01794,0.101754,0.017844,285.0,Belgium,BEL,BEL,20210220
0.062703,0.016276,0.079422,0.014592,277.0,Bolivia,BOL,BOL,20210220
0.097446,0.00542,0.094255,0.005501,2907.0,Brazil,BRA,BRA,20210220
0.126795,0.021088,0.143885,0.019993,278.0,Bulgaria,BGR,BGR,20210220
0.10077,0.011235,0.115764,0.01057,812.0,Canada,CAN,CAN,20210220
0.106224,0.016508,0.112022,0.016128,366.0,Chile,CHL,CHL,20210220
0.104243,0.010599,0.097187,0.010934,782.0,Colombia,COL,COL,20210220
0.135456,0.029626,0.121951,0.030982,123.0,Costa Rica,CRI,CRI,20210220
0.150677,0.032121,0.164179,0.031019,134.0,Croatia,HRV,HRV,20210220
0.125152,0.01391,0.128028,0.013775,578.0,Czech Republic,CZE,CZE,20210220
0.117918,0.023275,0.115789,0.023459,190.0,Denmark,DNK,DNK,20210220
0.066884,0.022145,0.08642,0.019689,162.0,Dominican Republic,DOM,DOM,20210220
0.101202,0.01241,0.078556,0.013912,471.0,Ecuador,ECU,ECU,20210220
0.062603,0.010691,0.067273,0.010339,550.0,Egypt,EGY,EGY,20210220
0.118148,0.021107,0.085227,0.0244,176.0,El Salvador,SLV,SLV,20210220
0.101432,0.006153,0.098249,0.006241,2341.0,France,FRA,FRA,20210220
0.122536,0.007898,0.128548,0.007737,1797.0,Germany,DEU,DEU,20210220
0.073161,0.020545,0.059701,0.02258,134.0,Ghana,GHA,GHA,20210220
0.04937,0.01271,0.06701,0.011012,388.0,Greece,GRC,GRC,20210220
0.048575,0.019026,0.055172,0.017915,145.0,Guatemala,GTM,GTM,20210220
0.154572,0.02805,0.106557,0.032863,122.0,Honduras,HND,HND,20210220
0.061283,0.022687,0.070313,0.021283,128.0,Hong Kong,HKG,HKG,20210220
0.149348,0.013065,0.159898,0.012705,788.0,Hungary,HUN,HUN,20210220
0.101762,0.007333,0.09434,0.007584,1590.0,India,IND,IND,20210220
0.142235,0.012559,0.153098,0.012183,823.0,Indonesia,IDN,IDN,20210220
0.119213,0.013462,0.084309,0.0157,427.0,Iraq,IRQ,IRQ,20210220
0.069071,0.021668,0.08125,0.02011,160.0,Ireland,IRL,IRL,20210220
0.107998,0.008177,0.110659,0.00809,1473.0,Italy,ITA,ITA,20210220
0.097468,0.00416,0.093488,0.004238,4899.0,Japan,JPN,JPN,20210220
0.088513,0.02167,0.107317,0.019887,205.0,Jordan,JOR,JOR,20210220
0.132404,0.031901,0.136752,0.031469,117.0,Kazakhstan,KAZ,KAZ,20210220
0.099658,0.019511,0.091324,0.020288,219.0,Kenya,KEN,KEN,20210220
0.133927,0.01652,0.107649,0.018153,353.0,Malaysia,MYS,MYS,20210220
0.066415,0.004954,0.061786,0.005124,2363.0,Mexico,MEX,MEX,20210220
0.060558,0.025155,0.078261,0.022339,115.0,Nepal,NPL,NPL,20210220
0.130369,0.01486,0.147368,0.014116,570.0,Netherlands,NLD,NLD,20210220
0.063024,0.015821,0.071429,0.014928,266.0,New Zealand,NZL,NZL,20210220
0.113233,0.017611,0.092251,0.019285,271.0,Nigeria,NGA,NGA,20210220
0.071272,0.016272,0.081272,0.015321,283.0,Norway,NOR,NOR,20210220
0.070278,0.019034,0.091304,0.016891,230.0,Pakistan,PAK,PAK,20210220
0.083514,0.027066,0.089286,0.026259,112.0,Paraguay,PRY,PRY,20210220
0.110293,0.011545,0.083478,0.013075,575.0,Peru,PER,PER,20210220
0.096714,0.008461,0.075665,0.009456,978.0,Philippines,PHL,PHL,20210220
0.10342,0.012063,0.099187,0.012289,615.0,Poland,POL,POL,20210220
0.099972,0.011886,0.095082,0.012155,610.0,Portugal,PRT,PRT,20210220
0.098314,0.028374,0.136054,0.024641,147.0,"Puerto Rico, U.S.",PRI,PRI,20210220
0.157384,0.01763,0.1621,0.01742,438.0,Romania,ROU,ROU,20210220
0.166535,0.013657,0.185185,0.013099,810.0,Russia,RUS,RUS,20210220
0.087244,0.020441,0.082418,0.020975,182.0,Saudi Arabia,SAU,SAU,20210220
0.165127,0.026106,0.160804,0.026387,199.0,Serbia,SRB,SRB,20210220
0.119611,0.022263,0.152672,0.020086,262.0,Slovakia,SVK,SVK,20210220
0.099604,0.029861,0.109091,0.028684,110.0,Slovenia,SVN,SVN,20210220
0.068521,0.013983,0.082474,0.012842,388.0,South Africa,ZAF,ZAF,20210220
0.028028,0.009343,0.028391,0.009285,317.0,South Korea,KOR,KOR,20210220
0.095388,0.009977,0.094907,0.009999,864.0,Spain,ESP,ESP,20210220
0.125385,0.01323,0.127358,0.013141,636.0,Sweden,SWE,SWE,20210220
0.110525,0.018332,0.106007,0.018671,283.0,Switzerland,CHE,CHE,20210220
0.026314,0.004588,0.027516,0.00449,1272.0,Taiwan,TWN,TWN,20210220
0.081358,0.009761,0.081425,0.009758,786.0,Thailand,THA,THA,20210220
0.051346,0.017308,0.05618,0.016589,178.0,Tunisia,TUN,TUN,20210220
0.121613,0.011514,0.114024,0.01184,763.0,Turkey,TUR,TUR,20210220
0.105088,0.010039,0.107256,0.00995,951.0,Ukraine,UKR,UKR,20210220
0.10639,0.033933,0.135922,0.03053,103.0,United Arab Emirates,ARE,ARE,20210220
0.158498,0.016177,0.15748,0.016219,508.0,United Kingdom,GBR,GBR,20210220
0.080125,0.015911,0.073801,0.016522,271.0,Uruguay,URY,URY,20210220
0.111298,0.015922,0.106383,0.016241,376.0,Venezuela,VEN,VEN,20210220
0.0865,0.007509,0.099434,0.007054,1589.0,Vietnam,VNM,VNM,20210220
0.081769,0.018739,0.09205,0.017762,239.0,Algeria,DZA,DZA,20210221
0.07325,0.00792,0.07308,0.007928,1081.0,Argentina,ARG,ARG,20210221
0.103709,0.014046,0.118644,0.013243,531.0,Australia,AUS,AUS,20210221
0.13048,0.018797,0.138643,0.018321,339.0,Austria,AUT,AUT,20210221
0.105971,0.022212,0.093023,0.023538,172.0,Bangladesh,BGD,BGD,20210221
0.103882,0.025926,0.123457,0.024046,162.0,Belarus,BLR,BLR,20210221
0.166787,0.022152,0.179402,0.021523,301.0,Belgium,BEL,BEL,20210221
0.0447,0.013287,0.047059,0.012966,255.0,Bolivia,BOL,BOL,20210221
0.106027,0.005328,0.09981,0.005472,3166.0,Brazil,BRA,BRA,20210221
0.132122,0.020165,0.15142,0.019049,317.0,Bulgaria,BGR,BGR,20210221
0.133069,0.01128,0.131403,0.011341,898.0,Canada,CAN,CAN,20210221
0.088519,0.016146,0.100575,0.015249,348.0,Chile,CHL,CHL,20210221
0.059213,0.009016,0.069913,0.008345,801.0,Colombia,COL,COL,20210221
0.075532,0.019432,0.044248,0.024969,113.0,Costa Rica,CRI,CRI,20210221
0.123884,0.025508,0.11465,0.026377,157.0,Croatia,HRV,HRV,20210221
0.149358,0.014309,0.148627,0.014338,619.0,Czech Republic,CZE,CZE,20210221
0.109882,0.019996,0.105485,0.020358,237.0,Denmark,DNK,DNK,20210221
0.061689,0.020948,0.064748,0.02048,139.0,Dominican Republic,DOM,DOM,20210221
0.080268,0.011253,0.064718,0.012428,479.0,Ecuador,ECU,ECU,20210221
0.085675,0.010498,0.075591,0.011116,635.0,Egypt,EGY,EGY,20210221
0.093215,0.021384,0.089385,0.021791,179.0,El Salvador,SLV,SLV,20210221
0.088572,0.005853,0.087719,0.005879,2337.0,France,FRA,FRA,20210221
0.1167,0.007361,0.121642,0.00723,1973.0,Germany,DEU,DEU,20210221
0.091356,0.026608,0.100775,0.025466,129.0,Ghana,GHA,GHA,20210221
0.052994,0.012527,0.063325,0.011522,379.0,Greece,GRC,GRC,20210221
0.079121,0.020615,0.086022,0.019846,186.0,Guatemala,GTM,GTM,20210221
0.085281,0.023633,0.081481,0.024128,135.0,Honduras,HND,HND,20210221
0.065563,0.027202,0.084906,0.024155,106.0,Hong Kong,HKG,HKG,20210221
0.171588,0.013754,0.181703,0.013448,787.0,Hungary,HUN,HUN,20210221
0.107907,0.007493,0.107872,0.007494,1715.0,India,IND,IND,20210221
0.163887,0.012195,0.152698,0.01255,871.0,Indonesia,IDN,IDN,20210221
0.089455,0.014374,0.094203,0.014044,414.0,Iraq,IRQ,IRQ,20210221
0.119568,0.024625,0.110429,0.025492,163.0,Ireland,IRL,IRL,20210221
0.128364,0.00817,0.120353,0.008399,1587.0,Italy,ITA,ITA,20210221
0.085044,0.00406,0.08838,0.00399,4888.0,Japan,JPN,JPN,20210221
0.109291,0.020888,0.108108,0.020988,222.0,Jordan,JOR,JOR,20210221
0.131791,0.030076,0.144928,0.0289,138.0,Kazakhstan,KAZ,KAZ,20210221
0.081536,0.021499,0.089888,0.020569,178.0,Kenya,KEN,KEN,20210221
0.080154,0.013947,0.086207,0.013493,406.0,Malaysia,MYS,MYS,20210221
0.0524,0.004898,0.062346,0.004514,2438.0,Mexico,MEX,MEX,20210221
0.084998,0.028169,0.102564,0.025893,117.0,Nepal,NPL,NPL,20210221
0.126028,0.014269,0.135417,0.01384,576.0,Netherlands,NLD,NLD,20210221
0.077296,0.015486,0.077181,0.015496,298.0,New Zealand,NZL,NZL,20210221
0.056505,0.018916,0.101563,0.014459,256.0,Nigeria,NGA,NGA,20210221
0.076657,0.016427,0.087542,0.015464,297.0,Norway,NOR,NOR,20210221
0.063985,0.017783,0.08502,0.015603,247.0,Pakistan,PAK,PAK,20210221
0.11025,0.024775,0.097222,0.026191,144.0,Paraguay,PRY,PRY,20210221
0.124183,0.012087,0.090426,0.013899,564.0,Peru,PER,PER,20210221
0.098528,0.009221,0.084523,0.00988,911.0,Philippines,PHL,PHL,20210221
0.090978,0.011711,0.104956,0.010988,686.0,Poland,POL,POL,20210221
0.070351,0.00942,0.065312,0.00975,689.0,Portugal,PRT,PRT,20210221
0.088951,0.027533,0.112782,0.024778,133.0,"Puerto Rico, U.S.",PRI,PRI,20210221
0.151547,0.016363,0.143478,0.016737,460.0,Romania,ROU,ROU,20210221
0.167634,0.013468,0.188389,0.012865,844.0,Russia,RUS,RUS,20210221
0.142715,0.02473,0.107595,0.027916,158.0,Saudi Arabia,SAU,SAU,20210221
0.157102,0.024314,0.15625,0.024368,224.0,Serbia,SRB,SRB,20210221
0.11847,0.019437,0.114815,0.019704,270.0,Slovakia,SVK,SVK,20210221
0.093864,0.026015,0.07619,0.028598,105.0,Slovenia,SVN,SVN,20210221
0.081879,0.012286,0.080972,0.012348,494.0,South Africa,ZAF,ZAF,20210221
0.032727,0.011981,0.047468,0.010025,316.0,South Korea,KOR,KOR,20210221
0.103695,0.009435,0.088913,0.010106,911.0,Spain,ESP,ESP,20210221
0.097643,0.01154,0.10929,0.010979,732.0,Sweden,SWE,SWE,20210221
0.094772,0.017308,0.103226,0.016662,310.0,Switzerland,CHE,CHE,20210221
0.030544,0.004577,0.029369,0.004664,1362.0,Taiwan,TWN,TWN,20210221
0.071639,0.008516,0.063415,0.009011,820.0,Thailand,THA,THA,20210221
0.087888,0.018198,0.062147,0.021342,177.0,Tunisia,TUN,TUN,20210221
0.127847,0.011431,0.122573,0.01164,824.0,Turkey,TUR,TUR,20210221
0.113606,0.009768,0.112069,0.009826,1044.0,Ukraine,UKR,UKR,20210221
0.132403,0.014183,0.140962,0.013814,603.0,United Kingdom,GBR,GBR,20210221
0.077936,0.016317,0.075758,0.01653,264.0,Uruguay,URY,URY,20210221
0.080799,0.014924,0.086835,0.014444,357.0,Venezuela,VEN,VEN,20210221
0.088404,0.007661,0.106238,0.007057,1619.0,Vietnam,VNM,VNM,20210221
0.061802,0.019753,0.090047,0.016616,211.0,Algeria,DZA,DZA,20210222
0.080867,0.008016,0.084577,0.007854,1206.0,Argentina,ARG,ARG,20210222
0.089857,0.012656,0.090909,0.012589,517.0,Australia,AUS,AUS,20210222
0.152408,0.019933,0.147799,0.020187,318.0,Austria,AUT,AUT,20210222
0.102382,0.021969,0.091954,0.023048,174.0,Bangladesh,BGD,BGD,20210222
0.063641,0.022015,0.08589,0.019179,163.0,Belarus,BLR,BLR,20210222
0.114601,0.017499,0.117647,0.017301,340.0,Belgium,BEL,BEL,20210222
0.061722,0.015627,0.076125,0.01418,289.0,Bolivia,BOL,BOL,20210222
0.103979,0.005054,0.097801,0.005193,3456.0,Brazil,BRA,BRA,20210222
0.162845,0.021046,0.162338,0.021073,308.0,Bulgaria,BGR,BGR,20210222
0.147341,0.01168,0.138952,0.011969,878.0,Canada,CAN,CAN,20210222
0.125346,0.015647,0.117647,0.01608,425.0,Chile,CHL,CHL,20210222
0.100643,0.009463,0.090909,0.009903,924.0,Colombia,COL,COL,20210222
0.063269,0.020435,0.066667,0.019944,150.0,Costa Rica,CRI,CRI,20210222
0.12696,0.025506,0.118012,0.02632,161.0,Croatia,HRV,HRV,20210222
0.125104,0.013483,0.128247,0.013341,616.0,Czech Republic,CZE,CZE,20210222
0.107166,0.020285,0.104803,0.020485,229.0,Denmark,DNK,DNK,20210222
0.063032,0.019711,0.060811,0.020044,148.0,Dominican Republic,DOM,DOM,20210222
0.096103,0.012398,0.091912,0.012648,544.0,Ecuador,ECU,ECU,20210222
0.098745,0.01234,0.102479,0.012138,605.0,Egypt,EGY,EGY,20210222
0.058811,0.01632,0.055556,0.016762,198.0,El Salvador,SLV,SLV,20210222
0.062491,0.021692,0.049505,0.024205,101.0,Finland,FIN,FIN,20210222
0.090461,0.005805,0.091973,0.005762,2479.0,France,FRA,FRA,20210222
0.122014,0.007562,0.128008,0.007408,1953.0,Germany,DEU,DEU,20210222
0.124167,0.026467,0.115646,0.027292,147.0,Ghana,GHA,GHA,20210222
0.083648,0.014203,0.082447,0.014297,376.0,Greece,GRC,GRC,20210222
0.033679,0.017597,0.057143,0.013676,175.0,Guatemala,GTM,GTM,20210222
0.096991,0.025106,0.098592,0.024923,142.0,Honduras,HND,HND,20210222
0.06802,0.026243,0.090909,0.022984,121.0,Hong Kong,HKG,HKG,20210222
0.191136,0.014605,0.202114,0.0143,757.0,Hungary,HUN,HUN,20210222
0.093069,0.006748,0.088235,0.006911,1768.0,India,IND,IND,20210222
0.183423,0.012607,0.165517,0.013129,870.0,Indonesia,IDN,IDN,20210222
0.100263,0.017545,0.125698,0.015896,358.0,Iraq,IRQ,IRQ,20210222
0.097418,0.027533,0.112782,0.025809,133.0,Ireland,IRL,IRL,20210222
0.234395,0.042295,0.23,0.042575,100.0,Israel,ISR,ISR,20210222
0.118853,0.008248,0.113144,0.008426,1476.0,Italy,ITA,ITA,20210222
0.091691,0.00396,0.08774,0.004039,5106.0,Japan,JPN,JPN,20210222
0.098142,0.018657,0.084821,0.019923,224.0,Jordan,JOR,JOR,20210222
0.185497,0.033212,0.157025,0.035483,121.0,Kazakhstan,KAZ,KAZ,20210222
0.060234,0.018319,0.073529,0.016699,204.0,Kenya,KEN,KEN,20210222
0.073172,0.029868,0.09901,0.026042,101.0,Libya,LBY,LBY,20210222
0.107936,0.016146,0.110818,0.01596,379.0,Malaysia,MYS,MYS,20210222
0.080825,0.005034,0.06921,0.005406,2543.0,Mexico,MEX,MEX,20210222
0.258426,0.034057,0.151786,0.041551,112.0,Morocco,MAR,MAR,20210222
0.049222,0.022584,0.061404,0.020351,114.0,Nepal,NPL,NPL,20210222
0.13046,0.01423,0.142384,0.013716,604.0,Netherlands,NLD,NLD,20210222
0.110743,0.018921,0.113475,0.018721,282.0,New Zealand,NZL,NZL,20210222
0.124493,0.019146,0.109023,0.020281,266.0,Nigeria,NGA,NGA,20210222
0.077672,0.016402,0.085616,0.01569,292.0,Norway,NOR,NOR,20210222
0.136594,0.021228,0.123967,0.022121,242.0,Pakistan,PAK,PAK,20210222
0.113506,0.028762,0.09,0.031881,100.0,Panama,PAN,PAN,20210222
0.126171,0.023633,0.081481,0.028684,135.0,Paraguay,PRY,PRY,20210222
0.093858,0.010002,0.073421,0.011184,681.0,Peru,PER,PER,20210222
0.075309,0.008363,0.073695,0.008447,977.0,Philippines,PHL,PHL,20210222
0.104872,0.011502,0.101449,0.011672,690.0,Poland,POL,POL,20210222
0.06929,0.01108,0.069811,0.011041,530.0,Portugal,PRT,PRT,20210222
0.085528,0.023971,0.097403,0.02261,154.0,"Puerto Rico, U.S.",PRI,PRI,20210222
0.147012,0.016423,0.142857,0.01662,455.0,Romania,ROU,ROU,20210222
0.17184,0.013845,0.20331,0.012978,846.0,Russia,RUS,RUS,20210222
0.059285,0.023536,0.095541,0.018908,157.0,Saudi Arabia,SAU,SAU,20210222
0.122378,0.023621,0.128713,0.023116,202.0,Serbia,SRB,SRB,20210222
0.135364,0.021407,0.133858,0.021508,254.0,Slovakia,SVK,SVK,20210222
0.113816,0.014411,0.100686,0.01521,437.0,South Africa,ZAF,ZAF,20210222
0.057255,0.009395,0.03012,0.01277,332.0,South Korea,KOR,KOR,20210222
0.10374,0.009902,0.098901,0.010114,910.0,Spain,ESP,ESP,20210222
0.082654,0.02849,0.089109,0.027536,101.0,Sudan,SDN,SDN,20210222
0.121271,0.013046,0.137536,0.012365,698.0,Sweden,SWE,SWE,20210222
0.12716,0.018933,0.129747,0.018771,316.0,Switzerland,CHE,CHE,20210222
0.046557,0.005483,0.039137,0.005957,1252.0,Taiwan,TWN,TWN,20210222
0.081556,0.009955,0.083117,0.009869,770.0,Thailand,THA,THA,20210222
0.04539,0.014459,0.041667,0.015062,192.0,Tunisia,TUN,TUN,20210222
0.08293,0.011096,0.102013,0.01011,745.0,Turkey,TUR,TUR,20210222
0.099324,0.009473,0.103946,0.009284,1039.0,Ukraine,UKR,UKR,20210222
0.143312,0.014914,0.142077,0.014968,549.0,United Kingdom,GBR,GBR,20210222
0.094858,0.016817,0.091525,0.017089,295.0,Uruguay,URY,URY,20210222
0.086722,0.013544,0.077121,0.014287,389.0,Venezuela,VEN,VEN,20210222
0.118038,0.007765,0.102681,0.008254,1529.0,Vietnam,VNM,VNM,20210222
0.157984,0.021437,0.136187,0.022795,257.0,Algeria,DZA,DZA,20210223
0.089979,0.008751,0.09417,0.008573,1115.0,Argentina,ARG,ARG,20210223
0.125334,0.013134,0.113208,0.013724,583.0,Australia,AUS,AUS,20210223
0.118932,0.01904,0.119863,0.018976,292.0,Austria,AUT,AUT,20210223
0.121681,0.022975,0.096386,0.02545,166.0,Bangladesh,BGD,BGD,20210223
0.083172,0.025491,0.111111,0.022398,153.0,Belarus,BLR,BLR,20210223
0.112294,0.017486,0.111111,0.017568,324.0,Belgium,BEL,BEL,20210223
0.085173,0.015823,0.075269,0.016742,279.0,Bolivia,BOL,BOL,20210223
0.108007,0.005234,0.104338,0.005315,3412.0,Brazil,BRA,BRA,20210223
0.186186,0.022595,0.181507,0.022819,292.0,Bulgaria,BGR,BGR,20210223
0.118307,0.011543,0.136569,0.010857,886.0,Canada,CAN,CAN,20210223
0.12064,0.015823,0.113861,0.016225,404.0,Chile,CHL,CHL,20210223
0.075688,0.008443,0.066514,0.008962,872.0,Colombia,COL,COL,20210223
0.044151,0.016434,0.037313,0.017813,134.0,Costa Rica,CRI,CRI,20210223
0.198185,0.030874,0.193939,0.031128,165.0,Croatia,HRV,HRV,20210223
0.12269,0.013011,0.119163,0.013176,621.0,Czech Republic,CZE,CZE,20210223
0.113868,0.020237,0.106838,0.02081,234.0,Denmark,DNK,DNK,20210223
0.153736,0.030076,0.144928,0.030816,138.0,Dominican Republic,DOM,DOM,20210223
0.111169,0.012683,0.092131,0.013785,521.0,Ecuador,ECU,ECU,20210223
0.064532,0.00976,0.064567,0.009758,635.0,Egypt,EGY,EGY,20210223
0.101003,0.015525,0.050251,0.021415,199.0,El Salvador,SLV,SLV,20210223
0.10579,0.00615,0.102627,0.006233,2436.0,France,FRA,FRA,20210223
0.115539,0.007498,0.126839,0.007202,1971.0,Germany,DEU,DEU,20210223
0.158379,0.030277,0.145985,0.031307,137.0,Ghana,GHA,GHA,20210223
0.077159,0.014229,0.08399,0.013689,381.0,Greece,GRC,GRC,20210223
0.02459,0.013891,0.04,0.010979,200.0,Guatemala,GTM,GTM,20210223
0.089765,0.027073,0.098361,0.025986,122.0,Honduras,HND,HND,20210223
0.091848,0.028399,0.103448,0.026932,116.0,Hong Kong,HKG,HKG,20210223
0.17598,0.014032,0.189501,0.013635,781.0,Hungary,HUN,HUN,20210223
0.139292,0.007878,0.1288,0.008143,1809.0,India,IND,IND,20210223
0.167991,0.012106,0.1521,0.012603,881.0,Indonesia,IDN,IDN,20210223
0.050004,0.013488,0.074074,0.011225,378.0,Iraq,IRQ,IRQ,20210223
0.109076,0.022957,0.089744,0.025039,156.0,Ireland,IRL,IRL,20210223
0.134943,0.008453,0.120189,0.008881,1481.0,Italy,ITA,ITA,20210223
0.095131,0.0042,0.090343,0.004298,4660.0,Japan,JPN,JPN,20210223
0.058693,0.017578,0.067961,0.016417,206.0,Jordan,JOR,JOR,20210223
0.097806,0.026467,0.115646,0.024584,147.0,Kazakhstan,KAZ,KAZ,20210223
0.058851,0.016242,0.052632,0.017119,190.0,Kenya,KEN,KEN,20210223
0.108916,0.015448,0.100264,0.016024,379.0,Malaysia,MYS,MYS,20210223
0.060585,0.004876,0.065555,0.0047,2578.0,Mexico,MEX,MEX,20210223
0.072991,0.026256,0.076923,0.025631,104.0,Morocco,MAR,MAR,20210223
0.045134,0.024874,0.072727,0.019884,110.0,Nepal,NPL,NPL,20210223
0.159661,0.015065,0.157265,0.015157,585.0,Netherlands,NLD,NLD,20210223
0.100319,0.016323,0.101744,0.016221,344.0,New Zealand,NZL,NZL,20210223
0.073427,0.028223,0.088235,0.025954,102.0,Nicaragua,NIC,NIC,20210223
0.098142,0.018291,0.1,0.018139,270.0,Nigeria,NGA,NGA,20210223
0.109529,0.017205,0.095563,0.018276,293.0,Norway,NOR,NOR,20210223
0.090645,0.017293,0.084615,0.01784,260.0,Pakistan,PAK,PAK,20210223
0.093568,0.020304,0.066225,0.023779,151.0,Paraguay,PRY,PRY,20210223
0.065763,0.009805,0.068862,0.009597,668.0,Peru,PER,PER,20210223
0.091678,0.008472,0.073607,0.009362,951.0,Philippines,PHL,PHL,20210223
0.115207,0.011862,0.10951,0.012128,694.0,Poland,POL,POL,20210223
0.079485,0.011201,0.073529,0.011608,544.0,Portugal,PRT,PRT,20210223
0.071438,0.024412,0.088235,0.022167,136.0,"Puerto Rico, U.S.",PRI,PRI,20210223
0.14914,0.016528,0.145055,0.016719,455.0,Romania,ROU,ROU,20210223
0.199983,0.012754,0.183983,0.013166,924.0,Russia,RUS,RUS,20210223
0.151326,0.02708,0.125828,0.029261,151.0,Saudi Arabia,SAU,SAU,20210223
0.156945,0.023454,0.152542,0.023728,236.0,Serbia,SRB,SRB,20210223
0.110334,0.019847,0.113281,0.01962,256.0,Slovakia,SVK,SVK,20210223
0.143754,0.035241,0.152381,0.034403,105.0,Slovenia,SVN,SVN,20210223
0.107682,0.013982,0.106557,0.014046,488.0,South Africa,ZAF,ZAF,20210223
0.069088,0.014379,0.066445,0.014642,301.0,South Korea,KOR,KOR,20210223
0.100449,0.009829,0.090376,0.010304,852.0,Spain,ESP,ESP,20210223
0.093318,0.011181,0.098453,0.010916,711.0,Sweden,SWE,SWE,20210223
0.076605,0.013337,0.066092,0.014278,348.0,Switzerland,CHE,CHE,20210223
0.034579,0.003861,0.019878,0.005054,1308.0,Taiwan,TWN,TWN,20210223
0.08074,0.009186,0.073892,0.009567,812.0,Thailand,THA,THA,20210223
0.045378,0.018728,0.057692,0.016718,156.0,Tunisia,TUN,TUN,20210223
0.113431,0.011339,0.116915,0.011191,804.0,Turkey,TUR,TUR,20210223
0.100203,0.009395,0.106047,0.009162,1075.0,Ukraine,UKR,UKR,20210223
0.12773,0.015537,0.136735,0.015094,490.0,United Kingdom,GBR,GBR,20210223
0.092278,0.01759,0.099656,0.016995,291.0,Uruguay,URY,URY,20210223
0.045921,0.012154,0.061381,0.010599,391.0,Venezuela,VEN,VEN,20210223
0.100095,0.007778,0.09157,0.008094,1376.0,Vietnam,VNM,VNM,20210223
