smoothed_pct_hes_waitlater,smoothed_hes_waitlater_se,sample_size,country,iso_code,gid_0,survey_date
0.420749,0.01022,2342.0,Netherlands,NLD,NLD,20210210
0.543166,0.014414,1188.0,New Zealand,NZL,NZL,20210210
0.47954,0.024133,434.0,Nicaragua,NIC,NIC,20210210
0.532746,0.013414,1389.0,Nigeria,NGA,NGA,20210210
0.462536,0.013453,1384.0,Norway,NOR,NOR,20210210
0.507803,0.015327,1068.0,Pakistan,PAK,PAK,20210210
0.656044,0.029675,277.0,Palestine,PSE,PSE,20210210
0.545963,0.025702,381.0,Panama,PAN,PAN,20210210
0.500157,0.020225,620.0,Paraguay,PRY,PRY,20210210
0.51746,0.008803,3224.0,Peru,PER,PER,20210210
0.622211,0.007682,3974.0,Philippines,PHL,PHL,20210210
0.429414,0.009567,2688.0,Poland,POL,POL,20210210
0.362553,0.008885,2951.0,Portugal,PRT,PRT,20210210
0.637206,0.019436,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.624813,0.040582,148.0,Qatar,QAT,QAT,20210210
0.420583,0.011137,1972.0,Romania,ROU,ROU,20210210
0.409091,0.007862,3944.0,Russia,RUS,RUS,20210210
0.508674,0.017642,805.0,Saudi Arabia,SAU,SAU,20210210
0.509639,0.050542,101.0,Senegal,SEN,SEN,20210210
0.443515,0.015857,983.0,Serbia,SRB,SRB,20210210
0.535625,0.029709,281.0,Singapore,SGP,SGP,20210210
0.462167,0.015675,1013.0,Slovakia,SVK,SVK,20210210
0.461346,0.02224,501.0,Slovenia,SVN,SVN,20210210
0.529074,0.010822,2137.0,South Africa,ZAF,ZAF,20210210
0.604892,0.012622,1497.0,South Korea,KOR,KOR,20210210
0.375955,0.007058,4716.0,Spain,ESP,ESP,20210210
0.435123,0.029621,283.0,Sri Lanka,LKA,LKA,20210210
0.556835,0.02686,349.0,Sudan,SDN,SDN,20210210
0.462961,0.008832,3190.0,Sweden,SWE,SWE,20210210
0.459026,0.012567,1582.0,Switzerland,CHE,CHE,20210210
0.68687,0.006111,5759.0,Taiwan,TWN,TWN,20210210
0.446437,0.032218,239.0,Tanzania,TZA,TZA,20210210
0.596436,0.008014,3757.0,Thailand,THA,THA,20210210
0.502264,0.015423,1064.0,Tunisia,TUN,TUN,20210210
0.546527,0.008352,3572.0,Turkey,TUR,TUR,20210210
0.410507,0.007272,4605.0,Ukraine,UKR,UKR,20210210
0.611746,0.024916,388.0,United Arab Emirates,ARE,ARE,20210210
0.378884,0.00937,2700.0,United Kingdom,GBR,GBR,20210210
0.5424,0.013983,1279.0,Uruguay,URY,URY,20210210
0.428794,0.03002,291.0,Uzbekistan,UZB,UZB,20210210
0.548858,0.011873,1773.0,Venezuela,VEN,VEN,20210210
0.424194,0.005894,7037.0,Vietnam,VNM,VNM,20210210
0.506774,0.038026,176.0,Yemen,YEM,YEM,20210210
0.454934,0.033726,252.0,Afghanistan,AFG,AFG,20210211
0.362317,0.02953,264.0,Albania,ALB,ALB,20210211
0.481878,0.013656,1363.0,Algeria,DZA,DZA,20210211
0.563419,0.039525,172.0,Angola,AGO,AGO,20210211
0.514152,0.00615,6609.0,Argentina,ARG,ARG,20210211
0.466971,0.044783,126.0,Armenia,ARM,ARM,20210211
0.577075,0.00914,3442.0,Australia,AUS,AUS,20210211
0.490943,0.012807,1530.0,Austria,AUT,AUT,20210211
0.392982,0.028934,291.0,Azerbaijan,AZE,AZE,20210211
0.504124,0.014552,1203.0,Bangladesh,BGD,BGD,20210211
0.487489,0.017793,825.0,Belarus,BLR,BLR,20210211
0.469287,0.012062,1707.0,Belgium,BEL,BEL,20210211
0.485065,0.011911,1780.0,Bolivia,BOL,BOL,20210211
0.368786,0.023786,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.538663,0.004008,15508.0,Brazil,BRA,BRA,20210211
0.411393,0.012394,1591.0,Bulgaria,BGR,BGR,20210211
0.472006,0.048434,113.0,Burkina Faso,BFA,BFA,20210211
0.576224,0.031438,247.0,Cameroon,CMR,CMR,20210211
0.503207,0.007212,4821.0,Canada,CAN,CAN,20210211
0.538621,0.010032,2481.0,Chile,CHL,CHL,20210211
0.541422,0.006491,5903.0,Colombia,COL,COL,20210211
0.486608,0.019578,658.0,Costa Rica,CRI,CRI,20210211
0.560378,0.029285,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.409912,0.016314,905.0,Croatia,HRV,HRV,20210211
0.516856,0.009543,2752.0,Czech Republic,CZE,CZE,20210211
0.459888,0.041313,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.44392,0.014672,1151.0,Denmark,DNK,DNK,20210211
0.606261,0.016888,966.0,Dominican Republic,DOM,DOM,20210211
0.526236,0.01002,2532.0,Ecuador,ECU,ECU,20210211
0.56215,0.009087,2982.0,Egypt,EGY,EGY,20210211
0.55621,0.015087,1105.0,El Salvador,SLV,SLV,20210211
0.40374,0.028052,297.0,Ethiopia,ETH,ETH,20210211
0.552777,0.022507,492.0,Finland,FIN,FIN,20210211
0.488309,0.004415,12830.0,France,FRA,FRA,20210211
0.497808,0.005063,9773.0,Germany,DEU,DEU,20210211
0.591835,0.016619,892.0,Ghana,GHA,GHA,20210211
0.516226,0.010545,2256.0,Greece,GRC,GRC,20210211
0.489051,0.016176,960.0,Guatemala,GTM,GTM,20210211
0.42394,0.045132,125.0,Haiti,HTI,HTI,20210211
0.517352,0.016728,905.0,Honduras,HND,HND,20210211
0.656,0.019378,616.0,Hong Kong,HKG,HKG,20210211
0.400765,0.008419,3395.0,Hungary,HUN,HUN,20210211
0.480985,0.005504,8245.0,India,IND,IND,20210211
0.494011,0.007139,4914.0,Indonesia,IDN,IDN,20210211
0.501127,0.012967,1517.0,Iraq,IRQ,IRQ,20210211
0.411602,0.017719,761.0,Ireland,IRL,IRL,20210211
0.56258,0.018665,688.0,Israel,ISR,ISR,20210211
0.399517,0.005606,7634.0,Italy,ITA,ITA,20210211
0.516106,0.002915,29427.0,Japan,JPN,JPN,20210211
0.557396,0.01664,891.0,Jordan,JOR,JOR,20210211
0.420276,0.019325,655.0,Kazakhstan,KAZ,KAZ,20210211
0.529172,0.016322,935.0,Kenya,KEN,KEN,20210211
0.519677,0.033511,230.0,Kuwait,KWT,KWT,20210211
0.418264,0.033567,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.609659,0.01947,617.0,Lebanon,LBN,LBN,20210211
0.504909,0.021491,548.0,Libya,LBY,LBY,20210211
0.581032,0.010414,2255.0,Malaysia,MYS,MYS,20210211
0.450688,0.043852,122.0,Mali,MLI,MLI,20210211
0.499256,0.004041,15324.0,Mexico,MEX,MEX,20210211
0.44094,0.024792,408.0,Moldova,MDA,MDA,20210211
0.497062,0.020909,580.0,Morocco,MAR,MAR,20210211
0.56471,0.024283,424.0,Mozambique,MOZ,MOZ,20210211
0.316818,0.042633,128.0,Myanmar,MMR,MMR,20210211
0.501354,0.019333,676.0,Nepal,NPL,NPL,20210211
0.419824,0.009402,2765.0,Netherlands,NLD,NLD,20210211
0.539183,0.013367,1385.0,New Zealand,NZL,NZL,20210211
0.491893,0.02191,526.0,Nicaragua,NIC,NIC,20210211
0.540127,0.012291,1649.0,Nigeria,NGA,NGA,20210211
0.461831,0.012411,1627.0,Norway,NOR,NOR,20210211
0.503935,0.013986,1284.0,Pakistan,PAK,PAK,20210211
0.65358,0.027583,320.0,Palestine,PSE,PSE,20210211
0.533567,0.023502,456.0,Panama,PAN,PAN,20210211
0.48977,0.018457,744.0,Paraguay,PRY,PRY,20210211
0.512611,0.008099,3814.0,Peru,PER,PER,20210211
0.624584,0.007012,4762.0,Philippines,PHL,PHL,20210211
0.428541,0.008774,3193.0,Poland,POL,POL,20210211
0.367596,0.008181,3502.0,Portugal,PRT,PRT,20210211
0.630341,0.018219,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.610566,0.037779,173.0,Qatar,QAT,QAT,20210211
0.422648,0.010176,2365.0,Romania,ROU,ROU,20210211
0.408858,0.007232,4657.0,Russia,RUS,RUS,20210211
0.534089,0.016003,971.0,Saudi Arabia,SAU,SAU,20210211
0.509856,0.046199,122.0,Senegal,SEN,SEN,20210211
0.441755,0.014645,1154.0,Serbia,SRB,SRB,20210211
0.517157,0.027513,338.0,Singapore,SGP,SGP,20210211
0.459851,0.014437,1194.0,Slovakia,SVK,SVK,20210211
0.461488,0.020865,571.0,Slovenia,SVN,SVN,20210211
0.527403,0.009978,2514.0,South Africa,ZAF,ZAF,20210211
0.601128,0.011529,1807.0,South Korea,KOR,KOR,20210211
0.375425,0.006517,5532.0,Spain,ESP,ESP,20210211
0.423452,0.026909,343.0,Sri Lanka,LKA,LKA,20210211
0.562826,0.024759,409.0,Sudan,SDN,SDN,20210211
0.470456,0.008143,3757.0,Sweden,SWE,SWE,20210211
0.458899,0.011673,1835.0,Switzerland,CHE,CHE,20210211
0.686505,0.005657,6726.0,Taiwan,TWN,TWN,20210211
0.431811,0.02927,288.0,Tanzania,TZA,TZA,20210211
0.599898,0.00737,4429.0,Thailand,THA,THA,20210211
0.503429,0.014445,1242.0,Tunisia,TUN,TUN,20210211
0.544479,0.007733,4167.0,Turkey,TUR,TUR,20210211
0.412489,0.006649,5528.0,Ukraine,UKR,UKR,20210211
0.600095,0.022811,471.0,United Arab Emirates,ARE,ARE,20210211
0.38506,0.008632,3198.0,United Kingdom,GBR,GBR,20210211
0.538629,0.012756,1538.0,Uruguay,URY,URY,20210211
0.429362,0.027829,341.0,Uzbekistan,UZB,UZB,20210211
0.560472,0.010919,2079.0,Venezuela,VEN,VEN,20210211
0.418501,0.005475,8121.0,Vietnam,VNM,VNM,20210211
0.477966,0.034309,216.0,Yemen,YEM,YEM,20210211
0.429635,0.029819,323.0,Afghanistan,AFG,AFG,20210212
0.347086,0.025997,335.0,Albania,ALB,ALB,20210212
0.480845,0.012281,1683.0,Algeria,DZA,DZA,20210212
0.547908,0.035373,213.0,Angola,AGO,AGO,20210212
0.515131,0.005576,8038.0,Argentina,ARG,ARG,20210212
0.448614,0.03898,165.0,Armenia,ARM,ARM,20210212
0.575903,0.007931,4405.0,Australia,AUS,AUS,20210212
0.489091,0.011577,1873.0,Austria,AUT,AUT,20210212
0.389113,0.026211,353.0,Azerbaijan,AZE,AZE,20210212
0.508233,0.013125,1474.0,Bangladesh,BGD,BGD,20210212
0.485455,0.016423,970.0,Belarus,BLR,BLR,20210212
0.464328,0.010946,2071.0,Belgium,BEL,BEL,20210212
0.487132,0.010767,2180.0,Bolivia,BOL,BOL,20210212
0.364452,0.021393,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.536928,0.003631,18893.0,Brazil,BRA,BRA,20210212
0.395624,0.010979,1991.0,Bulgaria,BGR,BGR,20210212
0.450309,0.042788,142.0,Burkina Faso,BFA,BFA,20210212
0.628467,0.043894,123.0,Cambodia,KHM,KHM,20210212
0.54256,0.027997,312.0,Cameroon,CMR,CMR,20210212
0.50563,0.006449,6026.0,Canada,CAN,CAN,20210212
0.546182,0.009065,3026.0,Chile,CHL,CHL,20210212
0.539046,0.005888,7178.0,Colombia,COL,COL,20210212
0.480489,0.017302,841.0,Costa Rica,CRI,CRI,20210212
0.562286,0.026737,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.39954,0.014547,1129.0,Croatia,HRV,HRV,20210212
0.515559,0.008564,3416.0,Czech Republic,CZE,CZE,20210212
0.428067,0.036622,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.445344,0.013303,1401.0,Denmark,DNK,DNK,20210212
0.60627,0.015102,1177.0,Dominican Republic,DOM,DOM,20210212
0.526129,0.008945,3169.0,Ecuador,ECU,ECU,20210212
0.549003,0.008182,3702.0,Egypt,EGY,EGY,20210212
0.553917,0.013572,1365.0,El Salvador,SLV,SLV,20210212
0.390451,0.025687,355.0,Ethiopia,ETH,ETH,20210212
0.547753,0.020526,593.0,Finland,FIN,FIN,20210212
0.488526,0.003984,15760.0,France,FRA,FRA,20210212
0.493644,0.004573,11976.0,Germany,DEU,DEU,20210212
0.589015,0.015354,1045.0,Ghana,GHA,GHA,20210212
0.513322,0.009454,2806.0,Greece,GRC,GRC,20210212
0.489156,0.014522,1191.0,Guatemala,GTM,GTM,20210212
0.406146,0.040808,150.0,Haiti,HTI,HTI,20210212
0.529848,0.015274,1081.0,Honduras,HND,HND,20210212
0.656653,0.017187,781.0,Hong Kong,HKG,HKG,20210212
0.395954,0.007592,4158.0,Hungary,HUN,HUN,20210212
0.474575,0.005003,9965.0,India,IND,IND,20210212
0.493161,0.006361,6188.0,Indonesia,IDN,IDN,20210212
0.497206,0.011438,1949.0,Iraq,IRQ,IRQ,20210212
0.421881,0.015931,952.0,Ireland,IRL,IRL,20210212
0.557209,0.017768,811.0,Israel,ISR,ISR,20210212
0.400053,0.005064,9364.0,Italy,ITA,ITA,20210212
0.512572,0.002655,35499.0,Japan,JPN,JPN,20210212
0.543225,0.015025,1097.0,Jordan,JOR,JOR,20210212
0.414151,0.017741,774.0,Kazakhstan,KAZ,KAZ,20210212
0.534244,0.01481,1137.0,Kenya,KEN,KEN,20210212
0.520621,0.030337,280.0,Kuwait,KWT,KWT,20210212
0.395537,0.030621,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.609303,0.017669,753.0,Lebanon,LBN,LBN,20210212
0.493622,0.019483,676.0,Libya,LBY,LBY,20210212
0.58831,0.009331,2791.0,Malaysia,MYS,MYS,20210212
0.472231,0.040561,144.0,Mali,MLI,MLI,20210212
0.498826,0.003636,18929.0,Mexico,MEX,MEX,20210212
0.442372,0.022437,498.0,Moldova,MDA,MDA,20210212
0.50383,0.019379,685.0,Morocco,MAR,MAR,20210212
0.554424,0.022398,502.0,Mozambique,MOZ,MOZ,20210212
0.317767,0.037248,173.0,Myanmar,MMR,MMR,20210212
0.483388,0.017295,848.0,Nepal,NPL,NPL,20210212
0.420544,0.00853,3360.0,Netherlands,NLD,NLD,20210212
0.543691,0.01208,1695.0,New Zealand,NZL,NZL,20210212
0.486956,0.019474,665.0,Nicaragua,NIC,NIC,20210212
0.540407,0.011226,1988.0,Nigeria,NGA,NGA,20210212
0.466562,0.011271,1975.0,Norway,NOR,NOR,20210212
0.487866,0.043004,124.0,Oman,OMN,OMN,20210212
0.491473,0.012669,1563.0,Pakistan,PAK,PAK,20210212
0.632652,0.025204,388.0,Palestine,PSE,PSE,20210212
0.540042,0.021643,537.0,Panama,PAN,PAN,20210212
0.502519,0.016543,923.0,Paraguay,PRY,PRY,20210212
0.511726,0.00736,4637.0,Peru,PER,PER,20210212
0.62618,0.006227,6041.0,Philippines,PHL,PHL,20210212
0.43217,0.007882,3963.0,Poland,POL,POL,20210212
0.361466,0.007402,4239.0,Portugal,PRT,PRT,20210212
0.637717,0.016401,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.589365,0.034913,205.0,Qatar,QAT,QAT,20210212
0.418236,0.009091,2956.0,Romania,ROU,ROU,20210212
0.408126,0.006655,5495.0,Russia,RUS,RUS,20210212
0.518452,0.014492,1185.0,Saudi Arabia,SAU,SAU,20210212
0.521714,0.042909,141.0,Senegal,SEN,SEN,20210212
0.435391,0.013112,1434.0,Serbia,SRB,SRB,20210212
0.528136,0.025075,406.0,Singapore,SGP,SGP,20210212
0.454794,0.013107,1446.0,Slovakia,SVK,SVK,20210212
0.455912,0.018855,699.0,Slovenia,SVN,SVN,20210212
0.525858,0.009065,3046.0,South Africa,ZAF,ZAF,20210212
0.61753,0.010347,2208.0,South Korea,KOR,KOR,20210212
0.377024,0.005941,6668.0,Spain,ESP,ESP,20210212
0.442087,0.024186,426.0,Sri Lanka,LKA,LKA,20210212
0.570475,0.022235,507.0,Sudan,SDN,SDN,20210212
0.470058,0.007389,4564.0,Sweden,SWE,SWE,20210212
0.458121,0.010614,2222.0,Switzerland,CHE,CHE,20210212
0.685543,0.005081,8357.0,Taiwan,TWN,TWN,20210212
0.419586,0.026657,347.0,Tanzania,TZA,TZA,20210212
0.606552,0.00657,5552.0,Thailand,THA,THA,20210212
0.504025,0.013142,1493.0,Tunisia,TUN,TUN,20210212
0.539496,0.007104,4941.0,Turkey,TUR,TUR,20210212
0.41251,0.006046,6679.0,Ukraine,UKR,UKR,20210212
0.60011,0.02101,577.0,United Arab Emirates,ARE,ARE,20210212
0.378303,0.007778,3906.0,United Kingdom,GBR,GBR,20210212
0.538882,0.011524,1884.0,Uruguay,URY,URY,20210212
0.426252,0.025455,404.0,Uzbekistan,UZB,UZB,20210212
0.55496,0.009925,2521.0,Venezuela,VEN,VEN,20210212
0.404977,0.004935,9867.0,Vietnam,VNM,VNM,20210212
0.490781,0.031837,256.0,Yemen,YEM,YEM,20210212
0.41656,0.028565,354.0,Afghanistan,AFG,AFG,20210213
0.364259,0.025766,351.0,Albania,ALB,ALB,20210213
0.491494,0.012055,1737.0,Algeria,DZA,DZA,20210213
0.573112,0.03513,215.0,Angola,AGO,AGO,20210213
0.514587,0.005482,8320.0,Argentina,ARG,ARG,20210213
0.421128,0.038689,161.0,Armenia,ARM,ARM,20210213
0.579221,0.00776,4582.0,Australia,AUS,AUS,20210213
0.48994,0.011272,1977.0,Austria,AUT,AUT,20210213
0.37084,0.026199,348.0,Azerbaijan,AZE,AZE,20210213
0.527358,0.013226,1471.0,Bangladesh,BGD,BGD,20210213
0.485357,0.015935,1018.0,Belarus,BLR,BLR,20210213
0.461601,0.010701,2164.0,Belgium,BEL,BEL,20210213
0.47763,0.010776,2172.0,Bolivia,BOL,BOL,20210213
0.340728,0.020982,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.536093,0.003576,19468.0,Brazil,BRA,BRA,20210213
0.398883,0.010718,2092.0,Bulgaria,BGR,BGR,20210213
0.401564,0.039893,142.0,Burkina Faso,BFA,BFA,20210213
0.61884,0.04282,130.0,Cambodia,KHM,KHM,20210213
0.520932,0.027522,326.0,Cameroon,CMR,CMR,20210213
0.50271,0.006336,6245.0,Canada,CAN,CAN,20210213
0.545189,0.009041,3045.0,Chile,CHL,CHL,20210213
0.542457,0.005845,7277.0,Colombia,COL,COL,20210213
0.475247,0.016825,888.0,Costa Rica,CRI,CRI,20210213
0.547375,0.026227,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.378452,0.013929,1217.0,Croatia,HRV,HRV,20210213
0.511324,0.008341,3601.0,Czech Republic,CZE,CZE,20210213
0.417957,0.035617,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.433356,0.012982,1464.0,Denmark,DNK,DNK,20210213
0.599484,0.01481,1223.0,Dominican Republic,DOM,DOM,20210213
0.514653,0.008787,3268.0,Ecuador,ECU,ECU,20210213
0.548808,0.008005,3869.0,Egypt,EGY,EGY,20210213
0.562293,0.013386,1397.0,El Salvador,SLV,SLV,20210213
0.402238,0.025415,363.0,Ethiopia,ETH,ETH,20210213
0.520404,0.020103,616.0,Finland,FIN,FIN,20210213
0.485202,0.003908,16374.0,France,FRA,FRA,20210213
0.492451,0.004476,12490.0,Germany,DEU,DEU,20210213
0.591821,0.015185,1063.0,Ghana,GHA,GHA,20210213
0.510608,0.009318,2892.0,Greece,GRC,GRC,20210213
0.489611,0.014407,1208.0,Guatemala,GTM,GTM,20210213
0.398033,0.040796,149.0,Haiti,HTI,HTI,20210213
0.520527,0.014907,1135.0,Honduras,HND,HND,20210213
0.672696,0.016777,796.0,Hong Kong,HKG,HKG,20210213
0.394578,0.007355,4426.0,Hungary,HUN,HUN,20210213
0.476211,0.004945,10213.0,India,IND,IND,20210213
0.493703,0.006262,6382.0,Indonesia,IDN,IDN,20210213
0.504636,0.010994,2105.0,Iraq,IRQ,IRQ,20210213
0.439739,0.015558,1005.0,Ireland,IRL,IRL,20210213
0.573225,0.017545,834.0,Israel,ISR,ISR,20210213
0.402832,0.00495,9834.0,Italy,ITA,ITA,20210213
0.507156,0.002613,36648.0,Japan,JPN,JPN,20210213
0.521604,0.014662,1159.0,Jordan,JOR,JOR,20210213
0.419723,0.017446,802.0,Kazakhstan,KAZ,KAZ,20210213
0.534076,0.014537,1181.0,Kenya,KEN,KEN,20210213
0.535564,0.029842,288.0,Kuwait,KWT,KWT,20210213
0.382052,0.03028,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.599468,0.017646,754.0,Lebanon,LBN,LBN,20210213
0.505609,0.019244,693.0,Libya,LBY,LBY,20210213
0.585722,0.009148,2909.0,Malaysia,MYS,MYS,20210213
0.506219,0.041011,140.0,Mali,MLI,MLI,20210213
0.498336,0.003604,19257.0,Mexico,MEX,MEX,20210213
0.436809,0.021529,538.0,Moldova,MDA,MDA,20210213
0.46808,0.019318,693.0,Morocco,MAR,MAR,20210213
0.563434,0.021726,534.0,Mozambique,MOZ,MOZ,20210213
0.331878,0.033091,221.0,Myanmar,MMR,MMR,20210213
0.490426,0.016976,890.0,Nepal,NPL,NPL,20210213
0.417659,0.008331,3513.0,Netherlands,NLD,NLD,20210213
0.552332,0.011812,1766.0,New Zealand,NZL,NZL,20210213
0.502833,0.018767,712.0,Nicaragua,NIC,NIC,20210213
0.537076,0.011173,2005.0,Nigeria,NGA,NGA,20210213
0.458486,0.011045,2045.0,Norway,NOR,NOR,20210213
0.505874,0.043115,120.0,Oman,OMN,OMN,20210213
0.492363,0.012371,1638.0,Pakistan,PAK,PAK,20210213
0.618881,0.024609,413.0,Palestine,PSE,PSE,20210213
0.545388,0.021099,563.0,Panama,PAN,PAN,20210213
0.51461,0.016484,931.0,Paraguay,PRY,PRY,20210213
0.50938,0.007346,4661.0,Peru,PER,PER,20210213
0.627076,0.006195,6103.0,Philippines,PHL,PHL,20210213
0.435857,0.007716,4140.0,Poland,POL,POL,20210213
0.360256,0.007281,4376.0,Portugal,PRT,PRT,20210213
0.620238,0.016329,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.581267,0.034596,208.0,Qatar,QAT,QAT,20210213
0.410522,0.00886,3092.0,Romania,ROU,ROU,20210213
0.39012,0.006513,5633.0,Russia,RUS,RUS,20210213
0.493774,0.01438,1210.0,Saudi Arabia,SAU,SAU,20210213
0.541157,0.043476,139.0,Senegal,SEN,SEN,20210213
0.423141,0.01294,1466.0,Serbia,SRB,SRB,20210213
0.52009,0.023788,451.0,Singapore,SGP,SGP,20210213
0.455993,0.012849,1507.0,Slovakia,SVK,SVK,20210213
0.458641,0.018791,705.0,Slovenia,SVN,SVN,20210213
0.532103,0.008919,3143.0,South Africa,ZAF,ZAF,20210213
0.629967,0.009999,2332.0,South Korea,KOR,KOR,20210213
0.378041,0.005888,6798.0,Spain,ESP,ESP,20210213
0.458595,0.024121,429.0,Sri Lanka,LKA,LKA,20210213
0.578156,0.022055,513.0,Sudan,SDN,SDN,20210213
0.476358,0.007312,4674.0,Sweden,SWE,SWE,20210213
0.45352,0.010416,2306.0,Switzerland,CHE,CHE,20210213
0.691101,0.004968,8687.0,Taiwan,TWN,TWN,20210213
0.397395,0.025393,377.0,Tanzania,TZA,TZA,20210213
0.600881,0.006556,5634.0,Thailand,THA,THA,20210213
0.513817,0.012805,1566.0,Tunisia,TUN,TUN,20210213
0.538117,0.007005,5078.0,Turkey,TUR,TUR,20210213
0.419652,0.005967,6890.0,Ukraine,UKR,UKR,20210213
0.582322,0.020399,606.0,United Arab Emirates,ARE,ARE,20210213
0.383061,0.007668,4034.0,United Kingdom,GBR,GBR,20210213
0.537299,0.011389,1927.0,Uruguay,URY,URY,20210213
0.440323,0.024647,427.0,Uzbekistan,UZB,UZB,20210213
0.560413,0.009891,2529.0,Venezuela,VEN,VEN,20210213
0.400783,0.004863,10126.0,Vietnam,VNM,VNM,20210213
0.503366,0.032091,259.0,Yemen,YEM,YEM,20210213
0.362211,0.025237,367.0,Afghanistan,AFG,AFG,20210214
0.372386,0.02581,351.0,Albania,ALB,ALB,20210214
0.49037,0.011996,1748.0,Algeria,DZA,DZA,20210214
0.557166,0.034843,218.0,Angola,AGO,AGO,20210214
0.509259,0.005499,8272.0,Argentina,ARG,ARG,20210214
0.386591,0.037158,172.0,Armenia,ARM,ARM,20210214
0.579479,0.007686,4670.0,Australia,AUS,AUS,20210214
0.492134,0.011188,2007.0,Austria,AUT,AUT,20210214
0.3731,0.026389,342.0,Azerbaijan,AZE,AZE,20210214
0.535099,0.013369,1431.0,Bangladesh,BGD,BGD,20210214
0.491274,0.015919,1025.0,Belarus,BLR,BLR,20210214
0.462503,0.010604,2213.0,Belgium,BEL,BEL,20210214
0.48328,0.010782,2182.0,Bolivia,BOL,BOL,20210214
0.32293,0.020447,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.536427,0.003545,19805.0,Brazil,BRA,BRA,20210214
0.407197,0.010724,2102.0,Bulgaria,BGR,BGR,20210214
0.434446,0.039709,146.0,Burkina Faso,BFA,BFA,20210214
0.62802,0.04087,143.0,Cambodia,KHM,KHM,20210214
0.484026,0.027736,325.0,Cameroon,CMR,CMR,20210214
0.499953,0.006331,6254.0,Canada,CAN,CAN,20210214
0.545234,0.009049,3036.0,Chile,CHL,CHL,20210214
0.551275,0.005845,7262.0,Colombia,COL,COL,20210214
0.468479,0.016611,907.0,Costa Rica,CRI,CRI,20210214
0.540883,0.025866,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.370116,0.013821,1227.0,Croatia,HRV,HRV,20210214
0.508331,0.008154,3768.0,Czech Republic,CZE,CZE,20210214
0.444036,0.036429,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.437364,0.012852,1497.0,Denmark,DNK,DNK,20210214
0.603765,0.014741,1228.0,Dominican Republic,DOM,DOM,20210214
0.511958,0.008742,3293.0,Ecuador,ECU,ECU,20210214
0.5477,0.007897,3990.0,Egypt,EGY,EGY,20210214
0.560811,0.013542,1367.0,El Salvador,SLV,SLV,20210214
0.403736,0.024957,378.0,Ethiopia,ETH,ETH,20210214
0.514787,0.019676,648.0,Finland,FIN,FIN,20210214
0.485907,0.003867,16728.0,France,FRA,FRA,20210214
0.489483,0.004425,12779.0,Germany,DEU,DEU,20210214
0.609483,0.015039,1066.0,Ghana,GHA,GHA,20210214
0.512894,0.009217,2954.0,Greece,GRC,GRC,20210214
0.49479,0.014208,1241.0,Guatemala,GTM,GTM,20210214
0.361699,0.038568,155.0,Haiti,HTI,HTI,20210214
0.505141,0.015064,1097.0,Honduras,HND,HND,20210214
0.674726,0.016666,805.0,Hong Kong,HKG,HKG,20210214
0.40144,0.007286,4529.0,Hungary,HUN,HUN,20210214
0.470665,0.004926,10276.0,India,IND,IND,20210214
0.495447,0.006157,6608.0,Indonesia,IDN,IDN,20210214
0.491493,0.010672,2215.0,Iraq,IRQ,IRQ,20210214
0.421116,0.015408,1024.0,Ireland,IRL,IRL,20210214
0.569623,0.017766,813.0,Israel,ISR,ISR,20210214
0.405506,0.004922,9966.0,Italy,ITA,ITA,20210214
0.501247,0.002588,37380.0,Japan,JPN,JPN,20210214
0.521631,0.014535,1180.0,Jordan,JOR,JOR,20210214
0.391294,0.017099,816.0,Kazakhstan,KAZ,KAZ,20210214
0.538923,0.014493,1187.0,Kenya,KEN,KEN,20210214
0.54962,0.030163,279.0,Kuwait,KWT,KWT,20210214
0.385411,0.030281,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.546602,0.048717,108.0,Laos,LAO,LAO,20210214
0.593311,0.017925,733.0,Lebanon,LBN,LBN,20210214
0.493039,0.018899,718.0,Libya,LBY,LBY,20210214
0.580025,0.009116,2940.0,Malaysia,MYS,MYS,20210214
0.561304,0.043053,136.0,Mali,MLI,MLI,20210214
0.497925,0.003609,19212.0,Mexico,MEX,MEX,20210214
0.424468,0.021092,556.0,Moldova,MDA,MDA,20210214
0.471173,0.019297,694.0,Morocco,MAR,MAR,20210214
0.550687,0.021674,535.0,Mozambique,MOZ,MOZ,20210214
