smoothed_trust_who,smoothed_trust_who_se,sample_size,country,iso_code,gid_0,survey_date
0.393583,0.019329,645.0,Uzbekistan,UZB,UZB,20210109
0.620961,0.006055,6423.0,Venezuela,VEN,VEN,20210109
0.628991,0.004529,11393.0,Vietnam,VNM,VNM,20210109
0.394221,0.021129,540.0,Yemen,YEM,YEM,20210109
0.614069,0.018969,662.0,Afghanistan,AFG,AFG,20210110
0.478042,0.021458,536.0,Albania,ALB,ALB,20210110
0.341547,0.010325,2115.0,Algeria,DZA,DZA,20210110
0.577093,0.026337,346.0,Angola,AGO,AGO,20210110
0.517668,0.003373,21953.0,Argentina,ARG,ARG,20210110
0.28828,0.025179,338.0,Armenia,ARM,ARM,20210110
0.459922,0.004203,14165.0,Australia,AUS,AUS,20210110
0.307649,0.006027,5922.0,Austria,AUT,AUT,20210110
0.263909,0.017688,643.0,Azerbaijan,AZE,AZE,20210110
0.706077,0.008517,2858.0,Bangladesh,BGD,BGD,20210110
0.370069,0.011021,1956.0,Belarus,BLR,BLR,20210110
0.336146,0.00622,5803.0,Belgium,BEL,BEL,20210110
0.553611,0.042697,139.0,Benin,BEN,BEN,20210110
0.500096,0.006781,5484.0,Bolivia,BOL,BOL,20210110
0.358095,0.016328,890.0,Bosnia and Herzegovina,BIH,BIH,20210110
0.722668,0.001417,99727.0,Brazil,BRA,BRA,20210110
0.307871,0.008842,2741.0,Bulgaria,BGR,BGR,20210110
0.422081,0.028929,286.0,Burkina Faso,BFA,BFA,20210110
0.69979,0.024881,329.0,Cambodia,KHM,KHM,20210110
0.36776,0.025846,348.0,Cameroon,CMR,CMR,20210110
0.430425,0.003525,19866.0,Canada,CAN,CAN,20210110
0.516844,0.005061,9770.0,Chile,CHL,CHL,20210110
0.581155,0.003307,22310.0,Colombia,COL,COL,20210110
0.626347,0.007987,3689.0,Costa Rica,CRI,CRI,20210110
0.467548,0.021286,556.0,C̫te d'Ivoire,CIV,CIV,20210110
0.267974,0.008254,2939.0,Croatia,HRV,HRV,20210110
0.252938,0.005095,7297.0,Czech Republic,CZE,CZE,20210110
0.362873,0.031435,232.0,Democratic Republic of the Congo,COD,COD,20210110
0.456084,0.004836,11425.0,Denmark,DNK,DNK,20210110
0.485284,0.008997,3093.0,Dominican Republic,DOM,DOM,20210110
0.522338,0.005986,6984.0,Ecuador,ECU,ECU,20210110
0.534657,0.004991,10016.0,Egypt,EGY,EGY,20210110
0.596573,0.008593,3313.0,El Salvador,SLV,SLV,20210110
0.72343,0.021413,442.0,Ethiopia,ETH,ETH,20210110
0.468011,0.009289,2920.0,Finland,FIN,FIN,20210110
0.339469,0.002632,32373.0,France,FRA,FRA,20210110
0.332654,0.002454,36864.0,Germany,DEU,DEU,20210110
0.520686,0.015495,1047.0,Ghana,GHA,GHA,20210110
0.527002,0.006828,5370.0,Greece,GRC,GRC,20210110
0.593002,0.008905,3074.0,Guatemala,GTM,GTM,20210110
0.541618,0.044727,128.0,Guinea,GIN,GIN,20210110
0.308026,0.028209,265.0,Haiti,HTI,HTI,20210110
0.638069,0.009924,2402.0,Honduras,HND,HND,20210110
0.38883,0.011654,1774.0,Hong Kong,HKG,HKG,20210110
0.340725,0.004399,12404.0,Hungary,HUN,HUN,20210110
0.631341,0.003293,21498.0,India,IND,IND,20210110
0.354467,0.003813,15737.0,Indonesia,IDN,IDN,20210110
0.49752,0.00888,3153.0,Iraq,IRQ,IRQ,20210110
0.554965,0.006179,6492.0,Ireland,IRL,IRL,20210110
0.480982,0.007743,4481.0,Israel,ISR,ISR,20210110
0.55797,0.002536,38414.0,Italy,ITA,ITA,20210110
0.423778,0.001868,69997.0,Japan,JPN,JPN,20210110
0.337005,0.01021,2147.0,Jordan,JOR,JOR,20210110
0.28174,0.014123,1016.0,Kazakhstan,KAZ,KAZ,20210110
0.690646,0.008293,3111.0,Kenya,KEN,KEN,20210110
0.530964,0.022942,482.0,Kuwait,KWT,KWT,20210110
0.424303,0.024165,427.0,Kyrgyzstan,KGZ,KGZ,20210110
0.57229,0.032204,232.0,Laos,LAO,LAO,20210110
0.489926,0.011389,1938.0,Lebanon,LBN,LBN,20210110
0.527082,0.013565,1379.0,Libya,LBY,LBY,20210110
0.342788,0.042307,128.0,Madagascar,MDG,MDG,20210110
0.532445,0.005921,7101.0,Malaysia,MYS,MYS,20210110
0.537499,0.031509,261.0,Mali,MLI,MLI,20210110
0.701987,0.001732,69782.0,Mexico,MEX,MEX,20210110
0.333058,0.016214,844.0,Moldova,MDA,MDA,20210110
0.445366,0.012214,1662.0,Morocco,MAR,MAR,20210110
0.656296,0.021923,455.0,Mozambique,MOZ,MOZ,20210110
0.668643,0.010857,1884.0,Myanmar,MMR,MMR,20210110
0.720463,0.010584,1802.0,Nepal,NPL,NPL,20210110
0.299817,0.003787,14718.0,Netherlands,NLD,NLD,20210110
0.461718,0.007474,4453.0,New Zealand,NZL,NZL,20210110
0.666529,0.010887,1898.0,Nicaragua,NIC,NIC,20210110
0.5859,0.007563,4241.0,Nigeria,NGA,NGA,20210110
0.460065,0.00499,10012.0,Norway,NOR,NOR,20210110
0.58069,0.029411,293.0,Oman,OMN,OMN,20210110
0.613183,0.007774,3926.0,Pakistan,PAK,PAK,20210110
0.494524,0.016903,914.0,Palestine,PSE,PSE,20210110
0.471227,0.010856,2143.0,Panama,PAN,PAN,20210110
0.459765,0.011604,1868.0,Paraguay,PRY,PRY,20210110
0.541633,0.005477,8302.0,Peru,PER,PER,20210110
0.553547,0.004682,11300.0,Philippines,PHL,PHL,20210110
0.352324,0.004516,11192.0,Poland,POL,POL,20210110
0.621659,0.004532,11634.0,Portugal,PRT,PRT,20210110
0.678382,0.00727,4136.0,"Puerto Rico, U.S.",PRI,PRI,20210110
0.596913,0.02274,474.0,Qatar,QAT,QAT,20210110
0.373003,0.005142,8838.0,Romania,ROU,ROU,20210110
0.288438,0.004445,10387.0,Russia,RUS,RUS,20210110
0.546929,0.010691,2175.0,Saudi Arabia,SAU,SAU,20210110
0.314188,0.031067,229.0,Senegal,SEN,SEN,20210110
0.256162,0.008508,2637.0,Serbia,SRB,SRB,20210110
0.491404,0.013339,1424.0,Singapore,SGP,SGP,20210110
0.351776,0.006886,4821.0,Slovakia,SVK,SVK,20210110
0.304076,0.011901,1510.0,Slovenia,SVN,SVN,20210110
0.442813,0.00479,10810.0,South Africa,ZAF,ZAF,20210110
0.552447,0.006681,5571.0,South Korea,KOR,KOR,20210110
0.506053,0.003284,23195.0,Spain,ESP,ESP,20210110
0.684957,0.014713,1002.0,Sri Lanka,LKA,LKA,20210110
0.61115,0.013438,1331.0,Sudan,SDN,SDN,20210110
0.504828,0.003227,24021.0,Sweden,SWE,SWE,20210110
0.297014,0.006025,5806.0,Switzerland,CHE,CHE,20210110
0.253633,0.003818,13016.0,Taiwan,TWN,TWN,20210110
0.595133,0.027694,312.0,Tanzania,TZA,TZA,20210110
0.571364,0.003087,25863.0,Thailand,THA,THA,20210110
0.464434,0.010005,2502.0,Tunisia,TUN,TUN,20210110
0.416386,0.004487,12091.0,Turkey,TUR,TUR,20210110
0.374208,0.004463,11834.0,Ukraine,UKR,UKR,20210110
0.59413,0.01035,2280.0,United Arab Emirates,ARE,ARE,20210110
0.464373,0.003162,24886.0,United Kingdom,GBR,GBR,20210110
0.472362,0.006931,5209.0,Uruguay,URY,URY,20210110
0.388127,0.019585,625.0,Uzbekistan,UZB,UZB,20210110
0.613077,0.006118,6340.0,Venezuela,VEN,VEN,20210110
0.628581,0.004578,11166.0,Vietnam,VNM,VNM,20210110
0.396286,0.020961,554.0,Yemen,YEM,YEM,20210110
0.613195,0.019212,647.0,Afghanistan,AFG,AFG,20210111
0.484025,0.021624,536.0,Albania,ALB,ALB,20210111
0.339099,0.010464,2050.0,Algeria,DZA,DZA,20210111
0.535973,0.027453,338.0,Angola,AGO,AGO,20210111
0.518096,0.003392,21710.0,Argentina,ARG,ARG,20210111
0.284097,0.025802,317.0,Armenia,ARM,ARM,20210111
0.462467,0.004222,14062.0,Australia,AUS,AUS,20210111
0.312335,0.006088,5872.0,Austria,AUT,AUT,20210111
0.265329,0.018011,612.0,Azerbaijan,AZE,AZE,20210111
0.713434,0.008562,2786.0,Bangladesh,BGD,BGD,20210111
0.364321,0.011033,1967.0,Belarus,BLR,BLR,20210111
0.32612,0.006192,5761.0,Belgium,BEL,BEL,20210111
0.531744,0.044462,131.0,Benin,BEN,BEN,20210111
0.499598,0.006755,5551.0,Bolivia,BOL,BOL,20210111
0.371385,0.01635,900.0,Bosnia and Herzegovina,BIH,BIH,20210111
0.726595,0.001422,98244.0,Brazil,BRA,BRA,20210111
0.309551,0.008944,2689.0,Bulgaria,BGR,BGR,20210111
0.43205,0.028784,295.0,Burkina Faso,BFA,BFA,20210111
0.721916,0.024324,333.0,Cambodia,KHM,KHM,20210111
0.359235,0.026034,341.0,Cameroon,CMR,CMR,20210111
0.433079,0.003529,19865.0,Canada,CAN,CAN,20210111
0.512147,0.005088,9665.0,Chile,CHL,CHL,20210111
0.582281,0.003316,22170.0,Colombia,COL,COL,20210111
0.629343,0.008071,3602.0,Costa Rica,CRI,CRI,20210111
0.472301,0.021227,559.0,C̫te d'Ivoire,CIV,CIV,20210111
0.265611,0.008354,2862.0,Croatia,HRV,HRV,20210111
0.252366,0.005102,7270.0,Czech Republic,CZE,CZE,20210111
0.374313,0.032331,224.0,Democratic Republic of the Congo,COD,COD,20210111
0.453276,0.004875,11258.0,Denmark,DNK,DNK,20210111
0.490249,0.009093,3033.0,Dominican Republic,DOM,DOM,20210111
0.51948,0.005957,7078.0,Ecuador,ECU,ECU,20210111
0.543252,0.00509,9636.0,Egypt,EGY,EGY,20210111
0.589739,0.008695,3245.0,El Salvador,SLV,SLV,20210111
0.723825,0.020952,461.0,Ethiopia,ETH,ETH,20210111
0.464782,0.009331,2902.0,Finland,FIN,FIN,20210111
0.345487,0.00264,32452.0,France,FRA,FRA,20210111
0.334495,0.002461,36771.0,Germany,DEU,DEU,20210111
0.516838,0.01566,1024.0,Ghana,GHA,GHA,20210111
0.52724,0.006836,5351.0,Greece,GRC,GRC,20210111
0.584234,0.009129,2953.0,Guatemala,GTM,GTM,20210111
0.545883,0.044566,131.0,Guinea,GIN,GIN,20210111
0.313905,0.028884,255.0,Haiti,HTI,HTI,20210111
0.631434,0.009886,2421.0,Honduras,HND,HND,20210111
0.385691,0.011916,1687.0,Hong Kong,HKG,HKG,20210111
0.347454,0.004442,12272.0,Hungary,HUN,HUN,20210111
0.626937,0.003392,20372.0,India,IND,IND,20210111
0.353121,0.003844,15463.0,Indonesia,IDN,IDN,20210111
0.474286,0.008858,3155.0,Iraq,IRQ,IRQ,20210111
0.558022,0.00621,6418.0,Ireland,IRL,IRL,20210111
0.469835,0.00821,3876.0,Israel,ISR,ISR,20210111
0.557907,0.002561,37646.0,Italy,ITA,ITA,20210111
0.425158,0.001864,70326.0,Japan,JPN,JPN,20210111
0.338279,0.010263,2125.0,Jordan,JOR,JOR,20210111
0.269582,0.014122,993.0,Kazakhstan,KAZ,KAZ,20210111
0.690626,0.008326,3086.0,Kenya,KEN,KEN,20210111
0.514775,0.02355,461.0,Kuwait,KWT,KWT,20210111
0.430881,0.024515,416.0,Kyrgyzstan,KGZ,KGZ,20210111
0.558193,0.031952,238.0,Laos,LAO,LAO,20210111
0.489804,0.011237,1988.0,Lebanon,LBN,LBN,20210111
0.545693,0.013302,1440.0,Libya,LBY,LBY,20210111
0.339054,0.040646,137.0,Madagascar,MDG,MDG,20210111
0.528412,0.005833,7318.0,Malaysia,MYS,MYS,20210111
0.545019,0.03187,256.0,Mali,MLI,MLI,20210111
0.509218,0.051338,104.0,Mauritania,MRT,MRT,20210111
0.703855,0.001723,70230.0,Mexico,MEX,MEX,20210111
0.338443,0.016594,812.0,Moldova,MDA,MDA,20210111
0.457927,0.012187,1673.0,Morocco,MAR,MAR,20210111
0.625136,0.02226,477.0,Mozambique,MOZ,MOZ,20210111
0.675954,0.010755,1897.0,Myanmar,MMR,MMR,20210111
0.71679,0.010766,1757.0,Nepal,NPL,NPL,20210111
0.298107,0.003771,14796.0,Netherlands,NLD,NLD,20210111
0.458495,0.007424,4510.0,New Zealand,NZL,NZL,20210111
0.672331,0.010818,1894.0,Nicaragua,NIC,NIC,20210111
0.590857,0.007505,4293.0,Nigeria,NGA,NGA,20210111
0.454774,0.005026,9853.0,Norway,NOR,NOR,20210111
0.586606,0.029373,293.0,Oman,OMN,OMN,20210111
0.612976,0.007966,3739.0,Pakistan,PAK,PAK,20210111
0.487954,0.016911,914.0,Palestine,PSE,PSE,20210111
0.47772,0.010812,2163.0,Panama,PAN,PAN,20210111
0.440404,0.011631,1859.0,Paraguay,PRY,PRY,20210111
0.534637,0.005475,8323.0,Peru,PER,PER,20210111
0.556154,0.004695,11225.0,Philippines,PHL,PHL,20210111
0.350177,0.004519,11149.0,Poland,POL,POL,20210111
0.626384,0.00451,11857.0,Portugal,PRT,PRT,20210111
0.679974,0.007322,4080.0,"Puerto Rico, U.S.",PRI,PRI,20210111
0.594886,0.023029,457.0,Qatar,QAT,QAT,20210111
0.369596,0.005204,8607.0,Romania,ROU,ROU,20210111
0.28574,0.004433,10388.0,Russia,RUS,RUS,20210111
0.544241,0.01075,2151.0,Saudi Arabia,SAU,SAU,20210111
0.323182,0.032018,219.0,Senegal,SEN,SEN,20210111
0.255641,0.008576,2591.0,Serbia,SRB,SRB,20210111
0.496174,0.013704,1352.0,Singapore,SGP,SGP,20210111
0.352203,0.006987,4685.0,Slovakia,SVK,SVK,20210111
0.305124,0.011978,1502.0,Slovenia,SVN,SVN,20210111
0.436635,0.004913,10250.0,South Africa,ZAF,ZAF,20210111
0.55025,0.006697,5547.0,South Korea,KOR,KOR,20210111
0.504665,0.003298,23003.0,Spain,ESP,ESP,20210111
0.70651,0.014501,991.0,Sri Lanka,LKA,LKA,20210111
0.610195,0.013492,1321.0,Sudan,SDN,SDN,20210111
0.506419,0.003226,24030.0,Sweden,SWE,SWE,20210111
0.296792,0.005973,5856.0,Switzerland,CHE,CHE,20210111
0.250926,0.003827,12871.0,Taiwan,TWN,TWN,20210111
0.61936,0.027397,311.0,Tanzania,TZA,TZA,20210111
0.565246,0.003142,25045.0,Thailand,THA,THA,20210111
0.451676,0.009816,2577.0,Tunisia,TUN,TUN,20210111
0.417328,0.004622,11409.0,Turkey,TUR,TUR,20210111
0.37557,0.004496,11725.0,Ukraine,UKR,UKR,20210111
0.588797,0.010382,2272.0,United Arab Emirates,ARE,ARE,20210111
0.462925,0.003171,24732.0,United Kingdom,GBR,GBR,20210111
0.472181,0.007013,5077.0,Uruguay,URY,URY,20210111
0.380777,0.019772,608.0,Uzbekistan,UZB,UZB,20210111
0.612528,0.006259,6059.0,Venezuela,VEN,VEN,20210111
0.628356,0.004647,10824.0,Vietnam,VNM,VNM,20210111
0.410519,0.022189,523.0,Yemen,YEM,YEM,20210111
0.610291,0.01889,674.0,Afghanistan,AFG,AFG,20210112
0.516992,0.022076,523.0,Albania,ALB,ALB,20210112
0.348183,0.010605,2028.0,Algeria,DZA,DZA,20210112
0.549328,0.028032,325.0,Angola,AGO,AGO,20210112
0.518003,0.003429,21243.0,Argentina,ARG,ARG,20210112
0.296647,0.025955,318.0,Armenia,ARM,ARM,20210112
0.458501,0.00423,13981.0,Australia,AUS,AUS,20210112
0.319085,0.006159,5819.0,Austria,AUT,AUT,20210112
0.264905,0.018046,613.0,Azerbaijan,AZE,AZE,20210112
0.711176,0.008578,2790.0,Bangladesh,BGD,BGD,20210112
0.359327,0.011024,1961.0,Belarus,BLR,BLR,20210112
0.328392,0.006194,5780.0,Belgium,BEL,BEL,20210112
0.574189,0.044599,128.0,Benin,BEN,BEN,20210112
0.499706,0.006763,5541.0,Bolivia,BOL,BOL,20210112
0.371867,0.016438,893.0,Bosnia and Herzegovina,BIH,BIH,20210112
0.729204,0.001426,97036.0,Brazil,BRA,BRA,20210112
0.300226,0.008943,2645.0,Bulgaria,BGR,BGR,20210112
0.446878,0.029658,281.0,Burkina Faso,BFA,BFA,20210112
0.700798,0.025947,321.0,Cambodia,KHM,KHM,20210112
0.342477,0.025982,337.0,Cameroon,CMR,CMR,20210112
0.431646,0.003533,19772.0,Canada,CAN,CAN,20210112
0.515092,0.005113,9566.0,Chile,CHL,CHL,20210112
0.579395,0.003345,21827.0,Colombia,COL,COL,20210112
0.633968,0.008121,3537.0,Costa Rica,CRI,CRI,20210112
0.476809,0.021046,569.0,C̫te d'Ivoire,CIV,CIV,20210112
0.261258,0.00844,2778.0,Croatia,HRV,HRV,20210112
0.252452,0.005152,7119.0,Czech Republic,CZE,CZE,20210112
0.386252,0.033191,214.0,Democratic Republic of the Congo,COD,COD,20210112
0.456479,0.00494,10995.0,Denmark,DNK,DNK,20210112
0.489086,0.009212,2955.0,Dominican Republic,DOM,DOM,20210112
0.520156,0.005937,7122.0,Ecuador,ECU,ECU,20210112
0.54168,0.00518,9297.0,Egypt,EGY,EGY,20210112
0.597254,0.008754,3187.0,El Salvador,SLV,SLV,20210112
0.735371,0.020372,472.0,Ethiopia,ETH,ETH,20210112
0.470257,0.009416,2850.0,Finland,FIN,FIN,20210112
0.344841,0.002639,32472.0,France,FRA,FRA,20210112
0.333785,0.002469,36470.0,Germany,DEU,DEU,20210112
0.514251,0.015658,1026.0,Ghana,GHA,GHA,20210112
0.522106,0.006884,5294.0,Greece,GRC,GRC,20210112
0.578373,0.009294,2862.0,Guatemala,GTM,GTM,20210112
0.554227,0.046184,124.0,Guinea,GIN,GIN,20210112
0.344066,0.029926,255.0,Haiti,HTI,HTI,20210112
0.628329,0.009915,2410.0,Honduras,HND,HND,20210112
0.385295,0.012097,1636.0,Hong Kong,HKG,HKG,20210112
0.355697,0.004489,12133.0,Hungary,HUN,HUN,20210112
0.625283,0.003478,19392.0,India,IND,IND,20210112
0.350639,0.003881,15122.0,Indonesia,IDN,IDN,20210112
0.462846,0.008821,3172.0,Iraq,IRQ,IRQ,20210112
0.556403,0.00625,6342.0,Ireland,IRL,IRL,20210112
0.445404,0.00901,3251.0,Israel,ISR,ISR,20210112
0.559102,0.002584,36949.0,Italy,ITA,ITA,20210112
0.425773,0.001871,69869.0,Japan,JPN,JPN,20210112
0.337044,0.010268,2120.0,Jordan,JOR,JOR,20210112
0.257154,0.014066,974.0,Kazakhstan,KAZ,KAZ,20210112
0.688575,0.008437,3017.0,Kenya,KEN,KEN,20210112
0.484171,0.023142,473.0,Kuwait,KWT,KWT,20210112
0.40678,0.024237,414.0,Kyrgyzstan,KGZ,KGZ,20210112
0.57202,0.03225,230.0,Laos,LAO,LAO,20210112
0.495409,0.011251,1986.0,Lebanon,LBN,LBN,20210112
0.554041,0.013152,1465.0,Libya,LBY,LBY,20210112
0.3563,0.040094,137.0,Madagascar,MDG,MDG,20210112
0.533875,0.0058,7386.0,Malaysia,MYS,MYS,20210112
0.530151,0.031741,261.0,Mali,MLI,MLI,20210112
0.506036,0.05244,101.0,Mauritania,MRT,MRT,20210112
0.702657,0.001722,70460.0,Mexico,MEX,MEX,20210112
0.340744,0.016508,824.0,Moldova,MDA,MDA,20210112
0.460891,0.012251,1656.0,Morocco,MAR,MAR,20210112
0.624348,0.021309,521.0,Mozambique,MOZ,MOZ,20210112
0.686684,0.010779,1859.0,Myanmar,MMR,MMR,20210112
0.708649,0.011067,1684.0,Nepal,NPL,NPL,20210112
0.296012,0.00376,14841.0,Netherlands,NLD,NLD,20210112
0.462451,0.007405,4538.0,New Zealand,NZL,NZL,20210112
0.682216,0.010715,1898.0,Nicaragua,NIC,NIC,20210112
0.588183,0.007553,4256.0,Nigeria,NGA,NGA,20210112
0.452199,0.005074,9632.0,Norway,NOR,NOR,20210112
0.581509,0.030069,281.0,Oman,OMN,OMN,20210112
0.608358,0.008133,3603.0,Pakistan,PAK,PAK,20210112
0.500168,0.016885,910.0,Palestine,PSE,PSE,20210112
0.482294,0.010977,2108.0,Panama,PAN,PAN,20210112
0.4443,0.011681,1821.0,Paraguay,PRY,PRY,20210112
0.537389,0.005477,8310.0,Peru,PER,PER,20210112
0.558193,0.004704,11166.0,Philippines,PHL,PHL,20210112
0.353482,0.004555,11017.0,Poland,POL,POL,20210112
0.622006,0.004442,12243.0,Portugal,PRT,PRT,20210112
0.679086,0.007399,4008.0,"Puerto Rico, U.S.",PRI,PRI,20210112
0.613261,0.023339,441.0,Qatar,QAT,QAT,20210112
0.366913,0.005229,8499.0,Romania,ROU,ROU,20210112
0.284426,0.004444,10314.0,Russia,RUS,RUS,20210112
0.541051,0.010849,2111.0,Saudi Arabia,SAU,SAU,20210112
0.368213,0.030821,236.0,Senegal,SEN,SEN,20210112
0.263278,0.00858,2642.0,Serbia,SRB,SRB,20210112
0.491621,0.01366,1350.0,Singapore,SGP,SGP,20210112
0.355597,0.007099,4560.0,Slovakia,SVK,SVK,20210112
0.306897,0.012265,1440.0,Slovenia,SVN,SVN,20210112
0.437751,0.005044,9713.0,South Africa,ZAF,ZAF,20210112
0.548664,0.006737,5485.0,South Korea,KOR,KOR,20210112
0.509251,0.003301,22960.0,Spain,ESP,ESP,20210112
0.708015,0.014899,934.0,Sri Lanka,LKA,LKA,20210112
0.611238,0.0134,1335.0,Sudan,SDN,SDN,20210112
0.505897,0.003247,23763.0,Sweden,SWE,SWE,20210112
0.301008,0.006068,5722.0,Switzerland,CHE,CHE,20210112
0.24715,0.003803,12906.0,Taiwan,TWN,TWN,20210112
0.605584,0.027601,310.0,Tanzania,TZA,TZA,20210112
0.554664,0.003209,24077.0,Thailand,THA,THA,20210112
0.448622,0.0097,2639.0,Tunisia,TUN,TUN,20210112
0.41474,0.004715,10950.0,Turkey,TUR,TUR,20210112
0.377219,0.004486,11775.0,Ukraine,UKR,UKR,20210112
0.586422,0.010449,2242.0,United Arab Emirates,ARE,ARE,20210112
0.461118,0.003195,24357.0,United Kingdom,GBR,GBR,20210112
0.47662,0.00705,5025.0,Uruguay,URY,URY,20210112
0.3716,0.019741,604.0,Uzbekistan,UZB,UZB,20210112
0.615934,0.006367,5833.0,Venezuela,VEN,VEN,20210112
0.630558,0.004679,10653.0,Vietnam,VNM,VNM,20210112
0.416,0.022771,493.0,Yemen,YEM,YEM,20210112
0.602213,0.019076,670.0,Afghanistan,AFG,AFG,20210113
0.527975,0.022078,518.0,Albania,ALB,ALB,20210113
0.34589,0.010643,2007.0,Algeria,DZA,DZA,20210113
0.54585,0.027567,335.0,Angola,AGO,AGO,20210113
0.521399,0.003472,20699.0,Argentina,ARG,ARG,20210113
0.317757,0.026718,313.0,Armenia,ARM,ARM,20210113
0.459161,0.004242,13888.0,Australia,AUS,AUS,20210113
0.317838,0.006211,5730.0,Austria,AUT,AUT,20210113
0.274816,0.018484,596.0,Azerbaijan,AZE,AZE,20210113
0.720261,0.008467,2814.0,Bangladesh,BGD,BGD,20210113
0.360722,0.011026,1954.0,Belarus,BLR,BLR,20210113
0.323591,0.006137,5856.0,Belgium,BEL,BEL,20210113
0.551751,0.045458,122.0,Benin,BEN,BEN,20210113
0.504024,0.006809,5455.0,Bolivia,BOL,BOL,20210113
0.377926,0.016726,873.0,Bosnia and Herzegovina,BIH,BIH,20210113
0.732358,0.001427,96292.0,Brazil,BRA,BRA,20210113
0.309273,0.009049,2627.0,Bulgaria,BGR,BGR,20210113
0.467697,0.031255,256.0,Burkina Faso,BFA,BFA,20210113
0.685933,0.025687,336.0,Cambodia,KHM,KHM,20210113
0.37049,0.026508,338.0,Cameroon,CMR,CMR,20210113
0.436599,0.003527,19891.0,Canada,CAN,CAN,20210113
0.514256,0.005102,9608.0,Chile,CHL,CHL,20210113
0.58166,0.003367,21502.0,Colombia,COL,COL,20210113
0.638984,0.008164,3474.0,Costa Rica,CRI,CRI,20210113
0.458883,0.020931,572.0,C̫te d'Ivoire,CIV,CIV,20210113
0.254246,0.00842,2738.0,Croatia,HRV,HRV,20210113
0.252512,0.00519,7018.0,Czech Republic,CZE,CZE,20210113
0.406634,0.034221,205.0,Democratic Republic of the Congo,COD,COD,20210113
0.45919,0.004969,10864.0,Denmark,DNK,DNK,20210113
0.492766,0.009391,2866.0,Dominican Republic,DOM,DOM,20210113
0.517735,0.005954,7082.0,Ecuador,ECU,ECU,20210113
0.537584,0.005227,9134.0,Egypt,EGY,EGY,20210113
0.592727,0.008821,3124.0,El Salvador,SLV,SLV,20210113
0.732305,0.020416,473.0,Ethiopia,ETH,ETH,20210113
0.479539,0.009532,2778.0,Finland,FIN,FIN,20210113
0.347455,0.002645,32467.0,France,FRA,FRA,20210113
0.336094,0.002483,36211.0,Germany,DEU,DEU,20210113
0.490504,0.015619,1028.0,Ghana,GHA,GHA,20210113
0.522108,0.006922,5233.0,Greece,GRC,GRC,20210113
0.576321,0.009406,2798.0,Guatemala,GTM,GTM,20210113
0.602376,0.045662,114.0,Guinea,GIN,GIN,20210113
0.364205,0.03225,230.0,Haiti,HTI,HTI,20210113
0.623968,0.009975,2405.0,Honduras,HND,HND,20210113
0.387363,0.01246,1552.0,Hong Kong,HKG,HKG,20210113
0.356793,0.004532,11881.0,Hungary,HUN,HUN,20210113
0.624298,0.003572,18397.0,India,IND,IND,20210113
0.352371,0.003929,14789.0,Indonesia,IDN,IDN,20210113
0.470855,0.008862,3161.0,Iraq,IRQ,IRQ,20210113
0.5564,0.006268,6298.0,Ireland,IRL,IRL,20210113
0.445198,0.00918,3125.0,Israel,ISR,ISR,20210113
0.560174,0.002609,36227.0,Italy,ITA,ITA,20210113
0.425977,0.001876,69513.0,Japan,JPN,JPN,20210113
0.351573,0.010361,2122.0,Jordan,JOR,JOR,20210113
0.267996,0.014198,979.0,Kazakhstan,KAZ,KAZ,20210113
0.68631,0.008551,2950.0,Kenya,KEN,KEN,20210113
0.501153,0.023804,449.0,Kuwait,KWT,KWT,20210113
0.387103,0.024908,383.0,Kyrgyzstan,KGZ,KGZ,20210113
0.565633,0.031977,236.0,Laos,LAO,LAO,20210113
0.492402,0.011366,1945.0,Lebanon,LBN,LBN,20210113
0.548078,0.012937,1517.0,Libya,LBY,LBY,20210113
0.347082,0.03934,142.0,Madagascar,MDG,MDG,20210113
0.536185,0.005781,7432.0,Malaysia,MYS,MYS,20210113
0.510239,0.031937,258.0,Mali,MLI,MLI,20210113
0.472337,0.053036,100.0,Mauritania,MRT,MRT,20210113
0.702866,0.00172,70623.0,Mexico,MEX,MEX,20210113
0.325221,0.016491,808.0,Moldova,MDA,MDA,20210113
0.4542,0.012341,1629.0,Morocco,MAR,MAR,20210113
0.622575,0.020548,560.0,Mozambique,MOZ,MOZ,20210113
0.691337,0.010737,1857.0,Myanmar,MMR,MMR,20210113
0.707055,0.011277,1628.0,Nepal,NPL,NPL,20210113
0.298735,0.003754,14951.0,Netherlands,NLD,NLD,20210113
0.457674,0.00742,4540.0,New Zealand,NZL,NZL,20210113
0.686196,0.01074,1876.0,Nicaragua,NIC,NIC,20210113
0.584319,0.007487,4340.0,Nigeria,NGA,NGA,20210113
0.451595,0.005109,9496.0,Norway,NOR,NOR,20210113
0.591819,0.030085,276.0,Oman,OMN,OMN,20210113
0.614748,0.008174,3540.0,Pakistan,PAK,PAK,20210113
0.491113,0.016855,911.0,Palestine,PSE,PSE,20210113
0.477932,0.01106,2074.0,Panama,PAN,PAN,20210113
0.448543,0.011607,1849.0,Paraguay,PRY,PRY,20210113
0.540819,0.005491,8263.0,Peru,PER,PER,20210113
0.561677,0.004686,11237.0,Philippines,PHL,PHL,20210113
0.352755,0.004613,10732.0,Poland,POL,POL,20210113
0.623461,0.004399,12461.0,Portugal,PRT,PRT,20210113
0.673577,0.007443,3992.0,"Puerto Rico, U.S.",PRI,PRI,20210113
0.621205,0.023581,428.0,Qatar,QAT,QAT,20210113
