smoothed_pct_hes_dontbelieve,smoothed_hes_dontbelieve_se,sample_size,country,iso_code,gid_0,survey_date
0.117174,0.009354,1188.0,New Zealand,NZL,NZL,20210210
0.08446,0.013382,434.0,Nicaragua,NIC,NIC,20210210
0.191691,0.010538,1389.0,Nigeria,NGA,NGA,20210210
0.093045,0.007724,1384.0,Norway,NOR,NOR,20210210
0.147701,0.010931,1068.0,Pakistan,PAK,PAK,20210210
0.267209,0.027639,277.0,Palestine,PSE,PSE,20210210
0.057423,0.012058,381.0,Panama,PAN,PAN,20210210
0.105338,0.012378,620.0,Paraguay,PRY,PRY,20210210
0.077974,0.004731,3224.0,Peru,PER,PER,20210210
0.07737,0.004237,3974.0,Philippines,PHL,PHL,20210210
0.222332,0.008011,2688.0,Poland,POL,POL,20210210
0.037928,0.003541,2951.0,Portugal,PRT,PRT,20210210
0.079713,0.010793,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.126065,0.027917,148.0,Qatar,QAT,QAT,20210210
0.219517,0.009327,1972.0,Romania,ROU,ROU,20210210
0.198025,0.006405,3944.0,Russia,RUS,RUS,20210210
0.153326,0.012651,805.0,Saudi Arabia,SAU,SAU,20210210
0.182039,0.039827,101.0,Senegal,SEN,SEN,20210210
0.18905,0.012492,983.0,Serbia,SRB,SRB,20210210
0.049521,0.012878,281.0,Singapore,SGP,SGP,20210210
0.163447,0.011636,1013.0,Slovakia,SVK,SVK,20210210
0.233391,0.018867,501.0,Slovenia,SVN,SVN,20210210
0.112451,0.006845,2137.0,South Africa,ZAF,ZAF,20210210
0.048028,0.005526,1497.0,South Korea,KOR,KOR,20210210
0.060066,0.003466,4716.0,Spain,ESP,ESP,20210210
0.032972,0.010781,283.0,Sri Lanka,LKA,LKA,20210210
0.175211,0.020043,349.0,Sudan,SDN,SDN,20210210
0.13102,0.005988,3190.0,Sweden,SWE,SWE,20210210
0.206327,0.010227,1582.0,Switzerland,CHE,CHE,20210210
0.094955,0.00386,5759.0,Taiwan,TWN,TWN,20210210
0.180892,0.025349,239.0,Tanzania,TZA,TZA,20210210
0.081323,0.004474,3757.0,Thailand,THA,THA,20210210
0.169481,0.011567,1064.0,Tunisia,TUN,TUN,20210210
0.16875,0.006293,3572.0,Turkey,TUR,TUR,20210210
0.176447,0.005633,4605.0,Ukraine,UKR,UKR,20210210
0.108321,0.015977,388.0,United Arab Emirates,ARE,ARE,20210210
0.136004,0.00662,2700.0,United Kingdom,GBR,GBR,20210210
0.094759,0.00811,1279.0,Uruguay,URY,URY,20210210
0.169621,0.023464,291.0,Uzbekistan,UZB,UZB,20210210
0.086029,0.006674,1773.0,Venezuela,VEN,VEN,20210210
0.067155,0.002987,7037.0,Vietnam,VNM,VNM,20210210
0.321687,0.035513,176.0,Yemen,YEM,YEM,20210210
0.140658,0.023418,252.0,Afghanistan,AFG,AFG,20210211
0.170612,0.021884,264.0,Albania,ALB,ALB,20210211
0.199398,0.010778,1363.0,Algeria,DZA,DZA,20210211
0.085011,0.020955,172.0,Angola,AGO,AGO,20210211
0.083651,0.003407,6609.0,Argentina,ARG,ARG,20210211
0.187967,0.035301,126.0,Armenia,ARM,ARM,20210211
0.100878,0.005558,3442.0,Australia,AUS,AUS,20210211
0.220353,0.010638,1530.0,Austria,AUT,AUT,20210211
0.239549,0.025232,291.0,Azerbaijan,AZE,AZE,20210211
0.084438,0.008234,1203.0,Bangladesh,BGD,BGD,20210211
0.15323,0.012857,825.0,Belarus,BLR,BLR,20210211
0.1682,0.009047,1707.0,Belgium,BEL,BEL,20210211
0.067013,0.00593,1780.0,Bolivia,BOL,BOL,20210211
0.223804,0.020491,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.076638,0.002136,15508.0,Brazil,BRA,BRA,20210211
0.209504,0.01018,1591.0,Bulgaria,BGR,BGR,20210211
0.251638,0.043553,113.0,Burkina Faso,BFA,BFA,20210211
0.292438,0.02902,247.0,Cameroon,CMR,CMR,20210211
0.156649,0.005242,4821.0,Canada,CAN,CAN,20210211
0.084644,0.005621,2481.0,Chile,CHL,CHL,20210211
0.087854,0.003696,5903.0,Colombia,COL,COL,20210211
0.078397,0.010591,658.0,Costa Rica,CRI,CRI,20210211
0.187336,0.023087,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.217965,0.013671,905.0,Croatia,HRV,HRV,20210211
0.228444,0.008015,2752.0,Czech Republic,CZE,CZE,20210211
0.201688,0.03321,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.173237,0.011059,1151.0,Denmark,DNK,DNK,20210211
0.129649,0.011617,966.0,Dominican Republic,DOM,DOM,20210211
0.071105,0.005177,2532.0,Ecuador,ECU,ECU,20210211
0.157578,0.006665,2982.0,Egypt,EGY,EGY,20210211
0.073565,0.007882,1105.0,El Salvador,SLV,SLV,20210211
0.177042,0.020969,297.0,Ethiopia,ETH,ETH,20210211
0.141743,0.016015,492.0,Finland,FIN,FIN,20210211
0.143054,0.003094,12830.0,France,FRA,FRA,20210211
0.163167,0.003737,9773.0,Germany,DEU,DEU,20210211
0.145742,0.011964,892.0,Ghana,GHA,GHA,20210211
0.103813,0.00645,2256.0,Greece,GRC,GRC,20210211
0.129161,0.010634,960.0,Guatemala,GTM,GTM,20210211
0.248134,0.038415,125.0,Haiti,HTI,HTI,20210211
0.073441,0.008662,905.0,Honduras,HND,HND,20210211
0.095355,0.011833,616.0,Hong Kong,HKG,HKG,20210211
0.241655,0.007364,3395.0,Hungary,HUN,HUN,20210211
0.129265,0.003703,8245.0,India,IND,IND,20210211
0.15181,0.005122,4914.0,Indonesia,IDN,IDN,20210211
0.21669,0.010575,1517.0,Iraq,IRQ,IRQ,20210211
0.12627,0.012088,761.0,Ireland,IRL,IRL,20210211
0.259064,0.016638,688.0,Israel,ISR,ISR,20210211
0.087352,0.003226,7634.0,Italy,ITA,ITA,20210211
0.034876,0.001072,29427.0,Japan,JPN,JPN,20210211
0.237196,0.014363,891.0,Jordan,JOR,JOR,20210211
0.214325,0.016343,655.0,Kazakhstan,KAZ,KAZ,20210211
0.119354,0.01064,935.0,Kenya,KEN,KEN,20210211
0.158335,0.024343,230.0,Kuwait,KWT,KWT,20210211
0.150878,0.023601,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.099161,0.011986,617.0,Lebanon,LBN,LBN,20210211
0.184483,0.016712,548.0,Libya,LBY,LBY,20210211
0.067964,0.00534,2255.0,Malaysia,MYS,MYS,20210211
0.206939,0.034064,122.0,Mali,MLI,MLI,20210211
0.051086,0.00178,15324.0,Mexico,MEX,MEX,20210211
0.204075,0.019905,408.0,Moldova,MDA,MDA,20210211
0.215315,0.017425,580.0,Morocco,MAR,MAR,20210211
0.07015,0.01248,424.0,Mozambique,MOZ,MOZ,20210211
0.06196,0.021034,128.0,Myanmar,MMR,MMR,20210211
0.08918,0.010758,676.0,Nepal,NPL,NPL,20210211
0.271831,0.008464,2765.0,Netherlands,NLD,NLD,20210211
0.120554,0.008771,1385.0,New Zealand,NZL,NZL,20210211
0.079785,0.011828,526.0,Nicaragua,NIC,NIC,20210211
0.188306,0.009612,1649.0,Nigeria,NGA,NGA,20210211
0.09738,0.007273,1627.0,Norway,NOR,NOR,20210211
0.14514,0.009901,1284.0,Pakistan,PAK,PAK,20210211
0.255022,0.025261,320.0,Palestine,PSE,PSE,20210211
0.066098,0.011693,456.0,Panama,PAN,PAN,20210211
0.094958,0.010834,744.0,Paraguay,PRY,PRY,20210211
0.078752,0.004369,3814.0,Peru,PER,PER,20210211
0.079689,0.003921,4762.0,Philippines,PHL,PHL,20210211
0.226513,0.007399,3193.0,Poland,POL,POL,20210211
0.039924,0.003335,3502.0,Portugal,PRT,PRT,20210211
0.078323,0.010023,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.120624,0.025496,173.0,Qatar,QAT,QAT,20210211
0.225677,0.008601,2365.0,Romania,ROU,ROU,20210211
0.202633,0.005934,4657.0,Russia,RUS,RUS,20210211
0.162405,0.011905,971.0,Saudi Arabia,SAU,SAU,20210211
0.188067,0.036664,122.0,Senegal,SEN,SEN,20210211
0.18116,0.011323,1154.0,Serbia,SRB,SRB,20210211
0.048991,0.011923,338.0,Singapore,SGP,SGP,20210211
0.167192,0.010814,1194.0,Slovakia,SVK,SVK,20210211
0.225502,0.017448,571.0,Slovenia,SVN,SVN,20210211
0.113293,0.006331,2514.0,South Africa,ZAF,ZAF,20210211
0.046993,0.00498,1807.0,South Korea,KOR,KOR,20210211
0.06092,0.003223,5532.0,Spain,ESP,ESP,20210211
0.038928,0.010451,343.0,Sri Lanka,LKA,LKA,20210211
0.175587,0.018601,409.0,Sudan,SDN,SDN,20210211
0.129008,0.005479,3757.0,Sweden,SWE,SWE,20210211
0.212116,0.00958,1835.0,Switzerland,CHE,CHE,20210211
0.094719,0.003568,6726.0,Taiwan,TWN,TWN,20210211
0.189206,0.023429,288.0,Tanzania,TZA,TZA,20210211
0.082745,0.004153,4429.0,Thailand,THA,THA,20210211
0.166778,0.010791,1242.0,Tunisia,TUN,TUN,20210211
0.169354,0.005832,4167.0,Turkey,TUR,TUR,20210211
0.176175,0.005145,5528.0,Ukraine,UKR,UKR,20210211
0.120871,0.015057,471.0,United Arab Emirates,ARE,ARE,20210211
0.136086,0.006083,3198.0,United Kingdom,GBR,GBR,20210211
0.087931,0.007141,1538.0,Uruguay,URY,URY,20210211
0.167299,0.021616,341.0,Uzbekistan,UZB,UZB,20210211
0.079731,0.005959,2079.0,Venezuela,VEN,VEN,20210211
0.066894,0.002775,8121.0,Vietnam,VNM,VNM,20210211
0.310745,0.031897,216.0,Yemen,YEM,YEM,20210211
0.151186,0.02122,323.0,Afghanistan,AFG,AFG,20210212
0.16745,0.019527,335.0,Albania,ALB,ALB,20210212
0.200308,0.009741,1683.0,Algeria,DZA,DZA,20210212
0.102921,0.020782,213.0,Angola,AGO,AGO,20210212
0.08212,0.003063,8038.0,Argentina,ARG,ARG,20210212
0.172299,0.029764,165.0,Armenia,ARM,ARM,20210212
0.100005,0.004805,4405.0,Australia,AUS,AUS,20210212
0.217319,0.009568,1873.0,Austria,AUT,AUT,20210212
0.229373,0.022542,353.0,Azerbaijan,AZE,AZE,20210212
0.088656,0.007563,1474.0,Bangladesh,BGD,BGD,20210212
0.150673,0.011763,970.0,Belarus,BLR,BLR,20210212
0.171869,0.008286,2071.0,Belgium,BEL,BEL,20210212
0.069738,0.005453,2180.0,Bolivia,BOL,BOL,20210212
0.246188,0.018927,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.07288,0.001891,18893.0,Brazil,BRA,BRA,20210212
0.222568,0.009304,1991.0,Bulgaria,BGR,BGR,20210212
0.23044,0.037247,142.0,Burkina Faso,BFA,BFA,20210212
0.070587,0.023996,123.0,Cambodia,KHM,KHM,20210212
0.294286,0.025917,312.0,Cameroon,CMR,CMR,20210212
0.152977,0.004642,6026.0,Canada,CAN,CAN,20210212
0.082953,0.005039,3026.0,Chile,CHL,CHL,20210212
0.08557,0.00331,7178.0,Colombia,COL,COL,20210212
0.079843,0.009433,841.0,Costa Rica,CRI,CRI,20210212
0.208209,0.021785,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.209538,0.012073,1129.0,Croatia,HRV,HRV,20210212
0.227747,0.007186,3416.0,Czech Republic,CZE,CZE,20210212
0.226182,0.030555,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.175649,0.010098,1401.0,Denmark,DNK,DNK,20210212
0.132941,0.010501,1177.0,Dominican Republic,DOM,DOM,20210212
0.070852,0.004611,3169.0,Ecuador,ECU,ECU,20210212
0.159274,0.00602,3702.0,Egypt,EGY,EGY,20210212
0.077287,0.007242,1365.0,El Salvador,SLV,SLV,20210212
0.157901,0.018267,355.0,Ethiopia,ETH,ETH,20210212
0.142044,0.014577,593.0,Finland,FIN,FIN,20210212
0.142579,0.002787,15760.0,France,FRA,FRA,20210212
0.161832,0.003366,11976.0,Germany,DEU,DEU,20210212
0.148074,0.011109,1045.0,Ghana,GHA,GHA,20210212
0.105146,0.005811,2806.0,Greece,GRC,GRC,20210212
0.125631,0.009466,1191.0,Guatemala,GTM,GTM,20210212
0.221945,0.033483,150.0,Haiti,HTI,HTI,20210212
0.079038,0.008245,1081.0,Honduras,HND,HND,20210212
0.095625,0.010536,781.0,Hong Kong,HKG,HKG,20210212
0.242226,0.006661,4158.0,Hungary,HUN,HUN,20210212
0.130187,0.003377,9965.0,India,IND,IND,20210212
0.152153,0.004569,6188.0,Indonesia,IDN,IDN,20210212
0.208085,0.009215,1949.0,Iraq,IRQ,IRQ,20210212
0.128502,0.010895,952.0,Ireland,IRL,IRL,20210212
0.263975,0.015862,811.0,Israel,ISR,ISR,20210212
0.086069,0.002896,9364.0,Italy,ITA,ITA,20210212
0.035105,0.000979,35499.0,Japan,JPN,JPN,20210212
0.228738,0.012754,1097.0,Jordan,JOR,JOR,20210212
0.209974,0.014893,774.0,Kazakhstan,KAZ,KAZ,20210212
0.120167,0.009687,1137.0,Kenya,KEN,KEN,20210212
0.144529,0.021135,280.0,Kuwait,KWT,KWT,20210212
0.137128,0.021076,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.109092,0.011288,753.0,Lebanon,LBN,LBN,20210212
0.192469,0.015329,676.0,Libya,LBY,LBY,20210212
0.066521,0.004747,2791.0,Malaysia,MYS,MYS,20210212
0.199218,0.031282,144.0,Mali,MLI,MLI,20210212
0.051886,0.001613,18929.0,Mexico,MEX,MEX,20210212
0.203414,0.018021,498.0,Moldova,MDA,MDA,20210212
0.214862,0.016134,685.0,Morocco,MAR,MAR,20210212
0.065366,0.011193,502.0,Mozambique,MOZ,MOZ,20210212
0.05831,0.018114,173.0,Myanmar,MMR,MMR,20210212
0.090319,0.009729,848.0,Nepal,NPL,NPL,20210212
0.258144,0.007534,3360.0,Netherlands,NLD,NLD,20210212
0.125991,0.008075,1695.0,New Zealand,NZL,NZL,20210212
0.079317,0.010498,665.0,Nicaragua,NIC,NIC,20210212
0.196201,0.008938,1988.0,Nigeria,NGA,NGA,20210212
0.097327,0.006616,1975.0,Norway,NOR,NOR,20210212
0.143641,0.031246,124.0,Oman,OMN,OMN,20210212
0.143388,0.008923,1563.0,Pakistan,PAK,PAK,20210212
0.238517,0.022217,388.0,Palestine,PSE,PSE,20210212
0.06746,0.010899,537.0,Panama,PAN,PAN,20210212
0.095061,0.009724,923.0,Paraguay,PRY,PRY,20210212
0.078099,0.003957,4637.0,Peru,PER,PER,20210212
0.081911,0.003525,6041.0,Philippines,PHL,PHL,20210212
0.223567,0.006614,3963.0,Poland,POL,POL,20210212
0.042415,0.003117,4239.0,Portugal,PRT,PRT,20210212
0.082364,0.009308,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.143447,0.02508,205.0,Qatar,QAT,QAT,20210212
0.224476,0.007684,2956.0,Romania,ROU,ROU,20210212
0.203995,0.005473,5495.0,Russia,RUS,RUS,20210212
0.158904,0.01069,1185.0,Saudi Arabia,SAU,SAU,20210212
0.202666,0.034923,141.0,Senegal,SEN,SEN,20210212
0.184574,0.010236,1434.0,Serbia,SRB,SRB,20210212
0.046497,0.010579,406.0,Singapore,SGP,SGP,20210212
0.178855,0.010069,1446.0,Slovakia,SVK,SVK,20210212
0.223902,0.015752,699.0,Slovenia,SVN,SVN,20210212
0.110469,0.005686,3046.0,South Africa,ZAF,ZAF,20210212
0.047773,0.004543,2208.0,South Korea,KOR,KOR,20210212
0.063934,0.003003,6668.0,Spain,ESP,ESP,20210212
0.068691,0.011939,426.0,Sri Lanka,LKA,LKA,20210212
0.206764,0.017926,507.0,Sudan,SDN,SDN,20210212
0.128077,0.004955,4564.0,Sweden,SWE,SWE,20210212
0.216934,0.008788,2222.0,Switzerland,CHE,CHE,20210212
0.092208,0.003162,8357.0,Taiwan,TWN,TWN,20210212
0.185014,0.021177,347.0,Tanzania,TZA,TZA,20210212
0.078343,0.00361,5552.0,Thailand,THA,THA,20210212
0.159977,0.009652,1493.0,Tunisia,TUN,TUN,20210212
0.16982,0.005359,4941.0,Turkey,TUR,TUR,20210212
0.18176,0.004735,6679.0,Ukraine,UKR,UKR,20210212
0.131682,0.014132,577.0,United Arab Emirates,ARE,ARE,20210212
0.138977,0.005549,3906.0,United Kingdom,GBR,GBR,20210212
0.087203,0.006445,1884.0,Uruguay,URY,URY,20210212
0.190995,0.020612,404.0,Uzbekistan,UZB,UZB,20210212
0.079154,0.005394,2521.0,Venezuela,VEN,VEN,20210212
0.066258,0.002507,9867.0,Vietnam,VNM,VNM,20210212
0.307816,0.02958,256.0,Yemen,YEM,YEM,20210212
0.152148,0.020454,354.0,Afghanistan,AFG,AFG,20210213
0.177609,0.019783,351.0,Albania,ALB,ALB,20210213
0.221148,0.009869,1737.0,Algeria,DZA,DZA,20210213
0.103604,0.021343,215.0,Angola,AGO,AGO,20210213
0.079529,0.002969,8320.0,Argentina,ARG,ARG,20210213
0.195115,0.031307,161.0,Armenia,ARM,ARM,20210213
0.105492,0.00483,4582.0,Australia,AUS,AUS,20210213
0.218171,0.00933,1977.0,Austria,AUT,AUT,20210213
0.236455,0.023067,348.0,Azerbaijan,AZE,AZE,20210213
0.092943,0.007779,1471.0,Bangladesh,BGD,BGD,20210213
0.140289,0.011122,1018.0,Belarus,BLR,BLR,20210213
0.173093,0.008127,2164.0,Belgium,BEL,BEL,20210213
0.073378,0.005625,2172.0,Bolivia,BOL,BOL,20210213
0.241646,0.018598,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.073278,0.001866,19468.0,Brazil,BRA,BRA,20210213
0.220441,0.009043,2092.0,Bulgaria,BGR,BGR,20210213
0.206065,0.034388,142.0,Burkina Faso,BFA,BFA,20210213
0.067087,0.023016,130.0,Cambodia,KHM,KHM,20210213
0.328498,0.026125,326.0,Cameroon,CMR,CMR,20210213
0.152055,0.004551,6245.0,Canada,CAN,CAN,20210213
0.082087,0.005003,3045.0,Chile,CHL,CHL,20210213
0.083573,0.003245,7277.0,Colombia,COL,COL,20210213
0.091461,0.009708,888.0,Costa Rica,CRI,CRI,20210213
0.196464,0.020667,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.230893,0.012042,1217.0,Croatia,HRV,HRV,20210213
0.230648,0.007031,3601.0,Czech Republic,CZE,CZE,20210213
0.252965,0.031059,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.17265,0.00983,1464.0,Denmark,DNK,DNK,20210213
0.133079,0.010262,1223.0,Dominican Republic,DOM,DOM,20210213
0.072331,0.004575,3268.0,Ecuador,ECU,ECU,20210213
0.162781,0.005946,3869.0,Egypt,EGY,EGY,20210213
0.074127,0.007003,1397.0,El Salvador,SLV,SLV,20210213
0.178736,0.019198,363.0,Ethiopia,ETH,ETH,20210213
0.14518,0.014367,616.0,Finland,FIN,FIN,20210213
0.14357,0.002743,16374.0,France,FRA,FRA,20210213
0.162168,0.003298,12490.0,Germany,DEU,DEU,20210213
0.145535,0.010916,1063.0,Ghana,GHA,GHA,20210213
0.106114,0.005748,2892.0,Greece,GRC,GRC,20210213
0.124238,0.009387,1208.0,Guatemala,GTM,GTM,20210213
0.212122,0.033113,149.0,Haiti,HTI,HTI,20210213
0.070201,0.007582,1135.0,Honduras,HND,HND,20210213
0.098596,0.010616,796.0,Hong Kong,HKG,HKG,20210213
0.233379,0.006371,4426.0,Hungary,HUN,HUN,20210213
0.125056,0.003278,10213.0,India,IND,IND,20210213
0.152211,0.004499,6382.0,Indonesia,IDN,IDN,20210213
0.183048,0.008477,2105.0,Iraq,IRQ,IRQ,20210213
0.131688,0.010703,1005.0,Ireland,IRL,IRL,20210213
0.278672,0.01597,834.0,Israel,ISR,ISR,20210213
0.083701,0.002792,9834.0,Italy,ITA,ITA,20210213
0.036244,0.000978,36648.0,Japan,JPN,JPN,20210213
0.251584,0.012721,1159.0,Jordan,JOR,JOR,20210213
0.202363,0.014375,802.0,Kazakhstan,KAZ,KAZ,20210213
0.124457,0.009648,1181.0,Kenya,KEN,KEN,20210213
0.137014,0.020396,288.0,Kuwait,KWT,KWT,20210213
0.147102,0.021677,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.102633,0.010941,754.0,Lebanon,LBN,LBN,20210213
0.185981,0.014891,693.0,Libya,LBY,LBY,20210213
0.067477,0.004674,2909.0,Malaysia,MYS,MYS,20210213
0.169911,0.030608,140.0,Mali,MLI,MLI,20210213
0.052437,0.001607,19257.0,Mexico,MEX,MEX,20210213
0.195144,0.017025,538.0,Moldova,MDA,MDA,20210213
0.21483,0.016057,693.0,Morocco,MAR,MAR,20210213
0.058192,0.01041,534.0,Mozambique,MOZ,MOZ,20210213
0.058498,0.016105,221.0,Myanmar,MMR,MMR,20210213
0.096631,0.009916,890.0,Nepal,NPL,NPL,20210213
0.259662,0.007382,3513.0,Netherlands,NLD,NLD,20210213
0.117673,0.007691,1766.0,New Zealand,NZL,NZL,20210213
0.072013,0.009733,712.0,Nicaragua,NIC,NIC,20210213
0.204899,0.009023,2005.0,Nigeria,NGA,NGA,20210213
0.085691,0.006178,2045.0,Norway,NOR,NOR,20210213
0.143751,0.031716,120.0,Oman,OMN,OMN,20210213
0.147049,0.008801,1638.0,Pakistan,PAK,PAK,20210213
0.268347,0.022043,413.0,Palestine,PSE,PSE,20210213
0.078642,0.011328,563.0,Panama,PAN,PAN,20210213
0.104274,0.009982,931.0,Paraguay,PRY,PRY,20210213
0.080544,0.004004,4661.0,Peru,PER,PER,20210213
0.081909,0.003509,6103.0,Philippines,PHL,PHL,20210213
0.221961,0.006454,4140.0,Poland,POL,POL,20210213
0.048422,0.003269,4376.0,Portugal,PRT,PRT,20210213
0.083128,0.009341,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.131547,0.023814,208.0,Qatar,QAT,QAT,20210213
0.229137,0.007561,3092.0,Romania,ROU,ROU,20210213
0.209987,0.005457,5633.0,Russia,RUS,RUS,20210213
0.170196,0.010831,1210.0,Saudi Arabia,SAU,SAU,20210213
0.230312,0.036775,139.0,Senegal,SEN,SEN,20210213
0.181424,0.010091,1466.0,Serbia,SRB,SRB,20210213
0.045696,0.010029,451.0,Singapore,SGP,SGP,20210213
0.174817,0.009773,1507.0,Slovakia,SVK,SVK,20210213
0.225727,0.015739,705.0,Slovenia,SVN,SVN,20210213
0.110305,0.005598,3143.0,South Africa,ZAF,ZAF,20210213
0.037886,0.003944,2332.0,South Korea,KOR,KOR,20210213
0.063944,0.002976,6798.0,Spain,ESP,ESP,20210213
0.076097,0.012557,429.0,Sri Lanka,LKA,LKA,20210213
0.209122,0.01784,513.0,Sudan,SDN,SDN,20210213
0.134871,0.004998,4674.0,Sweden,SWE,SWE,20210213
0.222706,0.008715,2306.0,Switzerland,CHE,CHE,20210213
0.090664,0.003079,8687.0,Taiwan,TWN,TWN,20210213
0.164972,0.019281,377.0,Tanzania,TZA,TZA,20210213
0.079641,0.003634,5634.0,Thailand,THA,THA,20210213
0.170092,0.009668,1566.0,Tunisia,TUN,TUN,20210213
0.171777,0.005305,5078.0,Turkey,TUR,TUR,20210213
0.181373,0.004657,6890.0,Ukraine,UKR,UKR,20210213
0.12618,0.013427,606.0,United Arab Emirates,ARE,ARE,20210213
0.148918,0.005626,4034.0,United Kingdom,GBR,GBR,20210213
0.077354,0.006104,1927.0,Uruguay,URY,URY,20210213
0.175595,0.019287,427.0,Uzbekistan,UZB,UZB,20210213
0.078007,0.005352,2529.0,Venezuela,VEN,VEN,20210213
0.071006,0.002556,10126.0,Vietnam,VNM,VNM,20210213
0.290376,0.029385,259.0,Yemen,YEM,YEM,20210213
0.199162,0.02146,367.0,Afghanistan,AFG,AFG,20210214
0.174192,0.019678,351.0,Albania,ALB,ALB,20210214
0.21523,0.009735,1748.0,Algeria,DZA,DZA,20210214
0.136895,0.024206,218.0,Angola,AGO,AGO,20210214
0.082006,0.003019,8272.0,Argentina,ARG,ARG,20210214
0.245043,0.032768,172.0,Armenia,ARM,ARM,20210214
0.109481,0.004867,4670.0,Australia,AUS,AUS,20210214
0.219612,0.009282,2007.0,Austria,AUT,AUT,20210214
0.230487,0.02322,342.0,Azerbaijan,AZE,AZE,20210214
0.094233,0.007901,1431.0,Bangladesh,BGD,BGD,20210214
0.14083,0.011133,1025.0,Belarus,BLR,BLR,20210214
0.165716,0.007927,2213.0,Belgium,BEL,BEL,20210214
0.076537,0.005754,2182.0,Bolivia,BOL,BOL,20210214
0.238375,0.01832,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.071771,0.001833,19805.0,Brazil,BRA,BRA,20210214
0.222375,0.009064,2102.0,Bulgaria,BGR,BGR,20210214
0.216006,0.034781,146.0,Burkina Faso,BFA,BFA,20210214
0.065706,0.021752,143.0,Cambodia,KHM,KHM,20210214
0.333001,0.026245,325.0,Cameroon,CMR,CMR,20210214
0.148628,0.004506,6254.0,Canada,CAN,CAN,20210214
0.082295,0.00501,3036.0,Chile,CHL,CHL,20210214
0.079449,0.003183,7262.0,Colombia,COL,COL,20210214
0.107086,0.010224,907.0,Costa Rica,CRI,CRI,20210214
0.176026,0.019748,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.220764,0.011812,1227.0,Croatia,HRV,HRV,20210214
0.231227,0.006879,3768.0,Czech Republic,CZE,CZE,20210214
0.235406,0.030231,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.18477,0.010024,1497.0,Denmark,DNK,DNK,20210214
0.136575,0.010364,1228.0,Dominican Republic,DOM,DOM,20210214
0.068444,0.00443,3293.0,Ecuador,ECU,ECU,20210214
0.154772,0.005734,3990.0,Egypt,EGY,EGY,20210214
0.079734,0.007337,1367.0,El Salvador,SLV,SLV,20210214
0.159773,0.018247,378.0,Ethiopia,ETH,ETH,20210214
0.144023,0.013987,648.0,Finland,FIN,FIN,20210214
0.143942,0.002717,16728.0,France,FRA,FRA,20210214
0.163921,0.003275,12779.0,Germany,DEU,DEU,20210214
0.138944,0.010689,1066.0,Ghana,GHA,GHA,20210214
0.105551,0.005675,2954.0,Greece,GRC,GRC,20210214
0.117795,0.009005,1241.0,Guatemala,GTM,GTM,20210214
0.238143,0.033853,155.0,Haiti,HTI,HTI,20210214
0.063339,0.007404,1097.0,Honduras,HND,HND,20210214
0.090982,0.010228,805.0,Hong Kong,HKG,HKG,20210214
0.229852,0.006262,4529.0,Hungary,HUN,HUN,20210214
0.125848,0.003277,10276.0,India,IND,IND,20210214
0.15648,0.00447,6608.0,Indonesia,IDN,IDN,20210214
0.181832,0.00825,2215.0,Iraq,IRQ,IRQ,20210214
0.136633,0.010803,1024.0,Ireland,IRL,IRL,20210214
0.278491,0.016177,813.0,Israel,ISR,ISR,20210214
0.086286,0.002811,9966.0,Italy,ITA,ITA,20210214
0.036312,0.000969,37380.0,Japan,JPN,JPN,20210214
0.247503,0.012516,1180.0,Jordan,JOR,JOR,20210214
0.195439,0.014058,816.0,Kazakhstan,KAZ,KAZ,20210214
0.127057,0.009688,1187.0,Kenya,KEN,KEN,20210214
0.142357,0.02089,279.0,Kuwait,KWT,KWT,20210214
0.155202,0.022195,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.144012,0.030691,108.0,Laos,LAO,LAO,20210214
0.105667,0.011242,733.0,Lebanon,LBN,LBN,20210214
0.179638,0.014402,718.0,Libya,LBY,LBY,20210214
0.068054,0.004669,2940.0,Malaysia,MYS,MYS,20210214
0.180272,0.032207,136.0,Mali,MLI,MLI,20210214
0.052504,0.00161,19212.0,Mexico,MEX,MEX,20210214
0.204729,0.017076,556.0,Moldova,MDA,MDA,20210214
0.21773,0.016111,694.0,Morocco,MAR,MAR,20210214
0.056913,0.010295,535.0,Mozambique,MOZ,MOZ,20210214
0.055883,0.015762,220.0,Myanmar,MMR,MMR,20210214
