percent_hf,hf_se,percent_hf_unw,hf_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.73,0.00835,0.752809,0.008593,2670.0,Chile,CHL,CHL,20200518
0.749506,0.006214,0.767583,0.006375,4621.0,Colombia,COL,COL,20200518
0.7083,0.012259,0.723181,0.012454,1333.0,Costa Rica,CRI,CRI,20200518
0.712573,0.031447,0.724138,0.031842,203.0,C̫te d'Ivoire,CIV,CIV,20200518
0.501056,0.022452,0.468687,0.022496,495.0,Croatia,HRV,HRV,20200518
0.226288,0.011878,0.260073,0.01133,1365.0,Czech Republic,CZE,CZE,20200518
0.110273,0.007096,0.11565,0.00695,2032.0,Denmark,DNK,DNK,20200518
0.722297,0.01466,0.752304,0.01521,868.0,Dominican Republic,DOM,DOM,20200518
0.843581,0.007265,0.868921,0.00782,2159.0,Ecuador,ECU,ECU,20200518
0.555662,0.008797,0.55803,0.008802,3188.0,Egypt,EGY,EGY,20200518
0.785852,0.011111,0.787187,0.011136,1358.0,El Salvador,SLV,SLV,20200518
0.591922,0.044444,0.555556,0.043959,126.0,Ethiopia,ETH,ETH,20200518
0.253436,0.01316,0.288364,0.012636,1186.0,Finland,FIN,FIN,20200518
0.353964,0.007267,0.406783,0.007075,4570.0,France,FRA,FRA,20200518
0.340815,0.00703,0.373522,0.006888,4736.0,Germany,DEU,DEU,20200518
0.651231,0.0276,0.656566,0.027701,297.0,Ghana,GHA,GHA,20200518
0.62643,0.014301,0.646113,0.014468,1119.0,Greece,GRC,GRC,20200518
0.807963,0.010419,0.812233,0.010509,1406.0,Guatemala,GTM,GTM,20200518
0.759634,0.037602,0.825243,0.04231,103.0,Haiti,HTI,HTI,20200518
0.807677,0.012588,0.815126,0.01278,952.0,Honduras,HND,HND,20200518
0.341095,0.019338,0.35082,0.019211,610.0,Hong Kong,HKG,HKG,20200518
0.508212,0.010051,0.509091,0.010051,2475.0,Hungary,HUN,HUN,20200518
0.536394,0.006698,0.544485,0.006706,5530.0,India,IND,IND,20200518
0.646832,0.006751,0.68136,0.006925,4764.0,Indonesia,IDN,IDN,20200518
0.65416,0.017742,0.646492,0.017653,727.0,Iraq,IRQ,IRQ,20200518
0.288916,0.014145,0.328804,0.013648,1104.0,Ireland,IRL,IRL,20200518
0.45333,0.015463,0.447343,0.015481,1035.0,Israel,ISR,ISR,20200518
0.434855,0.006861,0.461655,0.006822,5281.0,Italy,ITA,ITA,20200518
0.400368,0.005366,0.415036,0.005336,8433.0,Japan,JPN,JPN,20200518
0.635231,0.015987,0.648376,0.016117,893.0,Jordan,JOR,JOR,20200518
0.611715,0.026092,0.605114,0.026013,352.0,Kazakhstan,KAZ,KAZ,20200518
0.777436,0.014137,0.812582,0.015069,763.0,Kenya,KEN,KEN,20200518
0.489797,0.032588,0.575758,0.032962,231.0,Kuwait,KWT,KWT,20200518
0.731952,0.036538,0.734694,0.036658,147.0,Kyrgyzstan,KGZ,KGZ,20200518
0.679751,0.030452,0.686695,0.030632,233.0,Lebanon,LBN,LBN,20200518
0.470821,0.023615,0.473214,0.023609,448.0,Libya,LBY,LBY,20200518
0.575106,0.012157,0.59534,0.012244,1631.0,Malaysia,MYS,MYS,20200518
0.688465,0.004119,0.705618,0.004185,12246.0,Mexico,MEX,MEX,20200518
0.65185,0.028308,0.687732,0.0291,269.0,Moldova,MDA,MDA,20200518
0.555602,0.017039,0.50464,0.016934,862.0,Morocco,MAR,MAR,20200518
0.752138,0.029752,0.801105,0.032182,181.0,Mozambique,MOZ,MOZ,20200518
0.533906,0.023266,0.531453,0.023259,461.0,Myanmar,MMR,MMR,20200518
0.648333,0.018117,0.670623,0.018406,674.0,Nepal,NPL,NPL,20200518
0.171983,0.007796,0.178542,0.007682,2414.0,Netherlands,NLD,NLD,20200518
0.276173,0.015151,0.296703,0.014829,910.0,New Zealand,NZL,NZL,20200518
0.834105,0.009827,0.861178,0.010572,1239.0,Nicaragua,NIC,NIC,20200518
0.7294,0.013067,0.746619,0.013347,1109.0,Nigeria,NGA,NGA,20200518
0.180134,0.010434,0.158795,0.010971,1228.0,Norway,NOR,NOR,20200518
0.490916,0.049393,0.466019,0.049499,103.0,Oman,OMN,OMN,20200518
0.503059,0.015164,0.492647,0.015165,1088.0,Pakistan,PAK,PAK,20200518
0.651459,0.028062,0.641638,0.027886,293.0,Palestine,PSE,PSE,20200518
0.684252,0.023136,0.682266,0.023097,406.0,Panama,PAN,PAN,20200518
0.68367,0.016926,0.69932,0.017165,735.0,Paraguay,PRY,PRY,20200518
0.779588,0.007628,0.795284,0.007837,2799.0,Peru,PER,PER,20200518
0.683127,0.00931,0.695581,0.009413,2444.0,Philippines,PHL,PHL,20200518
0.507921,0.009025,0.529085,0.009039,3060.0,Poland,POL,POL,20200518
0.48695,0.010354,0.529032,0.010368,2325.0,Portugal,PRT,PRT,20200518
0.629429,0.014847,0.647059,0.015005,1037.0,"Puerto Rico, U.S.",PRI,PRI,20200518
0.430482,0.031917,0.479675,0.031634,246.0,Qatar,QAT,QAT,20200518
0.384376,0.008984,0.428336,0.008831,3035.0,Romania,ROU,ROU,20200518
0.62078,0.01155,0.614865,0.011516,1776.0,Russia,RUS,RUS,20200518
0.51616,0.017288,0.543923,0.017346,831.0,Saudi Arabia,SAU,SAU,20200518
0.431082,0.018326,0.466307,0.018193,742.0,Serbia,SRB,SRB,20200518
0.336211,0.023765,0.375,0.02319,416.0,Singapore,SGP,SGP,20200518
0.380458,0.020128,0.403361,0.01992,595.0,Slovakia,SVK,SVK,20200518
0.343212,0.027796,0.377049,0.027231,305.0,Slovenia,SVN,SVN,20200518
0.685291,0.010551,0.673242,0.010447,1977.0,South Africa,ZAF,ZAF,20200518
0.472992,0.014892,0.457143,0.014925,1120.0,South Korea,KOR,KOR,20200518
0.463494,0.007757,0.504693,0.007737,4155.0,Spain,ESP,ESP,20200518
0.582878,0.028572,0.61512,0.028955,291.0,Sri Lanka,LKA,LKA,20200518
0.53334,0.030622,0.572519,0.03088,262.0,Sudan,SDN,SDN,20200518
0.192121,0.007038,0.181394,0.007195,2999.0,Sweden,SWE,SWE,20200518
0.298529,0.015207,0.316239,0.014966,936.0,Switzerland,CHE,CHE,20200518
0.250633,0.008728,0.27619,0.00846,2625.0,Taiwan,TWN,TWN,20200518
0.536979,0.012314,0.580585,0.012442,1607.0,Thailand,THA,THA,20200518
0.517869,0.019075,0.527697,0.019092,686.0,Tunisia,TUN,TUN,20200518
0.601445,0.008594,0.600985,0.008592,3248.0,Turkey,TUR,TUR,20200518
0.71947,0.008077,0.737534,0.008248,2968.0,Ukraine,UKR,UKR,20200518
0.577714,0.017693,0.591203,0.017777,773.0,United Arab Emirates,ARE,ARE,20200518
0.26249,0.00778,0.314045,0.007375,3560.0,United Kingdom,GBR,GBR,20200518
0.574258,0.015366,0.605133,0.015543,1013.0,Uruguay,URY,URY,20200518
0.64456,0.031251,0.608163,0.030642,245.0,Uzbekistan,UZB,UZB,20200518
0.874503,0.011992,0.852571,0.011206,875.0,Venezuela,VEN,VEN,20200518
0.500482,0.009859,0.542074,0.009894,2555.0,Vietnam,VNM,VNM,20200518
0.711362,0.034937,0.674033,0.033774,181.0,Yemen,YEM,YEM,20200518
0.723312,0.036555,0.69375,0.035478,160.0,Afghanistan,AFG,AFG,20200519
0.530512,0.036806,0.601124,0.037512,178.0,Albania,ALB,ALB,20200519
0.399642,0.015638,0.431275,0.015466,1004.0,Algeria,DZA,DZA,20200519
0.68233,0.035229,0.674157,0.034994,178.0,Angola,AGO,AGO,20200519
0.718736,0.006649,0.730951,0.006742,4449.0,Argentina,ARG,ARG,20200519
0.749544,0.039958,0.69403,0.03757,134.0,Armenia,ARM,ARM,20200519
0.289194,0.011102,0.286317,0.011135,1659.0,Australia,AUS,AUS,20200519
0.334344,0.015219,0.35061,0.015047,984.0,Austria,AUT,AUT,20200519
0.645568,0.03916,0.646667,0.039187,150.0,Azerbaijan,AZE,AZE,20200519
0.673183,0.018276,0.658754,0.018081,674.0,Bangladesh,BGD,BGD,20200519
0.661825,0.021847,0.661702,0.021845,470.0,Belarus,BLR,BLR,20200519
0.315769,0.016518,0.354762,0.016047,840.0,Belgium,BEL,BEL,20200519
0.775565,0.010263,0.785982,0.01044,1598.0,Bolivia,BOL,BOL,20200519
0.497587,0.03426,0.440758,0.034503,211.0,Bosnia and Herzegovina,BIH,BIH,20200519
0.692243,0.003531,0.710459,0.003593,16502.0,Brazil,BRA,BRA,20200519
0.497524,0.017406,0.507264,0.017408,826.0,Bulgaria,BGR,BGR,20200519
0.595461,0.046559,0.663462,0.04836,104.0,Cambodia,KHM,KHM,20200519
0.684687,0.037134,0.679245,0.036965,159.0,Cameroon,CMR,CMR,20200519
0.307376,0.009132,0.329687,0.008963,2651.0,Canada,CAN,CAN,20200519
0.733345,0.008181,0.744374,0.008294,2844.0,Chile,CHL,CHL,20200519
0.758426,0.006157,0.777316,0.006335,4567.0,Colombia,COL,COL,20200519
0.698112,0.012621,0.707148,0.012732,1301.0,Costa Rica,CRI,CRI,20200519
0.754783,0.033031,0.726776,0.03189,183.0,C̫te d'Ivoire,CIV,CIV,20200519
0.424384,0.021046,0.46714,0.020849,563.0,Croatia,HRV,HRV,20200519
0.229271,0.011261,0.266061,0.010712,1541.0,Czech Republic,CZE,CZE,20200519
0.107527,0.006706,0.106383,0.006738,2115.0,Denmark,DNK,DNK,20200519
0.716412,0.01478,0.750583,0.015397,858.0,Dominican Republic,DOM,DOM,20200519
0.86198,0.007406,0.869272,0.007577,2073.0,Ecuador,ECU,ECU,20200519
0.53504,0.008749,0.572366,0.00882,3199.0,Egypt,EGY,EGY,20200519
0.767566,0.011153,0.791416,0.011595,1328.0,El Salvador,SLV,SLV,20200519
0.573814,0.041303,0.530612,0.040927,147.0,Ethiopia,ETH,ETH,20200519
0.252476,0.012363,0.27454,0.012035,1304.0,Finland,FIN,FIN,20200519
0.369764,0.007079,0.412446,0.006942,4837.0,France,FRA,FRA,20200519
0.325899,0.006775,0.348231,0.006666,4945.0,Germany,DEU,DEU,20200519
0.619372,0.026941,0.630435,0.0271,322.0,Ghana,GHA,GHA,20200519
0.625403,0.013181,0.635682,0.013257,1334.0,Greece,GRC,GRC,20200519
0.828472,0.01034,0.811453,0.009965,1432.0,Guatemala,GTM,GTM,20200519
0.762018,0.013844,0.797393,0.014667,844.0,Honduras,HND,HND,20200519
0.338437,0.019191,0.351613,0.019019,620.0,Hong Kong,HKG,HKG,20200519
0.50143,0.009623,0.512041,0.009626,2699.0,Hungary,HUN,HUN,20200519
0.544762,0.007051,0.538092,0.007043,5001.0,India,IND,IND,20200519
0.647107,0.006863,0.66582,0.006953,4725.0,Indonesia,IDN,IDN,20200519
0.593188,0.01827,0.615493,0.018449,710.0,Iraq,IRQ,IRQ,20200519
0.281865,0.013574,0.315431,0.013142,1173.0,Ireland,IRL,IRL,20200519
0.455664,0.015428,0.437681,0.015488,1035.0,Israel,ISR,ISR,20200519
0.419723,0.006399,0.452578,0.006344,6052.0,Italy,ITA,ITA,20200519
0.387673,0.005443,0.402389,0.005408,8119.0,Japan,JPN,JPN,20200519
0.655473,0.017408,0.653743,0.017387,748.0,Jordan,JOR,JOR,20200519
0.616019,0.025687,0.628169,0.025849,355.0,Kazakhstan,KAZ,KAZ,20200519
0.743495,0.014702,0.766908,0.015186,828.0,Kenya,KEN,KEN,20200519
0.513792,0.030439,0.579545,0.03082,264.0,Kuwait,KWT,KWT,20200519
0.639381,0.040817,0.635714,0.040728,140.0,Kyrgyzstan,KGZ,KGZ,20200519
0.699822,0.030491,0.697368,0.030421,228.0,Lebanon,LBN,LBN,20200519
0.479928,0.021979,0.448343,0.022079,513.0,Libya,LBY,LBY,20200519
0.540567,0.012089,0.556213,0.012126,1690.0,Malaysia,MYS,MYS,20200519
0.700549,0.004056,0.709801,0.004094,12519.0,Mexico,MEX,MEX,20200519
0.672438,0.026523,0.706081,0.027325,296.0,Moldova,MDA,MDA,20200519
0.44223,0.0172,0.451074,0.017167,838.0,Morocco,MAR,MAR,20200519
0.789206,0.02899,0.783251,0.028698,203.0,Mozambique,MOZ,MOZ,20200519
0.483141,0.022842,0.466527,0.02288,478.0,Myanmar,MMR,MMR,20200519
0.603869,0.01883,0.617691,0.018952,667.0,Nepal,NPL,NPL,20200519
0.163936,0.007353,0.175746,0.007153,2680.0,Netherlands,NLD,NLD,20200519
0.294198,0.015383,0.308204,0.015181,902.0,New Zealand,NZL,NZL,20200519
0.856352,0.009164,0.870082,0.00956,1347.0,Nicaragua,NIC,NIC,20200519
0.707293,0.013788,0.738446,0.014275,1017.0,Nigeria,NGA,NGA,20200519
0.193754,0.00978,0.163522,0.010452,1431.0,Norway,NOR,NOR,20200519
0.523941,0.049027,0.495238,0.048973,105.0,Oman,OMN,OMN,20200519
0.477046,0.015556,0.458617,0.015593,1027.0,Pakistan,PAK,PAK,20200519
0.683044,0.028427,0.666667,0.028058,276.0,Palestine,PSE,PSE,20200519
0.687228,0.022926,0.719481,0.023659,385.0,Panama,PAN,PAN,20200519
0.681927,0.016636,0.694915,0.016827,767.0,Paraguay,PRY,PRY,20200519
0.775012,0.007751,0.779916,0.007812,2858.0,Peru,PER,PER,20200519
0.696894,0.009286,0.707033,0.009378,2403.0,Philippines,PHL,PHL,20200519
0.514942,0.008726,0.545287,0.008759,3257.0,Poland,POL,POL,20200519
0.46005,0.009988,0.513373,0.00996,2505.0,Portugal,PRT,PRT,20200519
0.635669,0.014458,0.649541,0.014583,1090.0,"Puerto Rico, U.S.",PRI,PRI,20200519
0.487823,0.032387,0.518828,0.032401,239.0,Qatar,QAT,QAT,20200519
0.398464,0.008641,0.437367,0.008528,3297.0,Romania,ROU,ROU,20200519
0.627167,0.011431,0.620632,0.011391,1803.0,Russia,RUS,RUS,20200519
0.548048,0.01694,0.548611,0.016941,864.0,Saudi Arabia,SAU,SAU,20200519
0.454048,0.017363,0.491566,0.017292,830.0,Serbia,SRB,SRB,20200519
0.368259,0.024213,0.396088,0.023879,409.0,Singapore,SGP,SGP,20200519
0.377799,0.01936,0.385466,0.019286,633.0,Slovakia,SVK,SVK,20200519
0.371408,0.02614,0.375,0.026089,344.0,Slovenia,SVN,SVN,20200519
0.718918,0.010552,0.685243,0.010214,1938.0,South Africa,ZAF,ZAF,20200519
0.451047,0.015361,0.448046,0.015371,1049.0,South Korea,KOR,KOR,20200519
0.472482,0.007349,0.508859,0.007339,4628.0,Spain,ESP,ESP,20200519
0.541592,0.026176,0.535714,0.026152,364.0,Sri Lanka,LKA,LKA,20200519
0.530982,0.030407,0.55597,0.030541,268.0,Sudan,SDN,SDN,20200519
0.184343,0.006917,0.186039,0.006893,3166.0,Sweden,SWE,SWE,20200519
0.268772,0.014374,0.287298,0.014083,992.0,Switzerland,CHE,CHE,20200519
0.249645,0.00842,0.258232,0.008326,2703.0,Taiwan,TWN,TWN,20200519
0.579649,0.012119,0.603681,0.01223,1630.0,Thailand,THA,THA,20200519
0.53523,0.019336,0.515695,0.019297,669.0,Tunisia,TUN,TUN,20200519
0.563951,0.008537,0.596247,0.008628,3304.0,Turkey,TUR,TUR,20200519
0.706447,0.007976,0.743333,0.008316,3000.0,Ukraine,UKR,UKR,20200519
0.618392,0.017212,0.608696,0.017132,805.0,United Arab Emirates,ARE,ARE,20200519
0.275227,0.007756,0.322039,0.007414,3630.0,United Kingdom,GBR,GBR,20200519
0.62396,0.015379,0.622111,0.015364,995.0,Uruguay,URY,URY,20200519
0.580192,0.032209,0.596567,0.032402,233.0,Uzbekistan,UZB,UZB,20200519
0.890669,0.011284,0.892573,0.011372,754.0,Venezuela,VEN,VEN,20200519
0.534563,0.009541,0.564976,0.009599,2701.0,Vietnam,VNM,VNM,20200519
0.666931,0.040817,0.635714,0.039976,140.0,Yemen,YEM,YEM,20200519
0.537226,0.034642,0.563107,0.034825,206.0,Afghanistan,AFG,AFG,20200520
0.664516,0.038271,0.701389,0.039484,144.0,Albania,ALB,ALB,20200520
0.439741,0.015667,0.46002,0.015603,1013.0,Algeria,DZA,DZA,20200520
0.71978,0.03505,0.705882,0.034547,170.0,Angola,AGO,AGO,20200520
0.699243,0.006722,0.735485,0.006989,4306.0,Argentina,ARG,ARG,20200520
0.657453,0.038258,0.613497,0.037285,163.0,Armenia,ARM,ARM,20200520
0.272238,0.011104,0.273122,0.011093,1611.0,Australia,AUS,AUS,20200520
0.311519,0.015356,0.354938,0.014862,972.0,Austria,AUT,AUT,20200520
0.616737,0.0402,0.604027,0.039964,149.0,Azerbaijan,AZE,AZE,20200520
0.636589,0.017993,0.633705,0.017963,718.0,Bangladesh,BGD,BGD,20200520
0.629921,0.023908,0.633907,0.023962,407.0,Belarus,BLR,BLR,20200520
0.322219,0.016215,0.338804,0.01601,853.0,Belgium,BEL,BEL,20200520
0.792324,0.010779,0.804428,0.011024,1355.0,Bolivia,BOL,BOL,20200520
0.468127,0.037289,0.466667,0.037296,180.0,Bosnia and Herzegovina,BIH,BIH,20200520
0.688102,0.003899,0.698909,0.003938,13843.0,Brazil,BRA,BRA,20200520
0.522277,0.017098,0.507009,0.017083,856.0,Bulgaria,BGR,BGR,20200520
0.692507,0.039594,0.683453,0.039282,139.0,Cambodia,KHM,KHM,20200520
0.718925,0.032798,0.725806,0.03305,186.0,Cameroon,CMR,CMR,20200520
0.318532,0.009549,0.326843,0.009485,2414.0,Canada,CAN,CAN,20200520
0.73785,0.008702,0.750303,0.008842,2475.0,Chile,CHL,CHL,20200520
0.756458,0.00679,0.767364,0.006898,3873.0,Colombia,COL,COL,20200520
0.692086,0.014205,0.680259,0.01406,1079.0,Costa Rica,CRI,CRI,20200520
0.69261,0.032215,0.751381,0.034392,181.0,C̫te d'Ivoire,CIV,CIV,20200520
0.421294,0.020367,0.43339,0.020294,593.0,Croatia,HRV,HRV,20200520
0.21065,0.010422,0.243068,0.009907,1695.0,Czech Republic,CZE,CZE,20200520
0.11954,0.007201,0.120917,0.007165,2051.0,Denmark,DNK,DNK,20200520
0.701437,0.016549,0.744253,0.017359,696.0,Dominican Republic,DOM,DOM,20200520
0.861105,0.008109,0.869289,0.00832,1729.0,Ecuador,ECU,ECU,20200520
0.550214,0.009177,0.558552,0.009194,2929.0,Egypt,EGY,EGY,20200520
0.762805,0.012156,0.796718,0.012849,1097.0,El Salvador,SLV,SLV,20200520
0.621858,0.042472,0.609023,0.042207,133.0,Ethiopia,ETH,ETH,20200520
0.244711,0.012065,0.26869,0.011701,1351.0,Finland,FIN,FIN,20200520
0.372133,0.007088,0.410544,0.006965,4818.0,France,FRA,FRA,20200520
0.326262,0.006874,0.362763,0.006703,4893.0,Germany,DEU,DEU,20200520
0.620712,0.025595,0.632022,0.025752,356.0,Ghana,GHA,GHA,20200520
0.605499,0.01348,0.625581,0.013613,1290.0,Greece,GRC,GRC,20200520
0.818875,0.011466,0.812231,0.011308,1161.0,Guatemala,GTM,GTM,20200520
0.763806,0.039907,0.790476,0.041649,105.0,Haiti,HTI,HTI,20200520
0.758572,0.014812,0.800824,0.015872,728.0,Honduras,HND,HND,20200520
0.365351,0.020297,0.364121,0.020312,563.0,Hong Kong,HKG,HKG,20200520
0.487887,0.009471,0.5,0.009468,2788.0,Hungary,HUN,HUN,20200520
0.538899,0.006805,0.54291,0.006809,5360.0,India,IND,IND,20200520
0.635462,0.006734,0.658202,0.006833,4962.0,Indonesia,IDN,IDN,20200520
0.552459,0.019336,0.581288,0.019488,652.0,Iraq,IRQ,IRQ,20200520
0.286828,0.013617,0.298851,0.013455,1131.0,Ireland,IRL,IRL,20200520
0.462625,0.014513,0.464467,0.014509,1182.0,Israel,ISR,ISR,20200520
0.421035,0.006339,0.449261,0.006292,6159.0,Italy,ITA,ITA,20200520
0.380155,0.005315,0.382712,0.005308,8364.0,Japan,JPN,JPN,20200520
0.638051,0.016289,0.667861,0.016621,837.0,Jordan,JOR,JOR,20200520
0.654485,0.025948,0.645161,0.02579,341.0,Kazakhstan,KAZ,KAZ,20200520
0.774387,0.015075,0.788043,0.015418,736.0,Kenya,KEN,KEN,20200520
0.582143,0.030328,0.573034,0.03024,267.0,Kuwait,KWT,KWT,20200520
0.596148,0.039812,0.624161,0.040333,149.0,Kyrgyzstan,KGZ,KGZ,20200520
0.680808,0.031386,0.659389,0.030872,229.0,Lebanon,LBN,LBN,20200520
0.421528,0.021109,0.469643,0.020886,560.0,Libya,LBY,LBY,20200520
0.533354,0.011717,0.561873,0.011782,1794.0,Malaysia,MYS,MYS,20200520
0.695633,0.004077,0.704301,0.00411,12533.0,Mexico,MEX,MEX,20200520
0.745775,0.026411,0.724739,0.025747,287.0,Moldova,MDA,MDA,20200520
0.428017,0.016493,0.471101,0.016348,917.0,Morocco,MAR,MAR,20200520
0.73913,0.033014,0.754386,0.033678,171.0,Mozambique,MOZ,MOZ,20200520
0.481579,0.021787,0.481973,0.021786,527.0,Myanmar,MMR,MMR,20200520
0.671735,0.017562,0.665284,0.017476,723.0,Nepal,NPL,NPL,20200520
0.157121,0.007212,0.162204,0.007119,2614.0,Netherlands,NLD,NLD,20200520
0.268969,0.014581,0.289256,0.01426,968.0,New Zealand,NZL,NZL,20200520
0.839232,0.010785,0.853818,0.011214,1074.0,Nicaragua,NIC,NIC,20200520
0.73474,0.014159,0.736082,0.014182,970.0,Nigeria,NGA,NGA,20200520
0.184303,0.010101,0.16419,0.010572,1346.0,Norway,NOR,NOR,20200520
0.504212,0.046198,0.483051,0.046223,118.0,Oman,OMN,OMN,20200520
0.474172,0.015545,0.487923,0.015529,1035.0,Pakistan,PAK,PAK,20200520
0.733417,0.026041,0.694268,0.024993,314.0,Palestine,PSE,PSE,20200520
0.763378,0.024488,0.750799,0.024061,313.0,Panama,PAN,PAN,20200520
0.699166,0.018067,0.700311,0.018086,644.0,Paraguay,PRY,PRY,20200520
0.784797,0.008094,0.785243,0.0081,2575.0,Peru,PER,PER,20200520
0.686342,0.009144,0.69996,0.009257,2513.0,Philippines,PHL,PHL,20200520
0.49745,0.008784,0.530814,0.0088,3229.0,Poland,POL,POL,20200520
0.469753,0.010196,0.510187,0.010179,2405.0,Portugal,PRT,PRT,20200520
0.589339,0.016054,0.632337,0.01638,903.0,"Puerto Rico, U.S.",PRI,PRI,20200520
0.582843,0.030196,0.512727,0.029789,275.0,Qatar,QAT,QAT,20200520
0.406514,0.008489,0.418591,0.008452,3378.0,Romania,ROU,ROU,20200520
0.59153,0.01267,0.609164,0.012764,1484.0,Russia,RUS,RUS,20200520
0.560337,0.016524,0.563193,0.016536,902.0,Saudi Arabia,SAU,SAU,20200520
0.415573,0.018367,0.458616,0.018166,737.0,Serbia,SRB,SRB,20200520
0.38155,0.023973,0.384988,0.023932,413.0,Singapore,SGP,SGP,20200520
0.440163,0.019449,0.417702,0.019576,644.0,Slovakia,SVK,SVK,20200520
0.328143,0.024744,0.352941,0.024312,374.0,Slovenia,SVN,SVN,20200520
0.696931,0.010521,0.665838,0.010251,2011.0,South Africa,ZAF,ZAF,20200520
0.493588,0.015566,0.473786,0.015586,1030.0,South Korea,KOR,KOR,20200520
0.475975,0.007429,0.517127,0.007425,4525.0,Spain,ESP,ESP,20200520
0.449747,0.028743,0.463576,0.028674,302.0,Sri Lanka,LKA,LKA,20200520
0.568533,0.027567,0.572755,0.027601,323.0,Sudan,SDN,SDN,20200520
0.174012,0.006787,0.169824,0.006852,3062.0,Sweden,SWE,SWE,20200520
0.285769,0.014307,0.297456,0.014139,1022.0,Switzerland,CHE,CHE,20200520
0.242953,0.008193,0.262227,0.007989,2883.0,Taiwan,TWN,TWN,20200520
0.591944,0.011601,0.590985,0.011597,1797.0,Thailand,THA,THA,20200520
0.462119,0.018998,0.475434,0.018966,692.0,Tunisia,TUN,TUN,20200520
0.591112,0.009898,0.597963,0.009924,2455.0,Turkey,TUR,TUR,20200520
0.704649,0.008488,0.739895,0.008827,2672.0,Ukraine,UKR,UKR,20200520
0.617997,0.017315,0.617237,0.017309,789.0,United Arab Emirates,ARE,ARE,20200520
0.266038,0.007836,0.311086,0.00748,3491.0,United Kingdom,GBR,GBR,20200520
0.611897,0.016075,0.634038,0.016262,899.0,Uruguay,URY,URY,20200520
0.656539,0.031061,0.632231,0.030589,242.0,Uzbekistan,UZB,UZB,20200520
0.888513,0.010476,0.887185,0.010422,913.0,Venezuela,VEN,VEN,20200520
0.495021,0.009443,0.537469,0.009469,2789.0,Vietnam,VNM,VNM,20200520
0.827178,0.034975,0.776224,0.031729,143.0,Yemen,YEM,YEM,20200520
0.59909,0.037451,0.577143,0.037153,175.0,Afghanistan,AFG,AFG,20200521
0.5646,0.037027,0.635294,0.038139,170.0,Albania,ALB,ALB,20200521
0.38136,0.015587,0.433794,0.015276,1012.0,Algeria,DZA,DZA,20200521
0.682556,0.035382,0.664804,0.034889,179.0,Angola,AGO,AGO,20200521
0.701277,0.006804,0.729984,0.007014,4259.0,Argentina,ARG,ARG,20200521
0.715217,0.043752,0.678261,0.042269,115.0,Armenia,ARM,ARM,20200521
0.266858,0.010513,0.271101,0.01046,1789.0,Australia,AUS,AUS,20200521
0.280983,0.017225,0.316438,0.016647,730.0,Austria,AUT,AUT,20200521
0.588952,0.047929,0.564815,0.047566,108.0,Azerbaijan,AZE,AZE,20200521
0.64799,0.017697,0.637348,0.017581,739.0,Bangladesh,BGD,BGD,20200521
0.580675,0.027102,0.616099,0.027499,323.0,Belarus,BLR,BLR,20200521
0.323474,0.019109,0.345161,0.018803,620.0,Belgium,BEL,BEL,20200521
0.801447,0.011248,0.803686,0.011296,1248.0,Bolivia,BOL,BOL,20200521
0.427927,0.038316,0.520468,0.037948,171.0,Bosnia and Herzegovina,BIH,BIH,20200521
0.686738,0.004076,0.70177,0.004132,12601.0,Brazil,BRA,BRA,20200521
0.520802,0.019172,0.479412,0.019172,680.0,Bulgaria,BGR,BGR,20200521
0.680455,0.041906,0.674603,0.041707,126.0,Cambodia,KHM,KHM,20200521
0.67795,0.03121,0.694064,0.031647,219.0,Cameroon,CMR,CMR,20200521
0.289231,0.009017,0.321788,0.008752,2685.0,Canada,CAN,CAN,20200521
0.733643,0.009191,0.728748,0.009138,2341.0,Chile,CHL,CHL,20200521
0.772334,0.007258,0.767483,0.007204,3389.0,Colombia,COL,COL,20200521
0.702233,0.013873,0.703875,0.013895,1084.0,Costa Rica,CRI,CRI,20200521
0.697323,0.031817,0.671233,0.031116,219.0,C̫te d'Ivoire,CIV,CIV,20200521
0.446552,0.025102,0.458228,0.025045,395.0,Croatia,HRV,HRV,20200521
0.230262,0.012986,0.258999,0.01248,1139.0,Czech Republic,CZE,CZE,20200521
0.110108,0.008014,0.103994,0.008218,1452.0,Denmark,DNK,DNK,20200521
0.698238,0.017614,0.724031,0.018088,645.0,Dominican Republic,DOM,DOM,20200521
0.83952,0.008308,0.857627,0.008727,1770.0,Ecuador,ECU,ECU,20200521
0.527039,0.009735,0.570766,0.00982,2586.0,Egypt,EGY,EGY,20200521
0.794009,0.011586,0.809028,0.011921,1152.0,El Salvador,SLV,SLV,20200521
0.643384,0.040637,0.60274,0.039779,146.0,Ethiopia,ETH,ETH,20200521
0.260567,0.013974,0.266467,0.013874,1002.0,Finland,FIN,FIN,20200521
0.36043,0.008138,0.398785,0.00798,3621.0,France,FRA,FRA,20200521
0.328066,0.008117,0.363326,0.007924,3512.0,Germany,DEU,DEU,20200521
0.593861,0.025076,0.613757,0.025294,378.0,Ghana,GHA,GHA,20200521
0.615783,0.016268,0.631818,0.016406,880.0,Greece,GRC,GRC,20200521
0.810641,0.011792,0.800174,0.011553,1151.0,Guatemala,GTM,GTM,20200521
0.748646,0.014707,0.796272,0.01584,751.0,Honduras,HND,HND,20200521
0.337041,0.020056,0.361739,0.01973,575.0,Hong Kong,HKG,HKG,20200521
