smoothed_pct_hes_religious,smoothed_hes_religious_se,sample_size,country,iso_code,gid_0,survey_date
0.028175,0.005071,1068.0,Pakistan,PAK,PAK,20210210
0.015461,0.007816,277.0,Palestine,PSE,PSE,20210210
0.016413,0.006675,381.0,Panama,PAN,PAN,20210210
0.021877,0.005994,620.0,Paraguay,PRY,PRY,20210210
0.019777,0.002461,3224.0,Peru,PER,PER,20210210
0.025138,0.002491,3974.0,Philippines,PHL,PHL,20210210
0.014951,0.002325,2688.0,Poland,POL,POL,20210210
0.001614,0.000763,2951.0,Portugal,PRT,PRT,20210210
0.024553,0.006396,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.018255,0.011093,148.0,Qatar,QAT,QAT,20210210
0.018676,0.003059,1972.0,Romania,ROU,ROU,20210210
0.013432,0.001845,3944.0,Russia,RUS,RUS,20210210
0.020016,0.00501,805.0,Saudi Arabia,SAU,SAU,20210210
0.010339,0.010865,101.0,Senegal,SEN,SEN,20210210
0.024225,0.004902,983.0,Serbia,SRB,SRB,20210210
0.002103,0.002852,281.0,Singapore,SGP,SGP,20210210
0.014016,0.003667,1013.0,Slovakia,SVK,SVK,20210210
0.024634,0.006969,501.0,Slovenia,SVN,SVN,20210210
0.061969,0.005218,2137.0,South Africa,ZAF,ZAF,20210210
0.004317,0.001713,1497.0,South Korea,KOR,KOR,20210210
0.004935,0.001025,4716.0,Spain,ESP,ESP,20210210
0.009867,0.006155,283.0,Sri Lanka,LKA,LKA,20210210
0.03615,0.010574,349.0,Sudan,SDN,SDN,20210210
0.002958,0.000969,3190.0,Sweden,SWE,SWE,20210210
0.014492,0.002993,1582.0,Switzerland,CHE,CHE,20210210
0.001365,0.000482,5759.0,Taiwan,TWN,TWN,20210210
0.055996,0.015667,239.0,Tanzania,TZA,TZA,20210210
0.007131,0.001377,3757.0,Thailand,THA,THA,20210210
0.007552,0.002771,1064.0,Tunisia,TUN,TUN,20210210
0.008927,0.001581,3572.0,Turkey,TUR,TUR,20210210
0.017254,0.001924,4605.0,Ukraine,UKR,UKR,20210210
0.007311,0.003924,388.0,United Arab Emirates,ARE,ARE,20210210
0.020003,0.002689,2700.0,United Kingdom,GBR,GBR,20210210
0.006692,0.002274,1279.0,Uruguay,URY,URY,20210210
0.012387,0.006955,291.0,Uzbekistan,UZB,UZB,20210210
0.01012,0.002411,1773.0,Venezuela,VEN,VEN,20210210
0.005338,0.000868,7037.0,Vietnam,VNM,VNM,20210210
0.011846,0.008248,176.0,Yemen,YEM,YEM,20210210
0.032932,0.011926,252.0,Afghanistan,AFG,AFG,20210211
0.028531,0.009583,264.0,Albania,ALB,ALB,20210211
0.018639,0.003693,1363.0,Algeria,DZA,DZA,20210211
0.008806,0.007741,172.0,Angola,AGO,AGO,20210211
0.006447,0.00098,6609.0,Argentina,ARG,ARG,20210211
0.013863,0.010528,126.0,Armenia,ARM,ARM,20210211
0.012516,0.002056,3442.0,Australia,AUS,AUS,20210211
0.024627,0.003942,1530.0,Austria,AUT,AUT,20210211
0.012006,0.006621,291.0,Azerbaijan,AZE,AZE,20210211
0.023694,0.004358,1203.0,Bangladesh,BGD,BGD,20210211
0.003905,0.002142,825.0,Belarus,BLR,BLR,20210211
0.006354,0.001893,1707.0,Belgium,BEL,BEL,20210211
0.020744,0.003359,1780.0,Bolivia,BOL,BOL,20210211
0.043894,0.010291,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.017335,0.001048,15508.0,Brazil,BRA,BRA,20210211
0.01003,0.002519,1591.0,Bulgaria,BGR,BGR,20210211
0.002506,0.003683,113.0,Burkina Faso,BFA,BFA,20210211
0.044121,0.012995,247.0,Cameroon,CMR,CMR,20210211
0.017237,0.00187,4821.0,Canada,CAN,CAN,20210211
0.0185,0.002733,2481.0,Chile,CHL,CHL,20210211
0.019682,0.001815,5903.0,Colombia,COL,COL,20210211
0.039593,0.007709,658.0,Costa Rica,CRI,CRI,20210211
0.036084,0.011434,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.01466,0.003979,905.0,Croatia,HRV,HRV,20210211
0.011515,0.002034,2752.0,Czech Republic,CZE,CZE,20210211
0.019368,0.01096,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.008552,0.002701,1151.0,Denmark,DNK,DNK,20210211
0.027049,0.005531,966.0,Dominican Republic,DOM,DOM,20210211
0.025068,0.003051,2532.0,Ecuador,ECU,ECU,20210211
0.010916,0.001925,2982.0,Egypt,EGY,EGY,20210211
0.011762,0.003226,1105.0,El Salvador,SLV,SLV,20210211
0.172922,0.02257,297.0,Ethiopia,ETH,ETH,20210211
0.007755,0.003839,492.0,Finland,FIN,FIN,20210211
0.004911,0.000618,12830.0,France,FRA,FRA,20210211
0.013616,0.001178,9773.0,Germany,DEU,DEU,20210211
0.01823,0.004397,892.0,Ghana,GHA,GHA,20210211
0.012555,0.00236,2256.0,Greece,GRC,GRC,20210211
0.03419,0.005945,960.0,Guatemala,GTM,GTM,20210211
0.028298,0.013648,125.0,Haiti,HTI,HTI,20210211
0.034192,0.006173,905.0,Honduras,HND,HND,20210211
0.002885,0.002314,616.0,Hong Kong,HKG,HKG,20210211
0.013613,0.001998,3395.0,Hungary,HUN,HUN,20210211
0.009281,0.001061,8245.0,India,IND,IND,20210211
0.040228,0.002806,4914.0,Indonesia,IDN,IDN,20210211
0.020618,0.003775,1517.0,Iraq,IRQ,IRQ,20210211
0.01779,0.004857,761.0,Ireland,IRL,IRL,20210211
0.029583,0.006499,688.0,Israel,ISR,ISR,20210211
0.004209,0.000736,7634.0,Italy,ITA,ITA,20210211
0.002386,0.000285,29427.0,Japan,JPN,JPN,20210211
0.008351,0.002937,891.0,Jordan,JOR,JOR,20210211
0.014976,0.004845,655.0,Kazakhstan,KAZ,KAZ,20210211
0.018147,0.004346,935.0,Kenya,KEN,KEN,20210211
0.002688,0.003656,230.0,Kuwait,KWT,KWT,20210211
0.018235,0.008714,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.011343,0.004363,617.0,Lebanon,LBN,LBN,20210211
0.020083,0.006263,548.0,Libya,LBY,LBY,20210211
0.029809,0.003615,2255.0,Malaysia,MYS,MYS,20210211
0.066537,0.022811,122.0,Mali,MLI,MLI,20210211
0.008947,0.000762,15324.0,Mexico,MEX,MEX,20210211
0.035919,0.00898,408.0,Moldova,MDA,MDA,20210211
0.011489,0.004594,580.0,Morocco,MAR,MAR,20210211
0.04147,0.009632,424.0,Mozambique,MOZ,MOZ,20210211
0.01166,0.008984,128.0,Myanmar,MMR,MMR,20210211
0.003709,0.002285,676.0,Nepal,NPL,NPL,20210211
0.026494,0.003033,2765.0,Netherlands,NLD,NLD,20210211
0.018902,0.003672,1385.0,New Zealand,NZL,NZL,20210211
0.01675,0.005631,526.0,Nicaragua,NIC,NIC,20210211
0.030205,0.004209,1649.0,Nigeria,NGA,NGA,20210211
0.009322,0.002314,1627.0,Norway,NOR,NOR,20210211
0.029618,0.004732,1284.0,Pakistan,PAK,PAK,20210211
0.013568,0.006859,320.0,Palestine,PSE,PSE,20210211
0.015169,0.005869,456.0,Panama,PAN,PAN,20210211
0.021286,0.005406,744.0,Paraguay,PRY,PRY,20210211
0.018846,0.002215,3814.0,Peru,PER,PER,20210211
0.026072,0.002314,4762.0,Philippines,PHL,PHL,20210211
0.017205,0.002288,3193.0,Poland,POL,POL,20210211
0.001338,0.000632,3502.0,Portugal,PRT,PRT,20210211
0.023266,0.005819,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.016143,0.00981,173.0,Qatar,QAT,QAT,20210211
0.016105,0.002588,2365.0,Romania,ROU,ROU,20210211
0.014692,0.00177,4657.0,Russia,RUS,RUS,20210211
0.02099,0.004695,971.0,Saudi Arabia,SAU,SAU,20210211
0.008894,0.009347,122.0,Senegal,SEN,SEN,20210211
0.025786,0.004682,1154.0,Serbia,SRB,SRB,20210211
0.001897,0.002572,338.0,Singapore,SGP,SGP,20210211
0.013109,0.003272,1194.0,Slovakia,SVK,SVK,20210211
0.024067,0.006451,571.0,Slovenia,SVN,SVN,20210211
0.061711,0.004802,2514.0,South Africa,ZAF,ZAF,20210211
0.004337,0.001562,1807.0,South Korea,KOR,KOR,20210211
0.005183,0.000971,5532.0,Spain,ESP,ESP,20210211
0.010454,0.005711,343.0,Sri Lanka,LKA,LKA,20210211
0.030719,0.008985,409.0,Sudan,SDN,SDN,20210211
0.004183,0.001062,3757.0,Sweden,SWE,SWE,20210211
0.015833,0.002897,1835.0,Switzerland,CHE,CHE,20210211
0.001166,0.000412,6726.0,Taiwan,TWN,TWN,20210211
0.050112,0.013614,288.0,Tanzania,TZA,TZA,20210211
0.007535,0.001304,4429.0,Thailand,THA,THA,20210211
0.006883,0.002526,1242.0,Tunisia,TUN,TUN,20210211
0.009446,0.001504,4167.0,Turkey,TUR,TUR,20210211
0.016411,0.001721,5528.0,Ukraine,UKR,UKR,20210211
0.006336,0.0034,471.0,United Arab Emirates,ARE,ARE,20210211
0.017039,0.002272,3198.0,United Kingdom,GBR,GBR,20210211
0.006846,0.0021,1538.0,Uruguay,URY,URY,20210211
0.013776,0.006659,341.0,Uzbekistan,UZB,UZB,20210211
0.010283,0.00224,2079.0,Venezuela,VEN,VEN,20210211
0.004667,0.000753,8121.0,Vietnam,VNM,VNM,20210211
0.014111,0.008312,216.0,Yemen,YEM,YEM,20210211
0.030645,0.010421,323.0,Afghanistan,AFG,AFG,20210212
0.029063,0.008715,335.0,Albania,ALB,ALB,20210212
0.018178,0.003278,1683.0,Algeria,DZA,DZA,20210212
0.015706,0.009061,213.0,Angola,AGO,AGO,20210212
0.008685,0.001031,8038.0,Argentina,ARG,ARG,20210212
0.03192,0.013495,165.0,Armenia,ARM,ARM,20210212
0.01275,0.0018,4405.0,Australia,AUS,AUS,20210212
0.026826,0.003711,1873.0,Austria,AUT,AUT,20210212
0.009934,0.005478,353.0,Azerbaijan,AZE,AZE,20210212
0.024807,0.004035,1474.0,Bangladesh,BGD,BGD,20210212
0.006569,0.00271,970.0,Belarus,BLR,BLR,20210212
0.008286,0.001971,2071.0,Belgium,BEL,BEL,20210212
0.024161,0.003254,2180.0,Bolivia,BOL,BOL,20210212
0.043456,0.009213,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.017521,0.000955,18893.0,Brazil,BRA,BRA,20210212
0.010635,0.002318,1991.0,Bulgaria,BGR,BGR,20210212
0.001988,0.002922,142.0,Burkina Faso,BFA,BFA,20210212
0.015641,0.011622,123.0,Cambodia,KHM,KHM,20210212
0.04241,0.011402,312.0,Cameroon,CMR,CMR,20210212
0.016345,0.00163,6026.0,Canada,CAN,CAN,20210212
0.01915,0.002512,3026.0,Chile,CHL,CHL,20210212
0.019265,0.001628,7178.0,Colombia,COL,COL,20210212
0.034351,0.006333,841.0,Costa Rica,CRI,CRI,20210212
0.039744,0.010834,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.016268,0.003751,1129.0,Croatia,HRV,HRV,20210212
0.011468,0.001822,3416.0,Czech Republic,CZE,CZE,20210212
0.031232,0.011829,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.011065,0.002785,1401.0,Denmark,DNK,DNK,20210212
0.030018,0.00523,1177.0,Dominican Republic,DOM,DOM,20210212
0.022023,0.002572,3169.0,Ecuador,ECU,ECU,20210212
0.009217,0.001574,3702.0,Egypt,EGY,EGY,20210212
0.012747,0.003018,1365.0,El Salvador,SLV,SLV,20210212
0.172168,0.020599,355.0,Ethiopia,ETH,ETH,20210212
0.006515,0.003225,593.0,Finland,FIN,FIN,20210212
0.005014,0.000563,15760.0,France,FRA,FRA,20210212
0.013536,0.00106,11976.0,Germany,DEU,DEU,20210212
0.020056,0.004277,1045.0,Ghana,GHA,GHA,20210212
0.012795,0.002133,2806.0,Greece,GRC,GRC,20210212
0.034447,0.005345,1191.0,Guatemala,GTM,GTM,20210212
0.0274,0.012459,150.0,Haiti,HTI,HTI,20210212
0.037685,0.005926,1081.0,Honduras,HND,HND,20210212
0.003342,0.002163,781.0,Hong Kong,HKG,HKG,20210212
0.012773,0.001745,4158.0,Hungary,HUN,HUN,20210212
0.008616,0.000931,9965.0,India,IND,IND,20210212
0.040805,0.002517,6188.0,Indonesia,IDN,IDN,20210212
0.020139,0.003284,1949.0,Iraq,IRQ,IRQ,20210212
0.018921,0.004473,952.0,Ireland,IRL,IRL,20210212
0.02898,0.006161,811.0,Israel,ISR,ISR,20210212
0.004849,0.000712,9364.0,Italy,ITA,ITA,20210212
0.002296,0.000255,35499.0,Japan,JPN,JPN,20210212
0.010468,0.003012,1097.0,Jordan,JOR,JOR,20210212
0.019296,0.004993,774.0,Kazakhstan,KAZ,KAZ,20210212
0.01578,0.003656,1137.0,Kenya,KEN,KEN,20210212
0.002182,0.002967,280.0,Kuwait,KWT,KWT,20210212
0.016044,0.007667,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.014734,0.004429,753.0,Lebanon,LBN,LBN,20210212
0.021243,0.005769,676.0,Libya,LBY,LBY,20210212
0.030758,0.003292,2791.0,Malaysia,MYS,MYS,20210212
0.061335,0.020311,144.0,Mali,MLI,MLI,20210212
0.009634,0.000711,18929.0,Mexico,MEX,MEX,20210212
0.031815,0.007685,498.0,Moldova,MDA,MDA,20210212
0.016056,0.004743,685.0,Morocco,MAR,MAR,20210212
0.041077,0.008856,502.0,Mozambique,MOZ,MOZ,20210212
0.010679,0.007684,173.0,Myanmar,MMR,MMR,20210212
0.004728,0.002277,848.0,Nepal,NPL,NPL,20210212
0.02817,0.00284,3360.0,Netherlands,NLD,NLD,20210212
0.017556,0.003199,1695.0,New Zealand,NZL,NZL,20210212
0.014327,0.004642,665.0,Nicaragua,NIC,NIC,20210212
0.027729,0.003662,1988.0,Nigeria,NGA,NGA,20210212
0.008411,0.002009,1975.0,Norway,NOR,NOR,20210212
0.033669,0.014776,124.0,Oman,OMN,OMN,20210212
0.031949,0.004469,1563.0,Pakistan,PAK,PAK,20210212
0.021241,0.00773,388.0,Palestine,PSE,PSE,20210212
0.015376,0.005433,537.0,Panama,PAN,PAN,20210212
0.01913,0.004582,923.0,Paraguay,PRY,PRY,20210212
0.018362,0.001989,4637.0,Peru,PER,PER,20210212
0.023114,0.001947,6041.0,Philippines,PHL,PHL,20210212
0.018572,0.002132,3963.0,Poland,POL,POL,20210212
0.001425,0.00059,4239.0,Portugal,PRT,PRT,20210212
0.023781,0.005298,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.026682,0.011645,205.0,Qatar,QAT,QAT,20210212
0.017338,0.002397,2956.0,Romania,ROU,ROU,20210212
0.013513,0.001568,5495.0,Russia,RUS,RUS,20210212
0.019345,0.004092,1185.0,Saudi Arabia,SAU,SAU,20210212
0.007646,0.008035,141.0,Senegal,SEN,SEN,20210212
0.027597,0.004338,1434.0,Serbia,SRB,SRB,20210212
0.001533,0.002078,406.0,Singapore,SGP,SGP,20210212
0.014941,0.003175,1446.0,Slovakia,SVK,SVK,20210212
0.02533,0.005984,699.0,Slovenia,SVN,SVN,20210212
0.058792,0.004262,3046.0,South Africa,ZAF,ZAF,20210212
0.009128,0.001965,2208.0,South Korea,KOR,KOR,20210212
0.004664,0.000837,6668.0,Spain,ESP,ESP,20210212
0.008418,0.004598,426.0,Sri Lanka,LKA,LKA,20210212
0.023711,0.006935,507.0,Sudan,SDN,SDN,20210212
0.004773,0.001026,4564.0,Sweden,SWE,SWE,20210212
0.016782,0.002725,2222.0,Switzerland,CHE,CHE,20210212
0.001455,0.000416,8357.0,Taiwan,TWN,TWN,20210212
0.04305,0.011329,347.0,Tanzania,TZA,TZA,20210212
0.006586,0.001082,5552.0,Thailand,THA,THA,20210212
0.00917,0.00258,1493.0,Tunisia,TUN,TUN,20210212
0.010034,0.001423,4941.0,Turkey,TUR,TUR,20210212
0.016056,0.001547,6679.0,Ukraine,UKR,UKR,20210212
0.021196,0.004759,577.0,United Arab Emirates,ARE,ARE,20210212
0.015111,0.00194,3906.0,United Kingdom,GBR,GBR,20210212
0.005518,0.001693,1884.0,Uruguay,URY,URY,20210212
0.011551,0.005518,404.0,Uzbekistan,UZB,UZB,20210212
0.009482,0.001956,2521.0,Venezuela,VEN,VEN,20210212
0.0051,0.000714,9867.0,Vietnam,VNM,VNM,20210212
0.014152,0.007717,256.0,Yemen,YEM,YEM,20210212
0.039347,0.010765,354.0,Afghanistan,AFG,AFG,20210213
0.030898,0.009067,351.0,Albania,ALB,ALB,20210213
0.022234,0.003531,1737.0,Algeria,DZA,DZA,20210213
0.022878,0.01096,215.0,Angola,AGO,AGO,20210213
0.008765,0.001018,8320.0,Argentina,ARG,ARG,20210213
0.038825,0.015233,161.0,Armenia,ARM,ARM,20210213
0.01187,0.001702,4582.0,Australia,AUS,AUS,20210213
0.027757,0.003681,1977.0,Austria,AUT,AUT,20210213
0.012367,0.005864,348.0,Azerbaijan,AZE,AZE,20210213
0.030993,0.004632,1471.0,Bangladesh,BGD,BGD,20210213
0.008767,0.002968,1018.0,Belarus,BLR,BLR,20210213
0.009701,0.002102,2164.0,Belgium,BEL,BEL,20210213
0.024405,0.003281,2172.0,Bolivia,BOL,BOL,20210213
0.041043,0.008882,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.017238,0.000932,19468.0,Brazil,BRA,BRA,20210213
0.01753,0.002878,2092.0,Bulgaria,BGR,BGR,20210213
0.002163,0.003179,142.0,Burkina Faso,BFA,BFA,20210213
0.015048,0.011181,130.0,Cambodia,KHM,KHM,20210213
0.045939,0.011628,326.0,Cameroon,CMR,CMR,20210213
0.016278,0.001602,6245.0,Canada,CAN,CAN,20210213
0.017431,0.002391,3045.0,Chile,CHL,CHL,20210213
0.019031,0.001602,7277.0,Colombia,COL,COL,20210213
0.030219,0.005776,888.0,Costa Rica,CRI,CRI,20210213
0.038291,0.010269,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.018655,0.003867,1217.0,Croatia,HRV,HRV,20210213
0.009951,0.001658,3601.0,Czech Republic,CZE,CZE,20210213
0.056962,0.016242,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.010604,0.002669,1464.0,Denmark,DNK,DNK,20210213
0.031603,0.005293,1223.0,Dominican Republic,DOM,DOM,20210213
0.023604,0.002639,3268.0,Ecuador,ECU,ECU,20210213
0.006084,0.001251,3869.0,Egypt,EGY,EGY,20210213
0.013854,0.003132,1397.0,El Salvador,SLV,SLV,20210213
0.163765,0.020231,363.0,Ethiopia,ETH,ETH,20210213
0.013756,0.004528,616.0,Finland,FIN,FIN,20210213
0.005365,0.000572,16374.0,France,FRA,FRA,20210213
0.01404,0.001056,12490.0,Germany,DEU,DEU,20210213
0.019422,0.004176,1063.0,Ghana,GHA,GHA,20210213
0.014004,0.002187,2892.0,Greece,GRC,GRC,20210213
0.035913,0.005399,1208.0,Guatemala,GTM,GTM,20210213
0.028043,0.012751,149.0,Haiti,HTI,HTI,20210213
0.034694,0.005498,1135.0,Honduras,HND,HND,20210213
0.001994,0.001629,796.0,Hong Kong,HKG,HKG,20210213
0.010312,0.001524,4426.0,Hungary,HUN,HUN,20210213
0.008694,0.000925,10213.0,India,IND,IND,20210213
0.044388,0.002574,6382.0,Indonesia,IDN,IDN,20210213
0.01738,0.002939,2105.0,Iraq,IRQ,IRQ,20210213
0.019301,0.004381,1005.0,Ireland,IRL,IRL,20210213
0.033706,0.00652,834.0,Israel,ISR,ISR,20210213
0.004917,0.000703,9834.0,Italy,ITA,ITA,20210213
0.002067,0.000238,36648.0,Japan,JPN,JPN,20210213
0.010069,0.002906,1159.0,Jordan,JOR,JOR,20210213
0.023331,0.00546,802.0,Kazakhstan,KAZ,KAZ,20210213
0.015617,0.003587,1181.0,Kenya,KEN,KEN,20210213
0.015285,0.006988,288.0,Kuwait,KWT,KWT,20210213
0.026303,0.009917,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.012035,0.003968,754.0,Lebanon,LBN,LBN,20210213
0.023731,0.006012,693.0,Libya,LBY,LBY,20210213
0.031016,0.003231,2909.0,Malaysia,MYS,MYS,20210213
0.061222,0.020274,140.0,Mali,MLI,MLI,20210213
0.008741,0.000671,19257.0,Mexico,MEX,MEX,20210213
0.029757,0.007152,538.0,Moldova,MDA,MDA,20210213
0.012893,0.004089,693.0,Morocco,MAR,MAR,20210213
0.038462,0.008447,534.0,Mozambique,MOZ,MOZ,20210213
0.010608,0.006863,221.0,Myanmar,MMR,MMR,20210213
0.006685,0.002673,890.0,Nepal,NPL,NPL,20210213
0.026034,0.002675,3513.0,Netherlands,NLD,NLD,20210213
0.013598,0.002771,1766.0,New Zealand,NZL,NZL,20210213
0.016306,0.004787,712.0,Nicaragua,NIC,NIC,20210213
0.027351,0.003628,2005.0,Nigeria,NGA,NGA,20210213
0.004171,0.001436,2045.0,Norway,NOR,NOR,20210213
0.035157,0.015429,120.0,Oman,OMN,OMN,20210213
0.037308,0.004725,1638.0,Pakistan,PAK,PAK,20210213
0.017582,0.006796,413.0,Palestine,PSE,PSE,20210213
0.015276,0.005272,563.0,Panama,PAN,PAN,20210213
0.018433,0.004499,931.0,Paraguay,PRY,PRY,20210213
0.019211,0.00203,4661.0,Peru,PER,PER,20210213
0.022326,0.001902,6103.0,Philippines,PHL,PHL,20210213
0.019685,0.002148,4140.0,Poland,POL,POL,20210213
0.001915,0.000675,4376.0,Portugal,PRT,PRT,20210213
0.019968,0.004853,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.026726,0.011664,208.0,Qatar,QAT,QAT,20210213
0.017104,0.002325,3092.0,Romania,ROU,ROU,20210213
0.014829,0.001616,5633.0,Russia,RUS,RUS,20210213
0.015079,0.00361,1210.0,Saudi Arabia,SAU,SAU,20210213
0.016242,0.01102,139.0,Senegal,SEN,SEN,20210213
0.025099,0.004061,1466.0,Serbia,SRB,SRB,20210213
0.002185,0.002298,451.0,Singapore,SGP,SGP,20210213
0.015379,0.003155,1507.0,Slovakia,SVK,SVK,20210213
0.023616,0.005747,705.0,Slovenia,SVN,SVN,20210213
0.054684,0.004057,3143.0,South Africa,ZAF,ZAF,20210213
0.007954,0.001778,2332.0,South Korea,KOR,KOR,20210213
0.005063,0.000861,6798.0,Spain,ESP,ESP,20210213
0.008556,0.004674,429.0,Sri Lanka,LKA,LKA,20210213
0.022501,0.006704,513.0,Sudan,SDN,SDN,20210213
0.004446,0.000981,4674.0,Sweden,SWE,SWE,20210213
0.017371,0.002725,2306.0,Switzerland,CHE,CHE,20210213
0.001507,0.000413,8687.0,Taiwan,TWN,TWN,20210213
0.033874,0.009501,377.0,Tanzania,TZA,TZA,20210213
0.008619,0.001252,5634.0,Thailand,THA,THA,20210213
0.009419,0.002551,1566.0,Tunisia,TUN,TUN,20210213
0.009777,0.001382,5078.0,Turkey,TUR,TUR,20210213
0.015075,0.001479,6890.0,Ukraine,UKR,UKR,20210213
0.022143,0.004928,606.0,United Arab Emirates,ARE,ARE,20210213
0.014209,0.001846,4034.0,United Kingdom,GBR,GBR,20210213
0.005804,0.001714,1927.0,Uruguay,URY,URY,20210213
0.00544,0.00334,427.0,Uzbekistan,UZB,UZB,20210213
0.01178,0.002163,2529.0,Venezuela,VEN,VEN,20210213
0.005521,0.000734,10126.0,Vietnam,VNM,VNM,20210213
0.010317,0.006841,259.0,Yemen,YEM,YEM,20210213
0.038446,0.010314,367.0,Afghanistan,AFG,AFG,20210214
0.027651,0.008682,351.0,Albania,ALB,ALB,20210214
0.021787,0.003476,1748.0,Algeria,DZA,DZA,20210214
0.024744,0.011294,218.0,Angola,AGO,AGO,20210214
0.009208,0.001046,8272.0,Argentina,ARG,ARG,20210214
0.036143,0.014192,172.0,Armenia,ARM,ARM,20210214
0.012311,0.001722,4670.0,Australia,AUS,AUS,20210214
0.027147,0.003612,2007.0,Austria,AUT,AUT,20210214
0.013353,0.006331,342.0,Azerbaijan,AZE,AZE,20210214
0.028575,0.004551,1431.0,Bangladesh,BGD,BGD,20210214
0.010142,0.003143,1025.0,Belarus,BLR,BLR,20210214
0.009312,0.00204,2213.0,Belgium,BEL,BEL,20210214
0.020338,0.00294,2182.0,Bolivia,BOL,BOL,20210214
0.035859,0.008196,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.016966,0.000917,19805.0,Brazil,BRA,BRA,20210214
0.019307,0.00303,2102.0,Bulgaria,BGR,BGR,20210214
0.002141,0.003147,146.0,Burkina Faso,BFA,BFA,20210214
0.016149,0.010911,143.0,Cambodia,KHM,KHM,20210214
0.040405,0.010888,325.0,Cameroon,CMR,CMR,20210214
0.015476,0.001562,6254.0,Canada,CAN,CAN,20210214
0.01801,0.002433,3036.0,Chile,CHL,CHL,20210214
0.017756,0.001557,7262.0,Colombia,COL,COL,20210214
0.030115,0.005697,907.0,Costa Rica,CRI,CRI,20210214
0.032666,0.009279,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.019763,0.003969,1227.0,Croatia,HRV,HRV,20210214
0.0093,0.001567,3768.0,Czech Republic,CZE,CZE,20210214
0.047968,0.014002,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.009574,0.002517,1497.0,Denmark,DNK,DNK,20210214
0.03194,0.00531,1228.0,Dominican Republic,DOM,DOM,20210214
0.026981,0.002828,3293.0,Ecuador,ECU,ECU,20210214
0.005609,0.001182,3990.0,Egypt,EGY,EGY,20210214
0.012243,0.00298,1367.0,El Salvador,SLV,SLV,20210214
0.157765,0.019572,378.0,Ethiopia,ETH,ETH,20210214
0.012361,0.004217,648.0,Finland,FIN,FIN,20210214
0.005628,0.00058,16728.0,France,FRA,FRA,20210214
0.014822,0.001069,12779.0,Germany,DEU,DEU,20210214
0.020954,0.004326,1066.0,Ghana,GHA,GHA,20210214
0.016143,0.002326,2954.0,Greece,GRC,GRC,20210214
0.037614,0.005353,1241.0,Guatemala,GTM,GTM,20210214
0.037266,0.0151,155.0,Haiti,HTI,HTI,20210214
0.034049,0.005512,1097.0,Honduras,HND,HND,20210214
0.003412,0.002168,805.0,Hong Kong,HKG,HKG,20210214
0.008951,0.001408,4529.0,Hungary,HUN,HUN,20210214
0.009862,0.000978,10276.0,India,IND,IND,20210214
0.045509,0.002563,6608.0,Indonesia,IDN,IDN,20210214
0.018362,0.002909,2215.0,Iraq,IRQ,IRQ,20210214
0.017401,0.004163,1024.0,Ireland,IRL,IRL,20210214
0.022,0.005328,813.0,Israel,ISR,ISR,20210214
0.005422,0.000732,9966.0,Italy,ITA,ITA,20210214
0.001872,0.000225,37380.0,Japan,JPN,JPN,20210214
0.009806,0.002838,1180.0,Jordan,JOR,JOR,20210214
0.022683,0.005308,816.0,Kazakhstan,KAZ,KAZ,20210214
0.014554,0.003469,1187.0,Kenya,KEN,KEN,20210214
0.017947,0.007774,279.0,Kuwait,KWT,KWT,20210214
0.018446,0.008454,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.037478,0.018435,108.0,Laos,LAO,LAO,20210214
0.015684,0.004599,733.0,Lebanon,LBN,LBN,20210214
0.024558,0.005937,718.0,Libya,LBY,LBY,20210214
0.032874,0.0033,2940.0,Malaysia,MYS,MYS,20210214
0.057511,0.019531,136.0,Mali,MLI,MLI,20210214
0.008554,0.000664,19212.0,Mexico,MEX,MEX,20210214
0.030848,0.007191,556.0,Moldova,MDA,MDA,20210214
0.015103,0.004435,694.0,Morocco,MAR,MAR,20210214
0.039712,0.008582,535.0,Mozambique,MOZ,MOZ,20210214
0.010834,0.007009,220.0,Myanmar,MMR,MMR,20210214
0.005956,0.002452,913.0,Nepal,NPL,NPL,20210214
0.02358,0.002487,3671.0,Netherlands,NLD,NLD,20210214
0.01354,0.002586,2019.0,New Zealand,NZL,NZL,20210214
0.022096,0.005536,707.0,Nicaragua,NIC,NIC,20210214
