smoothed_trust_govt,smoothed_trust_govt_se,sample_size,country,iso_code,gid_0,survey_date
0.487594,0.03388,207.0,Laos,LAO,LAO,20210102
0.281079,0.012213,1366.0,Lebanon,LBN,LBN,20210102
0.412518,0.013894,1259.0,Libya,LBY,LBY,20210102
0.265013,0.039227,128.0,Madagascar,MDG,MDG,20210102
0.548123,0.006765,5425.0,Malaysia,MYS,MYS,20210102
0.452323,0.031559,245.0,Mali,MLI,MLI,20210102
0.582992,0.00195,63979.0,Mexico,MEX,MEX,20210102
0.235991,0.016356,690.0,Moldova,MDA,MDA,20210102
0.442186,0.012465,1590.0,Morocco,MAR,MAR,20210102
0.553933,0.027227,327.0,Mozambique,MOZ,MOZ,20210102
0.717865,0.010779,1745.0,Myanmar,MMR,MMR,20210102
0.574797,0.011693,1788.0,Nepal,NPL,NPL,20210102
0.28345,0.003897,13427.0,Netherlands,NLD,NLD,20210102
0.489091,0.008089,3840.0,New Zealand,NZL,NZL,20210102
0.411186,0.01227,1615.0,Nicaragua,NIC,NIC,20210102
0.458921,0.008045,3839.0,Nigeria,NGA,NGA,20210102
0.538431,0.005334,8747.0,Norway,NOR,NOR,20210102
0.545944,0.030845,265.0,Oman,OMN,OMN,20210102
0.554724,0.007478,4409.0,Pakistan,PAK,PAK,20210102
0.38705,0.015836,955.0,Palestine,PSE,PSE,20210102
0.443752,0.011348,1931.0,Panama,PAN,PAN,20210102
0.393378,0.012095,1653.0,Paraguay,PRY,PRY,20210102
0.461947,0.006215,6451.0,Peru,PER,PER,20210102
0.424388,0.0048,10604.0,Philippines,PHL,PHL,20210102
0.232723,0.004121,10539.0,Poland,POL,POL,20210102
0.53946,0.004861,10597.0,Portugal,PRT,PRT,20210102
0.58671,0.00802,3777.0,"Puerto Rico, U.S.",PRI,PRI,20210102
0.582312,0.022304,490.0,Qatar,QAT,QAT,20210102
0.29743,0.005009,8338.0,Romania,ROU,ROU,20210102
0.186605,0.004321,8128.0,Russia,RUS,RUS,20210102
0.549282,0.010123,2423.0,Saudi Arabia,SAU,SAU,20210102
0.391034,0.034255,211.0,Senegal,SEN,SEN,20210102
0.202168,0.008442,2298.0,Serbia,SRB,SRB,20210102
0.553441,0.013465,1395.0,Singapore,SGP,SGP,20210102
0.303602,0.007119,4339.0,Slovakia,SVK,SVK,20210102
0.236095,0.011097,1470.0,Slovenia,SVN,SVN,20210102
0.390947,0.004887,10004.0,South Africa,ZAF,ZAF,20210102
0.601658,0.006691,5375.0,South Korea,KOR,KOR,20210102
0.464473,0.003448,20958.0,Spain,ESP,ESP,20210102
0.621353,0.015608,972.0,Sri Lanka,LKA,LKA,20210102
0.374851,0.013202,1356.0,Sudan,SDN,SDN,20210102
0.476577,0.003286,23118.0,Sweden,SWE,SWE,20210102
0.328306,0.006364,5454.0,Switzerland,CHE,CHE,20210102
0.384285,0.004178,13570.0,Taiwan,TWN,TWN,20210102
0.522521,0.028609,293.0,Tanzania,TZA,TZA,20210102
0.553686,0.003499,20214.0,Thailand,THA,THA,20210102
0.38732,0.011247,1878.0,Tunisia,TUN,TUN,20210102
0.405266,0.00415,14024.0,Turkey,TUR,TUR,20210102
0.23404,0.004403,9240.0,Ukraine,UKR,UKR,20210102
0.555009,0.011043,2077.0,United Arab Emirates,ARE,ARE,20210102
0.395653,0.003099,24905.0,United Kingdom,GBR,GBR,20210102
0.475347,0.007308,4968.0,Uruguay,URY,URY,20210102
0.309239,0.020986,493.0,Uzbekistan,UZB,UZB,20210102
0.378372,0.006756,5163.0,Venezuela,VEN,VEN,20210102
0.647423,0.004455,11515.0,Vietnam,VNM,VNM,20210102
0.28659,0.020407,501.0,Yemen,YEM,YEM,20210102
0.495201,0.02011,622.0,Afghanistan,AFG,AFG,20210104
0.430265,0.022668,492.0,Albania,ALB,ALB,20210104
0.311227,0.010215,2072.0,Algeria,DZA,DZA,20210104
0.509711,0.026083,370.0,Angola,AGO,AGO,20210104
0.406271,0.003567,18972.0,Argentina,ARG,ARG,20210104
0.30344,0.029511,237.0,Armenia,ARM,ARM,20210104
0.463527,0.004352,13304.0,Australia,AUS,AUS,20210104
0.327763,0.006342,5518.0,Austria,AUT,AUT,20210104
0.248503,0.017781,596.0,Azerbaijan,AZE,AZE,20210104
0.604814,0.009166,2861.0,Bangladesh,BGD,BGD,20210104
0.145831,0.008385,1778.0,Belarus,BLR,BLR,20210104
0.317161,0.006159,5723.0,Belgium,BEL,BEL,20210104
0.437213,0.045295,116.0,Benin,BEN,BEN,20210104
0.378667,0.007219,4578.0,Bolivia,BOL,BOL,20210104
0.215308,0.01422,866.0,Bosnia and Herzegovina,BIH,BIH,20210104
0.537339,0.001633,93244.0,Brazil,BRA,BRA,20210104
0.316069,0.008987,2682.0,Bulgaria,BGR,BGR,20210104
0.343916,0.030067,253.0,Burkina Faso,BFA,BFA,20210104
0.491868,0.028675,290.0,Cambodia,KHM,KHM,20210104
0.346308,0.027826,293.0,Cameroon,CMR,CMR,20210104
0.424248,0.003524,19856.0,Canada,CAN,CAN,20210104
0.448598,0.005143,9365.0,Chile,CHL,CHL,20210104
0.517852,0.003647,18814.0,Colombia,COL,COL,20210104
0.647566,0.007793,3770.0,Costa Rica,CRI,CRI,20210104
0.409574,0.023587,441.0,C̫te d'Ivoire,CIV,CIV,20210104
0.171447,0.007246,2711.0,Croatia,HRV,HRV,20210104
0.262076,0.005267,7178.0,Czech Republic,CZE,CZE,20210104
0.411106,0.038876,161.0,Democratic Republic of the Congo,COD,COD,20210104
0.549177,0.00486,11007.0,Denmark,DNK,DNK,20210104
0.407094,0.009304,2790.0,Dominican Republic,DOM,DOM,20210104
0.437497,0.006342,6142.0,Ecuador,ECU,ECU,20210104
0.376531,0.004792,10267.0,Egypt,EGY,EGY,20210104
0.537305,0.009204,2977.0,El Salvador,SLV,SLV,20210104
0.63327,0.021756,482.0,Ethiopia,ETH,ETH,20210104
0.528374,0.009153,3020.0,Finland,FIN,FIN,20210104
0.31304,0.002687,29846.0,France,FRA,FRA,20210104
0.338308,0.002519,35311.0,Germany,DEU,DEU,20210104
0.479482,0.014913,1118.0,Ghana,GHA,GHA,20210104
0.34001,0.006723,4990.0,Greece,GRC,GRC,20210104
0.500117,0.009617,2716.0,Guatemala,GTM,GTM,20210104
0.270435,0.028939,236.0,Haiti,HTI,HTI,20210104
0.423277,0.010831,2120.0,Honduras,HND,HND,20210104
0.332437,0.010788,1937.0,Hong Kong,HKG,HKG,20210104
0.15814,0.003455,11506.0,Hungary,HUN,HUN,20210104
0.624049,0.003105,24348.0,India,IND,IND,20210104
0.376532,0.003896,15454.0,Indonesia,IDN,IDN,20210104
0.353955,0.008605,3071.0,Iraq,IRQ,IRQ,20210104
0.457522,0.006559,6256.0,Ireland,IRL,IRL,20210104
0.474903,0.006309,6581.0,Israel,ISR,ISR,20210104
0.436586,0.002559,37612.0,Italy,ITA,ITA,20210104
0.482792,0.001955,65444.0,Japan,JPN,JPN,20210104
0.288661,0.009706,2188.0,Jordan,JOR,JOR,20210104
0.207621,0.013842,860.0,Kazakhstan,KAZ,KAZ,20210104
0.542181,0.009155,2964.0,Kenya,KEN,KEN,20210104
0.517925,0.022189,515.0,Kuwait,KWT,KWT,20210104
0.313331,0.025022,356.0,Kyrgyzstan,KGZ,KGZ,20210104
0.475901,0.033249,217.0,Laos,LAO,LAO,20210104
0.278185,0.011512,1539.0,Lebanon,LBN,LBN,20210104
0.418612,0.013679,1300.0,Libya,LBY,LBY,20210104
0.250488,0.038636,129.0,Madagascar,MDG,MDG,20210104
0.545053,0.006671,5586.0,Malaysia,MYS,MYS,20210104
0.479218,0.031741,246.0,Mali,MLI,MLI,20210104
0.577766,0.001935,65191.0,Mexico,MEX,MEX,20210104
0.220338,0.015278,743.0,Moldova,MDA,MDA,20210104
0.433001,0.012453,1588.0,Morocco,MAR,MAR,20210104
0.573295,0.025926,354.0,Mozambique,MOZ,MOZ,20210104
0.7186,0.010718,1761.0,Myanmar,MMR,MMR,20210104
0.573768,0.011687,1785.0,Nepal,NPL,NPL,20210104
0.285782,0.003824,14012.0,Netherlands,NLD,NLD,20210104
0.487997,0.007932,4056.0,New Zealand,NZL,NZL,20210104
0.425224,0.012101,1686.0,Nicaragua,NIC,NIC,20210104
0.456165,0.008091,3790.0,Nigeria,NGA,NGA,20210104
0.542527,0.005174,9281.0,Norway,NOR,NOR,20210104
0.551976,0.031572,254.0,Oman,OMN,OMN,20210104
0.549994,0.007527,4363.0,Pakistan,PAK,PAK,20210104
0.40867,0.016105,937.0,Palestine,PSE,PSE,20210104
0.428415,0.01147,1880.0,Panama,PAN,PAN,20210104
0.386999,0.011854,1682.0,Paraguay,PRY,PRY,20210104
0.46626,0.006006,6912.0,Peru,PER,PER,20210104
0.430753,0.004802,10647.0,Philippines,PHL,PHL,20210104
0.23056,0.00407,10737.0,Poland,POL,POL,20210104
0.539211,0.004953,10767.0,Portugal,PRT,PRT,20210104
0.586361,0.007994,3795.0,"Puerto Rico, U.S.",PRI,PRI,20210104
0.558637,0.022594,495.0,Qatar,QAT,QAT,20210104
0.298334,0.004942,8574.0,Romania,ROU,ROU,20210104
0.187197,0.004228,8509.0,Russia,RUS,RUS,20210104
0.540818,0.010257,2368.0,Saudi Arabia,SAU,SAU,20210104
0.397102,0.032902,228.0,Senegal,SEN,SEN,20210104
0.202828,0.008367,2342.0,Serbia,SRB,SRB,20210104
0.539567,0.013182,1469.0,Singapore,SGP,SGP,20210104
0.309437,0.006821,4658.0,Slovakia,SVK,SVK,20210104
0.244053,0.011109,1503.0,Slovenia,SVN,SVN,20210104
0.386635,0.004712,10731.0,South Africa,ZAF,ZAF,20210104
0.601594,0.006685,5384.0,South Korea,KOR,KOR,20210104
0.465235,0.003391,21685.0,Spain,ESP,ESP,20210104
0.612369,0.015624,977.0,Sri Lanka,LKA,LKA,20210104
0.377986,0.013167,1356.0,Sudan,SDN,SDN,20210104
0.477727,0.003251,23613.0,Sweden,SWE,SWE,20210104
0.328379,0.006306,5556.0,Switzerland,CHE,CHE,20210104
0.380488,0.004187,13495.0,Taiwan,TWN,TWN,20210104
0.50479,0.027787,317.0,Tanzania,TZA,TZA,20210104
0.572847,0.00331,22373.0,Thailand,THA,THA,20210104
0.380926,0.010921,1978.0,Tunisia,TUN,TUN,20210104
0.406071,0.004138,14102.0,Turkey,TUR,TUR,20210104
0.217725,0.0042,9690.0,Ukraine,UKR,UKR,20210104
0.558684,0.010912,2104.0,United Arab Emirates,ARE,ARE,20210104
0.396045,0.00304,25902.0,United Kingdom,GBR,GBR,20210104
0.460837,0.007102,4940.0,Uruguay,URY,URY,20210104
0.31429,0.01981,557.0,Uzbekistan,UZB,UZB,20210104
0.367938,0.006568,5421.0,Venezuela,VEN,VEN,20210104
0.646689,0.004411,11767.0,Vietnam,VNM,VNM,20210104
0.2969,0.020652,500.0,Yemen,YEM,YEM,20210104
0.490791,0.020231,613.0,Afghanistan,AFG,AFG,20210105
0.40917,0.022155,506.0,Albania,ALB,ALB,20210105
0.308852,0.010185,2076.0,Algeria,DZA,DZA,20210105
0.497579,0.026475,357.0,Angola,AGO,AGO,20210105
0.39781,0.003503,19545.0,Argentina,ARG,ARG,20210105
0.29074,0.028308,251.0,Armenia,ARM,ARM,20210105
0.462112,0.004315,13529.0,Australia,AUS,AUS,20210105
0.320514,0.006236,5638.0,Austria,AUT,AUT,20210105
0.265436,0.018323,602.0,Azerbaijan,AZE,AZE,20210105
0.612747,0.009181,2832.0,Bangladesh,BGD,BGD,20210105
0.133534,0.007952,1826.0,Belarus,BLR,BLR,20210105
0.310425,0.006104,5750.0,Belgium,BEL,BEL,20210105
0.436458,0.043176,130.0,Benin,BEN,BEN,20210105
0.377526,0.007134,4682.0,Bolivia,BOL,BOL,20210105
0.215226,0.014245,859.0,Bosnia and Herzegovina,BIH,BIH,20210105
0.535685,0.001625,94226.0,Brazil,BRA,BRA,20210105
0.311129,0.008904,2710.0,Bulgaria,BGR,BGR,20210105
0.311702,0.029184,253.0,Burkina Faso,BFA,BFA,20210105
0.493892,0.028647,289.0,Cambodia,KHM,KHM,20210105
0.343811,0.027719,294.0,Cameroon,CMR,CMR,20210105
0.424581,0.003522,19880.0,Canada,CAN,CAN,20210105
0.448426,0.005136,9388.0,Chile,CHL,CHL,20210105
0.518168,0.003608,19214.0,Colombia,COL,COL,20210105
0.642124,0.007795,3796.0,Costa Rica,CRI,CRI,20210105
0.407171,0.022851,469.0,C̫te d'Ivoire,CIV,CIV,20210105
0.172745,0.007113,2831.0,Croatia,HRV,HRV,20210105
0.25984,0.005223,7253.0,Czech Republic,CZE,CZE,20210105
0.427279,0.036364,189.0,Democratic Republic of the Congo,COD,COD,20210105
0.552024,0.004795,11276.0,Denmark,DNK,DNK,20210105
0.406142,0.009138,2889.0,Dominican Republic,DOM,DOM,20210105
0.428255,0.006288,6214.0,Ecuador,ECU,ECU,20210105
0.376087,0.004797,10242.0,Egypt,EGY,EGY,20210105
0.527698,0.00904,3089.0,El Salvador,SLV,SLV,20210105
0.632345,0.021367,501.0,Ethiopia,ETH,ETH,20210105
0.529852,0.009175,3003.0,Finland,FIN,FIN,20210105
0.31573,0.002672,30283.0,France,FRA,FRA,20210105
0.336567,0.002515,35339.0,Germany,DEU,DEU,20210105
0.480716,0.015036,1099.0,Ghana,GHA,GHA,20210105
0.338414,0.006689,5029.0,Greece,GRC,GRC,20210105
0.505565,0.009399,2843.0,Guatemala,GTM,GTM,20210105
0.275692,0.02986,228.0,Haiti,HTI,HTI,20210105
0.417584,0.010744,2151.0,Honduras,HND,HND,20210105
0.333453,0.01089,1905.0,Hong Kong,HKG,HKG,20210105
0.159849,0.003447,11696.0,Hungary,HUN,HUN,20210105
0.622341,0.003122,24113.0,India,IND,IND,20210105
0.383627,0.003897,15569.0,Indonesia,IDN,IDN,20210105
0.34866,0.008562,3094.0,Iraq,IRQ,IRQ,20210105
0.463667,0.006461,6445.0,Ireland,IRL,IRL,20210105
0.473742,0.006236,6715.0,Israel,ISR,ISR,20210105
0.439845,0.002544,38130.0,Italy,ITA,ITA,20210105
0.480535,0.001939,66515.0,Japan,JPN,JPN,20210105
0.288954,0.009744,2165.0,Jordan,JOR,JOR,20210105
0.203616,0.013487,894.0,Kazakhstan,KAZ,KAZ,20210105
0.546249,0.009062,3016.0,Kenya,KEN,KEN,20210105
0.52659,0.022667,491.0,Kuwait,KWT,KWT,20210105
0.297379,0.024269,370.0,Kyrgyzstan,KGZ,KGZ,20210105
0.444455,0.032971,224.0,Laos,LAO,LAO,20210105
0.277024,0.011277,1601.0,Lebanon,LBN,LBN,20210105
0.404633,0.013506,1322.0,Libya,LBY,LBY,20210105
0.263984,0.039169,129.0,Madagascar,MDG,MDG,20210105
0.542562,0.006588,5731.0,Malaysia,MYS,MYS,20210105
0.481349,0.031539,248.0,Mali,MLI,MLI,20210105
0.574791,0.001935,65321.0,Mexico,MEX,MEX,20210105
0.21661,0.015028,757.0,Moldova,MDA,MDA,20210105
0.410841,0.012337,1590.0,Morocco,MAR,MAR,20210105
0.587602,0.025618,362.0,Mozambique,MOZ,MOZ,20210105
0.718596,0.010598,1798.0,Myanmar,MMR,MMR,20210105
0.580697,0.011578,1811.0,Nepal,NPL,NPL,20210105
0.287544,0.003813,14102.0,Netherlands,NLD,NLD,20210105
0.483854,0.007851,4149.0,New Zealand,NZL,NZL,20210105
0.421283,0.012043,1698.0,Nicaragua,NIC,NIC,20210105
0.457594,0.008054,3826.0,Nigeria,NGA,NGA,20210105
0.54132,0.005098,9592.0,Norway,NOR,NOR,20210105
0.562402,0.031003,261.0,Oman,OMN,OMN,20210105
0.545818,0.007584,4304.0,Pakistan,PAK,PAK,20210105
0.404291,0.016215,931.0,Palestine,PSE,PSE,20210105
0.429182,0.011363,1925.0,Panama,PAN,PAN,20210105
0.387132,0.01175,1723.0,Paraguay,PRY,PRY,20210105
0.464867,0.005867,7239.0,Peru,PER,PER,20210105
0.430083,0.004767,10802.0,Philippines,PHL,PHL,20210105
0.230037,0.004063,10759.0,Poland,POL,POL,20210105
0.535621,0.004962,10731.0,Portugal,PRT,PRT,20210105
0.580681,0.007902,3894.0,"Puerto Rico, U.S.",PRI,PRI,20210105
0.56291,0.023001,475.0,Qatar,QAT,QAT,20210105
0.299711,0.004932,8634.0,Romania,ROU,ROU,20210105
0.192322,0.004196,8812.0,Russia,RUS,RUS,20210105
0.535548,0.010332,2337.0,Saudi Arabia,SAU,SAU,20210105
0.399871,0.034029,216.0,Senegal,SEN,SEN,20210105
0.195572,0.008275,2320.0,Serbia,SRB,SRB,20210105
0.540478,0.01332,1438.0,Singapore,SGP,SGP,20210105
0.3117,0.006653,4854.0,Slovakia,SVK,SVK,20210105
0.24033,0.01093,1536.0,Slovenia,SVN,SVN,20210105
0.382454,0.004648,10974.0,South Africa,ZAF,ZAF,20210105
0.605424,0.006645,5431.0,South Korea,KOR,KOR,20210105
0.459251,0.003367,21924.0,Spain,ESP,ESP,20210105
0.619254,0.015553,978.0,Sri Lanka,LKA,LKA,20210105
0.38135,0.013373,1320.0,Sudan,SDN,SDN,20210105
0.480582,0.00325,23682.0,Sweden,SWE,SWE,20210105
0.32802,0.006231,5686.0,Switzerland,CHE,CHE,20210105
0.381151,0.004187,13526.0,Taiwan,TWN,TWN,20210105
0.513012,0.027147,331.0,Tanzania,TZA,TZA,20210105
0.575468,0.003239,23338.0,Thailand,THA,THA,20210105
0.395108,0.010763,2063.0,Tunisia,TUN,TUN,20210105
0.406675,0.004159,13961.0,Turkey,TUR,TUR,20210105
0.214533,0.00415,9847.0,Ukraine,UKR,UKR,20210105
0.560348,0.010836,2131.0,United Arab Emirates,ARE,ARE,20210105
0.398844,0.003042,25937.0,United Kingdom,GBR,GBR,20210105
0.466155,0.007092,4960.0,Uruguay,URY,URY,20210105
0.328913,0.019461,590.0,Uzbekistan,UZB,UZB,20210105
0.361568,0.006465,5559.0,Venezuela,VEN,VEN,20210105
0.643745,0.004463,11540.0,Vietnam,VNM,VNM,20210105
0.304136,0.020532,515.0,Yemen,YEM,YEM,20210105
0.514608,0.019871,621.0,Afghanistan,AFG,AFG,20210106
0.395005,0.022094,512.0,Albania,ALB,ALB,20210106
0.309448,0.010175,2079.0,Algeria,DZA,DZA,20210106
0.474644,0.027112,338.0,Angola,AGO,AGO,20210106
0.39392,0.003422,20407.0,Argentina,ARG,ARG,20210106
0.303198,0.027949,264.0,Armenia,ARM,ARM,20210106
0.463104,0.004291,13578.0,Australia,AUS,AUS,20210106
0.318656,0.006157,5745.0,Austria,AUT,AUT,20210106
0.251631,0.017772,618.0,Azerbaijan,AZE,AZE,20210106
0.604033,0.009179,2846.0,Bangladesh,BGD,BGD,20210106
0.129578,0.007865,1840.0,Belarus,BLR,BLR,20210106
0.310591,0.006096,5766.0,Belgium,BEL,BEL,20210106
0.4362,0.043181,129.0,Benin,BEN,BEN,20210106
0.370907,0.006989,4867.0,Bolivia,BOL,BOL,20210106
0.215438,0.013934,897.0,Bosnia and Herzegovina,BIH,BIH,20210106
0.53592,0.001614,95525.0,Brazil,BRA,BRA,20210106
0.300876,0.008827,2704.0,Bulgaria,BGR,BGR,20210106
0.330512,0.029468,254.0,Burkina Faso,BFA,BFA,20210106
0.488356,0.028418,293.0,Cambodia,KHM,KHM,20210106
0.303612,0.025097,324.0,Cameroon,CMR,CMR,20210106
0.420939,0.003535,19727.0,Canada,CAN,CAN,20210106
0.445378,0.005087,9559.0,Chile,CHL,CHL,20210106
0.518555,0.003554,19790.0,Colombia,COL,COL,20210106
0.645489,0.007754,3821.0,Costa Rica,CRI,CRI,20210106
0.41852,0.022508,486.0,C̫te d'Ivoire,CIV,CIV,20210106
0.175342,0.007101,2877.0,Croatia,HRV,HRV,20210106
0.263356,0.005228,7320.0,Czech Republic,CZE,CZE,20210106
0.407546,0.034232,207.0,Democratic Republic of the Congo,COD,COD,20210106
0.550603,0.004747,11483.0,Denmark,DNK,DNK,20210106
0.406766,0.009093,2917.0,Dominican Republic,DOM,DOM,20210106
0.425366,0.006175,6429.0,Ecuador,ECU,ECU,20210106
0.375191,0.004796,10269.0,Egypt,EGY,EGY,20210106
0.523465,0.008968,3164.0,El Salvador,SLV,SLV,20210106
0.664904,0.021567,481.0,Ethiopia,ETH,ETH,20210106
0.524071,0.009196,2994.0,Finland,FIN,FIN,20210106
0.318037,0.00267,30457.0,France,FRA,FRA,20210106
0.334339,0.002506,35468.0,Germany,DEU,DEU,20210106
0.471719,0.015107,1089.0,Ghana,GHA,GHA,20210106
0.337844,0.006611,5136.0,Greece,GRC,GRC,20210106
0.494923,0.009251,2939.0,Guatemala,GTM,GTM,20210106
0.377613,0.049409,104.0,Guinea,GIN,GIN,20210106
0.238297,0.027549,243.0,Haiti,HTI,HTI,20210106
0.411448,0.010546,2210.0,Honduras,HND,HND,20210106
0.339501,0.010952,1898.0,Hong Kong,HKG,HKG,20210106
0.165374,0.003481,11814.0,Hungary,HUN,HUN,20210106
0.619937,0.003135,23985.0,India,IND,IND,20210106
0.385968,0.003872,15818.0,Indonesia,IDN,IDN,20210106
0.35041,0.008544,3108.0,Iraq,IRQ,IRQ,20210106
0.469002,0.006246,6450.0,Ireland,IRL,IRL,20210106
0.470706,0.0064,6347.0,Israel,ISR,ISR,20210106
0.441472,0.002528,38622.0,Italy,ITA,ITA,20210106
0.481079,0.001926,67405.0,Japan,JPN,JPN,20210106
0.295418,0.009927,2124.0,Jordan,JOR,JOR,20210106
0.205425,0.013298,927.0,Kazakhstan,KAZ,KAZ,20210106
0.546188,0.009086,2999.0,Kenya,KEN,KEN,20210106
0.517422,0.022667,488.0,Kuwait,KWT,KWT,20210106
0.314631,0.023512,401.0,Kyrgyzstan,KGZ,KGZ,20210106
0.456553,0.032757,225.0,Laos,LAO,LAO,20210106
0.270484,0.010791,1722.0,Lebanon,LBN,LBN,20210106
0.414737,0.013589,1308.0,Libya,LBY,LBY,20210106
0.296366,0.04037,130.0,Madagascar,MDG,MDG,20210106
0.542554,0.006465,5950.0,Malaysia,MYS,MYS,20210106
0.474091,0.031578,243.0,Mali,MLI,MLI,20210106
0.573704,0.001931,65549.0,Mexico,MEX,MEX,20210106
0.224693,0.014924,788.0,Moldova,MDA,MDA,20210106
0.41659,0.012241,1619.0,Morocco,MAR,MAR,20210106
0.566565,0.024525,406.0,Mozambique,MOZ,MOZ,20210106
0.719738,0.01055,1811.0,Myanmar,MMR,MMR,20210106
0.587968,0.01156,1800.0,Nepal,NPL,NPL,20210106
0.283171,0.003788,14164.0,Netherlands,NLD,NLD,20210106
0.487376,0.00776,4236.0,New Zealand,NZL,NZL,20210106
0.421714,0.011896,1744.0,Nicaragua,NIC,NIC,20210106
0.46553,0.008086,3807.0,Nigeria,NGA,NGA,20210106
0.536579,0.005018,9907.0,Norway,NOR,NOR,20210106
0.591624,0.030591,262.0,Oman,OMN,OMN,20210106
0.541983,0.007642,4244.0,Pakistan,PAK,PAK,20210106
0.421648,0.016506,919.0,Palestine,PSE,PSE,20210106
0.441406,0.011182,1984.0,Panama,PAN,PAN,20210106
0.382753,0.011642,1749.0,Paraguay,PRY,PRY,20210106
0.466312,0.005763,7507.0,Peru,PER,PER,20210106
0.425005,0.004717,10994.0,Philippines,PHL,PHL,20210106
0.232684,0.004064,10842.0,Poland,POL,POL,20210106
0.537603,0.00495,10820.0,Portugal,PRT,PRT,20210106
0.594254,0.007862,3901.0,"Puerto Rico, U.S.",PRI,PRI,20210106
0.556808,0.022691,493.0,Qatar,QAT,QAT,20210106
0.295929,0.004908,8654.0,Romania,ROU,ROU,20210106
0.186591,0.004076,9125.0,Russia,RUS,RUS,20210106
0.538775,0.010429,2293.0,Saudi Arabia,SAU,SAU,20210106
0.354471,0.032092,224.0,Senegal,SEN,SEN,20210106
0.208153,0.008354,2365.0,Serbia,SRB,SRB,20210106
0.547153,0.013294,1439.0,Singapore,SGP,SGP,20210106
0.312757,0.006586,4959.0,Slovakia,SVK,SVK,20210106
0.238689,0.010933,1533.0,Slovenia,SVN,SVN,20210106
0.380424,0.004561,11349.0,South Africa,ZAF,ZAF,20210106
0.607968,0.006602,5476.0,South Korea,KOR,KOR,20210106
0.460314,0.003361,22031.0,Spain,ESP,ESP,20210106
0.611966,0.015314,1016.0,Sri Lanka,LKA,LKA,20210106
0.394166,0.013355,1337.0,Sudan,SDN,SDN,20210106
0.483246,0.003238,23878.0,Sweden,SWE,SWE,20210106
0.328584,0.006193,5760.0,Switzerland,CHE,CHE,20210106
0.381399,0.0042,13447.0,Taiwan,TWN,TWN,20210106
0.537084,0.026635,342.0,Tanzania,TZA,TZA,20210106
0.575048,0.003162,24465.0,Thailand,THA,THA,20210106
0.393014,0.010589,2127.0,Tunisia,TUN,TUN,20210106
0.399297,0.004175,13765.0,Turkey,TUR,TUR,20210106
0.214038,0.004112,10015.0,Ukraine,UKR,UKR,20210106
0.560586,0.010779,2148.0,United Arab Emirates,ARE,ARE,20210106
0.397078,0.003054,25699.0,United Kingdom,GBR,GBR,20210106
0.466383,0.007054,5013.0,Uruguay,URY,URY,20210106
0.326796,0.019005,616.0,Uzbekistan,UZB,UZB,20210106
0.366303,0.006391,5708.0,Venezuela,VEN,VEN,20210106
0.644601,0.004463,11521.0,Vietnam,VNM,VNM,20210106
0.300537,0.019928,534.0,Yemen,YEM,YEM,20210106
0.499763,0.020143,609.0,Afghanistan,AFG,AFG,20210107
0.397196,0.021471,537.0,Albania,ALB,ALB,20210107
0.30492,0.010114,2084.0,Algeria,DZA,DZA,20210107
0.468925,0.027125,339.0,Angola,AGO,AGO,20210107
0.388764,0.003324,21530.0,Argentina,ARG,ARG,20210107
0.31464,0.026833,294.0,Armenia,ARM,ARM,20210107
0.466382,0.004237,13925.0,Australia,AUS,AUS,20210107
0.317925,0.006066,5912.0,Austria,AUT,AUT,20210107
0.242539,0.017161,652.0,Azerbaijan,AZE,AZE,20210107
0.591739,0.009144,2893.0,Bangladesh,BGD,BGD,20210107
0.121497,0.007422,1933.0,Belarus,BLR,BLR,20210107
0.314062,0.006074,5889.0,Belgium,BEL,BEL,20210107
0.413852,0.042168,134.0,Benin,BEN,BEN,20210107
0.368049,0.00677,5164.0,Bolivia,BOL,BOL,20210107
0.219012,0.013948,905.0,Bosnia and Herzegovina,BIH,BIH,20210107
0.536743,0.001587,98763.0,Brazil,BRA,BRA,20210107
0.308373,0.008844,2734.0,Bulgaria,BGR,BGR,20210107
0.331125,0.028847,264.0,Burkina Faso,BFA,BFA,20210107
0.520226,0.027743,301.0,Cambodia,KHM,KHM,20210107
0.308934,0.024913,333.0,Cameroon,CMR,CMR,20210107
0.422745,0.003533,19780.0,Canada,CAN,CAN,20210107
0.445525,0.00502,9814.0,Chile,CHL,CHL,20210107
0.514083,0.003458,20900.0,Colombia,COL,COL,20210107
0.641767,0.007748,3848.0,Costa Rica,CRI,CRI,20210107
0.407382,0.022456,485.0,C̫te d'Ivoire,CIV,CIV,20210107
0.169072,0.006945,2918.0,Croatia,HRV,HRV,20210107
0.265306,0.005162,7526.0,Czech Republic,CZE,CZE,20210107
0.393478,0.032474,228.0,Democratic Republic of the Congo,COD,COD,20210107
0.544165,0.004777,11939.0,Denmark,DNK,DNK,20210107
0.402687,0.008946,3008.0,Dominican Republic,DOM,DOM,20210107
0.417246,0.006021,6725.0,Ecuador,ECU,ECU,20210107
0.374232,0.00478,10328.0,Egypt,EGY,EGY,20210107
0.530598,0.008707,3315.0,El Salvador,SLV,SLV,20210107
0.653399,0.023007,431.0,Ethiopia,ETH,ETH,20210107
0.521512,0.009142,3032.0,Finland,FIN,FIN,20210107
0.321617,0.002634,31473.0,France,FRA,FRA,20210107
0.333582,0.002474,36327.0,Germany,DEU,DEU,20210107
