smoothed_trust_healthcare,smoothed_trust_healthcare_se,sample_size,country,iso_code,gid_0,survey_date
0.400157,0.028334,310.0,Cambodia,KHM,KHM,20210116
0.347627,0.027194,311.0,Cameroon,CMR,CMR,20210116
0.51509,0.003544,19966.0,Canada,CAN,CAN,20210116
0.590193,0.005056,9462.0,Chile,CHL,CHL,20210116
0.576622,0.003499,19921.0,Colombia,COL,COL,20210116
0.702521,0.007912,3360.0,Costa Rica,CRI,CRI,20210116
0.452707,0.020477,595.0,C̫te d'Ivoire,CIV,CIV,20210116
0.339563,0.009255,2647.0,Croatia,HRV,HRV,20210116
0.416005,0.005947,6877.0,Czech Republic,CZE,CZE,20210116
0.407982,0.035846,192.0,Democratic Republic of the Congo,COD,COD,20210116
0.468943,0.004841,10662.0,Denmark,DNK,DNK,20210116
0.431291,0.009698,2623.0,Dominican Republic,DOM,DOM,20210116
0.494021,0.006116,6708.0,Ecuador,ECU,ECU,20210116
0.415883,0.005401,8296.0,Egypt,EGY,EGY,20210116
0.568416,0.0091,2987.0,El Salvador,SLV,SLV,20210116
0.554374,0.02133,540.0,Ethiopia,ETH,ETH,20210116
0.557415,0.009584,2716.0,Finland,FIN,FIN,20210116
0.470476,0.002751,32993.0,France,FRA,FRA,20210116
0.400131,0.002584,35954.0,Germany,DEU,DEU,20210116
0.395236,0.014708,1095.0,Ghana,GHA,GHA,20210116
0.514243,0.006994,5150.0,Greece,GRC,GRC,20210116
0.547547,0.009636,2673.0,Guatemala,GTM,GTM,20210116
0.443692,0.047196,111.0,Guinea,GIN,GIN,20210116
0.252437,0.028037,225.0,Haiti,HTI,HTI,20210116
0.558393,0.010412,2291.0,Honduras,HND,HND,20210116
0.472493,0.013252,1431.0,Hong Kong,HKG,HKG,20210116
0.446598,0.004607,11669.0,Hungary,HUN,HUN,20210116
0.508139,0.003825,16994.0,India,IND,IND,20210116
0.384183,0.004054,14390.0,Indonesia,IDN,IDN,20210116
0.412427,0.008724,3178.0,Iraq,IRQ,IRQ,20210116
0.587079,0.0063,6126.0,Ireland,IRL,IRL,20210116
0.415615,0.009557,2783.0,Israel,ISR,ISR,20210116
0.664202,0.002514,35276.0,Italy,ITA,ITA,20210116
0.58318,0.001879,68794.0,Japan,JPN,JPN,20210116
0.346974,0.010342,2110.0,Jordan,JOR,JOR,20210116
0.15969,0.011809,957.0,Kazakhstan,KAZ,KAZ,20210116
0.552896,0.00965,2644.0,Kenya,KEN,KEN,20210116
0.493029,0.024119,433.0,Kuwait,KWT,KWT,20210116
0.245954,0.022353,382.0,Kyrgyzstan,KGZ,KGZ,20210116
0.374421,0.032424,221.0,Laos,LAO,LAO,20210116
0.411938,0.011438,1908.0,Lebanon,LBN,LBN,20210116
0.457573,0.012856,1498.0,Libya,LBY,LBY,20210116
0.304358,0.037794,144.0,Madagascar,MDG,MDG,20210116
0.499076,0.005763,7524.0,Malaysia,MYS,MYS,20210116
0.456697,0.031081,265.0,Mali,MLI,MLI,20210116
0.661128,0.001807,68550.0,Mexico,MEX,MEX,20210116
0.242617,0.015395,784.0,Moldova,MDA,MDA,20210116
0.45552,0.012794,1517.0,Morocco,MAR,MAR,20210116
0.57051,0.019775,635.0,Mozambique,MOZ,MOZ,20210116
0.66771,0.010711,1935.0,Myanmar,MMR,MMR,20210116
0.496301,0.012416,1587.0,Nepal,NPL,NPL,20210116
0.316508,0.003778,15182.0,Netherlands,NLD,NLD,20210116
0.509988,0.007484,4515.0,New Zealand,NZL,NZL,20210116
0.482705,0.012178,1669.0,Nicaragua,NIC,NIC,20210116
0.430807,0.00771,4139.0,Nigeria,NGA,NGA,20210116
0.417739,0.005104,9334.0,Norway,NOR,NOR,20210116
0.581713,0.031252,254.0,Oman,OMN,OMN,20210116
0.440605,0.008527,3356.0,Pakistan,PAK,PAK,20210116
0.43202,0.016873,885.0,Palestine,PSE,PSE,20210116
0.550833,0.011764,1828.0,Panama,PAN,PAN,20210116
0.468644,0.011904,1757.0,Paraguay,PRY,PRY,20210116
0.534141,0.005538,8114.0,Peru,PER,PER,20210116
0.431192,0.004669,11177.0,Philippines,PHL,PHL,20210116
0.360196,0.004687,10495.0,Poland,POL,POL,20210116
0.620792,0.004346,12784.0,Portugal,PRT,PRT,20210116
0.695254,0.007536,3772.0,"Puerto Rico, U.S.",PRI,PRI,20210116
0.573365,0.025128,394.0,Qatar,QAT,QAT,20210116
0.449551,0.005362,8625.0,Romania,ROU,ROU,20210116
0.235559,0.004356,9473.0,Russia,RUS,RUS,20210116
0.495851,0.011322,1941.0,Saudi Arabia,SAU,SAU,20210116
0.357818,0.029414,253.0,Senegal,SEN,SEN,20210116
0.334739,0.008571,3033.0,Serbia,SRB,SRB,20210116
0.490747,0.014357,1227.0,Singapore,SGP,SGP,20210116
0.447853,0.007583,4300.0,Slovakia,SVK,SVK,20210116
0.424544,0.012353,1619.0,Slovenia,SVN,SVN,20210116
0.437611,0.005406,8414.0,South Africa,ZAF,ZAF,20210116
0.667799,0.006506,5242.0,South Korea,KOR,KOR,20210116
0.664873,0.003104,23106.0,Spain,ESP,ESP,20210116
0.600036,0.016394,885.0,Sri Lanka,LKA,LKA,20210116
0.483559,0.014048,1271.0,Sudan,SDN,SDN,20210116
0.541577,0.003297,22907.0,Sweden,SWE,SWE,20210116
0.410113,0.006646,5476.0,Switzerland,CHE,CHE,20210116
0.535424,0.004314,13385.0,Taiwan,TWN,TWN,20210116
0.475225,0.028953,301.0,Tanzania,TZA,TZA,20210116
0.504815,0.003499,20414.0,Thailand,THA,THA,20210116
0.397535,0.009496,2682.0,Tunisia,TUN,TUN,20210116
0.394379,0.005011,9501.0,Turkey,TUR,TUR,20210116
0.234907,0.004036,11018.0,Ukraine,UKR,UKR,20210116
0.551281,0.010446,2277.0,United Arab Emirates,ARE,ARE,20210116
0.506559,0.003251,23661.0,United Kingdom,GBR,GBR,20210116
0.514522,0.007404,4570.0,Uruguay,URY,URY,20210116
0.217215,0.017192,577.0,Uzbekistan,UZB,UZB,20210116
0.487071,0.007136,4919.0,Venezuela,VEN,VEN,20210116
0.488573,0.005004,9954.0,Vietnam,VNM,VNM,20210116
0.298839,0.023217,416.0,Yemen,YEM,YEM,20210116
0.452276,0.019465,658.0,Afghanistan,AFG,AFG,20210117
0.459687,0.023229,486.0,Albania,ALB,ALB,20210117
0.338879,0.010419,2078.0,Algeria,DZA,DZA,20210117
0.522856,0.028303,317.0,Angola,AGO,AGO,20210117
0.568046,0.00362,18752.0,Argentina,ARG,ARG,20210117
0.209336,0.0262,246.0,Armenia,ARM,ARM,20210117
0.502594,0.00448,12498.0,Australia,AUS,AUS,20210117
0.42442,0.006457,5994.0,Austria,AUT,AUT,20210117
0.185231,0.017071,516.0,Azerbaijan,AZE,AZE,20210117
0.489633,0.009602,2687.0,Bangladesh,BGD,BGD,20210117
0.204572,0.009651,1779.0,Belarus,BLR,BLR,20210117
0.410883,0.006456,5896.0,Belgium,BEL,BEL,20210117
0.427557,0.040643,151.0,Benin,BEN,BEN,20210117
0.515059,0.006903,5323.0,Bolivia,BOL,BOL,20210117
0.357856,0.015975,934.0,Bosnia and Herzegovina,BIH,BIH,20210117
0.703489,0.001478,95396.0,Brazil,BRA,BRA,20210117
0.356721,0.008704,3040.0,Bulgaria,BGR,BGR,20210117
0.395313,0.033479,218.0,Burkina Faso,BFA,BFA,20210117
0.398664,0.028036,313.0,Cambodia,KHM,KHM,20210117
0.336526,0.026913,312.0,Cameroon,CMR,CMR,20210117
0.516289,0.003566,19697.0,Canada,CAN,CAN,20210117
0.591779,0.00505,9475.0,Chile,CHL,CHL,20210117
0.574909,0.003533,19563.0,Colombia,COL,COL,20210117
0.700908,0.007993,3311.0,Costa Rica,CRI,CRI,20210117
0.462526,0.020804,582.0,C̫te d'Ivoire,CIV,CIV,20210117
0.329381,0.009278,2575.0,Croatia,HRV,HRV,20210117
0.412535,0.006021,6692.0,Czech Republic,CZE,CZE,20210117
0.395346,0.033627,217.0,Democratic Republic of the Congo,COD,COD,20210117
0.465143,0.004889,10444.0,Denmark,DNK,DNK,20210117
0.426967,0.009833,2544.0,Dominican Republic,DOM,DOM,20210117
0.483201,0.006135,6654.0,Ecuador,ECU,ECU,20210117
0.399464,0.005439,8066.0,Egypt,EGY,EGY,20210117
0.558375,0.009198,2919.0,El Salvador,SLV,SLV,20210117
0.551006,0.021369,539.0,Ethiopia,ETH,ETH,20210117
0.555894,0.009664,2678.0,Finland,FIN,FIN,20210117
0.467556,0.002764,32673.0,France,FRA,FRA,20210117
0.401032,0.002597,35633.0,Germany,DEU,DEU,20210117
0.38027,0.014495,1109.0,Ghana,GHA,GHA,20210117
0.508671,0.007078,5033.0,Greece,GRC,GRC,20210117
0.533466,0.009713,2643.0,Guatemala,GTM,GTM,20210117
0.445576,0.046808,111.0,Guinea,GIN,GIN,20210117
0.251542,0.02878,215.0,Haiti,HTI,HTI,20210117
0.550029,0.010509,2253.0,Honduras,HND,HND,20210117
0.463851,0.013399,1401.0,Hong Kong,HKG,HKG,20210117
0.450279,0.00464,11528.0,Hungary,HUN,HUN,20210117
0.500595,0.003838,16904.0,India,IND,IND,20210117
0.380454,0.004075,14187.0,Indonesia,IDN,IDN,20210117
0.403914,0.008702,3181.0,Iraq,IRQ,IRQ,20210117
0.587196,0.006407,6072.0,Ireland,IRL,IRL,20210117
0.399395,0.009467,2699.0,Israel,ISR,ISR,20210117
0.664986,0.002532,34711.0,Italy,ITA,ITA,20210117
0.577167,0.001901,67508.0,Japan,JPN,JPN,20210117
0.359291,0.010512,2110.0,Jordan,JOR,JOR,20210117
0.156827,0.011621,975.0,Kazakhstan,KAZ,KAZ,20210117
0.542838,0.009783,2587.0,Kenya,KEN,KEN,20210117
0.499056,0.023588,452.0,Kuwait,KWT,KWT,20210117
0.240894,0.022584,371.0,Kyrgyzstan,KGZ,KGZ,20210117
0.369948,0.032923,211.0,Laos,LAO,LAO,20210117
0.388174,0.011317,1904.0,Lebanon,LBN,LBN,20210117
0.443489,0.013045,1451.0,Libya,LBY,LBY,20210117
0.304594,0.038183,141.0,Madagascar,MDG,MDG,20210117
0.485722,0.005774,7484.0,Malaysia,MYS,MYS,20210117
0.446994,0.031963,249.0,Mali,MLI,MLI,20210117
0.657002,0.001816,68247.0,Mexico,MEX,MEX,20210117
0.238328,0.015391,775.0,Moldova,MDA,MDA,20210117
0.437701,0.012824,1490.0,Morocco,MAR,MAR,20210117
0.544689,0.019267,671.0,Mozambique,MOZ,MOZ,20210117
0.655149,0.010855,1926.0,Myanmar,MMR,MMR,20210117
0.484885,0.012575,1549.0,Nepal,NPL,NPL,20210117
0.318315,0.003804,15018.0,Netherlands,NLD,NLD,20210117
0.50824,0.007507,4488.0,New Zealand,NZL,NZL,20210117
0.484603,0.012225,1656.0,Nicaragua,NIC,NIC,20210117
0.423161,0.007727,4101.0,Nigeria,NGA,NGA,20210117
0.410358,0.005118,9227.0,Norway,NOR,NOR,20210117
0.562472,0.030891,260.0,Oman,OMN,OMN,20210117
0.419219,0.008445,3373.0,Pakistan,PAK,PAK,20210117
0.418869,0.017091,856.0,Palestine,PSE,PSE,20210117
0.555759,0.011949,1765.0,Panama,PAN,PAN,20210117
0.44817,0.011963,1725.0,Paraguay,PRY,PRY,20210117
0.526982,0.00554,8134.0,Peru,PER,PER,20210117
0.416536,0.004665,11082.0,Philippines,PHL,PHL,20210117
0.360552,0.004711,10395.0,Poland,POL,POL,20210117
0.614931,0.004342,12878.0,Portugal,PRT,PRT,20210117
0.688512,0.007618,3723.0,"Puerto Rico, U.S.",PRI,PRI,20210117
0.572903,0.024923,401.0,Qatar,QAT,QAT,20210117
0.454905,0.0054,8523.0,Romania,ROU,ROU,20210117
0.221692,0.004315,9249.0,Russia,RUS,RUS,20210117
0.469102,0.011494,1886.0,Saudi Arabia,SAU,SAU,20210117
0.365819,0.030376,240.0,Senegal,SEN,SEN,20210117
0.34819,0.008601,3067.0,Serbia,SRB,SRB,20210117
0.487035,0.014342,1237.0,Singapore,SGP,SGP,20210117
0.444843,0.007676,4193.0,Slovakia,SVK,SVK,20210117
0.421105,0.012269,1638.0,Slovenia,SVN,SVN,20210117
0.432191,0.005454,8238.0,South Africa,ZAF,ZAF,20210117
0.653585,0.006595,5209.0,South Korea,KOR,KOR,20210117
0.675929,0.00308,23069.0,Spain,ESP,ESP,20210117
0.579624,0.016514,889.0,Sri Lanka,LKA,LKA,20210117
0.459877,0.014053,1251.0,Sudan,SDN,SDN,20210117
0.538907,0.003308,22785.0,Sweden,SWE,SWE,20210117
0.411844,0.006716,5417.0,Switzerland,CHE,CHE,20210117
0.533,0.004277,13621.0,Taiwan,TWN,TWN,20210117
0.468314,0.029007,300.0,Tanzania,TZA,TZA,20210117
0.491623,0.003586,19397.0,Thailand,THA,THA,20210117
0.378745,0.009391,2694.0,Tunisia,TUN,TUN,20210117
0.394943,0.005012,9521.0,Turkey,TUR,TUR,20210117
0.219275,0.003971,10805.0,Ukraine,UKR,UKR,20210117
0.543153,0.010474,2280.0,United Arab Emirates,ARE,ARE,20210117
0.509714,0.003278,23264.0,United Kingdom,GBR,GBR,20210117
0.516418,0.007473,4485.0,Uruguay,URY,URY,20210117
0.192752,0.016367,586.0,Uzbekistan,UZB,UZB,20210117
0.486765,0.007268,4745.0,Venezuela,VEN,VEN,20210117
0.478456,0.005013,9908.0,Vietnam,VNM,VNM,20210117
0.314035,0.023539,399.0,Yemen,YEM,YEM,20210117
0.435451,0.019424,655.0,Afghanistan,AFG,AFG,20210118
0.449592,0.023194,470.0,Albania,ALB,ALB,20210118
0.342567,0.010331,2133.0,Algeria,DZA,DZA,20210118
0.545435,0.027423,332.0,Angola,AGO,AGO,20210118
0.566005,0.003675,18225.0,Argentina,ARG,ARG,20210118
0.175012,0.024103,245.0,Armenia,ARM,ARM,20210118
0.501626,0.004529,12245.0,Australia,AUS,AUS,20210118
0.429841,0.006411,6101.0,Austria,AUT,AUT,20210118
0.187874,0.017404,496.0,Azerbaijan,AZE,AZE,20210118
0.459758,0.009548,2695.0,Bangladesh,BGD,BGD,20210118
0.193206,0.009527,1739.0,Belarus,BLR,BLR,20210118
0.419379,0.006448,5941.0,Belgium,BEL,BEL,20210118
0.388482,0.039966,153.0,Benin,BEN,BEN,20210118
0.512098,0.007007,5155.0,Bolivia,BOL,BOL,20210118
0.345853,0.016006,913.0,Bosnia and Herzegovina,BIH,BIH,20210118
0.701881,0.001476,95949.0,Brazil,BRA,BRA,20210118
0.351356,0.008524,3153.0,Bulgaria,BGR,BGR,20210118
0.407254,0.034532,207.0,Burkina Faso,BFA,BFA,20210118
0.391489,0.028306,306.0,Cambodia,KHM,KHM,20210118
0.336611,0.027458,300.0,Cameroon,CMR,CMR,20210118
0.517811,0.003584,19499.0,Canada,CAN,CAN,20210118
0.588608,0.005057,9463.0,Chile,CHL,CHL,20210118
0.570459,0.003577,19134.0,Colombia,COL,COL,20210118
0.694436,0.00808,3278.0,Costa Rica,CRI,CRI,20210118
0.467348,0.021066,570.0,C̫te d'Ivoire,CIV,CIV,20210118
0.332856,0.009346,2548.0,Croatia,HRV,HRV,20210118
0.408544,0.006148,6412.0,Czech Republic,CZE,CZE,20210118
0.366458,0.030842,245.0,Democratic Republic of the Congo,COD,COD,20210118
0.459263,0.004916,10323.0,Denmark,DNK,DNK,20210118
0.414182,0.009909,2488.0,Dominican Republic,DOM,DOM,20210118
0.485395,0.006194,6499.0,Ecuador,ECU,ECU,20210118
0.381477,0.005438,7927.0,Egypt,EGY,EGY,20210118
0.554705,0.009253,2891.0,El Salvador,SLV,SLV,20210118
0.541809,0.021593,529.0,Ethiopia,ETH,ETH,20210118
0.547583,0.009808,2610.0,Finland,FIN,FIN,20210118
0.46859,0.002773,32479.0,France,FRA,FRA,20210118
0.403604,0.002601,35608.0,Germany,DEU,DEU,20210118
0.372774,0.013959,1188.0,Ghana,GHA,GHA,20210118
0.511682,0.00716,4914.0,Greece,GRC,GRC,20210118
0.536622,0.009683,2660.0,Guatemala,GTM,GTM,20210118
0.418849,0.045645,113.0,Guinea,GIN,GIN,20210118
0.270953,0.028107,232.0,Haiti,HTI,HTI,20210118
0.545014,0.010628,2200.0,Honduras,HND,HND,20210118
0.4716,0.013532,1377.0,Hong Kong,HKG,HKG,20210118
0.450601,0.004671,11374.0,Hungary,HUN,HUN,20210118
0.489059,0.003834,16926.0,India,IND,IND,20210118
0.379233,0.004095,14031.0,Indonesia,IDN,IDN,20210118
0.400221,0.008817,3098.0,Iraq,IRQ,IRQ,20210118
0.585708,0.006464,5972.0,Ireland,IRL,IRL,20210118
0.386529,0.009575,2628.0,Israel,ISR,ISR,20210118
0.667338,0.002546,34224.0,Italy,ITA,ITA,20210118
0.570835,0.001917,66630.0,Japan,JPN,JPN,20210118
0.352632,0.010507,2096.0,Jordan,JOR,JOR,20210118
0.145535,0.01119,993.0,Kazakhstan,KAZ,KAZ,20210118
0.5298,0.009909,2528.0,Kenya,KEN,KEN,20210118
0.481737,0.023757,449.0,Kuwait,KWT,KWT,20210118
0.23499,0.022439,373.0,Kyrgyzstan,KGZ,KGZ,20210118
0.373648,0.033872,199.0,Laos,LAO,LAO,20210118
0.378405,0.011482,1840.0,Lebanon,LBN,LBN,20210118
0.440563,0.013196,1423.0,Libya,LBY,LBY,20210118
0.277933,0.039301,128.0,Madagascar,MDG,MDG,20210118
0.480939,0.00578,7462.0,Malaysia,MYS,MYS,20210118
0.444726,0.031523,255.0,Mali,MLI,MLI,20210118
0.650357,0.001834,67574.0,Mexico,MEX,MEX,20210118
0.225743,0.015121,768.0,Moldova,MDA,MDA,20210118
0.418974,0.012926,1452.0,Morocco,MAR,MAR,20210118
0.524623,0.019119,678.0,Mozambique,MOZ,MOZ,20210118
0.64075,0.010951,1916.0,Myanmar,MMR,MMR,20210118
0.459603,0.012469,1574.0,Nepal,NPL,NPL,20210118
0.320105,0.003821,14935.0,Netherlands,NLD,NLD,20210118
0.514039,0.007545,4434.0,New Zealand,NZL,NZL,20210118
0.468634,0.012344,1631.0,Nicaragua,NIC,NIC,20210118
0.411393,0.007679,4110.0,Nigeria,NGA,NGA,20210118
0.404074,0.00514,9104.0,Norway,NOR,NOR,20210118
0.551381,0.031154,258.0,Oman,OMN,OMN,20210118
0.404746,0.008422,3370.0,Pakistan,PAK,PAK,20210118
0.409085,0.017203,834.0,Palestine,PSE,PSE,20210118
0.545683,0.012205,1697.0,Panama,PAN,PAN,20210118
0.458099,0.012173,1667.0,Paraguay,PRY,PRY,20210118
0.518613,0.005519,8211.0,Peru,PER,PER,20210118
0.400407,0.004649,10996.0,Philippines,PHL,PHL,20210118
0.359063,0.004743,10239.0,Poland,POL,POL,20210118
0.611798,0.00427,13225.0,Portugal,PRT,PRT,20210118
0.683033,0.007794,3700.0,"Puerto Rico, U.S.",PRI,PRI,20210118
0.571338,0.025749,400.0,Qatar,QAT,QAT,20210118
0.455315,0.005381,8578.0,Romania,ROU,ROU,20210118
0.225932,0.004383,9084.0,Russia,RUS,RUS,20210118
0.481606,0.011538,1868.0,Saudi Arabia,SAU,SAU,20210118
0.380832,0.031086,242.0,Senegal,SEN,SEN,20210118
0.352315,0.0085,3160.0,Serbia,SRB,SRB,20210118
0.484207,0.014221,1256.0,Singapore,SGP,SGP,20210118
0.449849,0.007766,4108.0,Slovakia,SVK,SVK,20210118
0.423807,0.012206,1642.0,Slovenia,SVN,SVN,20210118
0.429464,0.005437,8295.0,South Africa,ZAF,ZAF,20210118
0.642349,0.00669,5128.0,South Korea,KOR,KOR,20210118
0.685258,0.003048,23180.0,Spain,ESP,ESP,20210118
0.573882,0.016465,894.0,Sri Lanka,LKA,LKA,20210118
0.445054,0.014251,1217.0,Sudan,SDN,SDN,20210118
0.537237,0.003342,22379.0,Sweden,SWE,SWE,20210118
0.419002,0.006779,5343.0,Switzerland,CHE,CHE,20210118
0.531548,0.004249,13814.0,Taiwan,TWN,TWN,20210118
0.452669,0.029086,300.0,Tanzania,TZA,TZA,20210118
0.478504,0.003654,18634.0,Thailand,THA,THA,20210118
0.390713,0.009588,2614.0,Tunisia,TUN,TUN,20210118
0.393552,0.005005,9536.0,Turkey,TUR,TUR,20210118
0.207934,0.003898,10759.0,Ukraine,UKR,UKR,20210118
0.54702,0.010364,2320.0,United Arab Emirates,ARE,ARE,20210118
0.511087,0.003304,22903.0,United Kingdom,GBR,GBR,20210118
0.51524,0.007534,4411.0,Uruguay,URY,URY,20210118
0.187446,0.016282,580.0,Uzbekistan,UZB,UZB,20210118
0.470412,0.007259,4738.0,Venezuela,VEN,VEN,20210118
0.462288,0.005007,9872.0,Vietnam,VNM,VNM,20210118
0.283177,0.023033,396.0,Yemen,YEM,YEM,20210118
0.409864,0.019493,638.0,Afghanistan,AFG,AFG,20210119
0.435518,0.022924,476.0,Albania,ALB,ALB,20210119
0.348286,0.010451,2092.0,Algeria,DZA,DZA,20210119
0.545259,0.026767,349.0,Angola,AGO,AGO,20210119
0.56068,0.003709,17922.0,Argentina,ARG,ARG,20210119
0.184194,0.024975,237.0,Armenia,ARM,ARM,20210119
0.499193,0.004616,11972.0,Australia,AUS,AUS,20210119
0.432231,0.006428,6101.0,Austria,AUT,AUT,20210119
0.198382,0.017745,499.0,Azerbaijan,AZE,AZE,20210119
0.446278,0.009594,2650.0,Bangladesh,BGD,BGD,20210119
0.19692,0.009615,1728.0,Belarus,BLR,BLR,20210119
0.421135,0.006492,5871.0,Belgium,BEL,BEL,20210119
0.361648,0.039832,151.0,Benin,BEN,BEN,20210119
0.506948,0.007075,5057.0,Bolivia,BOL,BOL,20210119
0.350198,0.016007,925.0,Bosnia and Herzegovina,BIH,BIH,20210119
0.699571,0.00148,95875.0,Brazil,BRA,BRA,20210119
0.35669,0.008557,3214.0,Bulgaria,BGR,BGR,20210119
0.389603,0.033079,222.0,Burkina Faso,BFA,BFA,20210119
0.369161,0.02769,309.0,Cambodia,KHM,KHM,20210119
0.33419,0.027556,297.0,Cameroon,CMR,CMR,20210119
0.523907,0.003589,19431.0,Canada,CAN,CAN,20210119
0.58883,0.005095,9321.0,Chile,CHL,CHL,20210119
0.569437,0.003619,18711.0,Colombia,COL,COL,20210119
0.688659,0.008241,3187.0,Costa Rica,CRI,CRI,20210119
0.449635,0.021311,552.0,C̫te d'Ivoire,CIV,CIV,20210119
0.337548,0.009408,2530.0,Croatia,HRV,HRV,20210119
0.413873,0.006187,6350.0,Czech Republic,CZE,CZE,20210119
0.37635,0.031716,233.0,Democratic Republic of the Congo,COD,COD,20210119
0.449647,0.004942,10186.0,Denmark,DNK,DNK,20210119
0.405592,0.009956,2464.0,Dominican Republic,DOM,DOM,20210119
0.482271,0.00625,6382.0,Ecuador,ECU,ECU,20210119
0.365812,0.005455,7764.0,Egypt,EGY,EGY,20210119
0.557798,0.009225,2911.0,El Salvador,SLV,SLV,20210119
0.498261,0.022212,503.0,Ethiopia,ETH,ETH,20210119
0.550723,0.009938,2540.0,Finland,FIN,FIN,20210119
0.468983,0.002791,32104.0,France,FRA,FRA,20210119
0.404139,0.002606,35484.0,Germany,DEU,DEU,20210119
0.354407,0.01367,1223.0,Ghana,GHA,GHA,20210119
0.512098,0.007238,4805.0,Greece,GRC,GRC,20210119
0.533196,0.009702,2652.0,Guatemala,GTM,GTM,20210119
0.37955,0.042605,126.0,Guinea,GIN,GIN,20210119
0.329133,0.029711,232.0,Haiti,HTI,HTI,20210119
0.525984,0.010679,2185.0,Honduras,HND,HND,20210119
0.473538,0.013416,1416.0,Hong Kong,HKG,HKG,20210119
0.450841,0.004693,11270.0,Hungary,HUN,HUN,20210119
0.475503,0.003841,16852.0,India,IND,IND,20210119
0.375869,0.004104,13921.0,Indonesia,IDN,IDN,20210119
0.395261,0.008841,3070.0,Iraq,IRQ,IRQ,20210119
0.585188,0.006519,5873.0,Ireland,IRL,IRL,20210119
0.377893,0.009636,2578.0,Israel,ISR,ISR,20210119
0.670588,0.002564,33624.0,Italy,ITA,ITA,20210119
0.565248,0.001926,66279.0,Japan,JPN,JPN,20210119
0.348347,0.010473,2098.0,Jordan,JOR,JOR,20210119
0.140502,0.011037,991.0,Kazakhstan,KAZ,KAZ,20210119
0.520245,0.010053,2467.0,Kenya,KEN,KEN,20210119
0.504255,0.02377,448.0,Kuwait,KWT,KWT,20210119
0.192129,0.020581,376.0,Kyrgyzstan,KGZ,KGZ,20210119
0.356547,0.032819,205.0,Laos,LAO,LAO,20210119
0.36296,0.011506,1802.0,Lebanon,LBN,LBN,20210119
0.433407,0.013169,1427.0,Libya,LBY,LBY,20210119
0.251933,0.037609,136.0,Madagascar,MDG,MDG,20210119
0.471196,0.005729,7591.0,Malaysia,MYS,MYS,20210119
0.448688,0.032688,241.0,Mali,MLI,MLI,20210119
0.644845,0.001847,67100.0,Mexico,MEX,MEX,20210119
0.225022,0.015389,747.0,Moldova,MDA,MDA,20210119
0.402769,0.012992,1426.0,Morocco,MAR,MAR,20210119
0.527035,0.019131,675.0,Mozambique,MOZ,MOZ,20210119
0.639364,0.010897,1939.0,Myanmar,MMR,MMR,20210119
0.453178,0.012391,1594.0,Nepal,NPL,NPL,20210119
0.31997,0.003827,14879.0,Netherlands,NLD,NLD,20210119
0.513343,0.007558,4410.0,New Zealand,NZL,NZL,20210119
0.453683,0.01255,1580.0,Nicaragua,NIC,NIC,20210119
0.400265,0.007638,4092.0,Nigeria,NGA,NGA,20210119
0.402844,0.005172,8986.0,Norway,NOR,NOR,20210119
0.508303,0.030961,255.0,Oman,OMN,OMN,20210119
0.387961,0.008297,3433.0,Pakistan,PAK,PAK,20210119
0.374778,0.017223,817.0,Palestine,PSE,PSE,20210119
0.549666,0.01223,1668.0,Panama,PAN,PAN,20210119
0.442898,0.012227,1662.0,Paraguay,PRY,PRY,20210119
0.509151,0.005531,8193.0,Peru,PER,PER,20210119
0.383346,0.004654,10856.0,Philippines,PHL,PHL,20210119
0.353916,0.004766,10076.0,Poland,POL,POL,20210119
0.608901,0.004211,13492.0,Portugal,PRT,PRT,20210119
0.677047,0.007803,3723.0,"Puerto Rico, U.S.",PRI,PRI,20210119
0.580154,0.025421,408.0,Qatar,QAT,QAT,20210119
0.453877,0.005387,8559.0,Romania,ROU,ROU,20210119
0.215388,0.004348,8918.0,Russia,RUS,RUS,20210119
0.484566,0.011553,1860.0,Saudi Arabia,SAU,SAU,20210119
0.380015,0.031858,230.0,Senegal,SEN,SEN,20210119
0.362166,0.008547,3169.0,Serbia,SRB,SRB,20210119
0.492237,0.014189,1256.0,Singapore,SGP,SGP,20210119
0.444951,0.007868,3992.0,Slovakia,SVK,SVK,20210119
0.412498,0.011991,1683.0,Slovenia,SVN,SVN,20210119
0.416225,0.005389,8396.0,South Africa,ZAF,ZAF,20210119
0.633477,0.006739,5115.0,South Korea,KOR,KOR,20210119
0.697324,0.003017,23203.0,Spain,ESP,ESP,20210119
0.537786,0.016416,914.0,Sri Lanka,LKA,LKA,20210119
0.443341,0.014419,1188.0,Sudan,SDN,SDN,20210119
0.532329,0.003362,22178.0,Sweden,SWE,SWE,20210119
0.422224,0.006809,5311.0,Switzerland,CHE,CHE,20210119
0.529718,0.004212,14075.0,Taiwan,TWN,TWN,20210119
0.460451,0.030204,279.0,Tanzania,TZA,TZA,20210119
0.466614,0.003705,18042.0,Thailand,THA,THA,20210119
0.391386,0.009792,2504.0,Tunisia,TUN,TUN,20210119
0.390142,0.005012,9477.0,Turkey,TUR,TUR,20210119
0.193267,0.003831,10571.0,Ukraine,UKR,UKR,20210119
0.537037,0.010296,2359.0,United Arab Emirates,ARE,ARE,20210119
0.512021,0.003318,22703.0,United Kingdom,GBR,GBR,20210119
0.51219,0.00765,4281.0,Uruguay,URY,URY,20210119
