smoothed_trust_healthcare,smoothed_trust_healthcare_se,sample_size,country,iso_code,gid_0,survey_date
0.440067,0.007705,4220.0,Slovakia,SVK,SVK,20210101
0.395156,0.012836,1450.0,Slovenia,SVN,SVN,20210101
0.464491,0.005145,9404.0,South Africa,ZAF,ZAF,20210101
0.6725,0.006431,5327.0,South Korea,KOR,KOR,20210101
0.624228,0.003383,20533.0,Spain,ESP,ESP,20210101
0.544413,0.01617,950.0,Sri Lanka,LKA,LKA,20210101
0.450862,0.013523,1364.0,Sudan,SDN,SDN,20210101
0.542888,0.003311,22745.0,Sweden,SWE,SWE,20210101
0.395263,0.006704,5335.0,Switzerland,CHE,CHE,20210101
0.54485,0.004292,13463.0,Taiwan,TWN,TWN,20210101
0.45528,0.028902,291.0,Tanzania,TZA,TZA,20210101
0.53071,0.00358,19448.0,Thailand,THA,THA,20210101
0.406069,0.011326,1887.0,Tunisia,TUN,TUN,20210101
0.387007,0.00418,13597.0,Turkey,TUR,TUR,20210101
0.309723,0.004823,9232.0,Ukraine,UKR,UKR,20210101
0.518346,0.011399,1964.0,United Arab Emirates,ARE,ARE,20210101
0.49723,0.00324,23836.0,United Kingdom,GBR,GBR,20210101
0.561631,0.00733,4903.0,Uruguay,URY,URY,20210101
0.297846,0.02117,469.0,Uzbekistan,UZB,UZB,20210101
0.531261,0.007127,4902.0,Venezuela,VEN,VEN,20210101
0.528859,0.004721,11182.0,Vietnam,VNM,VNM,20210101
0.324421,0.020883,508.0,Yemen,YEM,YEM,20210101
0.532912,0.020249,623.0,Afghanistan,AFG,AFG,20210102
0.436226,0.022684,496.0,Albania,ALB,ALB,20210102
0.360229,0.010354,2153.0,Algeria,DZA,DZA,20210102
0.577437,0.026564,352.0,Angola,AGO,AGO,20210102
0.578366,0.003691,17943.0,Argentina,ARG,ARG,20210102
0.285103,0.029654,223.0,Armenia,ARM,ARM,20210102
0.522959,0.004423,12952.0,Australia,AUS,AUS,20210102
0.388869,0.006657,5449.0,Austria,AUT,AUT,20210102
0.211604,0.017089,581.0,Azerbaijan,AZE,AZE,20210102
0.580466,0.009343,2814.0,Bangladesh,BGD,BGD,20210102
0.244085,0.0106,1654.0,Belarus,BLR,BLR,20210102
0.403106,0.00661,5554.0,Belgium,BEL,BEL,20210102
0.359107,0.045408,119.0,Benin,BEN,BEN,20210102
0.539964,0.007612,4338.0,Bolivia,BOL,BOL,20210102
0.36863,0.01685,838.0,Bosnia and Herzegovina,BIH,BIH,20210102
0.688273,0.001544,89999.0,Brazil,BRA,BRA,20210102
0.403152,0.009408,2728.0,Bulgaria,BGR,BGR,20210102
0.394941,0.031521,239.0,Burkina Faso,BFA,BFA,20210102
0.465129,0.027959,303.0,Cambodia,KHM,KHM,20210102
0.321961,0.029474,252.0,Cameroon,CMR,CMR,20210102
0.518659,0.003564,19745.0,Canada,CAN,CAN,20210102
0.603779,0.005133,9099.0,Chile,CHL,CHL,20210102
0.591647,0.003682,17839.0,Colombia,COL,COL,20210102
0.699091,0.007593,3667.0,Costa Rica,CRI,CRI,20210102
0.402508,0.023596,439.0,C̫te d'Ivoire,CIV,CIV,20210102
0.340821,0.009156,2689.0,Croatia,HRV,HRV,20210102
0.410328,0.005949,6834.0,Czech Republic,CZE,CZE,20210102
0.415882,0.040923,143.0,Democratic Republic of the Congo,COD,COD,20210102
0.4849,0.005018,10270.0,Denmark,DNK,DNK,20210102
0.472668,0.009763,2612.0,Dominican Republic,DOM,DOM,20210102
0.523184,0.006499,5909.0,Ecuador,ECU,ECU,20210102
0.433414,0.00493,10146.0,Egypt,EGY,EGY,20210102
0.627758,0.009141,2822.0,El Salvador,SLV,SLV,20210102
0.577737,0.022378,481.0,Ethiopia,ETH,ETH,20210102
0.5494,0.009071,3030.0,Finland,FIN,FIN,20210102
0.426991,0.002894,29279.0,France,FRA,FRA,20210102
0.394013,0.002627,34629.0,Germany,DEU,DEU,20210102
0.458811,0.015389,1053.0,Ghana,GHA,GHA,20210102
0.521717,0.007241,4809.0,Greece,GRC,GRC,20210102
0.58607,0.009928,2479.0,Guatemala,GTM,GTM,20210102
0.399809,0.045894,116.0,Guinea,GIN,GIN,20210102
0.288169,0.032,205.0,Haiti,HTI,HTI,20210102
0.556092,0.011065,2025.0,Honduras,HND,HND,20210102
0.48889,0.011457,1929.0,Hong Kong,HKG,HKG,20210102
0.358986,0.004563,11279.0,Hungary,HUN,HUN,20210102
0.556841,0.003216,23868.0,India,IND,IND,20210102
0.376044,0.00398,14778.0,Indonesia,IDN,IDN,20210102
0.432659,0.008892,3108.0,Iraq,IRQ,IRQ,20210102
0.553751,0.006893,5654.0,Ireland,IRL,IRL,20210102
0.528772,0.006323,6340.0,Israel,ISR,ISR,20210102
0.631581,0.002529,36426.0,Italy,ITA,ITA,20210102
0.589675,0.001979,62003.0,Japan,JPN,JPN,20210102
0.32694,0.009994,2213.0,Jordan,JOR,JOR,20210102
0.20406,0.013971,837.0,Kazakhstan,KAZ,KAZ,20210102
0.583081,0.009178,2897.0,Kenya,KEN,KEN,20210102
0.524742,0.021873,542.0,Kuwait,KWT,KWT,20210102
0.383466,0.027076,336.0,Kyrgyzstan,KGZ,KGZ,20210102
0.461234,0.036016,199.0,Laos,LAO,LAO,20210102
0.407143,0.013386,1354.0,Lebanon,LBN,LBN,20210102
0.455192,0.014096,1273.0,Libya,LBY,LBY,20210102
0.307882,0.040839,130.0,Madagascar,MDG,MDG,20210102
0.520705,0.006799,5409.0,Malaysia,MYS,MYS,20210102
0.420244,0.032606,239.0,Mali,MLI,MLI,20210102
0.676421,0.001856,63574.0,Mexico,MEX,MEX,20210102
0.310629,0.017826,693.0,Moldova,MDA,MDA,20210102
0.471773,0.012525,1587.0,Morocco,MAR,MAR,20210102
0.606502,0.026702,334.0,Mozambique,MOZ,MOZ,20210102
0.686986,0.011187,1727.0,Myanmar,MMR,MMR,20210102
0.567291,0.011718,1786.0,Nepal,NPL,NPL,20210102
0.313955,0.004009,13474.0,Netherlands,NLD,NLD,20210102
0.514959,0.008084,3844.0,New Zealand,NZL,NZL,20210102
0.494356,0.012607,1575.0,Nicaragua,NIC,NIC,20210102
0.423137,0.008037,3762.0,Nigeria,NGA,NGA,20210102
0.459048,0.005375,8617.0,Norway,NOR,NOR,20210102
0.561707,0.03095,259.0,Oman,OMN,OMN,20210102
0.480068,0.007575,4352.0,Pakistan,PAK,PAK,20210102
0.428561,0.016134,954.0,Palestine,PSE,PSE,20210102
0.570565,0.011336,1921.0,Panama,PAN,PAN,20210102
0.500523,0.012386,1650.0,Paraguay,PRY,PRY,20210102
0.533118,0.006252,6386.0,Peru,PER,PER,20210102
0.455848,0.004852,10532.0,Philippines,PHL,PHL,20210102
0.369415,0.004671,10702.0,Poland,POL,POL,20210102
0.64961,0.004612,10730.0,Portugal,PRT,PRT,20210102
0.704389,0.007395,3793.0,"Puerto Rico, U.S.",PRI,PRI,20210102
0.548422,0.022615,488.0,Qatar,QAT,QAT,20210102
0.450484,0.005379,8571.0,Romania,ROU,ROU,20210102
0.259528,0.004851,8177.0,Russia,RUS,RUS,20210102
0.541292,0.010164,2413.0,Saudi Arabia,SAU,SAU,20210102
0.338643,0.032437,210.0,Senegal,SEN,SEN,20210102
0.318295,0.009679,2324.0,Serbia,SRB,SRB,20210102
0.566202,0.013408,1393.0,Singapore,SGP,SGP,20210102
0.444355,0.007545,4406.0,Slovakia,SVK,SVK,20210102
0.400322,0.012647,1499.0,Slovenia,SVN,SVN,20210102
0.464683,0.005008,9951.0,South Africa,ZAF,ZAF,20210102
0.669228,0.006433,5362.0,South Korea,KOR,KOR,20210102
0.62312,0.003352,20939.0,Spain,ESP,ESP,20210102
0.559223,0.01612,956.0,Sri Lanka,LKA,LKA,20210102
0.446626,0.013469,1372.0,Sudan,SDN,SDN,20210102
0.542296,0.003269,23245.0,Sweden,SWE,SWE,20210102
0.391407,0.006606,5468.0,Switzerland,CHE,CHE,20210102
0.542328,0.004267,13637.0,Taiwan,TWN,TWN,20210102
0.469421,0.029379,284.0,Tanzania,TZA,TZA,20210102
0.536002,0.003508,20232.0,Thailand,THA,THA,20210102
0.402011,0.011304,1886.0,Tunisia,TUN,TUN,20210102
0.386107,0.004174,13619.0,Turkey,TUR,TUR,20210102
0.30499,0.004777,9299.0,Ukraine,UKR,UKR,20210102
0.528313,0.011131,2061.0,United Arab Emirates,ARE,ARE,20210102
0.498868,0.00317,24893.0,United Kingdom,GBR,GBR,20210102
0.556882,0.007304,4925.0,Uruguay,URY,URY,20210102
0.29696,0.02043,503.0,Uzbekistan,UZB,UZB,20210102
0.532504,0.007005,5077.0,Venezuela,VEN,VEN,20210102
0.532088,0.004677,11393.0,Vietnam,VNM,VNM,20210102
0.326085,0.020945,506.0,Yemen,YEM,YEM,20210102
0.496779,0.01994,637.0,Afghanistan,AFG,AFG,20210104
0.431972,0.022676,496.0,Albania,ALB,ALB,20210104
0.335627,0.010338,2102.0,Algeria,DZA,DZA,20210104
0.612658,0.025525,367.0,Angola,AGO,AGO,20210104
0.573817,0.003593,18946.0,Argentina,ARG,ARG,20210104
0.298499,0.029261,242.0,Armenia,ARM,ARM,20210104
0.519966,0.004362,13293.0,Australia,AUS,AUS,20210104
0.38797,0.006583,5522.0,Austria,AUT,AUT,20210104
0.199141,0.016489,591.0,Azerbaijan,AZE,AZE,20210104
0.571153,0.009297,2852.0,Bangladesh,BGD,BGD,20210104
0.231184,0.010056,1771.0,Belarus,BLR,BLR,20210104
0.413628,0.006502,5759.0,Belgium,BEL,BEL,20210104
0.382375,0.043664,117.0,Benin,BEN,BEN,20210104
0.521134,0.007443,4578.0,Bolivia,BOL,BOL,20210104
0.33921,0.01636,873.0,Bosnia and Herzegovina,BIH,BIH,20210104
0.691164,0.001518,92702.0,Brazil,BRA,BRA,20210104
0.402581,0.009381,2742.0,Bulgaria,BGR,BGR,20210104
0.427756,0.031551,247.0,Burkina Faso,BFA,BFA,20210104
0.4929,0.029162,286.0,Cambodia,KHM,KHM,20210104
0.351498,0.027686,297.0,Cameroon,CMR,CMR,20210104
0.517789,0.003561,19872.0,Canada,CAN,CAN,20210104
0.600451,0.005078,9329.0,Chile,CHL,CHL,20210104
0.59091,0.003599,18687.0,Colombia,COL,COL,20210104
0.690571,0.007569,3745.0,Costa Rica,CRI,CRI,20210104
0.414271,0.023533,444.0,C̫te d'Ivoire,CIV,CIV,20210104
0.348357,0.009099,2758.0,Croatia,HRV,HRV,20210104
0.412666,0.005815,7370.0,Czech Republic,CZE,CZE,20210104
0.388084,0.039036,157.0,Democratic Republic of the Congo,COD,COD,20210104
0.48537,0.004909,10877.0,Denmark,DNK,DNK,20210104
0.46624,0.009492,2759.0,Dominican Republic,DOM,DOM,20210104
0.528522,0.006403,6104.0,Ecuador,ECU,ECU,20210104
0.43314,0.004899,10276.0,Egypt,EGY,EGY,20210104
0.613872,0.00902,2955.0,El Salvador,SLV,SLV,20210104
0.620071,0.022257,472.0,Ethiopia,ETH,ETH,20210104
0.561801,0.009086,3022.0,Finland,FIN,FIN,20210104
0.435418,0.002852,30284.0,France,FRA,FRA,20210104
0.394722,0.002602,35317.0,Germany,DEU,DEU,20210104
0.446454,0.015031,1097.0,Ghana,GHA,GHA,20210104
0.515945,0.007069,5023.0,Greece,GRC,GRC,20210104
0.574903,0.009537,2711.0,Guatemala,GTM,GTM,20210104
0.451744,0.050311,101.0,Guinea,GIN,GIN,20210104
0.294252,0.029888,232.0,Haiti,HTI,HTI,20210104
0.564561,0.010839,2118.0,Honduras,HND,HND,20210104
0.498621,0.011469,1926.0,Hong Kong,HKG,HKG,20210104
0.363909,0.004493,11805.0,Hungary,HUN,HUN,20210104
0.56306,0.003195,24105.0,India,IND,IND,20210104
0.393833,0.003925,15470.0,Indonesia,IDN,IDN,20210104
0.43715,0.008908,3115.0,Iraq,IRQ,IRQ,20210104
0.562193,0.006537,6231.0,Ireland,IRL,IRL,20210104
0.537466,0.006294,6582.0,Israel,ISR,ISR,20210104
0.637178,0.002468,38009.0,Italy,ITA,ITA,20210104
0.59318,0.00192,65566.0,Japan,JPN,JPN,20210104
0.331076,0.01007,2200.0,Jordan,JOR,JOR,20210104
0.208736,0.013775,873.0,Kazakhstan,KAZ,KAZ,20210104
0.56838,0.00918,2917.0,Kenya,KEN,KEN,20210104
0.48931,0.022404,508.0,Kuwait,KWT,KWT,20210104
0.357552,0.025702,361.0,Kyrgyzstan,KGZ,KGZ,20210104
0.458716,0.034873,215.0,Laos,LAO,LAO,20210104
0.401819,0.012626,1524.0,Lebanon,LBN,LBN,20210104
0.454399,0.013796,1313.0,Libya,LBY,LBY,20210104
0.317337,0.041585,127.0,Madagascar,MDG,MDG,20210104
0.521243,0.006697,5570.0,Malaysia,MYS,MYS,20210104
0.422102,0.032657,239.0,Mali,MLI,MLI,20210104
0.670786,0.001847,64771.0,Mexico,MEX,MEX,20210104
0.297871,0.016761,756.0,Moldova,MDA,MDA,20210104
0.463332,0.012467,1595.0,Morocco,MAR,MAR,20210104
0.608335,0.025671,360.0,Mozambique,MOZ,MOZ,20210104
0.677556,0.01124,1738.0,Myanmar,MMR,MMR,20210104
0.551184,0.011795,1776.0,Nepal,NPL,NPL,20210104
0.319324,0.00394,14064.0,Netherlands,NLD,NLD,20210104
0.513751,0.007924,4064.0,New Zealand,NZL,NZL,20210104
0.516241,0.012339,1652.0,Nicaragua,NIC,NIC,20210104
0.416389,0.00808,3711.0,Nigeria,NGA,NGA,20210104
0.472084,0.005217,9175.0,Norway,NOR,NOR,20210104
0.559547,0.031816,249.0,Oman,OMN,OMN,20210104
0.481677,0.007619,4302.0,Pakistan,PAK,PAK,20210104
0.455811,0.016331,941.0,Palestine,PSE,PSE,20210104
0.562461,0.011503,1878.0,Panama,PAN,PAN,20210104
0.495918,0.012197,1680.0,Paraguay,PRY,PRY,20210104
0.531501,0.006034,6853.0,Peru,PER,PER,20210104
0.461554,0.004848,10577.0,Philippines,PHL,PHL,20210104
0.371142,0.004625,10926.0,Poland,POL,POL,20210104
0.646159,0.004703,10902.0,Portugal,PRT,PRT,20210104
0.699572,0.007408,3819.0,"Puerto Rico, U.S.",PRI,PRI,20210104
0.548259,0.022695,489.0,Qatar,QAT,QAT,20210104
0.455613,0.005299,8836.0,Romania,ROU,ROU,20210104
0.26008,0.004742,8565.0,Russia,RUS,RUS,20210104
0.546771,0.010236,2370.0,Saudi Arabia,SAU,SAU,20210104
0.364381,0.032714,222.0,Senegal,SEN,SEN,20210104
0.323526,0.009631,2372.0,Serbia,SRB,SRB,20210104
0.544618,0.01315,1463.0,Singapore,SGP,SGP,20210104
0.45603,0.007277,4748.0,Slovakia,SVK,SVK,20210104
0.407291,0.012556,1530.0,Slovenia,SVN,SVN,20210104
0.458996,0.004837,10671.0,South Africa,ZAF,ZAF,20210104
0.670897,0.006418,5372.0,South Korea,KOR,KOR,20210104
0.622887,0.003298,21635.0,Spain,ESP,ESP,20210104
0.538162,0.016113,957.0,Sri Lanka,LKA,LKA,20210104
0.458533,0.01343,1379.0,Sudan,SDN,SDN,20210104
0.546505,0.00323,23770.0,Sweden,SWE,SWE,20210104
0.386989,0.006521,5584.0,Switzerland,CHE,CHE,20210104
0.541601,0.004285,13557.0,Taiwan,TWN,TWN,20210104
0.42712,0.028354,308.0,Tanzania,TZA,TZA,20210104
0.554855,0.003325,22380.0,Thailand,THA,THA,20210104
0.403155,0.011018,1981.0,Tunisia,TUN,TUN,20210104
0.380243,0.004151,13683.0,Turkey,TUR,TUR,20210104
0.301767,0.004641,9799.0,Ukraine,UKR,UKR,20210104
0.527597,0.011005,2095.0,United Arab Emirates,ARE,ARE,20210104
0.496612,0.00311,25875.0,United Kingdom,GBR,GBR,20210104
0.545513,0.007136,4888.0,Uruguay,URY,URY,20210104
0.29165,0.019137,566.0,Uzbekistan,UZB,UZB,20210104
0.515819,0.006857,5341.0,Venezuela,VEN,VEN,20210104
0.527849,0.00463,11646.0,Vietnam,VNM,VNM,20210104
0.367001,0.021717,506.0,Yemen,YEM,YEM,20210104
0.5067,0.020113,627.0,Afghanistan,AFG,AFG,20210105
0.418248,0.022013,513.0,Albania,ALB,ALB,20210105
0.34087,0.010361,2105.0,Algeria,DZA,DZA,20210105
0.596046,0.025924,359.0,Angola,AGO,AGO,20210105
0.567516,0.003547,19514.0,Argentina,ARG,ARG,20210105
0.291942,0.028448,253.0,Armenia,ARM,ARM,20210105
0.522314,0.004323,13519.0,Australia,AUS,AUS,20210105
0.382402,0.006497,5636.0,Austria,AUT,AUT,20210105
0.19085,0.016282,595.0,Azerbaijan,AZE,AZE,20210105
0.571921,0.009335,2828.0,Bangladesh,BGD,BGD,20210105
0.216376,0.009694,1819.0,Belarus,BLR,BLR,20210105
0.413791,0.006483,5790.0,Belgium,BEL,BEL,20210105
0.414308,0.042435,130.0,Benin,BEN,BEN,20210105
0.524129,0.007355,4682.0,Bolivia,BOL,BOL,20210105
0.340041,0.016418,866.0,Bosnia and Herzegovina,BIH,BIH,20210105
0.690971,0.001509,93736.0,Brazil,BRA,BRA,20210105
0.404201,0.009315,2783.0,Bulgaria,BGR,BGR,20210105
0.356683,0.030294,251.0,Burkina Faso,BFA,BFA,20210105
0.474692,0.029249,286.0,Cambodia,KHM,KHM,20210105
0.345651,0.027785,293.0,Cameroon,CMR,CMR,20210105
0.518475,0.003557,19913.0,Canada,CAN,CAN,20210105
0.596988,0.005077,9357.0,Chile,CHL,CHL,20210105
0.59185,0.003558,19113.0,Colombia,COL,COL,20210105
0.684757,0.007587,3766.0,Costa Rica,CRI,CRI,20210105
0.422577,0.02297,469.0,C̫te d'Ivoire,CIV,CIV,20210105
0.350438,0.008921,2877.0,Croatia,HRV,HRV,20210105
0.417627,0.005785,7469.0,Czech Republic,CZE,CZE,20210105
0.373445,0.035578,185.0,Democratic Republic of the Congo,COD,COD,20210105
0.485826,0.004845,11150.0,Denmark,DNK,DNK,20210105
0.464402,0.009324,2855.0,Dominican Republic,DOM,DOM,20210105
0.519189,0.006366,6175.0,Ecuador,ECU,ECU,20210105
0.435676,0.004912,10236.0,Egypt,EGY,EGY,20210105
0.601189,0.008897,3065.0,El Salvador,SLV,SLV,20210105
0.618732,0.021803,493.0,Ethiopia,ETH,ETH,20210105
0.560264,0.009115,3003.0,Finland,FIN,FIN,20210105
0.442284,0.002834,30736.0,France,FRA,FRA,20210105
0.393043,0.002599,35344.0,Germany,DEU,DEU,20210105
0.447859,0.015165,1078.0,Ghana,GHA,GHA,20210105
0.520438,0.007027,5073.0,Greece,GRC,GRC,20210105
0.578615,0.009318,2833.0,Guatemala,GTM,GTM,20210105
0.419206,0.050157,102.0,Guinea,GIN,GIN,20210105
0.294816,0.030769,223.0,Haiti,HTI,HTI,20210105
0.560353,0.010794,2144.0,Honduras,HND,HND,20210105
0.496706,0.011562,1895.0,Hong Kong,HKG,HKG,20210105
0.365434,0.004456,12038.0,Hungary,HUN,HUN,20210105
0.566127,0.003207,23896.0,India,IND,IND,20210105
0.402008,0.003927,15592.0,Indonesia,IDN,IDN,20210105
0.440177,0.008883,3133.0,Iraq,IRQ,IRQ,20210105
0.569008,0.006417,6423.0,Ireland,IRL,IRL,20210105
0.534661,0.006226,6712.0,Israel,ISR,ISR,20210105
0.638269,0.002451,38513.0,Italy,ITA,ITA,20210105
0.592777,0.001905,66651.0,Japan,JPN,JPN,20210105
0.333411,0.010122,2177.0,Jordan,JOR,JOR,20210105
0.217867,0.013709,908.0,Kazakhstan,KAZ,KAZ,20210105
0.56842,0.009081,2979.0,Kenya,KEN,KEN,20210105
0.480144,0.022958,485.0,Kuwait,KWT,KWT,20210105
0.358523,0.025298,374.0,Kyrgyzstan,KGZ,KGZ,20210105
0.441363,0.034137,224.0,Laos,LAO,LAO,20210105
0.388181,0.012276,1593.0,Lebanon,LBN,LBN,20210105
0.442168,0.013661,1333.0,Libya,LBY,LBY,20210105
0.355861,0.04158,126.0,Madagascar,MDG,MDG,20210105
0.518276,0.006615,5709.0,Malaysia,MYS,MYS,20210105
0.433643,0.032207,244.0,Mali,MLI,MLI,20210105
0.667536,0.001849,64941.0,Mexico,MEX,MEX,20210105
0.29706,0.01649,772.0,Moldova,MDA,MDA,20210105
0.457367,0.012491,1587.0,Morocco,MAR,MAR,20210105
0.602924,0.025403,370.0,Mozambique,MOZ,MOZ,20210105
0.677138,0.011113,1778.0,Myanmar,MMR,MMR,20210105
0.536208,0.011773,1800.0,Nepal,NPL,NPL,20210105
0.323493,0.003935,14148.0,Netherlands,NLD,NLD,20210105
0.512339,0.007841,4160.0,New Zealand,NZL,NZL,20210105
0.515493,0.012289,1666.0,Nicaragua,NIC,NIC,20210105
0.426509,0.00808,3743.0,Nigeria,NGA,NGA,20210105
0.469802,0.005133,9495.0,Norway,NOR,NOR,20210105
0.573703,0.030995,260.0,Oman,OMN,OMN,20210105
0.479476,0.007656,4258.0,Pakistan,PAK,PAK,20210105
0.459003,0.016456,937.0,Palestine,PSE,PSE,20210105
0.554377,0.011434,1923.0,Panama,PAN,PAN,20210105
0.505102,0.012079,1729.0,Paraguay,PRY,PRY,20210105
0.52978,0.005892,7192.0,Peru,PER,PER,20210105
0.46248,0.004816,10726.0,Philippines,PHL,PHL,20210105
0.375809,0.004635,10940.0,Poland,POL,POL,20210105
0.639746,0.00474,10853.0,Portugal,PRT,PRT,20210105
0.698469,0.007316,3919.0,"Puerto Rico, U.S.",PRI,PRI,20210105
0.561895,0.023128,469.0,Qatar,QAT,QAT,20210105
0.460185,0.005286,8888.0,Romania,ROU,ROU,20210105
0.263526,0.004681,8860.0,Russia,RUS,RUS,20210105
0.545045,0.010308,2339.0,Saudi Arabia,SAU,SAU,20210105
0.359311,0.034043,207.0,Senegal,SEN,SEN,20210105
0.30832,0.009551,2353.0,Serbia,SRB,SRB,20210105
0.547488,0.01328,1433.0,Singapore,SGP,SGP,20210105
0.460268,0.007091,4951.0,Slovakia,SVK,SVK,20210105
0.401889,0.012384,1564.0,Slovenia,SVN,SVN,20210105
0.460078,0.004775,10942.0,South Africa,ZAF,ZAF,20210105
0.672581,0.006382,5419.0,South Korea,KOR,KOR,20210105
0.619723,0.003286,21859.0,Spain,ESP,ESP,20210105
0.546313,0.01608,957.0,Sri Lanka,LKA,LKA,20210105
0.46752,0.013617,1345.0,Sudan,SDN,SDN,20210105
0.549596,0.003225,23840.0,Sweden,SWE,SWE,20210105
0.390272,0.006453,5718.0,Switzerland,CHE,CHE,20210105
0.546764,0.004279,13595.0,Taiwan,TWN,TWN,20210105
0.436938,0.027768,322.0,Tanzania,TZA,TZA,20210105
0.556284,0.003254,23349.0,Thailand,THA,THA,20210105
0.418107,0.010868,2062.0,Tunisia,TUN,TUN,20210105
0.378612,0.004168,13542.0,Turkey,TUR,TUR,20210105
0.296811,0.004589,9954.0,Ukraine,UKR,UKR,20210105
0.52647,0.010937,2120.0,United Arab Emirates,ARE,ARE,20210105
0.499852,0.003108,25907.0,United Kingdom,GBR,GBR,20210105
0.541123,0.007107,4930.0,Uruguay,URY,URY,20210105
0.302974,0.018903,596.0,Uzbekistan,UZB,UZB,20210105
0.513186,0.006791,5452.0,Venezuela,VEN,VEN,20210105
0.520452,0.004687,11388.0,Vietnam,VNM,VNM,20210105
0.364168,0.021565,518.0,Yemen,YEM,YEM,20210105
0.511825,0.019794,635.0,Afghanistan,AFG,AFG,20210106
0.402647,0.021701,520.0,Albania,ALB,ALB,20210106
0.330576,0.010246,2114.0,Algeria,DZA,DZA,20210106
0.581016,0.026552,341.0,Angola,AGO,AGO,20210106
0.562906,0.003477,20363.0,Argentina,ARG,ARG,20210106
0.297803,0.028076,263.0,Armenia,ARM,ARM,20210106
0.521458,0.004303,13548.0,Australia,AUS,AUS,20210106
0.383952,0.006419,5753.0,Austria,AUT,AUT,20210106
0.186341,0.016069,612.0,Azerbaijan,AZE,AZE,20210106
0.566567,0.009339,2833.0,Bangladesh,BGD,BGD,20210106
0.221642,0.00976,1840.0,Belarus,BLR,BLR,20210106
0.413257,0.00647,5809.0,Belgium,BEL,BEL,20210106
0.427912,0.042745,131.0,Benin,BEN,BEN,20210106
0.529966,0.007231,4861.0,Bolivia,BOL,BOL,20210106
0.342053,0.016063,906.0,Bosnia and Herzegovina,BIH,BIH,20210106
0.691279,0.001499,95037.0,Brazil,BRA,BRA,20210106
0.389679,0.009256,2784.0,Bulgaria,BGR,BGR,20210106
0.381194,0.030664,251.0,Burkina Faso,BFA,BFA,20210106
0.48213,0.029082,291.0,Cambodia,KHM,KHM,20210106
0.287146,0.024691,323.0,Cameroon,CMR,CMR,20210106
0.513288,0.003576,19767.0,Canada,CAN,CAN,20210106
0.59683,0.005027,9543.0,Chile,CHL,CHL,20210106
0.591514,0.003504,19691.0,Colombia,COL,COL,20210106
0.686538,0.007552,3790.0,Costa Rica,CRI,CRI,20210106
0.435801,0.022698,481.0,C̫te d'Ivoire,CIV,CIV,20210106
0.352301,0.008856,2922.0,Croatia,HRV,HRV,20210106
0.42369,0.005777,7540.0,Czech Republic,CZE,CZE,20210106
0.376674,0.034301,200.0,Democratic Republic of the Congo,COD,COD,20210106
0.48374,0.004794,11354.0,Denmark,DNK,DNK,20210106
0.466884,0.009258,2898.0,Dominican Republic,DOM,DOM,20210106
0.511831,0.006256,6403.0,Ecuador,ECU,ECU,20210106
0.429316,0.004903,10268.0,Egypt,EGY,EGY,20210106
0.596053,0.008843,3138.0,El Salvador,SLV,SLV,20210106
0.645117,0.022195,469.0,Ethiopia,ETH,ETH,20210106
0.556911,0.009136,2995.0,Finland,FIN,FIN,20210106
0.444794,0.002825,30940.0,France,FRA,FRA,20210106
0.394538,0.002595,35483.0,Germany,DEU,DEU,20210106
0.445811,0.015239,1068.0,Ghana,GHA,GHA,20210106
0.521296,0.006947,5181.0,Greece,GRC,GRC,20210106
0.576813,0.009166,2931.0,Guatemala,GTM,GTM,20210106
0.433117,0.04941,106.0,Guinea,GIN,GIN,20210106
0.281216,0.029296,238.0,Haiti,HTI,HTI,20210106
0.573883,0.010579,2209.0,Honduras,HND,HND,20210106
0.49723,0.011592,1885.0,Hong Kong,HKG,HKG,20210106
0.368952,0.004444,12186.0,Hungary,HUN,HUN,20210106
0.562798,0.003219,23758.0,India,IND,IND,20210106
0.40217,0.003895,15850.0,Indonesia,IDN,IDN,20210106
0.444065,0.008852,3152.0,Iraq,IRQ,IRQ,20210106
0.569965,0.006201,6437.0,Ireland,IRL,IRL,20210106
0.528277,0.006394,6345.0,Israel,ISR,ISR,20210106
0.640508,0.002431,39025.0,Italy,ITA,ITA,20210106
0.591638,0.001893,67540.0,Japan,JPN,JPN,20210106
0.325922,0.01012,2151.0,Jordan,JOR,JOR,20210106
0.22852,0.013721,939.0,Kazakhstan,KAZ,KAZ,20210106
0.568058,0.009114,2957.0,Kenya,KEN,KEN,20210106
0.454511,0.022845,486.0,Kuwait,KWT,KWT,20210106
0.364842,0.024339,403.0,Kyrgyzstan,KGZ,KGZ,20210106
0.454876,0.033925,227.0,Laos,LAO,LAO,20210106
0.396607,0.011871,1718.0,Lebanon,LBN,LBN,20210106
0.44947,0.013709,1320.0,Libya,LBY,LBY,20210106
0.354703,0.041204,127.0,Madagascar,MDG,MDG,20210106
0.517249,0.006489,5932.0,Malaysia,MYS,MYS,20210106
0.445417,0.032202,241.0,Mali,MLI,MLI,20210106
0.666486,0.001846,65187.0,Mexico,MEX,MEX,20210106
0.294711,0.016112,805.0,Moldova,MDA,MDA,20210106
0.457995,0.012379,1616.0,Morocco,MAR,MAR,20210106
0.572904,0.024366,412.0,Mozambique,MOZ,MOZ,20210106
0.680566,0.011062,1786.0,Myanmar,MMR,MMR,20210106
0.544176,0.011813,1781.0,Nepal,NPL,NPL,20210106
