percent_mc,mc_se,percent_mc_unw,mc_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.233167,0.027205,0.29682,0.02518,283.0,Algeria,DZA,DZA,20200501
0.779338,0.008153,0.7896,0.008296,2500.0,Argentina,ARG,ARG,20200501
0.104846,0.010183,0.086501,0.011098,763.0,Australia,AUS,AUS,20200501
0.780328,0.021696,0.790368,0.022068,353.0,Austria,AUT,AUT,20200501
0.696774,0.024453,0.650919,0.02358,381.0,Bangladesh,BGD,BGD,20200501
0.474049,0.032745,0.487179,0.032712,234.0,Belarus,BLR,BLR,20200501
0.286126,0.017599,0.308696,0.017218,690.0,Belgium,BEL,BEL,20200501
0.728845,0.019526,0.758836,0.020291,481.0,Bolivia,BOL,BOL,20200501
0.71527,0.004313,0.725303,0.004361,10710.0,Brazil,BRA,BRA,20200501
0.767522,0.020309,0.814714,0.02208,367.0,Bulgaria,BGR,BGR,20200501
0.26451,0.010655,0.250302,0.010849,1654.0,Canada,CAN,CAN,20200501
0.831788,0.011471,0.844689,0.011846,998.0,Chile,CHL,CHL,20200501
0.731354,0.009778,0.759414,0.01014,1912.0,Colombia,COL,COL,20200501
0.142422,0.017194,0.141119,0.01726,411.0,Costa Rica,CRI,CRI,20200501
0.33528,0.030682,0.338912,0.030601,239.0,Croatia,HRV,HRV,20200501
0.941968,0.007259,0.960839,0.00875,715.0,Czech Republic,CZE,CZE,20200501
0.012938,0.004404,0.014706,0.004135,748.0,Denmark,DNK,DNK,20200501
0.695975,0.025471,0.740741,0.026737,297.0,Dominican Republic,DOM,DOM,20200501
0.724351,0.014627,0.748864,0.015072,880.0,Ecuador,ECU,ECU,20200501
0.228803,0.012199,0.225064,0.01227,1173.0,Egypt,EGY,EGY,20200501
0.77886,0.020904,0.746544,0.019944,434.0,El Salvador,SLV,SLV,20200501
0.05268,0.009412,0.040724,0.010638,442.0,Finland,FIN,FIN,20200501
0.421559,0.009693,0.404056,0.009754,2564.0,France,FRA,FRA,20200501
0.715597,0.008468,0.711989,0.008436,2861.0,Germany,DEU,DEU,20200501
0.588296,0.027633,0.274809,0.030463,262.0,Ghana,GHA,GHA,20200501
0.315289,0.019124,0.308219,0.019243,584.0,Greece,GRC,GRC,20200501
0.869135,0.01264,0.892206,0.013745,603.0,Guatemala,GTM,GTM,20200501
0.706418,0.024171,0.737952,0.025031,332.0,Honduras,HND,HND,20200501
0.638724,0.012518,0.670922,0.012797,1410.0,Hungary,HUN,HUN,20200501
0.680666,0.011615,0.700514,0.011823,1556.0,India,IND,IND,20200501
0.773343,0.009936,0.784588,0.010119,1713.0,Indonesia,IDN,IDN,20200501
0.273103,0.02587,0.337313,0.02438,335.0,Iraq,IRQ,IRQ,20200501
0.150539,0.017077,0.151584,0.017029,442.0,Ireland,IRL,IRL,20200501
0.867694,0.01498,0.878407,0.01553,477.0,Israel,ISR,ISR,20200501
0.802924,0.006839,0.812846,0.006974,3254.0,Italy,ITA,ITA,20200501
0.907442,0.008886,0.918691,0.009423,947.0,Japan,JPN,JPN,20200501
0.424508,0.030196,0.467153,0.029914,274.0,Jordan,JOR,JOR,20200501
0.706192,0.034791,0.715976,0.035143,169.0,Kazakhstan,KAZ,KAZ,20200501
0.862496,0.029047,0.835366,0.026974,164.0,Kenya,KEN,KEN,20200501
0.219425,0.028738,0.217391,0.028835,207.0,Libya,LBY,LBY,20200501
0.79449,0.019996,0.75705,0.01884,461.0,Malaysia,MYS,MYS,20200501
0.719833,0.005745,0.732447,0.005828,5939.0,Mexico,MEX,MEX,20200501
0.555089,0.029768,0.599265,0.030188,272.0,Morocco,MAR,MAR,20200501
0.595552,0.034103,0.659794,0.035327,194.0,Nepal,NPL,NPL,20200501
0.027727,0.00492,0.0249,0.005184,1004.0,Netherlands,NLD,NLD,20200501
0.159222,0.017354,0.170213,0.016895,470.0,New Zealand,NZL,NZL,20200501
0.450464,0.026681,0.445402,0.026709,348.0,Nicaragua,NIC,NIC,20200501
0.405901,0.024178,0.421053,0.024048,418.0,Nigeria,NGA,NGA,20200501
0.019165,0.006541,0.022901,0.005995,524.0,Norway,NOR,NOR,20200501
0.623579,0.027779,0.644295,0.028113,298.0,Pakistan,PAK,PAK,20200501
0.195247,0.039891,0.203883,0.039249,103.0,Palestine,PSE,PSE,20200501
0.730144,0.036577,0.709677,0.035769,155.0,Panama,PAN,PAN,20200501
0.798503,0.031917,0.784431,0.031133,167.0,Paraguay,PRY,PRY,20200501
0.784169,0.011391,0.798069,0.011674,1243.0,Peru,PER,PER,20200501
0.7923,0.015998,0.779762,0.01566,672.0,Philippines,PHL,PHL,20200501
0.869684,0.009856,0.886847,0.010474,1034.0,Poland,POL,POL,20200501
0.508377,0.014511,0.541525,0.01456,1180.0,Portugal,PRT,PRT,20200501
0.846933,0.017666,0.837529,0.017243,437.0,"Puerto Rico, U.S.",PRI,PRI,20200501
0.760631,0.011058,0.737074,0.010718,1586.0,Romania,ROU,ROU,20200501
0.526413,0.018994,0.532562,0.019008,691.0,Russia,RUS,RUS,20200501
0.500053,0.035084,0.536946,0.03518,203.0,Saudi Arabia,SAU,SAU,20200501
0.650314,0.027971,0.671378,0.028397,283.0,Serbia,SRB,SRB,20200501
0.948961,0.012254,0.956679,0.013247,277.0,Slovakia,SVK,SVK,20200501
0.784116,0.039119,0.769231,0.038201,117.0,Slovenia,SVN,SVN,20200501
0.562785,0.016304,0.442411,0.016283,929.0,South Africa,ZAF,ZAF,20200501
0.877459,0.018743,0.883959,0.019189,293.0,South Korea,KOR,KOR,20200501
0.663122,0.011186,0.648026,0.01107,1824.0,Spain,ESP,ESP,20200501
0.639628,0.037776,0.693333,0.039332,150.0,Sri Lanka,LKA,LKA,20200501
0.307819,0.037283,0.267606,0.038873,142.0,Sudan,SDN,SDN,20200501
0.010838,0.002615,0.011152,0.002578,1614.0,Sweden,SWE,SWE,20200501
0.170898,0.020343,0.206549,0.018916,397.0,Switzerland,CHE,CHE,20200501
0.560056,0.01334,0.660587,0.013984,1261.0,Taiwan,TWN,TWN,20200501
0.847241,0.009563,0.867355,0.010143,1259.0,Thailand,THA,THA,20200501
0.368312,0.029475,0.365672,0.029519,268.0,Tunisia,TUN,TUN,20200501
0.730935,0.010872,0.799117,0.012034,1359.0,Turkey,TUR,TUR,20200501
0.827022,0.009185,0.863053,0.010105,1402.0,Ukraine,UKR,UKR,20200501
0.823975,0.029472,0.829268,0.02983,164.0,United Arab Emirates,ARE,ARE,20200501
0.128266,0.005987,0.123301,0.006089,3017.0,United Kingdom,GBR,GBR,20200501
0.677447,0.025012,0.728707,0.026296,317.0,Uruguay,URY,URY,20200501
0.785547,0.037753,0.83,0.041251,100.0,Uzbekistan,UZB,UZB,20200501
0.845337,0.022519,0.837037,0.022046,270.0,Venezuela,VEN,VEN,20200501
0.860642,0.009757,0.852075,0.009518,1325.0,Vietnam,VNM,VNM,20200501
0.229498,0.026967,0.262172,0.025783,267.0,Algeria,DZA,DZA,20200502
0.791265,0.008605,0.795362,0.008669,2199.0,Argentina,ARG,ARG,20200502
0.085462,0.010133,0.0688,0.011192,625.0,Australia,AUS,AUS,20200502
0.820529,0.021356,0.819018,0.021286,326.0,Austria,AUT,AUT,20200502
0.697712,0.026295,0.70297,0.026427,303.0,Bangladesh,BGD,BGD,20200502
0.618445,0.038017,0.537572,0.037039,173.0,Belarus,BLR,BLR,20200502
0.29835,0.01834,0.338831,0.017729,667.0,Belgium,BEL,BEL,20200502
0.76427,0.021373,0.781333,0.021948,375.0,Bolivia,BOL,BOL,20200502
0.722663,0.004578,0.738286,0.004663,9220.0,Brazil,BRA,BRA,20200502
0.8007,0.022129,0.80625,0.022366,320.0,Bulgaria,BGR,BGR,20200502
0.287245,0.011907,0.27149,0.012115,1396.0,Canada,CAN,CAN,20200502
0.856092,0.011723,0.863636,0.01199,858.0,Chile,CHL,CHL,20200502
0.747305,0.010488,0.761501,0.010695,1652.0,Colombia,COL,COL,20200502
0.161616,0.02126,0.2,0.019564,355.0,Costa Rica,CRI,CRI,20200502
0.224137,0.029334,0.258929,0.027925,224.0,Croatia,HRV,HRV,20200502
0.94666,0.008718,0.946269,0.008688,670.0,Czech Republic,CZE,CZE,20200502
0.019668,0.004841,0.016176,0.005329,680.0,Denmark,DNK,DNK,20200502
0.689297,0.027837,0.732283,0.029095,254.0,Dominican Republic,DOM,DOM,20200502
0.745703,0.015511,0.763298,0.01589,752.0,Ecuador,ECU,ECU,20200502
0.213554,0.012715,0.202797,0.01296,1001.0,Egypt,EGY,EGY,20200502
0.72882,0.02165,0.738499,0.021902,413.0,El Salvador,SLV,SLV,20200502
0.043093,0.011112,0.052239,0.010141,402.0,Finland,FIN,FIN,20200502
0.386988,0.010041,0.382679,0.010062,2344.0,France,FRA,FRA,20200502
0.75038,0.008522,0.740923,0.008418,2644.0,Germany,DEU,DEU,20200502
0.558518,0.027527,0.2375,0.03212,240.0,Ghana,GHA,GHA,20200502
0.313031,0.019648,0.320354,0.019526,565.0,Greece,GRC,GRC,20200502
0.849725,0.013928,0.893878,0.016159,490.0,Guatemala,GTM,GTM,20200502
0.667083,0.027194,0.667774,0.027208,301.0,Honduras,HND,HND,20200502
0.622692,0.013167,0.671642,0.013591,1273.0,Hungary,HUN,HUN,20200502
0.697638,0.013329,0.712923,0.013532,1153.0,India,IND,IND,20200502
0.764456,0.011345,0.785061,0.01172,1312.0,Indonesia,IDN,IDN,20200502
0.314571,0.02804,0.341463,0.027457,287.0,Iraq,IRQ,IRQ,20200502
0.130809,0.016937,0.150224,0.015984,446.0,Ireland,IRL,IRL,20200502
0.831777,0.016448,0.863014,0.017894,438.0,Israel,ISR,ISR,20200502
0.798818,0.007142,0.810838,0.007311,3008.0,Italy,ITA,ITA,20200502
0.899739,0.005197,0.907946,0.005399,3096.0,Japan,JPN,JPN,20200502
0.437593,0.036146,0.433862,0.036181,189.0,Jordan,JOR,JOR,20200502
0.788169,0.037228,0.786885,0.037146,122.0,Kazakhstan,KAZ,KAZ,20200502
0.877671,0.031327,0.848485,0.028628,132.0,Kenya,KEN,KEN,20200502
0.183594,0.026756,0.176471,0.027173,204.0,Libya,LBY,LBY,20200502
0.73909,0.022198,0.721271,0.02174,409.0,Malaysia,MYS,MYS,20200502
0.71927,0.006251,0.750992,0.006495,4787.0,Mexico,MEX,MEX,20200502
0.602811,0.04912,0.538462,0.048214,104.0,Moldova,MDA,MDA,20200502
0.674155,0.031453,0.646552,0.030838,232.0,Morocco,MAR,MAR,20200502
0.538569,0.039532,0.618421,0.040568,152.0,Nepal,NPL,NPL,20200502
0.027217,0.005223,0.026455,0.005296,945.0,Netherlands,NLD,NLD,20200502
0.207954,0.021073,0.20274,0.021272,365.0,New Zealand,NZL,NZL,20200502
0.490692,0.028171,0.496835,0.028167,316.0,Nicaragua,NIC,NIC,20200502
0.414851,0.028726,0.424242,0.028637,297.0,Nigeria,NGA,NGA,20200502
0.008297,0.003832,0.006652,0.004276,451.0,Norway,NOR,NOR,20200502
0.622245,0.033494,0.610329,0.033298,213.0,Pakistan,PAK,PAK,20200502
0.703759,0.034985,0.740506,0.036441,158.0,Panama,PAN,PAN,20200502
0.677741,0.035569,0.767606,0.039357,142.0,Paraguay,PRY,PRY,20200502
0.810483,0.012249,0.816184,0.012394,1001.0,Peru,PER,PER,20200502
0.789212,0.018692,0.764023,0.017955,517.0,Philippines,PHL,PHL,20200502
0.868775,0.009991,0.891641,0.010852,969.0,Poland,POL,POL,20200502
0.573436,0.015051,0.563017,0.015008,1087.0,Portugal,PRT,PRT,20200502
0.829158,0.018293,0.846154,0.019083,390.0,"Puerto Rico, U.S.",PRI,PRI,20200502
0.712872,0.011625,0.735928,0.011931,1439.0,Romania,ROU,ROU,20200502
0.520166,0.020047,0.5209,0.020048,622.0,Russia,RUS,RUS,20200502
0.534232,0.039247,0.521472,0.039192,163.0,Saudi Arabia,SAU,SAU,20200502
0.553188,0.033552,0.595349,0.033985,215.0,Serbia,SRB,SRB,20200502
0.936758,0.014042,0.952381,0.016049,231.0,Slovakia,SVK,SVK,20200502
0.665328,0.041727,0.734513,0.044588,113.0,Slovenia,SVN,SVN,20200502
0.612276,0.017798,0.47335,0.017368,788.0,South Africa,ZAF,ZAF,20200502
0.925337,0.018778,0.899225,0.016396,258.0,South Korea,KOR,KOR,20200502
0.632138,0.011588,0.635574,0.011611,1726.0,Spain,ESP,ESP,20200502
0.289791,0.041733,0.297521,0.041414,121.0,Sudan,SDN,SDN,20200502
0.014301,0.003145,0.015192,0.003052,1514.0,Sweden,SWE,SWE,20200502
0.18676,0.019992,0.202469,0.019389,405.0,Switzerland,CHE,CHE,20200502
0.551542,0.015335,0.641471,0.015903,979.0,Taiwan,TWN,TWN,20200502
0.85592,0.009898,0.87389,0.01047,1126.0,Thailand,THA,THA,20200502
0.289666,0.031806,0.34375,0.030376,224.0,Tunisia,TUN,TUN,20200502
0.727107,0.012024,0.778709,0.012902,1193.0,Turkey,TUR,TUR,20200502
0.795133,0.011195,0.825369,0.011902,1151.0,Ukraine,UKR,UKR,20200502
0.847875,0.031772,0.821918,0.029825,146.0,United Arab Emirates,ARE,ARE,20200502
0.120717,0.006016,0.117174,0.006094,2859.0,United Kingdom,GBR,GBR,20200502
0.74981,0.025745,0.762774,0.026214,274.0,Uruguay,URY,URY,20200502
0.753592,0.025349,0.8,0.027308,250.0,Venezuela,VEN,VEN,20200502
0.854201,0.01076,0.868421,0.011233,988.0,Vietnam,VNM,VNM,20200502
0.63689,0.044053,0.663793,0.044844,116.0,Afghanistan,AFG,AFG,20200503
0.438009,0.04001,0.418301,0.040242,153.0,Albania,ALB,ALB,20200503
0.250577,0.017891,0.282334,0.017224,634.0,Algeria,DZA,DZA,20200503
0.624153,0.041662,0.661538,0.042644,130.0,Angola,AGO,AGO,20200503
0.788855,0.005969,0.794246,0.006026,4588.0,Argentina,ARG,ARG,20200503
0.358842,0.046126,0.357798,0.046155,109.0,Armenia,ARM,ARM,20200503
0.0787,0.00587,0.063903,0.006463,1737.0,Australia,AUS,AUS,20200503
0.821977,0.012101,0.810476,0.011811,1050.0,Austria,AUT,AUT,20200503
0.468127,0.048013,0.46789,0.048015,109.0,Azerbaijan,AZE,AZE,20200503
0.689094,0.017747,0.69174,0.017789,678.0,Bangladesh,BGD,BGD,20200503
0.497294,0.027194,0.581818,0.027565,330.0,Belarus,BLR,BLR,20200503
0.32341,0.01491,0.373814,0.014415,1054.0,Belgium,BEL,BEL,20200503
0.716856,0.013338,0.745318,0.013792,1068.0,Bolivia,BOL,BOL,20200503
0.716576,0.028748,0.791045,0.031866,201.0,Bosnia and Herzegovina,BIH,BIH,20200503
0.743725,0.003752,0.753218,0.003799,13206.0,Brazil,BRA,BRA,20200503
0.783701,0.012115,0.811303,0.012749,1044.0,Bulgaria,BGR,BGR,20200503
0.877205,0.036468,0.815789,0.030875,114.0,Cambodia,KHM,KHM,20200503
0.269063,0.008412,0.248485,0.008633,2640.0,Canada,CAN,CAN,20200503
0.850579,0.007431,0.859361,0.00762,2190.0,Chile,CHL,CHL,20200503
0.746541,0.006888,0.766499,0.007083,3773.0,Colombia,COL,COL,20200503
0.169145,0.012208,0.175745,0.012024,973.0,Costa Rica,CRI,CRI,20200503
0.670907,0.042819,0.637795,0.041861,127.0,C̫te d'Ivoire,CIV,CIV,20200503
0.283935,0.019383,0.33277,0.018548,592.0,Croatia,HRV,HRV,20200503
0.934402,0.00535,0.944414,0.005781,1835.0,Czech Republic,CZE,CZE,20200503
0.02999,0.002714,0.014721,0.003844,1970.0,Denmark,DNK,DNK,20200503
0.744888,0.017011,0.784615,0.018039,585.0,Dominican Republic,DOM,DOM,20200503
0.714554,0.009893,0.748183,0.010294,1926.0,Ecuador,ECU,ECU,20200503
0.217652,0.008175,0.215415,0.008206,2530.0,Egypt,EGY,EGY,20200503
0.690602,0.014729,0.709034,0.014989,952.0,El Salvador,SLV,SLV,20200503
0.050996,0.005794,0.04393,0.00622,1252.0,Finland,FIN,FIN,20200503
0.399802,0.006517,0.401379,0.006513,5658.0,France,FRA,FRA,20200503
0.74788,0.006262,0.731245,0.006134,5012.0,Germany,DEU,DEU,20200503
0.51091,0.024612,0.34492,0.025883,374.0,Ghana,GHA,GHA,20200503
0.314937,0.0123,0.285397,0.012651,1349.0,Greece,GRC,GRC,20200503
0.847019,0.009427,0.884917,0.010633,1147.0,Guatemala,GTM,GTM,20200503
0.643343,0.015874,0.68655,0.016391,855.0,Honduras,HND,HND,20200503
0.832087,0.025083,0.851485,0.026365,202.0,Hong Kong,HKG,HKG,20200503
0.632828,0.008225,0.650893,0.008317,3360.0,Hungary,HUN,HUN,20200503
0.683576,0.007159,0.710973,0.007345,4010.0,India,IND,IND,20200503
0.785728,0.006541,0.779492,0.006474,4018.0,Indonesia,IDN,IDN,20200503
0.363782,0.02027,0.41286,0.019806,591.0,Iraq,IRQ,IRQ,20200503
0.119946,0.010078,0.136715,0.009531,1163.0,Ireland,IRL,IRL,20200503
0.819743,0.011297,0.85,0.012162,1000.0,Israel,ISR,ISR,20200503
0.822559,0.004612,0.826416,0.004652,6746.0,Italy,ITA,ITA,20200503
0.884389,0.003231,0.906516,0.003549,8119.0,Japan,JPN,JPN,20200503
0.395457,0.018322,0.460189,0.017974,741.0,Jordan,JOR,JOR,20200503
0.726589,0.026734,0.751908,0.027589,262.0,Kazakhstan,KAZ,KAZ,20200503
0.796417,0.016793,0.805755,0.017092,556.0,Kenya,KEN,KEN,20200503
0.51914,0.032634,0.578261,0.033017,230.0,Kuwait,KWT,KWT,20200503
0.725427,0.046225,0.666667,0.043763,105.0,Kyrgyzstan,KGZ,KGZ,20200503
0.6388,0.037448,0.646341,0.037624,164.0,Lebanon,LBN,LBN,20200503
0.233336,0.018896,0.232,0.018934,500.0,Libya,LBY,LBY,20200503
0.72106,0.01142,0.730948,0.011549,1509.0,Malaysia,MYS,MYS,20200503
0.735753,0.004077,0.747491,0.004138,11358.0,Mexico,MEX,MEX,20200503
0.5768,0.033346,0.599078,0.033617,217.0,Moldova,MDA,MDA,20200503
0.651478,0.017955,0.659026,0.018049,698.0,Morocco,MAR,MAR,20200503
0.589762,0.039126,0.41875,0.039008,160.0,Mozambique,MOZ,MOZ,20200503
0.745693,0.021259,0.769036,0.021967,394.0,Myanmar,MMR,MMR,20200503
0.632304,0.020928,0.630394,0.020905,533.0,Nepal,NPL,NPL,20200503
0.023892,0.002833,0.022562,0.002914,2748.0,Netherlands,NLD,NLD,20200503
0.165585,0.010497,0.143878,0.011117,1119.0,New Zealand,NZL,NZL,20200503
0.466178,0.018053,0.494792,0.018013,768.0,Nicaragua,NIC,NIC,20200503
0.414637,0.016712,0.446953,0.016561,886.0,Nigeria,NGA,NGA,20200503
0.009908,0.002957,0.011896,0.002702,1345.0,Norway,NOR,NOR,20200503
0.635001,0.016464,0.637002,0.016484,854.0,Pakistan,PAK,PAK,20200503
0.278235,0.030232,0.257143,0.030998,210.0,Palestine,PSE,PSE,20200503
0.716683,0.023747,0.71547,0.023716,362.0,Panama,PAN,PAN,20200503
0.817179,0.020145,0.801527,0.019522,393.0,Paraguay,PRY,PRY,20200503
0.781079,0.008516,0.802193,0.00884,2189.0,Peru,PER,PER,20200503
0.769744,0.008776,0.76521,0.008716,2334.0,Philippines,PHL,PHL,20200503
0.87743,0.005731,0.889111,0.005985,3003.0,Poland,POL,POL,20200503
0.55226,0.010203,0.576726,0.010269,2346.0,Portugal,PRT,PRT,20200503
0.854112,0.011071,0.862603,0.011352,968.0,"Puerto Rico, U.S.",PRI,PRI,20200503
0.823787,0.027427,0.821429,0.027284,196.0,Qatar,QAT,QAT,20200503
0.70531,0.007555,0.724957,0.007714,3494.0,Romania,ROU,ROU,20200503
0.557431,0.013864,0.540603,0.013818,1293.0,Russia,RUS,RUS,20200503
0.499263,0.019277,0.560241,0.019418,664.0,Saudi Arabia,SAU,SAU,20200503
0.641008,0.018151,0.655977,0.018329,686.0,Serbia,SRB,SRB,20200503
0.92784,0.022823,0.901163,0.019787,172.0,Singapore,SGP,SGP,20200503
0.954556,0.008376,0.949926,0.007999,679.0,Slovakia,SVK,SVK,20200503
0.69226,0.023805,0.700809,0.023995,371.0,Slovenia,SVN,SVN,20200503
0.616265,0.010887,0.617352,0.010893,1994.0,South Africa,ZAF,ZAF,20200503
0.904605,0.00927,0.931452,0.010777,744.0,South Korea,KOR,KOR,20200503
0.663248,0.007607,0.65565,0.007566,3903.0,Spain,ESP,ESP,20200503
0.685733,0.024874,0.692754,0.025029,345.0,Sri Lanka,LKA,LKA,20200503
0.332023,0.029786,0.277533,0.031326,227.0,Sudan,SDN,SDN,20200503
0.017052,0.001994,0.012528,0.002321,3113.0,Sweden,SWE,SWE,20200503
0.158552,0.01105,0.159855,0.011013,1101.0,Switzerland,CHE,CHE,20200503
0.615062,0.00907,0.68614,0.00951,2619.0,Taiwan,TWN,TWN,20200503
0.849557,0.006024,0.875876,0.006531,2997.0,Thailand,THA,THA,20200503
0.324398,0.020001,0.353147,0.019591,572.0,Tunisia,TUN,TUN,20200503
0.711944,0.007723,0.764316,0.008241,3021.0,Turkey,TUR,TUR,20200503
0.846808,0.00715,0.857441,0.007366,2392.0,Ukraine,UKR,UKR,20200503
0.819828,0.013727,0.860502,0.015228,638.0,United Arab Emirates,ARE,ARE,20200503
0.112421,0.005265,0.109308,0.00533,3513.0,United Kingdom,GBR,GBR,20200503
0.783629,0.015086,0.795804,0.01541,715.0,Uruguay,URY,URY,20200503
0.801293,0.030303,0.823899,0.031745,159.0,Uzbekistan,UZB,UZB,20200503
0.818565,0.017025,0.829918,0.017463,488.0,Venezuela,VEN,VEN,20200503
0.840637,0.006499,0.852911,0.006716,2971.0,Vietnam,VNM,VNM,20200503
0.690403,0.041066,0.637681,0.039499,138.0,Afghanistan,AFG,AFG,20200504
0.454689,0.039441,0.424051,0.03974,158.0,Albania,ALB,ALB,20200504
0.258845,0.01603,0.283186,0.015583,791.0,Algeria,DZA,DZA,20200504
0.676712,0.037385,0.697368,0.038063,152.0,Angola,AGO,AGO,20200504
0.786868,0.005881,0.778089,0.005796,4993.0,Argentina,ARG,ARG,20200504
0.433596,0.048907,0.39604,0.049557,101.0,Armenia,ARM,ARM,20200504
0.086039,0.005784,0.067481,0.006466,1882.0,Australia,AUS,AUS,20200504
0.817841,0.012546,0.813472,0.012431,965.0,Austria,AUT,AUT,20200504
0.570251,0.041808,0.506944,0.041397,144.0,Azerbaijan,AZE,AZE,20200504
0.732655,0.017573,0.703102,0.017022,677.0,Bangladesh,BGD,BGD,20200504
0.502332,0.022719,0.541494,0.022798,482.0,Belarus,BLR,BLR,20200504
0.30326,0.015524,0.384537,0.014669,983.0,Belgium,BEL,BEL,20200504
0.703159,0.013152,0.71819,0.013357,1171.0,Bolivia,BOL,BOL,20200504
0.740242,0.03253,0.735135,0.032327,185.0,Bosnia and Herzegovina,BIH,BIH,20200504
0.748819,0.003455,0.760029,0.003508,15281.0,Brazil,BRA,BRA,20200504
0.757663,0.013243,0.793583,0.014021,935.0,Bulgaria,BGR,BGR,20200504
0.768565,0.040688,0.737288,0.038991,118.0,Burkina Faso,BFA,BFA,20200504
0.272079,0.008112,0.229941,0.008579,2692.0,Canada,CAN,CAN,20200504
0.860099,0.007422,0.86129,0.007448,2170.0,Chile,CHL,CHL,20200504
0.738622,0.006936,0.753954,0.007076,3857.0,Colombia,COL,COL,20200504
0.177166,0.011482,0.18214,0.011358,1131.0,Costa Rica,CRI,CRI,20200504
0.677872,0.033824,0.680628,0.033901,191.0,C̫te d'Ivoire,CIV,CIV,20200504
0.319445,0.019544,0.319298,0.019547,570.0,Croatia,HRV,HRV,20200504
0.920036,0.005302,0.944653,0.006289,1861.0,Czech Republic,CZE,CZE,20200504
0.02778,0.002271,0.011184,0.003548,2146.0,Denmark,DNK,DNK,20200504
0.734778,0.015972,0.772464,0.016818,690.0,Dominican Republic,DOM,DOM,20200504
0.731888,0.009734,0.747865,0.00993,1991.0,Ecuador,ECU,ECU,20200504
0.208901,0.007997,0.222058,0.007822,2702.0,Egypt,EGY,EGY,20200504
0.711716,0.01326,0.742647,0.013739,1088.0,El Salvador,SLV,SLV,20200504
0.051025,0.005556,0.042081,0.006089,1307.0,Finland,FIN,FIN,20200504
0.38631,0.006374,0.388822,0.006366,5851.0,France,FRA,FRA,20200504
0.775328,0.006066,0.756746,0.005901,5003.0,Germany,DEU,DEU,20200504
0.53148,0.025527,0.412869,0.025872,373.0,Ghana,GHA,GHA,20200504
0.399196,0.013817,0.381568,0.01393,1237.0,Greece,GRC,GRC,20200504
0.867843,0.009251,0.888124,0.009939,1162.0,Guatemala,GTM,GTM,20200504
0.606869,0.015222,0.667362,0.015781,959.0,Honduras,HND,HND,20200504
0.907739,0.019425,0.902128,0.018918,235.0,Hong Kong,HKG,HKG,20200504
0.675293,0.007897,0.697077,0.008047,3387.0,Hungary,HUN,HUN,20200504
0.6916,0.006627,0.7202,0.006818,4589.0,India,IND,IND,20200504
0.785944,0.006345,0.781788,0.006301,4239.0,Indonesia,IDN,IDN,20200504
0.29883,0.01855,0.366864,0.017619,676.0,Iraq,IRQ,IRQ,20200504
0.107315,0.008754,0.108472,0.008713,1263.0,Ireland,IRL,IRL,20200504
0.817666,0.010801,0.84411,0.011497,1129.0,Israel,ISR,ISR,20200504
0.837543,0.004765,0.837788,0.004768,5986.0,Italy,ITA,ITA,20200504
0.880126,0.003007,0.900292,0.00326,9929.0,Japan,JPN,JPN,20200504
0.364183,0.017384,0.43681,0.016866,815.0,Jordan,JOR,JOR,20200504
0.691426,0.028394,0.718254,0.029155,252.0,Kazakhstan,KAZ,KAZ,20200504
0.833013,0.01454,0.845161,0.014991,620.0,Kenya,KEN,KEN,20200504
0.597585,0.034443,0.582524,0.03425,206.0,Kuwait,KWT,KWT,20200504
0.579446,0.044746,0.608333,0.045253,120.0,Kyrgyzstan,KGZ,KGZ,20200504
0.618388,0.034374,0.659686,0.035242,191.0,Lebanon,LBN,LBN,20200504
0.194271,0.016846,0.170341,0.017729,499.0,Libya,LBY,LBY,20200504
0.754228,0.011107,0.747712,0.011011,1530.0,Malaysia,MYS,MYS,20200504
0.732888,0.003962,0.741864,0.004006,12199.0,Mexico,MEX,MEX,20200504
0.563675,0.032212,0.53112,0.032012,241.0,Moldova,MDA,MDA,20200504
0.669687,0.017386,0.643421,0.017072,760.0,Morocco,MAR,MAR,20200504
0.612673,0.034139,0.446009,0.033457,213.0,Mozambique,MOZ,MOZ,20200504
0.75296,0.022623,0.751366,0.022575,366.0,Myanmar,MMR,MMR,20200504
0.603318,0.01985,0.650519,0.020366,578.0,Nepal,NPL,NPL,20200504
0.032915,0.003125,0.027987,0.00338,2787.0,Netherlands,NLD,NLD,20200504
0.166781,0.01079,0.165261,0.010829,1186.0,New Zealand,NZL,NZL,20200504
0.458178,0.016704,0.470917,0.016673,894.0,Nicaragua,NIC,NIC,20200504
0.457219,0.015235,0.505566,0.01518,1078.0,Nigeria,NGA,NGA,20200504
0.014291,0.002815,0.010957,0.003209,1369.0,Norway,NOR,NOR,20200504
0.599195,0.015939,0.627579,0.016157,921.0,Pakistan,PAK,PAK,20200504
0.212929,0.02988,0.22449,0.029316,196.0,Palestine,PSE,PSE,20200504
0.731775,0.021352,0.757426,0.022069,404.0,Panama,PAN,PAN,20200504
0.742613,0.019678,0.792941,0.021232,425.0,Paraguay,PRY,PRY,20200504
0.785305,0.008642,0.788109,0.008683,2237.0,Peru,PER,PER,20200504
0.784359,0.008898,0.757981,0.008544,2318.0,Philippines,PHL,PHL,20200504
0.874858,0.005492,0.890191,0.005812,3242.0,Poland,POL,POL,20200504
0.609819,0.009712,0.612634,0.009725,2517.0,Portugal,PRT,PRT,20200504
