smoothed_modified_acceptance,smoothed_modified_acceptance_se,sample_size,country,iso_code,gid_0,survey_date
0.4808784776895664,0.02810662155556063,317.0,Lebanon,LBN,LBN,20210105
0.6206369539900533,0.033247310974042744,214.0,Libya,LBY,LBY,20210105
0.6621580759695909,0.01483122879233213,1018.0,Malaysia,MYS,MYS,20210105
0.8387513123182572,0.0035252537737206564,10884.0,Mexico,MEX,MEX,20210105
0.4896937189506648,0.04302400540705344,136.0,Moldova,MDA,MDA,20210105
0.6036192884498611,0.02852752836047375,295.0,Morocco,MAR,MAR,20210105
0.8507834933998949,0.019437854326747984,337.0,Myanmar,MMR,MMR,20210105
0.7569815392943221,0.023433646460879573,336.0,Nepal,NPL,NPL,20210105
0.8226538217377439,0.008050664516916571,2252.0,Netherlands,NLD,NLD,20210105
0.7720788871383434,0.016568916218936643,642.0,New Zealand,NZL,NZL,20210105
0.8514318412472246,0.020167757923742882,312.0,Nicaragua,NIC,NIC,20210105
0.631553579497334,0.017977364460522064,721.0,Nigeria,NGA,NGA,20210105
0.8411825895446213,0.008941409144062462,1672.0,Norway,NOR,NOR,20210105
0.6187079413076533,0.018266780844455748,708.0,Pakistan,PAK,PAK,20210105
0.4230828910111973,0.04074841997227337,148.0,Palestine,PSE,PSE,20210105
0.7690294426519226,0.02246355375091935,353.0,Panama,PAN,PAN,20210105
0.6171336489742901,0.027004783999925203,325.0,Paraguay,PRY,PRY,20210105
0.6822337741391005,0.01232993289257314,1427.0,Peru,PER,PER,20210105
0.5871839151582192,0.01164344841122017,1789.0,Philippines,PHL,PHL,20210105
0.6954850982081604,0.010772506262069464,1826.0,Poland,POL,POL,20210105
0.8254390706946677,0.009325127515356827,1658.0,Portugal,PRT,PRT,20210105
0.8369950705359436,0.014388618965792138,660.0,"Puerto Rico, U.S.",PRI,PRI,20210105
0.7078881174729028,0.011690617707167143,1514.0,Romania,ROU,ROU,20210105
0.4605756668854253,0.012468877951554326,1599.0,Russia,RUS,RUS,20210105
0.711044374813064,0.02343840898328671,375.0,Saudi Arabia,SAU,SAU,20210105
0.5403701498981905,0.025012352162446263,398.0,Serbia,SRB,SRB,20210105
0.800378181270111,0.028406585185539894,199.0,Singapore,SGP,SGP,20210105
0.7180256871731092,0.015451720294586578,849.0,Slovakia,SVK,SVK,20210105
0.5993607635109631,0.02993322410803645,269.0,Slovenia,SVN,SVN,20210105
0.5998166818647384,0.011109102083936331,1946.0,South Africa,ZAF,ZAF,20210105
0.7880592340964002,0.014050814470886248,847.0,South Korea,KOR,KOR,20210105
0.7984086720007422,0.0068421975553538536,3439.0,Spain,ESP,ESP,20210105
0.7569685991419313,0.03205853053706169,180.0,Sri Lanka,LKA,LKA,20210105
0.639782990443567,0.03361114978859022,205.0,Sudan,SDN,SDN,20210105
0.8647674729208654,0.005564379761813921,3778.0,Sweden,SWE,SWE,20210105
0.6573473087304917,0.0152070523071351,975.0,Switzerland,CHE,CHE,20210105
0.6387161111832237,0.010369632713745854,2147.0,Taiwan,TWN,TWN,20210105
0.8499030132847005,0.005491620121506309,4231.0,Thailand,THA,THA,20210105
0.4424903702808351,0.02477222819560317,403.0,Tunisia,TUN,TUN,20210105
0.5860509390365571,0.01063475491350704,2146.0,Turkey,TUR,TUR,20210105
0.4891552845239436,0.01174002239516923,1814.0,Ukraine,UKR,UKR,20210105
0.6691731926626182,0.02486726948934461,359.0,United Arab Emirates,ARE,ARE,20210105
0.8746935828886518,0.005347431336617086,3834.0,United Kingdom,GBR,GBR,20210105
0.6177756113473803,0.01623381423896609,897.0,Uruguay,URY,URY,20210105
0.4844347392329049,0.046202612374550034,118.0,Uzbekistan,UZB,UZB,20210105
0.6443805943292389,0.014259424380273247,1128.0,Venezuela,VEN,VEN,20210105
0.816592730383661,0.008712594162716731,1974.0,Vietnam,VNM,VNM,20210105
0.4386226516248949,0.048658229312929416,105.0,Yemen,YEM,YEM,20210105
0.7897370469487658,0.027265188500428115,224.0,Afghanistan,AFG,AFG,20210106
0.5002080196710726,0.03642510984181525,192.0,Albania,ALB,ALB,20210106
0.3719891743426088,0.017079174243118344,803.0,Algeria,DZA,DZA,20210106
0.7299659186939129,0.040967926772017375,117.0,Angola,AGO,AGO,20210106
0.6614108035548315,0.005470112073414136,7481.0,Argentina,ARG,ARG,20210106
0.7758455186270742,0.006486908411326046,4134.0,Australia,AUS,AUS,20210106
0.6852524728530959,0.010670014774806393,1896.0,Austria,AUT,AUT,20210106
0.4504259819238634,0.03435550878536474,212.0,Azerbaijan,AZE,AZE,20210106
0.7952192189083637,0.012919233974198885,976.0,Bangladesh,BGD,BGD,20210106
0.4311206416038291,0.020453503453788508,600.0,Belarus,BLR,BLR,20210106
0.7362320713713925,0.010606663452505041,1728.0,Belgium,BEL,BEL,20210106
0.6725750277451895,0.010917864985250516,1866.0,Bolivia,BOL,BOL,20210106
0.6226400205557745,0.02786257664110544,304.0,Bosnia and Herzegovina,BIH,BIH,20210106
0.7571009417380109,0.0023964643024280753,32035.0,Brazil,BRA,BRA,20210106
0.4850789506908789,0.016608860851891213,908.0,Bulgaria,BGR,BGR,20210106
0.4026311768112339,0.049046286704687456,101.0,Burkina Faso,BFA,BFA,20210106
0.7184915523679065,0.04263406233381176,112.0,Cambodia,KHM,KHM,20210106
0.3816537229778992,0.044084972742572455,123.0,Cameroon,CMR,CMR,20210106
0.7648892077931831,0.005557991355025802,5911.0,Canada,CAN,CAN,20210106
0.7047207728822081,0.008309059340467372,3038.0,Chile,CHL,CHL,20210106
0.7249978824689691,0.005210296485613357,7344.0,Colombia,COL,COL,20210106
0.8081542727472385,0.0110255477030726,1281.0,Costa Rica,CRI,CRI,20210106
0.5284107067295242,0.0351162235595073,204.0,C̫te d'Ivoire,CIV,CIV,20210106
0.6079929941871868,0.01603881294201306,930.0,Croatia,HRV,HRV,20210106
0.6746963662535528,0.009163740941369194,2620.0,Czech Republic,CZE,CZE,20210106
0.4014915969810439,0.04698904773564614,111.0,Democratic Republic of the Congo,COD,COD,20210106
0.8911092046254188,0.005082669298613467,3861.0,Denmark,DNK,DNK,20210106
0.6012264969903698,0.014807817788128147,1095.0,Dominican Republic,DOM,DOM,20210106
0.6747643127654718,0.009749945061835779,2308.0,Ecuador,ECU,ECU,20210106
0.5920543084369612,0.008627024554310456,3272.0,Egypt,EGY,EGY,20210106
0.7579893626824493,0.013266874603625842,1117.0,El Salvador,SLV,SLV,20210106
0.6721794385302988,0.03722621132009383,160.0,Ethiopia,ETH,ETH,20210106
0.8129774863869444,0.012497577049491443,961.0,Finland,FIN,FIN,20210106
0.6009467229755192,0.0048854568993617255,10050.0,France,FRA,FRA,20210106
0.7425804872989794,0.0041407671861004285,11151.0,Germany,DEU,DEU,20210106
0.6481605068748575,0.025103059819314776,364.0,Ghana,GHA,GHA,20210106
0.7201879596247139,0.010795119349592677,1733.0,Greece,GRC,GRC,20210106
0.7864140009764283,0.012562633611541887,1066.0,Guatemala,GTM,GTM,20210106
0.3779770195599969,0.04632410560290179,111.0,Haiti,HTI,HTI,20210106
0.7516045380550711,0.015396792319183294,794.0,Honduras,HND,HND,20210106
0.5666644841677527,0.02093744642911967,563.0,Hong Kong,HKG,HKG,20210106
0.5814304131527587,0.007874459315793163,4017.0,Hungary,HUN,HUN,20210106
0.6903956071147092,0.005051014746113314,8378.0,India,IND,IND,20210106
0.6640016256911794,0.0063072427915168644,5610.0,Indonesia,IDN,IDN,20210106
0.5255970314366264,0.015592286717836678,1025.0,Iraq,IRQ,IRQ,20210106
0.8404648410127854,0.008189103628851111,2000.0,Ireland,IRL,IRL,20210106
0.81576993140051,0.00790871439396338,2439.0,Israel,ISR,ISR,20210106
0.8614414712655756,0.003108789469609371,12353.0,Italy,ITA,ITA,20210106
0.7119440616586077,0.003202286499270977,20005.0,Japan,JPN,JPN,20210106
0.36292381878040425,0.018379357810897414,680.0,Jordan,JOR,JOR,20210106
0.3758838010995656,0.026377337887128482,339.0,Kazakhstan,KAZ,KAZ,20210106
0.7542006634356682,0.013364058838052452,1040.0,Kenya,KEN,KEN,20210106
0.6302627547498334,0.03669368085722706,175.0,Kuwait,KWT,KWT,20210106
0.5152237255333019,0.04144403779355525,147.0,Kyrgyzstan,KGZ,KGZ,20210106
0.5147395173694417,0.0197573638000012,653.0,Lebanon,LBN,LBN,20210106
0.6108124268624899,0.023516894318150367,433.0,Libya,LBY,LBY,20210106
0.6752568938200344,0.010267853005832368,2082.0,Malaysia,MYS,MYS,20210106
0.4745915390023866,0.0480938316970951,110.0,Mali,MLI,MLI,20210106
0.8411763201254934,0.0024952237556137642,21458.0,Mexico,MEX,MEX,20210106
0.4674104289057235,0.03026557064725492,274.0,Moldova,MDA,MDA,20210106
0.6462619100977061,0.02008633777741021,564.0,Morocco,MAR,MAR,20210106
0.7133627419196572,0.036085640348770834,159.0,Mozambique,MOZ,MOZ,20210106
0.8489373700608999,0.014210990139767432,637.0,Myanmar,MMR,MMR,20210106
0.7775841411737664,0.016236583518254518,656.0,Nepal,NPL,NPL,20210106
0.8171468194214054,0.00582102156591709,4418.0,Netherlands,NLD,NLD,20210106
0.7663225902313352,0.011780610553978414,1292.0,New Zealand,NZL,NZL,20210106
0.7903441511587215,0.0157452511477642,644.0,Nicaragua,NIC,NIC,20210106
0.6166874683038709,0.013074405670783664,1386.0,Nigeria,NGA,NGA,20210106
0.8300643780792526,0.006574888890416728,3297.0,Norway,NOR,NOR,20210106
0.6239962899704637,0.013097868843786772,1371.0,Pakistan,PAK,PAK,20210106
0.4553109808866536,0.03103045143697308,276.0,Palestine,PSE,PSE,20210106
0.7595083801575918,0.016264137732379433,694.0,Panama,PAN,PAN,20210106
0.5877571801075658,0.02023329618035485,616.0,Paraguay,PRY,PRY,20210106
0.6934688587549651,0.008616115167453134,2864.0,Peru,PER,PER,20210106
0.5871146611879893,0.008318945947030846,3505.0,Philippines,PHL,PHL,20210106
0.6917076088849108,0.0074041548469889785,3892.0,Poland,POL,POL,20210106
0.8201811058832998,0.006625149417531479,3406.0,Portugal,PRT,PRT,20210106
0.8422292782441786,0.010257497538811208,1273.0,"Puerto Rico, U.S.",PRI,PRI,20210106
0.6565332625670577,0.03604711229881236,174.0,Qatar,QAT,QAT,20210106
0.7048076236801883,0.008255933996313202,3055.0,Romania,ROU,ROU,20210106
0.4472086383409173,0.008753793437547274,3226.0,Russia,RUS,RUS,20210106
0.7138230148978829,0.01641886878373022,760.0,Saudi Arabia,SAU,SAU,20210106
0.548011882521196,0.01777306771946309,786.0,Serbia,SRB,SRB,20210106
0.7609087803645844,0.021538155620845014,413.0,Singapore,SGP,SGP,20210106
0.7201431231122181,0.010910467632691892,1695.0,Slovakia,SVK,SVK,20210106
0.609693402215848,0.021665240905964486,513.0,Slovenia,SVN,SVN,20210106
0.5876865947944678,0.007916885515801454,3866.0,South Africa,ZAF,ZAF,20210106
0.7753564067059573,0.010259846311564584,1657.0,South Korea,KOR,KOR,20210106
0.7975453279143255,0.004864097669471822,6874.0,Spain,ESP,ESP,20210106
0.7570338542532222,0.023048909564107663,350.0,Sri Lanka,LKA,LKA,20210106
0.6417361409998688,0.023176909522057733,430.0,Sudan,SDN,SDN,20210106
0.8644554501657842,0.003898000082046596,7715.0,Sweden,SWE,SWE,20210106
0.6616806535573179,0.010878442025470213,1894.0,Switzerland,CHE,CHE,20210106
0.622490954874502,0.007493390958122609,4183.0,Taiwan,TWN,TWN,20210106
0.5863806650186278,0.04464877643882796,122.0,Tanzania,TZA,TZA,20210106
0.8514784326231719,0.0038865099852768174,8374.0,Thailand,THA,THA,20210106
0.42725748240776734,0.017225670238666092,826.0,Tunisia,TUN,TUN,20210106
0.5802754156519866,0.007633650680746673,4181.0,Turkey,TUR,TUR,20210106
0.4796654567474436,0.008474702208979551,3497.0,Ukraine,UKR,UKR,20210106
0.7013612133265654,0.01750927776828648,681.0,United Arab Emirates,ARE,ARE,20210106
0.8788755117115291,0.003743349051514432,7604.0,United Kingdom,GBR,GBR,20210106
0.6147472426316666,0.011542240869386359,1781.0,Uruguay,URY,URY,20210106
0.4860409053245365,0.033698408748825605,222.0,Uzbekistan,UZB,UZB,20210106
0.6672631812414278,0.01011595877714184,2171.0,Venezuela,VEN,VEN,20210106
0.8169974281928803,0.006164554383267702,3937.0,Vietnam,VNM,VNM,20210106
0.4006349892546133,0.03398775304963555,209.0,Yemen,YEM,YEM,20210106
0.7349019363284621,0.02365425234366865,341.0,Afghanistan,AFG,AFG,20210107
0.5724674394258783,0.0286816392856452,293.0,Albania,ALB,ALB,20210107
0.3706449616191439,0.014512374888359962,1111.0,Algeria,DZA,DZA,20210107
0.7438436218497027,0.033559720044571265,171.0,Angola,AGO,AGO,20210107
0.6606235419447266,0.004482870858658792,11156.0,Argentina,ARG,ARG,20210107
0.4337637063676629,0.0388888370760891,164.0,Armenia,ARM,ARM,20210107
0.7810936075769441,0.005257333999433772,6191.0,Australia,AUS,AUS,20210107
0.6807540192181748,0.008841031414369484,2783.0,Austria,AUT,AUT,20210107
0.4643599235276734,0.02778436877845732,325.0,Azerbaijan,AZE,AZE,20210107
0.7821893991559064,0.010727640302433046,1480.0,Bangladesh,BGD,BGD,20210107
0.4314451480412607,0.016731258914328525,898.0,Belarus,BLR,BLR,20210107
0.7314546269443343,0.00878350045475898,2577.0,Belgium,BEL,BEL,20210107
0.6688069008748851,0.008989088823849797,2770.0,Bolivia,BOL,BOL,20210107
0.6178792398517247,0.023792026792974458,423.0,Bosnia and Herzegovina,BIH,BIH,20210107
0.7577654706379799,0.001968593294996486,47380.0,Brazil,BRA,BRA,20210107
0.4949811851327549,0.013597961839015734,1355.0,Bulgaria,BGR,BGR,20210107
0.4077888407425421,0.04016988440627106,152.0,Burkina Faso,BFA,BFA,20210107
0.7394481010935244,0.034440067155198484,164.0,Cambodia,KHM,KHM,20210107
0.35907119408555205,0.03563267425379958,183.0,Cameroon,CMR,CMR,20210107
0.7665617913375793,0.004546590024791715,8773.0,Canada,CAN,CAN,20210107
0.7047272084001726,0.006800406717554473,4538.0,Chile,CHL,CHL,20210107
0.7193676524678895,0.0042979186110109185,10937.0,Colombia,COL,COL,20210107
0.8144640400460659,0.009141713855664516,1813.0,Costa Rica,CRI,CRI,20210107
0.5156367206744829,0.029792097227681044,284.0,C̫te d'Ivoire,CIV,CIV,20210107
0.5989694924618735,0.013219730387516358,1378.0,Croatia,HRV,HRV,20210107
0.6756733979261227,0.007453353361981956,3953.0,Czech Republic,CZE,CZE,20210107
0.4038059426707829,0.03955965152564104,157.0,Democratic Republic of the Congo,COD,COD,20210107
0.8891473600234914,0.004476940533373547,5646.0,Denmark,DNK,DNK,20210107
0.5999342600748616,0.01237107473505372,1572.0,Dominican Republic,DOM,DOM,20210107
0.6619745370757492,0.008121951621969648,3398.0,Ecuador,ECU,ECU,20210107
0.5896362473473495,0.007094482398998586,4835.0,Egypt,EGY,EGY,20210107
0.7386604995207381,0.010923016335339564,1701.0,El Salvador,SLV,SLV,20210107
0.6863947442306859,0.032662170610943904,203.0,Ethiopia,ETH,ETH,20210107
0.805637182461963,0.010556873827619532,1404.0,Finland,FIN,FIN,20210107
0.6083951084860346,0.003973991065220373,15098.0,France,FRA,FRA,20210107
0.7462864626378041,0.0033644836151771862,16727.0,Germany,DEU,DEU,20210107
0.6393240420510062,0.021383451984728002,507.0,Ghana,GHA,GHA,20210107
0.7143792969972808,0.009154062088713824,2446.0,Greece,GRC,GRC,20210107
0.7811740524797492,0.010442217484446709,1570.0,Guatemala,GTM,GTM,20210107
0.3486891126024944,0.039572326791020636,146.0,Haiti,HTI,HTI,20210107
0.7537104811794078,0.012775165262855204,1162.0,Honduras,HND,HND,20210107
0.5624822078188897,0.017521325164728662,816.0,Hong Kong,HKG,HKG,20210107
0.5825893821700366,0.006764260180852703,6030.0,Hungary,HUN,HUN,20210107
0.6943752201990373,0.004169217255155621,12209.0,India,IND,IND,20210107
0.6680907123964879,0.005134757280465046,8412.0,Indonesia,IDN,IDN,20210107
0.5294881180139228,0.012740348859852032,1536.0,Iraq,IRQ,IRQ,20210107
0.8399454519588899,0.006787897497193693,2931.0,Ireland,IRL,IRL,20210107
0.8147707760364965,0.006540459392174271,3568.0,Israel,ISR,ISR,20210107
0.8599741621143554,0.002603426221899325,17811.0,Italy,ITA,ITA,20210107
0.7158124948521399,0.002601799274244555,30057.0,Japan,JPN,JPN,20210107
0.3637664984022647,0.01513650898514899,1008.0,Jordan,JOR,JOR,20210107
0.3757996373395311,0.02163470653734173,504.0,Kazakhstan,KAZ,KAZ,20210107
0.7566062568339651,0.010940680575028224,1542.0,Kenya,KEN,KEN,20210107
0.6390046262661673,0.030230486830728667,256.0,Kuwait,KWT,KWT,20210107
0.5287470717371132,0.03379301300032155,224.0,Kyrgyzstan,KGZ,KGZ,20210107
0.8357983255486237,0.03274720058268153,123.0,Laos,LAO,LAO,20210107
0.5165472672662534,0.016326360262014825,951.0,Lebanon,LBN,LBN,20210107
0.6237019550689391,0.019513741153628188,649.0,Libya,LBY,LBY,20210107
0.6767480635373918,0.008194420056893359,3261.0,Malaysia,MYS,MYS,20210107
0.5281506204284931,0.04011328543324951,158.0,Mali,MLI,MLI,20210107
0.8379850559010122,0.0020580607555066195,32046.0,Mexico,MEX,MEX,20210107
0.44768224175978943,0.0250778109901108,395.0,Moldova,MDA,MDA,20210107
0.6298070952976007,0.01656283965801441,852.0,Morocco,MAR,MAR,20210107
0.6991408260645556,0.030472603971611494,229.0,Mozambique,MOZ,MOZ,20210107
0.8490034821489255,0.011568923160981749,961.0,Myanmar,MMR,MMR,20210107
0.7766687079272961,0.013672226354185213,929.0,Nepal,NPL,NPL,20210107
0.8174339431436602,0.004793998048055208,6508.0,Netherlands,NLD,NLD,20210107
0.7552753912077619,0.00969665959427688,1966.0,New Zealand,NZL,NZL,20210107
0.785621150074499,0.013161576892327295,958.0,Nicaragua,NIC,NIC,20210107
0.6307586100006588,0.010514387758541924,2108.0,Nigeria,NGA,NGA,20210107
0.8342900901874928,0.0053988542169720365,4779.0,Norway,NOR,NOR,20210107
0.7210713491873229,0.036513913205645,156.0,Oman,OMN,OMN,20210107
0.6217481218133011,0.01065522688040106,2076.0,Pakistan,PAK,PAK,20210107
0.4606418216097922,0.025034791155401488,437.0,Palestine,PSE,PSE,20210107
0.7369351554144996,0.013458419390788463,1073.0,Panama,PAN,PAN,20210107
0.5681651643237201,0.01651607996862214,923.0,Paraguay,PRY,PRY,20210107
0.7031867488615073,0.0070686024558340044,4184.0,Peru,PER,PER,20210107
0.5824329688142126,0.0068542952177893975,5192.0,Philippines,PHL,PHL,20210107
0.695903180966627,0.006097418566222843,5694.0,Poland,POL,POL,20210107
0.8163212451124129,0.005440132970382172,5130.0,Portugal,PRT,PRT,20210107
0.8454485534035263,0.008262221642519055,1927.0,"Puerto Rico, U.S.",PRI,PRI,20210107
0.6889130869983927,0.029413385245492963,246.0,Qatar,QAT,QAT,20210107
0.6988206192259369,0.0068834415083472295,4447.0,Romania,ROU,ROU,20210107
0.4399515308443068,0.007074865003113259,4924.0,Russia,RUS,RUS,20210107
0.7025765816095967,0.013674839095231338,1119.0,Saudi Arabia,SAU,SAU,20210107
0.4621318838578401,0.04664233139458114,111.0,Senegal,SEN,SEN,20210107
0.5363571676525517,0.0146431227282606,1163.0,Serbia,SRB,SRB,20210107
0.7485155566996331,0.0174000028368006,644.0,Singapore,SGP,SGP,20210107
0.7377251992823624,0.008895617191609235,2437.0,Slovakia,SVK,SVK,20210107
0.5970814284880672,0.017833434913859362,765.0,Slovenia,SVN,SVN,20210107
0.5841283004018323,0.0066375780670832295,5525.0,South Africa,ZAF,ZAF,20210107
0.7694930797980428,0.008468760090165122,2480.0,South Korea,KOR,KOR,20210107
0.8014038307423703,0.003918866712434268,10411.0,Spain,ESP,ESP,20210107
0.7764185866776494,0.018703978243722552,498.0,Sri Lanka,LKA,LKA,20210107
0.6362017283199358,0.01893981601785345,649.0,Sudan,SDN,SDN,20210107
0.8553714393307184,0.003304782393742566,11315.0,Sweden,SWE,SWE,20210107
0.6554288164941602,0.009083494522451512,2743.0,Switzerland,CHE,CHE,20210107
0.6141912007199257,0.0061884418298242426,6185.0,Taiwan,TWN,TWN,20210107
0.6261891113622552,0.03605495292147748,179.0,Tanzania,TZA,TZA,20210107
0.8417923687876537,0.003259650316347967,12554.0,Thailand,THA,THA,20210107
0.4300639965535441,0.013963266733810162,1262.0,Tunisia,TUN,TUN,20210107
0.5888667358068492,0.00627902102814402,6139.0,Turkey,TUR,TUR,20210107
0.4862389482199616,0.00686155376312675,5334.0,Ukraine,UKR,UKR,20210107
0.6931626797380382,0.01448127140891572,1024.0,United Arab Emirates,ARE,ARE,20210107
0.8785866779214596,0.003093368655866573,11156.0,United Kingdom,GBR,GBR,20210107
0.6114161321776252,0.009519190420039956,2630.0,Uruguay,URY,URY,20210107
0.4847081871160714,0.028294402671485832,315.0,Uzbekistan,UZB,UZB,20210107
0.6602954908069748,0.008443586140258289,3154.0,Venezuela,VEN,VEN,20210107
0.8147776471990742,0.00511685321522504,5767.0,Vietnam,VNM,VNM,20210107
0.4332539623229941,0.02912664377330278,294.0,Yemen,YEM,YEM,20210107
0.7174903379282291,0.021014025931489246,450.0,Afghanistan,AFG,AFG,20210108
0.5886138680427105,0.02526617212999447,376.0,Albania,ALB,ALB,20210108
0.3605153053653216,0.012327440844083465,1523.0,Algeria,DZA,DZA,20210108
0.7431500210069012,0.02886165971742095,232.0,Angola,AGO,AGO,20210108
0.6608439834339785,0.003921691834042336,14575.0,Argentina,ARG,ARG,20210108
0.4297221936910588,0.0338979042703586,218.0,Armenia,ARM,ARM,20210108
0.7770834197493155,0.004524234639597801,8481.0,Australia,AUS,AUS,20210108
0.6830712145243006,0.007758695751606292,3623.0,Austria,AUT,AUT,20210108
0.4501337282296343,0.02402020960493282,432.0,Azerbaijan,AZE,AZE,20210108
0.7764542030633833,0.009325293437249436,1995.0,Bangladesh,BGD,BGD,20210108
0.450614409550896,0.014542227137291037,1189.0,Belarus,BLR,BLR,20210108
0.7408756796929534,0.007554025525624045,3393.0,Belgium,BEL,BEL,20210108
0.568946856510579,0.049685901499753375,104.0,Benin,BEN,BEN,20210108
0.6674747681531326,0.007865734037531633,3618.0,Bolivia,BOL,BOL,20210108
0.616388294633848,0.0205983090879898,581.0,Bosnia and Herzegovina,BIH,BIH,20210108
0.7648904242908171,0.001695537610793858,62495.0,Brazil,BRA,BRA,20210108
0.491821727013053,0.011828590370863316,1793.0,Bulgaria,BGR,BGR,20210108
0.43036971840331656,0.034402998127466125,210.0,Burkina Faso,BFA,BFA,20210108
0.7730200517619363,0.028008079007014908,223.0,Cambodia,KHM,KHM,20210108
0.38915915409616975,0.03101040373971872,247.0,Cameroon,CMR,CMR,20210108
0.7740360928188272,0.0038653671266528212,11812.0,Canada,CAN,CAN,20210108
0.7084695760231136,0.005911405718242028,5951.0,Chile,CHL,CHL,20210108
0.7195082717509367,0.0037416838913754366,14436.0,Colombia,COL,COL,20210108
0.816163112244681,0.008011533270132626,2357.0,Costa Rica,CRI,CRI,20210108
0.5130419739253859,0.025728452829082087,381.0,C̫te d'Ivoire,CIV,CIV,20210108
0.5943770485478805,0.011642793002417705,1832.0,Croatia,HRV,HRV,20210108
0.6777203597206285,0.006478165406017607,5217.0,Czech Republic,CZE,CZE,20210108
0.4120633301936537,0.03667220328858862,184.0,Democratic Republic of the Congo,COD,COD,20210108
0.8937214042484753,0.003800348829571604,7330.0,Denmark,DNK,DNK,20210108
0.6064648162661275,0.010786181121913091,2055.0,Dominican Republic,DOM,DOM,20210108
0.6512815539702853,0.007054672311304588,4565.0,Ecuador,ECU,ECU,20210108
0.5971061687761252,0.006127631390599261,6431.0,Egypt,EGY,EGY,20210108
0.741767446067792,0.00958236839052092,2178.0,El Salvador,SLV,SLV,20210108
0.7060025527987761,0.027537714296618963,275.0,Ethiopia,ETH,ETH,20210108
0.8137997442220049,0.009207814052728613,1813.0,Finland,FIN,FIN,20210108
0.6101337373664635,0.003443793970361423,20069.0,France,FRA,FRA,20210108
0.7464648571551421,0.0029136604019301964,22296.0,Germany,DEU,DEU,20210108
0.6064479500339288,0.018935571016076208,659.0,Ghana,GHA,GHA,20210108
