smoothed_pct_hes_sideeffects,smoothed_hes_sideeffects_se,sample_size,country,iso_code,gid_0,survey_date
0.36674,0.014793,1068.0,Pakistan,PAK,PAK,20210210
0.602276,0.030623,277.0,Palestine,PSE,PSE,20210210
0.543395,0.025607,381.0,Panama,PAN,PAN,20210210
0.456789,0.020123,620.0,Paraguay,PRY,PRY,20210210
0.569645,0.00871,3224.0,Peru,PER,PER,20210210
0.671403,0.007453,3974.0,Philippines,PHL,PHL,20210210
0.555734,0.00959,2688.0,Poland,POL,POL,20210210
0.427893,0.00915,2951.0,Portugal,PRT,PRT,20210210
0.635349,0.019353,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.451846,0.04037,148.0,Qatar,QAT,QAT,20210210
0.461701,0.011248,1972.0,Romania,ROU,ROU,20210210
0.448844,0.007976,3944.0,Russia,RUS,RUS,20210210
0.472944,0.017593,805.0,Saudi Arabia,SAU,SAU,20210210
0.579871,0.049376,101.0,Senegal,SEN,SEN,20210210
0.395785,0.015614,983.0,Serbia,SRB,SRB,20210210
0.611915,0.028795,281.0,Singapore,SGP,SGP,20210210
0.480504,0.015733,1013.0,Slovakia,SVK,SVK,20210210
0.487408,0.022368,501.0,Slovenia,SVN,SVN,20210210
0.534745,0.010812,2137.0,South Africa,ZAF,ZAF,20210210
0.666533,0.012197,1497.0,South Korea,KOR,KOR,20210210
0.497996,0.007287,4716.0,Spain,ESP,ESP,20210210
0.546665,0.03002,283.0,Sri Lanka,LKA,LKA,20210210
0.460315,0.026922,349.0,Sudan,SDN,SDN,20210210
0.569281,0.008781,3190.0,Sweden,SWE,SWE,20210210
0.465148,0.012587,1582.0,Switzerland,CHE,CHE,20210210
0.577748,0.006515,5759.0,Taiwan,TWN,TWN,20210210
0.381329,0.031908,239.0,Tanzania,TZA,TZA,20210210
0.571626,0.008084,3757.0,Thailand,THA,THA,20210210
0.657553,0.014596,1064.0,Tunisia,TUN,TUN,20210210
0.473253,0.008377,3572.0,Turkey,TUR,TUR,20210210
0.514744,0.007363,4605.0,Ukraine,UKR,UKR,20210210
0.480214,0.025444,388.0,United Arab Emirates,ARE,ARE,20210210
0.472438,0.009644,2700.0,United Kingdom,GBR,GBR,20210210
0.572149,0.013867,1279.0,Uruguay,URY,URY,20210210
0.485557,0.030506,291.0,Uzbekistan,UZB,UZB,20210210
0.594866,0.011728,1773.0,Venezuela,VEN,VEN,20210210
0.404831,0.005849,7037.0,Vietnam,VNM,VNM,20210210
0.416883,0.037545,176.0,Yemen,YEM,YEM,20210210
0.464347,0.032383,252.0,Afghanistan,AFG,AFG,20210211
0.415655,0.030835,264.0,Albania,ALB,ALB,20210211
0.488767,0.013653,1363.0,Algeria,DZA,DZA,20210211
0.555444,0.038927,172.0,Angola,AGO,AGO,20210211
0.483804,0.006149,6609.0,Argentina,ARG,ARG,20210211
0.485842,0.044226,126.0,Armenia,ARM,ARM,20210211
0.548201,0.009205,3442.0,Australia,AUS,AUS,20210211
0.498332,0.012821,1530.0,Austria,AUT,AUT,20210211
0.505536,0.02976,291.0,Azerbaijan,AZE,AZE,20210211
0.39785,0.014282,1203.0,Bangladesh,BGD,BGD,20210211
0.49994,0.017813,825.0,Belarus,BLR,BLR,20210211
0.557269,0.012031,1707.0,Belgium,BEL,BEL,20210211
0.519482,0.011889,1780.0,Bolivia,BOL,BOL,20210211
0.462314,0.02476,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.497796,0.004019,15508.0,Brazil,BRA,BRA,20210211
0.44931,0.012531,1591.0,Bulgaria,BGR,BGR,20210211
0.539133,0.049853,113.0,Burkina Faso,BFA,BFA,20210211
0.521909,0.030925,247.0,Cameroon,CMR,CMR,20210211
0.552142,0.007175,4821.0,Canada,CAN,CAN,20210211
0.591464,0.009876,2481.0,Chile,CHL,CHL,20210211
0.622098,0.006318,5903.0,Colombia,COL,COL,20210211
0.547928,0.01942,658.0,Costa Rica,CRI,CRI,20210211
0.529279,0.029534,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.476402,0.016616,905.0,Croatia,HRV,HRV,20210211
0.456705,0.009498,2752.0,Czech Republic,CZE,CZE,20210211
0.465593,0.040464,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.516507,0.014768,1151.0,Denmark,DNK,DNK,20210211
0.585576,0.016995,966.0,Dominican Republic,DOM,DOM,20210211
0.594031,0.009864,2532.0,Ecuador,ECU,ECU,20210211
0.551736,0.009114,2982.0,Egypt,EGY,EGY,20210211
0.623103,0.01474,1105.0,El Salvador,SLV,SLV,20210211
0.439791,0.029105,297.0,Ethiopia,ETH,ETH,20210211
0.545117,0.022609,492.0,Finland,FIN,FIN,20210211
0.519688,0.004413,12830.0,France,FRA,FRA,20210211
0.529454,0.005055,9773.0,Germany,DEU,DEU,20210211
0.608221,0.016532,892.0,Ghana,GHA,GHA,20210211
0.53902,0.010525,2256.0,Greece,GRC,GRC,20210211
0.551045,0.016103,960.0,Guatemala,GTM,GTM,20210211
0.616589,0.045422,125.0,Haiti,HTI,HTI,20210211
0.624896,0.016203,905.0,Honduras,HND,HND,20210211
0.620832,0.019656,616.0,Hong Kong,HKG,HKG,20210211
0.495867,0.008594,3395.0,Hungary,HUN,HUN,20210211
0.35244,0.005261,8245.0,India,IND,IND,20210211
0.486701,0.007128,4914.0,Indonesia,IDN,IDN,20210211
0.510712,0.012944,1517.0,Iraq,IRQ,IRQ,20210211
0.587403,0.017836,761.0,Ireland,IRL,IRL,20210211
0.525245,0.01906,688.0,Israel,ISR,ISR,20210211
0.459342,0.005707,7634.0,Italy,ITA,ITA,20210211
0.59736,0.002861,29427.0,Japan,JPN,JPN,20210211
0.466711,0.016876,891.0,Jordan,JOR,JOR,20210211
0.492659,0.019801,655.0,Kazakhstan,KAZ,KAZ,20210211
0.561399,0.016277,935.0,Kenya,KEN,KEN,20210211
0.526733,0.033527,230.0,Kuwait,KWT,KWT,20210211
0.339414,0.031351,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.56021,0.020084,617.0,Lebanon,LBN,LBN,20210211
0.460235,0.021485,548.0,Libya,LBY,LBY,20210211
0.551721,0.010489,2255.0,Malaysia,MYS,MYS,20210211
0.575969,0.042879,122.0,Mali,MLI,MLI,20210211
0.57337,0.003996,15324.0,Mexico,MEX,MEX,20210211
0.522345,0.024856,408.0,Moldova,MDA,MDA,20210211
0.512958,0.020927,580.0,Morocco,MAR,MAR,20210211
0.527828,0.02437,424.0,Mozambique,MOZ,MOZ,20210211
0.334724,0.040382,128.0,Myanmar,MMR,MMR,20210211
0.335606,0.018391,676.0,Nepal,NPL,NPL,20210211
0.464649,0.009501,2765.0,Netherlands,NLD,NLD,20210211
0.493276,0.01346,1385.0,New Zealand,NZL,NZL,20210211
0.549695,0.021637,526.0,Nicaragua,NIC,NIC,20210211
0.510341,0.012281,1649.0,Nigeria,NGA,NGA,20210211
0.552961,0.012342,1627.0,Norway,NOR,NOR,20210211
0.371886,0.013529,1284.0,Pakistan,PAK,PAK,20210211
0.611861,0.02828,320.0,Palestine,PSE,PSE,20210211
0.55177,0.023368,456.0,Panama,PAN,PAN,20210211
0.455354,0.018386,744.0,Paraguay,PRY,PRY,20210211
0.570407,0.008013,3814.0,Peru,PER,PER,20210211
0.669391,0.00682,4762.0,Philippines,PHL,PHL,20210211
0.544341,0.008807,3193.0,Poland,POL,POL,20210211
0.426537,0.008396,3502.0,Portugal,PRT,PRT,20210211
0.635424,0.018096,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.46814,0.037537,173.0,Qatar,QAT,QAT,20210211
0.455877,0.010257,2365.0,Romania,ROU,ROU,20210211
0.448576,0.007334,4657.0,Russia,RUS,RUS,20210211
0.476298,0.016108,971.0,Saudi Arabia,SAU,SAU,20210211
0.556261,0.045172,122.0,Senegal,SEN,SEN,20210211
0.396259,0.01443,1154.0,Serbia,SRB,SRB,20210211
0.600182,0.026785,338.0,Singapore,SGP,SGP,20210211
0.4842,0.014494,1194.0,Slovakia,SVK,SVK,20210211
0.489898,0.020976,571.0,Slovenia,SVN,SVN,20210211
0.531268,0.00997,2514.0,South Africa,ZAF,ZAF,20210211
0.660156,0.01117,1807.0,South Korea,KOR,KOR,20210211
0.493669,0.006729,5532.0,Spain,ESP,ESP,20210211
0.528697,0.027328,343.0,Sri Lanka,LKA,LKA,20210211
0.463851,0.024878,409.0,Sudan,SDN,SDN,20210211
0.565765,0.008099,3757.0,Sweden,SWE,SWE,20210211
0.461819,0.011683,1835.0,Switzerland,CHE,CHE,20210211
0.570837,0.006038,6726.0,Taiwan,TWN,TWN,20210211
0.375685,0.029012,288.0,Tanzania,TZA,TZA,20210211
0.574744,0.007437,4429.0,Thailand,THA,THA,20210211
0.655074,0.013686,1242.0,Tunisia,TUN,TUN,20210211
0.478932,0.007755,4167.0,Turkey,TUR,TUR,20210211
0.51425,0.006732,5528.0,Ukraine,UKR,UKR,20210211
0.486632,0.023243,471.0,United Arab Emirates,ARE,ARE,20210211
0.471962,0.008859,3198.0,United Kingdom,GBR,GBR,20210211
0.555455,0.012669,1538.0,Uruguay,URY,URY,20210211
0.465163,0.028088,341.0,Uzbekistan,UZB,UZB,20210211
0.595371,0.010826,2079.0,Venezuela,VEN,VEN,20210211
0.396771,0.005423,8121.0,Vietnam,VNM,VNM,20210211
0.438562,0.034269,216.0,Yemen,YEM,YEM,20210211
0.467296,0.028971,323.0,Afghanistan,AFG,AFG,20210212
0.424422,0.027411,335.0,Albania,ALB,ALB,20210212
0.503273,0.012263,1683.0,Algeria,DZA,DZA,20210212
0.554813,0.034917,213.0,Angola,AGO,AGO,20210212
0.482546,0.005575,8038.0,Argentina,ARG,ARG,20210212
0.496297,0.038811,165.0,Armenia,ARM,ARM,20210212
0.547863,0.007985,4405.0,Australia,AUS,AUS,20210212
0.503826,0.011585,1873.0,Austria,AUT,AUT,20210212
0.503867,0.026989,353.0,Azerbaijan,AZE,AZE,20210212
0.401565,0.012896,1474.0,Bangladesh,BGD,BGD,20210212
0.504354,0.016437,970.0,Belarus,BLR,BLR,20210212
0.558548,0.01092,2071.0,Belgium,BEL,BEL,20210212
0.528146,0.010734,2180.0,Bolivia,BOL,BOL,20210212
0.456218,0.022271,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.497646,0.003641,18893.0,Brazil,BRA,BRA,20210212
0.448149,0.011193,1991.0,Bulgaria,BGR,BGR,20210212
0.561899,0.043721,142.0,Burkina Faso,BFA,BFA,20210212
0.539524,0.044726,123.0,Cambodia,KHM,KHM,20210212
0.521323,0.02772,312.0,Cameroon,CMR,CMR,20210212
0.551333,0.006417,6026.0,Canada,CAN,CAN,20210212
0.58922,0.00895,3026.0,Chile,CHL,CHL,20210212
0.61929,0.005737,7178.0,Colombia,COL,COL,20210212
0.533865,0.017207,841.0,Costa Rica,CRI,CRI,20210212
0.55127,0.026738,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.470725,0.014869,1129.0,Croatia,HRV,HRV,20210212
0.460003,0.00853,3416.0,Czech Republic,CZE,CZE,20210212
0.458709,0.036404,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.515429,0.013385,1401.0,Denmark,DNK,DNK,20210212
0.594888,0.015139,1177.0,Dominican Republic,DOM,DOM,20210212
0.584788,0.008827,3169.0,Ecuador,ECU,ECU,20210212
0.558094,0.008175,3702.0,Egypt,EGY,EGY,20210212
0.639916,0.013102,1365.0,El Salvador,SLV,SLV,20210212
0.449368,0.026773,355.0,Ethiopia,ETH,ETH,20210212
0.552376,0.020557,593.0,Finland,FIN,FIN,20210212
0.519905,0.003982,15760.0,France,FRA,FRA,20210212
0.524366,0.004568,11976.0,Germany,DEU,DEU,20210212
0.617309,0.015175,1045.0,Ghana,GHA,GHA,20210212
0.547132,0.009417,2806.0,Greece,GRC,GRC,20210212
0.548927,0.014461,1191.0,Guatemala,GTM,GTM,20210212
0.565115,0.040974,150.0,Haiti,HTI,HTI,20210212
0.628926,0.014799,1081.0,Honduras,HND,HND,20210212
0.615532,0.017501,781.0,Hong Kong,HKG,HKG,20210212
0.488987,0.007763,4158.0,Hungary,HUN,HUN,20210212
0.354216,0.004792,9965.0,India,IND,IND,20210212
0.48811,0.006353,6188.0,Indonesia,IDN,IDN,20210212
0.516104,0.011416,1949.0,Iraq,IRQ,IRQ,20210212
0.575144,0.016017,952.0,Ireland,IRL,IRL,20210212
0.520804,0.018134,811.0,Israel,ISR,ISR,20210212
0.461538,0.005155,9364.0,Italy,ITA,ITA,20210212
0.597065,0.002606,35499.0,Japan,JPN,JPN,20210212
0.492785,0.015134,1097.0,Jordan,JOR,JOR,20210212
0.492571,0.018192,774.0,Kazakhstan,KAZ,KAZ,20210212
0.553484,0.014795,1137.0,Kenya,KEN,KEN,20210212
0.49741,0.030158,280.0,Kuwait,KWT,KWT,20210212
0.33668,0.028999,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.5637,0.018165,753.0,Lebanon,LBN,LBN,20210212
0.451228,0.019458,676.0,Libya,LBY,LBY,20210212
0.559032,0.009408,2791.0,Malaysia,MYS,MYS,20210212
0.578762,0.039805,144.0,Mali,MLI,MLI,20210212
0.575477,0.003593,18929.0,Mexico,MEX,MEX,20210212
0.508438,0.02248,498.0,Moldova,MDA,MDA,20210212
0.518619,0.019393,685.0,Morocco,MAR,MAR,20210212
0.519452,0.022464,502.0,Mozambique,MOZ,MOZ,20210212
0.311669,0.034944,173.0,Myanmar,MMR,MMR,20210212
0.33242,0.016456,848.0,Nepal,NPL,NPL,20210212
0.470161,0.008622,3360.0,Netherlands,NLD,NLD,20210212
0.497926,0.012165,1695.0,New Zealand,NZL,NZL,20210212
0.555052,0.019243,665.0,Nicaragua,NIC,NIC,20210212
0.510799,0.011226,1988.0,Nigeria,NGA,NGA,20210212
0.564454,0.011166,1975.0,Norway,NOR,NOR,20210212
0.473617,0.04365,124.0,Oman,OMN,OMN,20210212
0.37805,0.012312,1563.0,Pakistan,PAK,PAK,20210212
0.590403,0.025721,388.0,Palestine,PSE,PSE,20210212
0.532461,0.021551,537.0,Panama,PAN,PAN,20210212
0.473654,0.016498,923.0,Paraguay,PRY,PRY,20210212
0.570903,0.007282,4637.0,Peru,PER,PER,20210212
0.670738,0.006054,6041.0,Philippines,PHL,PHL,20210212
0.541695,0.007912,3963.0,Poland,POL,POL,20210212
0.426351,0.007626,4239.0,Portugal,PRT,PRT,20210212
0.637606,0.016361,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.494547,0.034535,205.0,Qatar,QAT,QAT,20210212
0.452724,0.009173,2956.0,Romania,ROU,ROU,20210212
0.446346,0.006745,5495.0,Russia,RUS,RUS,20210212
0.469933,0.014571,1185.0,Saudi Arabia,SAU,SAU,20210212
0.582787,0.041421,141.0,Senegal,SEN,SEN,20210212
0.388659,0.012893,1434.0,Serbia,SRB,SRB,20210212
0.59366,0.024568,406.0,Singapore,SGP,SGP,20210212
0.48778,0.013171,1446.0,Slovakia,SVK,SVK,20210212
0.491589,0.01897,699.0,Slovenia,SVN,SVN,20210212
0.531349,0.009057,3046.0,South Africa,ZAF,ZAF,20210212
0.660723,0.010113,2208.0,South Korea,KOR,KOR,20210212
0.493485,0.006129,6668.0,Spain,ESP,ESP,20210212
0.514882,0.024476,426.0,Sri Lanka,LKA,LKA,20210212
0.472739,0.022425,507.0,Sudan,SDN,SDN,20210212
0.560402,0.007355,4564.0,Sweden,SWE,SWE,20210212
0.462481,0.010626,2222.0,Switzerland,CHE,CHE,20210212
0.570945,0.005418,8357.0,Taiwan,TWN,TWN,20210212
0.370792,0.026401,347.0,Tanzania,TZA,TZA,20210212
0.572427,0.006659,5552.0,Thailand,THA,THA,20210212
0.64419,0.012528,1493.0,Tunisia,TUN,TUN,20210212
0.474101,0.007115,4941.0,Turkey,TUR,TUR,20210212
0.512311,0.006124,6679.0,Ukraine,UKR,UKR,20210212
0.494207,0.021403,577.0,United Arab Emirates,ARE,ARE,20210212
0.465881,0.008004,3906.0,United Kingdom,GBR,GBR,20210212
0.562795,0.011428,1884.0,Uruguay,URY,URY,20210212
0.480174,0.025702,404.0,Uzbekistan,UZB,UZB,20210212
0.608634,0.009757,2521.0,Venezuela,VEN,VEN,20210212
0.387352,0.004896,9867.0,Vietnam,VNM,VNM,20210212
0.430862,0.031769,256.0,Yemen,YEM,YEM,20210212
0.442874,0.027849,354.0,Afghanistan,AFG,AFG,20210213
0.456285,0.026857,351.0,Albania,ALB,ALB,20210213
0.508512,0.012048,1737.0,Algeria,DZA,DZA,20210213
0.527909,0.03462,215.0,Angola,AGO,AGO,20210213
0.486793,0.005481,8320.0,Argentina,ARG,ARG,20210213
0.518583,0.038861,161.0,Armenia,ARM,ARM,20210213
0.551665,0.007815,4582.0,Australia,AUS,AUS,20210213
0.502705,0.011279,1977.0,Austria,AUT,AUT,20210213
0.48647,0.027138,348.0,Azerbaijan,AZE,AZE,20210213
0.396595,0.01297,1471.0,Bangladesh,BGD,BGD,20210213
0.503855,0.015945,1018.0,Belarus,BLR,BLR,20210213
0.561504,0.010669,2164.0,Belgium,BEL,BEL,20210213
0.534728,0.010729,2172.0,Bolivia,BOL,BOL,20210213
0.452712,0.022009,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.497843,0.003585,19468.0,Brazil,BRA,BRA,20210213
0.444606,0.010901,2092.0,Bulgaria,BGR,BGR,20210213
0.538889,0.042734,142.0,Burkina Faso,BFA,BFA,20210213
0.515059,0.043083,130.0,Cambodia,KHM,KHM,20210213
0.510882,0.02756,326.0,Cameroon,CMR,CMR,20210213
0.548942,0.006308,6245.0,Canada,CAN,CAN,20210213
0.579106,0.008957,3045.0,Chile,CHL,CHL,20210213
0.611797,0.005722,7277.0,Colombia,COL,COL,20210213
0.540088,0.01671,888.0,Costa Rica,CRI,CRI,20210213
0.553951,0.025959,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.459836,0.014297,1217.0,Croatia,HRV,HRV,20210213
0.464586,0.008319,3601.0,Czech Republic,CZE,CZE,20210213
0.464902,0.035326,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.517744,0.013089,1464.0,Denmark,DNK,DNK,20210213
0.598759,0.014774,1223.0,Dominican Republic,DOM,DOM,20210213
0.58889,0.008651,3268.0,Ecuador,ECU,ECU,20210213
0.563861,0.007979,3869.0,Egypt,EGY,EGY,20210213
0.644707,0.012903,1397.0,El Salvador,SLV,SLV,20210213
0.436034,0.026541,363.0,Ethiopia,ETH,ETH,20210213
0.534402,0.020264,616.0,Finland,FIN,FIN,20210213
0.519805,0.003907,16374.0,France,FRA,FRA,20210213
0.521308,0.004473,12490.0,Germany,DEU,DEU,20210213
0.611802,0.01505,1063.0,Ghana,GHA,GHA,20210213
0.566196,0.009232,2892.0,Greece,GRC,GRC,20210213
0.552771,0.01433,1208.0,Guatemala,GTM,GTM,20210213
0.583824,0.040938,149.0,Haiti,HTI,HTI,20210213
0.613223,0.014551,1135.0,Honduras,HND,HND,20210213
0.609409,0.017315,796.0,Hong Kong,HKG,HKG,20210213
0.492571,0.007524,4426.0,Hungary,HUN,HUN,20210213
0.356194,0.004741,10213.0,India,IND,IND,20210213
0.487604,0.006255,6382.0,Indonesia,IDN,IDN,20210213
0.510657,0.010983,2105.0,Iraq,IRQ,IRQ,20210213
0.577719,0.015587,1005.0,Ireland,IRL,IRL,20210213
0.531206,0.017869,834.0,Israel,ISR,ISR,20210213
0.458497,0.00503,9834.0,Italy,ITA,ITA,20210213
0.596476,0.002565,36648.0,Japan,JPN,JPN,20210213
0.488756,0.014627,1159.0,Jordan,JOR,JOR,20210213
0.48577,0.017803,802.0,Kazakhstan,KAZ,KAZ,20210213
0.550431,0.014526,1181.0,Kenya,KEN,KEN,20210213
0.47637,0.02958,288.0,Kuwait,KWT,KWT,20210213
0.328075,0.028791,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.567355,0.018127,754.0,Lebanon,LBN,LBN,20210213
0.465904,0.019237,693.0,Libya,LBY,LBY,20210213
0.569607,0.009196,2909.0,Malaysia,MYS,MYS,20210213
0.562326,0.040424,140.0,Mali,MLI,MLI,20210213
0.574386,0.003563,19257.0,Mexico,MEX,MEX,20210213
0.509567,0.021627,538.0,Moldova,MDA,MDA,20210213
0.467554,0.019344,693.0,Morocco,MAR,MAR,20210213
0.522693,0.021882,534.0,Mozambique,MOZ,MOZ,20210213
0.293063,0.030503,221.0,Myanmar,MMR,MMR,20210213
0.330802,0.016199,890.0,Nepal,NPL,NPL,20210213
0.470008,0.00843,3513.0,Netherlands,NLD,NLD,20210213
0.496797,0.011917,1766.0,New Zealand,NZL,NZL,20210213
0.5736,0.01848,712.0,Nicaragua,NIC,NIC,20210213
0.494956,0.011192,2005.0,Nigeria,NGA,NGA,20210213
0.567175,0.010961,2045.0,Norway,NOR,NOR,20210213
0.550502,0.045523,120.0,Oman,OMN,OMN,20210213
0.386616,0.012068,1638.0,Pakistan,PAK,PAK,20210213
0.594826,0.02481,413.0,Palestine,PSE,PSE,20210213
0.508282,0.021147,563.0,Panama,PAN,PAN,20210213
0.481881,0.016449,931.0,Paraguay,PRY,PRY,20210213
0.580877,0.007234,4661.0,Peru,PER,PER,20210213
0.67406,0.006009,6103.0,Philippines,PHL,PHL,20210213
0.539802,0.007744,4140.0,Poland,POL,POL,20210213
0.429995,0.007513,4376.0,Portugal,PRT,PRT,20210213
0.607028,0.016487,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.530265,0.034889,208.0,Qatar,QAT,QAT,20210213
0.44279,0.008945,3092.0,Romania,ROU,ROU,20210213
0.445874,0.006657,5633.0,Russia,RUS,RUS,20210213
0.432755,0.014315,1210.0,Saudi Arabia,SAU,SAU,20210213
0.61001,0.041152,139.0,Senegal,SEN,SEN,20210213
0.372419,0.012657,1466.0,Serbia,SRB,SRB,20210213
0.595251,0.023285,451.0,Singapore,SGP,SGP,20210213
0.488285,0.012908,1507.0,Slovakia,SVK,SVK,20210213
0.471491,0.018814,705.0,Slovenia,SVN,SVN,20210213
0.515426,0.008926,3143.0,South Africa,ZAF,ZAF,20210213
0.664154,0.00981,2332.0,South Korea,KOR,KOR,20210213
0.490865,0.00607,6798.0,Spain,ESP,ESP,20210213
0.494019,0.024406,429.0,Sri Lanka,LKA,LKA,20210213
0.480848,0.022184,513.0,Sudan,SDN,SDN,20210213
0.559452,0.00727,4674.0,Sweden,SWE,SWE,20210213
0.463363,0.010439,2306.0,Switzerland,CHE,CHE,20210213
0.560853,0.005336,8687.0,Taiwan,TWN,TWN,20210213
0.368484,0.025173,377.0,Tanzania,TZA,TZA,20210213
0.571087,0.006632,5634.0,Thailand,THA,THA,20210213
0.622037,0.012371,1566.0,Tunisia,TUN,TUN,20210213
0.48007,0.007017,5078.0,Turkey,TUR,TUR,20210213
0.525475,0.006031,6890.0,Ukraine,UKR,UKR,20210213
0.498312,0.020737,606.0,United Arab Emirates,ARE,ARE,20210213
0.471717,0.007875,4034.0,United Kingdom,GBR,GBR,20210213
0.55448,0.011312,1927.0,Uruguay,URY,URY,20210213
0.460416,0.024779,427.0,Uzbekistan,UZB,UZB,20210213
0.613058,0.009719,2529.0,Venezuela,VEN,VEN,20210213
0.381825,0.004821,10126.0,Vietnam,VNM,VNM,20210213
0.430319,0.03197,259.0,Yemen,YEM,YEM,20210213
0.447014,0.026057,367.0,Afghanistan,AFG,AFG,20210214
0.462228,0.026962,351.0,Albania,ALB,ALB,20210214
0.50598,0.011993,1748.0,Algeria,DZA,DZA,20210214
0.509213,0.034803,218.0,Angola,AGO,AGO,20210214
0.484728,0.005496,8272.0,Argentina,ARG,ARG,20210214
0.511408,0.037673,172.0,Armenia,ARM,ARM,20210214
0.556551,0.007734,4670.0,Australia,AUS,AUS,20210214
0.500142,0.011195,2007.0,Austria,AUT,AUT,20210214
0.493147,0.027461,342.0,Azerbaijan,AZE,AZE,20210214
0.388371,0.013063,1431.0,Bangladesh,BGD,BGD,20210214
0.494925,0.015942,1025.0,Belarus,BLR,BLR,20210214
0.55526,0.010583,2213.0,Belgium,BEL,BEL,20210214
0.546518,0.010714,2182.0,Bolivia,BOL,BOL,20210214
0.436798,0.021694,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.498678,0.003555,19805.0,Brazil,BRA,BRA,20210214
0.450423,0.010876,2102.0,Bulgaria,BGR,BGR,20210214
0.554537,0.041976,146.0,Burkina Faso,BFA,BFA,20210214
0.492363,0.04099,143.0,Cambodia,KHM,KHM,20210214
0.513389,0.027546,325.0,Cameroon,CMR,CMR,20210214
0.543392,0.006311,6254.0,Canada,CAN,CAN,20210214
0.571697,0.008993,3036.0,Chile,CHL,CHL,20210214
0.613538,0.005726,7262.0,Colombia,COL,COL,20210214
0.547614,0.016525,907.0,Costa Rica,CRI,CRI,20210214
0.571348,0.025553,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.451979,0.014243,1227.0,Croatia,HRV,HRV,20210214
0.464159,0.008132,3768.0,Czech Republic,CZE,CZE,20210214
0.465876,0.036009,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.518393,0.012936,1497.0,Denmark,DNK,DNK,20210214
0.602682,0.014715,1228.0,Dominican Republic,DOM,DOM,20210214
0.586727,0.008615,3293.0,Ecuador,ECU,ECU,20210214
0.563083,0.00787,3990.0,Egypt,EGY,EGY,20210214
0.626248,0.013195,1367.0,El Salvador,SLV,SLV,20210214
0.41415,0.025842,378.0,Ethiopia,ETH,ETH,20210214
0.550756,0.019681,648.0,Finland,FIN,FIN,20210214
0.518925,0.003866,16728.0,France,FRA,FRA,20210214
0.52425,0.00442,12779.0,Germany,DEU,DEU,20210214
0.620541,0.014956,1066.0,Ghana,GHA,GHA,20210214
0.56919,0.009127,2954.0,Greece,GRC,GRC,20210214
0.551531,0.014132,1241.0,Guatemala,GTM,GTM,20210214
0.564837,0.039608,155.0,Haiti,HTI,HTI,20210214
0.607951,0.014757,1097.0,Honduras,HND,HND,20210214
0.606866,0.017267,805.0,Hong Kong,HKG,HKG,20210214
0.491931,0.007436,4529.0,Hungary,HUN,HUN,20210214
0.357132,0.00473,10276.0,India,IND,IND,20210214
0.496959,0.006156,6608.0,Indonesia,IDN,IDN,20210214
0.505925,0.010678,2215.0,Iraq,IRQ,IRQ,20210214
0.576952,0.015475,1024.0,Ireland,IRL,IRL,20210214
0.537796,0.018107,813.0,Israel,ISR,ISR,20210214
0.45934,0.004997,9966.0,Italy,ITA,ITA,20210214
0.595615,0.002541,37380.0,Japan,JPN,JPN,20210214
0.491002,0.014501,1180.0,Jordan,JOR,JOR,20210214
0.481385,0.017624,816.0,Kazakhstan,KAZ,KAZ,20210214
0.54902,0.014477,1187.0,Kenya,KEN,KEN,20210214
0.461882,0.030092,279.0,Kuwait,KWT,KWT,20210214
0.298371,0.028327,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.546335,0.048322,108.0,Laos,LAO,LAO,20210214
0.560674,0.018403,733.0,Lebanon,LBN,LBN,20210214
0.47088,0.018874,718.0,Libya,LBY,LBY,20210214
0.571179,0.009148,2940.0,Malaysia,MYS,MYS,20210214
0.573122,0.041321,136.0,Mali,MLI,MLI,20210214
0.572772,0.003569,19212.0,Mexico,MEX,MEX,20210214
0.524643,0.021233,556.0,Moldova,MDA,MDA,20210214
0.456844,0.01932,694.0,Morocco,MAR,MAR,20210214
0.51405,0.021899,535.0,Mozambique,MOZ,MOZ,20210214
0.255885,0.029671,220.0,Myanmar,MMR,MMR,20210214
0.324536,0.015896,913.0,Nepal,NPL,NPL,20210214
0.466526,0.008244,3671.0,Netherlands,NLD,NLD,20210214
0.495402,0.011143,2019.0,New Zealand,NZL,NZL,20210214
0.582842,0.018494,707.0,Nicaragua,NIC,NIC,20210214
