smoothed_pct_hes_otherpeople,smoothed_hes_otherpeople_se,sample_size,country,iso_code,gid_0,survey_date
0.300707,0.023622,381.0,Panama,PAN,PAN,20210210
0.30859,0.018748,620.0,Paraguay,PRY,PRY,20210210
0.282804,0.00793,3224.0,Peru,PER,PER,20210210
0.287201,0.00718,3974.0,Philippines,PHL,PHL,20210210
0.339425,0.009146,2688.0,Poland,POL,POL,20210210
0.616993,0.008969,2951.0,Portugal,PRT,PRT,20210210
0.338176,0.01912,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.318607,0.039045,148.0,Qatar,QAT,QAT,20210210
0.3221,0.01054,1972.0,Romania,ROU,ROU,20210210
0.158659,0.005822,3944.0,Russia,RUS,RUS,20210210
0.285861,0.015988,805.0,Saudi Arabia,SAU,SAU,20210210
0.318301,0.04729,101.0,Senegal,SEN,SEN,20210210
0.302996,0.014691,983.0,Serbia,SRB,SRB,20210210
0.372558,0.029048,281.0,Singapore,SGP,SGP,20210210
0.338921,0.014872,1013.0,Slovakia,SVK,SVK,20210210
0.436378,0.022007,501.0,Slovenia,SVN,SVN,20210210
0.285116,0.009794,2137.0,South Africa,ZAF,ZAF,20210210
0.330096,0.012147,1497.0,South Korea,KOR,KOR,20210210
0.480832,0.007281,4716.0,Spain,ESP,ESP,20210210
0.317471,0.027654,283.0,Sri Lanka,LKA,LKA,20210210
0.256814,0.023846,349.0,Sudan,SDN,SDN,20210210
0.493734,0.008871,3190.0,Sweden,SWE,SWE,20210210
0.520791,0.012619,1582.0,Switzerland,CHE,CHE,20210210
0.4821,0.006591,5759.0,Taiwan,TWN,TWN,20210210
0.222926,0.027384,239.0,Tanzania,TZA,TZA,20210210
0.478123,0.008166,3757.0,Thailand,THA,THA,20210210
0.299591,0.014115,1064.0,Tunisia,TUN,TUN,20210210
0.285351,0.007581,3572.0,Turkey,TUR,TUR,20210210
0.195957,0.005871,4605.0,Ukraine,UKR,UKR,20210210
0.199298,0.020008,388.0,United Arab Emirates,ARE,ARE,20210210
0.455545,0.009597,2700.0,United Kingdom,GBR,GBR,20210210
0.29462,0.012812,1279.0,Uruguay,URY,URY,20210210
0.222455,0.025483,291.0,Uzbekistan,UZB,UZB,20210210
0.301216,0.010947,1773.0,Venezuela,VEN,VEN,20210210
0.476533,0.005954,7037.0,Vietnam,VNM,VNM,20210210
0.27839,0.033761,176.0,Yemen,YEM,YEM,20210210
0.290695,0.03128,252.0,Afghanistan,AFG,AFG,20210211
0.269839,0.027761,264.0,Albania,ALB,ALB,20210211
0.286884,0.012207,1363.0,Algeria,DZA,DZA,20210211
0.364048,0.037439,172.0,Angola,AGO,AGO,20210211
0.391187,0.006007,6609.0,Argentina,ARG,ARG,20210211
0.235242,0.038368,126.0,Armenia,ARM,ARM,20210211
0.383411,0.008984,3442.0,Australia,AUS,AUS,20210211
0.375419,0.012406,1530.0,Austria,AUT,AUT,20210211
0.26378,0.026251,291.0,Azerbaijan,AZE,AZE,20210211
0.332968,0.013576,1203.0,Bangladesh,BGD,BGD,20210211
0.149314,0.012651,825.0,Belarus,BLR,BLR,20210211
0.388944,0.011805,1707.0,Belgium,BEL,BEL,20210211
0.331345,0.011209,1780.0,Bolivia,BOL,BOL,20210211
0.276874,0.022186,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.385058,0.003912,15508.0,Brazil,BRA,BRA,20210211
0.299438,0.01155,1591.0,Bulgaria,BGR,BGR,20210211
0.304886,0.044321,113.0,Burkina Faso,BFA,BFA,20210211
0.275601,0.028763,247.0,Cameroon,CMR,CMR,20210211
0.442278,0.007165,4821.0,Canada,CAN,CAN,20210211
0.336245,0.009508,2481.0,Chile,CHL,CHL,20210211
0.346057,0.006205,5903.0,Colombia,COL,COL,20210211
0.402098,0.019214,658.0,Costa Rica,CRI,CRI,20210211
0.287484,0.027041,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.379595,0.016106,905.0,Croatia,HRV,HRV,20210211
0.452144,0.009493,2752.0,Czech Republic,CZE,CZE,20210211
0.239441,0.035979,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.471178,0.014694,1151.0,Denmark,DNK,DNK,20210211
0.288835,0.015673,966.0,Dominican Republic,DOM,DOM,20210211
0.385296,0.009775,2532.0,Ecuador,ECU,ECU,20210211
0.249934,0.007941,2982.0,Egypt,EGY,EGY,20210211
0.334487,0.014307,1105.0,El Salvador,SLV,SLV,20210211
0.244831,0.025206,297.0,Ethiopia,ETH,ETH,20210211
0.433423,0.022448,492.0,Finland,FIN,FIN,20210211
0.441158,0.004384,12830.0,France,FRA,FRA,20210211
0.410875,0.004982,9773.0,Germany,DEU,DEU,20210211
0.196211,0.013487,892.0,Ghana,GHA,GHA,20210211
0.357502,0.010114,2256.0,Greece,GRC,GRC,20210211
0.379247,0.015572,960.0,Guatemala,GTM,GTM,20210211
0.391693,0.043851,125.0,Haiti,HTI,HTI,20210211
0.339604,0.015842,905.0,Honduras,HND,HND,20210211
0.310263,0.018808,616.0,Hong Kong,HKG,HKG,20210211
0.265626,0.007584,3395.0,Hungary,HUN,HUN,20210211
0.393803,0.005379,8245.0,India,IND,IND,20210211
0.320625,0.006669,4914.0,Indonesia,IDN,IDN,20210211
0.260228,0.011329,1517.0,Iraq,IRQ,IRQ,20210211
0.394947,0.017574,761.0,Ireland,IRL,IRL,20210211
0.219614,0.015844,688.0,Israel,ISR,ISR,20210211
0.35295,0.005471,7634.0,Italy,ITA,ITA,20210211
0.300055,0.002672,29427.0,Japan,JPN,JPN,20210211
0.265238,0.014795,891.0,Jordan,JOR,JOR,20210211
0.181898,0.015049,655.0,Kazakhstan,KAZ,KAZ,20210211
0.21602,0.013474,935.0,Kenya,KEN,KEN,20210211
0.317883,0.031234,230.0,Kuwait,KWT,KWT,20210211
0.25244,0.029241,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.28713,0.018307,617.0,Lebanon,LBN,LBN,20210211
0.309922,0.019977,548.0,Libya,LBY,LBY,20210211
0.417456,0.010408,2255.0,Malaysia,MYS,MYS,20210211
0.302193,0.041862,122.0,Mali,MLI,MLI,20210211
0.424837,0.003994,15324.0,Mexico,MEX,MEX,20210211
0.264599,0.021792,408.0,Moldova,MDA,MDA,20210211
0.356265,0.02029,580.0,Morocco,MAR,MAR,20210211
0.384806,0.023817,424.0,Mozambique,MOZ,MOZ,20210211
0.472255,0.045968,128.0,Myanmar,MMR,MMR,20210211
0.372732,0.01878,676.0,Nepal,NPL,NPL,20210211
0.40437,0.00935,2765.0,Netherlands,NLD,NLD,20210211
0.447754,0.013374,1385.0,New Zealand,NZL,NZL,20210211
0.352902,0.020862,526.0,Nicaragua,NIC,NIC,20210211
0.200119,0.009878,1649.0,Nigeria,NGA,NGA,20210211
0.504266,0.012349,1627.0,Norway,NOR,NOR,20210211
0.355489,0.013246,1284.0,Pakistan,PAK,PAK,20210211
0.289022,0.026374,320.0,Palestine,PSE,PSE,20210211
0.310849,0.021766,456.0,Panama,PAN,PAN,20210211
0.308696,0.017125,744.0,Paraguay,PRY,PRY,20210211
0.286345,0.00732,3814.0,Peru,PER,PER,20210211
0.289865,0.006577,4762.0,Philippines,PHL,PHL,20210211
0.342216,0.008407,3193.0,Poland,POL,POL,20210211
0.624105,0.0082,3502.0,Portugal,PRT,PRT,20210211
0.32158,0.017575,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.331534,0.036454,173.0,Qatar,QAT,QAT,20210211
0.320333,0.00961,2365.0,Romania,ROU,ROU,20210211
0.157137,0.005338,4657.0,Russia,RUS,RUS,20210211
0.288531,0.014667,971.0,Saudi Arabia,SAU,SAU,20210211
0.366249,0.043286,122.0,Senegal,SEN,SEN,20210211
0.299726,0.013523,1154.0,Serbia,SRB,SRB,20210211
0.372517,0.026955,338.0,Singapore,SGP,SGP,20210211
0.34557,0.01376,1194.0,Slovakia,SVK,SVK,20210211
0.430925,0.02062,571.0,Slovenia,SVN,SVN,20210211
0.284462,0.009022,2514.0,South Africa,ZAF,ZAF,20210211
0.327855,0.011053,1807.0,South Korea,KOR,KOR,20210211
0.48157,0.006725,5532.0,Spain,ESP,ESP,20210211
0.305295,0.024979,343.0,Sri Lanka,LKA,LKA,20210211
0.250994,0.021814,409.0,Sudan,SDN,SDN,20210211
0.496341,0.008174,3757.0,Sweden,SWE,SWE,20210211
0.506803,0.011698,1835.0,Switzerland,CHE,CHE,20210211
0.484283,0.006099,6726.0,Taiwan,TWN,TWN,20210211
0.229072,0.02516,288.0,Tanzania,TZA,TZA,20210211
0.471624,0.007512,4429.0,Thailand,THA,THA,20210211
0.302706,0.013243,1242.0,Tunisia,TUN,TUN,20210211
0.287158,0.00703,4167.0,Turkey,TUR,TUR,20210211
0.199465,0.005395,5528.0,Ukraine,UKR,UKR,20210211
0.228723,0.018802,471.0,United Arab Emirates,ARE,ARE,20210211
0.455524,0.00882,3198.0,United Kingdom,GBR,GBR,20210211
0.288712,0.011602,1538.0,Uruguay,URY,URY,20210211
0.220226,0.02354,341.0,Uzbekistan,UZB,UZB,20210211
0.294531,0.010041,2079.0,Venezuela,VEN,VEN,20210211
0.474635,0.005543,8121.0,Vietnam,VNM,VNM,20210211
0.309481,0.031692,216.0,Yemen,YEM,YEM,20210211
0.27429,0.027501,323.0,Afghanistan,AFG,AFG,20210212
0.271155,0.024664,335.0,Albania,ALB,ALB,20210212
0.290373,0.011053,1683.0,Algeria,DZA,DZA,20210212
0.402754,0.03391,213.0,Angola,AGO,AGO,20210212
0.39096,0.005446,8038.0,Argentina,ARG,ARG,20210212
0.207114,0.031821,165.0,Armenia,ARM,ARM,20210212
0.375305,0.00776,4405.0,Australia,AUS,AUS,20210212
0.369564,0.011178,1873.0,Austria,AUT,AUT,20210212
0.280334,0.024171,353.0,Azerbaijan,AZE,AZE,20210212
0.336648,0.012304,1474.0,Bangladesh,BGD,BGD,20210212
0.149092,0.011678,970.0,Belarus,BLR,BLR,20210212
0.388777,0.010718,2071.0,Belgium,BEL,BEL,20210212
0.337865,0.010174,2180.0,Bolivia,BOL,BOL,20210212
0.292822,0.020232,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.388281,0.003549,18893.0,Brazil,BRA,BRA,20210212
0.282932,0.010113,1991.0,Bulgaria,BGR,BGR,20210212
0.291003,0.038894,142.0,Burkina Faso,BFA,BFA,20210212
0.347878,0.043578,123.0,Cambodia,KHM,KHM,20210212
0.269423,0.025435,312.0,Cameroon,CMR,CMR,20210212
0.440907,0.006405,6026.0,Canada,CAN,CAN,20210212
0.342168,0.00864,3026.0,Chile,CHL,CHL,20210212
0.350894,0.005642,7178.0,Colombia,COL,COL,20210212
0.390611,0.016886,841.0,Costa Rica,CRI,CRI,20210212
0.286571,0.024627,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.390597,0.014492,1129.0,Croatia,HRV,HRV,20210212
0.447887,0.008513,3416.0,Czech Republic,CZE,CZE,20210212
0.228944,0.031883,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.477055,0.013331,1401.0,Denmark,DNK,DNK,20210212
0.303011,0.014191,1177.0,Dominican Republic,DOM,DOM,20210212
0.383277,0.008717,3169.0,Ecuador,ECU,ECU,20210212
0.247561,0.00711,3702.0,Egypt,EGY,EGY,20210212
0.338268,0.012899,1365.0,El Salvador,SLV,SLV,20210212
0.240973,0.022995,355.0,Ethiopia,ETH,ETH,20210212
0.441523,0.020482,593.0,Finland,FIN,FIN,20210212
0.441229,0.003956,15760.0,France,FRA,FRA,20210212
0.405178,0.00449,11976.0,Germany,DEU,DEU,20210212
0.201339,0.012555,1045.0,Ghana,GHA,GHA,20210212
0.352053,0.009035,2806.0,Greece,GRC,GRC,20210212
0.386869,0.014047,1191.0,Guatemala,GTM,GTM,20210212
0.394053,0.040178,150.0,Haiti,HTI,HTI,20210212
0.351656,0.01462,1081.0,Honduras,HND,HND,20210212
0.312131,0.016723,781.0,Hong Kong,HKG,HKG,20210212
0.259001,0.006793,4158.0,Hungary,HUN,HUN,20210212
0.391073,0.004888,9965.0,India,IND,IND,20210212
0.315145,0.005913,6188.0,Indonesia,IDN,IDN,20210212
0.255972,0.009952,1949.0,Iraq,IRQ,IRQ,20210212
0.388754,0.015707,952.0,Ireland,IRL,IRL,20210212
0.212253,0.014994,811.0,Israel,ISR,ISR,20210212
0.34817,0.004925,9364.0,Italy,ITA,ITA,20210212
0.301344,0.002437,35499.0,Japan,JPN,JPN,20210212
0.260175,0.013251,1097.0,Jordan,JOR,JOR,20210212
0.177705,0.013728,774.0,Kazakhstan,KAZ,KAZ,20210212
0.220461,0.01233,1137.0,Kenya,KEN,KEN,20210212
0.320928,0.02835,280.0,Kuwait,KWT,KWT,20210212
0.270307,0.027402,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.297944,0.016722,753.0,Lebanon,LBN,LBN,20210212
0.324417,0.018242,676.0,Libya,LBY,LBY,20210212
0.41996,0.00936,2791.0,Malaysia,MYS,MYS,20210212
0.342305,0.03899,144.0,Mali,MLI,MLI,20210212
0.42106,0.003589,18929.0,Mexico,MEX,MEX,20210212
0.261548,0.019677,498.0,Moldova,MDA,MDA,20210212
0.35389,0.018777,685.0,Morocco,MAR,MAR,20210212
0.389711,0.021987,502.0,Mozambique,MOZ,MOZ,20210212
0.485203,0.040109,173.0,Myanmar,MMR,MMR,20210212
0.383817,0.0169,848.0,Nepal,NPL,NPL,20210212
0.402864,0.008475,3360.0,Netherlands,NLD,NLD,20210212
0.443944,0.012079,1695.0,New Zealand,NZL,NZL,20210212
0.359285,0.018631,665.0,Nicaragua,NIC,NIC,20210212
0.196125,0.008939,1988.0,Nigeria,NGA,NGA,20210212
0.493929,0.011212,1975.0,Norway,NOR,NOR,20210212
0.341428,0.042745,124.0,Oman,OMN,OMN,20210212
0.375737,0.012154,1563.0,Pakistan,PAK,PAK,20210212
0.273256,0.023331,388.0,Palestine,PSE,PSE,20210212
0.311755,0.020099,537.0,Panama,PAN,PAN,20210212
0.324869,0.015535,923.0,Paraguay,PRY,PRY,20210212
0.295702,0.0067,4637.0,Peru,PER,PER,20210212
0.293507,0.005864,6041.0,Philippines,PHL,PHL,20210212
0.33846,0.007526,3963.0,Poland,POL,POL,20210212
0.618596,0.007471,4239.0,Portugal,PRT,PRT,20210212
0.32512,0.015955,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.337627,0.033679,205.0,Qatar,QAT,QAT,20210212
0.324622,0.008626,2956.0,Romania,ROU,ROU,20210212
0.156075,0.004903,5495.0,Russia,RUS,RUS,20210212
0.279813,0.013151,1185.0,Saudi Arabia,SAU,SAU,20210212
0.358059,0.040222,141.0,Senegal,SEN,SEN,20210212
0.290707,0.012013,1434.0,Serbia,SRB,SRB,20210212
0.374939,0.02459,406.0,Singapore,SGP,SGP,20210212
0.336732,0.01242,1446.0,Slovakia,SVK,SVK,20210212
0.415441,0.018538,699.0,Slovenia,SVN,SVN,20210212
0.281514,0.008167,3046.0,South Africa,ZAF,ZAF,20210212
0.325179,0.009993,2208.0,South Korea,KOR,KOR,20210212
0.478827,0.006124,6668.0,Spain,ESP,ESP,20210212
0.3048,0.02241,426.0,Sri Lanka,LKA,LKA,20210212
0.253116,0.019667,507.0,Sudan,SDN,SDN,20210212
0.490819,0.007411,4564.0,Sweden,SWE,SWE,20210212
0.498941,0.010636,2222.0,Switzerland,CHE,CHE,20210212
0.481119,0.005471,8357.0,Taiwan,TWN,TWN,20210212
0.213059,0.022201,347.0,Tanzania,TZA,TZA,20210212
0.465735,0.006713,5552.0,Thailand,THA,THA,20210212
0.308598,0.012111,1493.0,Tunisia,TUN,TUN,20210212
0.284854,0.006437,4941.0,Turkey,TUR,TUR,20210212
0.194823,0.004859,6679.0,Ukraine,UKR,UKR,20210212
0.242599,0.017525,577.0,United Arab Emirates,ARE,ARE,20210212
0.45923,0.007984,3906.0,United Kingdom,GBR,GBR,20210212
0.290534,0.010501,1884.0,Uruguay,URY,URY,20210212
0.229385,0.02183,404.0,Uzbekistan,UZB,UZB,20210212
0.296864,0.009135,2521.0,Venezuela,VEN,VEN,20210212
0.480305,0.00503,9867.0,Vietnam,VNM,VNM,20210212
0.306188,0.029392,256.0,Yemen,YEM,YEM,20210212
0.319401,0.026842,354.0,Afghanistan,AFG,AFG,20210213
0.28888,0.024627,351.0,Albania,ALB,ALB,20210213
0.287958,0.010843,1737.0,Algeria,DZA,DZA,20210213
0.379623,0.033751,215.0,Angola,AGO,AGO,20210213
0.392159,0.005356,8320.0,Argentina,ARG,ARG,20210213
0.212469,0.032578,161.0,Armenia,ARM,ARM,20210213
0.377653,0.007612,4582.0,Australia,AUS,AUS,20210213
0.371928,0.010898,1977.0,Austria,AUT,AUT,20210213
0.275741,0.024268,348.0,Azerbaijan,AZE,AZE,20210213
0.354367,0.012589,1471.0,Bangladesh,BGD,BGD,20210213
0.14533,0.011284,1018.0,Belarus,BLR,BLR,20210213
0.372245,0.010378,2164.0,Belgium,BEL,BEL,20210213
0.339809,0.0102,2172.0,Bolivia,BOL,BOL,20210213
0.307954,0.020356,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.388977,0.003495,19468.0,Brazil,BRA,BRA,20210213
0.285729,0.009879,2092.0,Bulgaria,BGR,BGR,20210213
0.298868,0.038515,142.0,Burkina Faso,BFA,BFA,20210213
0.328228,0.041878,130.0,Cambodia,KHM,KHM,20210213
0.264747,0.024724,326.0,Cameroon,CMR,CMR,20210213
0.433379,0.006281,6245.0,Canada,CAN,CAN,20210213
0.353055,0.008682,3045.0,Chile,CHL,CHL,20210213
0.351416,0.005607,7277.0,Colombia,COL,COL,20210213
0.39195,0.016436,888.0,Costa Rica,CRI,CRI,20210213
0.29649,0.024083,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.398833,0.014012,1217.0,Croatia,HRV,HRV,20210213
0.447017,0.008291,3601.0,Czech Republic,CZE,CZE,20210213
0.270471,0.031712,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.465268,0.013053,1464.0,Denmark,DNK,DNK,20210213
0.305254,0.013901,1223.0,Dominican Republic,DOM,DOM,20210213
0.390992,0.008598,3268.0,Ecuador,ECU,ECU,20210213
0.23666,0.006853,3869.0,Egypt,EGY,EGY,20210213
0.343554,0.012787,1397.0,El Salvador,SLV,SLV,20210213
0.209458,0.02207,363.0,Ethiopia,ETH,ETH,20210213
0.449979,0.020075,616.0,Finland,FIN,FIN,20210213
0.441868,0.003883,16374.0,France,FRA,FRA,20210213
0.407207,0.004399,12490.0,Germany,DEU,DEU,20210213
0.191095,0.012174,1063.0,Ghana,GHA,GHA,20210213
0.355871,0.00892,2892.0,Greece,GRC,GRC,20210213
0.38369,0.013939,1208.0,Guatemala,GTM,GTM,20210213
0.36179,0.040569,149.0,Haiti,HTI,HTI,20210213
0.348165,0.014226,1135.0,Honduras,HND,HND,20210213
0.301097,0.016363,796.0,Hong Kong,HKG,HKG,20210213
0.256084,0.006561,4426.0,Hungary,HUN,HUN,20210213
0.390365,0.004828,10213.0,India,IND,IND,20210213
0.314925,0.00582,6382.0,Indonesia,IDN,IDN,20210213
0.252069,0.009521,2105.0,Iraq,IRQ,IRQ,20210213
0.374164,0.015191,1005.0,Ireland,IRL,IRL,20210213
0.215819,0.01486,834.0,Israel,ISR,ISR,20210213
0.344966,0.004799,9834.0,Italy,ITA,ITA,20210213
0.303747,0.002403,36648.0,Japan,JPN,JPN,20210213
0.27242,0.013,1159.0,Jordan,JOR,JOR,20210213
0.186311,0.013812,802.0,Kazakhstan,KAZ,KAZ,20210213
0.212563,0.011912,1181.0,Kenya,KEN,KEN,20210213
0.314239,0.027755,288.0,Kuwait,KWT,KWT,20210213
0.269652,0.027223,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.292056,0.016594,754.0,Lebanon,LBN,LBN,20210213
0.327825,0.018073,693.0,Libya,LBY,LBY,20210213
0.407382,0.009122,2909.0,Malaysia,MYS,MYS,20210213
0.365073,0.039882,140.0,Mali,MLI,MLI,20210213
0.421939,0.003559,19257.0,Mexico,MEX,MEX,20210213
0.264632,0.018993,538.0,Moldova,MDA,MDA,20210213
0.353143,0.018682,693.0,Morocco,MAR,MAR,20210213
0.366056,0.021085,534.0,Mozambique,MOZ,MOZ,20210213
0.50918,0.035089,221.0,Myanmar,MMR,MMR,20210213
0.373236,0.01647,890.0,Nepal,NPL,NPL,20210213
0.397368,0.008266,3513.0,Netherlands,NLD,NLD,20210213
0.443719,0.011834,1766.0,New Zealand,NZL,NZL,20210213
0.354063,0.01794,712.0,Nicaragua,NIC,NIC,20210213
0.20027,0.008957,2005.0,Nigeria,NGA,NGA,20210213
0.500294,0.011007,2045.0,Norway,NOR,NOR,20210213
0.384802,0.044999,120.0,Oman,OMN,OMN,20210213
0.391577,0.012032,1638.0,Pakistan,PAK,PAK,20210213
0.286608,0.022844,413.0,Palestine,PSE,PSE,20210213
0.315392,0.019674,563.0,Panama,PAN,PAN,20210213
0.329562,0.015533,931.0,Paraguay,PRY,PRY,20210213
0.313134,0.006789,4661.0,Peru,PER,PER,20210213
0.299398,0.005873,6103.0,Philippines,PHL,PHL,20210213
0.339861,0.007369,4140.0,Poland,POL,POL,20210213
0.624607,0.007339,4376.0,Portugal,PRT,PRT,20210213
0.320844,0.015806,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.33822,0.033466,208.0,Qatar,QAT,QAT,20210213
0.32181,0.008409,3092.0,Romania,ROU,ROU,20210213
0.156591,0.004847,5633.0,Russia,RUS,RUS,20210213
0.282206,0.01305,1210.0,Saudi Arabia,SAU,SAU,20210213
0.357364,0.040429,139.0,Senegal,SEN,SEN,20210213
0.287914,0.011861,1466.0,Serbia,SRB,SRB,20210213
0.377187,0.023274,451.0,Singapore,SGP,SGP,20210213
0.338612,0.01219,1507.0,Slovakia,SVK,SVK,20210213
0.394881,0.01845,705.0,Slovenia,SVN,SVN,20210213
0.280191,0.008029,3143.0,South Africa,ZAF,ZAF,20210213
0.325664,0.009725,2332.0,South Korea,KOR,KOR,20210213
0.478565,0.006067,6798.0,Spain,ESP,ESP,20210213
0.266601,0.021621,429.0,Sri Lanka,LKA,LKA,20210213
0.269963,0.019731,513.0,Sudan,SDN,SDN,20210213
0.490843,0.007324,4674.0,Sweden,SWE,SWE,20210213
0.473113,0.010398,2306.0,Switzerland,CHE,CHE,20210213
0.480608,0.005374,8687.0,Taiwan,TWN,TWN,20210213
0.214042,0.021307,377.0,Tanzania,TZA,TZA,20210213
0.474526,0.006684,5634.0,Thailand,THA,THA,20210213
0.310416,0.01185,1566.0,Tunisia,TUN,TUN,20210213
0.286448,0.006355,5078.0,Turkey,TUR,TUR,20210213
0.198293,0.004815,6890.0,Ukraine,UKR,UKR,20210213
0.258829,0.01773,606.0,United Arab Emirates,ARE,ARE,20210213
0.462256,0.007856,4034.0,United Kingdom,GBR,GBR,20210213
0.297172,0.010443,1927.0,Uruguay,URY,URY,20210213
0.215916,0.020646,427.0,Uzbekistan,UZB,UZB,20210213
0.302415,0.009161,2529.0,Venezuela,VEN,VEN,20210213
0.488006,0.004966,10126.0,Vietnam,VNM,VNM,20210213
0.302233,0.029438,259.0,Yemen,YEM,YEM,20210213
0.301651,0.024178,367.0,Afghanistan,AFG,AFG,20210214
0.296548,0.024917,351.0,Albania,ALB,ALB,20210214
0.289739,0.010811,1748.0,Algeria,DZA,DZA,20210214
0.418877,0.034359,218.0,Angola,AGO,AGO,20210214
0.394775,0.005377,8272.0,Argentina,ARG,ARG,20210214
0.195974,0.030475,172.0,Armenia,ARM,ARM,20210214
0.381657,0.007557,4670.0,Australia,AUS,AUS,20210214
0.384117,0.010894,2007.0,Austria,AUT,AUT,20210214
0.260501,0.024154,342.0,Azerbaijan,AZE,AZE,20210214
0.347137,0.012665,1431.0,Bangladesh,BGD,BGD,20210214
0.138312,0.011088,1025.0,Belarus,BLR,BLR,20210214
0.36344,0.010246,2213.0,Belgium,BEL,BEL,20210214
0.35711,0.010334,2182.0,Bolivia,BOL,BOL,20210214
0.309658,0.020146,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.388884,0.003465,19805.0,Brazil,BRA,BRA,20210214
0.279752,0.009786,2102.0,Bulgaria,BGR,BGR,20210214
0.314762,0.037813,146.0,Burkina Faso,BFA,BFA,20210214
0.324371,0.039909,143.0,Cambodia,KHM,KHM,20210214
0.254449,0.024386,325.0,Cameroon,CMR,CMR,20210214
0.424248,0.006258,6254.0,Canada,CAN,CAN,20210214
0.351771,0.008685,3036.0,Chile,CHL,CHL,20210214
0.356702,0.005632,7262.0,Colombia,COL,COL,20210214
0.399921,0.016282,907.0,Costa Rica,CRI,CRI,20210214
0.300876,0.023866,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.404818,0.014016,1227.0,Croatia,HRV,HRV,20210214
0.453834,0.008111,3768.0,Czech Republic,CZE,CZE,20210214
0.273437,0.032175,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.460398,0.012887,1497.0,Denmark,DNK,DNK,20210214
0.306329,0.013887,1228.0,Dominican Republic,DOM,DOM,20210214
0.383268,0.008518,3293.0,Ecuador,ECU,ECU,20210214
0.232245,0.006709,3990.0,Egypt,EGY,EGY,20210214
0.361051,0.013085,1367.0,El Salvador,SLV,SLV,20210214
0.232734,0.022059,378.0,Ethiopia,ETH,ETH,20210214
0.444449,0.01956,648.0,Finland,FIN,FIN,20210214
0.444167,0.003844,16728.0,France,FRA,FRA,20210214
0.405552,0.004346,12779.0,Germany,DEU,DEU,20210214
0.203563,0.012425,1066.0,Ghana,GHA,GHA,20210214
0.354566,0.008821,2954.0,Greece,GRC,GRC,20210214
0.373248,0.013638,1241.0,Guatemala,GTM,GTM,20210214
0.360969,0.039022,155.0,Haiti,HTI,HTI,20210214
0.35933,0.014486,1097.0,Honduras,HND,HND,20210214
0.309424,0.016399,805.0,Hong Kong,HKG,HKG,20210214
0.244573,0.006387,4529.0,Hungary,HUN,HUN,20210214
0.386906,0.004808,10276.0,India,IND,IND,20210214
0.315805,0.005725,6608.0,Indonesia,IDN,IDN,20210214
0.248286,0.009244,2215.0,Iraq,IRQ,IRQ,20210214
0.365061,0.015052,1024.0,Ireland,IRL,IRL,20210214
0.210958,0.01494,813.0,Israel,ISR,ISR,20210214
0.342005,0.004758,9966.0,Italy,ITA,ITA,20210214
0.308878,0.002391,37380.0,Japan,JPN,JPN,20210214
0.252887,0.012681,1180.0,Jordan,JOR,JOR,20210214
0.182792,0.013586,816.0,Kazakhstan,KAZ,KAZ,20210214
0.20228,0.011643,1187.0,Kenya,KEN,KEN,20210214
0.30355,0.02798,279.0,Kuwait,KWT,KWT,20210214
0.250478,0.026544,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.465173,0.047257,108.0,Laos,LAO,LAO,20210214
0.290306,0.01678,733.0,Lebanon,LBN,LBN,20210214
0.331674,0.017778,718.0,Libya,LBY,LBY,20210214
0.411093,0.009086,2940.0,Malaysia,MYS,MYS,20210214
0.407027,0.042658,136.0,Mali,MLI,MLI,20210214
0.423439,0.003566,19212.0,Mexico,MEX,MEX,20210214
0.270215,0.018856,556.0,Moldova,MDA,MDA,20210214
0.362889,0.018761,694.0,Morocco,MAR,MAR,20210214
0.35795,0.020959,535.0,Mozambique,MOZ,MOZ,20210214
0.504743,0.035075,220.0,Myanmar,MMR,MMR,20210214
0.368557,0.0162,913.0,Nepal,NPL,NPL,20210214
0.39749,0.008089,3671.0,Netherlands,NLD,NLD,20210214
0.429368,0.011021,2019.0,New Zealand,NZL,NZL,20210214
0.338182,0.017823,707.0,Nicaragua,NIC,NIC,20210214
0.196602,0.009072,1925.0,Nigeria,NGA,NGA,20210214
0.500142,0.010913,2079.0,Norway,NOR,NOR,20210214
