smoothed_sideeffects,smoothed_sideeffects_se,sample_size,country,iso_code,gid_0,survey_date
0.550832,0.023492,502.0,Albania,ALB,ALB,20210125
0.618184,0.010232,2286.0,Algeria,DZA,DZA,20210125
0.725603,0.022171,413.0,Angola,AGO,AGO,20210125
0.631688,0.003477,19325.0,Argentina,ARG,ARG,20210125
0.717906,0.028203,268.0,Armenia,ARM,ARM,20210125
0.4826,0.004866,10778.0,Australia,AUS,AUS,20210125
0.352102,0.00624,5920.0,Austria,AUT,AUT,20210125
0.693446,0.020317,528.0,Azerbaijan,AZE,AZE,20210125
0.652396,0.008839,3219.0,Bangladesh,BGD,BGD,20210125
0.808799,0.009933,1591.0,Belarus,BLR,BLR,20210125
0.419893,0.006563,5652.0,Belgium,BEL,BEL,20210125
0.666047,0.038364,153.0,Benin,BEN,BEN,20210125
0.756024,0.005872,5358.0,Bolivia,BOL,BOL,20210125
0.525682,0.016826,902.0,Bosnia and Herzegovina,BIH,BIH,20210125
0.409542,0.001627,91338.0,Brazil,BRA,BRA,20210125
0.557111,0.008596,3400.0,Bulgaria,BGR,BGR,20210125
0.703838,0.029345,254.0,Burkina Faso,BFA,BFA,20210125
0.635322,0.028105,308.0,Cambodia,KHM,KHM,20210125
0.746309,0.021639,400.0,Cameroon,CMR,CMR,20210125
0.411176,0.003591,18824.0,Canada,CAN,CAN,20210125
0.685778,0.004688,9810.0,Chile,CHL,CHL,20210125
0.710367,0.003245,19572.0,Colombia,COL,COL,20210125
0.533097,0.009071,3044.0,Costa Rica,CRI,CRI,20210125
0.62074,0.018899,668.0,C̫te d'Ivoire,CIV,CIV,20210125
0.432561,0.010038,2446.0,Croatia,HRV,HRV,20210125
0.287356,0.005437,6926.0,Czech Republic,CZE,CZE,20210125
0.650925,0.033676,246.0,Democratic Republic of the Congo,COD,COD,20210125
0.276275,0.004516,9846.0,Denmark,DNK,DNK,20210125
0.746553,0.008685,2540.0,Dominican Republic,DOM,DOM,20210125
0.744895,0.005305,6772.0,Ecuador,ECU,ECU,20210125
0.685951,0.005558,7061.0,Egypt,EGY,EGY,20210125
0.706738,0.008166,3133.0,El Salvador,SLV,SLV,20210125
0.679221,0.020028,662.0,Ethiopia,ETH,ETH,20210125
0.297846,0.009088,2606.0,Finland,FIN,FIN,20210125
0.503601,0.002694,34533.0,France,FRA,FRA,20210125
0.372701,0.002572,35379.0,Germany,DEU,DEU,20210125
0.814167,0.009673,1652.0,Ghana,GHA,GHA,20210125
0.434193,0.006987,5066.0,Greece,GRC,GRC,20210125
0.709339,0.008386,2943.0,Guatemala,GTM,GTM,20210125
0.577608,0.038784,180.0,Guinea,GIN,GIN,20210125
0.658935,0.028675,267.0,Haiti,HTI,HTI,20210125
0.737536,0.008958,2437.0,Honduras,HND,HND,20210125
0.617719,0.012339,1571.0,Hong Kong,HKG,HKG,20210125
0.450582,0.0046,11709.0,Hungary,HUN,HUN,20210125
0.516215,0.003704,20916.0,India,IND,IND,20210125
0.551989,0.004285,13771.0,Indonesia,IDN,IDN,20210125
0.570493,0.009209,2919.0,Iraq,IRQ,IRQ,20210125
0.417389,0.006747,5458.0,Ireland,IRL,IRL,20210125
0.376298,0.005652,7420.0,Israel,ISR,ISR,20210125
0.469792,0.002687,34503.0,Italy,ITA,ITA,20210125
0.83356,0.001475,63728.0,Japan,JPN,JPN,20210125
0.589858,0.011224,1945.0,Jordan,JOR,JOR,20210125
0.732185,0.013231,1142.0,Kazakhstan,KAZ,KAZ,20210125
0.790141,0.007938,2643.0,Kenya,KEN,KEN,20210125
0.638674,0.021982,486.0,Kuwait,KWT,KWT,20210125
0.673685,0.02288,435.0,Kyrgyzstan,KGZ,KGZ,20210125
0.543307,0.031632,254.0,Laos,LAO,LAO,20210125
0.649894,0.011338,1764.0,Lebanon,LBN,LBN,20210125
0.565576,0.012926,1481.0,Libya,LBY,LBY,20210125
0.747656,0.035673,151.0,Madagascar,MDG,MDG,20210125
0.766332,0.004868,7587.0,Malaysia,MYS,MYS,20210125
0.635841,0.031125,261.0,Mali,MLI,MLI,20210125
0.637644,0.001768,73921.0,Mexico,MEX,MEX,20210125
0.743791,0.016008,754.0,Moldova,MDA,MDA,20210125
0.58663,0.012353,1650.0,Morocco,MAR,MAR,20210125
0.837176,0.012844,837.0,Mozambique,MOZ,MOZ,20210125
0.52027,0.010951,2126.0,Myanmar,MMR,MMR,20210125
0.646779,0.011628,1745.0,Nepal,NPL,NPL,20210125
0.307001,0.003831,14533.0,Netherlands,NLD,NLD,20210125
0.477831,0.00733,4682.0,New Zealand,NZL,NZL,20210125
0.711314,0.01106,1688.0,Nicaragua,NIC,NIC,20210125
0.738766,0.006683,4452.0,Nigeria,NGA,NGA,20210125
0.248691,0.004531,9129.0,Norway,NOR,NOR,20210125
0.531906,0.034102,222.0,Oman,OMN,OMN,20210125
0.605759,0.008106,3963.0,Pakistan,PAK,PAK,20210125
0.642327,0.017619,759.0,Palestine,PSE,PSE,20210125
0.636254,0.011693,1702.0,Panama,PAN,PAN,20210125
0.604424,0.011613,1773.0,Paraguay,PRY,PRY,20210125
0.709863,0.004639,9607.0,Peru,PER,PER,20210125
0.829588,0.003692,10396.0,Philippines,PHL,PHL,20210125
0.503623,0.004855,10616.0,Poland,POL,POL,20210125
0.675684,0.003683,16665.0,Portugal,PRT,PRT,20210125
0.569248,0.007756,4113.0,"Puerto Rico, U.S.",PRI,PRI,20210125
0.51632,0.023833,468.0,Qatar,QAT,QAT,20210125
0.493566,0.005171,9388.0,Romania,ROU,ROU,20210125
0.706729,0.004788,9245.0,Russia,RUS,RUS,20210125
0.540659,0.01068,2217.0,Saudi Arabia,SAU,SAU,20210125
0.668408,0.031348,228.0,Senegal,SEN,SEN,20210125
0.455959,0.008796,3220.0,Serbia,SRB,SRB,20210125
0.663587,0.013371,1282.0,Singapore,SGP,SGP,20210125
0.292006,0.007159,4037.0,Slovakia,SVK,SVK,20210125
0.506733,0.011862,1783.0,Slovenia,SVN,SVN,20210125
0.735819,0.004908,8096.0,South Africa,ZAF,ZAF,20210125
0.654108,0.006754,4968.0,South Korea,KOR,KOR,20210125
0.557295,0.003122,25321.0,Spain,ESP,ESP,20210125
0.757301,0.013731,1003.0,Sri Lanka,LKA,LKA,20210125
0.5888,0.014637,1162.0,Sudan,SDN,SDN,20210125
0.352486,0.003287,22078.0,Sweden,SWE,SWE,20210125
0.443114,0.006731,5464.0,Switzerland,CHE,CHE,20210125
0.603418,0.003798,16709.0,Taiwan,TWN,TWN,20210125
0.704279,0.022071,466.0,Tanzania,TZA,TZA,20210125
0.666209,0.0038,15429.0,Thailand,THA,THA,20210125
0.661527,0.009275,2605.0,Tunisia,TUN,TUN,20210125
0.67148,0.004695,10026.0,Turkey,TUR,TUR,20210125
0.771284,0.004053,10801.0,Ukraine,UKR,UKR,20210125
0.55364,0.009902,2571.0,United Arab Emirates,ARE,ARE,20210125
0.318725,0.003054,23296.0,United Kingdom,GBR,GBR,20210125
0.679864,0.006998,4483.0,Uruguay,URY,URY,20210125
0.648528,0.019297,617.0,Uzbekistan,UZB,UZB,20210125
0.767162,0.00583,5276.0,Venezuela,VEN,VEN,20210125
0.475293,0.004728,11225.0,Vietnam,VNM,VNM,20210125
0.382039,0.022723,485.0,Yemen,YEM,YEM,20210125
0.554281,0.02001,707.0,Afghanistan,AFG,AFG,20210126
0.58412,0.023525,490.0,Albania,ALB,ALB,20210126
0.62233,0.010132,2326.0,Algeria,DZA,DZA,20210126
0.717492,0.022722,399.0,Angola,AGO,AGO,20210126
0.626081,0.003481,19352.0,Argentina,ARG,ARG,20210126
0.729915,0.028983,256.0,Armenia,ARM,ARM,20210126
0.480659,0.004864,10577.0,Australia,AUS,AUS,20210126
0.345467,0.006218,5894.0,Austria,AUT,AUT,20210126
0.703921,0.020457,512.0,Azerbaijan,AZE,AZE,20210126
0.648109,0.008744,3267.0,Bangladesh,BGD,BGD,20210126
0.801345,0.010297,1526.0,Belarus,BLR,BLR,20210126
0.413364,0.006524,5695.0,Belgium,BEL,BEL,20210126
0.644232,0.03919,157.0,Benin,BEN,BEN,20210126
0.749131,0.005956,5351.0,Bolivia,BOL,BOL,20210126
0.508013,0.016873,896.0,Bosnia and Herzegovina,BIH,BIH,20210126
0.40884,0.001643,89586.0,Brazil,BRA,BRA,20210126
0.554918,0.008494,3420.0,Bulgaria,BGR,BGR,20210126
0.715739,0.030634,241.0,Burkina Faso,BFA,BFA,20210126
0.647592,0.028128,303.0,Cambodia,KHM,KHM,20210126
0.73018,0.021528,435.0,Cameroon,CMR,CMR,20210126
0.40883,0.003623,18730.0,Canada,CAN,CAN,20210126
0.686639,0.004631,10036.0,Chile,CHL,CHL,20210126
0.706445,0.003237,19829.0,Colombia,COL,COL,20210126
0.540907,0.00915,2988.0,Costa Rica,CRI,CRI,20210126
0.624636,0.01843,697.0,C̫te d'Ivoire,CIV,CIV,20210126
0.438116,0.010204,2368.0,Croatia,HRV,HRV,20210126
0.288697,0.005479,6839.0,Czech Republic,CZE,CZE,20210126
0.640345,0.033253,262.0,Democratic Republic of the Congo,COD,COD,20210126
0.271174,0.004551,9588.0,Denmark,DNK,DNK,20210126
0.741566,0.008802,2484.0,Dominican Republic,DOM,DOM,20210126
0.74445,0.00532,6762.0,Ecuador,ECU,ECU,20210126
0.683475,0.005617,6958.0,Egypt,EGY,EGY,20210126
0.688871,0.008432,3045.0,El Salvador,SLV,SLV,20210126
0.65745,0.019599,727.0,Ethiopia,ETH,ETH,20210126
0.294,0.009022,2622.0,Finland,FIN,FIN,20210126
0.502824,0.002685,34770.0,France,FRA,FRA,20210126
0.374182,0.002584,35126.0,Germany,DEU,DEU,20210126
0.810288,0.009512,1735.0,Ghana,GHA,GHA,20210126
0.43245,0.00692,5159.0,Greece,GRC,GRC,20210126
0.70211,0.008512,2901.0,Guatemala,GTM,GTM,20210126
0.597244,0.039862,167.0,Guinea,GIN,GIN,20210126
0.637822,0.02959,258.0,Haiti,HTI,HTI,20210126
0.735314,0.008995,2428.0,Honduras,HND,HND,20210126
0.620141,0.012368,1539.0,Hong Kong,HKG,HKG,20210126
0.450415,0.004631,11554.0,Hungary,HUN,HUN,20210126
0.513984,0.003668,21292.0,India,IND,IND,20210126
0.549852,0.004313,13608.0,Indonesia,IDN,IDN,20210126
0.559626,0.009343,2838.0,Iraq,IRQ,IRQ,20210126
0.415512,0.006843,5316.0,Ireland,IRL,IRL,20210126
0.376051,0.005678,7319.0,Israel,ISR,ISR,20210126
0.472624,0.002699,34244.0,Italy,ITA,ITA,20210126
0.829522,0.001495,63318.0,Japan,JPN,JPN,20210126
0.581092,0.011506,1868.0,Jordan,JOR,JOR,20210126
0.728823,0.013335,1140.0,Kazakhstan,KAZ,KAZ,20210126
0.790876,0.007908,2652.0,Kenya,KEN,KEN,20210126
0.624904,0.022696,457.0,Kuwait,KWT,KWT,20210126
0.650833,0.023883,426.0,Kyrgyzstan,KGZ,KGZ,20210126
0.570942,0.031172,254.0,Laos,LAO,LAO,20210126
0.651273,0.011441,1730.0,Lebanon,LBN,LBN,20210126
0.575862,0.013175,1420.0,Libya,LBY,LBY,20210126
0.74134,0.036112,151.0,Madagascar,MDG,MDG,20210126
0.761682,0.004938,7455.0,Malaysia,MYS,MYS,20210126
0.650143,0.030765,266.0,Mali,MLI,MLI,20210126
0.636088,0.001768,74043.0,Mexico,MEX,MEX,20210126
0.731603,0.016359,745.0,Moldova,MDA,MDA,20210126
0.593454,0.012198,1671.0,Morocco,MAR,MAR,20210126
0.839173,0.012815,838.0,Mozambique,MOZ,MOZ,20210126
0.518253,0.010948,2129.0,Myanmar,MMR,MMR,20210126
0.62902,0.011838,1751.0,Nepal,NPL,NPL,20210126
0.300619,0.003868,14043.0,Netherlands,NLD,NLD,20210126
0.481182,0.0073,4725.0,New Zealand,NZL,NZL,20210126
0.704127,0.011043,1720.0,Nicaragua,NIC,NIC,20210126
0.731731,0.00673,4476.0,Nigeria,NGA,NGA,20210126
0.24921,0.004514,9213.0,Norway,NOR,NOR,20210126
0.520076,0.033949,221.0,Oman,OMN,OMN,20210126
0.61254,0.00805,3998.0,Pakistan,PAK,PAK,20210126
0.643781,0.017728,748.0,Palestine,PSE,PSE,20210126
0.631034,0.011893,1655.0,Panama,PAN,PAN,20210126
0.588527,0.011757,1765.0,Paraguay,PRY,PRY,20210126
0.704052,0.004626,9782.0,Peru,PER,PER,20210126
0.827707,0.003717,10376.0,Philippines,PHL,PHL,20210126
0.498288,0.00486,10601.0,Poland,POL,POL,20210126
0.674161,0.0037,16560.0,Portugal,PRT,PRT,20210126
0.571984,0.007668,4195.0,"Puerto Rico, U.S.",PRI,PRI,20210126
0.533162,0.023413,480.0,Qatar,QAT,QAT,20210126
0.493355,0.005218,9213.0,Romania,ROU,ROU,20210126
0.703364,0.004824,9148.0,Russia,RUS,RUS,20210126
0.551479,0.01085,2142.0,Saudi Arabia,SAU,SAU,20210126
0.70086,0.030896,224.0,Senegal,SEN,SEN,20210126
0.450771,0.008742,3251.0,Serbia,SRB,SRB,20210126
0.644933,0.013479,1289.0,Singapore,SGP,SGP,20210126
0.284832,0.007145,3996.0,Slovakia,SVK,SVK,20210126
0.5053,0.011931,1763.0,Slovenia,SVN,SVN,20210126
0.736597,0.005017,7724.0,South Africa,ZAF,ZAF,20210126
0.661477,0.006713,4968.0,South Korea,KOR,KOR,20210126
0.557986,0.003116,25417.0,Spain,ESP,ESP,20210126
0.751258,0.013787,1028.0,Sri Lanka,LKA,LKA,20210126
0.578745,0.014817,1144.0,Sudan,SDN,SDN,20210126
0.35189,0.003294,21989.0,Sweden,SWE,SWE,20210126
0.442695,0.00675,5432.0,Switzerland,CHE,CHE,20210126
0.603184,0.003793,16742.0,Taiwan,TWN,TWN,20210126
0.70395,0.020321,534.0,Tanzania,TZA,TZA,20210126
0.669314,0.003823,15160.0,Thailand,THA,THA,20210126
0.663063,0.00913,2689.0,Tunisia,TUN,TUN,20210126
0.666699,0.004755,9843.0,Turkey,TUR,TUR,20210126
0.77108,0.004087,10628.0,Ukraine,UKR,UKR,20210126
0.553193,0.009924,2559.0,United Arab Emirates,ARE,ARE,20210126
0.316538,0.003055,23200.0,United Kingdom,GBR,GBR,20210126
0.679223,0.006988,4493.0,Uruguay,URY,URY,20210126
0.63992,0.019272,628.0,Uzbekistan,UZB,UZB,20210126
0.772183,0.005826,5208.0,Venezuela,VEN,VEN,20210126
0.474273,0.004687,11429.0,Vietnam,VNM,VNM,20210126
0.420014,0.023481,474.0,Yemen,YEM,YEM,20210126
0.569874,0.020395,688.0,Afghanistan,AFG,AFG,20210127
0.570966,0.023476,494.0,Albania,ALB,ALB,20210127
0.612057,0.010249,2297.0,Algeria,DZA,DZA,20210127
0.703746,0.023324,394.0,Angola,AGO,AGO,20210127
0.623703,0.003501,19173.0,Argentina,ARG,ARG,20210127
0.71531,0.030758,239.0,Armenia,ARM,ARM,20210127
0.482787,0.004921,10341.0,Australia,AUS,AUS,20210127
0.341159,0.006171,5958.0,Austria,AUT,AUT,20210127
0.712898,0.02091,498.0,Azerbaijan,AZE,AZE,20210127
0.659374,0.008626,3278.0,Bangladesh,BGD,BGD,20210127
0.79997,0.010522,1467.0,Belarus,BLR,BLR,20210127
0.412727,0.00647,5787.0,Belgium,BEL,BEL,20210127
0.640455,0.040639,147.0,Benin,BEN,BEN,20210127
0.743094,0.006,5361.0,Bolivia,BOL,BOL,20210127
0.525458,0.017348,857.0,Bosnia and Herzegovina,BIH,BIH,20210127
0.405006,0.001654,88088.0,Brazil,BRA,BRA,20210127
0.557379,0.008434,3469.0,Bulgaria,BGR,BGR,20210127
0.700314,0.029765,254.0,Burkina Faso,BFA,BFA,20210127
0.639764,0.028622,293.0,Cambodia,KHM,KHM,20210127
0.712685,0.021675,444.0,Cameroon,CMR,CMR,20210127
0.406114,0.00379,18649.0,Canada,CAN,CAN,20210127
0.691399,0.004584,10157.0,Chile,CHL,CHL,20210127
0.705871,0.003253,19652.0,Colombia,COL,COL,20210127
0.534466,0.009182,2971.0,Costa Rica,CRI,CRI,20210127
0.657703,0.017691,721.0,C̫te d'Ivoire,CIV,CIV,20210127
0.441853,0.010324,2319.0,Croatia,HRV,HRV,20210127
0.291934,0.005487,6867.0,Czech Republic,CZE,CZE,20210127
0.661964,0.031293,272.0,Democratic Republic of the Congo,COD,COD,20210127
0.268299,0.004562,9472.0,Denmark,DNK,DNK,20210127
0.745288,0.008936,2419.0,Dominican Republic,DOM,DOM,20210127
0.745469,0.005461,6406.0,Ecuador,ECU,ECU,20210127
0.68857,0.005674,6743.0,Egypt,EGY,EGY,20210127
0.684833,0.008549,2967.0,El Salvador,SLV,SLV,20210127
0.651551,0.018672,760.0,Ethiopia,ETH,ETH,20210127
0.290419,0.008958,2634.0,Finland,FIN,FIN,20210127
0.499979,0.002675,35029.0,France,FRA,FRA,20210127
0.37642,0.0026,34768.0,Germany,DEU,DEU,20210127
0.814206,0.009503,1731.0,Ghana,GHA,GHA,20210127
0.437214,0.00692,5172.0,Greece,GRC,GRC,20210127
0.704733,0.008695,2775.0,Guatemala,GTM,GTM,20210127
0.551693,0.038382,176.0,Guinea,GIN,GIN,20210127
0.659092,0.028994,261.0,Haiti,HTI,HTI,20210127
0.727392,0.009166,2390.0,Honduras,HND,HND,20210127
0.612545,0.01252,1517.0,Hong Kong,HKG,HKG,20210127
0.452319,0.004649,11480.0,Hungary,HUN,HUN,20210127
0.513222,0.003561,21781.0,India,IND,IND,20210127
0.546998,0.00433,13388.0,Indonesia,IDN,IDN,20210127
0.570609,0.009317,2829.0,Iraq,IRQ,IRQ,20210127
0.411627,0.00691,5203.0,Ireland,IRL,IRL,20210127
0.369652,0.005674,7273.0,Israel,ISR,ISR,20210127
0.476283,0.002713,33907.0,Italy,ITA,ITA,20210127
0.823377,0.001525,62528.0,Japan,JPN,JPN,20210127
0.579678,0.011542,1860.0,Jordan,JOR,JOR,20210127
0.739714,0.013276,1130.0,Kazakhstan,KAZ,KAZ,20210127
0.799886,0.007783,2649.0,Kenya,KEN,KEN,20210127
0.598276,0.022594,469.0,Kuwait,KWT,KWT,20210127
0.636999,0.024721,407.0,Kyrgyzstan,KGZ,KGZ,20210127
0.557591,0.030748,263.0,Laos,LAO,LAO,20210127
0.648767,0.011532,1711.0,Lebanon,LBN,LBN,20210127
0.573023,0.013377,1384.0,Libya,LBY,LBY,20210127
0.766022,0.034753,153.0,Madagascar,MDG,MDG,20210127
0.758128,0.005013,7311.0,Malaysia,MYS,MYS,20210127
0.630874,0.030682,274.0,Mali,MLI,MLI,20210127
0.635442,0.001767,74178.0,Mexico,MEX,MEX,20210127
0.735769,0.016553,716.0,Moldova,MDA,MDA,20210127
0.589316,0.012118,1694.0,Morocco,MAR,MAR,20210127
0.836493,0.013049,819.0,Mozambique,MOZ,MOZ,20210127
0.501137,0.01095,2106.0,Myanmar,MMR,MMR,20210127
0.633377,0.011715,1757.0,Nepal,NPL,NPL,20210127
0.292859,0.003903,13601.0,Netherlands,NLD,NLD,20210127
0.484514,0.007199,4860.0,New Zealand,NZL,NZL,20210127
0.707013,0.011068,1699.0,Nicaragua,NIC,NIC,20210127
0.725399,0.006759,4470.0,Nigeria,NGA,NGA,20210127
0.249264,0.004504,9247.0,Norway,NOR,NOR,20210127
0.496161,0.036121,198.0,Oman,OMN,OMN,20210127
0.624486,0.007878,4038.0,Pakistan,PAK,PAK,20210127
0.626089,0.017606,763.0,Palestine,PSE,PSE,20210127
0.630731,0.012069,1611.0,Panama,PAN,PAN,20210127
0.587783,0.011779,1755.0,Paraguay,PRY,PRY,20210127
0.708048,0.004554,9999.0,Peru,PER,PER,20210127
0.826783,0.003756,10183.0,Philippines,PHL,PHL,20210127
0.49268,0.004892,10466.0,Poland,POL,POL,20210127
0.675096,0.00373,16309.0,Portugal,PRT,PRT,20210127
0.575322,0.007686,4179.0,"Puerto Rico, U.S.",PRI,PRI,20210127
0.544297,0.023342,480.0,Qatar,QAT,QAT,20210127
0.492653,0.005272,9025.0,Romania,ROU,ROU,20210127
0.695938,0.00488,9023.0,Russia,RUS,RUS,20210127
0.548471,0.01089,2115.0,Saudi Arabia,SAU,SAU,20210127
0.70088,0.029225,250.0,Senegal,SEN,SEN,20210127
0.43378,0.008647,3290.0,Serbia,SRB,SRB,20210127
0.635624,0.013685,1278.0,Singapore,SGP,SGP,20210127
0.29262,0.007218,3975.0,Slovakia,SVK,SVK,20210127
0.506965,0.011929,1768.0,Slovenia,SVN,SVN,20210127
0.735262,0.005088,7540.0,South Africa,ZAF,ZAF,20210127
0.66371,0.006677,5013.0,South Korea,KOR,KOR,20210127
0.559033,0.003116,25391.0,Spain,ESP,ESP,20210127
0.735111,0.013976,1014.0,Sri Lanka,LKA,LKA,20210127
0.587487,0.01497,1114.0,Sudan,SDN,SDN,20210127
0.352761,0.0033,21932.0,Sweden,SWE,SWE,20210127
0.44148,0.006745,5439.0,Switzerland,CHE,CHE,20210127
0.599725,0.00385,16297.0,Taiwan,TWN,TWN,20210127
0.710845,0.018838,606.0,Tanzania,TZA,TZA,20210127
0.668226,0.003882,14731.0,Thailand,THA,THA,20210127
0.678788,0.00899,2712.0,Tunisia,TUN,TUN,20210127
0.666556,0.004767,9791.0,Turkey,TUR,TUR,20210127
0.770019,0.004129,10428.0,Ukraine,UKR,UKR,20210127
0.54995,0.009928,2568.0,United Arab Emirates,ARE,ARE,20210127
0.313952,0.003059,23037.0,United Kingdom,GBR,GBR,20210127
0.681517,0.006962,4529.0,Uruguay,URY,URY,20210127
0.637918,0.019175,636.0,Uzbekistan,UZB,UZB,20210127
0.767999,0.005926,5094.0,Venezuela,VEN,VEN,20210127
0.478816,0.00468,11462.0,Vietnam,VNM,VNM,20210127
0.447556,0.024026,470.0,Yemen,YEM,YEM,20210127
0.582917,0.019977,650.0,Afghanistan,AFG,AFG,20210128
0.599001,0.023444,489.0,Albania,ALB,ALB,20210128
0.622262,0.010155,2305.0,Algeria,DZA,DZA,20210128
0.728717,0.022753,390.0,Angola,AGO,AGO,20210128
0.619585,0.003542,18822.0,Argentina,ARG,ARG,20210128
0.721485,0.031178,223.0,Armenia,ARM,ARM,20210128
0.479268,0.004986,10064.0,Australia,AUS,AUS,20210128
0.340308,0.006203,5884.0,Austria,AUT,AUT,20210128
0.724866,0.020929,483.0,Azerbaijan,AZE,AZE,20210128
0.659355,0.00825,3290.0,Bangladesh,BGD,BGD,20210128
0.793431,0.010901,1398.0,Belarus,BLR,BLR,20210128
0.411933,0.006476,5776.0,Belgium,BEL,BEL,20210128
0.675221,0.038209,154.0,Benin,BEN,BEN,20210128
0.74213,0.006022,5332.0,Bolivia,BOL,BOL,20210128
0.517691,0.017373,854.0,Bosnia and Herzegovina,BIH,BIH,20210128
0.401036,0.001667,86466.0,Brazil,BRA,BRA,20210128
0.553317,0.008495,3426.0,Bulgaria,BGR,BGR,20210128
0.713691,0.029019,261.0,Burkina Faso,BFA,BFA,20210128
0.64482,0.029324,276.0,Cambodia,KHM,KHM,20210128
0.695891,0.02197,450.0,Cameroon,CMR,CMR,20210128
0.409346,0.003823,18448.0,Canada,CAN,CAN,20210128
0.686275,0.004599,10180.0,Chile,CHL,CHL,20210128
0.702572,0.003312,19106.0,Colombia,COL,COL,20210128
0.53657,0.009256,2919.0,Costa Rica,CRI,CRI,20210128
0.681663,0.017501,706.0,C̫te d'Ivoire,CIV,CIV,20210128
0.42992,0.010524,2221.0,Croatia,HRV,HRV,20210128
0.286185,0.005499,6761.0,Czech Republic,CZE,CZE,20210128
0.658028,0.030299,268.0,Democratic Republic of the Congo,COD,COD,20210128
0.266878,0.004588,9303.0,Denmark,DNK,DNK,20210128
0.751485,0.009012,2341.0,Dominican Republic,DOM,DOM,20210128
0.746714,0.005553,6176.0,Ecuador,ECU,ECU,20210128
0.679162,0.005766,6561.0,Egypt,EGY,EGY,20210128
0.690024,0.008678,2849.0,El Salvador,SLV,SLV,20210128
0.657836,0.016296,814.0,Ethiopia,ETH,ETH,20210128
0.298488,0.00907,2587.0,Finland,FIN,FIN,20210128
0.4989,0.002678,34976.0,France,FRA,FRA,20210128
0.376026,0.002613,34403.0,Germany,DEU,DEU,20210128
0.820753,0.00926,1764.0,Ghana,GHA,GHA,20210128
0.435978,0.006874,5236.0,Greece,GRC,GRC,20210128
0.716771,0.008677,2696.0,Guatemala,GTM,GTM,20210128
0.562947,0.039003,175.0,Guinea,GIN,GIN,20210128
0.656337,0.028399,277.0,Haiti,HTI,HTI,20210128
0.730923,0.009161,2381.0,Honduras,HND,HND,20210128
0.623431,0.012661,1475.0,Hong Kong,HKG,HKG,20210128
0.450771,0.004675,11337.0,Hungary,HUN,HUN,20210128
0.517836,0.003371,21995.0,India,IND,IND,20210128
0.53413,0.004354,13106.0,Indonesia,IDN,IDN,20210128
0.585189,0.009315,2799.0,Iraq,IRQ,IRQ,20210128
0.405835,0.006937,5038.0,Ireland,IRL,IRL,20210128
0.370855,0.005704,7204.0,Israel,ISR,ISR,20210128
0.47521,0.002731,33444.0,Italy,ITA,ITA,20210128
0.816247,0.001568,61121.0,Japan,JPN,JPN,20210128
0.575975,0.01173,1810.0,Jordan,JOR,JOR,20210128
0.750662,0.013103,1130.0,Kazakhstan,KAZ,KAZ,20210128
0.811929,0.007686,2582.0,Kenya,KEN,KEN,20210128
0.606677,0.022824,455.0,Kuwait,KWT,KWT,20210128
0.649322,0.024838,396.0,Kyrgyzstan,KGZ,KGZ,20210128
0.566665,0.031355,251.0,Laos,LAO,LAO,20210128
0.650719,0.011684,1670.0,Lebanon,LBN,LBN,20210128
0.581111,0.013514,1358.0,Libya,LBY,LBY,20210128
0.745551,0.035761,151.0,Madagascar,MDG,MDG,20210128
0.760955,0.005087,7034.0,Malaysia,MYS,MYS,20210128
0.631153,0.030303,278.0,Mali,MLI,MLI,20210128
0.636246,0.001775,73518.0,Mexico,MEX,MEX,20210128
0.732792,0.016856,695.0,Moldova,MDA,MDA,20210128
0.572917,0.012091,1704.0,Morocco,MAR,MAR,20210128
0.865339,0.012067,809.0,Mozambique,MOZ,MOZ,20210128
0.496115,0.010983,2083.0,Myanmar,MMR,MMR,20210128
0.623651,0.011687,1737.0,Nepal,NPL,NPL,20210128
0.284975,0.003949,13086.0,Netherlands,NLD,NLD,20210128
0.485757,0.007123,4930.0,New Zealand,NZL,NZL,20210128
0.698911,0.011391,1628.0,Nicaragua,NIC,NIC,20210128
0.718262,0.006779,4413.0,Nigeria,NGA,NGA,20210128
0.252567,0.004514,9300.0,Norway,NOR,NOR,20210128
0.47938,0.036034,196.0,Oman,OMN,OMN,20210128
0.622045,0.007626,4073.0,Pakistan,PAK,PAK,20210128
0.623629,0.017697,757.0,Palestine,PSE,PSE,20210128
0.624299,0.012365,1548.0,Panama,PAN,PAN,20210128
0.594857,0.011878,1727.0,Paraguay,PRY,PRY,20210128
0.710836,0.004519,10098.0,Peru,PER,PER,20210128
0.828075,0.003766,10035.0,Philippines,PHL,PHL,20210128
0.488448,0.004905,10408.0,Poland,POL,POL,20210128
0.673099,0.003728,15840.0,Portugal,PRT,PRT,20210128
0.57273,0.007677,4185.0,"Puerto Rico, U.S.",PRI,PRI,20210128
0.534193,0.023534,474.0,Qatar,QAT,QAT,20210128
0.491654,0.005328,8836.0,Romania,ROU,ROU,20210128
0.682457,0.004985,8754.0,Russia,RUS,RUS,20210128
0.547506,0.011028,2034.0,Saudi Arabia,SAU,SAU,20210128
0.688358,0.029441,254.0,Senegal,SEN,SEN,20210128
0.43059,0.008653,3280.0,Serbia,SRB,SRB,20210128
0.615675,0.013993,1239.0,Singapore,SGP,SGP,20210128
0.293002,0.007287,3902.0,Slovakia,SVK,SVK,20210128
