smoothed_sideeffects,smoothed_sideeffects_se,sample_size,country,iso_code,gid_0,survey_date
0.62122,0.022465,467.0,Uzbekistan,UZB,UZB,20210204
0.752657,0.006629,4245.0,Venezuela,VEN,VEN,20210204
0.465934,0.003156,25006.0,Vietnam,VNM,VNM,20210204
0.423935,0.024901,411.0,Yemen,YEM,YEM,20210204
0.607535,0.020808,579.0,Afghanistan,AFG,AFG,20210205
0.562467,0.025695,481.0,Albania,ALB,ALB,20210205
0.573554,0.011346,1913.0,Algeria,DZA,DZA,20210205
0.738615,0.024386,347.0,Angola,AGO,AGO,20210205
0.611312,0.003834,16168.0,Argentina,ARG,ARG,20210205
0.658304,0.034182,193.0,Armenia,ARM,ARM,20210205
0.46586,0.005143,9451.0,Australia,AUS,AUS,20210205
0.335666,0.006685,5031.0,Austria,AUT,AUT,20210205
0.652996,0.024534,393.0,Azerbaijan,AZE,AZE,20210205
0.610247,0.00978,2522.0,Bangladesh,BGD,BGD,20210205
0.777096,0.011707,1265.0,Belarus,BLR,BLR,20210205
0.409287,0.006822,5198.0,Belgium,BEL,BEL,20210205
0.830153,0.036382,123.0,Benin,BEN,BEN,20210205
0.708385,0.00719,4014.0,Bolivia,BOL,BOL,20210205
0.487275,0.019136,715.0,Bosnia and Herzegovina,BIH,BIH,20210205
0.382667,0.001869,67701.0,Brazil,BRA,BRA,20210205
0.542917,0.009209,2940.0,Bulgaria,BGR,BGR,20210205
0.711765,0.030245,199.0,Burkina Faso,BFA,BFA,20210205
0.663177,0.032043,235.0,Cambodia,KHM,KHM,20210205
0.75858,0.023569,342.0,Cameroon,CMR,CMR,20210205
0.406783,0.00394,15648.0,Canada,CAN,CAN,20210205
0.639709,0.005211,8479.0,Chile,CHL,CHL,20210205
0.696884,0.003843,14334.0,Colombia,COL,COL,20210205
0.522508,0.010128,2444.0,Costa Rica,CRI,CRI,20210205
0.64277,0.020787,528.0,C̫te d'Ivoire,CIV,CIV,20210205
0.417941,0.011361,1910.0,Croatia,HRV,HRV,20210205
0.291484,0.005826,6114.0,Czech Republic,CZE,CZE,20210205
0.817761,0.026084,228.0,Democratic Republic of the Congo,COD,COD,20210205
0.252615,0.004888,7925.0,Denmark,DNK,DNK,20210205
0.7238,0.010341,1871.0,Dominican Republic,DOM,DOM,20210205
0.718775,0.006346,5082.0,Ecuador,ECU,ECU,20210205
0.684336,0.006274,5514.0,Egypt,EGY,EGY,20210205
0.689263,0.009801,2245.0,El Salvador,SLV,SLV,20210205
0.662304,0.017915,694.0,Ethiopia,ETH,ETH,20210205
0.335023,0.009845,2317.0,Finland,FIN,FIN,20210205
0.491587,0.002876,30254.0,France,FRA,FRA,20210205
0.359218,0.002765,30162.0,Germany,DEU,DEU,20210205
0.813609,0.010353,1539.0,Ghana,GHA,GHA,20210205
0.447307,0.006395,6089.0,Greece,GRC,GRC,20210205
0.703813,0.009499,2339.0,Guatemala,GTM,GTM,20210205
0.616412,0.047304,123.0,Guinea,GIN,GIN,20210205
0.722723,0.033723,181.0,Haiti,HTI,HTI,20210205
0.73024,0.009867,2031.0,Honduras,HND,HND,20210205
0.593076,0.014371,1188.0,Hong Kong,HKG,HKG,20210205
0.452114,0.004911,10254.0,Hungary,HUN,HUN,20210205
0.495873,0.003615,19170.0,India,IND,IND,20210205
0.501929,0.00486,10582.0,Indonesia,IDN,IDN,20210205
0.577968,0.009207,2903.0,Iraq,IRQ,IRQ,20210205
0.418916,0.007647,4195.0,Ireland,IRL,IRL,20210205
0.34678,0.006117,6308.0,Israel,ISR,ISR,20210205
0.491194,0.002954,28729.0,Italy,ITA,ITA,20210205
0.779567,0.001874,48993.0,Japan,JPN,JPN,20210205
0.554822,0.012501,1654.0,Jordan,JOR,JOR,20210205
0.722841,0.014656,963.0,Kazakhstan,KAZ,KAZ,20210205
0.79332,0.008517,2269.0,Kenya,KEN,KEN,20210205
0.552133,0.02412,446.0,Kuwait,KWT,KWT,20210205
0.662852,0.028475,305.0,Kyrgyzstan,KGZ,KGZ,20210205
0.625683,0.035978,161.0,Laos,LAO,LAO,20210205
0.638244,0.013295,1365.0,Lebanon,LBN,LBN,20210205
0.547365,0.014397,1197.0,Libya,LBY,LBY,20210205
0.667368,0.037942,160.0,Madagascar,MDG,MDG,20210205
0.729256,0.006206,5164.0,Malaysia,MYS,MYS,20210205
0.671043,0.038543,161.0,Mali,MLI,MLI,20210205
0.623451,0.001987,59540.0,Mexico,MEX,MEX,20210205
0.74325,0.018392,625.0,Moldova,MDA,MDA,20210205
0.448446,0.01237,1624.0,Morocco,MAR,MAR,20210205
0.867705,0.012357,767.0,Mozambique,MOZ,MOZ,20210205
0.480698,0.017054,876.0,Myanmar,MMR,MMR,20210205
0.603998,0.012658,1512.0,Nepal,NPL,NPL,20210205
0.286207,0.00456,9838.0,Netherlands,NLD,NLD,20210205
0.460571,0.008668,3479.0,New Zealand,NZL,NZL,20210205
0.725188,0.012402,1301.0,Nicaragua,NIC,NIC,20210205
0.752705,0.007311,3475.0,Nigeria,NGA,NGA,20210205
0.244429,0.004904,7714.0,Norway,NOR,NOR,20210205
0.53576,0.035199,205.0,Oman,OMN,OMN,20210205
0.628488,0.008887,2977.0,Pakistan,PAK,PAK,20210205
0.639454,0.01917,630.0,Palestine,PSE,PSE,20210205
0.650539,0.013887,1235.0,Panama,PAN,PAN,20210205
0.586526,0.012898,1455.0,Paraguay,PRY,PRY,20210205
0.690417,0.004908,8908.0,Peru,PER,PER,20210205
0.804013,0.004373,8296.0,Philippines,PHL,PHL,20210205
0.496389,0.00533,8858.0,Poland,POL,POL,20210205
0.648467,0.004268,12664.0,Portugal,PRT,PRT,20210205
0.59142,0.008474,3396.0,"Puerto Rico, U.S.",PRI,PRI,20210205
0.546821,0.024871,463.0,Qatar,QAT,QAT,20210205
0.476729,0.005781,7481.0,Romania,ROU,ROU,20210205
0.649182,0.00564,7186.0,Russia,RUS,RUS,20210205
0.531866,0.010521,2268.0,Saudi Arabia,SAU,SAU,20210205
0.678434,0.032022,215.0,Senegal,SEN,SEN,20210205
0.411283,0.009513,2696.0,Serbia,SRB,SRB,20210205
0.5661,0.016246,954.0,Singapore,SGP,SGP,20210205
0.305515,0.007925,3381.0,Slovakia,SVK,SVK,20210205
0.506891,0.013067,1475.0,Slovenia,SVN,SVN,20210205
0.693554,0.006178,5568.0,South Africa,ZAF,ZAF,20210205
0.64792,0.007858,3757.0,South Korea,KOR,KOR,20210205
0.541419,0.003466,20702.0,Spain,ESP,ESP,20210205
0.740114,0.014673,911.0,Sri Lanka,LKA,LKA,20210205
0.563764,0.015516,1037.0,Sudan,SDN,SDN,20210205
0.349353,0.003558,17952.0,Sweden,SWE,SWE,20210205
0.408801,0.007254,4611.0,Switzerland,CHE,CHE,20210205
0.579264,0.004537,11871.0,Taiwan,TWN,TWN,20210205
0.685684,0.020671,538.0,Tanzania,TZA,TZA,20210205
0.637867,0.004864,9780.0,Thailand,THA,THA,20210205
0.644197,0.01073,2005.0,Tunisia,TUN,TUN,20210205
0.659197,0.005044,8834.0,Turkey,TUR,TUR,20210205
0.757487,0.00483,7919.0,Ukraine,UKR,UKR,20210205
0.465262,0.010753,2304.0,United Arab Emirates,ARE,ARE,20210205
0.282564,0.003179,20142.0,United Kingdom,GBR,GBR,20210205
0.666524,0.008079,3425.0,Uruguay,URY,URY,20210205
0.638649,0.021767,484.0,Uzbekistan,UZB,UZB,20210205
0.756074,0.006511,4347.0,Venezuela,VEN,VEN,20210205
0.465047,0.00319,24497.0,Vietnam,VNM,VNM,20210205
0.427613,0.024905,410.0,Yemen,YEM,YEM,20210205
0.598156,0.020869,572.0,Afghanistan,AFG,AFG,20210206
0.586144,0.025458,495.0,Albania,ALB,ALB,20210206
0.571118,0.011221,1960.0,Algeria,DZA,DZA,20210206
0.755612,0.024793,341.0,Angola,AGO,AGO,20210206
0.607862,0.003861,15987.0,Argentina,ARG,ARG,20210206
0.634907,0.035113,189.0,Armenia,ARM,ARM,20210206
0.462692,0.005137,9458.0,Australia,AUS,AUS,20210206
0.334616,0.006728,4958.0,Austria,AUT,AUT,20210206
0.6816,0.023231,407.0,Azerbaijan,AZE,AZE,20210206
0.600677,0.009748,2500.0,Bangladesh,BGD,BGD,20210206
0.77572,0.012198,1200.0,Belarus,BLR,BLR,20210206
0.410997,0.006868,5140.0,Belgium,BEL,BEL,20210206
0.83197,0.036032,123.0,Benin,BEN,BEN,20210206
0.708019,0.007291,3912.0,Bolivia,BOL,BOL,20210206
0.481358,0.019145,714.0,Bosnia and Herzegovina,BIH,BIH,20210206
0.3767,0.001879,66535.0,Brazil,BRA,BRA,20210206
0.545405,0.00925,2918.0,Bulgaria,BGR,BGR,20210206
0.67603,0.030885,199.0,Burkina Faso,BFA,BFA,20210206
0.635262,0.032987,223.0,Cambodia,KHM,KHM,20210206
0.759148,0.023309,351.0,Cameroon,CMR,CMR,20210206
0.406276,0.003968,15419.0,Canada,CAN,CAN,20210206
0.63236,0.005291,8295.0,Chile,CHL,CHL,20210206
0.698872,0.003853,14170.0,Colombia,COL,COL,20210206
0.509136,0.010336,2364.0,Costa Rica,CRI,CRI,20210206
0.638847,0.021172,514.0,C̫te d'Ivoire,CIV,CIV,20210206
0.426309,0.011444,1894.0,Croatia,HRV,HRV,20210206
0.288028,0.005809,6098.0,Czech Republic,CZE,CZE,20210206
0.814156,0.026514,222.0,Democratic Republic of the Congo,COD,COD,20210206
0.253126,0.00492,7830.0,Denmark,DNK,DNK,20210206
0.721674,0.01051,1822.0,Dominican Republic,DOM,DOM,20210206
0.718486,0.006352,5106.0,Ecuador,ECU,ECU,20210206
0.690635,0.006259,5480.0,Egypt,EGY,EGY,20210206
0.692147,0.009794,2237.0,El Salvador,SLV,SLV,20210206
0.657464,0.017844,707.0,Ethiopia,ETH,ETH,20210206
0.331737,0.009766,2348.0,Finland,FIN,FIN,20210206
0.489681,0.002894,29868.0,France,FRA,FRA,20210206
0.360588,0.002773,30026.0,Germany,DEU,DEU,20210206
0.815765,0.010248,1552.0,Ghana,GHA,GHA,20210206
0.443624,0.006372,6121.0,Greece,GRC,GRC,20210206
0.695051,0.009455,2367.0,Guatemala,GTM,GTM,20210206
0.571176,0.048689,124.0,Guinea,GIN,GIN,20210206
0.719874,0.033476,185.0,Haiti,HTI,HTI,20210206
0.730492,0.009919,2008.0,Honduras,HND,HND,20210206
0.592836,0.014481,1178.0,Hong Kong,HKG,HKG,20210206
0.441732,0.004917,10194.0,Hungary,HUN,HUN,20210206
0.498705,0.00363,19006.0,India,IND,IND,20210206
0.509799,0.004866,10548.0,Indonesia,IDN,IDN,20210206
0.563376,0.009161,2943.0,Iraq,IRQ,IRQ,20210206
0.415563,0.007748,4077.0,Ireland,IRL,IRL,20210206
0.341379,0.006155,6183.0,Israel,ISR,ISR,20210206
0.489431,0.002958,28645.0,Italy,ITA,ITA,20210206
0.783044,0.001867,48747.0,Japan,JPN,JPN,20210206
0.555606,0.012474,1650.0,Jordan,JOR,JOR,20210206
0.714569,0.015108,932.0,Kazakhstan,KAZ,KAZ,20210206
0.794458,0.008554,2240.0,Kenya,KEN,KEN,20210206
0.565944,0.023725,454.0,Kuwait,KWT,KWT,20210206
0.69039,0.027894,307.0,Kyrgyzstan,KGZ,KGZ,20210206
0.628571,0.03642,164.0,Laos,LAO,LAO,20210206
0.639257,0.013463,1339.0,Lebanon,LBN,LBN,20210206
0.545906,0.014411,1196.0,Libya,LBY,LBY,20210206
0.693093,0.03655,160.0,Madagascar,MDG,MDG,20210206
0.722808,0.006365,4998.0,Malaysia,MYS,MYS,20210206
0.662957,0.03926,157.0,Mali,MLI,MLI,20210206
0.622687,0.001998,58959.0,Mexico,MEX,MEX,20210206
0.728166,0.019039,612.0,Moldova,MDA,MDA,20210206
0.42984,0.012338,1604.0,Morocco,MAR,MAR,20210206
0.855294,0.012632,775.0,Mozambique,MOZ,MOZ,20210206
0.481914,0.02007,635.0,Myanmar,MMR,MMR,20210206
0.609105,0.012887,1487.0,Nepal,NPL,NPL,20210206
0.285984,0.004555,9857.0,Netherlands,NLD,NLD,20210206
0.463068,0.00875,3418.0,New Zealand,NZL,NZL,20210206
0.71069,0.012747,1264.0,Nicaragua,NIC,NIC,20210206
0.755392,0.007318,3444.0,Nigeria,NGA,NGA,20210206
0.241016,0.004932,7555.0,Norway,NOR,NOR,20210206
0.525474,0.034469,213.0,Oman,OMN,OMN,20210206
0.63442,0.00895,2922.0,Pakistan,PAK,PAK,20210206
0.622477,0.019803,603.0,Palestine,PSE,PSE,20210206
0.660663,0.013709,1208.0,Panama,PAN,PAN,20210206
0.580926,0.013092,1417.0,Paraguay,PRY,PRY,20210206
0.692854,0.004869,9009.0,Peru,PER,PER,20210206
0.808752,0.004353,8214.0,Philippines,PHL,PHL,20210206
0.498221,0.005351,8776.0,Poland,POL,POL,20210206
0.638355,0.004335,12299.0,Portugal,PRT,PRT,20210206
0.596501,0.008455,3392.0,"Puerto Rico, U.S.",PRI,PRI,20210206
0.518963,0.02451,481.0,Qatar,QAT,QAT,20210206
0.47901,0.005803,7424.0,Romania,ROU,ROU,20210206
0.64376,0.005648,7219.0,Russia,RUS,RUS,20210206
0.548548,0.010192,2398.0,Saudi Arabia,SAU,SAU,20210206
0.719128,0.031299,218.0,Senegal,SEN,SEN,20210206
0.410111,0.009518,2691.0,Serbia,SRB,SRB,20210206
0.559101,0.016729,901.0,Singapore,SGP,SGP,20210206
0.305234,0.007808,3481.0,Slovakia,SVK,SVK,20210206
0.509348,0.013025,1496.0,Slovenia,SVN,SVN,20210206
0.689512,0.006303,5392.0,South Africa,ZAF,ZAF,20210206
0.655542,0.007826,3747.0,South Korea,KOR,KOR,20210206
0.540736,0.003489,20445.0,Spain,ESP,ESP,20210206
0.745316,0.014576,911.0,Sri Lanka,LKA,LKA,20210206
0.569913,0.015189,1081.0,Sudan,SDN,SDN,20210206
0.345341,0.003552,17917.0,Sweden,SWE,SWE,20210206
0.41008,0.007291,4568.0,Switzerland,CHE,CHE,20210206
0.574906,0.004609,11517.0,Taiwan,TWN,TWN,20210206
0.671261,0.02107,533.0,Tanzania,TZA,TZA,20210206
0.633724,0.004967,9442.0,Thailand,THA,THA,20210206
0.640721,0.010753,2006.0,Tunisia,TUN,TUN,20210206
0.662459,0.005061,8731.0,Turkey,TUR,TUR,20210206
0.755659,0.004835,7913.0,Ukraine,UKR,UKR,20210206
0.464614,0.010826,2281.0,United Arab Emirates,ARE,ARE,20210206
0.281354,0.003191,19927.0,United Kingdom,GBR,GBR,20210206
0.675851,0.00811,3350.0,Uruguay,URY,URY,20210206
0.633047,0.022023,477.0,Uzbekistan,UZB,UZB,20210206
0.760499,0.006506,4310.0,Venezuela,VEN,VEN,20210206
0.46036,0.003236,23792.0,Vietnam,VNM,VNM,20210206
0.441431,0.024978,416.0,Yemen,YEM,YEM,20210206
0.578264,0.021566,544.0,Afghanistan,AFG,AFG,20210207
0.588177,0.025841,470.0,Albania,ALB,ALB,20210207
0.570534,0.011137,1982.0,Algeria,DZA,DZA,20210207
0.77489,0.02406,329.0,Angola,AGO,AGO,20210207
0.601847,0.003885,15878.0,Argentina,ARG,ARG,20210207
0.644785,0.035639,176.0,Armenia,ARM,ARM,20210207
0.458899,0.005195,9238.0,Australia,AUS,AUS,20210207
0.334096,0.006739,4925.0,Austria,AUT,AUT,20210207
0.686649,0.023025,409.0,Azerbaijan,AZE,AZE,20210207
0.596319,0.009843,2471.0,Bangladesh,BGD,BGD,20210207
0.770807,0.012319,1192.0,Belarus,BLR,BLR,20210207
0.401477,0.0069,5052.0,Belgium,BEL,BEL,20210207
0.817453,0.036092,125.0,Benin,BEN,BEN,20210207
0.701395,0.007455,3785.0,Bolivia,BOL,BOL,20210207
0.485225,0.019295,711.0,Bosnia and Herzegovina,BIH,BIH,20210207
0.372017,0.0019,64699.0,Brazil,BRA,BRA,20210207
0.545208,0.00919,2956.0,Bulgaria,BGR,BGR,20210207
0.68646,0.032282,180.0,Burkina Faso,BFA,BFA,20210207
0.594427,0.035193,207.0,Cambodia,KHM,KHM,20210207
0.761962,0.023236,350.0,Cameroon,CMR,CMR,20210207
0.404116,0.003984,15276.0,Canada,CAN,CAN,20210207
0.618681,0.005374,8165.0,Chile,CHL,CHL,20210207
0.696314,0.003889,13972.0,Colombia,COL,COL,20210207
0.515977,0.010393,2337.0,Costa Rica,CRI,CRI,20210207
0.63788,0.02142,508.0,C̫te d'Ivoire,CIV,CIV,20210207
0.422264,0.011493,1875.0,Croatia,HRV,HRV,20210207
0.288218,0.00578,6142.0,Czech Republic,CZE,CZE,20210207
0.782621,0.028367,223.0,Democratic Republic of the Congo,COD,COD,20210207
0.253405,0.004945,7761.0,Denmark,DNK,DNK,20210207
0.731959,0.010614,1747.0,Dominican Republic,DOM,DOM,20210207
0.714378,0.0064,5077.0,Ecuador,ECU,ECU,20210207
0.697233,0.006289,5361.0,Egypt,EGY,EGY,20210207
0.699103,0.009639,2280.0,El Salvador,SLV,SLV,20210207
0.638474,0.018614,680.0,Ethiopia,ETH,ETH,20210207
0.336583,0.009863,2322.0,Finland,FIN,FIN,20210207
0.487478,0.002923,29265.0,France,FRA,FRA,20210207
0.362893,0.002785,29853.0,Germany,DEU,DEU,20210207
0.820888,0.010151,1539.0,Ghana,GHA,GHA,20210207
0.436301,0.006358,6124.0,Greece,GRC,GRC,20210207
0.694616,0.009622,2335.0,Guatemala,GTM,GTM,20210207
0.548229,0.050605,117.0,Guinea,GIN,GIN,20210207
0.731498,0.03394,178.0,Haiti,HTI,HTI,20210207
0.735314,0.009917,1994.0,Honduras,HND,HND,20210207
0.58405,0.014787,1140.0,Hong Kong,HKG,HKG,20210207
0.434728,0.004939,10077.0,Hungary,HUN,HUN,20210207
0.494407,0.003644,18830.0,India,IND,IND,20210207
0.509725,0.004886,10463.0,Indonesia,IDN,IDN,20210207
0.56172,0.009109,2967.0,Iraq,IRQ,IRQ,20210207
0.407323,0.007801,3999.0,Ireland,IRL,IRL,20210207
0.337558,0.006114,6231.0,Israel,ISR,ISR,20210207
0.489828,0.002969,28431.0,Italy,ITA,ITA,20210207
0.78419,0.00187,48391.0,Japan,JPN,JPN,20210207
0.572406,0.012307,1658.0,Jordan,JOR,JOR,20210207
0.705609,0.015149,932.0,Kazakhstan,KAZ,KAZ,20210207
0.798021,0.008571,2205.0,Kenya,KEN,KEN,20210207
0.570295,0.023535,462.0,Kuwait,KWT,KWT,20210207
0.678122,0.02841,297.0,Kyrgyzstan,KGZ,KGZ,20210207
0.63439,0.037313,164.0,Laos,LAO,LAO,20210207
0.634898,0.013576,1317.0,Lebanon,LBN,LBN,20210207
0.552583,0.014487,1180.0,Libya,LBY,LBY,20210207
0.666921,0.038067,150.0,Madagascar,MDG,MDG,20210207
0.714049,0.006532,4835.0,Malaysia,MYS,MYS,20210207
0.652197,0.038085,167.0,Mali,MLI,MLI,20210207
0.620508,0.00201,58392.0,Mexico,MEX,MEX,20210207
0.716508,0.019194,617.0,Moldova,MDA,MDA,20210207
0.433093,0.012438,1581.0,Morocco,MAR,MAR,20210207
0.860129,0.012363,781.0,Mozambique,MOZ,MOZ,20210207
0.509777,0.022491,510.0,Myanmar,MMR,MMR,20210207
0.607089,0.013009,1466.0,Nepal,NPL,NPL,20210207
0.284306,0.004573,9744.0,Netherlands,NLD,NLD,20210207
0.447278,0.008764,3392.0,New Zealand,NZL,NZL,20210207
0.698737,0.012776,1283.0,Nicaragua,NIC,NIC,20210207
0.751758,0.007457,3343.0,Nigeria,NGA,NGA,20210207
0.232438,0.004879,7522.0,Norway,NOR,NOR,20210207
0.542607,0.035005,208.0,Oman,OMN,OMN,20210207
0.626762,0.009012,2887.0,Pakistan,PAK,PAK,20210207
0.600455,0.019947,610.0,Palestine,PSE,PSE,20210207
0.651818,0.013711,1222.0,Panama,PAN,PAN,20210207
0.56933,0.013146,1429.0,Paraguay,PRY,PRY,20210207
0.693218,0.00486,9032.0,Peru,PER,PER,20210207
0.808361,0.00435,8233.0,Philippines,PHL,PHL,20210207
0.500472,0.005346,8786.0,Poland,POL,POL,20210207
0.63544,0.004393,12015.0,Portugal,PRT,PRT,20210207
0.595379,0.008471,3404.0,"Puerto Rico, U.S.",PRI,PRI,20210207
0.518123,0.024812,471.0,Qatar,QAT,QAT,20210207
0.486716,0.00589,7208.0,Romania,ROU,ROU,20210207
0.639795,0.005629,7315.0,Russia,RUS,RUS,20210207
0.545038,0.010115,2443.0,Saudi Arabia,SAU,SAU,20210207
0.730891,0.031037,216.0,Senegal,SEN,SEN,20210207
0.409002,0.009628,2626.0,Serbia,SRB,SRB,20210207
0.555938,0.016766,892.0,Singapore,SGP,SGP,20210207
0.303916,0.00769,3580.0,Slovakia,SVK,SVK,20210207
0.49826,0.013183,1458.0,Slovenia,SVN,SVN,20210207
0.681367,0.006387,5333.0,South Africa,ZAF,ZAF,20210207
0.646374,0.007965,3653.0,South Korea,KOR,KOR,20210207
0.53891,0.003521,20080.0,Spain,ESP,ESP,20210207
0.750826,0.014591,902.0,Sri Lanka,LKA,LKA,20210207
0.589338,0.015252,1063.0,Sudan,SDN,SDN,20210207
0.342205,0.00354,17960.0,Sweden,SWE,SWE,20210207
0.41582,0.007339,4528.0,Switzerland,CHE,CHE,20210207
0.57906,0.004684,11128.0,Taiwan,TWN,TWN,20210207
0.666059,0.021454,524.0,Tanzania,TZA,TZA,20210207
0.633728,0.005046,9158.0,Thailand,THA,THA,20210207
0.62674,0.010772,2022.0,Tunisia,TUN,TUN,20210207
0.667456,0.005059,8666.0,Turkey,TUR,TUR,20210207
0.759572,0.004811,7897.0,Ukraine,UKR,UKR,20210207
0.455912,0.010857,2291.0,United Arab Emirates,ARE,ARE,20210207
0.277488,0.003187,19807.0,United Kingdom,GBR,GBR,20210207
0.669032,0.008319,3218.0,Uruguay,URY,URY,20210207
0.633156,0.022652,461.0,Uzbekistan,UZB,UZB,20210207
0.762705,0.006536,4246.0,Venezuela,VEN,VEN,20210207
0.458658,0.003329,22466.0,Vietnam,VNM,VNM,20210207
0.449589,0.024562,431.0,Yemen,YEM,YEM,20210207
0.560815,0.020965,572.0,Afghanistan,AFG,AFG,20210208
0.585266,0.025385,487.0,Albania,ALB,ALB,20210208
0.581066,0.010987,2017.0,Algeria,DZA,DZA,20210208
0.761708,0.023977,335.0,Angola,AGO,AGO,20210208
0.596768,0.003838,16346.0,Argentina,ARG,ARG,20210208
0.660006,0.034372,186.0,Armenia,ARM,ARM,20210208
0.454102,0.00513,9428.0,Australia,AUS,AUS,20210208
0.332775,0.006698,4969.0,Austria,AUT,AUT,20210208
0.685927,0.022257,438.0,Azerbaijan,AZE,AZE,20210208
0.60314,0.009599,2579.0,Bangladesh,BGD,BGD,20210208
0.776366,0.012094,1232.0,Belarus,BLR,BLR,20210208
0.401256,0.006887,5067.0,Belgium,BEL,BEL,20210208
0.765953,0.037813,130.0,Benin,BEN,BEN,20210208
0.696403,0.007452,3810.0,Bolivia,BOL,BOL,20210208
0.479528,0.019,723.0,Bosnia and Herzegovina,BIH,BIH,20210208
0.368723,0.001891,65149.0,Brazil,BRA,BRA,20210208
0.546764,0.009019,3058.0,Bulgaria,BGR,BGR,20210208
0.669013,0.033163,179.0,Burkina Faso,BFA,BFA,20210208
0.573118,0.035232,211.0,Cambodia,KHM,KHM,20210208
0.748071,0.023033,369.0,Cameroon,CMR,CMR,20210208
0.404297,0.003928,15683.0,Canada,CAN,CAN,20210208
0.612961,0.005305,8427.0,Chile,CHL,CHL,20210208
0.691332,0.003843,14449.0,Colombia,COL,COL,20210208
0.510343,0.010297,2384.0,Costa Rica,CRI,CRI,20210208
0.625768,0.020944,530.0,C̫te d'Ivoire,CIV,CIV,20210208
0.421334,0.011444,1890.0,Croatia,HRV,HRV,20210208
0.285863,0.00574,6202.0,Czech Republic,CZE,CZE,20210208
0.766204,0.029537,218.0,Democratic Republic of the Congo,COD,COD,20210208
0.261487,0.004981,7806.0,Denmark,DNK,DNK,20210208
0.730195,0.010463,1804.0,Dominican Republic,DOM,DOM,20210208
0.714678,0.006312,5221.0,Ecuador,ECU,ECU,20210208
0.694283,0.006278,5402.0,Egypt,EGY,EGY,20210208
0.702472,0.009427,2369.0,El Salvador,SLV,SLV,20210208
0.656724,0.01817,704.0,Ethiopia,ETH,ETH,20210208
0.339514,0.009803,2360.0,Finland,FIN,FIN,20210208
0.481608,0.002916,29394.0,France,FRA,FRA,20210208
0.364388,0.002772,30191.0,Germany,DEU,DEU,20210208
0.847953,0.009374,1567.0,Ghana,GHA,GHA,20210208
0.441689,0.006308,6237.0,Greece,GRC,GRC,20210208
0.687897,0.009583,2379.0,Guatemala,GTM,GTM,20210208
0.506073,0.051948,114.0,Guinea,GIN,GIN,20210208
0.72993,0.033133,187.0,Haiti,HTI,HTI,20210208
0.726348,0.009851,2060.0,Honduras,HND,HND,20210208
0.591381,0.014603,1167.0,Hong Kong,HKG,HKG,20210208
0.432654,0.004892,10261.0,Hungary,HUN,HUN,20210208
0.495581,0.003576,19573.0,India,IND,IND,20210208
0.507916,0.004801,10831.0,Indonesia,IDN,IDN,20210208
0.568555,0.009012,3010.0,Iraq,IRQ,IRQ,20210208
0.407547,0.007812,3989.0,Ireland,IRL,IRL,20210208
0.331184,0.005967,6486.0,Israel,ISR,ISR,20210208
0.487193,0.002933,29116.0,Italy,ITA,ITA,20210208
0.785526,0.001832,50199.0,Japan,JPN,JPN,20210208
0.580184,0.011963,1696.0,Jordan,JOR,JOR,20210208
0.704571,0.014847,971.0,Kazakhstan,KAZ,KAZ,20210208
0.798224,0.008514,2233.0,Kenya,KEN,KEN,20210208
0.580848,0.02309,479.0,Kuwait,KWT,KWT,20210208
0.690447,0.027225,313.0,Kyrgyzstan,KGZ,KGZ,20210208
0.639049,0.037209,164.0,Laos,LAO,LAO,20210208
0.627574,0.013523,1337.0,Lebanon,LBN,LBN,20210208
0.526735,0.01455,1199.0,Libya,LBY,LBY,20210208
0.676868,0.03879,143.0,Madagascar,MDG,MDG,20210208
0.714443,0.006442,4947.0,Malaysia,MYS,MYS,20210208
0.660261,0.03528,183.0,Mali,MLI,MLI,20210208
0.617723,0.001987,59895.0,Mexico,MEX,MEX,20210208
0.713948,0.019058,625.0,Moldova,MDA,MDA,20210208
0.428135,0.012293,1614.0,Morocco,MAR,MAR,20210208
0.864835,0.012152,779.0,Mozambique,MOZ,MOZ,20210208
0.525942,0.022409,515.0,Myanmar,MMR,MMR,20210208
0.605952,0.012764,1522.0,Nepal,NPL,NPL,20210208
0.286947,0.004545,9916.0,Netherlands,NLD,NLD,20210208
0.451162,0.008347,3561.0,New Zealand,NZL,NZL,20210208
0.702978,0.012548,1316.0,Nicaragua,NIC,NIC,20210208
0.751354,0.007408,3391.0,Nigeria,NGA,NGA,20210208
0.229706,0.004837,7597.0,Norway,NOR,NOR,20210208
0.566094,0.033904,217.0,Oman,OMN,OMN,20210208
0.621551,0.008983,2955.0,Pakistan,PAK,PAK,20210208
0.61792,0.020221,609.0,Palestine,PSE,PSE,20210208
0.650004,0.013612,1241.0,Panama,PAN,PAN,20210208
0.575037,0.013086,1440.0,Paraguay,PRY,PRY,20210208
0.691798,0.004803,9270.0,Peru,PER,PER,20210208
0.8121,0.00423,8585.0,Philippines,PHL,PHL,20210208
0.501459,0.005328,8851.0,Poland,POL,POL,20210208
0.631066,0.00442,11949.0,Portugal,PRT,PRT,20210208
0.595569,0.008348,3502.0,"Puerto Rico, U.S.",PRI,PRI,20210208
0.509341,0.024424,485.0,Qatar,QAT,QAT,20210208
0.491934,0.005864,7283.0,Romania,ROU,ROU,20210208
0.62998,0.00554,7633.0,Russia,RUS,RUS,20210208
0.547834,0.009995,2513.0,Saudi Arabia,SAU,SAU,20210208
