pct_trust_doctors,trust_doctors_se,pct_trust_doctors_unw,trust_doctors_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.339416,0.015452,0.327194,0.015594,923.0,Ukraine,UKR,UKR,20210209
0.540174,0.041612,0.620438,0.042736,137.0,United Arab Emirates,ARE,ARE,20210209
0.621887,0.011232,0.630411,0.011283,1848.0,United Kingdom,GBR,GBR,20210209
0.673789,0.024324,0.672922,0.024307,373.0,Uruguay,URY,URY,20210209
0.652544,0.020723,0.7,0.021533,490.0,Venezuela,VEN,VEN,20210209
0.643733,0.009759,0.638351,0.009727,2425.0,Vietnam,VNM,VNM,20210209
0.408468,0.030756,0.40625,0.030782,256.0,Algeria,DZA,DZA,20210210
0.708992,0.01004,0.732887,0.010307,1943.0,Argentina,ARG,ARG,20210210
0.620664,0.014392,0.620387,0.01439,1138.0,Australia,AUS,AUS,20210210
0.540622,0.021376,0.531136,0.021347,546.0,Austria,AUT,AUT,20210210
0.674555,0.027383,0.653465,0.026962,303.0,Bangladesh,BGD,BGD,20210210
0.350829,0.038695,0.302817,0.04019,142.0,Belarus,BLR,BLR,20210210
0.593635,0.020867,0.588869,0.02083,557.0,Belgium,BEL,BEL,20210210
0.673526,0.02097,0.692784,0.021315,485.0,Bolivia,BOL,BOL,20210210
0.769822,0.004778,0.793863,0.004972,7170.0,Brazil,BRA,BRA,20210210
0.503059,0.026678,0.529915,0.026726,351.0,Bulgaria,BGR,BGR,20210210
0.594292,0.011261,0.591815,0.01125,1906.0,Canada,CAN,CAN,20210210
0.749307,0.014841,0.738883,0.014644,877.0,Chile,CHL,CHL,20210210
0.70078,0.010972,0.713781,0.011116,1698.0,Colombia,COL,COL,20210210
0.730462,0.024824,0.772727,0.026284,286.0,Costa Rica,CRI,CRI,20210210
0.499622,0.033405,0.493333,0.033408,225.0,Croatia,HRV,HRV,20210210
0.509832,0.018408,0.51626,0.018414,738.0,Czech Republic,CZE,CZE,20210210
0.586272,0.016772,0.552273,0.016612,880.0,Denmark,DNK,DNK,20210210
0.642513,0.03139,0.662281,0.03181,228.0,Dominican Republic,DOM,DOM,20210210
0.677472,0.017602,0.695906,0.017886,684.0,Ecuador,ECU,ECU,20210210
0.590596,0.01927,0.561747,0.019097,664.0,Egypt,EGY,EGY,20210210
0.723523,0.026295,0.70297,0.025737,303.0,El Salvador,SLV,SLV,20210210
0.645294,0.028116,0.659649,0.028389,285.0,Finland,FIN,FIN,20210210
0.470941,0.008823,0.47723,0.008817,3206.0,France,FRA,FRA,20210210
0.535901,0.008621,0.520691,0.008606,3359.0,Germany,DEU,DEU,20210210
0.540564,0.036195,0.560847,0.036346,189.0,Ghana,GHA,GHA,20210210
0.692056,0.017473,0.711738,0.017808,673.0,Greece,GRC,GRC,20210210
0.680623,0.028697,0.712,0.029546,250.0,Guatemala,GTM,GTM,20210210
0.726702,0.029101,0.72766,0.029133,235.0,Honduras,HND,HND,20210210
0.534918,0.042376,0.546763,0.042459,139.0,Hong Kong,HKG,HKG,20210210
0.570465,0.014259,0.607325,0.014453,1174.0,Hungary,HUN,HUN,20210210
0.58872,0.010149,0.62803,0.010332,2269.0,India,IND,IND,20210210
0.416174,0.014284,0.458949,0.01413,1218.0,Indonesia,IDN,IDN,20210210
0.519015,0.028016,0.465409,0.028062,318.0,Iraq,IRQ,IRQ,20210210
0.686414,0.022004,0.702079,0.022322,433.0,Ireland,IRL,IRL,20210210
0.473958,0.041957,0.457746,0.04205,142.0,Israel,ISR,ISR,20210210
0.762541,0.007426,0.760206,0.007401,3307.0,Italy,ITA,ITA,20210210
0.653071,0.005911,0.648582,0.005893,6525.0,Japan,JPN,JPN,20210210
0.452249,0.034823,0.44878,0.034847,205.0,Jordan,JOR,JOR,20210210
0.240937,0.040894,0.221154,0.042138,104.0,Kazakhstan,KAZ,KAZ,20210210
0.660771,0.028898,0.659259,0.028867,270.0,Kenya,KEN,KEN,20210210
0.635372,0.036312,0.672619,0.037246,168.0,Lebanon,LBN,LBN,20210210
0.585696,0.041672,0.592857,0.041782,140.0,Libya,LBY,LBY,20210210
0.580335,0.020514,0.600701,0.020671,571.0,Malaysia,MYS,MYS,20210210
0.79689,0.00467,0.810477,0.004794,7044.0,Mexico,MEX,MEX,20210210
0.552352,0.040827,0.615385,0.041728,143.0,Morocco,MAR,MAR,20210210
0.532491,0.035485,0.625668,0.036584,187.0,Nepal,NPL,NPL,20210210
0.481534,0.014413,0.466222,0.014436,1199.0,Netherlands,NLD,NLD,20210210
0.642472,0.024375,0.623737,0.024115,396.0,New Zealand,NZL,NZL,20210210
0.625858,0.039841,0.666667,0.040897,141.0,Nicaragua,NIC,NIC,20210210
0.673621,0.024749,0.635884,0.024117,379.0,Nigeria,NGA,NGA,20210210
0.541839,0.016867,0.527936,0.016834,877.0,Norway,NOR,NOR,20210210
0.712311,0.027274,0.641935,0.025752,310.0,Pakistan,PAK,PAK,20210210
0.666348,0.039958,0.69403,0.040886,134.0,Panama,PAN,PAN,20210210
0.592533,0.035584,0.620321,0.036028,187.0,Paraguay,PRY,PRY,20210210
0.701691,0.013002,0.7311,0.013416,1164.0,Peru,PER,PER,20210210
0.603437,0.014442,0.646308,0.014776,1097.0,Philippines,PHL,PHL,20210210
0.504865,0.016537,0.529605,0.016565,912.0,Poland,POL,POL,20210210
0.736598,0.012541,0.723488,0.01235,1273.0,Portugal,PRT,PRT,20210210
0.789051,0.023202,0.778816,0.022807,321.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.518843,0.019316,0.543544,0.019375,666.0,Romania,ROU,ROU,20210210
0.296862,0.015954,0.312426,0.015726,845.0,Russia,RUS,RUS,20210210
0.580599,0.030472,0.610895,0.030841,257.0,Saudi Arabia,SAU,SAU,20210210
0.476104,0.034258,0.495327,0.03422,214.0,Serbia,SRB,SRB,20210210
0.602215,0.047947,0.579439,0.047539,107.0,Singapore,SGP,SGP,20210210
0.560459,0.025191,0.571059,0.025263,387.0,Slovakia,SVK,SVK,20210210
0.46388,0.041333,0.47619,0.041272,147.0,Slovenia,SVN,SVN,20210210
0.58492,0.020272,0.6,0.02039,585.0,South Africa,ZAF,ZAF,20210210
0.576549,0.022372,0.617336,0.022743,473.0,South Korea,KOR,KOR,20210210
0.773814,0.009069,0.772324,0.009048,2139.0,Spain,ESP,ESP,20210210
0.748668,0.042295,0.77,0.043596,100.0,Sri Lanka,LKA,LKA,20210210
0.664711,0.043435,0.619048,0.042225,126.0,Sudan,SDN,SDN,20210210
0.630591,0.010588,0.63773,0.010631,2062.0,Sweden,SWE,SWE,20210210
0.49537,0.02122,0.491007,0.021223,556.0,Switzerland,CHE,CHE,20210210
0.682172,0.012189,0.714182,0.012562,1375.0,Taiwan,TWN,TWN,20210210
0.598194,0.015702,0.587398,0.015637,984.0,Thailand,THA,THA,20210210
0.434883,0.034429,0.452381,0.034291,210.0,Tunisia,TUN,TUN,20210210
0.58305,0.015907,0.58707,0.01593,959.0,Turkey,TUR,TUR,20210210
0.331429,0.014906,0.323529,0.014999,986.0,Ukraine,UKR,UKR,20210210
0.569649,0.041101,0.642336,0.042457,137.0,United Arab Emirates,ARE,ARE,20210210
0.632047,0.01143,0.630605,0.011421,1784.0,United Kingdom,GBR,GBR,20210210
0.640709,0.024769,0.657609,0.025045,368.0,Uruguay,URY,URY,20210210
0.693707,0.020087,0.705426,0.020312,516.0,Venezuela,VEN,VEN,20210210
0.622931,0.010045,0.631556,0.010093,2307.0,Vietnam,VNM,VNM,20210210
0.530734,0.034397,0.518868,0.034356,212.0,Algeria,DZA,DZA,20210211
0.740994,0.010261,0.7468,0.010337,1797.0,Argentina,ARG,ARG,20210211
0.65289,0.014514,0.646409,0.014452,1086.0,Australia,AUS,AUS,20210211
0.554285,0.021427,0.554731,0.021429,539.0,Austria,AUT,AUT,20210211
0.598933,0.029855,0.591912,0.029772,272.0,Bangladesh,BGD,BGD,20210211
0.299317,0.039896,0.28125,0.040637,128.0,Belarus,BLR,BLR,20210211
0.539489,0.020895,0.553792,0.020951,567.0,Belgium,BEL,BEL,20210211
0.605519,0.023353,0.653846,0.023991,416.0,Bolivia,BOL,BOL,20210211
0.785767,0.004745,0.798517,0.004854,7147.0,Brazil,BRA,BRA,20210211
0.489844,0.028069,0.484277,0.028077,318.0,Bulgaria,BGR,BGR,20210211
0.590988,0.011292,0.604478,0.011354,1876.0,Canada,CAN,CAN,20210211
0.750711,0.014865,0.768944,0.015257,805.0,Chile,CHL,CHL,20210211
0.6996,0.011402,0.714195,0.01157,1571.0,Colombia,COL,COL,20210211
0.746958,0.025324,0.773723,0.026313,274.0,Costa Rica,CRI,CRI,20210211
0.504156,0.032454,0.424893,0.032825,233.0,Croatia,HRV,HRV,20210211
0.468757,0.018279,0.458333,0.018307,744.0,Czech Republic,CZE,CZE,20210211
0.598628,0.017163,0.572115,0.017004,832.0,Denmark,DNK,DNK,20210211
0.506009,0.031357,0.630252,0.032476,238.0,Dominican Republic,DOM,DOM,20210211
0.685839,0.018062,0.7014,0.01832,643.0,Ecuador,ECU,ECU,20210211
0.493564,0.020059,0.546191,0.020144,617.0,Egypt,EGY,EGY,20210211
0.698469,0.025621,0.72459,0.026321,305.0,El Salvador,SLV,SLV,20210211
0.625846,0.031601,0.579592,0.030979,245.0,Finland,FIN,FIN,20210211
0.485387,0.00916,0.480511,0.009163,2976.0,France,FRA,FRA,20210211
0.52275,0.008852,0.505484,0.008844,3191.0,Germany,DEU,DEU,20210211
0.589165,0.03689,0.62069,0.037405,174.0,Ghana,GHA,GHA,20210211
0.718078,0.018207,0.712439,0.018099,619.0,Greece,GRC,GRC,20210211
0.686852,0.027414,0.691228,0.02752,285.0,Guatemala,GTM,GTM,20210211
0.730652,0.027037,0.779661,0.028939,236.0,Honduras,HND,HND,20210211
0.620967,0.048818,0.567308,0.047803,104.0,Hong Kong,HKG,HKG,20210211
0.551506,0.014416,0.591065,0.014584,1164.0,Hungary,HUN,HUN,20210211
0.606098,0.010224,0.622499,0.010305,2249.0,India,IND,IND,20210211
0.455023,0.014635,0.469931,0.014602,1164.0,Indonesia,IDN,IDN,20210211
0.510009,0.026602,0.485876,0.026607,354.0,Iraq,IRQ,IRQ,20210211
0.691305,0.022185,0.718447,0.022787,412.0,Ireland,IRL,IRL,20210211
0.493426,0.048013,0.46789,0.048108,109.0,Israel,ISR,ISR,20210211
0.751919,0.00764,0.754729,0.00767,3172.0,Italy,ITA,ITA,20210211
0.660724,0.006029,0.653716,0.005999,6229.0,Japan,JPN,JPN,20210211
0.38386,0.036351,0.460317,0.035469,189.0,Jordan,JOR,JOR,20210211
0.338345,0.043821,0.293578,0.045529,109.0,Kazakhstan,KAZ,KAZ,20210211
0.69456,0.030945,0.685841,0.030706,226.0,Kenya,KEN,KEN,20210211
0.712188,0.037118,0.683544,0.036133,158.0,Lebanon,LBN,LBN,20210211
0.489102,0.043508,0.511278,0.043509,133.0,Libya,LBY,LBY,20210211
0.589655,0.021198,0.583026,0.021148,542.0,Malaysia,MYS,MYS,20210211
0.805993,0.004652,0.821904,0.004808,6766.0,Mexico,MEX,MEX,20210211
0.472488,0.040752,0.529801,0.040763,151.0,Morocco,MAR,MAR,20210211
0.63437,0.042734,0.558824,0.04145,136.0,Nepal,NPL,NPL,20210211
0.464202,0.015031,0.461399,0.015037,1101.0,Netherlands,NLD,NLD,20210211
0.658381,0.02401,0.647355,0.023832,397.0,New Zealand,NZL,NZL,20210211
0.747441,0.035238,0.75,0.035357,152.0,Nicaragua,NIC,NIC,20210211
0.651728,0.024843,0.633952,0.02457,377.0,Nigeria,NGA,NGA,20210211
0.57097,0.01718,0.538553,0.017057,843.0,Norway,NOR,NOR,20210211
0.624811,0.026902,0.609091,0.026693,330.0,Pakistan,PAK,PAK,20210211
0.694561,0.038599,0.707143,0.039067,140.0,Panama,PAN,PAN,20210211
0.694076,0.036811,0.666667,0.035982,165.0,Paraguay,PRY,PRY,20210211
0.73761,0.012999,0.743363,0.013093,1130.0,Peru,PER,PER,20210211
0.556509,0.014524,0.646083,0.015089,1085.0,Philippines,PHL,PHL,20210211
0.51408,0.016458,0.540305,0.016505,918.0,Poland,POL,POL,20210211
0.708256,0.012564,0.724329,0.012781,1266.0,Portugal,PRT,PRT,20210211
0.812791,0.025623,0.781609,0.024192,261.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.492893,0.01916,0.501466,0.019158,682.0,Romania,ROU,ROU,20210211
0.290787,0.016741,0.324393,0.016239,783.0,Russia,RUS,RUS,20210211
0.527275,0.03064,0.516854,0.030611,267.0,Saudi Arabia,SAU,SAU,20210211
0.508344,0.031977,0.522449,0.032005,245.0,Serbia,SRB,SRB,20210211
0.511854,0.025959,0.5,0.025951,372.0,Slovakia,SVK,SVK,20210211
0.465042,0.045302,0.459016,0.045343,122.0,Slovenia,SVN,SVN,20210211
0.591803,0.019599,0.620521,0.019851,614.0,South Africa,ZAF,ZAF,20210211
0.589103,0.02268,0.606452,0.02284,465.0,South Korea,KOR,KOR,20210211
0.768167,0.009232,0.783526,0.00946,1991.0,Spain,ESP,ESP,20210211
0.570418,0.048971,0.588235,0.049256,102.0,Sudan,SDN,SDN,20210211
0.617791,0.010959,0.61883,0.010965,1965.0,Sweden,SWE,SWE,20210211
0.474559,0.024452,0.456731,0.024512,416.0,Switzerland,CHE,CHE,20210211
0.656324,0.013234,0.714408,0.013915,1166.0,Taiwan,TWN,TWN,20210211
0.560868,0.015988,0.569792,0.016026,960.0,Thailand,THA,THA,20210211
0.500974,0.036705,0.545946,0.03686,185.0,Tunisia,TUN,TUN,20210211
0.535639,0.016164,0.550633,0.016206,948.0,Turkey,TUR,TUR,20210211
0.327888,0.014916,0.322482,0.014981,983.0,Ukraine,UKR,UKR,20210211
0.487004,0.043636,0.549618,0.043838,131.0,United Arab Emirates,ARE,ARE,20210211
0.660675,0.011461,0.657726,0.011437,1715.0,United Kingdom,GBR,GBR,20210211
0.644338,0.024872,0.657534,0.025091,365.0,Uruguay,URY,URY,20210211
0.73068,0.020492,0.744493,0.020842,454.0,Venezuela,VEN,VEN,20210211
0.61629,0.01116,0.620836,0.011186,1891.0,Vietnam,VNM,VNM,20210211
0.54199,0.048818,0.432692,0.049092,104.0,Afghanistan,AFG,AFG,20210212
0.512896,0.027306,0.45045,0.027432,333.0,Algeria,DZA,DZA,20210212
0.732627,0.008447,0.752104,0.008658,2614.0,Argentina,ARG,ARG,20210212
0.630577,0.010875,0.626263,0.010849,1980.0,Australia,AUS,AUS,20210212
0.516674,0.018079,0.524869,0.018091,764.0,Austria,AUT,AUT,20210212
0.71773,0.022506,0.658427,0.021361,445.0,Bangladesh,BGD,BGD,20210212
0.324855,0.037322,0.327044,0.037258,159.0,Belarus,BLR,BLR,20210212
0.493004,0.01853,0.506173,0.018529,729.0,Belgium,BEL,BEL,20210212
0.636315,0.019456,0.671233,0.019923,584.0,Bolivia,BOL,BOL,20210212
0.469438,0.047185,0.446429,0.047369,112.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.792565,0.003995,0.80315,0.004074,9906.0,Brazil,BRA,BRA,20210212
0.420525,0.02262,0.482618,0.022346,489.0,Bulgaria,BGR,BGR,20210212
0.590113,0.009142,0.596321,0.009164,2881.0,Canada,CAN,CAN,20210212
0.738687,0.012204,0.746656,0.012328,1271.0,Chile,CHL,CHL,20210212
0.710938,0.009316,0.716973,0.009375,2339.0,Colombia,COL,COL,20210212
0.711593,0.022067,0.723301,0.022346,412.0,Costa Rica,CRI,CRI,20210212
0.524426,0.027279,0.526786,0.027285,336.0,Croatia,HRV,HRV,20210212
0.492281,0.015534,0.504339,0.015532,1037.0,Czech Republic,CZE,CZE,20210212
0.580726,0.014524,0.543755,0.014389,1177.0,Denmark,DNK,DNK,20210212
0.626256,0.029366,0.630996,0.029443,271.0,Dominican Republic,DOM,DOM,20210212
0.651787,0.014426,0.68932,0.014851,1030.0,Ecuador,ECU,ECU,20210212
0.524644,0.016336,0.527273,0.016341,935.0,Egypt,EGY,EGY,20210212
0.696428,0.022141,0.696759,0.022148,432.0,El Salvador,SLV,SLV,20210212
0.649688,0.044634,0.675676,0.045487,111.0,Ethiopia,ETH,ETH,20210212
0.626262,0.025092,0.642077,0.025323,366.0,Finland,FIN,FIN,20210212
0.495968,0.007557,0.500799,0.007556,4379.0,France,FRA,FRA,20210212
0.535979,0.007433,0.515038,0.007417,4522.0,Germany,DEU,DEU,20210212
0.644679,0.031686,0.651982,0.031837,227.0,Ghana,GHA,GHA,20210212
0.679989,0.014323,0.70088,0.014592,1023.0,Greece,GRC,GRC,20210212
0.69474,0.022472,0.742105,0.023655,380.0,Guatemala,GTM,GTM,20210212
0.711629,0.025732,0.725166,0.026111,302.0,Honduras,HND,HND,20210212
0.565876,0.032363,0.583691,0.03254,233.0,Hong Kong,HKG,HKG,20210212
0.566736,0.012167,0.60732,0.012346,1612.0,Hungary,HUN,HUN,20210212
0.609269,0.008935,0.646073,0.009117,2865.0,India,IND,IND,20210212
0.445215,0.011725,0.462134,0.011688,1809.0,Indonesia,IDN,IDN,20210212
0.523956,0.020761,0.504303,0.020738,581.0,Iraq,IRQ,IRQ,20210212
0.716612,0.01828,0.702875,0.018026,626.0,Ireland,IRL,IRL,20210212
0.444334,0.039162,0.444444,0.039161,162.0,Israel,ISR,ISR,20210212
0.754885,0.006284,0.752704,0.006265,4715.0,Italy,ITA,ITA,20210212
0.641053,0.005242,0.644948,0.005255,8334.0,Japan,JPN,JPN,20210212
0.435796,0.030258,0.468864,0.030066,273.0,Jordan,JOR,JOR,20210212
0.202843,0.038631,0.217391,0.037662,115.0,Kazakhstan,KAZ,KAZ,20210212
0.615176,0.027569,0.645695,0.028044,302.0,Kenya,KEN,KEN,20210212
0.664074,0.030116,0.669388,0.030237,245.0,Lebanon,LBN,LBN,20210212
0.579574,0.034458,0.555024,0.034227,209.0,Libya,LBY,LBY,20210212
0.621715,0.016881,0.639506,0.01705,810.0,Malaysia,MYS,MYS,20210212
0.807003,0.003841,0.819378,0.00394,10032.0,Mexico,MEX,MEX,20210212
0.542699,0.035041,0.582915,0.035404,199.0,Morocco,MAR,MAR,20210212
0.649484,0.031743,0.595833,0.030863,240.0,Nepal,NPL,NPL,20210212
0.456516,0.012736,0.445538,0.012764,1524.0,Netherlands,NLD,NLD,20210212
0.609936,0.019611,0.622549,0.019733,612.0,New Zealand,NZL,NZL,20210212
0.665011,0.032141,0.676056,0.032416,213.0,Nicaragua,NIC,NIC,20210212
0.661455,0.022096,0.643312,0.021828,471.0,Nigeria,NGA,NGA,20210212
0.509984,0.014546,0.510998,0.014546,1182.0,Norway,NOR,NOR,20210212
0.685548,0.022035,0.70892,0.022522,426.0,Pakistan,PAK,PAK,20210212
0.711886,0.034926,0.703488,0.034633,172.0,Panama,PAN,PAN,20210212
0.605867,0.029235,0.666667,0.030306,261.0,Paraguay,PRY,PRY,20210212
0.737564,0.010832,0.745062,0.010934,1620.0,Peru,PER,PER,20210212
0.586511,0.011742,0.619883,0.011912,1710.0,Philippines,PHL,PHL,20210212
0.472043,0.013894,0.496914,0.013873,1296.0,Poland,POL,POL,20210212
0.707241,0.010686,0.729058,0.01094,1731.0,Portugal,PRT,PRT,20210212
0.755162,0.02141,0.753695,0.021366,406.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.534976,0.015271,0.546053,0.015298,1064.0,Romania,ROU,ROU,20210212
0.347059,0.015661,0.34632,0.015669,924.0,Russia,RUS,RUS,20210212
0.587855,0.025489,0.579787,0.025418,376.0,Saudi Arabia,SAU,SAU,20210212
0.459474,0.025102,0.458228,0.025107,395.0,Serbia,SRB,SRB,20210212
0.627964,0.03897,0.649007,0.039465,151.0,Singapore,SGP,SGP,20210212
0.479505,0.022097,0.502924,0.022079,513.0,Slovakia,SVK,SVK,20210212
0.490368,0.035442,0.495,0.035437,200.0,Slovenia,SVN,SVN,20210212
0.60339,0.01713,0.609606,0.017178,812.0,South Africa,ZAF,ZAF,20210212
0.618902,0.018837,0.632622,0.018976,656.0,South Korea,KOR,KOR,20210212
0.774341,0.007823,0.772822,0.007804,2870.0,Spain,ESP,ESP,20210212
0.65124,0.041836,0.643939,0.041639,132.0,Sri Lanka,LKA,LKA,20210212
0.474342,0.040513,0.522876,0.040502,153.0,Sudan,SDN,SDN,20210212
0.622538,0.009286,0.622524,0.009286,2726.0,Sweden,SWE,SWE,20210212
0.476806,0.019723,0.48367,0.019712,643.0,Switzerland,CHE,CHE,20210212
0.706853,0.010135,0.712068,0.010189,1997.0,Taiwan,TWN,TWN,20210212
0.58967,0.012177,0.591048,0.012184,1631.0,Thailand,THA,THA,20210212
0.464625,0.02921,0.5,0.029137,294.0,Tunisia,TUN,TUN,20210212
0.544347,0.014069,0.561446,0.01412,1245.0,Turkey,TUR,TUR,20210212
0.317955,0.013202,0.322709,0.01315,1255.0,Ukraine,UKR,UKR,20210212
0.776781,0.033584,0.700535,0.030532,187.0,United Arab Emirates,ARE,ARE,20210212
0.662126,0.009476,0.651383,0.009405,2530.0,United Kingdom,GBR,GBR,20210212
0.616933,0.021391,0.640873,0.021676,504.0,Uruguay,URY,URY,20210212
0.727174,0.017609,0.733756,0.017746,631.0,Venezuela,VEN,VEN,20210212
0.612515,0.008892,0.614615,0.008901,2997.0,Vietnam,VNM,VNM,20210212
0.439239,0.028043,0.426282,0.028142,312.0,Algeria,DZA,DZA,20210213
0.71748,0.009094,0.733813,0.009264,2363.0,Argentina,ARG,ARG,20210213
0.623696,0.012097,0.636536,0.012184,1582.0,Australia,AUS,AUS,20210213
0.565302,0.018126,0.557181,0.018089,752.0,Austria,AUT,AUT,20210213
0.613063,0.025928,0.62931,0.026146,348.0,Bangladesh,BGD,BGD,20210213
0.357426,0.033586,0.333333,0.034145,198.0,Belarus,BLR,BLR,20210213
0.544561,0.018335,0.559946,0.018394,734.0,Belgium,BEL,BEL,20210213
0.738596,0.020226,0.739407,0.020246,472.0,Bolivia,BOL,BOL,20210213
0.379136,0.044905,0.381356,0.044854,118.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.784885,0.004132,0.800214,0.004246,9365.0,Brazil,BRA,BRA,20210213
0.552061,0.02345,0.555556,0.023468,450.0,Bulgaria,BGR,BGR,20210213
0.621039,0.009749,0.620411,0.009746,2479.0,Canada,CAN,CAN,20210213
0.742561,0.012882,0.753571,0.01307,1120.0,Chile,CHL,CHL,20210213
0.727652,0.009932,0.732394,0.009987,1988.0,Colombia,COL,COL,20210213
0.657094,0.025439,0.707165,0.026535,321.0,Costa Rica,CRI,CRI,20210213
0.410754,0.026937,0.387195,0.027206,328.0,Croatia,HRV,HRV,20210213
0.511706,0.015526,0.503854,0.015522,1038.0,Czech Republic,CZE,CZE,20210213
0.564895,0.014699,0.55507,0.014664,1144.0,Denmark,DNK,DNK,20210213
0.679066,0.028501,0.672794,0.028358,272.0,Dominican Republic,DOM,DOM,20210213
0.634396,0.01662,0.669576,0.017016,802.0,Ecuador,ECU,ECU,20210213
0.505086,0.016541,0.542952,0.016601,908.0,Egypt,EGY,EGY,20210213
0.715888,0.02457,0.69209,0.024004,354.0,El Salvador,SLV,SLV,20210213
0.675407,0.045552,0.679245,0.045694,106.0,Ethiopia,ETH,ETH,20210213
0.659161,0.024226,0.674667,0.02451,375.0,Finland,FIN,FIN,20210213
0.481407,0.007734,0.486474,0.007732,4177.0,France,FRA,FRA,20210213
0.527304,0.007346,0.515662,0.007339,4629.0,Germany,DEU,DEU,20210213
0.617618,0.032311,0.642534,0.032764,221.0,Ghana,GHA,GHA,20210213
0.702494,0.014694,0.711882,0.014832,951.0,Greece,GRC,GRC,20210213
0.677712,0.025733,0.682927,0.025845,328.0,Guatemala,GTM,GTM,20210213
0.732584,0.026342,0.712838,0.02577,296.0,Honduras,HND,HND,20210213
0.501304,0.03686,0.497297,0.03686,185.0,Hong Kong,HKG,HKG,20210213
0.560337,0.012111,0.597197,0.012256,1641.0,Hungary,HUN,HUN,20210213
0.616465,0.00913,0.630769,0.009199,2795.0,India,IND,IND,20210213
0.436067,0.01262,0.469649,0.012539,1565.0,Indonesia,IDN,IDN,20210213
0.43446,0.020629,0.461538,0.020512,585.0,Iraq,IRQ,IRQ,20210213
0.681332,0.019034,0.696918,0.019298,584.0,Ireland,IRL,IRL,20210213
0.441353,0.034075,0.429245,0.034184,212.0,Israel,ISR,ISR,20210213
0.762131,0.006366,0.758628,0.006334,4520.0,Italy,ITA,ITA,20210213
0.635762,0.00501,0.640475,0.005024,9176.0,Japan,JPN,JPN,20210213
0.406958,0.032007,0.435685,0.031711,241.0,Jordan,JOR,JOR,20210213
0.203799,0.033928,0.2,0.034167,140.0,Kazakhstan,KAZ,KAZ,20210213
0.702099,0.025171,0.712963,0.025447,324.0,Kenya,KEN,KEN,20210213
0.654546,0.032711,0.65566,0.032736,212.0,Lebanon,LBN,LBN,20210213
0.486687,0.037757,0.522727,0.037783,176.0,Libya,LBY,LBY,20210213
0.608603,0.016747,0.629052,0.016921,833.0,Malaysia,MYS,MYS,20210213
0.795769,0.004378,0.814754,0.004543,7876.0,Mexico,MEX,MEX,20210213
0.395717,0.044905,0.381356,0.045208,118.0,Moldova,MDA,MDA,20210213
0.493543,0.036882,0.532609,0.036958,184.0,Morocco,MAR,MAR,20210213
0.648966,0.045378,0.631579,0.0449,114.0,Mozambique,MOZ,MOZ,20210213
0.723571,0.033302,0.650485,0.031236,206.0,Nepal,NPL,NPL,20210213
0.45441,0.012607,0.445016,0.012631,1555.0,Netherlands,NLD,NLD,20210213
0.622442,0.020093,0.622642,0.020095,583.0,New Zealand,NZL,NZL,20210213
0.681112,0.034252,0.7,0.034834,180.0,Nicaragua,NIC,NIC,20210213
0.632021,0.023622,0.631579,0.023616,418.0,Nigeria,NGA,NGA,20210213
0.601738,0.014781,0.553887,0.014556,1132.0,Norway,NOR,NOR,20210213
0.640169,0.023819,0.613365,0.023475,419.0,Pakistan,PAK,PAK,20210213
0.518079,0.049599,0.539216,0.049719,102.0,Palestine,PSE,PSE,20210213
0.693969,0.033248,0.694301,0.033258,193.0,Panama,PAN,PAN,20210213
0.644373,0.03506,0.628272,0.034729,191.0,Paraguay,PRY,PRY,20210213
0.72742,0.011871,0.739226,0.012039,1369.0,Peru,PER,PER,20210213
0.589495,0.013817,0.643927,0.014195,1202.0,Philippines,PHL,PHL,20210213
0.493618,0.014175,0.515273,0.014181,1244.0,Poland,POL,POL,20210213
0.709901,0.010919,0.714787,0.010974,1711.0,Portugal,PRT,PRT,20210213
0.756604,0.023289,0.752907,0.023171,344.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.475869,0.016103,0.496373,0.016085,965.0,Romania,ROU,ROU,20210213
0.302413,0.014492,0.328259,0.014174,1051.0,Russia,RUS,RUS,20210213
0.594466,0.025942,0.591667,0.025914,360.0,Saudi Arabia,SAU,SAU,20210213
0.463885,0.027563,0.460366,0.027578,328.0,Serbia,SRB,SRB,20210213
0.65149,0.039025,0.611465,0.03815,157.0,Singapore,SGP,SGP,20210213
0.549279,0.022198,0.540594,0.022163,505.0,Slovakia,SVK,SVK,20210213
0.473188,0.036472,0.449198,0.036609,187.0,Slovenia,SVN,SVN,20210213
0.590788,0.017703,0.621011,0.017942,752.0,South Africa,ZAF,ZAF,20210213
0.589678,0.018128,0.590231,0.018131,737.0,South Korea,KOR,KOR,20210213
0.775963,0.007708,0.782351,0.007788,2867.0,Spain,ESP,ESP,20210213
0.763435,0.037499,0.748148,0.036712,135.0,Sri Lanka,LKA,LKA,20210213
0.566272,0.039077,0.615385,0.039807,156.0,Sudan,SDN,SDN,20210213
0.620047,0.009405,0.624434,0.009427,2652.0,Sweden,SWE,SWE,20210213
0.490754,0.019202,0.502209,0.019199,679.0,Switzerland,CHE,CHE,20210213
