percent_dc,mc_se,percent_dc_unw,dc_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.332992,0.011024,0.351625,0.010881,1877.0,South Africa,ZAF,ZAF,20200522
0.425275,0.015376,0.455238,0.015264,1050.0,South Korea,KOR,KOR,20200522
0.340101,0.007748,0.386893,0.007537,3952.0,Spain,ESP,ESP,20200522
0.205804,0.025143,0.236934,0.023906,287.0,Sri Lanka,LKA,LKA,20200522
0.588635,0.032671,0.604444,0.032879,225.0,Sudan,SDN,SDN,20200522
0.471683,0.009052,0.474376,0.009049,3044.0,Sweden,SWE,SWE,20200522
0.518464,0.016315,0.508511,0.016306,940.0,Switzerland,CHE,CHE,20200522
0.398261,0.00934,0.445817,0.009199,2833.0,Taiwan,TWN,TWN,20200522
0.194527,0.009882,0.218732,0.009462,1751.0,Thailand,THA,THA,20200522
0.436105,0.020063,0.470968,0.019932,620.0,Tunisia,TUN,TUN,20200522
0.275552,0.008907,0.334046,0.008438,2805.0,Turkey,TUR,TUR,20200522
0.620883,0.009281,0.597565,0.009182,2793.0,Ukraine,UKR,UKR,20200522
0.213038,0.014341,0.228438,0.013987,858.0,United Arab Emirates,ARE,ARE,20200522
0.199836,0.0068,0.207643,0.006704,3559.0,United Kingdom,GBR,GBR,20200522
0.55682,0.016597,0.539313,0.01654,903.0,Uruguay,URY,URY,20200522
0.468409,0.030485,0.503704,0.030425,270.0,Uzbekistan,UZB,UZB,20200522
0.447752,0.017604,0.454432,0.017581,801.0,Venezuela,VEN,VEN,20200522
0.549863,0.009389,0.56212,0.009415,2793.0,Vietnam,VNM,VNM,20200522
0.518482,0.038438,0.568862,0.038781,167.0,Yemen,YEM,YEM,20200522
0.481572,0.037974,0.522989,0.037988,174.0,Afghanistan,AFG,AFG,20200523
0.564487,0.035017,0.559406,0.034973,202.0,Albania,ALB,ALB,20200523
0.332679,0.015112,0.383205,0.014646,1036.0,Algeria,DZA,DZA,20200523
0.389523,0.041476,0.404255,0.041213,141.0,Angola,AGO,AGO,20200523
0.37458,0.007407,0.405461,0.007302,4395.0,Argentina,ARG,ARG,20200523
0.553228,0.037488,0.611765,0.038243,170.0,Armenia,ARM,ARM,20200523
0.486209,0.011326,0.5154,0.011327,1948.0,Australia,AUS,AUS,20200523
0.582854,0.014873,0.598896,0.014963,1087.0,Austria,AUT,AUT,20200523
0.415295,0.04029,0.503226,0.039709,155.0,Azerbaijan,AZE,AZE,20200523
0.255218,0.014138,0.250797,0.01422,941.0,Bangladesh,BGD,BGD,20200523
0.590662,0.025725,0.598901,0.025808,364.0,Belarus,BLR,BLR,20200523
0.373136,0.015446,0.406126,0.015211,1012.0,Belgium,BEL,BEL,20200523
0.401337,0.011793,0.404501,0.011778,1733.0,Bolivia,BOL,BOL,20200523
0.567994,0.033824,0.579439,0.033941,214.0,Bosnia and Herzegovina,BIH,BIH,20200523
0.451033,0.003966,0.472047,0.003953,15848.0,Brazil,BRA,BRA,20200523
0.512965,0.017387,0.524213,0.017402,826.0,Bulgaria,BGR,BGR,20200523
0.324511,0.043172,0.412214,0.041063,131.0,Cambodia,KHM,KHM,20200523
0.501319,0.032468,0.512605,0.032478,238.0,Cameroon,CMR,CMR,20200523
0.331486,0.009154,0.360465,0.008975,2752.0,Canada,CAN,CAN,20200523
0.386834,0.009401,0.424231,0.009264,2765.0,Chile,CHL,CHL,20200523
0.403578,0.007468,0.43699,0.007387,4412.0,Colombia,COL,COL,20200523
0.476613,0.014449,0.517126,0.014442,1197.0,Costa Rica,CRI,CRI,20200523
0.415664,0.037858,0.411765,0.03791,170.0,C̫te d'Ivoire,CIV,CIV,20200523
0.544292,0.020098,0.566502,0.020198,609.0,Croatia,HRV,HRV,20200523
0.65758,0.011714,0.659743,0.011732,1637.0,Czech Republic,CZE,CZE,20200523
0.570041,0.010204,0.615926,0.010386,2273.0,Denmark,DNK,DNK,20200523
0.460822,0.017456,0.488429,0.017407,821.0,Dominican Republic,DOM,DOM,20200523
0.401211,0.010702,0.425293,0.01061,2135.0,Ecuador,ECU,ECU,20200523
0.518795,0.009113,0.557725,0.009168,2971.0,Egypt,EGY,EGY,20200523
0.30799,0.012949,0.327757,0.012736,1315.0,El Salvador,SLV,SLV,20200523
0.28634,0.036813,0.296774,0.036427,155.0,Ethiopia,ETH,ETH,20200523
0.499702,0.013889,0.53096,0.013916,1292.0,Finland,FIN,FIN,20200523
0.461801,0.006785,0.50313,0.006765,5432.0,France,FRA,FRA,20200523
0.518727,0.006626,0.557573,0.006666,5619.0,Germany,DEU,DEU,20200523
0.436041,0.027567,0.427245,0.027635,323.0,Ghana,GHA,GHA,20200523
0.603968,0.013142,0.641892,0.013406,1332.0,Greece,GRC,GRC,20200523
0.33743,0.013139,0.398128,0.012692,1389.0,Guatemala,GTM,GTM,20200523
0.403049,0.016226,0.396703,0.016269,910.0,Honduras,HND,HND,20200523
0.345122,0.020985,0.376404,0.020592,534.0,Hong Kong,HKG,HKG,20200523
0.590633,0.009501,0.603318,0.00955,2652.0,Hungary,HUN,HUN,20200523
0.171044,0.00489,0.187176,0.004721,6363.0,India,IND,IND,20200523
0.335395,0.006547,0.350094,0.00648,5310.0,Indonesia,IDN,IDN,20200523
0.438587,0.017789,0.496839,0.017655,791.0,Iraq,IRQ,IRQ,20200523
0.320158,0.012365,0.31,0.012473,1400.0,Ireland,IRL,IRL,20200523
0.628142,0.0139,0.657241,0.014154,1167.0,Israel,ISR,ISR,20200523
0.383211,0.00608,0.427277,0.005975,6621.0,Italy,ITA,ITA,20200523
0.289517,0.004579,0.285861,0.004596,9739.0,Japan,JPN,JPN,20200523
0.242953,0.01338,0.282436,0.012747,1133.0,Jordan,JOR,JOR,20200523
0.45054,0.026797,0.489971,0.026671,349.0,Kazakhstan,KAZ,KAZ,20200523
0.294649,0.016129,0.339513,0.015528,863.0,Kenya,KEN,KEN,20200523
0.123446,0.023004,0.153846,0.020973,247.0,Kuwait,KWT,KWT,20200523
0.418803,0.041077,0.483221,0.040554,149.0,Kyrgyzstan,KGZ,KGZ,20200523
0.401132,0.031949,0.469388,0.031377,245.0,Lebanon,LBN,LBN,20200523
0.537756,0.021432,0.607692,0.021885,520.0,Libya,LBY,LBY,20200523
0.24099,0.010535,0.248366,0.010428,1683.0,Malaysia,MYS,MYS,20200523
0.43862,0.004326,0.465067,0.004303,13297.0,Mexico,MEX,MEX,20200523
0.519586,0.031426,0.533597,0.031473,253.0,Moldova,MDA,MDA,20200523
0.252189,0.015333,0.27972,0.014834,858.0,Morocco,MAR,MAR,20200523
0.470687,0.038494,0.467456,0.038509,169.0,Mozambique,MOZ,MOZ,20200523
0.217831,0.019424,0.275472,0.017947,530.0,Myanmar,MMR,MMR,20200523
0.135921,0.013812,0.167804,0.012667,733.0,Nepal,NPL,NPL,20200523
0.412083,0.009007,0.417472,0.008989,2999.0,Netherlands,NLD,NLD,20200523
0.580832,0.015348,0.602161,0.015472,1018.0,New Zealand,NZL,NZL,20200523
0.479177,0.014475,0.505863,0.014463,1194.0,Nicaragua,NIC,NIC,20200523
0.466604,0.015133,0.440111,0.015209,1077.0,Nigeria,NGA,NGA,20200523
0.523938,0.01301,0.5,0.012995,1478.0,Norway,NOR,NOR,20200523
0.396377,0.015438,0.414132,0.015331,1019.0,Pakistan,PAK,PAK,20200523
0.507433,0.027486,0.572308,0.027775,325.0,Palestine,PSE,PSE,20200523
0.382164,0.024201,0.392157,0.024086,408.0,Panama,PAN,PAN,20200523
0.411526,0.018966,0.453623,0.018748,690.0,Paraguay,PRY,PRY,20200523
0.33061,0.008626,0.347655,0.008521,3049.0,Peru,PER,PER,20200523
0.198506,0.00756,0.195051,0.00761,2748.0,Philippines,PHL,PHL,20200523
0.620095,0.008331,0.632726,0.008388,3349.0,Poland,POL,POL,20200523
0.468926,0.009911,0.494108,0.009892,2546.0,Portugal,PRT,PRT,20200523
0.432348,0.01554,0.430118,0.01555,1016.0,"Puerto Rico, U.S.",PRI,PRI,20200523
0.173711,0.025206,0.207692,0.023541,260.0,Qatar,QAT,QAT,20200523
0.489801,0.008836,0.547087,0.008873,3175.0,Romania,ROU,ROU,20200523
0.514166,0.012886,0.46431,0.012913,1499.0,Russia,RUS,RUS,20200523
0.223312,0.013486,0.224426,0.013462,958.0,Saudi Arabia,SAU,SAU,20200523
0.605853,0.018644,0.634731,0.018921,668.0,Serbia,SRB,SRB,20200523
0.117879,0.015909,0.142562,0.014673,484.0,Singapore,SGP,SGP,20200523
0.583772,0.01852,0.607759,0.018698,696.0,Slovakia,SVK,SVK,20200523
0.551856,0.025876,0.607843,0.026357,357.0,Slovenia,SVN,SVN,20200523
0.357327,0.010868,0.368341,0.010797,1971.0,South Africa,ZAF,ZAF,20200523
0.46591,0.014507,0.46492,0.014509,1183.0,South Korea,KOR,KOR,20200523
0.363538,0.007183,0.391775,0.007078,4620.0,Spain,ESP,ESP,20200523
0.273618,0.023727,0.277311,0.023628,357.0,Sri Lanka,LKA,LKA,20200523
0.614162,0.029784,0.642308,0.030248,260.0,Sudan,SDN,SDN,20200523
0.482503,0.008076,0.476477,0.00808,3826.0,Sweden,SWE,SWE,20200523
0.527735,0.014632,0.527897,0.014633,1165.0,Switzerland,CHE,CHE,20200523
0.394037,0.00909,0.426207,0.008981,2961.0,Taiwan,TWN,TWN,20200523
0.176315,0.009143,0.188762,0.008904,1833.0,Thailand,THA,THA,20200523
0.443156,0.019116,0.491971,0.018994,685.0,Tunisia,TUN,TUN,20200523
0.252076,0.007718,0.305945,0.007272,3566.0,Turkey,TUR,TUR,20200523
0.590132,0.009223,0.606341,0.009284,2807.0,Ukraine,UKR,UKR,20200523
0.230579,0.013825,0.210345,0.014288,870.0,United Arab Emirates,ARE,ARE,20200523
0.195282,0.006292,0.203178,0.006199,4090.0,United Kingdom,GBR,GBR,20200523
0.540998,0.015898,0.536041,0.015886,985.0,Uruguay,URY,URY,20200523
0.446837,0.029038,0.454237,0.028995,295.0,Uzbekistan,UZB,UZB,20200523
0.456276,0.016664,0.481111,0.016612,900.0,Venezuela,VEN,VEN,20200523
0.54441,0.009487,0.533984,0.009471,2766.0,Vietnam,VNM,VNM,20200523
0.472304,0.03783,0.531429,0.037847,175.0,Yemen,YEM,YEM,20200523
0.586624,0.041014,0.597222,0.04118,144.0,Afghanistan,AFG,AFG,20200524
0.530195,0.035972,0.582011,0.0364,189.0,Albania,ALB,ALB,20200524
0.377975,0.016719,0.432309,0.016364,879.0,Algeria,DZA,DZA,20200524
0.466981,0.041164,0.44898,0.04129,147.0,Angola,AGO,AGO,20200524
0.385507,0.007446,0.421687,0.007339,4399.0,Argentina,ARG,ARG,20200524
0.546245,0.042197,0.55,0.042228,140.0,Armenia,ARM,ARM,20200524
0.497894,0.011273,0.528542,0.011291,1962.0,Australia,AUS,AUS,20200524
0.576277,0.015193,0.574528,0.015185,1060.0,Austria,AUT,AUT,20200524
0.473881,0.042497,0.550725,0.04266,138.0,Azerbaijan,AZE,AZE,20200524
0.208241,0.014372,0.234483,0.013774,870.0,Bangladesh,BGD,BGD,20200524
0.561417,0.023341,0.573333,0.023418,450.0,Belarus,BLR,BLR,20200524
0.395781,0.016306,0.42671,0.016122,921.0,Belgium,BEL,BEL,20200524
0.340128,0.011477,0.347271,0.01142,1722.0,Bolivia,BOL,BOL,20200524
0.660121,0.038227,0.675497,0.038675,151.0,Bosnia and Herzegovina,BIH,BIH,20200524
0.462534,0.00388,0.488162,0.00387,16599.0,Brazil,BRA,BRA,20200524
0.502089,0.018144,0.521739,0.018161,759.0,Bulgaria,BGR,BGR,20200524
0.388386,0.041396,0.408451,0.041045,142.0,Cambodia,KHM,KHM,20200524
0.51849,0.032396,0.514644,0.032388,239.0,Cameroon,CMR,CMR,20200524
0.338841,0.008993,0.378908,0.008774,2911.0,Canada,CAN,CAN,20200524
0.383333,0.009306,0.421165,0.009164,2816.0,Chile,CHL,CHL,20200524
0.398585,0.007435,0.438734,0.007335,4456.0,Colombia,COL,COL,20200524
0.428898,0.014226,0.484211,0.014089,1235.0,Costa Rica,CRI,CRI,20200524
0.399619,0.035441,0.420513,0.035167,195.0,C̫te d'Ivoire,CIV,CIV,20200524
0.522094,0.019903,0.584691,0.020175,614.0,Croatia,HRV,HRV,20200524
0.633632,0.011719,0.65873,0.011908,1638.0,Czech Republic,CZE,CZE,20200524
0.620152,0.01023,0.616099,0.010209,2261.0,Denmark,DNK,DNK,20200524
0.411508,0.017128,0.461085,0.016909,848.0,Dominican Republic,DOM,DOM,20200524
0.393521,0.010694,0.418506,0.01059,2129.0,Ecuador,ECU,ECU,20200524
0.565488,0.009108,0.602493,0.009225,2888.0,Egypt,EGY,EGY,20200524
0.264932,0.012561,0.323487,0.011849,1388.0,El Salvador,SLV,SLV,20200524
0.325099,0.040048,0.340426,0.039588,141.0,Ethiopia,ETH,ETH,20200524
0.486735,0.013977,0.518374,0.013981,1279.0,Finland,FIN,FIN,20200524
0.487172,0.00704,0.53506,0.007055,5020.0,France,FRA,FRA,20200524
0.498027,0.006695,0.532949,0.00671,5554.0,Germany,DEU,DEU,20200524
0.415693,0.02734,0.467066,0.027008,334.0,Ghana,GHA,GHA,20200524
0.574558,0.013357,0.623386,0.013629,1317.0,Greece,GRC,GRC,20200524
0.278239,0.012563,0.304542,0.012233,1343.0,Guatemala,GTM,GTM,20200524
0.327202,0.015987,0.367033,0.015562,910.0,Honduras,HND,HND,20200524
0.354196,0.02091,0.378479,0.02062,539.0,Hong Kong,HKG,HKG,20200524
0.601848,0.009893,0.594562,0.009864,2464.0,Hungary,HUN,HUN,20200524
0.153586,0.004756,0.177853,0.004484,6466.0,India,IND,IND,20200524
0.45142,0.006893,0.460906,0.006881,5231.0,Indonesia,IDN,IDN,20200524
0.510113,0.017806,0.551857,0.017899,781.0,Iraq,IRQ,IRQ,20200524
0.345198,0.013279,0.351623,0.013222,1294.0,Ireland,IRL,IRL,20200524
0.649338,0.014386,0.656881,0.01446,1090.0,Israel,ISR,ISR,20200524
0.433254,0.006226,0.467144,0.006184,6422.0,Italy,ITA,ITA,20200524
0.269956,0.004573,0.266189,0.004593,9343.0,Japan,JPN,JPN,20200524
0.308783,0.014581,0.310516,0.014559,1008.0,Jordan,JOR,JOR,20200524
0.516902,0.027648,0.555556,0.027805,324.0,Kazakhstan,KAZ,KAZ,20200524
0.296353,0.016482,0.330061,0.016006,815.0,Kenya,KEN,KEN,20200524
0.180518,0.02419,0.208481,0.022904,283.0,Kuwait,KWT,KWT,20200524
0.401306,0.044172,0.453125,0.043495,128.0,Kyrgyzstan,KGZ,KGZ,20200524
0.423818,0.030976,0.461538,0.030706,260.0,Lebanon,LBN,LBN,20200524
0.677631,0.022753,0.6875,0.022943,416.0,Libya,LBY,LBY,20200524
0.318392,0.011099,0.346384,0.010866,1839.0,Malaysia,MYS,MYS,20200524
0.453101,0.004274,0.478843,0.004259,13660.0,Mexico,MEX,MEX,20200524
0.520453,0.027625,0.521341,0.027627,328.0,Moldova,MDA,MDA,20200524
0.267869,0.015501,0.292343,0.015092,862.0,Morocco,MAR,MAR,20200524
0.524782,0.039747,0.544304,0.039855,158.0,Mozambique,MOZ,MOZ,20200524
0.255409,0.019604,0.2939,0.018766,541.0,Myanmar,MMR,MMR,20200524
0.143618,0.014294,0.157975,0.013745,652.0,Nepal,NPL,NPL,20200524
0.408445,0.008898,0.410013,0.008893,3056.0,Netherlands,NLD,NLD,20200524
0.547334,0.015817,0.579487,0.015949,975.0,New Zealand,NZL,NZL,20200524
0.481424,0.014343,0.521417,0.014346,1214.0,Nicaragua,NIC,NIC,20200524
0.420875,0.01569,0.427136,0.015659,995.0,Nigeria,NGA,NGA,20200524
0.503471,0.01301,0.486798,0.013014,1477.0,Norway,NOR,NOR,20200524
0.231789,0.040975,0.264957,0.039179,117.0,Oman,OMN,OMN,20200524
0.534229,0.017895,0.514725,0.017861,781.0,Pakistan,PAK,PAK,20200524
0.568002,0.02896,0.650735,0.030091,272.0,Palestine,PSE,PSE,20200524
0.333859,0.022903,0.340326,0.022795,429.0,Panama,PAN,PAN,20200524
0.417763,0.019075,0.449339,0.018913,681.0,Paraguay,PRY,PRY,20200524
0.307776,0.008441,0.325438,0.008316,3082.0,Peru,PER,PER,20200524
0.202212,0.007844,0.195065,0.007951,2553.0,Philippines,PHL,PHL,20200524
0.609694,0.008389,0.638914,0.00852,3279.0,Poland,POL,POL,20200524
0.472585,0.010018,0.502809,0.010003,2492.0,Portugal,PRT,PRT,20200524
0.447097,0.015412,0.439306,0.01544,1038.0,"Puerto Rico, U.S.",PRI,PRI,20200524
0.165738,0.025,0.187755,0.023805,245.0,Qatar,QAT,QAT,20200524
0.509173,0.008629,0.562613,0.008696,3306.0,Romania,ROU,ROU,20200524
0.50016,0.012047,0.459112,0.012088,1712.0,Russia,RUS,RUS,20200524
0.161535,0.013166,0.173703,0.01279,829.0,Saudi Arabia,SAU,SAU,20200524
0.60927,0.017415,0.635294,0.017652,765.0,Serbia,SRB,SRB,20200524
0.118934,0.016112,0.131519,0.015432,441.0,Singapore,SGP,SGP,20200524
0.578935,0.01874,0.604106,0.01892,682.0,Slovakia,SVK,SVK,20200524
0.575613,0.026484,0.600583,0.026726,343.0,Slovenia,SVN,SVN,20200524
0.325303,0.01079,0.330352,0.010748,1901.0,South Africa,ZAF,ZAF,20200524
0.435394,0.014268,0.468137,0.014178,1224.0,South Korea,KOR,KOR,20200524
0.39127,0.00715,0.430031,0.007049,4795.0,Spain,ESP,ESP,20200524
0.235991,0.021609,0.232376,0.021725,383.0,Sri Lanka,LKA,LKA,20200524
0.729288,0.030361,0.721461,0.030094,219.0,Sudan,SDN,SDN,20200524
0.452055,0.008142,0.456731,0.008135,3744.0,Sweden,SWE,SWE,20200524
0.518671,0.014811,0.528584,0.014824,1137.0,Switzerland,CHE,CHE,20200524
0.361045,0.009139,0.412677,0.008916,2903.0,Taiwan,TWN,TWN,20200524
0.162898,0.009513,0.189888,0.008956,1701.0,Thailand,THA,THA,20200524
0.523481,0.021382,0.546961,0.021453,543.0,Tunisia,TUN,TUN,20200524
0.216647,0.007596,0.247289,0.007253,3227.0,Turkey,TUR,TUR,20200524
0.602146,0.008704,0.604371,0.008713,3157.0,Ukraine,UKR,UKR,20200524
0.196918,0.014757,0.224719,0.01406,801.0,United Arab Emirates,ARE,ARE,20200524
0.185252,0.006379,0.18929,0.006327,3772.0,United Kingdom,GBR,GBR,20200524
0.521919,0.016067,0.543659,0.016114,962.0,Uruguay,URY,URY,20200524
0.549805,0.028726,0.581081,0.028966,296.0,Uzbekistan,UZB,UZB,20200524
0.479509,0.017332,0.509004,0.01732,833.0,Venezuela,VEN,VEN,20200524
0.501148,0.009467,0.542599,0.009502,2770.0,Vietnam,VNM,VNM,20200524
0.417293,0.042353,0.434783,0.042129,138.0,Yemen,YEM,YEM,20200524
0.596514,0.037631,0.56,0.037192,175.0,Afghanistan,AFG,AFG,20200525
0.517647,0.036776,0.588889,0.037348,180.0,Albania,ALB,ALB,20200525
0.408883,0.01547,0.402584,0.015508,1006.0,Algeria,DZA,DZA,20200525
0.449988,0.038119,0.491329,0.037933,173.0,Angola,AGO,AGO,20200525
0.382545,0.007367,0.424128,0.007245,4501.0,Argentina,ARG,ARG,20200525
0.503784,0.03794,0.549133,0.038124,173.0,Armenia,ARM,ARM,20200525
0.467431,0.011282,0.47218,0.011276,1959.0,Australia,AUS,AUS,20200525
0.55594,0.015036,0.57924,0.015133,1079.0,Austria,AUT,AUT,20200525
0.519222,0.038445,0.578313,0.038896,166.0,Azerbaijan,AZE,AZE,20200525
0.311416,0.0174,0.316084,0.01733,715.0,Bangladesh,BGD,BGD,20200525
0.595314,0.022575,0.618534,0.022811,464.0,Belarus,BLR,BLR,20200525
0.410079,0.017026,0.442488,0.01686,852.0,Belgium,BEL,BEL,20200525
0.311825,0.011273,0.364583,0.01085,1824.0,Bolivia,BOL,BOL,20200525
0.613091,0.034104,0.631841,0.034439,201.0,Bosnia and Herzegovina,BIH,BIH,20200525
0.468718,0.003866,0.491897,0.003859,16723.0,Brazil,BRA,BRA,20200525
0.55629,0.017426,0.582294,0.017554,802.0,Bulgaria,BGR,BGR,20200525
0.330165,0.04412,0.371901,0.04293,121.0,Cambodia,KHM,KHM,20200525
0.414188,0.030549,0.425856,0.030432,263.0,Cameroon,CMR,CMR,20200525
0.336534,0.008986,0.379499,0.00875,2917.0,Canada,CAN,CAN,20200525
0.380583,0.009366,0.422358,0.009207,2782.0,Chile,CHL,CHL,20200525
0.369091,0.007301,0.417835,0.007144,4564.0,Colombia,COL,COL,20200525
0.471291,0.013777,0.50607,0.013755,1318.0,Costa Rica,CRI,CRI,20200525
0.354056,0.033523,0.414747,0.032539,217.0,C̫te d'Ivoire,CIV,CIV,20200525
0.516663,0.019931,0.567044,0.020102,619.0,Croatia,HRV,HRV,20200525
0.666351,0.011737,0.671241,0.011781,1603.0,Czech Republic,CZE,CZE,20200525
0.570966,0.010652,0.591272,0.010724,2131.0,Denmark,DNK,DNK,20200525
0.440065,0.017306,0.477218,0.017199,834.0,Dominican Republic,DOM,DOM,20200525
0.358861,0.010512,0.403396,0.010278,2179.0,Ecuador,ECU,ECU,20200525
0.601156,0.008293,0.621274,0.008372,3422.0,Egypt,EGY,EGY,20200525
0.289547,0.012585,0.333808,0.012104,1405.0,El Salvador,SLV,SLV,20200525
0.307959,0.037776,0.306667,0.03782,150.0,Ethiopia,ETH,ETH,20200525
0.547104,0.01425,0.542927,0.01424,1223.0,Finland,FIN,FIN,20200525
0.496942,0.007052,0.525823,0.007061,5015.0,France,FRA,FRA,20200525
0.481673,0.006988,0.529101,0.006995,5103.0,Germany,DEU,DEU,20200525
0.357488,0.025597,0.420912,0.024848,373.0,Ghana,GHA,GHA,20200525
0.560222,0.013729,0.616733,0.014017,1255.0,Greece,GRC,GRC,20200525
0.33845,0.013448,0.378648,0.013119,1302.0,Guatemala,GTM,GTM,20200525
0.338251,0.047323,0.398148,0.045738,108.0,Haiti,HTI,HTI,20200525
0.40342,0.016217,0.40458,0.016209,917.0,Honduras,HND,HND,20200525
0.360997,0.021456,0.40153,0.021022,523.0,Hong Kong,HKG,HKG,20200525
0.568076,0.009874,0.591129,0.009949,2480.0,Hungary,HUN,HUN,20200525
0.177562,0.004858,0.190162,0.004731,6526.0,India,IND,IND,20200525
0.429081,0.006613,0.4371,0.006598,5628.0,Indonesia,IDN,IDN,20200525
0.556857,0.017036,0.552169,0.017019,853.0,Iraq,IRQ,IRQ,20200525
0.330093,0.013301,0.329063,0.013311,1249.0,Ireland,IRL,IRL,20200525
0.634984,0.0145,0.639927,0.014542,1097.0,Israel,ISR,ISR,20200525
0.427918,0.00619,0.476505,0.006132,6512.0,Italy,ITA,ITA,20200525
0.313786,0.004809,0.304737,0.004848,9162.0,Japan,JPN,JPN,20200525
0.479718,0.016188,0.497382,0.016175,955.0,Jordan,JOR,JOR,20200525
0.564485,0.0263,0.580737,0.026428,353.0,Kazakhstan,KAZ,KAZ,20200525
0.280024,0.015855,0.336333,0.015068,889.0,Kenya,KEN,KEN,20200525
0.152991,0.02272,0.194079,0.02068,304.0,Kuwait,KWT,KWT,20200525
0.604147,0.040958,0.582192,0.040612,146.0,Kyrgyzstan,KGZ,KGZ,20200525
0.447415,0.029564,0.505226,0.029402,287.0,Lebanon,LBN,LBN,20200525
0.61441,0.020772,0.665377,0.021427,517.0,Libya,LBY,LBY,20200525
0.299831,0.010407,0.325444,0.010177,2028.0,Malaysia,MYS,MYS,20200525
0.447357,0.004171,0.483001,0.00415,14354.0,Mexico,MEX,MEX,20200525
0.431744,0.029058,0.491582,0.02879,297.0,Moldova,MDA,MDA,20200525
0.239032,0.013782,0.253012,0.013521,996.0,Morocco,MAR,MAR,20200525
0.455744,0.038395,0.470588,0.038311,170.0,Mozambique,MOZ,MOZ,20200525
0.258271,0.020443,0.297405,0.019574,501.0,Myanmar,MMR,MMR,20200525
0.157458,0.01539,0.20059,0.013999,678.0,Nepal,NPL,NPL,20200525
0.408796,0.009139,0.403192,0.009159,2882.0,Netherlands,NLD,NLD,20200525
0.551847,0.016084,0.563025,0.016126,952.0,New Zealand,NZL,NZL,20200525
0.453226,0.013766,0.484458,0.013712,1319.0,Nicaragua,NIC,NIC,20200525
0.446007,0.014845,0.472615,0.014781,1132.0,Nigeria,NGA,NGA,20200525
0.495091,0.013467,0.49021,0.013469,1379.0,Norway,NOR,NOR,20200525
0.531161,0.015469,0.525407,0.015459,1043.0,Pakistan,PAK,PAK,20200525
0.69565,0.025398,0.733553,0.026434,304.0,Palestine,PSE,PSE,20200525
0.296631,0.022198,0.320542,0.021726,443.0,Panama,PAN,PAN,20200525
0.462948,0.018481,0.500682,0.01843,733.0,Paraguay,PRY,PRY,20200525
0.283168,0.00846,0.322971,0.008151,3056.0,Peru,PER,PER,20200525
0.214636,0.00801,0.215046,0.008004,2632.0,Philippines,PHL,PHL,20200525
0.609617,0.008437,0.625266,0.008502,3293.0,Poland,POL,POL,20200525
0.487799,0.01035,0.51952,0.010355,2331.0,Portugal,PRT,PRT,20200525
0.401635,0.014546,0.431034,0.0144,1160.0,"Puerto Rico, U.S.",PRI,PRI,20200525
0.223417,0.025188,0.220588,0.025303,272.0,Qatar,QAT,QAT,20200525
0.488476,0.00875,0.531817,0.008766,3253.0,Romania,ROU,ROU,20200525
0.501031,0.012281,0.476737,0.012294,1655.0,Russia,RUS,RUS,20200525
0.184989,0.011717,0.178069,0.011893,1067.0,Saudi Arabia,SAU,SAU,20200525
0.349668,0.044816,0.362069,0.044468,116.0,Senegal,SEN,SEN,20200525
0.595078,0.018132,0.628692,0.018422,711.0,Serbia,SRB,SRB,20200525
0.103236,0.013672,0.100823,0.013816,486.0,Singapore,SGP,SGP,20200525
0.560607,0.019187,0.581571,0.019304,662.0,Slovakia,SVK,SVK,20200525
0.576678,0.027169,0.575301,0.027157,332.0,Slovenia,SVN,SVN,20200525
0.33932,0.010978,0.360502,0.010825,1914.0,South Africa,ZAF,ZAF,20200525
0.482145,0.014667,0.503869,0.014659,1163.0,South Korea,KOR,KOR,20200525
0.396182,0.007357,0.436084,0.007256,4545.0,Spain,ESP,ESP,20200525
0.268703,0.022501,0.248649,0.023076,370.0,Sri Lanka,LKA,LKA,20200525
0.646109,0.029029,0.647059,0.029047,272.0,Sudan,SDN,SDN,20200525
0.460831,0.008386,0.456503,0.008392,3529.0,Sweden,SWE,SWE,20200525
0.508616,0.015241,0.531221,0.015269,1073.0,Switzerland,CHE,CHE,20200525
0.427954,0.009498,0.450273,0.009445,2745.0,Taiwan,TWN,TWN,20200525
0.467939,0.047111,0.423423,0.047575,111.0,Tanzania,TZA,TZA,20200525
0.202385,0.01039,0.21039,0.010242,1540.0,Thailand,THA,THA,20200525
0.547391,0.018702,0.578797,0.018854,698.0,Tunisia,TUN,TUN,20200525
0.229567,0.007373,0.250072,0.00716,3451.0,Turkey,TUR,TUR,20200525
0.6247,0.008582,0.633682,0.008624,3153.0,Ukraine,UKR,UKR,20200525
0.199892,0.014379,0.242697,0.013413,890.0,United Arab Emirates,ARE,ARE,20200525
0.186159,0.006576,0.190409,0.006519,3566.0,United Kingdom,GBR,GBR,20200525
0.539557,0.01527,0.570342,0.015375,1052.0,Uruguay,URY,URY,20200525
0.510408,0.029019,0.549153,0.029154,295.0,Uzbekistan,UZB,UZB,20200525
0.497343,0.016345,0.521925,0.01636,935.0,Venezuela,VEN,VEN,20200525
0.545137,0.00949,0.546313,0.009492,2753.0,Vietnam,VNM,VNM,20200525
0.620522,0.038468,0.553571,0.03755,168.0,Yemen,YEM,YEM,20200525
0.493525,0.034047,0.472222,0.034097,216.0,Afghanistan,AFG,AFG,20200526
