percent_dc,mc_se,percent_dc_unw,dc_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.257698,0.028596,0.397959,0.025551,294.0,Algeria,DZA,DZA,20200501
0.330683,0.009348,0.332283,0.009337,2540.0,Argentina,ARG,ARG,20200501
0.395593,0.017518,0.396927,0.017508,781.0,Australia,AUS,AUS,20200501
0.425604,0.026179,0.431755,0.026132,359.0,Austria,AUT,AUT,20200501
0.267063,0.021471,0.241206,0.022205,398.0,Bangladesh,BGD,BGD,20200501
0.512406,0.032422,0.529412,0.032468,238.0,Belarus,BLR,BLR,20200501
0.231565,0.015793,0.225392,0.015944,701.0,Belgium,BEL,BEL,20200501
0.28536,0.021018,0.312115,0.020484,487.0,Bolivia,BOL,BOL,20200501
0.453063,0.004776,0.46271,0.004768,10901.0,Brazil,BRA,BRA,20200501
0.322415,0.024567,0.342246,0.024201,374.0,Bulgaria,BGR,BGR,20200501
0.225042,0.010393,0.239478,0.01017,1687.0,Canada,CAN,CAN,20200501
0.448878,0.015606,0.442801,0.015627,1014.0,Chile,CHL,CHL,20200501
0.383269,0.011049,0.381593,0.011058,1934.0,Colombia,COL,COL,20200501
0.451273,0.024323,0.442584,0.024369,418.0,Costa Rica,CRI,CRI,20200501
0.336265,0.031425,0.395062,0.030369,243.0,Croatia,HRV,HRV,20200501
0.590331,0.018141,0.611342,0.018302,723.0,Czech Republic,CZE,CZE,20200501
0.506543,0.018135,0.507227,0.018135,761.0,Denmark,DNK,DNK,20200501
0.312276,0.02756,0.356436,0.026667,303.0,Dominican Republic,DOM,DOM,20200501
0.318334,0.015573,0.321865,0.015528,901.0,Ecuador,ECU,ECU,20200501
0.520842,0.01425,0.572968,0.014391,1206.0,Egypt,EGY,EGY,20200501
0.291329,0.022301,0.316514,0.021786,436.0,El Salvador,SLV,SLV,20200501
0.467619,0.023686,0.461712,0.023706,444.0,Finland,FIN,FIN,20200501
0.24544,0.008564,0.25644,0.00844,2601.0,France,FRA,FRA,20200501
0.396474,0.009194,0.430196,0.009084,2901.0,Germany,DEU,DEU,20200501
0.298094,0.024388,0.2,0.027889,270.0,Ghana,GHA,GHA,20200501
0.343815,0.019954,0.382155,0.019505,594.0,Greece,GRC,GRC,20200501
0.408066,0.020119,0.440984,0.019916,610.0,Guatemala,GTM,GTM,20200501
0.33257,0.026122,0.368421,0.025513,342.0,Honduras,HND,HND,20200501
0.427083,0.013132,0.429677,0.013122,1422.0,Hungary,HUN,HUN,20200501
0.127343,0.008135,0.122462,0.008272,1625.0,India,IND,IND,20200501
0.295599,0.011113,0.313647,0.01093,1744.0,Indonesia,IDN,IDN,20200501
0.450543,0.026949,0.486957,0.026826,345.0,Iraq,IRQ,IRQ,20200501
0.226886,0.019657,0.222717,0.019787,449.0,Ireland,IRL,IRL,20200501
0.466853,0.022528,0.446721,0.022607,488.0,Israel,ISR,ISR,20200501
0.188745,0.006937,0.19702,0.006824,3289.0,Italy,ITA,ITA,20200501
0.28798,0.014202,0.26046,0.014653,956.0,Japan,JPN,JPN,20200501
0.358767,0.028928,0.371429,0.028715,280.0,Jordan,JOR,JOR,20200501
0.395305,0.037282,0.402299,0.037172,174.0,Kazakhstan,KAZ,KAZ,20200501
0.304629,0.034991,0.304598,0.034992,174.0,Kenya,KEN,KEN,20200501
0.496342,0.03434,0.502347,0.034339,213.0,Libya,LBY,LBY,20200501
0.129684,0.016339,0.14561,0.015563,467.0,Malaysia,MYS,MYS,20200501
0.419292,0.006396,0.442381,0.006354,6031.0,Mexico,MEX,MEX,20200501
0.443521,0.049021,0.39,0.04993,100.0,Moldova,MDA,MDA,20200501
0.180633,0.02449,0.213523,0.022991,281.0,Morocco,MAR,MAR,20200501
0.127557,0.027933,0.190955,0.023708,199.0,Nepal,NPL,NPL,20200501
0.33516,0.014975,0.350394,0.014817,1016.0,Netherlands,NLD,NLD,20200501
0.287166,0.020647,0.283019,0.020738,477.0,New Zealand,NZL,NZL,20200501
0.593657,0.026042,0.606232,0.026178,353.0,Nicaragua,NIC,NIC,20200501
0.361377,0.023284,0.365967,0.023221,429.0,Nigeria,NGA,NGA,20200501
0.388661,0.021136,0.383019,0.021193,530.0,Norway,NOR,NOR,20200501
0.394489,0.027264,0.360129,0.027759,311.0,Pakistan,PAK,PAK,20200501
0.451038,0.04876,0.518868,0.04856,106.0,Palestine,PSE,PSE,20200501
0.296164,0.036915,0.310127,0.036438,158.0,Panama,PAN,PAN,20200501
0.432363,0.037568,0.406977,0.037885,172.0,Paraguay,PRY,PRY,20200501
0.317444,0.013138,0.320127,0.013108,1262.0,Peru,PER,PER,20200501
0.178082,0.01462,0.17716,0.01465,683.0,Philippines,PHL,PHL,20200501
0.488911,0.01543,0.502379,0.015427,1051.0,Poland,POL,POL,20200501
0.323744,0.013665,0.335008,0.013547,1194.0,Portugal,PRT,PRT,20200501
0.461774,0.02347,0.412698,0.023767,441.0,"Puerto Rico, U.S.",PRI,PRI,20200501
0.277339,0.011709,0.328571,0.011161,1610.0,Romania,ROU,ROU,20200501
0.452765,0.018565,0.401146,0.018854,698.0,Russia,RUS,RUS,20200501
0.298246,0.031959,0.30622,0.031721,209.0,Saudi Arabia,SAU,SAU,20200501
0.334416,0.028611,0.380623,0.0278,289.0,Serbia,SRB,SRB,20200501
0.421536,0.029915,0.482143,0.029563,280.0,Slovakia,SVK,SVK,20200501
0.330564,0.044379,0.375,0.043123,120.0,Slovenia,SVN,SVN,20200501
0.239092,0.013258,0.21097,0.01386,948.0,South Africa,ZAF,ZAF,20200501
0.382816,0.028571,0.428571,0.028063,301.0,South Korea,KOR,KOR,20200501
0.188586,0.009278,0.198159,0.009105,1847.0,Spain,ESP,ESP,20200501
0.156194,0.030213,0.171975,0.029066,157.0,Sri Lanka,LKA,LKA,20200501
0.501911,0.041025,0.469799,0.041099,149.0,Sudan,SDN,SDN,20200501
0.425947,0.01231,0.434032,0.012282,1622.0,Sweden,SWE,SWE,20200501
0.344128,0.024051,0.365672,0.023725,402.0,Switzerland,CHE,CHE,20200501
0.371523,0.013595,0.411137,0.013351,1311.0,Taiwan,TWN,TWN,20200501
0.137637,0.009935,0.150039,0.009585,1293.0,Thailand,THA,THA,20200501
0.326872,0.028933,0.356364,0.028338,275.0,Tunisia,TUN,TUN,20200501
0.228415,0.011483,0.243746,0.011228,1399.0,Turkey,TUR,TUR,20200501
0.528445,0.013256,0.516878,0.013242,1422.0,Ukraine,UKR,UKR,20200501
0.227322,0.032068,0.220238,0.032431,168.0,United Arab Emirates,ARE,ARE,20200501
0.147514,0.006595,0.157377,0.006422,3050.0,United Kingdom,GBR,GBR,20200501
0.48225,0.027762,0.483077,0.02776,325.0,Uruguay,URY,URY,20200501
0.292571,0.046225,0.333333,0.044611,105.0,Uzbekistan,UZB,UZB,20200501
0.372259,0.029408,0.375,0.029365,272.0,Venezuela,VEN,VEN,20200501
0.469403,0.013468,0.450952,0.013508,1366.0,Vietnam,VNM,VNM,20200501
0.370896,0.029497,0.400722,0.029076,277.0,Algeria,DZA,DZA,20200502
0.344596,0.009928,0.325101,0.010073,2227.0,Argentina,ARG,ARG,20200502
0.366589,0.019297,0.383648,0.019123,636.0,Australia,AUS,AUS,20200502
0.425813,0.027289,0.447447,0.027137,333.0,Austria,AUT,AUT,20200502
0.150546,0.021543,0.179245,0.020085,318.0,Bangladesh,BGD,BGD,20200502
0.490327,0.037765,0.457143,0.037898,175.0,Belarus,BLR,BLR,20200502
0.202633,0.015939,0.218425,0.015506,673.0,Belgium,BEL,BEL,20200502
0.334388,0.024276,0.338583,0.024202,381.0,Bolivia,BOL,BOL,20200502
0.448311,0.005144,0.461678,0.005131,9394.0,Brazil,BRA,BRA,20200502
0.388515,0.027563,0.432099,0.02712,324.0,Bulgaria,BGR,BGR,20200502
0.224311,0.011322,0.240533,0.01105,1426.0,Canada,CAN,CAN,20200502
0.409417,0.016753,0.421839,0.016681,870.0,Chile,CHL,CHL,20200502
0.380565,0.011945,0.399881,0.011839,1683.0,Colombia,COL,COL,20200502
0.466134,0.026369,0.480556,0.026328,360.0,Costa Rica,CRI,CRI,20200502
0.373176,0.032858,0.429825,0.032101,228.0,Croatia,HRV,HRV,20200502
0.612544,0.018889,0.599407,0.018779,674.0,Czech Republic,CZE,CZE,20200502
0.521898,0.019065,0.525473,0.019072,687.0,Denmark,DNK,DNK,20200502
0.374041,0.030446,0.391473,0.030183,258.0,Dominican Republic,DOM,DOM,20200502
0.291193,0.017021,0.3342,0.016394,769.0,Ecuador,ECU,ECU,20200502
0.546569,0.015398,0.579203,0.015527,1029.0,Egypt,EGY,EGY,20200502
0.278326,0.022117,0.292453,0.021791,424.0,El Salvador,SLV,SLV,20200502
0.482664,0.024968,0.495025,0.024954,402.0,Finland,FIN,FIN,20200502
0.235332,0.008727,0.237495,0.008699,2379.0,France,FRA,FRA,20200502
0.386736,0.009466,0.398954,0.009414,2677.0,Germany,DEU,DEU,20200502
0.348138,0.025607,0.2,0.030497,245.0,Ghana,GHA,GHA,20200502
0.411138,0.020815,0.444834,0.020609,571.0,Greece,GRC,GRC,20200502
0.397046,0.021785,0.39604,0.021795,505.0,Guatemala,GTM,GTM,20200502
0.368611,0.027709,0.387097,0.027444,310.0,Honduras,HND,HND,20200502
0.422949,0.013693,0.415123,0.013728,1296.0,Hungary,HUN,HUN,20200502
0.130757,0.00981,0.132328,0.009761,1194.0,India,IND,IND,20200502
0.303717,0.012826,0.32711,0.012572,1339.0,Indonesia,IDN,IDN,20200502
0.416699,0.029269,0.460481,0.028951,291.0,Iraq,IRQ,IRQ,20200502
0.191744,0.018951,0.200893,0.01862,448.0,Ireland,IRL,IRL,20200502
0.431994,0.023644,0.441176,0.023588,442.0,Israel,ISR,ISR,20200502
0.174626,0.006799,0.170533,0.006863,3061.0,Italy,ITA,ITA,20200502
0.27084,0.008003,0.275729,0.007958,3119.0,Japan,JPN,JPN,20200502
0.331942,0.034621,0.372449,0.033723,196.0,Jordan,JOR,JOR,20200502
0.322211,0.041891,0.32,0.041967,125.0,Kazakhstan,KAZ,KAZ,20200502
0.409375,0.040691,0.347826,0.04201,138.0,Kenya,KEN,KEN,20200502
0.567503,0.03406,0.593301,0.034351,209.0,Libya,LBY,LBY,20200502
0.180595,0.019091,0.184019,0.018952,413.0,Malaysia,MYS,MYS,20200502
0.417192,0.007121,0.436405,0.00708,4851.0,Mexico,MEX,MEX,20200502
0.552785,0.04868,0.423077,0.048991,104.0,Moldova,MDA,MDA,20200502
0.192419,0.025859,0.197479,0.025606,238.0,Morocco,MAR,MAR,20200502
0.202753,0.033475,0.227848,0.032087,158.0,Nepal,NPL,NPL,20200502
0.30512,0.015136,0.324635,0.014885,958.0,Netherlands,NLD,NLD,20200502
0.285453,0.02417,0.320856,0.023385,374.0,New Zealand,NZL,NZL,20200502
0.559855,0.027457,0.585139,0.027664,323.0,Nicaragua,NIC,NIC,20200502
0.365202,0.028118,0.383333,0.027845,300.0,Nigeria,NGA,NGA,20200502
0.448205,0.023066,0.423913,0.023212,460.0,Norway,NOR,NOR,20200502
0.429101,0.033523,0.429224,0.033522,219.0,Pakistan,PAK,PAK,20200502
0.334308,0.037681,0.335443,0.03765,158.0,Panama,PAN,PAN,20200502
0.409225,0.040827,0.384615,0.041262,143.0,Paraguay,PRY,PRY,20200502
0.331581,0.014505,0.309055,0.014777,1016.0,Peru,PER,PER,20200502
0.196372,0.016926,0.187617,0.017223,533.0,Philippines,PHL,PHL,20200502
0.455221,0.015934,0.474059,0.015892,983.0,Poland,POL,POL,20200502
0.268999,0.013683,0.28702,0.013413,1094.0,Portugal,PRT,PRT,20200502
0.406784,0.024512,0.38481,0.024748,395.0,"Puerto Rico, U.S.",PRI,PRI,20200502
0.328095,0.012405,0.341763,0.012279,1463.0,Romania,ROU,ROU,20200502
0.428566,0.019549,0.398089,0.019763,628.0,Russia,RUS,RUS,20200502
0.228305,0.035415,0.301775,0.032384,169.0,Saudi Arabia,SAU,SAU,20200502
0.294793,0.032231,0.35,0.03081,220.0,Serbia,SRB,SRB,20200502
0.457086,0.032896,0.50431,0.032776,232.0,Slovakia,SVK,SVK,20200502
0.291127,0.045439,0.387931,0.042362,116.0,Slovenia,SVN,SVN,20200502
0.279825,0.015105,0.242875,0.015812,807.0,South Africa,ZAF,ZAF,20200502
0.377954,0.030475,0.424242,0.029899,264.0,South Korea,KOR,KOR,20200502
0.158881,0.009022,0.17069,0.008766,1740.0,Spain,ESP,ESP,20200502
0.074122,0.033182,0.127451,0.026067,102.0,Sri Lanka,LKA,LKA,20200502
0.349362,0.044154,0.420635,0.042643,126.0,Sudan,SDN,SDN,20200502
0.415943,0.012523,0.399739,0.012601,1531.0,Sweden,SWE,SWE,20200502
0.367807,0.023774,0.373494,0.023699,415.0,Switzerland,CHE,CHE,20200502
0.373502,0.015352,0.395074,0.015191,1015.0,Taiwan,TWN,TWN,20200502
0.18429,0.010946,0.163605,0.011473,1143.0,Thailand,THA,THA,20200502
0.337606,0.030982,0.334764,0.031047,233.0,Tunisia,TUN,TUN,20200502
0.152973,0.011276,0.189926,0.010348,1211.0,Turkey,TUR,TUR,20200502
0.494843,0.014666,0.507309,0.014667,1163.0,Ukraine,UKR,UKR,20200502
0.233121,0.034532,0.22449,0.034993,147.0,United Arab Emirates,ARE,ARE,20200502
0.155501,0.006841,0.161602,0.006735,2896.0,United Kingdom,GBR,GBR,20200502
0.465348,0.029948,0.442029,0.030079,276.0,Uruguay,URY,URY,20200502
0.40056,0.030687,0.387352,0.030868,253.0,Venezuela,VEN,VEN,20200502
0.392753,0.01554,0.452775,0.015246,1027.0,Vietnam,VNM,VNM,20200502
0.363307,0.045931,0.42735,0.044655,117.0,Afghanistan,AFG,AFG,20200503
0.373891,0.038657,0.411043,0.038014,163.0,Albania,ALB,ALB,20200503
0.407696,0.01916,0.421053,0.01907,665.0,Algeria,DZA,DZA,20200503
0.404007,0.04368,0.492424,0.042873,132.0,Angola,AGO,AGO,20200503
0.320674,0.00691,0.335119,0.006833,4667.0,Argentina,ARG,ARG,20200503
0.527818,0.047578,0.531532,0.047599,111.0,Armenia,ARM,ARM,20200503
0.381993,0.011674,0.404748,0.011555,1769.0,Australia,AUS,AUS,20200503
0.46644,0.015288,0.467167,0.015287,1066.0,Austria,AUT,AUT,20200503
0.487466,0.047029,0.491228,0.047021,114.0,Azerbaijan,AZE,AZE,20200503
0.202178,0.01514,0.204225,0.015083,710.0,Bangladesh,BGD,BGD,20200503
0.586046,0.027466,0.542424,0.027155,330.0,Belarus,BLR,BLR,20200503
0.222158,0.013068,0.238006,0.012756,1063.0,Belgium,BEL,BEL,20200503
0.310844,0.014059,0.308333,0.01409,1080.0,Bolivia,BOL,BOL,20200503
0.402944,0.033864,0.364532,0.034511,203.0,Bosnia and Herzegovina,BIH,BIH,20200503
0.460295,0.004311,0.48117,0.0043,13436.0,Brazil,BRA,BRA,20200503
0.363518,0.01486,0.372049,0.014788,1059.0,Bulgaria,BGR,BGR,20200503
0.370824,0.044608,0.347826,0.045239,115.0,Cambodia,KHM,KHM,20200503
0.241495,0.008523,0.264827,0.008267,2681.0,Canada,CAN,CAN,20200503
0.439397,0.010582,0.458521,0.010541,2218.0,Chile,CHL,CHL,20200503
0.359452,0.007862,0.382845,0.007761,3824.0,Colombia,COL,COL,20200503
0.438259,0.015974,0.47906,0.015866,979.0,Costa Rica,CRI,CRI,20200503
0.338562,0.041937,0.373134,0.041033,134.0,C̫te d'Ivoire,CIV,CIV,20200503
0.410821,0.020155,0.418333,0.020102,600.0,Croatia,HRV,HRV,20200503
0.55645,0.011448,0.583827,0.011538,1855.0,Czech Republic,CZE,CZE,20200503
0.525935,0.011201,0.52666,0.011202,1988.0,Denmark,DNK,DNK,20200503
0.383568,0.020042,0.393277,0.019951,595.0,Dominican Republic,DOM,DOM,20200503
0.286506,0.010546,0.315844,0.010257,1944.0,Ecuador,ECU,ECU,20200503
0.520905,0.009728,0.572478,0.009824,2587.0,Egypt,EGY,EGY,20200503
0.260535,0.01466,0.29515,0.014108,969.0,El Salvador,SLV,SLV,20200503
0.429276,0.014036,0.46038,0.013939,1262.0,Finland,FIN,FIN,20200503
0.197902,0.005401,0.212881,0.005257,5745.0,France,FRA,FRA,20200503
0.400955,0.006933,0.415826,0.006894,5055.0,Germany,DEU,DEU,20200503
0.350263,0.023627,0.299735,0.024602,377.0,Ghana,GHA,GHA,20200503
0.401357,0.013337,0.41624,0.013262,1367.0,Greece,GRC,GRC,20200503
0.399138,0.014642,0.458154,0.014391,1159.0,Guatemala,GTM,GTM,20200503
0.292052,0.01592,0.326037,0.015443,868.0,Honduras,HND,HND,20200503
0.464707,0.034807,0.436275,0.035006,204.0,Hong Kong,HKG,HKG,20200503
0.467389,0.00858,0.480248,0.008568,3392.0,Hungary,HUN,HUN,20200503
0.110586,0.005136,0.12572,0.004858,4168.0,India,IND,IND,20200503
0.301581,0.007214,0.310068,0.007158,4112.0,Indonesia,IDN,IDN,20200503
0.410607,0.02034,0.489256,0.020017,605.0,Iraq,IRQ,IRQ,20200503
0.201973,0.011659,0.200677,0.011687,1181.0,Ireland,IRL,IRL,20200503
0.450812,0.01559,0.456947,0.015572,1022.0,Israel,ISR,ISR,20200503
0.172941,0.004645,0.178975,0.004583,6811.0,Italy,ITA,ITA,20200503
0.226495,0.00456,0.218049,0.004623,8200.0,Japan,JPN,JPN,20200503
0.369843,0.018082,0.44106,0.017581,755.0,Jordan,JOR,JOR,20200503
0.367012,0.029632,0.368421,0.029608,266.0,Kazakhstan,KAZ,KAZ,20200503
0.256914,0.019113,0.294737,0.018317,570.0,Kenya,KEN,KEN,20200503
0.231054,0.029818,0.288793,0.027733,232.0,Kuwait,KWT,KWT,20200503
0.348121,0.04722,0.383178,0.04627,107.0,Kyrgyzstan,KGZ,KGZ,20200503
0.508008,0.038823,0.536145,0.03892,166.0,Lebanon,LBN,LBN,20200503
0.488444,0.022054,0.554028,0.022178,509.0,Libya,LBY,LBY,20200503
0.146052,0.009015,0.147021,0.008991,1544.0,Malaysia,MYS,MYS,20200503
0.432349,0.004649,0.456588,0.004623,11483.0,Mexico,MEX,MEX,20200503
0.335697,0.032326,0.354545,0.031911,220.0,Moldova,MDA,MDA,20200503
0.150611,0.014635,0.192572,0.013274,727.0,Morocco,MAR,MAR,20200503
0.447803,0.038976,0.54878,0.038949,164.0,Mozambique,MOZ,MOZ,20200503
0.172582,0.020086,0.206388,0.018754,407.0,Myanmar,MMR,MMR,20200503
0.199772,0.017631,0.216117,0.017127,546.0,Nepal,NPL,NPL,20200503
0.328406,0.009008,0.343761,0.008907,2781.0,Netherlands,NLD,NLD,20200503
0.282782,0.013355,0.282322,0.013362,1137.0,New Zealand,NZL,NZL,20200503
0.645908,0.017031,0.655969,0.017146,779.0,Nicaragua,NIC,NIC,20200503
0.38943,0.016292,0.406593,0.016173,910.0,Nigeria,NGA,NGA,20200503
0.428278,0.013269,0.406273,0.013369,1371.0,Norway,NOR,NOR,20200503
0.378006,0.016322,0.379661,0.016309,885.0,Pakistan,PAK,PAK,20200503
0.477221,0.034206,0.471963,0.034224,214.0,Palestine,PSE,PSE,20200503
0.202054,0.021483,0.215259,0.020988,367.0,Panama,PAN,PAN,20200503
0.410768,0.024459,0.396509,0.024599,401.0,Paraguay,PRY,PRY,20200503
0.287312,0.009895,0.317216,0.009621,2213.0,Peru,PER,PER,20200503
0.180942,0.007632,0.167224,0.007873,2392.0,Philippines,PHL,PHL,20200503
0.502013,0.009013,0.529009,0.009028,3068.0,Poland,POL,POL,20200503
0.284283,0.009524,0.312368,0.009269,2369.0,Portugal,PRT,PRT,20200503
0.358654,0.015423,0.370031,0.01532,981.0,"Puerto Rico, U.S.",PRI,PRI,20200503
0.274591,0.032485,0.3,0.031638,200.0,Qatar,QAT,QAT,20200503
0.306045,0.007964,0.345485,0.007718,3566.0,Romania,ROU,ROU,20200503
0.44219,0.013537,0.395865,0.013748,1306.0,Russia,RUS,RUS,20200503
0.235459,0.017797,0.312224,0.016295,679.0,Saudi Arabia,SAU,SAU,20200503
0.376544,0.018689,0.399709,0.018486,688.0,Serbia,SRB,SRB,20200503
0.046726,0.01988,0.074286,0.016,175.0,Singapore,SGP,SGP,20200503
0.490959,0.019157,0.508798,0.019157,682.0,Slovakia,SVK,SVK,20200503
0.421212,0.025554,0.424,0.025531,375.0,Slovenia,SVN,SVN,20200503
0.277711,0.009976,0.280788,0.009943,2030.0,South Africa,ZAF,ZAF,20200503
0.402169,0.017935,0.427822,0.017775,762.0,South Korea,KOR,KOR,20200503
0.179981,0.006199,0.185722,0.006124,3936.0,Spain,ESP,ESP,20200503
0.170584,0.020381,0.179775,0.019964,356.0,Sri Lanka,LKA,LKA,20200503
0.488295,0.032405,0.533613,0.03247,238.0,Sudan,SDN,SDN,20200503
0.448664,0.008855,0.444444,0.008863,3150.0,Sweden,SWE,SWE,20200503
0.404507,0.014581,0.381638,0.014731,1111.0,Switzerland,CHE,CHE,20200503
0.341937,0.009389,0.394096,0.009114,2710.0,Taiwan,TWN,TWN,20200503
0.164835,0.006543,0.153846,0.006728,3042.0,Thailand,THA,THA,20200503
0.336676,0.01985,0.366102,0.019472,590.0,Tunisia,TUN,TUN,20200503
0.169816,0.006878,0.176585,0.006772,3075.0,Turkey,TUR,TUR,20200503
0.488061,0.010151,0.515052,0.010153,2425.0,Ukraine,UKR,UKR,20200503
0.210361,0.016779,0.241167,0.015986,651.0,United Arab Emirates,ARE,ARE,20200503
0.143469,0.005978,0.150098,0.005867,3571.0,United Kingdom,GBR,GBR,20200503
0.489507,0.018585,0.483425,0.018591,724.0,Uruguay,URY,URY,20200503
0.300265,0.037322,0.327044,0.036466,159.0,Uzbekistan,UZB,UZB,20200503
0.375095,0.0216,0.37251,0.02163,502.0,Venezuela,VEN,VEN,20200503
0.431973,0.009027,0.465291,0.008965,3054.0,Vietnam,VNM,VNM,20200503
0.504849,0.042257,0.503546,0.042256,141.0,Afghanistan,AFG,AFG,20200504
0.391824,0.039276,0.43125,0.038713,160.0,Albania,ALB,ALB,20200504
0.345195,0.01708,0.384236,0.016695,812.0,Algeria,DZA,DZA,20200504
0.446423,0.039258,0.45679,0.039179,162.0,Angola,AGO,AGO,20200504
0.337324,0.006654,0.341017,0.006637,5076.0,Argentina,ARG,ARG,20200504
0.448275,0.048786,0.490566,0.048533,106.0,Armenia,ARM,ARM,20200504
0.363861,0.011156,0.391962,0.010994,1916.0,Australia,AUS,AUS,20200504
0.499586,0.015936,0.48934,0.015939,985.0,Austria,AUT,AUT,20200504
0.448916,0.041499,0.455172,0.041449,145.0,Azerbaijan,AZE,AZE,20200504
0.237663,0.016053,0.241573,0.015963,712.0,Bangladesh,BGD,BGD,20200504
0.559772,0.022409,0.57377,0.022495,488.0,Belarus,BLR,BLR,20200504
0.237064,0.0136,0.242455,0.013496,994.0,Belgium,BEL,BEL,20200504
0.295687,0.013412,0.309504,0.01324,1189.0,Bolivia,BOL,BOL,20200504
0.376313,0.03651,0.454545,0.035522,187.0,Bosnia and Herzegovina,BIH,BIH,20200504
0.475164,0.004015,0.492454,0.004011,15504.0,Brazil,BRA,BRA,20200504
0.398083,0.015863,0.393045,0.015898,949.0,Bulgaria,BGR,BGR,20200504
0.544291,0.04493,0.560976,0.04509,123.0,Burkina Faso,BFA,BFA,20200504
0.229208,0.00832,0.253655,0.008037,2736.0,Canada,CAN,CAN,20200504
0.428176,0.010614,0.454587,0.010547,2202.0,Chile,CHL,CHL,20200504
0.352426,0.007815,0.39175,0.007648,3903.0,Colombia,COL,COL,20200504
0.45964,0.014758,0.486934,0.014715,1148.0,Costa Rica,CRI,CRI,20200504
0.361643,0.035536,0.438776,0.034408,196.0,C̫te d'Ivoire,CIV,CIV,20200504
0.35285,0.020453,0.402778,0.019928,576.0,Croatia,HRV,HRV,20200504
0.556218,0.011358,0.581038,0.011437,1888.0,Czech Republic,CZE,CZE,20200504
0.561442,0.010644,0.563536,0.01065,2172.0,Denmark,DNK,DNK,20200504
0.362659,0.018454,0.395448,0.018145,703.0,Dominican Republic,DOM,DOM,20200504
0.31222,0.010474,0.33284,0.0103,2025.0,Ecuador,ECU,ECU,20200504
0.551955,0.009359,0.586282,0.00945,2770.0,Egypt,EGY,EGY,20200504
0.282684,0.014242,0.329973,0.013639,1091.0,El Salvador,SLV,SLV,20200504
0.445905,0.013717,0.449088,0.013707,1316.0,Finland,FIN,FIN,20200504
0.228542,0.005522,0.238023,0.005444,5949.0,France,FRA,FRA,20200504
0.408082,0.006977,0.435248,0.006917,5050.0,Germany,DEU,DEU,20200504
0.298468,0.023886,0.319372,0.023443,382.0,Ghana,GHA,GHA,20200504
0.422751,0.014002,0.43131,0.013967,1252.0,Greece,GRC,GRC,20200504
0.41979,0.014494,0.449534,0.014379,1179.0,Guatemala,GTM,GTM,20200504
0.338043,0.01529,0.351434,0.01515,976.0,Honduras,HND,HND,20200504
0.400576,0.031955,0.405063,0.031897,237.0,Hong Kong,HKG,HKG,20200504
0.478892,0.008548,0.486842,0.008543,3420.0,Hungary,HUN,HUN,20200504
0.132797,0.005151,0.149562,0.004902,4794.0,India,IND,IND,20200504
0.30396,0.007106,0.323882,0.006984,4338.0,Indonesia,IDN,IDN,20200504
0.479985,0.018894,0.521429,0.018897,700.0,Iraq,IRQ,IRQ,20200504
0.199945,0.011361,0.208594,0.011184,1280.0,Ireland,IRL,IRL,20200504
0.466384,0.014748,0.482158,0.014724,1149.0,Israel,ISR,ISR,20200504
0.215441,0.005486,0.239809,0.005282,6059.0,Italy,ITA,ITA,20200504
0.228074,0.004137,0.220207,0.004189,10036.0,Japan,JPN,JPN,20200504
0.403706,0.017066,0.417464,0.016979,836.0,Jordan,JOR,JOR,20200504
0.444161,0.031004,0.423529,0.031177,255.0,Kazakhstan,KAZ,KAZ,20200504
0.302783,0.018286,0.309375,0.018176,640.0,Kenya,KEN,KEN,20200504
0.187632,0.028609,0.219048,0.027006,210.0,Kuwait,KWT,KWT,20200504
0.307791,0.043457,0.347107,0.042136,121.0,Kyrgyzstan,KGZ,KGZ,20200504
0.484765,0.035804,0.505102,0.035789,196.0,Lebanon,LBN,LBN,20200504
0.533946,0.021656,0.586873,0.021939,518.0,Libya,LBY,LBY,20200504
0.208866,0.009967,0.192725,0.010272,1567.0,Malaysia,MYS,MYS,20200504
0.403177,0.004469,0.44598,0.00441,12375.0,Mexico,MEX,MEX,20200504
0.448031,0.031718,0.432653,0.031836,245.0,Moldova,MDA,MDA,20200504
0.24138,0.015232,0.240811,0.015244,789.0,Morocco,MAR,MAR,20200504
0.461226,0.033708,0.547945,0.033762,219.0,Mozambique,MOZ,MOZ,20200504
0.280751,0.023099,0.276596,0.023205,376.0,Myanmar,MMR,MMR,20200504
0.156771,0.016245,0.197674,0.014831,602.0,Nepal,NPL,NPL,20200504
0.336946,0.008965,0.346345,0.008906,2818.0,Netherlands,NLD,NLD,20200504
0.2697,0.013002,0.284053,0.012796,1204.0,New Zealand,NZL,NZL,20200504
0.623132,0.015755,0.655324,0.016064,911.0,Nicaragua,NIC,NIC,20200504
0.381713,0.014736,0.403066,0.014595,1109.0,Nigeria,NGA,NGA,20200504
0.457264,0.013305,0.431867,0.013381,1387.0,Norway,NOR,NOR,20200504
0.364652,0.015733,0.379202,0.015608,952.0,Pakistan,PAK,PAK,20200504
0.585717,0.0351,0.577889,0.035007,199.0,Palestine,PSE,PSE,20200504
0.234644,0.02095,0.232843,0.021006,408.0,Panama,PAN,PAN,20200504
0.411459,0.023981,0.453704,0.023704,432.0,Paraguay,PRY,PRY,20200504
0.272181,0.009585,0.295234,0.009352,2266.0,Peru,PER,PER,20200504
0.168608,0.007735,0.169987,0.00771,2359.0,Philippines,PHL,PHL,20200504
