smoothed_trust_politicians,smoothed_trust_politicians_se,sample_size,country,iso_code,gid_0,survey_date
0.180596,0.033247,137.0,Democratic Republic of the Congo,COD,COD,20210102
0.192055,0.003995,10109.0,Denmark,DNK,DNK,20210102
0.127071,0.006565,2582.0,Dominican Republic,DOM,DOM,20210102
0.119821,0.00425,5855.0,Ecuador,ECU,ECU,20210102
0.236044,0.00425,10019.0,Egypt,EGY,EGY,20210102
0.117887,0.006116,2795.0,El Salvador,SLV,SLV,20210102
0.196756,0.018212,476.0,Ethiopia,ETH,ETH,20210102
0.189306,0.007192,2999.0,Finland,FIN,FIN,20210102
0.09486,0.001738,28439.0,France,FRA,FRA,20210102
0.111446,0.0017,34308.0,Germany,DEU,DEU,20210102
0.163966,0.011349,1070.0,Ghana,GHA,GHA,20210102
0.145885,0.00518,4688.0,Greece,GRC,GRC,20210102
0.12169,0.006669,2442.0,Guatemala,GTM,GTM,20210102
0.176311,0.036269,108.0,Guinea,GIN,GIN,20210102
0.197822,0.027978,202.0,Haiti,HTI,HTI,20210102
0.095623,0.006552,2015.0,Honduras,HND,HND,20210102
0.143859,0.008066,1926.0,Hong Kong,HKG,HKG,20210102
0.074303,0.002545,10864.0,Hungary,HUN,HUN,20210102
0.229533,0.002723,23855.0,India,IND,IND,20210102
0.173184,0.003128,14622.0,Indonesia,IDN,IDN,20210102
0.189591,0.007078,3054.0,Iraq,IRQ,IRQ,20210102
0.175567,0.005305,5626.0,Ireland,IRL,IRL,20210102
0.150169,0.00458,6174.0,Israel,ISR,ISR,20210102
0.119989,0.00172,35769.0,Italy,ITA,ITA,20210102
0.164271,0.001494,61717.0,Japan,JPN,JPN,20210102
0.15505,0.007807,2188.0,Jordan,JOR,JOR,20210102
0.086511,0.009815,825.0,Kazakhstan,KAZ,KAZ,20210102
0.202364,0.007406,2935.0,Kenya,KEN,KEN,20210102
0.284,0.019667,540.0,Kuwait,KWT,KWT,20210102
0.121682,0.018112,331.0,Kyrgyzstan,KGZ,KGZ,20210102
0.244146,0.030707,203.0,Laos,LAO,LAO,20210102
0.096855,0.008079,1355.0,Lebanon,LBN,LBN,20210102
0.264805,0.012612,1244.0,Libya,LBY,LBY,20210102
0.129811,0.029717,125.0,Madagascar,MDG,MDG,20210102
0.241779,0.005835,5394.0,Malaysia,MYS,MYS,20210102
0.261826,0.029254,236.0,Mali,MLI,MLI,20210102
0.168159,0.001486,63373.0,Mexico,MEX,MEX,20210102
0.065415,0.00965,678.0,Moldova,MDA,MDA,20210102
0.214034,0.010395,1564.0,Morocco,MAR,MAR,20210102
0.318624,0.0261,315.0,Mozambique,MOZ,MOZ,20210102
0.423499,0.011957,1706.0,Myanmar,MMR,MMR,20210102
0.197654,0.009555,1764.0,Nepal,NPL,NPL,20210102
0.124743,0.002865,13374.0,Netherlands,NLD,NLD,20210102
0.162459,0.006,3793.0,New Zealand,NZL,NZL,20210102
0.136537,0.008679,1570.0,Nicaragua,NIC,NIC,20210102
0.142938,0.005677,3806.0,Nigeria,NGA,NGA,20210102
0.187175,0.00424,8483.0,Norway,NOR,NOR,20210102
0.276542,0.027409,261.0,Oman,OMN,OMN,20210102
0.209546,0.006165,4360.0,Pakistan,PAK,PAK,20210102
0.263411,0.014524,939.0,Palestine,PSE,PSE,20210102
0.126287,0.007664,1905.0,Panama,PAN,PAN,20210102
0.112162,0.007873,1631.0,Paraguay,PRY,PRY,20210102
0.132128,0.004267,6316.0,Peru,PER,PER,20210102
0.201812,0.003909,10538.0,Philippines,PHL,PHL,20210102
0.134806,0.003351,10430.0,Poland,POL,POL,20210102
0.258806,0.004301,10446.0,Portugal,PRT,PRT,20210102
0.256809,0.007168,3716.0,"Puerto Rico, U.S.",PRI,PRI,20210102
0.217463,0.018778,485.0,Qatar,QAT,QAT,20210102
0.073043,0.002889,8145.0,Romania,ROU,ROU,20210102
0.072124,0.002882,8042.0,Russia,RUS,RUS,20210102
0.289444,0.00928,2394.0,Saudi Arabia,SAU,SAU,20210102
0.185087,0.027809,201.0,Senegal,SEN,SEN,20210102
0.073669,0.005537,2265.0,Serbia,SRB,SRB,20210102
0.263835,0.011948,1385.0,Singapore,SGP,SGP,20210102
0.145213,0.005492,4297.0,Slovakia,SVK,SVK,20210102
0.090142,0.007548,1448.0,Slovenia,SVN,SVN,20210102
0.179038,0.003851,9939.0,South Africa,ZAF,ZAF,20210102
0.232286,0.005797,5331.0,South Korea,KOR,KOR,20210102
0.107859,0.002156,20719.0,Spain,ESP,ESP,20210102
0.114672,0.01036,958.0,Sri Lanka,LKA,LKA,20210102
0.21281,0.011159,1355.0,Sudan,SDN,SDN,20210102
0.189534,0.002593,22870.0,Sweden,SWE,SWE,20210102
0.095592,0.004014,5389.0,Switzerland,CHE,CHE,20210102
0.130704,0.0029,13503.0,Taiwan,TWN,TWN,20210102
0.223916,0.024363,289.0,Tanzania,TZA,TZA,20210102
0.232974,0.002989,20012.0,Thailand,THA,THA,20210102
0.216754,0.009573,1837.0,Tunisia,TUN,TUN,20210102
0.094335,0.002504,13619.0,Turkey,TUR,TUR,20210102
0.070233,0.00268,9095.0,Ukraine,UKR,UKR,20210102
0.230485,0.009293,2062.0,United Arab Emirates,ARE,ARE,20210102
0.162127,0.002343,24764.0,United Kingdom,GBR,GBR,20210102
0.14519,0.005245,4835.0,Uruguay,URY,URY,20210102
0.149516,0.016107,491.0,Uzbekistan,UZB,UZB,20210102
0.137174,0.004875,5007.0,Venezuela,VEN,VEN,20210102
0.359374,0.004524,11261.0,Vietnam,VNM,VNM,20210102
0.164106,0.016894,495.0,Yemen,YEM,YEM,20210102
0.290856,0.018491,614.0,Afghanistan,AFG,AFG,20210104
0.197485,0.018312,486.0,Albania,ALB,ALB,20210104
0.205023,0.009068,2002.0,Algeria,DZA,DZA,20210104
0.286814,0.023827,358.0,Angola,AGO,AGO,20210104
0.148493,0.002609,18619.0,Argentina,ARG,ARG,20210104
0.095775,0.019481,234.0,Armenia,ARM,ARM,20210104
0.154677,0.003168,13199.0,Australia,AUS,AUS,20210104
0.106332,0.00418,5461.0,Austria,AUT,AUT,20210104
0.090105,0.012128,578.0,Azerbaijan,AZE,AZE,20210104
0.246904,0.008115,2830.0,Bangladesh,BGD,BGD,20210104
0.036635,0.004468,1750.0,Belarus,BLR,BLR,20210104
0.102335,0.00403,5659.0,Belgium,BEL,BEL,20210104
0.2305,0.038805,115.0,Benin,BEN,BEN,20210104
0.124044,0.004923,4518.0,Bolivia,BOL,BOL,20210104
0.069214,0.008854,858.0,Bosnia and Herzegovina,BIH,BIH,20210104
0.149601,0.001173,92470.0,Brazil,BRA,BRA,20210104
0.109023,0.006125,2583.0,Bulgaria,BGR,BGR,20210104
0.176614,0.02335,251.0,Burkina Faso,BFA,BFA,20210104
0.253438,0.025937,285.0,Cambodia,KHM,KHM,20210104
0.122353,0.019587,288.0,Cameroon,CMR,CMR,20210104
0.147879,0.002541,19711.0,Canada,CAN,CAN,20210104
0.128808,0.003486,9248.0,Chile,CHL,CHL,20210104
0.139945,0.002552,18521.0,Colombia,COL,COL,20210104
0.203057,0.006632,3697.0,Costa Rica,CRI,CRI,20210104
0.25208,0.021097,430.0,C̫te d'Ivoire,CIV,CIV,20210104
0.054834,0.004415,2687.0,Croatia,HRV,HRV,20210104
0.094599,0.003537,7042.0,Czech Republic,CZE,CZE,20210104
0.183094,0.03137,153.0,Democratic Republic of the Congo,COD,COD,20210104
0.189065,0.003888,10721.0,Denmark,DNK,DNK,20210104
0.123219,0.006317,2718.0,Dominican Republic,DOM,DOM,20210104
0.119921,0.00418,6051.0,Ecuador,ECU,ECU,20210104
0.232365,0.004199,10149.0,Egypt,EGY,EGY,20210104
0.119846,0.006043,2926.0,El Salvador,SLV,SLV,20210104
0.216421,0.018954,466.0,Ethiopia,ETH,ETH,20210104
0.199948,0.007369,2989.0,Finland,FIN,FIN,20210104
0.097245,0.001728,29437.0,France,FRA,FRA,20210104
0.111776,0.001685,34989.0,Germany,DEU,DEU,20210104
0.153429,0.010825,1114.0,Ghana,GHA,GHA,20210104
0.147213,0.005062,4911.0,Greece,GRC,GRC,20210104
0.121922,0.006365,2683.0,Guatemala,GTM,GTM,20210104
0.212071,0.026788,233.0,Haiti,HTI,HTI,20210104
0.09469,0.006436,2097.0,Honduras,HND,HND,20210104
0.145974,0.008123,1925.0,Hong Kong,HKG,HKG,20210104
0.073391,0.002488,11364.0,Hungary,HUN,HUN,20210104
0.233627,0.002726,24103.0,India,IND,IND,20210104
0.179662,0.003101,15305.0,Indonesia,IDN,IDN,20210104
0.192392,0.007142,3047.0,Iraq,IRQ,IRQ,20210104
0.178846,0.005074,6197.0,Ireland,IRL,IRL,20210104
0.148313,0.004534,6396.0,Israel,ISR,ISR,20210104
0.126978,0.001725,37281.0,Italy,ITA,ITA,20210104
0.16788,0.001464,65286.0,Japan,JPN,JPN,20210104
0.144489,0.007596,2167.0,Jordan,JOR,JOR,20210104
0.098412,0.010209,855.0,Kazakhstan,KAZ,KAZ,20210104
0.193994,0.007276,2939.0,Kenya,KEN,KEN,20210104
0.275761,0.020105,507.0,Kuwait,KWT,KWT,20210104
0.085665,0.01465,357.0,Kyrgyzstan,KGZ,KGZ,20210104
0.240077,0.029933,214.0,Laos,LAO,LAO,20210104
0.098534,0.007715,1522.0,Lebanon,LBN,LBN,20210104
0.261243,0.012331,1285.0,Libya,LBY,LBY,20210104
0.098561,0.025762,123.0,Madagascar,MDG,MDG,20210104
0.247044,0.005791,5559.0,Malaysia,MYS,MYS,20210104
0.282279,0.029854,237.0,Mali,MLI,MLI,20210104
0.163538,0.001455,64577.0,Mexico,MEX,MEX,20210104
0.078299,0.009989,730.0,Moldova,MDA,MDA,20210104
0.219458,0.01047,1564.0,Morocco,MAR,MAR,20210104
0.303836,0.024776,339.0,Mozambique,MOZ,MOZ,20210104
0.425663,0.011921,1719.0,Myanmar,MMR,MMR,20210104
0.193894,0.009431,1762.0,Nepal,NPL,NPL,20210104
0.125443,0.002808,13968.0,Netherlands,NLD,NLD,20210104
0.168054,0.00596,4010.0,New Zealand,NZL,NZL,20210104
0.149666,0.008839,1643.0,Nicaragua,NIC,NIC,20210104
0.146746,0.005772,3751.0,Nigeria,NGA,NGA,20210104
0.186722,0.004106,9023.0,Norway,NOR,NOR,20210104
0.264314,0.027952,251.0,Oman,OMN,OMN,20210104
0.206714,0.006173,4310.0,Pakistan,PAK,PAK,20210104
0.271401,0.014784,920.0,Palestine,PSE,PSE,20210104
0.121898,0.007672,1853.0,Panama,PAN,PAN,20210104
0.112485,0.007758,1652.0,Paraguay,PRY,PRY,20210104
0.130056,0.004087,6780.0,Peru,PER,PER,20210104
0.200708,0.003895,10583.0,Philippines,PHL,PHL,20210104
0.132685,0.003299,10616.0,Poland,POL,POL,20210104
0.257868,0.004391,10605.0,Portugal,PRT,PRT,20210104
0.264304,0.007221,3736.0,"Puerto Rico, U.S.",PRI,PRI,20210104
0.207529,0.01876,487.0,Qatar,QAT,QAT,20210104
0.073144,0.002846,8386.0,Romania,ROU,ROU,20210104
0.075158,0.002874,8412.0,Russia,RUS,RUS,20210104
0.278543,0.009274,2340.0,Saudi Arabia,SAU,SAU,20210104
0.199706,0.027505,216.0,Senegal,SEN,SEN,20210104
0.075766,0.005557,2310.0,Serbia,SRB,SRB,20210104
0.252026,0.011515,1457.0,Singapore,SGP,SGP,20210104
0.153365,0.005341,4612.0,Slovakia,SVK,SVK,20210104
0.098553,0.007765,1484.0,Slovenia,SVN,SVN,20210104
0.173218,0.003676,10650.0,South Africa,ZAF,ZAF,20210104
0.23923,0.005853,5343.0,South Korea,KOR,KOR,20210104
0.108244,0.002124,21432.0,Spain,ESP,ESP,20210104
0.101512,0.009821,954.0,Sri Lanka,LKA,LKA,20210104
0.209766,0.011112,1351.0,Sudan,SDN,SDN,20210104
0.18608,0.002546,23364.0,Sweden,SWE,SWE,20210104
0.100983,0.004072,5487.0,Switzerland,CHE,CHE,20210104
0.124282,0.002847,13423.0,Taiwan,TWN,TWN,20210104
0.204067,0.022738,314.0,Tanzania,TZA,TZA,20210104
0.239514,0.002869,22153.0,Thailand,THA,THA,20210104
0.197545,0.009012,1940.0,Tunisia,TUN,TUN,20210104
0.092727,0.002477,13693.0,Turkey,TUR,TUR,20210104
0.069627,0.002607,9544.0,Ukraine,UKR,UKR,20210104
0.220318,0.00908,2093.0,United Arab Emirates,ARE,ARE,20210104
0.164102,0.002309,25751.0,United Kingdom,GBR,GBR,20210104
0.138019,0.00499,4798.0,Uruguay,URY,URY,20210104
0.144589,0.015067,548.0,Uzbekistan,UZB,UZB,20210104
0.13764,0.004766,5265.0,Venezuela,VEN,VEN,20210104
0.353508,0.004467,11475.0,Vietnam,VNM,VNM,20210104
0.176033,0.017418,494.0,Yemen,YEM,YEM,20210104
0.279048,0.018323,605.0,Afghanistan,AFG,AFG,20210105
0.179842,0.01748,496.0,Albania,ALB,ALB,20210105
0.208304,0.009152,1990.0,Algeria,DZA,DZA,20210105
0.294016,0.024398,348.0,Angola,AGO,AGO,20210105
0.144068,0.002539,19184.0,Argentina,ARG,ARG,20210105
0.09993,0.01959,249.0,Armenia,ARM,ARM,20210105
0.155161,0.003146,13426.0,Australia,AUS,AUS,20210105
0.103725,0.004089,5575.0,Austria,AUT,AUT,20210105
0.102939,0.012981,586.0,Azerbaijan,AZE,AZE,20210105
0.249287,0.008173,2809.0,Bangladesh,BGD,BGD,20210105
0.040824,0.004682,1795.0,Belarus,BLR,BLR,20210105
0.09967,0.003971,5687.0,Belgium,BEL,BEL,20210105
0.237829,0.038371,129.0,Benin,BEN,BEN,20210105
0.124056,0.00487,4618.0,Bolivia,BOL,BOL,20210105
0.067547,0.008771,853.0,Bosnia and Herzegovina,BIH,BIH,20210105
0.149335,0.001166,93442.0,Brazil,BRA,BRA,20210105
0.108757,0.006066,2619.0,Bulgaria,BGR,BGR,20210105
0.18635,0.023811,252.0,Burkina Faso,BFA,BFA,20210105
0.272886,0.026423,284.0,Cambodia,KHM,KHM,20210105
0.122072,0.019483,290.0,Cameroon,CMR,CMR,20210105
0.146335,0.002529,19738.0,Canada,CAN,CAN,20210105
0.127628,0.003467,9279.0,Chile,CHL,CHL,20210105
0.143551,0.002552,18908.0,Colombia,COL,COL,20210105
0.202594,0.006608,3716.0,Costa Rica,CRI,CRI,20210105
0.263726,0.020707,458.0,C̫te d'Ivoire,CIV,CIV,20210105
0.054259,0.004296,2809.0,Croatia,HRV,HRV,20210105
0.090056,0.003438,7120.0,Czech Republic,CZE,CZE,20210105
0.171988,0.02833,178.0,Democratic Republic of the Congo,COD,COD,20210105
0.187444,0.003825,10976.0,Denmark,DNK,DNK,20210105
0.124185,0.006207,2825.0,Dominican Republic,DOM,DOM,20210105
0.117431,0.004122,6124.0,Ecuador,ECU,ECU,20210105
0.229455,0.004187,10115.0,Egypt,EGY,EGY,20210105
0.125698,0.006038,3041.0,El Salvador,SLV,SLV,20210105
0.20381,0.018042,486.0,Ethiopia,ETH,ETH,20210105
0.203858,0.007435,2976.0,Finland,FIN,FIN,20210105
0.098257,0.001723,29856.0,France,FRA,FRA,20210105
0.110592,0.001676,35046.0,Germany,DEU,DEU,20210105
0.153873,0.010952,1094.0,Ghana,GHA,GHA,20210105
0.147468,0.005048,4951.0,Greece,GRC,GRC,20210105
0.126115,0.006306,2811.0,Guatemala,GTM,GTM,20210105
0.200748,0.026769,227.0,Haiti,HTI,HTI,20210105
0.096719,0.006437,2130.0,Honduras,HND,HND,20210105
0.15466,0.00839,1893.0,Hong Kong,HKG,HKG,20210105
0.07223,0.00245,11548.0,Hungary,HUN,HUN,20210105
0.235688,0.002747,23866.0,India,IND,IND,20210105
0.182877,0.003114,15407.0,Indonesia,IDN,IDN,20210105
0.186429,0.007045,3069.0,Iraq,IRQ,IRQ,20210105
0.180186,0.005011,6385.0,Ireland,IRL,IRL,20210105
0.147205,0.004469,6530.0,Israel,ISR,ISR,20210105
0.126892,0.001713,37799.0,Italy,ITA,ITA,20210105
0.167599,0.001452,66359.0,Japan,JPN,JPN,20210105
0.152838,0.007795,2140.0,Jordan,JOR,JOR,20210105
0.106222,0.010382,885.0,Kazakhstan,KAZ,KAZ,20210105
0.188134,0.00716,2985.0,Kenya,KEN,KEN,20210105
0.262202,0.02019,487.0,Kuwait,KWT,KWT,20210105
0.082452,0.014174,370.0,Kyrgyzstan,KGZ,KGZ,20210105
0.223552,0.028537,222.0,Laos,LAO,LAO,20210105
0.105216,0.007802,1582.0,Lebanon,LBN,LBN,20210105
0.25634,0.012123,1308.0,Libya,LBY,LBY,20210105
0.118583,0.028222,124.0,Madagascar,MDG,MDG,20210105
0.252741,0.005764,5702.0,Malaysia,MYS,MYS,20210105
0.289837,0.029704,239.0,Mali,MLI,MLI,20210105
0.163388,0.001453,64711.0,Mexico,MEX,MEX,20210105
0.07829,0.009861,746.0,Moldova,MDA,MDA,20210105
0.207407,0.010277,1560.0,Morocco,MAR,MAR,20210105
0.300431,0.024409,347.0,Mozambique,MOZ,MOZ,20210105
0.426855,0.011801,1757.0,Myanmar,MMR,MMR,20210105
0.201293,0.009483,1785.0,Nepal,NPL,NPL,20210105
0.124203,0.002783,14052.0,Netherlands,NLD,NLD,20210105
0.167117,0.005882,4103.0,New Zealand,NZL,NZL,20210105
0.142917,0.008616,1657.0,Nicaragua,NIC,NIC,20210105
0.14503,0.005711,3796.0,Nigeria,NGA,NGA,20210105
0.183726,0.004026,9311.0,Norway,NOR,NOR,20210105
0.273394,0.028035,258.0,Oman,OMN,OMN,20210105
0.205278,0.006194,4259.0,Pakistan,PAK,PAK,20210105
0.272691,0.014924,914.0,Palestine,PSE,PSE,20210105
0.122058,0.007625,1891.0,Panama,PAN,PAN,20210105
0.10763,0.007558,1692.0,Paraguay,PRY,PRY,20210105
0.130067,0.003992,7107.0,Peru,PER,PER,20210105
0.195588,0.003829,10744.0,Philippines,PHL,PHL,20210105
0.129663,0.003264,10632.0,Poland,POL,POL,20210105
0.252774,0.004375,10554.0,Portugal,PRT,PRT,20210105
0.258634,0.007076,3829.0,"Puerto Rico, U.S.",PRI,PRI,20210105
0.201576,0.018984,465.0,Qatar,QAT,QAT,20210105
0.075498,0.002877,8448.0,Romania,ROU,ROU,20210105
0.075063,0.002821,8717.0,Russia,RUS,RUS,20210105
0.284262,0.009407,2307.0,Saudi Arabia,SAU,SAU,20210105
0.196235,0.027756,204.0,Senegal,SEN,SEN,20210105
0.070117,0.005366,2289.0,Serbia,SRB,SRB,20210105
0.256363,0.011676,1426.0,Singapore,SGP,SGP,20210105
0.152974,0.005192,4809.0,Slovakia,SVK,SVK,20210105
0.094934,0.007551,1520.0,Slovenia,SVN,SVN,20210105
0.173798,0.003639,10892.0,South Africa,ZAF,ZAF,20210105
0.241597,0.00585,5384.0,South Korea,KOR,KOR,20210105
0.108187,0.002112,21664.0,Spain,ESP,ESP,20210105
0.099983,0.009736,955.0,Sri Lanka,LKA,LKA,20210105
0.203509,0.011136,1316.0,Sudan,SDN,SDN,20210105
0.186762,0.002547,23446.0,Sweden,SWE,SWE,20210105
0.101696,0.004033,5621.0,Switzerland,CHE,CHE,20210105
0.122683,0.002831,13452.0,Taiwan,TWN,TWN,20210105
0.224273,0.023033,327.0,Tanzania,TZA,TZA,20210105
0.242629,0.002821,23108.0,Thailand,THA,THA,20210105
0.210896,0.009042,2016.0,Tunisia,TUN,TUN,20210105
0.093344,0.002498,13549.0,Turkey,TUR,TUR,20210105
0.072871,0.002642,9701.0,Ukraine,UKR,UKR,20210105
0.232651,0.009195,2120.0,United Arab Emirates,ARE,ARE,20210105
0.166871,0.002323,25788.0,United Kingdom,GBR,GBR,20210105
0.138912,0.004985,4829.0,Uruguay,URY,URY,20210105
0.149531,0.014877,580.0,Uzbekistan,UZB,UZB,20210105
0.138103,0.004719,5392.0,Venezuela,VEN,VEN,20210105
0.353006,0.00451,11253.0,Vietnam,VNM,VNM,20210105
0.193845,0.017655,510.0,Yemen,YEM,YEM,20210105
0.28398,0.018133,614.0,Afghanistan,AFG,AFG,20210106
0.169147,0.017014,502.0,Albania,ALB,ALB,20210106
0.196935,0.008917,2004.0,Algeria,DZA,DZA,20210106
0.276007,0.024407,334.0,Angola,AGO,AGO,20210106
0.141422,0.002465,20015.0,Argentina,ARG,ARG,20210106
0.089956,0.018462,259.0,Armenia,ARM,ARM,20210106
0.154833,0.003124,13468.0,Australia,AUS,AUS,20210106
0.102654,0.004025,5693.0,Austria,AUT,AUT,20210106
0.095962,0.01235,599.0,Azerbaijan,AZE,AZE,20210106
0.238821,0.008045,2824.0,Bangladesh,BGD,BGD,20210106
0.039759,0.004643,1807.0,Belarus,BLR,BLR,20210106
0.100635,0.003985,5696.0,Belgium,BEL,BEL,20210106
0.254508,0.039751,129.0,Benin,BEN,BEN,20210106
0.12315,0.004767,4795.0,Bolivia,BOL,BOL,20210106
0.070419,0.008733,890.0,Bosnia and Herzegovina,BIH,BIH,20210106
0.149154,0.001157,94750.0,Brazil,BRA,BRA,20210106
0.103521,0.005918,2626.0,Bulgaria,BGR,BGR,20210106
0.19705,0.024545,248.0,Burkina Faso,BFA,BFA,20210106
0.249422,0.025113,288.0,Cambodia,KHM,KHM,20210106
0.102571,0.017011,320.0,Cameroon,CMR,CMR,20210106
0.144333,0.002528,19581.0,Canada,CAN,CAN,20210106
0.129728,0.003457,9462.0,Chile,CHL,CHL,20210106
0.142845,0.002509,19478.0,Colombia,COL,COL,20210106
0.203227,0.006592,3742.0,Costa Rica,CRI,CRI,20210106
0.275208,0.020559,473.0,C̫te d'Ivoire,CIV,CIV,20210106
0.059891,0.004456,2858.0,Croatia,HRV,HRV,20210106
0.090643,0.003431,7183.0,Czech Republic,CZE,CZE,20210106
0.193944,0.028317,196.0,Democratic Republic of the Congo,COD,COD,20210106
0.187336,0.003788,11155.0,Denmark,DNK,DNK,20210106
0.129585,0.006284,2853.0,Dominican Republic,DOM,DOM,20210106
0.112632,0.003972,6352.0,Ecuador,ECU,ECU,20210106
0.226583,0.004171,10139.0,Egypt,EGY,EGY,20210106
0.134294,0.006141,3110.0,El Salvador,SLV,SLV,20210106
0.229513,0.019404,465.0,Ethiopia,ETH,ETH,20210106
0.206974,0.007491,2967.0,Finland,FIN,FIN,20210106
0.09762,0.001714,30021.0,France,FRA,FRA,20210106
0.111361,0.001678,35180.0,Germany,DEU,DEU,20210106
0.152974,0.011007,1080.0,Ghana,GHA,GHA,20210106
0.14529,0.004968,5050.0,Greece,GRC,GRC,20210106
0.131687,0.006324,2901.0,Guatemala,GTM,GTM,20210106
0.197562,0.04202,100.0,Guinea,GIN,GIN,20210106
0.206272,0.026198,242.0,Haiti,HTI,HTI,20210106
0.095456,0.0063,2189.0,Honduras,HND,HND,20210106
0.157126,0.008436,1881.0,Hong Kong,HKG,HKG,20210106
0.074797,0.002481,11652.0,Hungary,HUN,HUN,20210106
0.237266,0.002761,23742.0,India,IND,IND,20210106
0.187856,0.003121,15655.0,Indonesia,IDN,IDN,20210106
0.185021,0.007006,3083.0,Iraq,IRQ,IRQ,20210106
0.181872,0.004845,6393.0,Ireland,IRL,IRL,20210106
0.151167,0.00465,6174.0,Israel,ISR,ISR,20210106
0.127745,0.001706,38295.0,Italy,ITA,ITA,20210106
0.168797,0.001446,67242.0,Japan,JPN,JPN,20210106
0.151442,0.00785,2094.0,Jordan,JOR,JOR,20210106
0.101862,0.010025,915.0,Kazakhstan,KAZ,KAZ,20210106
0.186911,0.007172,2962.0,Kenya,KEN,KEN,20210106
0.26236,0.020252,484.0,Kuwait,KWT,KWT,20210106
0.087609,0.01402,402.0,Kyrgyzstan,KGZ,KGZ,20210106
0.245386,0.029256,223.0,Laos,LAO,LAO,20210106
0.099232,0.007317,1702.0,Lebanon,LBN,LBN,20210106
0.261559,0.012241,1290.0,Libya,LBY,LBY,20210106
0.129438,0.028696,123.0,Madagascar,MDG,MDG,20210106
0.247813,0.005619,5917.0,Malaysia,MYS,MYS,20210106
0.289686,0.029951,230.0,Mali,MLI,MLI,20210106
0.161865,0.001445,64951.0,Mexico,MEX,MEX,20210106
0.083741,0.009965,777.0,Moldova,MDA,MDA,20210106
0.212244,0.01028,1583.0,Morocco,MAR,MAR,20210106
0.261906,0.022397,387.0,Mozambique,MOZ,MOZ,20210106
0.426068,0.011778,1764.0,Myanmar,MMR,MMR,20210106
0.202394,0.009542,1773.0,Nepal,NPL,NPL,20210106
0.122442,0.00276,14115.0,Netherlands,NLD,NLD,20210106
0.168143,0.005833,4193.0,New Zealand,NZL,NZL,20210106
0.139065,0.008428,1701.0,Nicaragua,NIC,NIC,20210106
0.154871,0.005895,3769.0,Nigeria,NGA,NGA,20210106
0.182927,0.003951,9633.0,Norway,NOR,NOR,20210106
0.272331,0.027868,258.0,Oman,OMN,OMN,20210106
0.203455,0.006215,4203.0,Pakistan,PAK,PAK,20210106
0.266787,0.014882,905.0,Palestine,PSE,PSE,20210106
0.123835,0.007548,1948.0,Panama,PAN,PAN,20210106
0.10529,0.007424,1714.0,Paraguay,PRY,PRY,20210106
0.13164,0.003944,7363.0,Peru,PER,PER,20210106
0.192796,0.003775,10928.0,Philippines,PHL,PHL,20210106
0.128473,0.003241,10702.0,Poland,POL,POL,20210106
0.255787,0.004388,10638.0,Portugal,PRT,PRT,20210106
0.276681,0.007202,3836.0,"Puerto Rico, U.S.",PRI,PRI,20210106
0.206699,0.018863,480.0,Qatar,QAT,QAT,20210106
0.075391,0.002873,8457.0,Romania,ROU,ROU,20210106
0.074489,0.002764,9015.0,Russia,RUS,RUS,20210106
0.287328,0.009528,2266.0,Saudi Arabia,SAU,SAU,20210106
0.183964,0.02642,213.0,Senegal,SEN,SEN,20210106
0.073446,0.005417,2329.0,Serbia,SRB,SRB,20210106
0.252731,0.01161,1430.0,Singapore,SGP,SGP,20210106
0.15314,0.00514,4912.0,Slovakia,SVK,SVK,20210106
0.090076,0.007376,1517.0,Slovenia,SVN,SVN,20210106
0.176354,0.003596,11258.0,South Africa,ZAF,ZAF,20210106
0.23884,0.005794,5427.0,South Korea,KOR,KOR,20210106
0.1077,0.002103,21766.0,Spain,ESP,ESP,20210106
0.104723,0.009764,993.0,Sri Lanka,LKA,LKA,20210106
0.222982,0.011395,1331.0,Sudan,SDN,SDN,20210106
0.187134,0.00254,23632.0,Sweden,SWE,SWE,20210106
0.10134,0.004002,5690.0,Switzerland,CHE,CHE,20210106
0.120215,0.002817,13367.0,Taiwan,TWN,TWN,20210106
0.238165,0.023196,336.0,Tanzania,TZA,TZA,20210106
0.243638,0.002759,24222.0,Thailand,THA,THA,20210106
0.205185,0.008812,2075.0,Tunisia,TUN,TUN,20210106
0.089754,0.002473,13354.0,Turkey,TUR,TUR,20210106
0.071664,0.002598,9867.0,Ukraine,UKR,UKR,20210106
0.224033,0.009028,2138.0,United Arab Emirates,ARE,ARE,20210106
0.169313,0.002346,25554.0,United Kingdom,GBR,GBR,20210106
0.139475,0.004971,4871.0,Uruguay,URY,URY,20210106
0.147492,0.014503,605.0,Uzbekistan,UZB,UZB,20210106
0.139537,0.004674,5528.0,Venezuela,VEN,VEN,20210106
0.356873,0.004525,11222.0,Vietnam,VNM,VNM,20210106
0.205644,0.017663,528.0,Yemen,YEM,YEM,20210106
0.263639,0.017963,601.0,Afghanistan,AFG,AFG,20210107
0.186508,0.017369,525.0,Albania,ALB,ALB,20210107
0.193371,0.008843,2009.0,Algeria,DZA,DZA,20210107
0.28074,0.02453,336.0,Angola,AGO,AGO,20210107
0.139487,0.002384,21134.0,Argentina,ARG,ARG,20210107
0.10229,0.018482,287.0,Armenia,ARM,ARM,20210107
0.156995,0.003099,13807.0,Australia,AUS,AUS,20210107
0.106212,0.004024,5852.0,Austria,AUT,AUT,20210107
