smoothed_trust_politicians,smoothed_trust_politicians_se,sample_size,country,iso_code,gid_0,survey_date
0.021566,0.003547,1703.0,Belarus,BLR,BLR,20210119
0.091997,0.003843,5758.0,Belgium,BEL,BEL,20210119
0.195761,0.031764,152.0,Benin,BEN,BEN,20210119
0.089598,0.004085,4922.0,Bolivia,BOL,BOL,20210119
0.052517,0.00749,912.0,Bosnia and Herzegovina,BIH,BIH,20210119
0.143842,0.001145,93870.0,Brazil,BRA,BRA,20210119
0.070861,0.004708,3060.0,Bulgaria,BGR,BGR,20210119
0.251054,0.029876,212.0,Burkina Faso,BFA,BFA,20210119
0.192092,0.02263,307.0,Cambodia,KHM,KHM,20210119
0.160976,0.021648,291.0,Cameroon,CMR,CMR,20210119
0.129061,0.002422,19231.0,Canada,CAN,CAN,20210119
0.082143,0.002867,9138.0,Chile,CHL,CHL,20210119
0.099638,0.002211,18323.0,Colombia,COL,COL,20210119
0.161319,0.006696,3053.0,Costa Rica,CRI,CRI,20210119
0.284405,0.019574,537.0,C̫te d'Ivoire,CIV,CIV,20210119
0.046853,0.004252,2482.0,Croatia,HRV,HRV,20210119
0.085765,0.003596,6099.0,Czech Republic,CZE,CZE,20210119
0.199508,0.026728,231.0,Democratic Republic of the Congo,COD,COD,20210119
0.18198,0.003853,10068.0,Denmark,DNK,DNK,20210119
0.111699,0.006384,2406.0,Dominican Republic,DOM,DOM,20210119
0.085772,0.003546,6226.0,Ecuador,ECU,ECU,20210119
0.168564,0.004273,7679.0,Egypt,EGY,EGY,20210119
0.106216,0.005796,2844.0,El Salvador,SLV,SLV,20210119
0.171495,0.017079,491.0,Ethiopia,ETH,ETH,20210119
0.185447,0.007785,2515.0,Finland,FIN,FIN,20210119
0.09693,0.001681,31029.0,France,FRA,FRA,20210119
0.101189,0.001609,35185.0,Germany,DEU,DEU,20210119
0.116896,0.009213,1214.0,Ghana,GHA,GHA,20210119
0.081119,0.00401,4634.0,Greece,GRC,GRC,20210119
0.112149,0.00618,2613.0,Guatemala,GTM,GTM,20210119
0.236278,0.038369,128.0,Guinea,GIN,GIN,20210119
0.19239,0.026842,224.0,Haiti,HTI,HTI,20210119
0.0886,0.006111,2135.0,Honduras,HND,HND,20210119
0.118326,0.008764,1399.0,Hong Kong,HKG,HKG,20210119
0.06467,0.002373,10705.0,Hungary,HUN,HUN,20210119
0.19941,0.003083,16749.0,India,IND,IND,20210119
0.172256,0.00322,13718.0,Indonesia,IDN,IDN,20210119
0.153172,0.00656,3006.0,Iraq,IRQ,IRQ,20210119
0.146879,0.004745,5761.0,Ireland,IRL,IRL,20210119
0.102529,0.006071,2535.0,Israel,ISR,ISR,20210119
0.135551,0.001897,32634.0,Italy,ITA,ITA,20210119
0.141793,0.001357,66078.0,Japan,JPN,JPN,20210119
0.13001,0.007437,2067.0,Jordan,JOR,JOR,20210119
0.06684,0.008007,973.0,Kazakhstan,KAZ,KAZ,20210119
0.156756,0.007331,2456.0,Kenya,KEN,KEN,20210119
0.194984,0.019007,443.0,Kuwait,KWT,KWT,20210119
0.099172,0.01591,364.0,Kyrgyzstan,KGZ,KGZ,20210119
0.208746,0.028742,199.0,Laos,LAO,LAO,20210119
0.085577,0.006803,1778.0,Lebanon,LBN,LBN,20210119
0.229263,0.011237,1408.0,Libya,LBY,LBY,20210119
0.131926,0.029641,131.0,Madagascar,MDG,MDG,20210119
0.201834,0.004608,7566.0,Malaysia,MYS,MYS,20210119
0.284959,0.029578,233.0,Mali,MLI,MLI,20210119
0.136606,0.001334,66032.0,Mexico,MEX,MEX,20210119
0.057498,0.008644,726.0,Moldova,MDA,MDA,20210119
0.188323,0.010528,1376.0,Morocco,MAR,MAR,20210119
0.223123,0.016409,647.0,Mozambique,MOZ,MOZ,20210119
0.354432,0.010955,1907.0,Myanmar,MMR,MMR,20210119
0.132806,0.008534,1580.0,Nepal,NPL,NPL,20210119
0.108665,0.002558,14809.0,Netherlands,NLD,NLD,20210119
0.143558,0.005338,4347.0,New Zealand,NZL,NZL,20210119
0.106372,0.007875,1539.0,Nicaragua,NIC,NIC,20210119
0.158884,0.005743,4066.0,Nigeria,NGA,NGA,20210119
0.143433,0.003717,8888.0,Norway,NOR,NOR,20210119
0.204617,0.025739,245.0,Oman,OMN,OMN,20210119
0.169044,0.006391,3435.0,Pakistan,PAK,PAK,20210119
0.120817,0.011649,808.0,Palestine,PSE,PSE,20210119
0.097676,0.007383,1617.0,Panama,PAN,PAN,20210119
0.095959,0.007357,1634.0,Paraguay,PRY,PRY,20210119
0.106176,0.00344,7986.0,Peru,PER,PER,20210119
0.139099,0.003309,10835.0,Philippines,PHL,PHL,20210119
0.07475,0.002654,9774.0,Poland,POL,POL,20210119
0.172356,0.003286,13112.0,Portugal,PRT,PRT,20210119
0.182662,0.006551,3614.0,"Puerto Rico, U.S.",PRI,PRI,20210119
0.21539,0.020929,403.0,Qatar,QAT,QAT,20210119
0.080089,0.003034,8003.0,Romania,ROU,ROU,20210119
0.050411,0.002332,8742.0,Russia,RUS,RUS,20210119
0.196452,0.00923,1843.0,Saudi Arabia,SAU,SAU,20210119
0.219935,0.027532,230.0,Senegal,SEN,SEN,20210119
0.04447,0.003716,3060.0,Serbia,SRB,SRB,20210119
0.189189,0.011184,1249.0,Singapore,SGP,SGP,20210119
0.117765,0.005164,3912.0,Slovakia,SVK,SVK,20210119
0.065446,0.006154,1613.0,Slovenia,SVN,SVN,20210119
0.120867,0.003572,8336.0,South Africa,ZAF,ZAF,20210119
0.1374,0.004831,5063.0,South Korea,KOR,KOR,20210119
0.122244,0.002168,22871.0,Spain,ESP,ESP,20210119
0.113579,0.010414,914.0,Sri Lanka,LKA,LKA,20210119
0.197383,0.01175,1169.0,Sudan,SDN,SDN,20210119
0.171176,0.002564,21784.0,Sweden,SWE,SWE,20210119
0.097322,0.004112,5239.0,Switzerland,CHE,CHE,20210119
0.09915,0.002541,13872.0,Taiwan,TWN,TWN,20210119
0.219234,0.024571,278.0,Tanzania,TZA,TZA,20210119
0.154923,0.002711,17797.0,Thailand,THA,THA,20210119
0.170711,0.007683,2420.0,Tunisia,TUN,TUN,20210119
0.097109,0.003069,9299.0,Turkey,TUR,TUR,20210119
0.038708,0.001888,10394.0,Ukraine,UKR,UKR,20210119
0.187389,0.008122,2324.0,United Arab Emirates,ARE,ARE,20210119
0.150861,0.002381,22552.0,United Kingdom,GBR,GBR,20210119
0.104016,0.004758,4122.0,Uruguay,URY,URY,20210119
0.092015,0.01247,539.0,Uzbekistan,UZB,UZB,20210119
0.099405,0.004469,4511.0,Venezuela,VEN,VEN,20210119
0.323096,0.004797,9557.0,Vietnam,VNM,VNM,20210119
0.1633,0.018979,390.0,Yemen,YEM,YEM,20210119
0.21562,0.016144,656.0,Afghanistan,AFG,AFG,20210120
0.163235,0.017196,468.0,Albania,ALB,ALB,20210120
0.170381,0.008317,2040.0,Algeria,DZA,DZA,20210120
0.223472,0.022486,333.0,Angola,AGO,AGO,20210120
0.105007,0.002345,17128.0,Argentina,ARG,ARG,20210120
0.100582,0.019202,242.0,Armenia,ARM,ARM,20210120
0.107014,0.002897,11653.0,Australia,AUS,AUS,20210120
0.092108,0.003779,5967.0,Austria,AUT,AUT,20210120
0.071694,0.011605,502.0,Azerbaijan,AZE,AZE,20210120
0.202187,0.007841,2639.0,Bangladesh,BGD,BGD,20210120
0.021229,0.003537,1682.0,Belarus,BLR,BLR,20210120
0.08611,0.003758,5642.0,Belgium,BEL,BEL,20210120
0.204626,0.031902,161.0,Benin,BEN,BEN,20210120
0.085727,0.004016,4916.0,Bolivia,BOL,BOL,20210120
0.044307,0.006849,934.0,Bosnia and Herzegovina,BIH,BIH,20210120
0.143418,0.001145,93637.0,Brazil,BRA,BRA,20210120
0.069094,0.004608,3115.0,Bulgaria,BGR,BGR,20210120
0.239513,0.02885,217.0,Burkina Faso,BFA,BFA,20210120
0.157258,0.021179,302.0,Cambodia,KHM,KHM,20210120
0.162622,0.022463,274.0,Cameroon,CMR,CMR,20210120
0.12138,0.002374,18968.0,Canada,CAN,CAN,20210120
0.076375,0.002801,8997.0,Chile,CHL,CHL,20210120
0.092969,0.002157,18129.0,Colombia,COL,COL,20210120
0.153576,0.006643,2980.0,Costa Rica,CRI,CRI,20210120
0.286685,0.019658,536.0,C̫te d'Ivoire,CIV,CIV,20210120
0.042884,0.004086,2447.0,Croatia,HRV,HRV,20210120
0.081763,0.003552,5977.0,Czech Republic,CZE,CZE,20210120
0.20652,0.02743,224.0,Democratic Republic of the Congo,COD,COD,20210120
0.179916,0.003893,9788.0,Denmark,DNK,DNK,20210120
0.10407,0.006254,2380.0,Dominican Republic,DOM,DOM,20210120
0.081381,0.003483,6178.0,Ecuador,ECU,ECU,20210120
0.155518,0.004191,7489.0,Egypt,EGY,EGY,20210120
0.108121,0.005813,2864.0,El Salvador,SLV,SLV,20210120
0.173177,0.01685,508.0,Ethiopia,ETH,ETH,20210120
0.186576,0.007871,2471.0,Finland,FIN,FIN,20210120
0.092994,0.001653,30993.0,France,FRA,FRA,20210120
0.097249,0.001586,34923.0,Germany,DEU,DEU,20210120
0.117285,0.008921,1299.0,Ghana,GHA,GHA,20210120
0.0685,0.003745,4600.0,Greece,GRC,GRC,20210120
0.108707,0.006003,2688.0,Guatemala,GTM,GTM,20210120
0.232636,0.037955,129.0,Guinea,GIN,GIN,20210120
0.209795,0.02788,221.0,Haiti,HTI,HTI,20210120
0.089937,0.006175,2113.0,Honduras,HND,HND,20210120
0.112568,0.008361,1456.0,Hong Kong,HKG,HKG,20210120
0.058319,0.002274,10661.0,Hungary,HUN,HUN,20210120
0.190805,0.003024,16888.0,India,IND,IND,20210120
0.165574,0.003181,13655.0,Indonesia,IDN,IDN,20210120
0.138676,0.006379,2960.0,Iraq,IRQ,IRQ,20210120
0.143772,0.00475,5643.0,Ireland,IRL,IRL,20210120
0.097501,0.006031,2466.0,Israel,ISR,ISR,20210120
0.13644,0.001917,32150.0,Italy,ITA,ITA,20210120
0.135461,0.001334,65820.0,Japan,JPN,JPN,20210120
0.122277,0.007374,2014.0,Jordan,JOR,JOR,20210120
0.055361,0.007319,991.0,Kazakhstan,KAZ,KAZ,20210120
0.143763,0.007092,2442.0,Kenya,KEN,KEN,20210120
0.184517,0.018649,441.0,Kuwait,KWT,KWT,20210120
0.084241,0.013944,389.0,Kyrgyzstan,KGZ,KGZ,20210120
0.212769,0.02928,196.0,Laos,LAO,LAO,20210120
0.08081,0.006687,1746.0,Lebanon,LBN,LBN,20210120
0.212908,0.011081,1381.0,Libya,LBY,LBY,20210120
0.147706,0.032135,125.0,Madagascar,MDG,MDG,20210120
0.189421,0.004488,7627.0,Malaysia,MYS,MYS,20210120
0.319756,0.031205,236.0,Mali,MLI,MLI,20210120
0.128401,0.0013,66289.0,Mexico,MEX,MEX,20210120
0.057151,0.008622,726.0,Moldova,MDA,MDA,20210120
0.174106,0.010035,1425.0,Morocco,MAR,MAR,20210120
0.219171,0.016086,665.0,Mozambique,MOZ,MOZ,20210120
0.336426,0.010726,1948.0,Myanmar,MMR,MMR,20210120
0.12829,0.008315,1622.0,Nepal,NPL,NPL,20210120
0.103585,0.002512,14748.0,Netherlands,NLD,NLD,20210120
0.139294,0.005278,4329.0,New Zealand,NZL,NZL,20210120
0.101044,0.007795,1506.0,Nicaragua,NIC,NIC,20210120
0.147957,0.005595,4028.0,Nigeria,NGA,NGA,20210120
0.136453,0.003673,8739.0,Norway,NOR,NOR,20210120
0.179287,0.024336,255.0,Oman,OMN,OMN,20210120
0.16357,0.006309,3432.0,Pakistan,PAK,PAK,20210120
0.113804,0.011618,784.0,Palestine,PSE,PSE,20210120
0.106265,0.007723,1578.0,Panama,PAN,PAN,20210120
0.0708,0.006421,1599.0,Paraguay,PRY,PRY,20210120
0.097935,0.003322,8034.0,Peru,PER,PER,20210120
0.130206,0.00325,10727.0,Philippines,PHL,PHL,20210120
0.071477,0.00262,9654.0,Poland,POL,POL,20210120
0.161218,0.003164,13550.0,Portugal,PRT,PRT,20210120
0.175561,0.006491,3592.0,"Puerto Rico, U.S.",PRI,PRI,20210120
0.203189,0.020751,392.0,Qatar,QAT,QAT,20210120
0.078738,0.003018,7961.0,Romania,ROU,ROU,20210120
0.043585,0.002184,8694.0,Russia,RUS,RUS,20210120
0.189984,0.009129,1836.0,Saudi Arabia,SAU,SAU,20210120
0.21314,0.027543,224.0,Senegal,SEN,SEN,20210120
0.041722,0.003593,3083.0,Serbia,SRB,SRB,20210120
0.179648,0.011004,1233.0,Singapore,SGP,SGP,20210120
0.119303,0.005261,3812.0,Slovakia,SVK,SVK,20210120
0.055996,0.005744,1598.0,Slovenia,SVN,SVN,20210120
0.110635,0.003474,8178.0,South Africa,ZAF,ZAF,20210120
0.128862,0.004733,5012.0,South Korea,KOR,KOR,20210120
0.121165,0.002158,22898.0,Spain,ESP,ESP,20210120
0.087992,0.0092,932.0,Sri Lanka,LKA,LKA,20210120
0.184465,0.01149,1163.0,Sudan,SDN,SDN,20210120
0.168285,0.002558,21607.0,Sweden,SWE,SWE,20210120
0.09251,0.004024,5239.0,Switzerland,CHE,CHE,20210120
0.098708,0.002483,14475.0,Taiwan,TWN,TWN,20210120
0.221342,0.024998,270.0,Tanzania,TZA,TZA,20210120
0.141806,0.002653,17252.0,Thailand,THA,THA,20210120
0.173283,0.007812,2367.0,Tunisia,TUN,TUN,20210120
0.096192,0.003075,9205.0,Turkey,TUR,TUR,20210120
0.033931,0.001782,10343.0,Ukraine,UKR,UKR,20210120
0.189006,0.008128,2346.0,United Arab Emirates,ARE,ARE,20210120
0.144849,0.002359,22246.0,United Kingdom,GBR,GBR,20210120
0.100838,0.004738,4056.0,Uruguay,URY,URY,20210120
0.091766,0.012523,532.0,Uzbekistan,UZB,UZB,20210120
0.091939,0.004314,4526.0,Venezuela,VEN,VEN,20210120
0.313009,0.004682,9845.0,Vietnam,VNM,VNM,20210120
0.152214,0.018041,409.0,Yemen,YEM,YEM,20210120
0.210863,0.015862,669.0,Afghanistan,AFG,AFG,20210121
0.141293,0.016228,463.0,Albania,ALB,ALB,20210121
0.169197,0.008336,2023.0,Algeria,DZA,DZA,20210121
0.2154,0.022275,328.0,Angola,AGO,AGO,20210121
0.106684,0.002353,17246.0,Argentina,ARG,ARG,20210121
0.110787,0.019864,252.0,Armenia,ARM,ARM,20210121
0.108673,0.002938,11471.0,Australia,AUS,AUS,20210121
0.091454,0.00379,5890.0,Austria,AUT,AUT,20210121
0.066743,0.011319,493.0,Azerbaijan,AZE,AZE,20210121
0.199392,0.007754,2667.0,Bangladesh,BGD,BGD,20210121
0.019739,0.003437,1665.0,Belarus,BLR,BLR,20210121
0.084959,0.003757,5604.0,Belgium,BEL,BEL,20210121
0.204239,0.0323,155.0,Benin,BEN,BEN,20210121
0.085422,0.004039,4852.0,Bolivia,BOL,BOL,20210121
0.043689,0.007017,884.0,Bosnia and Herzegovina,BIH,BIH,20210121
0.143171,0.001153,92278.0,Brazil,BRA,BRA,20210121
0.071257,0.004661,3127.0,Bulgaria,BGR,BGR,20210121
0.247198,0.029678,211.0,Burkina Faso,BFA,BFA,20210121
0.170549,0.022018,301.0,Cambodia,KHM,KHM,20210121
0.143079,0.020188,300.0,Cameroon,CMR,CMR,20210121
0.119372,0.002373,18715.0,Canada,CAN,CAN,20210121
0.075706,0.002797,8946.0,Chile,CHL,CHL,20210121
0.096031,0.002195,18042.0,Colombia,COL,COL,20210121
0.149383,0.006616,2948.0,Costa Rica,CRI,CRI,20210121
0.266558,0.018682,561.0,C̫te d'Ivoire,CIV,CIV,20210121
0.036294,0.00376,2440.0,Croatia,HRV,HRV,20210121
0.078645,0.003499,5932.0,Czech Republic,CZE,CZE,20210121
0.18961,0.026216,225.0,Democratic Republic of the Congo,COD,COD,20210121
0.181885,0.003938,9654.0,Denmark,DNK,DNK,20210121
0.110707,0.006492,2346.0,Dominican Republic,DOM,DOM,20210121
0.079692,0.003464,6165.0,Ecuador,ECU,ECU,20210121
0.156297,0.004255,7294.0,Egypt,EGY,EGY,20210121
0.108901,0.005757,2936.0,El Salvador,SLV,SLV,20210121
0.17605,0.017073,499.0,Ethiopia,ETH,ETH,20210121
0.186246,0.00784,2483.0,Finland,FIN,FIN,20210121
0.091755,0.001643,30992.0,France,FRA,FRA,20210121
0.094955,0.001573,34726.0,Germany,DEU,DEU,20210121
0.119674,0.008833,1347.0,Ghana,GHA,GHA,20210121
0.067666,0.003765,4492.0,Greece,GRC,GRC,20210121
0.11944,0.006262,2691.0,Guatemala,GTM,GTM,20210121
0.257367,0.038526,133.0,Guinea,GIN,GIN,20210121
0.213256,0.027905,215.0,Haiti,HTI,HTI,20210121
0.07917,0.005902,2054.0,Honduras,HND,HND,20210121
0.112784,0.008328,1473.0,Hong Kong,HKG,HKG,20210121
0.058054,0.002279,10543.0,Hungary,HUN,HUN,20210121
0.19095,0.002997,17201.0,India,IND,IND,20210121
0.163663,0.003189,13460.0,Indonesia,IDN,IDN,20210121
0.13474,0.006405,2873.0,Iraq,IRQ,IRQ,20210121
0.140405,0.004817,5510.0,Ireland,IRL,IRL,20210121
0.092893,0.005942,2421.0,Israel,ISR,ISR,20210121
0.132953,0.0019,31979.0,Italy,ITA,ITA,20210121
0.134369,0.001331,65673.0,Japan,JPN,JPN,20210121
0.120544,0.007284,2031.0,Jordan,JOR,JOR,20210121
0.054747,0.00724,1005.0,Kazakhstan,KAZ,KAZ,20210121
0.141206,0.007029,2446.0,Kenya,KEN,KEN,20210121
0.192796,0.019019,439.0,Kuwait,KWT,KWT,20210121
0.08769,0.01403,404.0,Kyrgyzstan,KGZ,KGZ,20210121
0.207387,0.028391,208.0,Laos,LAO,LAO,20210121
0.086906,0.00691,1744.0,Lebanon,LBN,LBN,20210121
0.211236,0.011032,1383.0,Libya,LBY,LBY,20210121
0.161867,0.033923,124.0,Madagascar,MDG,MDG,20210121
0.183104,0.004433,7619.0,Malaysia,MYS,MYS,20210121
0.320162,0.031788,226.0,Mali,MLI,MLI,20210121
0.128179,0.001291,67073.0,Mexico,MEX,MEX,20210121
0.06029,0.008975,706.0,Moldova,MDA,MDA,20210121
0.163793,0.009805,1421.0,Morocco,MAR,MAR,20210121
0.21695,0.015916,674.0,Mozambique,MOZ,MOZ,20210121
0.342101,0.010744,1954.0,Myanmar,MMR,MMR,20210121
0.13843,0.008522,1645.0,Nepal,NPL,NPL,20210121
0.101418,0.002498,14625.0,Netherlands,NLD,NLD,20210121
0.136339,0.005294,4258.0,New Zealand,NZL,NZL,20210121
0.099069,0.007677,1525.0,Nicaragua,NIC,NIC,20210121
0.139156,0.005488,3983.0,Nigeria,NGA,NGA,20210121
0.135901,0.003705,8555.0,Norway,NOR,NOR,20210121
0.160505,0.023352,246.0,Oman,OMN,OMN,20210121
0.164049,0.006308,3442.0,Pakistan,PAK,PAK,20210121
0.126947,0.012297,772.0,Palestine,PSE,PSE,20210121
0.099715,0.007519,1562.0,Panama,PAN,PAN,20210121
0.07156,0.006406,1612.0,Paraguay,PRY,PRY,20210121
0.096891,0.003292,8120.0,Peru,PER,PER,20210121
0.129112,0.003276,10476.0,Philippines,PHL,PHL,20210121
0.069853,0.002616,9480.0,Poland,POL,POL,20210121
0.160851,0.003151,14183.0,Portugal,PRT,PRT,20210121
0.174915,0.006446,3595.0,"Puerto Rico, U.S.",PRI,PRI,20210121
0.195425,0.020177,399.0,Qatar,QAT,QAT,20210121
0.078448,0.003027,7891.0,Romania,ROU,ROU,20210121
0.043473,0.002191,8619.0,Russia,RUS,RUS,20210121
0.202205,0.0093,1856.0,Saudi Arabia,SAU,SAU,20210121
0.208999,0.027218,226.0,Senegal,SEN,SEN,20210121
0.041512,0.003605,3047.0,Serbia,SRB,SRB,20210121
0.178666,0.010892,1255.0,Singapore,SGP,SGP,20210121
0.11778,0.005292,3719.0,Slovakia,SVK,SVK,20210121
0.057703,0.005859,1577.0,Slovenia,SVN,SVN,20210121
0.110131,0.003483,8109.0,South Africa,ZAF,ZAF,20210121
0.125098,0.004698,4977.0,South Korea,KOR,KOR,20210121
0.119957,0.002152,22825.0,Spain,ESP,ESP,20210121
0.08901,0.009226,936.0,Sri Lanka,LKA,LKA,20210121
0.187791,0.011537,1164.0,Sudan,SDN,SDN,20210121
0.171244,0.002642,21414.0,Sweden,SWE,SWE,20210121
0.093943,0.004088,5145.0,Switzerland,CHE,CHE,20210121
0.102141,0.002485,14885.0,Taiwan,TWN,TWN,20210121
0.218246,0.024132,287.0,Tanzania,TZA,TZA,20210121
0.137542,0.002655,16798.0,Thailand,THA,THA,20210121
0.177323,0.007879,2362.0,Tunisia,TUN,TUN,20210121
0.092147,0.003035,9068.0,Turkey,TUR,TUR,20210121
0.036688,0.001841,10432.0,Ukraine,UKR,UKR,20210121
0.184671,0.008002,2381.0,United Arab Emirates,ARE,ARE,20210121
0.145732,0.002378,22005.0,United Kingdom,GBR,GBR,20210121
0.098445,0.004709,4027.0,Uruguay,URY,URY,20210121
0.096577,0.012612,552.0,Uzbekistan,UZB,UZB,20210121
0.091646,0.004328,4491.0,Venezuela,VEN,VEN,20210121
0.305234,0.004612,9992.0,Vietnam,VNM,VNM,20210121
0.155209,0.018215,415.0,Yemen,YEM,YEM,20210121
0.198719,0.016237,648.0,Afghanistan,AFG,AFG,20210122
0.138856,0.016432,444.0,Albania,ALB,ALB,20210122
0.173856,0.008479,1994.0,Algeria,DZA,DZA,20210122
0.220349,0.022728,321.0,Angola,AGO,AGO,20210122
0.110256,0.002389,17223.0,Argentina,ARG,ARG,20210122
0.110591,0.019858,251.0,Armenia,ARM,ARM,20210122
0.109215,0.002994,11117.0,Australia,AUS,AUS,20210122
0.090615,0.003782,5824.0,Austria,AUT,AUT,20210122
0.069617,0.011478,496.0,Azerbaijan,AZE,AZE,20210122
0.191929,0.007685,2741.0,Bangladesh,BGD,BGD,20210122
0.019332,0.00345,1619.0,Belarus,BLR,BLR,20210122
0.083663,0.003736,5548.0,Belgium,BEL,BEL,20210122
0.174357,0.033359,133.0,Benin,BEN,BEN,20210122
0.085155,0.004028,4849.0,Bolivia,BOL,BOL,20210122
0.047556,0.00749,850.0,Bosnia and Herzegovina,BIH,BIH,20210122
0.141448,0.001164,89705.0,Brazil,BRA,BRA,20210122
0.069453,0.004617,3097.0,Bulgaria,BGR,BGR,20210122
0.192591,0.025851,220.0,Burkina Faso,BFA,BFA,20210122
0.164996,0.021712,305.0,Cambodia,KHM,KHM,20210122
0.154239,0.020309,313.0,Cameroon,CMR,CMR,20210122
0.115291,0.002355,18465.0,Canada,CAN,CAN,20210122
0.075983,0.002796,8983.0,Chile,CHL,CHL,20210122
0.097135,0.002213,17933.0,Colombia,COL,COL,20210122
0.147137,0.0066,2904.0,Costa Rica,CRI,CRI,20210122
0.251271,0.018255,568.0,C̫te d'Ivoire,CIV,CIV,20210122
0.032043,0.003583,2379.0,Croatia,HRV,HRV,20210122
0.076957,0.003487,5854.0,Czech Republic,CZE,CZE,20210122
0.188318,0.026228,224.0,Democratic Republic of the Congo,COD,COD,20210122
0.183543,0.004014,9359.0,Denmark,DNK,DNK,20210122
0.111019,0.006598,2278.0,Dominican Republic,DOM,DOM,20210122
0.078598,0.003444,6157.0,Ecuador,ECU,ECU,20210122
0.156609,0.004313,7166.0,Egypt,EGY,EGY,20210122
0.105003,0.005646,2958.0,El Salvador,SLV,SLV,20210122
0.180798,0.017683,519.0,Ethiopia,ETH,ETH,20210122
0.187475,0.007976,2416.0,Finland,FIN,FIN,20210122
0.091822,0.001645,30937.0,France,FRA,FRA,20210122
0.093959,0.001581,34052.0,Germany,DEU,DEU,20210122
0.120134,0.008611,1420.0,Ghana,GHA,GHA,20210122
0.069032,0.003828,4407.0,Greece,GRC,GRC,20210122
0.114317,0.006094,2746.0,Guatemala,GTM,GTM,20210122
0.26906,0.039493,130.0,Guinea,GIN,GIN,20210122
0.208854,0.027276,225.0,Haiti,HTI,HTI,20210122
0.072576,0.005666,2082.0,Honduras,HND,HND,20210122
0.115252,0.00846,1459.0,Hong Kong,HKG,HKG,20210122
0.057531,0.002284,10408.0,Hungary,HUN,HUN,20210122
0.189064,0.002999,17810.0,India,IND,IND,20210122
0.15886,0.003173,13368.0,Indonesia,IDN,IDN,20210122
0.129745,0.006372,2826.0,Iraq,IRQ,IRQ,20210122
0.140429,0.004874,5378.0,Ireland,IRL,IRL,20210122
0.097616,0.006188,2352.0,Israel,ISR,ISR,20210122
0.13314,0.001916,31472.0,Italy,ITA,ITA,20210122
0.131753,0.001331,64563.0,Japan,JPN,JPN,20210122
0.123803,0.007446,1968.0,Jordan,JOR,JOR,20210122
0.052907,0.007112,1017.0,Kazakhstan,KAZ,KAZ,20210122
0.139727,0.006977,2462.0,Kenya,KEN,KEN,20210122
0.214668,0.019956,430.0,Kuwait,KWT,KWT,20210122
0.078785,0.013821,390.0,Kyrgyzstan,KGZ,KGZ,20210122
0.218961,0.028842,213.0,Laos,LAO,LAO,20210122
0.087058,0.006881,1709.0,Lebanon,LBN,LBN,20210122
0.205923,0.010998,1367.0,Libya,LBY,LBY,20210122
0.135307,0.031428,124.0,Madagascar,MDG,MDG,20210122
0.180145,0.004438,7524.0,Malaysia,MYS,MYS,20210122
0.314117,0.031706,226.0,Mali,MLI,MLI,20210122
0.128161,0.001285,67683.0,Mexico,MEX,MEX,20210122
0.049252,0.008078,703.0,Moldova,MDA,MDA,20210122
0.153505,0.009458,1462.0,Morocco,MAR,MAR,20210122
0.235444,0.015957,696.0,Mozambique,MOZ,MOZ,20210122
0.340413,0.010883,1927.0,Myanmar,MMR,MMR,20210122
0.132894,0.008433,1631.0,Nepal,NPL,NPL,20210122
0.101595,0.002524,14342.0,Netherlands,NLD,NLD,20210122
0.140088,0.005409,4176.0,New Zealand,NZL,NZL,20210122
0.099556,0.007767,1497.0,Nicaragua,NIC,NIC,20210122
0.135562,0.00547,3984.0,Nigeria,NGA,NGA,20210122
0.137488,0.00376,8389.0,Norway,NOR,NOR,20210122
0.154234,0.023405,236.0,Oman,OMN,OMN,20210122
0.165532,0.006305,3535.0,Pakistan,PAK,PAK,20210122
0.122875,0.012078,759.0,Palestine,PSE,PSE,20210122
0.092502,0.007295,1563.0,Panama,PAN,PAN,20210122
0.073913,0.006483,1615.0,Paraguay,PRY,PRY,20210122
0.093182,0.003219,8232.0,Peru,PER,PER,20210122
0.128686,0.003294,10339.0,Philippines,PHL,PHL,20210122
0.071173,0.002649,9422.0,Poland,POL,POL,20210122
0.165728,0.003144,14600.0,Portugal,PRT,PRT,20210122
0.178819,0.00641,3697.0,"Puerto Rico, U.S.",PRI,PRI,20210122
0.202478,0.020822,401.0,Qatar,QAT,QAT,20210122
0.078873,0.003046,7811.0,Romania,ROU,ROU,20210122
0.040684,0.002165,8408.0,Russia,RUS,RUS,20210122
0.198136,0.009161,1895.0,Saudi Arabia,SAU,SAU,20210122
0.184471,0.026909,212.0,Senegal,SEN,SEN,20210122
0.041419,0.003627,2993.0,Serbia,SRB,SRB,20210122
0.168572,0.010493,1285.0,Singapore,SGP,SGP,20210122
0.117136,0.005335,3643.0,Slovakia,SVK,SVK,20210122
0.057418,0.005924,1539.0,Slovenia,SVN,SVN,20210122
0.113905,0.003534,8127.0,South Africa,ZAF,ZAF,20210122
0.12599,0.004754,4894.0,South Korea,KOR,KOR,20210122
0.121821,0.002169,22766.0,Spain,ESP,ESP,20210122
0.095688,0.009551,931.0,Sri Lanka,LKA,LKA,20210122
0.182172,0.011797,1115.0,Sudan,SDN,SDN,20210122
0.171481,0.002655,21240.0,Sweden,SWE,SWE,20210122
0.094533,0.004097,5147.0,Switzerland,CHE,CHE,20210122
0.100608,0.00244,15227.0,Taiwan,TWN,TWN,20210122
