smoothed_hesitant_sideeffects,smoothed_hesitant_sideeffects_se,sample_size,country,iso_code,gid_0,survey_date
0.161976,0.016043,578.0,Ethiopia,ETH,ETH,20210122
0.110024,0.006324,2467.0,Finland,FIN,FIN,20210122
0.287364,0.002506,32665.0,France,FRA,FRA,20210122
0.20164,0.002147,34954.0,Germany,DEU,DEU,20210122
0.350088,0.012401,1484.0,Ghana,GHA,GHA,20210122
0.174105,0.005481,4795.0,Greece,GRC,GRC,20210122
0.179011,0.007034,2983.0,Guatemala,GTM,GTM,20210122
0.141517,0.028104,160.0,Guinea,GIN,GIN,20210122
0.487228,0.029588,273.0,Haiti,HTI,HTI,20210122
0.189624,0.008093,2352.0,Honduras,HND,HND,20210122
0.342464,0.012273,1518.0,Hong Kong,HKG,HKG,20210122
0.213875,0.003845,11372.0,Hungary,HUN,HUN,20210122
0.184515,0.002902,18517.0,India,IND,IND,20210122
0.188405,0.003295,14151.0,Indonesia,IDN,IDN,20210122
0.291831,0.008195,3082.0,Iraq,IRQ,IRQ,20210122
0.118798,0.004412,5600.0,Ireland,IRL,IRL,20210122
0.283735,0.009112,2497.0,Israel,ISR,ISR,20210122
0.106867,0.001698,33149.0,Italy,ITA,ITA,20210122
0.243676,0.00169,64565.0,Japan,JPN,JPN,20210122
0.370772,0.010596,2101.0,Jordan,JOR,JOR,20210122
0.548548,0.014693,1146.0,Kazakhstan,KAZ,KAZ,20210122
0.248021,0.008436,2633.0,Kenya,KEN,KEN,20210122
0.217334,0.020016,447.0,Kuwait,KWT,KWT,20210122
0.433753,0.024178,434.0,Kyrgyzstan,KGZ,KGZ,20210122
0.091789,0.020066,227.0,Laos,LAO,LAO,20210122
0.292704,0.010766,1806.0,Lebanon,LBN,LBN,20210122
0.209264,0.010447,1519.0,Libya,LBY,LBY,20210122
0.392523,0.039984,138.0,Madagascar,MDG,MDG,20210122
0.240252,0.004877,7707.0,Malaysia,MYS,MYS,20210122
0.235987,0.02591,272.0,Mali,MLI,MLI,20210122
0.103477,0.001143,70999.0,Mexico,MEX,MEX,20210122
0.415072,0.017287,812.0,Moldova,MDA,MDA,20210122
0.278901,0.011329,1574.0,Morocco,MAR,MAR,20210122
0.224737,0.014803,801.0,Mozambique,MOZ,MOZ,20210122
0.099973,0.006668,2076.0,Myanmar,MMR,MMR,20210122
0.152071,0.008657,1736.0,Nepal,NPL,NPL,20210122
0.14198,0.002893,14611.0,Netherlands,NLD,NLD,20210122
0.200134,0.006159,4246.0,New Zealand,NZL,NZL,20210122
0.181655,0.009378,1704.0,Nicaragua,NIC,NIC,20210122
0.292574,0.007019,4287.0,Nigeria,NGA,NGA,20210122
0.101848,0.003212,8839.0,Norway,NOR,NOR,20210122
0.216151,0.02576,251.0,Oman,OMN,OMN,20210122
0.20623,0.006665,3747.0,Pakistan,PAK,PAK,20210122
0.327036,0.016626,792.0,Palestine,PSE,PSE,20210122
0.182882,0.009177,1765.0,Panama,PAN,PAN,20210122
0.263113,0.010575,1743.0,Paraguay,PRY,PRY,20210122
0.210332,0.004294,9080.0,Peru,PER,PER,20210122
0.349407,0.004637,10578.0,Philippines,PHL,PHL,20210122
0.229899,0.004132,10350.0,Poland,POL,POL,20210122
0.141857,0.002826,15653.0,Portugal,PRT,PRT,20210122
0.127452,0.005355,3955.0,"Puerto Rico, U.S.",PRI,PRI,20210122
0.165516,0.019253,423.0,Qatar,QAT,QAT,20210122
0.195749,0.004206,8897.0,Romania,ROU,ROU,20210122
0.464398,0.005241,9156.0,Russia,RUS,RUS,20210122
0.218763,0.009249,2004.0,Saudi Arabia,SAU,SAU,20210122
0.418256,0.031462,250.0,Senegal,SEN,SEN,20210122
0.286097,0.007876,3294.0,Serbia,SRB,SRB,20210122
0.205743,0.01124,1310.0,Singapore,SGP,SGP,20210122
0.182015,0.006122,3979.0,Slovakia,SVK,SVK,20210122
0.260651,0.010799,1663.0,Slovenia,SVN,SVN,20210122
0.341849,0.005169,8452.0,South Africa,ZAF,ZAF,20210122
0.232839,0.005986,5006.0,South Korea,KOR,KOR,20210122
0.115924,0.002092,23420.0,Spain,ESP,ESP,20210122
0.225134,0.013365,971.0,Sri Lanka,LKA,LKA,20210122
0.231943,0.012135,1206.0,Sudan,SDN,SDN,20210122
0.105177,0.002115,22044.0,Sweden,SWE,SWE,20210122
0.269556,0.006107,5337.0,Switzerland,CHE,CHE,20210122
0.271085,0.003554,15695.0,Taiwan,TWN,TWN,20210122
0.244638,0.024049,337.0,Tanzania,TZA,TZA,20210122
0.169612,0.002911,16609.0,Thailand,THA,THA,20210122
0.413478,0.009705,2576.0,Tunisia,TUN,TUN,20210122
0.265693,0.004417,10009.0,Turkey,TUR,TUR,20210122
0.439205,0.004641,11470.0,Ukraine,UKR,UKR,20210122
0.151979,0.007221,2481.0,United Arab Emirates,ARE,ARE,20210122
0.088294,0.001916,21949.0,United Kingdom,GBR,GBR,20210122
0.280576,0.006728,4515.0,Uruguay,URY,URY,20210122
0.37746,0.019578,616.0,Uzbekistan,UZB,UZB,20210122
0.271278,0.006059,5400.0,Venezuela,VEN,VEN,20210122
0.130714,0.003221,10931.0,Vietnam,VNM,VNM,20210122
0.184915,0.018347,472.0,Yemen,YEM,YEM,20210122
0.171017,0.014083,761.0,Afghanistan,AFG,AFG,20210123
0.298593,0.021038,501.0,Albania,ALB,ALB,20210123
0.446211,0.010368,2308.0,Algeria,DZA,DZA,20210123
0.197625,0.019766,412.0,Angola,AGO,AGO,20210123
0.229145,0.003062,18890.0,Argentina,ARG,ARG,20210123
0.424155,0.030521,277.0,Armenia,ARM,ARM,20210123
0.190037,0.003774,11015.0,Australia,AUS,AUS,20210123
0.226304,0.005434,5971.0,Austria,AUT,AUT,20210123
0.466038,0.021376,553.0,Azerbaijan,AZE,AZE,20210123
0.21896,0.007717,2982.0,Bangladesh,BGD,BGD,20210123
0.511993,0.012124,1714.0,Belarus,BLR,BLR,20210123
0.17956,0.005104,5683.0,Belgium,BEL,BEL,20210123
0.370209,0.039368,161.0,Benin,BEN,BEN,20210123
0.256869,0.005984,5359.0,Bolivia,BOL,BOL,20210123
0.277142,0.015153,903.0,Bosnia and Herzegovina,BIH,BIH,20210123
0.139979,0.001128,94581.0,Brazil,BRA,BRA,20210123
0.36901,0.008379,3389.0,Bulgaria,BGR,BGR,20210123
0.418171,0.031781,247.0,Burkina Faso,BFA,BFA,20210123
0.163914,0.021224,309.0,Cambodia,KHM,KHM,20210123
0.514599,0.026433,355.0,Cameroon,CMR,CMR,20210123
0.154468,0.002669,18457.0,Canada,CAN,CAN,20210123
0.228851,0.004281,9620.0,Chile,CHL,CHL,20210123
0.204529,0.002874,19720.0,Colombia,COL,COL,20210123
0.12493,0.005993,3106.0,Costa Rica,CRI,CRI,20210123
0.370183,0.018865,663.0,C̫te d'Ivoire,CIV,CIV,20210123
0.229278,0.008617,2389.0,Croatia,HRV,HRV,20210123
0.186948,0.004832,6514.0,Czech Republic,CZE,CZE,20210123
0.409475,0.031134,257.0,Democratic Republic of the Congo,COD,COD,20210123
0.051988,0.00225,9844.0,Denmark,DNK,DNK,20210123
0.308683,0.009063,2623.0,Dominican Republic,DOM,DOM,20210123
0.283631,0.005498,6751.0,Ecuador,ECU,ECU,20210123
0.305058,0.005353,7480.0,Egypt,EGY,EGY,20210123
0.173708,0.006703,3214.0,El Salvador,SLV,SLV,20210123
0.168634,0.01643,594.0,Ethiopia,ETH,ETH,20210123
0.106673,0.006253,2460.0,Finland,FIN,FIN,20210123
0.292461,0.002518,32723.0,France,FRA,FRA,20210123
0.200412,0.00216,34401.0,Germany,DEU,DEU,20210123
0.357262,0.012171,1553.0,Ghana,GHA,GHA,20210123
0.174182,0.005476,4813.0,Greece,GRC,GRC,20210123
0.172712,0.00692,2994.0,Guatemala,GTM,GTM,20210123
0.151036,0.028561,173.0,Guinea,GIN,GIN,20210123
0.442749,0.029245,263.0,Haiti,HTI,HTI,20210123
0.183321,0.007913,2395.0,Honduras,HND,HND,20210123
0.339589,0.012145,1540.0,Hong Kong,HKG,HKG,20210123
0.210696,0.003836,11304.0,Hungary,HUN,HUN,20210123
0.186946,0.002938,19100.0,India,IND,IND,20210123
0.190974,0.003355,13904.0,Indonesia,IDN,IDN,20210123
0.29995,0.008317,3039.0,Iraq,IRQ,IRQ,20210123
0.116572,0.004418,5499.0,Ireland,IRL,IRL,20210123
0.287099,0.00931,2410.0,Israel,ISR,ISR,20210123
0.107677,0.001717,32629.0,Italy,ITA,ITA,20210123
0.240178,0.001684,64402.0,Japan,JPN,JPN,20210123
0.37506,0.010683,2072.0,Jordan,JOR,JOR,20210123
0.532798,0.01466,1162.0,Kazakhstan,KAZ,KAZ,20210123
0.249294,0.008459,2628.0,Kenya,KEN,KEN,20210123
0.219842,0.019817,454.0,Kuwait,KWT,KWT,20210123
0.430177,0.024218,435.0,Kyrgyzstan,KGZ,KGZ,20210123
0.121077,0.021395,243.0,Laos,LAO,LAO,20210123
0.283623,0.01075,1771.0,Lebanon,LBN,LBN,20210123
0.223781,0.010864,1475.0,Libya,LBY,LBY,20210123
0.434049,0.040847,137.0,Madagascar,MDG,MDG,20210123
0.239716,0.004903,7611.0,Malaysia,MYS,MYS,20210123
0.261645,0.025959,271.0,Mali,MLI,MLI,20210123
0.102584,0.001134,71536.0,Mexico,MEX,MEX,20210123
0.421417,0.017571,795.0,Moldova,MDA,MDA,20210123
0.27855,0.011291,1619.0,Morocco,MAR,MAR,20210123
0.22654,0.014844,805.0,Mozambique,MOZ,MOZ,20210123
0.098709,0.006667,2081.0,Myanmar,MMR,MMR,20210123
0.150725,0.008721,1744.0,Nepal,NPL,NPL,20210123
0.139147,0.002883,14458.0,Netherlands,NLD,NLD,20210123
0.20094,0.006145,4276.0,New Zealand,NZL,NZL,20210123
0.186993,0.009457,1719.0,Nicaragua,NIC,NIC,20210123
0.29531,0.007024,4364.0,Nigeria,NGA,NGA,20210123
0.102664,0.003205,8976.0,Norway,NOR,NOR,20210123
0.24677,0.027515,245.0,Oman,OMN,OMN,20210123
0.210918,0.006747,3840.0,Pakistan,PAK,PAK,20210123
0.345849,0.016976,780.0,Palestine,PSE,PSE,20210123
0.172944,0.009061,1748.0,Panama,PAN,PAN,20210123
0.263125,0.010606,1733.0,Paraguay,PRY,PRY,20210123
0.211811,0.004248,9309.0,Peru,PER,PER,20210123
0.351347,0.004677,10441.0,Philippines,PHL,PHL,20210123
0.231256,0.004169,10220.0,Poland,POL,POL,20210123
0.142807,0.002788,16162.0,Portugal,PRT,PRT,20210123
0.125496,0.005309,3975.0,"Puerto Rico, U.S.",PRI,PRI,20210123
0.17513,0.019254,437.0,Qatar,QAT,QAT,20210123
0.199989,0.004305,8663.0,Romania,ROU,ROU,20210123
0.467372,0.00531,8947.0,Russia,RUS,RUS,20210123
0.204283,0.00907,2000.0,Saudi Arabia,SAU,SAU,20210123
0.434687,0.031955,242.0,Senegal,SEN,SEN,20210123
0.286349,0.00799,3211.0,Serbia,SRB,SRB,20210123
0.215999,0.011451,1310.0,Singapore,SGP,SGP,20210123
0.183838,0.006196,3913.0,Slovakia,SVK,SVK,20210123
0.260944,0.010695,1695.0,Slovenia,SVN,SVN,20210123
0.341226,0.0052,8351.0,South Africa,ZAF,ZAF,20210123
0.241448,0.006047,5024.0,South Korea,KOR,KOR,20210123
0.113456,0.002059,23749.0,Spain,ESP,ESP,20210123
0.232254,0.013691,989.0,Sri Lanka,LKA,LKA,20210123
0.228248,0.012029,1217.0,Sudan,SDN,SDN,20210123
0.103615,0.002112,21839.0,Sweden,SWE,SWE,20210123
0.263477,0.006062,5341.0,Switzerland,CHE,CHE,20210123
0.270424,0.003524,15977.0,Taiwan,TWN,TWN,20210123
0.239524,0.022654,394.0,Tanzania,TZA,TZA,20210123
0.18137,0.003039,16111.0,Thailand,THA,THA,20210123
0.414886,0.009803,2526.0,Tunisia,TUN,TUN,20210123
0.270193,0.0045,9746.0,Turkey,TUR,TUR,20210123
0.442642,0.004712,11153.0,Ukraine,UKR,UKR,20210123
0.158041,0.007308,2503.0,United Arab Emirates,ARE,ARE,20210123
0.090295,0.001946,21705.0,United Kingdom,GBR,GBR,20210123
0.279666,0.006686,4563.0,Uruguay,URY,URY,20210123
0.359964,0.019081,637.0,Uzbekistan,UZB,UZB,20210123
0.272006,0.006077,5384.0,Venezuela,VEN,VEN,20210123
0.131588,0.003223,11030.0,Vietnam,VNM,VNM,20210123
0.180214,0.018481,474.0,Yemen,YEM,YEM,20210123
0.184483,0.014915,758.0,Afghanistan,AFG,AFG,20210124
0.314661,0.021807,503.0,Albania,ALB,ALB,20210124
0.456478,0.010442,2295.0,Algeria,DZA,DZA,20210124
0.198019,0.019359,428.0,Angola,AGO,AGO,20210124
0.226497,0.003052,18850.0,Argentina,ARG,ARG,20210124
0.415776,0.030707,272.0,Armenia,ARM,ARM,20210124
0.188472,0.003791,10872.0,Australia,AUS,AUS,20210124
0.218008,0.005428,5811.0,Austria,AUT,AUT,20210124
0.444639,0.021971,525.0,Azerbaijan,AZE,AZE,20210124
0.236883,0.00787,3087.0,Bangladesh,BGD,BGD,20210124
0.518444,0.012377,1642.0,Belarus,BLR,BLR,20210124
0.179058,0.005137,5575.0,Belgium,BEL,BEL,20210124
0.398503,0.042022,148.0,Benin,BEN,BEN,20210124
0.258202,0.006012,5314.0,Bolivia,BOL,BOL,20210124
0.285724,0.014965,920.0,Bosnia and Herzegovina,BIH,BIH,20210124
0.139386,0.001141,92124.0,Brazil,BRA,BRA,20210124
0.368931,0.00842,3357.0,Bulgaria,BGR,BGR,20210124
0.430032,0.031917,252.0,Burkina Faso,BFA,BFA,20210124
0.171889,0.021444,307.0,Cambodia,KHM,KHM,20210124
0.520378,0.025624,379.0,Cameroon,CMR,CMR,20210124
0.151275,0.00265,18387.0,Canada,CAN,CAN,20210124
0.227167,0.00428,9575.0,Chile,CHL,CHL,20210124
0.20319,0.002873,19630.0,Colombia,COL,COL,20210124
0.128998,0.006061,3074.0,Costa Rica,CRI,CRI,20210124
0.37553,0.018962,658.0,C̫te d'Ivoire,CIV,CIV,20210124
0.228375,0.008621,2385.0,Croatia,HRV,HRV,20210124
0.18608,0.004822,6519.0,Czech Republic,CZE,CZE,20210124
0.420656,0.032718,247.0,Democratic Republic of the Congo,COD,COD,20210124
0.050146,0.002228,9675.0,Denmark,DNK,DNK,20210124
0.306825,0.00911,2590.0,Dominican Republic,DOM,DOM,20210124
0.277884,0.005462,6749.0,Ecuador,ECU,ECU,20210124
0.306416,0.00546,7216.0,Egypt,EGY,EGY,20210124
0.170896,0.00671,3167.0,El Salvador,SLV,SLV,20210124
0.179017,0.016512,621.0,Ethiopia,ETH,ETH,20210124
0.109548,0.006306,2479.0,Finland,FIN,FIN,20210124
0.294099,0.002509,33076.0,France,FRA,FRA,20210124
0.199571,0.002164,34161.0,Germany,DEU,DEU,20210124
0.359837,0.011852,1643.0,Ghana,GHA,GHA,20210124
0.171584,0.005454,4823.0,Greece,GRC,GRC,20210124
0.178271,0.007013,2994.0,Guatemala,GTM,GTM,20210124
0.153345,0.028332,178.0,Guinea,GIN,GIN,20210124
0.42866,0.028781,269.0,Haiti,HTI,HTI,20210124
0.192416,0.008039,2411.0,Honduras,HND,HND,20210124
0.335232,0.012064,1549.0,Hong Kong,HKG,HKG,20210124
0.213307,0.003873,11195.0,Hungary,HUN,HUN,20210124
0.189577,0.002968,19623.0,India,IND,IND,20210124
0.192737,0.003398,13713.0,Indonesia,IDN,IDN,20210124
0.306181,0.008507,2933.0,Iraq,IRQ,IRQ,20210124
0.110638,0.004336,5307.0,Ireland,IRL,IRL,20210124
0.276956,0.009309,2326.0,Israel,ISR,ISR,20210124
0.106542,0.00172,32217.0,Italy,ITA,ITA,20210124
0.238698,0.001686,63962.0,Japan,JPN,JPN,20210124
0.371104,0.01082,1995.0,Jordan,JOR,JOR,20210124
0.543172,0.014953,1110.0,Kazakhstan,KAZ,KAZ,20210124
0.248044,0.008439,2629.0,Kenya,KEN,KEN,20210124
0.230295,0.02004,457.0,Kuwait,KWT,KWT,20210124
0.428442,0.0239,445.0,Kyrgyzstan,KGZ,KGZ,20210124
0.122122,0.021437,252.0,Laos,LAO,LAO,20210124
0.285326,0.010891,1737.0,Lebanon,LBN,LBN,20210124
0.223762,0.010858,1489.0,Libya,LBY,LBY,20210124
0.520218,0.040679,140.0,Madagascar,MDG,MDG,20210124
0.24333,0.004909,7675.0,Malaysia,MYS,MYS,20210124
0.288543,0.027708,264.0,Mali,MLI,MLI,20210124
0.102478,0.001132,71792.0,Mexico,MEX,MEX,20210124
0.414166,0.01788,762.0,Moldova,MDA,MDA,20210124
0.269105,0.011245,1620.0,Morocco,MAR,MAR,20210124
0.215745,0.014485,813.0,Mozambique,MOZ,MOZ,20210124
0.097671,0.00663,2108.0,Myanmar,MMR,MMR,20210124
0.157685,0.008936,1736.0,Nepal,NPL,NPL,20210124
0.138891,0.00288,14459.0,Netherlands,NLD,NLD,20210124
0.197975,0.005974,4474.0,New Zealand,NZL,NZL,20210124
0.192639,0.00962,1704.0,Nicaragua,NIC,NIC,20210124
0.299141,0.007029,4444.0,Nigeria,NGA,NGA,20210124
0.098604,0.003138,9058.0,Norway,NOR,NOR,20210124
0.264017,0.029321,229.0,Oman,OMN,OMN,20210124
0.217764,0.00687,3873.0,Pakistan,PAK,PAK,20210124
0.362737,0.0173,772.0,Palestine,PSE,PSE,20210124
0.174531,0.009176,1716.0,Panama,PAN,PAN,20210124
0.260509,0.010537,1750.0,Paraguay,PRY,PRY,20210124
0.214412,0.004227,9474.0,Peru,PER,PER,20210124
0.353274,0.004709,10352.0,Philippines,PHL,PHL,20210124
0.23973,0.004258,10059.0,Poland,POL,POL,20210124
0.144984,0.00279,16353.0,Portugal,PRT,PRT,20210124
0.122599,0.005234,3998.0,"Puerto Rico, U.S.",PRI,PRI,20210124
0.165556,0.018823,437.0,Qatar,QAT,QAT,20210124
0.207056,0.004428,8416.0,Romania,ROU,ROU,20210124
0.470617,0.005415,8665.0,Russia,RUS,RUS,20210124
0.19217,0.008972,1952.0,Saudi Arabia,SAU,SAU,20210124
0.430189,0.032765,233.0,Senegal,SEN,SEN,20210124
0.276858,0.007929,3202.0,Serbia,SRB,SRB,20210124
0.214842,0.011658,1300.0,Singapore,SGP,SGP,20210124
0.177325,0.006163,3846.0,Slovakia,SVK,SVK,20210124
0.253492,0.010572,1699.0,Slovenia,SVN,SVN,20210124
0.344082,0.00522,8323.0,South Africa,ZAF,ZAF,20210124
0.246167,0.006124,4951.0,South Korea,KOR,KOR,20210124
0.112735,0.002042,24010.0,Spain,ESP,ESP,20210124
0.241025,0.013894,1007.0,Sri Lanka,LKA,LKA,20210124
0.237572,0.012498,1177.0,Sudan,SDN,SDN,20210124
0.10381,0.00213,21522.0,Sweden,SWE,SWE,20210124
0.266316,0.006061,5331.0,Switzerland,CHE,CHE,20210124
0.26472,0.003466,16290.0,Taiwan,TWN,TWN,20210124
0.244428,0.021837,429.0,Tanzania,TZA,TZA,20210124
0.185648,0.003099,15785.0,Thailand,THA,THA,20210124
0.404993,0.009742,2552.0,Tunisia,TUN,TUN,20210124
0.271011,0.00454,9595.0,Turkey,TUR,TUR,20210124
0.447906,0.004749,11015.0,Ukraine,UKR,UKR,20210124
0.151419,0.007171,2522.0,United Arab Emirates,ARE,ARE,20210124
0.087021,0.00193,21310.0,United Kingdom,GBR,GBR,20210124
0.291229,0.006831,4509.0,Uruguay,URY,URY,20210124
0.363373,0.01958,608.0,Uzbekistan,UZB,UZB,20210124
0.272538,0.006086,5372.0,Venezuela,VEN,VEN,20210124
0.131202,0.003215,11082.0,Vietnam,VNM,VNM,20210124
0.157605,0.01722,471.0,Yemen,YEM,YEM,20210124
0.18179,0.015395,730.0,Afghanistan,AFG,AFG,20210125
0.277449,0.021135,501.0,Albania,ALB,ALB,20210125
0.460747,0.010502,2282.0,Algeria,DZA,DZA,20210125
0.17786,0.018882,412.0,Angola,AGO,AGO,20210125
0.221688,0.003028,18860.0,Argentina,ARG,ARG,20210125
0.435163,0.031353,267.0,Armenia,ARM,ARM,20210125
0.186082,0.003789,10735.0,Australia,AUS,AUS,20210125
0.21854,0.005505,5670.0,Austria,AUT,AUT,20210125
0.457712,0.022014,526.0,Azerbaijan,AZE,AZE,20210125
0.254944,0.007989,3121.0,Bangladesh,BGD,BGD,20210125
0.50357,0.012608,1588.0,Belarus,BLR,BLR,20210125
0.179911,0.00518,5505.0,Belgium,BEL,BEL,20210125
0.392053,0.041572,151.0,Benin,BEN,BEN,20210125
0.257439,0.006002,5321.0,Bolivia,BOL,BOL,20210125
0.265898,0.014875,899.0,Bosnia and Herzegovina,BIH,BIH,20210125
0.140082,0.001157,89955.0,Brazil,BRA,BRA,20210125
0.371057,0.00847,3318.0,Bulgaria,BGR,BGR,20210125
0.462503,0.032222,253.0,Burkina Faso,BFA,BFA,20210125
0.208545,0.023423,307.0,Cambodia,KHM,KHM,20210125
0.505085,0.024956,400.0,Cameroon,CMR,CMR,20210125
0.150655,0.00265,18235.0,Canada,CAN,CAN,20210125
0.225567,0.004248,9674.0,Chile,CHL,CHL,20210125
0.198658,0.00286,19477.0,Colombia,COL,COL,20210125
0.130067,0.006203,2963.0,Costa Rica,CRI,CRI,20210125
0.360239,0.018687,668.0,C̫te d'Ivoire,CIV,CIV,20210125
0.231964,0.008782,2325.0,Croatia,HRV,HRV,20210125
0.187954,0.004827,6548.0,Czech Republic,CZE,CZE,20210125
0.387282,0.033749,245.0,Democratic Republic of the Congo,COD,COD,20210125
0.050887,0.002269,9470.0,Denmark,DNK,DNK,20210125
0.317262,0.009317,2525.0,Dominican Republic,DOM,DOM,20210125
0.276448,0.005457,6737.0,Ecuador,ECU,ECU,20210125
0.309061,0.00557,6968.0,Egypt,EGY,EGY,20210125
0.170642,0.006753,3116.0,El Salvador,SLV,SLV,20210125
0.192892,0.017176,660.0,Ethiopia,ETH,ETH,20210125
0.101281,0.006162,2493.0,Finland,FIN,FIN,20210125
0.298261,0.002508,33364.0,France,FRA,FRA,20210125
0.197761,0.002164,33934.0,Germany,DEU,DEU,20210125
0.353903,0.011882,1647.0,Ghana,GHA,GHA,20210125
0.174851,0.005484,4836.0,Greece,GRC,GRC,20210125
0.17941,0.007103,2927.0,Guatemala,GTM,GTM,20210125
0.174466,0.029945,180.0,Guinea,GIN,GIN,20210125
0.413863,0.028991,264.0,Haiti,HTI,HTI,20210125
0.189947,0.007968,2425.0,Honduras,HND,HND,20210125
0.332006,0.011996,1557.0,Hong Kong,HKG,HKG,20210125
0.214526,0.003886,11170.0,Hungary,HUN,HUN,20210125
0.190797,0.002981,20088.0,India,IND,IND,20210125
0.196798,0.003466,13423.0,Indonesia,IDN,IDN,20210125
0.316007,0.008677,2911.0,Iraq,IRQ,IRQ,20210125
0.114405,0.004465,5184.0,Ireland,IRL,IRL,20210125
0.273788,0.009441,2246.0,Israel,ISR,ISR,20210125
0.106873,0.001728,31994.0,Italy,ITA,ITA,20210125
0.238588,0.001692,63493.0,Japan,JPN,JPN,20210125
0.365432,0.010962,1943.0,Jordan,JOR,JOR,20210125
0.540225,0.014966,1127.0,Kazakhstan,KAZ,KAZ,20210125
0.24293,0.008367,2641.0,Kenya,KEN,KEN,20210125
0.221431,0.019656,460.0,Kuwait,KWT,KWT,20210125
0.431528,0.024079,435.0,Kyrgyzstan,KGZ,KGZ,20210125
0.115877,0.020591,254.0,Laos,LAO,LAO,20210125
0.287648,0.010831,1761.0,Lebanon,LBN,LBN,20210125
0.240467,0.011176,1479.0,Libya,LBY,LBY,20210125
0.544425,0.039976,151.0,Madagascar,MDG,MDG,20210125
0.242239,0.004932,7577.0,Malaysia,MYS,MYS,20210125
0.345512,0.030356,261.0,Mali,MLI,MLI,20210125
0.10311,0.001131,72384.0,Mexico,MEX,MEX,20210125
0.392057,0.017889,754.0,Moldova,MDA,MDA,20210125
0.257167,0.010994,1636.0,Morocco,MAR,MAR,20210125
0.228022,0.014572,833.0,Mozambique,MOZ,MOZ,20210125
0.091794,0.006431,2123.0,Myanmar,MMR,MMR,20210125
0.169479,0.00925,1711.0,Nepal,NPL,NPL,20210125
0.139359,0.002907,14222.0,Netherlands,NLD,NLD,20210125
0.187326,0.005716,4671.0,New Zealand,NZL,NZL,20210125
0.190384,0.009604,1679.0,Nicaragua,NIC,NIC,20210125
0.293811,0.007002,4444.0,Nigeria,NGA,NGA,20210125
0.095659,0.003087,9117.0,Norway,NOR,NOR,20210125
0.256993,0.029505,222.0,Oman,OMN,OMN,20210125
0.218073,0.006859,3954.0,Pakistan,PAK,PAK,20210125
0.35274,0.017328,756.0,Palestine,PSE,PSE,20210125
0.165102,0.009077,1683.0,Panama,PAN,PAN,20210125
0.2682,0.010567,1769.0,Paraguay,PRY,PRY,20210125
0.212878,0.004203,9536.0,Peru,PER,PER,20210125
0.35621,0.004713,10372.0,Philippines,PHL,PHL,20210125
0.236582,0.004262,9959.0,Poland,POL,POL,20210125
0.146816,0.002823,16147.0,Portugal,PRT,PRT,20210125
0.123657,0.005144,4106.0,"Puerto Rico, U.S.",PRI,PRI,20210125
0.174645,0.01877,440.0,Qatar,QAT,QAT,20210125
0.204712,0.004463,8212.0,Romania,ROU,ROU,20210125
0.472012,0.005468,8524.0,Russia,RUS,RUS,20210125
0.194992,0.009025,1948.0,Saudi Arabia,SAU,SAU,20210125
0.43086,0.033056,228.0,Senegal,SEN,SEN,20210125
0.263766,0.007787,3208.0,Serbia,SRB,SRB,20210125
0.205308,0.011523,1282.0,Singapore,SGP,SGP,20210125
0.177283,0.006171,3835.0,Slovakia,SVK,SVK,20210125
0.25076,0.010552,1693.0,Slovenia,SVN,SVN,20210125
0.34071,0.005282,8077.0,South Africa,ZAF,ZAF,20210125
0.239928,0.006059,4967.0,South Korea,KOR,KOR,20210125
0.111402,0.00202,24254.0,Spain,ESP,ESP,20210125
0.256341,0.014278,1000.0,Sri Lanka,LKA,LKA,20210125
0.245229,0.012772,1161.0,Sudan,SDN,SDN,20210125
0.103887,0.002132,21432.0,Sweden,SWE,SWE,20210125
0.264899,0.006106,5240.0,Switzerland,CHE,CHE,20210125
0.261919,0.00342,16628.0,Taiwan,TWN,TWN,20210125
0.231659,0.020784,465.0,Tanzania,TZA,TZA,20210125
0.187996,0.00315,15421.0,Thailand,THA,THA,20210125
0.392809,0.009601,2603.0,Tunisia,TUN,TUN,20210125
0.271558,0.00457,9481.0,Turkey,TUR,TUR,20210125
0.452749,0.004806,10784.0,Ukraine,UKR,UKR,20210125
0.148859,0.007063,2569.0,United Arab Emirates,ARE,ARE,20210125
0.086428,0.001935,21079.0,United Kingdom,GBR,GBR,20210125
0.281764,0.006795,4466.0,Uruguay,URY,URY,20210125
0.36106,0.019503,611.0,Uzbekistan,UZB,UZB,20210125
0.269824,0.006135,5252.0,Venezuela,VEN,VEN,20210125
0.131457,0.003198,11217.0,Vietnam,VNM,VNM,20210125
0.15987,0.016712,485.0,Yemen,YEM,YEM,20210125
0.19827,0.016111,704.0,Afghanistan,AFG,AFG,20210126
0.277546,0.021356,489.0,Albania,ALB,ALB,20210126
0.463296,0.010439,2321.0,Algeria,DZA,DZA,20210126
0.184948,0.019534,399.0,Angola,AGO,AGO,20210126
0.218875,0.003011,18866.0,Argentina,ARG,ARG,20210126
0.431056,0.032575,255.0,Armenia,ARM,ARM,20210126
0.186044,0.003792,10541.0,Australia,AUS,AUS,20210126
0.216242,0.005497,5628.0,Austria,AUT,AUT,20210126
0.467996,0.022474,510.0,Azerbaijan,AZE,AZE,20210126
0.264578,0.008041,3171.0,Bangladesh,BGD,BGD,20210126
0.503463,0.012883,1523.0,Belarus,BLR,BLR,20210126
