percent_ili,ili_se,percent_ili_unw,ili_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.001758,0.003392,0.006024,0.004247,332.0,Algeria,DZA,DZA,20200501
0.005397,0.001937,0.00664,0.00156,2711.0,Argentina,ARG,ARG,20200501
0.006368,0.0035,0.004813,0.002401,831.0,Australia,AUS,AUS,20200501
0.0,0.0,0.0,0.0,387.0,Austria,AUT,AUT,20200501
0.042343,0.013999,0.025918,0.007384,463.0,Bangladesh,BGD,BGD,20200501
0.02941,0.017365,0.043478,0.012821,253.0,Belarus,BLR,BLR,20200501
0.005906,0.003181,0.006702,0.002987,746.0,Belgium,BEL,BEL,20200501
0.011149,0.006848,0.017078,0.005644,527.0,Bolivia,BOL,BOL,20200501
0.023951,0.001892,0.02069,0.001319,11648.0,Brazil,BRA,BRA,20200501
0.001635,0.003084,0.002525,0.002522,396.0,Bulgaria,BGR,BGR,20200501
0.006557,0.002434,0.00618,0.001858,1780.0,Canada,CAN,CAN,20200501
0.011562,0.003878,0.009042,0.002846,1106.0,Chile,CHL,CHL,20200501
0.013941,0.003741,0.011181,0.002318,2057.0,Colombia,COL,COL,20200501
0.011963,0.008038,0.013605,0.005516,441.0,Costa Rica,CRI,CRI,20200501
0.039624,0.020282,0.007813,0.005503,256.0,Croatia,HRV,HRV,20200501
0.003316,0.002652,0.003968,0.002287,756.0,Czech Republic,CZE,CZE,20200501
0.005222,0.002733,0.006274,0.002797,797.0,Denmark,DNK,DNK,20200501
0.011555,0.007705,0.011976,0.005952,334.0,Dominican Republic,DOM,DOM,20200501
0.040805,0.008647,0.046392,0.006753,970.0,Ecuador,ECU,ECU,20200501
0.008642,0.004258,0.010324,0.002745,1356.0,Egypt,EGY,EGY,20200501
0.026781,0.010549,0.012959,0.005256,463.0,El Salvador,SLV,SLV,20200501
0.010725,0.005899,0.010799,0.004803,463.0,Finland,FIN,FIN,20200501
0.010942,0.002456,0.008646,0.001757,2776.0,France,FRA,FRA,20200501
0.001787,0.001051,0.002915,0.00097,3087.0,Germany,DEU,DEU,20200501
0.002414,0.004926,0.006689,0.004714,299.0,Ghana,GHA,GHA,20200501
0.000516,0.001375,0.001623,0.001622,616.0,Greece,GRC,GRC,20200501
0.002701,0.003641,0.00458,0.002638,655.0,Guatemala,GTM,GTM,20200501
0.019786,0.012203,0.024259,0.007988,371.0,Honduras,HND,HND,20200501
0.003107,0.001701,0.003327,0.001485,1503.0,Hungary,HUN,HUN,20200501
0.00516,0.002032,0.006734,0.001937,1782.0,India,IND,IND,20200501
0.025142,0.004571,0.025706,0.003553,1984.0,Indonesia,IDN,IDN,20200501
0.011856,0.008754,0.012723,0.005653,393.0,Iraq,IRQ,IRQ,20200501
0.0,0.0,0.0,0.0,472.0,Ireland,IRL,IRL,20200501
0.0,0.0,0.0,0.0,531.0,Israel,ISR,ISR,20200501
0.003841,0.001475,0.004037,0.001077,3468.0,Italy,ITA,ITA,20200501
0.006325,0.00326,0.004931,0.0022,1014.0,Japan,JPN,JPN,20200501
0.0,0.0,0.0,0.0,314.0,Jordan,JOR,JOR,20200501
0.005051,0.006038,0.005319,0.005305,188.0,Kazakhstan,KAZ,KAZ,20200501
0.013395,0.010908,0.010471,0.007365,191.0,Kenya,KEN,KEN,20200501
0.00524,0.006012,0.004167,0.004158,240.0,Libya,LBY,LBY,20200501
0.002815,0.003468,0.005929,0.003413,506.0,Malaysia,MYS,MYS,20200501
0.011505,0.002054,0.012736,0.001406,6360.0,Mexico,MEX,MEX,20200501
0.010644,0.01406,0.009434,0.009389,106.0,Moldova,MDA,MDA,20200501
0.004166,0.005739,0.006536,0.004606,306.0,Morocco,MAR,MAR,20200501
0.004452,0.007655,0.009091,0.009049,110.0,Myanmar,MMR,MMR,20200501
0.0,0.0,0.0,0.0,214.0,Nepal,NPL,NPL,20200501
0.00369,0.002077,0.003721,0.001857,1075.0,Netherlands,NLD,NLD,20200501
0.001655,0.002007,0.002024,0.002022,494.0,New Zealand,NZL,NZL,20200501
0.026125,0.009753,0.017812,0.006672,393.0,Nicaragua,NIC,NIC,20200501
0.017756,0.008565,0.019397,0.006403,464.0,Nigeria,NGA,NGA,20200501
0.011535,0.005216,0.008945,0.003982,559.0,Norway,NOR,NOR,20200501
0.017851,0.008809,0.019774,0.0074,354.0,Pakistan,PAK,PAK,20200501
0.02862,0.01894,0.025424,0.014491,118.0,Palestine,PSE,PSE,20200501
0.0,0.0,0.0,0.0,171.0,Panama,PAN,PAN,20200501
0.000733,0.002989,0.005348,0.005333,187.0,Paraguay,PRY,PRY,20200501
0.041306,0.008187,0.033333,0.004832,1380.0,Peru,PER,PER,20200501
0.015032,0.006693,0.008152,0.003315,736.0,Philippines,PHL,PHL,20200501
0.003171,0.002295,0.003524,0.001759,1135.0,Poland,POL,POL,20200501
0.002313,0.001934,0.002421,0.001396,1239.0,Portugal,PRT,PRT,20200501
0.003392,0.006073,0.004158,0.002934,481.0,"Puerto Rico, U.S.",PRI,PRI,20200501
0.011576,0.011624,0.009615,0.009569,104.0,Qatar,QAT,QAT,20200501
0.0007,0.000985,0.000578,0.000578,1731.0,Romania,ROU,ROU,20200501
0.0148,0.006688,0.020161,0.005153,744.0,Russia,RUS,RUS,20200501
0.007825,0.008024,0.016949,0.008402,236.0,Saudi Arabia,SAU,SAU,20200501
0.0,0.0,0.0,0.0,310.0,Serbia,SRB,SRB,20200501
0.0,0.0,0.0,0.0,296.0,Slovakia,SVK,SVK,20200501
0.0,0.0,0.0,0.0,124.0,Slovenia,SVN,SVN,20200501
0.024749,0.006359,0.020121,0.004454,994.0,South Africa,ZAF,ZAF,20200501
0.009436,0.00665,0.017291,0.006998,347.0,South Korea,KOR,KOR,20200501
0.010937,0.003405,0.010791,0.002342,1946.0,Spain,ESP,ESP,20200501
0.0,0.0,0.0,0.0,162.0,Sri Lanka,LKA,LKA,20200501
0.015358,0.013055,0.02809,0.012384,178.0,Sudan,SDN,SDN,20200501
0.027995,0.00453,0.031359,0.0042,1722.0,Sweden,SWE,SWE,20200501
0.001646,0.002315,0.004673,0.003297,428.0,Switzerland,CHE,CHE,20200501
0.001409,0.001644,0.002065,0.001191,1453.0,Taiwan,TWN,TWN,20200501
0.007283,0.003421,0.005706,0.002012,1402.0,Thailand,THA,THA,20200501
0.012397,0.010136,0.013029,0.006472,307.0,Tunisia,TUN,TUN,20200501
0.006591,0.003173,0.006636,0.002091,1507.0,Turkey,TUR,TUR,20200501
0.007763,0.003773,0.011628,0.002725,1548.0,Ukraine,UKR,UKR,20200501
0.004403,0.006472,0.005376,0.005362,186.0,United Arab Emirates,ARE,ARE,20200501
0.010295,0.00213,0.010562,0.001802,3219.0,United Kingdom,GBR,GBR,20200501
0.010362,0.006784,0.008499,0.004886,353.0,Uruguay,URY,URY,20200501
0.021983,0.016251,0.009174,0.009132,109.0,Uzbekistan,UZB,UZB,20200501
0.014314,0.008819,0.017921,0.007942,279.0,Venezuela,VEN,VEN,20200501
0.0035,0.002713,0.001965,0.001133,1527.0,Vietnam,VNM,VNM,20200501
0.010022,0.008677,0.012821,0.006369,312.0,Algeria,DZA,DZA,20200502
0.006695,0.002317,0.005853,0.00156,2392.0,Argentina,ARG,ARG,20200502
0.012899,0.004959,0.014903,0.004678,671.0,Australia,AUS,AUS,20200502
0.001116,0.002282,0.002809,0.002805,356.0,Austria,AUT,AUT,20200502
0.012728,0.009142,0.008219,0.004726,365.0,Bangladesh,BGD,BGD,20200502
0.026607,0.016952,0.031414,0.012622,191.0,Belarus,BLR,BLR,20200502
0.006068,0.003794,0.005602,0.002793,714.0,Belgium,BEL,BEL,20200502
0.01059,0.00743,0.022444,0.007397,401.0,Bolivia,BOL,BOL,20200502
0.022537,0.001978,0.019956,0.001397,10022.0,Brazil,BRA,BRA,20200502
0.005953,0.005734,0.002899,0.002894,345.0,Bulgaria,BGR,BGR,20200502
0.004113,0.001957,0.005976,0.001986,1506.0,Canada,CAN,CAN,20200502
0.00683,0.003266,0.00733,0.00276,955.0,Chile,CHL,CHL,20200502
0.010544,0.003623,0.012182,0.002581,1806.0,Colombia,COL,COL,20200502
0.012131,0.007612,0.01039,0.005168,385.0,Costa Rica,CRI,CRI,20200502
0.00345,0.005975,0.008333,0.005868,240.0,Croatia,HRV,HRV,20200502
0.000742,0.001265,0.001387,0.001386,721.0,Czech Republic,CZE,CZE,20200502
0.003829,0.002572,0.002766,0.001953,723.0,Denmark,DNK,DNK,20200502
0.002808,0.00377,0.00361,0.003604,277.0,Dominican Republic,DOM,DOM,20200502
0.052808,0.011246,0.03726,0.006566,832.0,Ecuador,ECU,ECU,20200502
0.012112,0.005272,0.007036,0.002479,1137.0,Egypt,EGY,EGY,20200502
0.023301,0.009984,0.015556,0.005834,450.0,El Salvador,SLV,SLV,20200502
0.010834,0.005798,0.014118,0.005723,425.0,Finland,FIN,FIN,20200502
0.008058,0.002255,0.009789,0.001948,2554.0,France,FRA,FRA,20200502
0.003701,0.001593,0.003178,0.001058,2832.0,Germany,DEU,DEU,20200502
0.034601,0.021615,0.034615,0.011337,260.0,Ghana,GHA,GHA,20200502
0.000723,0.002043,0.001658,0.001657,603.0,Greece,GRC,GRC,20200502
0.003124,0.004053,0.005474,0.003152,548.0,Guatemala,GTM,GTM,20200502
0.01374,0.008411,0.011696,0.005814,342.0,Honduras,HND,HND,20200502
0.003471,0.001904,0.00293,0.001463,1365.0,Hungary,HUN,HUN,20200502
0.006784,0.002723,0.006777,0.002251,1328.0,India,IND,IND,20200502
0.013789,0.003953,0.017027,0.003311,1527.0,Indonesia,IDN,IDN,20200502
0.036066,0.016652,0.024024,0.008391,333.0,Iraq,IRQ,IRQ,20200502
0.0,0.0,0.0,0.0,486.0,Ireland,IRL,IRL,20200502
0.002697,0.002735,0.002062,0.00206,485.0,Israel,ISR,ISR,20200502
0.001548,0.000958,0.002175,0.000821,3219.0,Italy,ITA,ITA,20200502
0.007331,0.002351,0.007328,0.00149,3275.0,Japan,JPN,JPN,20200502
0.019553,0.013899,0.017857,0.008848,224.0,Jordan,JOR,JOR,20200502
0.0,0.0,0.0,0.0,136.0,Kazakhstan,KAZ,KAZ,20200502
0.023085,0.016113,0.013699,0.00962,146.0,Kenya,KEN,KEN,20200502
0.007555,0.00787,0.004545,0.004535,220.0,Libya,LBY,LBY,20200502
0.0015,0.002576,0.004587,0.003236,436.0,Malaysia,MYS,MYS,20200502
0.009696,0.002027,0.009745,0.001371,5131.0,Mexico,MEX,MEX,20200502
0.007313,0.012669,0.017699,0.012404,113.0,Moldova,MDA,MDA,20200502
0.002781,0.004954,0.003788,0.003781,264.0,Morocco,MAR,MAR,20200502
0.007593,0.010479,0.016949,0.009702,177.0,Nepal,NPL,NPL,20200502
0.006328,0.002854,0.006903,0.0026,1014.0,Netherlands,NLD,NLD,20200502
0.007337,0.005111,0.005038,0.003553,397.0,New Zealand,NZL,NZL,20200502
0.014889,0.007845,0.020173,0.007547,347.0,Nicaragua,NIC,NIC,20200502
0.033196,0.014839,0.020896,0.007815,335.0,Nigeria,NGA,NGA,20200502
0.005616,0.003992,0.006263,0.003605,479.0,Norway,NOR,NOR,20200502
0.049082,0.017239,0.02834,0.010559,247.0,Pakistan,PAK,PAK,20200502
0.035519,0.018502,0.023669,0.011693,169.0,Panama,PAN,PAN,20200502
0.0,0.0,0.0,0.0,152.0,Paraguay,PRY,PRY,20200502
0.036405,0.008683,0.028855,0.005027,1109.0,Peru,PER,PER,20200502
0.004623,0.004247,0.005272,0.003036,569.0,Philippines,PHL,PHL,20200502
0.003453,0.002459,0.004771,0.002129,1048.0,Poland,POL,POL,20200502
0.002001,0.001941,0.001771,0.001252,1129.0,Portugal,PRT,PRT,20200502
0.007971,0.005667,0.009238,0.004598,433.0,"Puerto Rico, U.S.",PRI,PRI,20200502
0.000545,0.000918,0.001928,0.001112,1556.0,Romania,ROU,ROU,20200502
0.009902,0.005468,0.011905,0.004184,672.0,Russia,RUS,RUS,20200502
0.003682,0.006512,0.005236,0.005222,191.0,Saudi Arabia,SAU,SAU,20200502
0.005242,0.006482,0.008511,0.005992,235.0,Serbia,SRB,SRB,20200502
0.0,0.0,0.0,0.0,244.0,Slovakia,SVK,SVK,20200502
0.004136,0.007765,0.008197,0.008163,122.0,Slovenia,SVN,SVN,20200502
0.015201,0.005406,0.015169,0.004175,857.0,South Africa,ZAF,ZAF,20200502
0.025302,0.012282,0.013746,0.006825,291.0,South Korea,KOR,KOR,20200502
0.006979,0.002739,0.008762,0.002181,1826.0,Spain,ESP,ESP,20200502
0.001817,0.005481,0.008929,0.008889,112.0,Sri Lanka,LKA,LKA,20200502
0.009277,0.012336,0.013423,0.009427,149.0,Sudan,SDN,SDN,20200502
0.021584,0.004027,0.024922,0.003891,1605.0,Sweden,SWE,SWE,20200502
0.001561,0.002246,0.002336,0.002334,428.0,Switzerland,CHE,CHE,20200502
0.0046,0.003072,0.003543,0.001768,1129.0,Taiwan,TWN,TWN,20200502
0.005448,0.002929,0.007241,0.002405,1243.0,Thailand,THA,THA,20200502
0.004623,0.006589,0.011628,0.006674,258.0,Tunisia,TUN,TUN,20200502
0.001346,0.001603,0.00384,0.001714,1302.0,Turkey,TUR,TUR,20200502
0.004079,0.003226,0.008758,0.002629,1256.0,Ukraine,UKR,UKR,20200502
0.011005,0.010591,0.01875,0.010723,160.0,United Arab Emirates,ARE,ARE,20200502
0.010189,0.002224,0.011064,0.001887,3073.0,United Kingdom,GBR,GBR,20200502
0.00876,0.007015,0.013245,0.006579,302.0,Uruguay,URY,URY,20200502
0.004172,0.004999,0.003745,0.003738,267.0,Venezuela,VEN,VEN,20200502
0.00494,0.003671,0.008734,0.00275,1145.0,Vietnam,VNM,VNM,20200502
0.020473,0.014943,0.019481,0.011137,154.0,Afghanistan,AFG,AFG,20200503
0.001696,0.005397,0.005556,0.00554,180.0,Albania,ALB,ALB,20200503
0.018634,0.007701,0.01992,0.005092,753.0,Algeria,DZA,DZA,20200503
0.0,0.0,0.0,0.0,148.0,Angola,AGO,AGO,20200503
0.006527,0.001761,0.006006,0.001093,4995.0,Argentina,ARG,ARG,20200503
0.012004,0.012811,0.01626,0.011404,123.0,Armenia,ARM,ARM,20200503
0.005124,0.00213,0.007396,0.001969,1893.0,Australia,AUS,AUS,20200503
0.000951,0.001356,0.001767,0.001248,1132.0,Austria,AUT,AUT,20200503
0.004429,0.00754,0.008,0.007968,125.0,Azerbaijan,AZE,AZE,20200503
0.008686,0.004517,0.019704,0.004877,812.0,Bangladesh,BGD,BGD,20200503
0.042744,0.017677,0.045198,0.011041,354.0,Belarus,BLR,BLR,20200503
0.005367,0.00289,0.003512,0.001753,1139.0,Belgium,BEL,BEL,20200503
0.01597,0.00578,0.019675,0.004062,1169.0,Bolivia,BOL,BOL,20200503
0.002904,0.005208,0.004717,0.004706,212.0,Bosnia and Herzegovina,BIH,BIH,20200503
0.024464,0.001818,0.023596,0.001266,14367.0,Brazil,BRA,BRA,20200503
0.001449,0.001677,0.001791,0.001265,1117.0,Bulgaria,BGR,BGR,20200503
0.04393,0.024977,0.030534,0.015032,131.0,Cambodia,KHM,KHM,20200503
0.004303,0.001709,0.004966,0.001324,2819.0,Canada,CAN,CAN,20200503
0.007105,0.002462,0.007131,0.001723,2384.0,Chile,CHL,CHL,20200503
0.011747,0.002576,0.011283,0.001654,4077.0,Colombia,COL,COL,20200503
0.024258,0.007362,0.014437,0.003701,1039.0,Costa Rica,CRI,CRI,20200503
0.004663,0.007105,0.006494,0.006472,154.0,C̫te d'Ivoire,CIV,CIV,20200503
0.000981,0.001861,0.00315,0.002224,635.0,Croatia,HRV,HRV,20200503
0.004816,0.002273,0.007143,0.001902,1960.0,Czech Republic,CZE,CZE,20200503
0.006623,0.002345,0.007696,0.001917,2079.0,Denmark,DNK,DNK,20200503
0.020168,0.007903,0.012327,0.004331,649.0,Dominican Republic,DOM,DOM,20200503
0.029378,0.005326,0.028222,0.003592,2126.0,Ecuador,ECU,ECU,20200503
0.005564,0.00229,0.009679,0.00182,2893.0,Egypt,EGY,EGY,20200503
0.012559,0.005181,0.006757,0.002545,1036.0,El Salvador,SLV,SLV,20200503
0.007871,0.003185,0.006061,0.002136,1320.0,Finland,FIN,FIN,20200503
0.008055,0.001668,0.007799,0.001121,6155.0,France,FRA,FRA,20200503
0.001703,0.000899,0.003351,0.000788,5372.0,Germany,DEU,DEU,20200503
0.026157,0.01075,0.012563,0.005583,398.0,Ghana,GHA,GHA,20200503
0.00263,0.00213,0.002126,0.001226,1411.0,Greece,GRC,GRC,20200503
0.004113,0.002997,0.007217,0.002397,1247.0,Guatemala,GTM,GTM,20200503
0.014232,0.006198,0.012917,0.003705,929.0,Honduras,HND,HND,20200503
0.006668,0.007974,0.013514,0.007749,222.0,Hong Kong,HKG,HKG,20200503
0.002653,0.001031,0.002792,0.000882,3582.0,Hungary,HUN,HUN,20200503
0.004667,0.001247,0.003706,0.000897,4587.0,India,IND,IND,20200503
0.016186,0.002666,0.01605,0.001838,4673.0,Indonesia,IDN,IDN,20200503
0.020717,0.009077,0.020408,0.005398,686.0,Iraq,IRQ,IRQ,20200503
0.009834,0.003653,0.009608,0.00276,1249.0,Ireland,IRL,IRL,20200503
0.010757,0.003876,0.006312,0.002378,1109.0,Israel,ISR,ISR,20200503
0.002749,0.00096,0.002645,0.000606,7183.0,Italy,ITA,ITA,20200503
0.005473,0.001318,0.007887,0.000953,8622.0,Japan,JPN,JPN,20200503
0.005014,0.004043,0.003593,0.002071,835.0,Jordan,JOR,JOR,20200503
0.013548,0.009213,0.007067,0.00498,283.0,Kazakhstan,KAZ,KAZ,20200503
0.012819,0.006148,0.021104,0.005791,616.0,Kenya,KEN,KEN,20200503
0.013126,0.011034,0.011719,0.006726,256.0,Kuwait,KWT,KWT,20200503
0.00654,0.009422,0.008475,0.008439,118.0,Kyrgyzstan,KGZ,KGZ,20200503
0.0,0.0,0.0,0.0,177.0,Lebanon,LBN,LBN,20200503
0.006334,0.005078,0.010695,0.004343,561.0,Libya,LBY,LBY,20200503
0.006044,0.003033,0.007273,0.002092,1650.0,Malaysia,MYS,MYS,20200503
0.013973,0.001774,0.012427,0.001002,12231.0,Mexico,MEX,MEX,20200503
0.0,0.0,0.0,0.0,238.0,Moldova,MDA,MDA,20200503
0.004594,0.004237,0.007519,0.003058,798.0,Morocco,MAR,MAR,20200503
0.007404,0.008871,0.010989,0.007728,182.0,Mozambique,MOZ,MOZ,20200503
0.010632,0.006597,0.015217,0.005708,460.0,Myanmar,MMR,MMR,20200503
0.003041,0.003941,0.005076,0.002923,591.0,Nepal,NPL,NPL,20200503
0.004153,0.001425,0.004087,0.001177,2936.0,Netherlands,NLD,NLD,20200503
0.011636,0.004088,0.012573,0.003226,1193.0,New Zealand,NZL,NZL,20200503
0.028563,0.007657,0.032864,0.006108,852.0,Nicaragua,NIC,NIC,20200503
0.04408,0.009575,0.030754,0.005438,1008.0,Nigeria,NGA,NGA,20200503
0.012902,0.003751,0.011073,0.002753,1445.0,Norway,NOR,NOR,20200503
0.012264,0.004749,0.014403,0.003822,972.0,Pakistan,PAK,PAK,20200503
0.004944,0.006514,0.004219,0.00421,237.0,Palestine,PSE,PSE,20200503
0.011127,0.007121,0.010178,0.005063,393.0,Panama,PAN,PAN,20200503
0.006008,0.006219,0.007042,0.004052,426.0,Paraguay,PRY,PRY,20200503
0.031724,0.00551,0.032677,0.003639,2387.0,Peru,PER,PER,20200503
0.004334,0.002131,0.003158,0.001115,2533.0,Philippines,PHL,PHL,20200503
0.005282,0.00199,0.006111,0.001362,3273.0,Poland,POL,POL,20200503
0.003015,0.001722,0.002445,0.000997,2454.0,Portugal,PRT,PRT,20200503
0.003446,0.002336,0.002838,0.001636,1057.0,"Puerto Rico, U.S.",PRI,PRI,20200503
0.004797,0.006657,0.00463,0.004619,216.0,Qatar,QAT,QAT,20200503
0.006063,0.002068,0.003424,0.000948,3797.0,Romania,ROU,ROU,20200503
0.00901,0.003675,0.008702,0.002501,1379.0,Russia,RUS,RUS,20200503
0.020748,0.008421,0.009333,0.003511,750.0,Saudi Arabia,SAU,SAU,20200503
0.002296,0.002558,0.004121,0.002374,728.0,Serbia,SRB,SRB,20200503
0.0,0.0,0.0,0.0,188.0,Singapore,SGP,SGP,20200503
0.003527,0.003019,0.004249,0.002448,706.0,Slovakia,SVK,SVK,20200503
0.00128,0.002299,0.002571,0.002567,389.0,Slovenia,SVN,SVN,20200503
0.020895,0.004241,0.018955,0.002932,2163.0,South Africa,ZAF,ZAF,20200503
0.003715,0.003004,0.005828,0.002599,858.0,South Korea,KOR,KOR,20200503
0.007494,0.001973,0.008448,0.001422,4143.0,Spain,ESP,ESP,20200503
0.008267,0.007068,0.010444,0.005195,383.0,Sri Lanka,LKA,LKA,20200503
0.044475,0.017118,0.041045,0.012119,268.0,Sudan,SDN,SDN,20200503
0.02662,0.003536,0.027003,0.002808,3333.0,Sweden,SWE,SWE,20200503
0.001687,0.001571,0.003422,0.001708,1169.0,Switzerland,CHE,CHE,20200503
0.002888,0.001845,0.003008,0.001001,2992.0,Taiwan,TWN,TWN,20200503
0.006479,0.002158,0.007973,0.001557,3261.0,Thailand,THA,THA,20200503
0.002888,0.003553,0.003021,0.002133,662.0,Tunisia,TUN,TUN,20200503
0.004407,0.001999,0.006679,0.001419,3294.0,Turkey,TUR,TUR,20200503
0.011438,0.003523,0.01157,0.0021,2593.0,Ukraine,UKR,UKR,20200503
0.016617,0.007599,0.011412,0.004012,701.0,United Arab Emirates,ARE,ARE,20200503
0.009791,0.002101,0.010821,0.001681,3789.0,United Kingdom,GBR,GBR,20200503
0.008354,0.004267,0.005188,0.002587,771.0,Uruguay,URY,URY,20200503
0.00272,0.00444,0.005814,0.005797,172.0,Uzbekistan,UZB,UZB,20200503
0.0,0.0,0.0,0.0,521.0,Venezuela,VEN,VEN,20200503
0.004294,0.002185,0.005066,0.001225,3356.0,Vietnam,VNM,VNM,20200503
0.066981,0.024385,0.057803,0.017743,173.0,Afghanistan,AFG,AFG,20200504
0.011187,0.011381,0.015957,0.009139,188.0,Albania,ALB,ALB,20200504
0.013453,0.005903,0.013172,0.003777,911.0,Algeria,DZA,DZA,20200504
0.006595,0.007282,0.011628,0.008174,172.0,Angola,AGO,AGO,20200504
0.007045,0.001782,0.006785,0.001112,5453.0,Argentina,ARG,ARG,20200504
0.0,0.0,0.0,0.0,132.0,Armenia,ARM,ARM,20200504
0.00977,0.002728,0.009323,0.002129,2038.0,Australia,AUS,AUS,20200504
0.00459,0.00297,0.004812,0.002147,1039.0,Austria,AUT,AUT,20200504
0.003899,0.006036,0.006289,0.006269,159.0,Azerbaijan,AZE,AZE,20200504
0.02032,0.007136,0.023632,0.005357,804.0,Bangladesh,BGD,BGD,20200504
0.021861,0.009546,0.029963,0.007378,534.0,Belarus,BLR,BLR,20200504
0.004932,0.002834,0.004673,0.002085,1070.0,Belgium,BEL,BEL,20200504
0.054664,0.025041,0.060345,0.022109,116.0,Benin,BEN,BEN,20200504
0.017859,0.005664,0.014867,0.003385,1278.0,Bolivia,BOL,BOL,20200504
0.013821,0.012361,0.014354,0.008228,209.0,Bosnia and Herzegovina,BIH,BIH,20200504
0.022459,0.001613,0.02255,0.001154,16541.0,Brazil,BRA,BRA,20200504
0.005652,0.00335,0.00402,0.002006,995.0,Bulgaria,BGR,BGR,20200504
0.049509,0.02152,0.033784,0.014851,148.0,Burkina Faso,BFA,BFA,20200504
0.01335,0.013543,0.02521,0.01437,119.0,Cambodia,KHM,KHM,20200504
0.003971,0.001699,0.004478,0.001239,2903.0,Canada,CAN,CAN,20200504
0.007822,0.002443,0.007557,0.001774,2382.0,Chile,CHL,CHL,20200504
0.008973,0.002115,0.010302,0.001563,4174.0,Colombia,COL,COL,20200504
0.009024,0.003823,0.00811,0.002554,1233.0,Costa Rica,CRI,CRI,20200504
0.005945,0.006455,0.008929,0.006285,224.0,C̫te d'Ivoire,CIV,CIV,20200504
0.000759,0.00173,0.003289,0.002322,608.0,Croatia,HRV,HRV,20200504
0.002148,0.001647,0.004505,0.001498,1998.0,Czech Republic,CZE,CZE,20200504
0.008108,0.002347,0.008352,0.001908,2275.0,Denmark,DNK,DNK,20200504
0.008402,0.004434,0.007874,0.003202,762.0,Dominican Republic,DOM,DOM,20200504
0.041006,0.006022,0.039672,0.004168,2193.0,Ecuador,ECU,ECU,20200504
0.012125,0.003185,0.011635,0.001928,3094.0,Egypt,EGY,EGY,20200504
0.008019,0.004159,0.011102,0.003062,1171.0,El Salvador,SLV,SLV,20200504
0.017221,0.004774,0.007994,0.002401,1376.0,Finland,FIN,FIN,20200504
0.007696,0.001557,0.007106,0.001055,6333.0,France,FRA,FRA,20200504
0.00277,0.001144,0.004129,0.000879,5328.0,Germany,DEU,DEU,20200504
0.022364,0.010832,0.012107,0.005381,413.0,Ghana,GHA,GHA,20200504
0.000948,0.001239,0.001548,0.001094,1292.0,Greece,GRC,GRC,20200504
0.003764,0.002776,0.00626,0.002206,1278.0,Guatemala,GTM,GTM,20200504
0.00742,0.004396,0.011407,0.003274,1052.0,Honduras,HND,HND,20200504
0.0,0.0,0.0,0.0,254.0,Hong Kong,HKG,HKG,20200504
0.001799,0.000859,0.001394,0.000623,3588.0,Hungary,HUN,HUN,20200504
0.007093,0.001464,0.006831,0.001135,5270.0,India,IND,IND,20200504
0.011187,0.002177,0.016232,0.001789,4990.0,Indonesia,IDN,IDN,20200504
0.018371,0.007672,0.020228,0.005005,791.0,Iraq,IRQ,IRQ,20200504
0.006576,0.002882,0.00885,0.002543,1356.0,Ireland,IRL,IRL,20200504
0.003606,0.002088,0.004,0.001785,1250.0,Israel,ISR,ISR,20200504
0.003539,0.001109,0.002828,0.000666,6366.0,Italy,ITA,ITA,20200504
0.005996,0.001208,0.006634,0.00079,10551.0,Japan,JPN,JPN,20200504
0.009551,0.005022,0.008547,0.003009,936.0,Jordan,JOR,JOR,20200504
0.012594,0.007707,0.007117,0.005015,281.0,Kazakhstan,KAZ,KAZ,20200504
0.025108,0.007847,0.018759,0.005154,693.0,Kenya,KEN,KEN,20200504
0.0,0.0,0.0,0.0,239.0,Kuwait,KWT,KWT,20200504
0.0,0.0,0.0,0.0,133.0,Kyrgyzstan,KGZ,KGZ,20200504
0.008139,0.007845,0.009524,0.006702,210.0,Lebanon,LBN,LBN,20200504
0.007089,0.005729,0.010714,0.004351,560.0,Libya,LBY,LBY,20200504
0.005783,0.002982,0.008368,0.002227,1673.0,Malaysia,MYS,MYS,20200504
0.013531,0.001653,0.012496,0.00097,13124.0,Mexico,MEX,MEX,20200504
0.001894,0.003616,0.003831,0.003824,261.0,Moldova,MDA,MDA,20200504
0.013453,0.006397,0.009259,0.003258,864.0,Morocco,MAR,MAR,20200504
0.002231,0.004538,0.008696,0.006122,230.0,Mozambique,MOZ,MOZ,20200504
0.006365,0.005384,0.014052,0.005696,427.0,Myanmar,MMR,MMR,20200504
0.004875,0.004782,0.009217,0.003745,651.0,Nepal,NPL,NPL,20200504
0.006243,0.001704,0.007023,0.001527,2990.0,Netherlands,NLD,NLD,20200504
0.001439,0.001494,0.003187,0.001591,1255.0,New Zealand,NZL,NZL,20200504
0.02739,0.006882,0.03144,0.005557,986.0,Nicaragua,NIC,NIC,20200504
0.028283,0.006954,0.027138,0.00466,1216.0,Nigeria,NGA,NGA,20200504
0.00971,0.003009,0.008158,0.002345,1471.0,Norway,NOR,NOR,20200504
0.0,0.0,0.0,0.0,104.0,Oman,OMN,OMN,20200504
0.019592,0.00535,0.021515,0.004438,1069.0,Pakistan,PAK,PAK,20200504
0.008866,0.008197,0.008772,0.006175,228.0,Palestine,PSE,PSE,20200504
0.012161,0.006265,0.011338,0.005042,441.0,Panama,PAN,PAN,20200504
