percent_ili,ili_se,percent_ili_unw,ili_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.004614,0.003016,0.003436,0.001981,873.0,Greece,GRC,GRC,20201008
0.039425,0.014446,0.033203,0.007918,512.0,Guatemala,GTM,GTM,20201008
0.028417,0.015041,0.034335,0.011929,233.0,Honduras,HND,HND,20201008
0.0,0.0,0.0,0.0,312.0,Hong Kong,HKG,HKG,20201008
0.005694,0.0023,0.005326,0.001878,1502.0,Hungary,HUN,HUN,20201008
0.017734,0.002621,0.018978,0.002128,4110.0,India,IND,IND,20201008
0.020548,0.004294,0.021537,0.003502,1718.0,Indonesia,IDN,IDN,20201008
0.087404,0.022042,0.080214,0.011468,561.0,Iraq,IRQ,IRQ,20201008
0.007486,0.004231,0.007082,0.003156,706.0,Ireland,IRL,IRL,20201008
0.006961,0.003542,0.007543,0.00284,928.0,Israel,ISR,ISR,20201008
0.004607,0.001222,0.004315,0.000879,5562.0,Italy,ITA,ITA,20201008
0.007342,0.001701,0.004743,0.000911,5692.0,Japan,JPN,JPN,20201008
0.044198,0.013236,0.040968,0.008554,537.0,Jordan,JOR,JOR,20201008
0.034431,0.01482,0.023923,0.01057,209.0,Kazakhstan,KAZ,KAZ,20201008
0.066533,0.017469,0.068249,0.013737,337.0,Kenya,KEN,KEN,20201008
0.005807,0.006714,0.011494,0.008081,174.0,Lebanon,LBN,LBN,20201008
0.027657,0.013822,0.029787,0.01109,235.0,Libya,LBY,LBY,20201008
0.004253,0.002872,0.005061,0.002257,988.0,Malaysia,MYS,MYS,20201008
0.025117,0.002743,0.024993,0.001904,6722.0,Mexico,MEX,MEX,20201008
0.0274,0.019386,0.028571,0.012594,175.0,Moldova,MDA,MDA,20201008
0.045983,0.020325,0.034934,0.012134,229.0,Morocco,MAR,MAR,20201008
0.006272,0.005574,0.010526,0.005235,380.0,Myanmar,MMR,MMR,20201008
0.012295,0.008749,0.020661,0.006466,484.0,Nepal,NPL,NPL,20201008
0.01246,0.003099,0.012027,0.002609,1746.0,Netherlands,NLD,NLD,20201008
0.012932,0.006319,0.013889,0.005631,432.0,New Zealand,NZL,NZL,20201008
0.025351,0.011521,0.025381,0.011206,197.0,Nicaragua,NIC,NIC,20201008
0.070786,0.019983,0.058974,0.011929,390.0,Nigeria,NGA,NGA,20201008
0.014352,0.005124,0.013904,0.003829,935.0,Norway,NOR,NOR,20201008
0.038815,0.009845,0.050699,0.009173,572.0,Pakistan,PAK,PAK,20201008
0.005344,0.006429,0.005714,0.005698,175.0,Panama,PAN,PAN,20201008
0.056165,0.020553,0.027668,0.010312,253.0,Paraguay,PRY,PRY,20201008
0.042119,0.008074,0.0385,0.006045,1013.0,Peru,PER,PER,20201008
0.007458,0.003503,0.007126,0.002367,1263.0,Philippines,PHL,PHL,20201008
0.020398,0.004126,0.024537,0.003613,1834.0,Poland,POL,POL,20201008
0.001428,0.00166,0.003058,0.001366,1635.0,Portugal,PRT,PRT,20201008
0.00673,0.004552,0.012774,0.004797,548.0,"Puerto Rico, U.S.",PRI,PRI,20201008
0.00483,0.002222,0.004875,0.001719,1641.0,Romania,ROU,ROU,20201008
0.06443,0.009704,0.054843,0.006076,1404.0,Russia,RUS,RUS,20201008
0.038895,0.016389,0.018587,0.008235,269.0,Saudi Arabia,SAU,SAU,20201008
0.010644,0.006988,0.013115,0.006514,305.0,Serbia,SRB,SRB,20201008
0.0,0.0,0.0,0.0,149.0,Singapore,SGP,SGP,20201008
0.014521,0.00656,0.01373,0.005567,437.0,Slovakia,SVK,SVK,20201008
0.008127,0.006448,0.008065,0.005679,248.0,Slovenia,SVN,SVN,20201008
0.038441,0.00867,0.029366,0.006637,647.0,South Africa,ZAF,ZAF,20201008
0.012041,0.006738,0.009281,0.004619,431.0,South Korea,KOR,KOR,20201008
0.004893,0.001687,0.00568,0.001416,2817.0,Spain,ESP,ESP,20201008
0.017703,0.013171,0.007968,0.005612,251.0,Sri Lanka,LKA,LKA,20201008
0.024699,0.014486,0.026846,0.013241,149.0,Sudan,SDN,SDN,20201008
0.015972,0.003577,0.014592,0.002561,2193.0,Sweden,SWE,SWE,20201008
0.006451,0.004234,0.008621,0.003504,696.0,Switzerland,CHE,CHE,20201008
0.003153,0.002313,0.003731,0.001666,1340.0,Taiwan,TWN,TWN,20201008
0.011001,0.004148,0.010042,0.002884,1195.0,Thailand,THA,THA,20201008
0.04376,0.013275,0.050611,0.009157,573.0,Tunisia,TUN,TUN,20201008
0.012679,0.003998,0.012687,0.002688,1734.0,Turkey,TUR,TUR,20201008
0.053056,0.007066,0.0556,0.0046,2482.0,Ukraine,UKR,UKR,20201008
0.008498,0.008862,0.01145,0.006573,262.0,United Arab Emirates,ARE,ARE,20201008
0.007326,0.002023,0.009864,0.002004,2433.0,United Kingdom,GBR,GBR,20201008
0.00767,0.000557,0.006565,0.000454,38206.0,United States of America,USA,USA,20201008
0.015758,0.007494,0.006466,0.003721,464.0,Uruguay,URY,URY,20201008
0.047957,0.018897,0.055172,0.018961,145.0,Uzbekistan,UZB,UZB,20201008
0.03183,0.008618,0.025039,0.006181,639.0,Venezuela,VEN,VEN,20201008
0.005001,0.003021,0.010833,0.002693,1477.0,Vietnam,VNM,VNM,20201008
0.066752,0.02879,0.089431,0.02573,123.0,Afghanistan,AFG,AFG,20201009
0.062517,0.027558,0.048649,0.015817,185.0,Algeria,DZA,DZA,20201009
0.021795,0.003678,0.024167,0.002939,2731.0,Argentina,ARG,ARG,20201009
0.006062,0.00252,0.006405,0.002257,1249.0,Australia,AUS,AUS,20201009
0.012731,0.006114,0.013035,0.004895,537.0,Austria,AUT,AUT,20201009
0.061147,0.017554,0.038123,0.01037,341.0,Bangladesh,BGD,BGD,20201009
0.040289,0.017158,0.046083,0.014233,217.0,Belarus,BLR,BLR,20201009
0.007383,0.004514,0.009511,0.003578,736.0,Belgium,BEL,BEL,20201009
0.051151,0.016936,0.040767,0.009684,417.0,Bolivia,BOL,BOL,20201009
0.055271,0.026832,0.058252,0.023078,103.0,Bosnia and Herzegovina,BIH,BIH,20201009
0.012752,0.00155,0.01134,0.00109,9436.0,Brazil,BRA,BRA,20201009
0.008049,0.006034,0.009259,0.005321,324.0,Bulgaria,BGR,BGR,20201009
0.012829,0.003598,0.009751,0.002287,1846.0,Canada,CAN,CAN,20201009
0.01946,0.005435,0.007511,0.002828,932.0,Chile,CHL,CHL,20201009
0.025352,0.005346,0.023797,0.003467,1933.0,Colombia,COL,COL,20201009
0.052988,0.014241,0.032258,0.008801,403.0,Costa Rica,CRI,CRI,20201009
0.019962,0.010514,0.01875,0.007583,320.0,Croatia,HRV,HRV,20201009
0.017928,0.004666,0.017301,0.003835,1156.0,Czech Republic,CZE,CZE,20201009
0.016772,0.004343,0.015186,0.00337,1317.0,Denmark,DNK,DNK,20201009
0.013185,0.007714,0.013514,0.006711,296.0,Dominican Republic,DOM,DOM,20201009
0.049848,0.011005,0.051051,0.008529,666.0,Ecuador,ECU,ECU,20201009
0.02684,0.008083,0.026042,0.00514,960.0,Egypt,EGY,EGY,20201009
0.047931,0.016012,0.054913,0.012247,346.0,El Salvador,SLV,SLV,20201009
0.015463,0.013947,0.019802,0.013863,101.0,Ethiopia,ETH,ETH,20201009
0.009002,0.004244,0.010088,0.003549,793.0,Finland,FIN,FIN,20201009
0.010594,0.002271,0.012007,0.002017,2915.0,France,FRA,FRA,20201009
0.005645,0.001769,0.00631,0.001312,3645.0,Germany,DEU,DEU,20201009
0.001491,0.002135,0.002439,0.001723,820.0,Greece,GRC,GRC,20201009
0.012209,0.008403,0.019108,0.006308,471.0,Guatemala,GTM,GTM,20201009
0.026173,0.013095,0.028708,0.011551,209.0,Honduras,HND,HND,20201009
0.002222,0.003076,0.00339,0.003384,295.0,Hong Kong,HKG,HKG,20201009
0.011583,0.00544,0.009125,0.002622,1315.0,Hungary,HUN,HUN,20201009
0.017652,0.002731,0.018215,0.002157,3843.0,India,IND,IND,20201009
0.023189,0.004436,0.024376,0.003672,1764.0,Indonesia,IDN,IDN,20201009
0.074551,0.020096,0.073684,0.011987,475.0,Iraq,IRQ,IRQ,20201009
0.004171,0.002932,0.005865,0.002924,682.0,Ireland,IRL,IRL,20201009
0.007908,0.004143,0.004802,0.002395,833.0,Israel,ISR,ISR,20201009
0.002828,0.001007,0.003802,0.000848,5261.0,Italy,ITA,ITA,20201009
0.007354,0.001591,0.005391,0.000936,6121.0,Japan,JPN,JPN,20201009
0.048061,0.013189,0.035336,0.00776,566.0,Jordan,JOR,JOR,20201009
0.005869,0.00703,0.010695,0.007522,187.0,Kazakhstan,KAZ,KAZ,20201009
0.047317,0.015169,0.047771,0.012036,314.0,Kenya,KEN,KEN,20201009
0.012519,0.010874,0.020548,0.011741,146.0,Lebanon,LBN,LBN,20201009
0.041942,0.016439,0.047619,0.013415,252.0,Libya,LBY,LBY,20201009
0.006196,0.003625,0.006928,0.002819,866.0,Malaysia,MYS,MYS,20201009
0.022578,0.002715,0.022563,0.001906,6072.0,Mexico,MEX,MEX,20201009
0.022744,0.017326,0.025,0.014252,120.0,Moldova,MDA,MDA,20201009
0.005555,0.007011,0.0125,0.007172,240.0,Morocco,MAR,MAR,20201009
0.007199,0.006213,0.010444,0.005195,383.0,Myanmar,MMR,MMR,20201009
0.037978,0.016015,0.047368,0.010897,380.0,Nepal,NPL,NPL,20201009
0.008515,0.002509,0.006571,0.001975,1674.0,Netherlands,NLD,NLD,20201009
0.005709,0.003983,0.007092,0.00408,423.0,New Zealand,NZL,NZL,20201009
0.05229,0.016464,0.062201,0.016706,209.0,Nicaragua,NIC,NIC,20201009
0.047846,0.015515,0.050562,0.011612,356.0,Nigeria,NGA,NGA,20201009
0.025785,0.010848,0.017525,0.004343,913.0,Norway,NOR,NOR,20201009
0.080759,0.013979,0.067826,0.010486,575.0,Pakistan,PAK,PAK,20201009
0.033393,0.020094,0.03876,0.016995,129.0,Palestine,PSE,PSE,20201009
0.05498,0.020568,0.023952,0.011832,167.0,Panama,PAN,PAN,20201009
0.005198,0.007153,0.004444,0.004435,225.0,Paraguay,PRY,PRY,20201009
0.021794,0.006258,0.026172,0.005272,917.0,Peru,PER,PER,20201009
0.010784,0.004541,0.010545,0.003028,1138.0,Philippines,PHL,PHL,20201009
0.020665,0.004166,0.021338,0.00347,1734.0,Poland,POL,POL,20201009
0.004172,0.00217,0.005079,0.001791,1575.0,Portugal,PRT,PRT,20201009
0.009665,0.005948,0.005837,0.00336,514.0,"Puerto Rico, U.S.",PRI,PRI,20201009
0.006032,0.002574,0.006775,0.002135,1476.0,Romania,ROU,ROU,20201009
0.062134,0.009693,0.054235,0.006173,1346.0,Russia,RUS,RUS,20201009
0.012441,0.00963,0.015936,0.007904,251.0,Saudi Arabia,SAU,SAU,20201009
0.014401,0.007036,0.017595,0.00712,341.0,Serbia,SRB,SRB,20201009
0.0,0.0,0.0,0.0,142.0,Singapore,SGP,SGP,20201009
0.008931,0.005692,0.012376,0.0055,404.0,Slovakia,SVK,SVK,20201009
0.005435,0.006255,0.005319,0.005305,188.0,Slovenia,SVN,SVN,20201009
0.034439,0.009393,0.027675,0.007046,542.0,South Africa,ZAF,ZAF,20201009
0.005747,0.004845,0.013158,0.005336,456.0,South Korea,KOR,KOR,20201009
0.006046,0.001937,0.006294,0.001569,2542.0,Spain,ESP,ESP,20201009
0.012544,0.011641,0.008299,0.005844,241.0,Sri Lanka,LKA,LKA,20201009
0.063631,0.027605,0.023952,0.011832,167.0,Sudan,SDN,SDN,20201009
0.012025,0.003341,0.013949,0.002572,2079.0,Sweden,SWE,SWE,20201009
0.006292,0.003658,0.006319,0.00315,633.0,Switzerland,CHE,CHE,20201009
0.005757,0.002967,0.005822,0.002053,1374.0,Taiwan,TWN,TWN,20201009
0.013865,0.005008,0.017034,0.004096,998.0,Thailand,THA,THA,20201009
0.023932,0.010912,0.038697,0.008704,491.0,Tunisia,TUN,TUN,20201009
0.010772,0.003915,0.015303,0.003166,1503.0,Turkey,TUR,TUR,20201009
0.043923,0.00654,0.050685,0.004687,2190.0,Ukraine,UKR,UKR,20201009
0.017905,0.012523,0.012605,0.007232,238.0,United Arab Emirates,ARE,ARE,20201009
0.015243,0.003138,0.014382,0.002524,2225.0,United Kingdom,GBR,GBR,20201009
0.007661,0.00056,0.006756,0.000482,37235.0,United States of America,USA,USA,20201009
0.0,0.0,0.0,0.0,443.0,Uruguay,URY,URY,20201009
0.071771,0.023019,0.066225,0.020237,151.0,Uzbekistan,UZB,UZB,20201009
0.026456,0.00995,0.026263,0.007188,495.0,Venezuela,VEN,VEN,20201009
0.008161,0.004295,0.014096,0.003299,1277.0,Vietnam,VNM,VNM,20201009
0.064486,0.028031,0.077519,0.023544,129.0,Afghanistan,AFG,AFG,20201010
0.027284,0.015289,0.028571,0.011496,210.0,Algeria,DZA,DZA,20201010
0.016898,0.003322,0.01848,0.002729,2435.0,Argentina,ARG,ARG,20201010
0.006159,0.002507,0.00639,0.002252,1252.0,Australia,AUS,AUS,20201010
0.01442,0.006636,0.013333,0.005006,525.0,Austria,AUT,AUT,20201010
0.01932,0.009814,0.019417,0.00785,309.0,Bangladesh,BGD,BGD,20201010
0.029277,0.014783,0.034314,0.012745,204.0,Belarus,BLR,BLR,20201010
0.007239,0.004653,0.011696,0.004111,684.0,Belgium,BEL,BEL,20201010
0.045751,0.013876,0.044944,0.010981,356.0,Bolivia,BOL,BOL,20201010
0.0,0.0,0.0,0.0,105.0,Bosnia and Herzegovina,BIH,BIH,20201010
0.016424,0.001827,0.013276,0.001246,8436.0,Brazil,BRA,BRA,20201010
0.009177,0.006781,0.00597,0.004209,335.0,Bulgaria,BGR,BGR,20201010
0.00538,0.00209,0.006785,0.001875,1916.0,Canada,CAN,CAN,20201010
0.006531,0.00287,0.006061,0.002467,990.0,Chile,CHL,CHL,20201010
0.028081,0.005641,0.027809,0.003878,1798.0,Colombia,COL,COL,20201010
0.029646,0.010313,0.029101,0.008646,378.0,Costa Rica,CRI,CRI,20201010
0.011114,0.009078,0.017182,0.007618,291.0,Croatia,HRV,HRV,20201010
0.017741,0.004371,0.013386,0.003225,1270.0,Czech Republic,CZE,CZE,20201010
0.010458,0.003554,0.007918,0.002494,1263.0,Denmark,DNK,DNK,20201010
0.024902,0.010624,0.028112,0.010475,249.0,Dominican Republic,DOM,DOM,20201010
0.027314,0.008367,0.027314,0.006349,659.0,Ecuador,ECU,ECU,20201010
0.02186,0.007504,0.023392,0.005169,855.0,Egypt,EGY,EGY,20201010
0.05405,0.017917,0.060345,0.012765,348.0,El Salvador,SLV,SLV,20201010
0.006883,0.004042,0.00551,0.002747,726.0,Finland,FIN,FIN,20201010
0.010473,0.002388,0.012887,0.002164,2716.0,France,FRA,FRA,20201010
0.005926,0.001726,0.006733,0.001342,3713.0,Germany,DEU,DEU,20201010
0.016394,0.01392,0.01626,0.011404,123.0,Ghana,GHA,GHA,20201010
0.001101,0.001627,0.001486,0.001485,673.0,Greece,GRC,GRC,20201010
0.017586,0.010961,0.025381,0.007924,394.0,Guatemala,GTM,GTM,20201010
0.080054,0.024379,0.051064,0.01436,235.0,Honduras,HND,HND,20201010
0.0,0.0,0.0,0.0,286.0,Hong Kong,HKG,HKG,20201010
0.009911,0.003345,0.008525,0.002684,1173.0,Hungary,HUN,HUN,20201010
0.018512,0.002787,0.01873,0.002187,3844.0,India,IND,IND,20201010
0.023006,0.004597,0.017344,0.003193,1672.0,Indonesia,IDN,IDN,20201010
0.102547,0.022758,0.076577,0.01262,444.0,Iraq,IRQ,IRQ,20201010
0.008695,0.004175,0.006993,0.003116,715.0,Ireland,IRL,IRL,20201010
0.007553,0.00367,0.007946,0.002991,881.0,Israel,ISR,ISR,20201010
0.004822,0.001294,0.0044,0.000896,5455.0,Italy,ITA,ITA,20201010
0.003455,0.001078,0.004159,0.000814,6252.0,Japan,JPN,JPN,20201010
0.034145,0.010878,0.047872,0.00899,564.0,Jordan,JOR,JOR,20201010
0.035628,0.017462,0.017964,0.010278,167.0,Kazakhstan,KAZ,KAZ,20201010
0.053467,0.016189,0.060897,0.013539,312.0,Kenya,KEN,KEN,20201010
0.008931,0.009421,0.016529,0.011591,121.0,Lebanon,LBN,LBN,20201010
0.031987,0.016686,0.024752,0.010932,202.0,Libya,LBY,LBY,20201010
0.016509,0.005854,0.015625,0.004143,896.0,Malaysia,MYS,MYS,20201010
0.024846,0.002932,0.025606,0.002064,5858.0,Mexico,MEX,MEX,20201010
0.043435,0.020536,0.04386,0.01918,114.0,Moldova,MDA,MDA,20201010
0.0251,0.015507,0.038961,0.012732,231.0,Morocco,MAR,MAR,20201010
0.018374,0.010506,0.028986,0.010098,276.0,Myanmar,MMR,MMR,20201010
0.014321,0.009868,0.025445,0.007943,393.0,Nepal,NPL,NPL,20201010
0.010814,0.003715,0.009292,0.002312,1722.0,Netherlands,NLD,NLD,20201010
0.022753,0.008312,0.015345,0.006216,391.0,New Zealand,NZL,NZL,20201010
0.034487,0.014152,0.040816,0.014133,196.0,Nicaragua,NIC,NIC,20201010
0.082021,0.019386,0.057471,0.012476,348.0,Nigeria,NGA,NGA,20201010
0.013832,0.004864,0.015436,0.004093,907.0,Norway,NOR,NOR,20201010
0.070605,0.013702,0.054104,0.009771,536.0,Pakistan,PAK,PAK,20201010
0.011751,0.014006,0.027523,0.01567,109.0,Palestine,PSE,PSE,20201010
0.0,0.0,0.0,0.0,137.0,Panama,PAN,PAN,20201010
0.040318,0.022592,0.0199,0.009851,201.0,Paraguay,PRY,PRY,20201010
0.031342,0.007347,0.031891,0.00593,878.0,Peru,PER,PER,20201010
0.007854,0.003904,0.009025,0.002841,1108.0,Philippines,PHL,PHL,20201010
0.01968,0.004003,0.019444,0.003255,1800.0,Poland,POL,POL,20201010
0.002176,0.001646,0.003958,0.001613,1516.0,Portugal,PRT,PRT,20201010
0.010956,0.006398,0.003953,0.002789,506.0,"Puerto Rico, U.S.",PRI,PRI,20201010
0.007876,0.002872,0.008169,0.002348,1469.0,Romania,ROU,ROU,20201010
0.065634,0.009719,0.051561,0.005959,1377.0,Russia,RUS,RUS,20201010
0.02265,0.011924,0.013158,0.006536,304.0,Saudi Arabia,SAU,SAU,20201010
0.008233,0.006171,0.010135,0.005822,296.0,Serbia,SRB,SRB,20201010
0.0,0.0,0.0,0.0,146.0,Singapore,SGP,SGP,20201010
0.006872,0.004954,0.009195,0.004577,435.0,Slovakia,SVK,SVK,20201010
0.0,0.0,0.0,0.0,168.0,Slovenia,SVN,SVN,20201010
0.042377,0.009618,0.036697,0.008054,545.0,South Africa,ZAF,ZAF,20201010
0.005281,0.004953,0.005025,0.003544,398.0,South Korea,KOR,KOR,20201010
0.005984,0.001959,0.007897,0.001805,2406.0,Spain,ESP,ESP,20201010
0.007755,0.008014,0.01145,0.006573,262.0,Sri Lanka,LKA,LKA,20201010
0.042196,0.024517,0.029762,0.01311,168.0,Sudan,SDN,SDN,20201010
0.024063,0.004383,0.01881,0.003063,1967.0,Sweden,SWE,SWE,20201010
0.004271,0.003978,0.005464,0.002725,732.0,Switzerland,CHE,CHE,20201010
0.00877,0.003762,0.005706,0.002012,1402.0,Taiwan,TWN,TWN,20201010
0.01129,0.004379,0.013015,0.003733,922.0,Thailand,THA,THA,20201010
0.041442,0.014895,0.040169,0.009028,473.0,Tunisia,TUN,TUN,20201010
0.011658,0.003995,0.013514,0.003001,1480.0,Turkey,TUR,TUR,20201010
0.048475,0.007346,0.051819,0.004948,2007.0,Ukraine,UKR,UKR,20201010
0.007489,0.006947,0.010909,0.006264,275.0,United Arab Emirates,ARE,ARE,20201010
0.007214,0.002103,0.010605,0.002153,2263.0,United Kingdom,GBR,GBR,20201010
0.007657,0.000535,0.006689,0.000471,35781.0,United States of America,USA,USA,20201010
0.003078,0.0044,0.002551,0.002548,392.0,Uruguay,URY,URY,20201010
0.110382,0.027741,0.123377,0.026501,154.0,Uzbekistan,UZB,UZB,20201010
0.028746,0.008963,0.013865,0.004868,577.0,Venezuela,VEN,VEN,20201010
0.013944,0.005842,0.014747,0.003659,1085.0,Vietnam,VNM,VNM,20201010
0.090582,0.031861,0.118056,0.026889,144.0,Afghanistan,AFG,AFG,20201011
0.020952,0.003944,0.024649,0.003019,2637.0,Argentina,ARG,ARG,20201011
0.008026,0.002747,0.008365,0.002512,1315.0,Australia,AUS,AUS,20201011
0.007168,0.004477,0.008547,0.003806,585.0,Austria,AUT,AUT,20201011
0.037672,0.014118,0.042071,0.01142,309.0,Bangladesh,BGD,BGD,20201011
0.034007,0.015844,0.039409,0.013656,203.0,Belarus,BLR,BLR,20201011
0.014221,0.005329,0.009602,0.003612,729.0,Belgium,BEL,BEL,20201011
0.054145,0.013578,0.045226,0.010416,398.0,Bolivia,BOL,BOL,20201011
0.015592,0.017418,0.019048,0.01334,105.0,Bosnia and Herzegovina,BIH,BIH,20201011
0.014168,0.001691,0.011797,0.001161,8646.0,Brazil,BRA,BRA,20201011
0.00832,0.006332,0.011834,0.005882,338.0,Bulgaria,BGR,BGR,20201011
0.006394,0.002441,0.008184,0.002038,1955.0,Canada,CAN,CAN,20201011
0.03868,0.008346,0.013771,0.003793,944.0,Chile,CHL,CHL,20201011
0.02938,0.005805,0.026437,0.003846,1740.0,Colombia,COL,COL,20201011
0.042071,0.013478,0.03125,0.008879,384.0,Costa Rica,CRI,CRI,20201011
0.007388,0.00989,0.005865,0.004135,341.0,Croatia,HRV,HRV,20201011
0.013605,0.0039,0.010244,0.002827,1269.0,Czech Republic,CZE,CZE,20201011
0.005915,0.003829,0.007924,0.002496,1262.0,Denmark,DNK,DNK,20201011
0.014157,0.008577,0.016,0.007936,250.0,Dominican Republic,DOM,DOM,20201011
0.053716,0.011499,0.042398,0.007704,684.0,Ecuador,ECU,ECU,20201011
0.035129,0.00921,0.030691,0.006168,782.0,Egypt,EGY,EGY,20201011
0.028767,0.01403,0.031847,0.009909,314.0,El Salvador,SLV,SLV,20201011
0.009042,0.004215,0.008357,0.003397,718.0,Finland,FIN,FIN,20201011
0.01375,0.002587,0.01592,0.00228,3015.0,France,FRA,FRA,20201011
0.006358,0.001885,0.008698,0.001508,3794.0,Germany,DEU,DEU,20201011
0.005013,0.00785,0.00885,0.00881,113.0,Ghana,GHA,GHA,20201011
0.008983,0.004362,0.006925,0.003086,722.0,Greece,GRC,GRC,20201011
0.041757,0.017682,0.031915,0.009065,376.0,Guatemala,GTM,GTM,20201011
0.045047,0.020345,0.043011,0.014876,186.0,Honduras,HND,HND,20201011
0.015468,0.008488,0.006711,0.00473,298.0,Hong Kong,HKG,HKG,20201011
0.008887,0.002884,0.007519,0.002369,1330.0,Hungary,HUN,HUN,20201011
0.025932,0.003241,0.021348,0.002318,3888.0,India,IND,IND,20201011
0.023369,0.00442,0.020069,0.003358,1744.0,Indonesia,IDN,IDN,20201011
0.07624,0.020223,0.090543,0.012872,497.0,Iraq,IRQ,IRQ,20201011
0.012774,0.005032,0.012146,0.004024,741.0,Ireland,IRL,IRL,20201011
0.024262,0.006836,0.012225,0.003842,818.0,Israel,ISR,ISR,20201011
0.003267,0.001054,0.003304,0.000757,5751.0,Italy,ITA,ITA,20201011
0.006112,0.001504,0.006071,0.000995,6095.0,Japan,JPN,JPN,20201011
0.033853,0.01114,0.048924,0.009542,511.0,Jordan,JOR,JOR,20201011
0.013417,0.00952,0.009709,0.006832,206.0,Kazakhstan,KAZ,KAZ,20201011
0.039852,0.014055,0.028037,0.009214,321.0,Kenya,KEN,KEN,20201011
0.008056,0.009953,0.008,0.007968,125.0,Lebanon,LBN,LBN,20201011
0.049573,0.017879,0.042553,0.013167,235.0,Libya,LBY,LBY,20201011
0.020431,0.006711,0.015054,0.003993,930.0,Malaysia,MYS,MYS,20201011
0.022641,0.002727,0.02335,0.001923,6167.0,Mexico,MEX,MEX,20201011
0.036588,0.019396,0.04065,0.017806,123.0,Moldova,MDA,MDA,20201011
0.057039,0.021672,0.064516,0.016677,217.0,Morocco,MAR,MAR,20201011
0.005662,0.005872,0.00722,0.005087,277.0,Myanmar,MMR,MMR,20201011
0.029014,0.014166,0.031332,0.008902,383.0,Nepal,NPL,NPL,20201011
0.011377,0.002723,0.010347,0.002302,1933.0,Netherlands,NLD,NLD,20201011
0.027686,0.008742,0.022321,0.006979,448.0,New Zealand,NZL,NZL,20201011
0.015904,0.009881,0.016129,0.009237,186.0,Nicaragua,NIC,NIC,20201011
0.053075,0.015005,0.051282,0.011169,390.0,Nigeria,NGA,NGA,20201011
0.006346,0.003068,0.006085,0.002477,986.0,Norway,NOR,NOR,20201011
0.046539,0.011069,0.054307,0.009807,534.0,Pakistan,PAK,PAK,20201011
0.072956,0.031425,0.056075,0.022241,107.0,Palestine,PSE,PSE,20201011
0.013508,0.011413,0.016575,0.00949,181.0,Panama,PAN,PAN,20201011
0.022285,0.014228,0.027273,0.010981,220.0,Paraguay,PRY,PRY,20201011
0.043301,0.009595,0.031694,0.005791,915.0,Peru,PER,PER,20201011
0.002747,0.002199,0.003854,0.001923,1038.0,Philippines,PHL,PHL,20201011
0.022511,0.004177,0.024766,0.003646,1817.0,Poland,POL,POL,20201011
0.011744,0.003438,0.007055,0.002029,1701.0,Portugal,PRT,PRT,20201011
0.008611,0.006126,0.007828,0.003899,511.0,"Puerto Rico, U.S.",PRI,PRI,20201011
0.006932,0.002745,0.007047,0.002117,1561.0,Romania,ROU,ROU,20201011
0.054985,0.008494,0.044728,0.005225,1565.0,Russia,RUS,RUS,20201011
0.023121,0.014182,0.02,0.008854,250.0,Saudi Arabia,SAU,SAU,20201011
0.005036,0.004327,0.005917,0.004172,338.0,Serbia,SRB,SRB,20201011
0.0,0.0,0.0,0.0,162.0,Singapore,SGP,SGP,20201011
0.043462,0.01304,0.010571,0.004702,473.0,Slovakia,SVK,SVK,20201011
0.0,0.0,0.0,0.0,228.0,Slovenia,SVN,SVN,20201011
0.044062,0.010122,0.040665,0.008492,541.0,South Africa,ZAF,ZAF,20201011
0.012333,0.006885,0.014528,0.005888,413.0,South Korea,KOR,KOR,20201011
0.008715,0.002387,0.009874,0.001965,2532.0,Spain,ESP,ESP,20201011
0.008751,0.008848,0.018692,0.009258,214.0,Sri Lanka,LKA,LKA,20201011
0.060446,0.027679,0.067073,0.019533,164.0,Sudan,SDN,SDN,20201011
0.008585,0.004539,0.010881,0.002361,1930.0,Sweden,SWE,SWE,20201011
0.00625,0.003364,0.007052,0.003143,709.0,Switzerland,CHE,CHE,20201011
0.000666,0.000989,0.001345,0.00095,1487.0,Taiwan,TWN,TWN,20201011
0.011901,0.004807,0.019088,0.004456,943.0,Thailand,THA,THA,20201011
0.026372,0.011864,0.036325,0.008649,468.0,Tunisia,TUN,TUN,20201011
0.01038,0.003789,0.013761,0.002982,1526.0,Turkey,TUR,TUR,20201011
0.03849,0.006284,0.042009,0.004287,2190.0,Ukraine,UKR,UKR,20201011
0.021692,0.015517,0.013699,0.007855,219.0,United Arab Emirates,ARE,ARE,20201011
0.012428,0.002821,0.008663,0.001882,2424.0,United Kingdom,GBR,GBR,20201011
0.007744,0.000562,0.006605,0.000487,37013.0,United States of America,USA,USA,20201011
0.010813,0.006783,0.010127,0.005038,395.0,Uruguay,URY,URY,20201011
0.050411,0.019463,0.055172,0.018961,145.0,Uzbekistan,UZB,UZB,20201011
0.032271,0.009638,0.02852,0.007028,561.0,Venezuela,VEN,VEN,20201011
0.00992,0.00496,0.010526,0.003023,1140.0,Vietnam,VNM,VNM,20201011
0.084855,0.031986,0.068966,0.023527,116.0,Afghanistan,AFG,AFG,20201012
0.021385,0.016808,0.023077,0.013169,130.0,Algeria,DZA,DZA,20201012
0.02191,0.003522,0.023747,0.002956,2653.0,Argentina,ARG,ARG,20201012
