pct_community_cli,community_cli_se,pct_community_cli_unw,community_cli_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.09566,0.01849,0.121406,0.016652,313.0,Algeria,DZA,DZA,20200501
0.056603,0.004622,0.059117,0.004528,2605.0,Argentina,ARG,ARG,20200501
0.036173,0.007201,0.043532,0.006589,804.0,Australia,AUS,AUS,20200501
0.028527,0.009459,0.034667,0.008608,375.0,Austria,AUT,AUT,20200501
0.150172,0.018152,0.173913,0.017109,437.0,Bangladesh,BGD,BGD,20200501
0.318872,0.030302,0.336066,0.029896,244.0,Belarus,BLR,BLR,20200501
0.145358,0.013551,0.155989,0.013163,718.0,Belgium,BEL,BEL,20200501
0.089503,0.01299,0.093439,0.012741,503.0,Bolivia,BOL,BOL,20200501
0.23626,0.004047,0.243217,0.004007,11241.0,Brazil,BRA,BRA,20200501
0.025651,0.008891,0.03125,0.008078,384.0,Bulgaria,BGR,BGR,20200501
0.076855,0.006239,0.072706,0.0064,1733.0,Canada,CAN,CAN,20200501
0.102828,0.009657,0.109195,0.009405,1044.0,Chile,CHL,CHL,20200501
0.057218,0.005605,0.066901,0.00521,1988.0,Colombia,COL,COL,20200501
0.069232,0.010938,0.053864,0.012299,427.0,Costa Rica,CRI,CRI,20200501
0.023686,0.013048,0.044177,0.009656,249.0,Croatia,HRV,HRV,20200501
0.032685,0.005949,0.026954,0.006532,742.0,Czech Republic,CZE,CZE,20200501
0.131774,0.011978,0.128205,0.012119,780.0,Denmark,DNK,DNK,20200501
0.145677,0.020282,0.152381,0.019909,315.0,Dominican Republic,DOM,DOM,20200501
0.261364,0.014168,0.247578,0.014423,929.0,Ecuador,ECU,ECU,20200501
0.101849,0.008907,0.113475,0.008494,1269.0,Egypt,EGY,EGY,20200501
0.098608,0.011449,0.0625,0.014101,448.0,El Salvador,SLV,SLV,20200501
0.103707,0.013728,0.093333,0.014388,450.0,Finland,FIN,FIN,20200501
0.108008,0.00603,0.109747,0.005988,2688.0,France,FRA,FRA,20200501
0.050733,0.004207,0.056296,0.004006,3002.0,Germany,DEU,DEU,20200501
0.093487,0.022232,0.166667,0.017366,282.0,Ghana,GHA,GHA,20200501
0.045104,0.009515,0.057947,0.008451,604.0,Greece,GRC,GRC,20200501
0.05988,0.008598,0.049051,0.009445,632.0,Guatemala,GTM,GTM,20200501
0.088418,0.01381,0.073034,0.015068,356.0,Honduras,HND,HND,20200501
0.073761,0.007209,0.082418,0.006852,1456.0,Hungary,HUN,HUN,20200501
0.063263,0.005774,0.061343,0.005858,1728.0,India,IND,IND,20200501
0.111877,0.007319,0.109956,0.007375,1828.0,Indonesia,IDN,IDN,20200501
0.094655,0.015314,0.093664,0.015386,363.0,Iraq,IRQ,IRQ,20200501
0.114763,0.015908,0.13449,0.014861,461.0,Ireland,IRL,IRL,20200501
0.076165,0.010213,0.055556,0.011827,504.0,Israel,ISR,ISR,20200501
0.086379,0.005175,0.100444,0.004836,3375.0,Italy,ITA,ITA,20200501
0.053799,0.0074,0.057518,0.007171,991.0,Japan,JPN,JPN,20200501
0.026116,0.008345,0.020619,0.009365,291.0,Jordan,JOR,JOR,20200501
0.031041,0.01215,0.027473,0.012891,182.0,Kazakhstan,KAZ,KAZ,20200501
0.098893,0.020722,0.086486,0.022007,185.0,Kenya,KEN,KEN,20200501
0.076806,0.017435,0.074561,0.017674,228.0,Libya,LBY,LBY,20200501
0.08042,0.01173,0.073022,0.01226,493.0,Malaysia,MYS,MYS,20200501
0.103457,0.004171,0.122492,0.003874,6180.0,Mexico,MEX,MEX,20200501
0.067272,0.028223,0.088235,0.024925,102.0,Moldova,MDA,MDA,20200501
0.048958,0.014662,0.067797,0.012585,295.0,Morocco,MAR,MAR,20200501
0.182748,0.039081,0.188119,0.038646,101.0,Myanmar,MMR,MMR,20200501
0.018202,0.011745,0.029126,0.009337,206.0,Nepal,NPL,NPL,20200501
0.136797,0.011165,0.152885,0.010661,1040.0,Netherlands,NLD,NLD,20200501
0.024209,0.007119,0.024948,0.007015,481.0,New Zealand,NZL,NZL,20200501
0.136818,0.019236,0.162602,0.017914,369.0,Nicaragua,NIC,NIC,20200501
0.149737,0.01631,0.135747,0.016991,442.0,Nigeria,NGA,NGA,20200501
0.06597,0.010862,0.068392,0.010682,541.0,Norway,NOR,NOR,20200501
0.173313,0.020416,0.167164,0.020712,335.0,Pakistan,PAK,PAK,20200501
0.055473,0.022778,0.061947,0.021629,113.0,Palestine,PSE,PSE,20200501
0.080597,0.022711,0.092025,0.021387,163.0,Panama,PAN,PAN,20200501
0.075215,0.020768,0.083799,0.019768,179.0,Paraguay,PRY,PRY,20200501
0.227325,0.011508,0.224335,0.011562,1315.0,Peru,PER,PER,20200501
0.104091,0.010921,0.093838,0.011437,714.0,Philippines,PHL,PHL,20200501
0.035878,0.006357,0.045998,0.005644,1087.0,Poland,POL,POL,20200501
0.076604,0.008837,0.106557,0.007618,1220.0,Portugal,PRT,PRT,20200501
0.067278,0.011776,0.067834,0.011731,457.0,"Puerto Rico, U.S.",PRI,PRI,20200501
0.030353,0.0049,0.041866,0.004197,1672.0,Romania,ROU,ROU,20200501
0.11701,0.01271,0.133705,0.012004,718.0,Russia,RUS,RUS,20200501
0.076894,0.019762,0.097345,0.017762,226.0,Saudi Arabia,SAU,SAU,20200501
0.126057,0.019743,0.135762,0.019131,302.0,Serbia,SRB,SRB,20200501
0.012867,0.008316,0.020548,0.006607,292.0,Slovakia,SVK,SVK,20200501
0.066504,0.023953,0.07438,0.022745,121.0,Slovenia,SVN,SVN,20200501
0.062708,0.00974,0.102775,0.007776,973.0,South Africa,ZAF,ZAF,20200501
0.060336,0.012129,0.049689,0.01329,322.0,South Korea,KOR,KOR,20200501
0.185949,0.009243,0.201592,0.008964,1885.0,Spain,ESP,ESP,20200501
0.021093,0.018162,0.055901,0.01136,161.0,Sri Lanka,LKA,LKA,20200501
0.108016,0.023536,0.095541,0.024852,157.0,Sudan,SDN,SDN,20200501
0.241946,0.0107,0.257775,0.010477,1672.0,Sweden,SWE,SWE,20200501
0.105267,0.014789,0.100962,0.015065,416.0,Switzerland,CHE,CHE,20200501
0.030065,0.005421,0.042538,0.004587,1387.0,Taiwan,TWN,TWN,20200501
0.083497,0.006969,0.070423,0.007535,1349.0,Thailand,THA,THA,20200501
0.083777,0.012651,0.048443,0.016326,289.0,Tunisia,TUN,TUN,20200501
0.079397,0.007388,0.087106,0.007083,1458.0,Turkey,TUR,TUR,20200501
0.05657,0.006744,0.07206,0.006025,1471.0,Ukraine,UKR,UKR,20200501
0.158884,0.028863,0.179775,0.027478,178.0,United Arab Emirates,ARE,ARE,20200501
0.129537,0.006243,0.141112,0.006021,3111.0,United Kingdom,GBR,GBR,20200501
0.066618,0.015199,0.082317,0.01379,328.0,Uruguay,URY,URY,20200501
0.015597,0.012914,0.018349,0.011923,109.0,Uzbekistan,UZB,UZB,20200501
0.055038,0.014786,0.064748,0.013702,278.0,Venezuela,VEN,VEN,20200501
0.032606,0.004898,0.03666,0.004629,1473.0,Vietnam,VNM,VNM,20200501
0.079871,0.019459,0.124567,0.015974,289.0,Algeria,DZA,DZA,20200502
0.064159,0.005136,0.064811,0.005112,2299.0,Argentina,ARG,ARG,20200502
0.037371,0.00797,0.043077,0.007445,650.0,Australia,AUS,AUS,20200502
0.086527,0.013939,0.072254,0.015136,346.0,Austria,AUT,AUT,20200502
0.105396,0.02004,0.168571,0.016437,350.0,Bangladesh,BGD,BGD,20200502
0.313865,0.033877,0.288889,0.034686,180.0,Belarus,BLR,BLR,20200502
0.116816,0.012811,0.128655,0.01229,684.0,Belgium,BEL,BEL,20200502
0.078281,0.013679,0.077922,0.013708,385.0,Bolivia,BOL,BOL,20200502
0.247154,0.004435,0.255456,0.004387,9669.0,Brazil,BRA,BRA,20200502
0.027077,0.01063,0.039039,0.008908,333.0,Bulgaria,BGR,BGR,20200502
0.060373,0.006301,0.061686,0.006238,1459.0,Canada,CAN,CAN,20200502
0.096411,0.010414,0.109756,0.009833,902.0,Chile,CHL,CHL,20200502
0.053549,0.005827,0.062824,0.005406,1735.0,Colombia,COL,COL,20200502
0.068047,0.01354,0.072973,0.01311,370.0,Costa Rica,CRI,CRI,20200502
0.079658,0.017967,0.081545,0.017777,233.0,Croatia,HRV,HRV,20200502
0.020469,0.00528,0.019943,0.005348,702.0,Czech Republic,CZE,CZE,20200502
0.135288,0.012804,0.132479,0.012918,702.0,Denmark,DNK,DNK,20200502
0.172573,0.02158,0.145522,0.023126,268.0,Dominican Republic,DOM,DOM,20200502
0.273775,0.015431,0.252207,0.015844,793.0,Ecuador,ECU,ECU,20200502
0.112911,0.009926,0.119626,0.00968,1070.0,Egypt,EGY,EGY,20200502
0.067575,0.011556,0.061927,0.012035,436.0,El Salvador,SLV,SLV,20200502
0.111107,0.016589,0.129268,0.015539,410.0,Finland,FIN,FIN,20200502
0.111065,0.006479,0.116762,0.006339,2458.0,France,FRA,FRA,20200502
0.05661,0.004592,0.061796,0.004407,2751.0,Germany,DEU,DEU,20200502
0.054895,0.020594,0.12,0.014435,250.0,Ghana,GHA,GHA,20200502
0.030289,0.007975,0.038983,0.007062,590.0,Greece,GRC,GRC,20200502
0.050368,0.008577,0.040076,0.009563,524.0,Guatemala,GTM,GTM,20200502
0.090919,0.015588,0.086154,0.015972,325.0,Honduras,HND,HND,20200502
0.080853,0.007715,0.086531,0.007481,1329.0,Hungary,HUN,HUN,20200502
0.072683,0.007022,0.068217,0.007231,1290.0,India,IND,IND,20200502
0.087588,0.008116,0.102784,0.007555,1401.0,Indonesia,IDN,IDN,20200502
0.086391,0.01877,0.123377,0.016034,308.0,Iraq,IRQ,IRQ,20200502
0.147002,0.016279,0.146186,0.016316,472.0,Ireland,IRL,IRL,20200502
0.105119,0.013125,0.086768,0.0143,461.0,Israel,ISR,ISR,20200502
0.080866,0.005314,0.098183,0.004868,3137.0,Italy,ITA,ITA,20200502
0.029858,0.00331,0.035828,0.003031,3154.0,Japan,JPN,JPN,20200502
0.039661,0.016436,0.058537,0.013664,205.0,Jordan,JOR,JOR,20200502
0.036795,0.016932,0.038462,0.016575,130.0,Kazakhstan,KAZ,KAZ,20200502
0.068555,0.016825,0.041958,0.021206,143.0,Kenya,KEN,KEN,20200502
0.049109,0.016942,0.065421,0.014807,214.0,Libya,LBY,LBY,20200502
0.059266,0.012439,0.070588,0.011467,425.0,Malaysia,MYS,MYS,20200502
0.099291,0.004552,0.117058,0.004234,4989.0,Mexico,MEX,MEX,20200502
0.03377,0.024017,0.065421,0.017545,107.0,Moldova,MDA,MDA,20200502
0.024721,0.013186,0.046693,0.009705,257.0,Morocco,MAR,MAR,20200502
0.05755,0.019365,0.066265,0.01813,166.0,Nepal,NPL,NPL,20200502
0.135155,0.011119,0.141404,0.01091,983.0,Netherlands,NLD,NLD,20200502
0.017794,0.00818,0.026178,0.006773,382.0,New Zealand,NZL,NZL,20200502
0.182329,0.02125,0.185075,0.021127,335.0,Nicaragua,NIC,NIC,20200502
0.106156,0.01767,0.108974,0.017467,312.0,Nigeria,NGA,NGA,20200502
0.073509,0.01156,0.067653,0.012012,473.0,Norway,NOR,NOR,20200502
0.174997,0.023364,0.151899,0.024734,237.0,Pakistan,PAK,PAK,20200502
0.099634,0.025777,0.122699,0.023532,163.0,Panama,PAN,PAN,20200502
0.058593,0.020107,0.062069,0.019572,145.0,Paraguay,PRY,PRY,20200502
0.212479,0.013365,0.249046,0.012642,1048.0,Peru,PER,PER,20200502
0.044911,0.010935,0.07078,0.008831,551.0,Philippines,PHL,PHL,20200502
0.045847,0.007156,0.055064,0.006562,1017.0,Poland,POL,POL,20200502
0.071352,0.008735,0.093525,0.007723,1112.0,Portugal,PRT,PRT,20200502
0.043672,0.010395,0.046341,0.010105,410.0,"Puerto Rico, U.S.",PRI,PRI,20200502
0.041946,0.005015,0.03963,0.005154,1514.0,Romania,ROU,ROU,20200502
0.156029,0.014064,0.152672,0.01419,655.0,Russia,RUS,RUS,20200502
0.148284,0.026689,0.15,0.026562,180.0,Saudi Arabia,SAU,SAU,20200502
0.104661,0.021534,0.118943,0.020363,227.0,Serbia,SRB,SRB,20200502
0.021454,0.010183,0.02521,0.009412,238.0,Slovakia,SVK,SVK,20200502
0.065455,0.024539,0.076271,0.022865,118.0,Slovenia,SVN,SVN,20200502
0.079136,0.010943,0.111913,0.00937,831.0,South Africa,ZAF,ZAF,20200502
0.016339,0.009447,0.025271,0.007631,277.0,South Korea,KOR,KOR,20200502
0.188287,0.009423,0.196629,0.009269,1780.0,Spain,ESP,ESP,20200502
0.059166,0.026719,0.083333,0.022809,108.0,Sri Lanka,LKA,LKA,20200502
0.176859,0.034065,0.192593,0.032961,135.0,Sudan,SDN,SDN,20200502
0.265221,0.011348,0.278951,0.01117,1563.0,Sweden,SWE,SWE,20200502
0.085461,0.014532,0.097852,0.013674,419.0,Switzerland,CHE,CHE,20200502
0.023758,0.005249,0.030612,0.004641,1078.0,Taiwan,TWN,TWN,20200502
0.075006,0.007429,0.070161,0.007661,1183.0,Thailand,THA,THA,20200502
0.01604,0.010752,0.028807,0.008076,243.0,Tunisia,TUN,TUN,20200502
0.088373,0.008279,0.095314,0.008003,1259.0,Turkey,TUR,TUR,20200502
0.068861,0.007835,0.08,0.007313,1200.0,Ukraine,UKR,UKR,20200502
0.135999,0.029151,0.154839,0.027623,155.0,United Arab Emirates,ARE,ARE,20200502
0.12967,0.006487,0.146415,0.006164,2971.0,United Kingdom,GBR,GBR,20200502
0.075529,0.015503,0.073684,0.01568,285.0,Uruguay,URY,URY,20200502
0.035747,0.012555,0.042471,0.011559,259.0,Venezuela,VEN,VEN,20200502
0.072515,0.00674,0.052246,0.007855,1091.0,Vietnam,VNM,VNM,20200502
0.224391,0.037396,0.228346,0.037165,127.0,Afghanistan,AFG,AFG,20200503
0.111086,0.022715,0.095238,0.024317,168.0,Albania,ALB,ALB,20200503
0.108367,0.012584,0.126961,0.011749,701.0,Algeria,DZA,DZA,20200503
0.119883,0.027168,0.115108,0.027651,139.0,Angola,AGO,AGO,20200503
0.056281,0.003655,0.06913,0.003321,4817.0,Argentina,ARG,ARG,20200503
0.046889,0.021839,0.059322,0.019544,118.0,Armenia,ARM,ARM,20200503
0.039706,0.004626,0.040615,0.004576,1822.0,Australia,AUS,AUS,20200503
0.090842,0.007709,0.070588,0.008649,1105.0,Austria,AUT,AUT,20200503
0.0741,0.022866,0.066667,0.024011,120.0,Azerbaijan,AZE,AZE,20200503
0.200552,0.014427,0.196311,0.014544,759.0,Bangladesh,BGD,BGD,20200503
0.29318,0.025414,0.327485,0.024652,342.0,Belarus,BLR,BLR,20200503
0.146895,0.010904,0.154057,0.010693,1097.0,Belgium,BEL,BEL,20200503
0.079886,0.009001,0.09991,0.008138,1111.0,Bolivia,BOL,BOL,20200503
0.082995,0.020303,0.092683,0.019315,205.0,Bosnia and Herzegovina,BIH,BIH,20200503
0.242475,0.003689,0.251482,0.003644,13834.0,Brazil,BRA,BRA,20200503
0.02727,0.005376,0.032318,0.004951,1083.0,Bulgaria,BGR,BGR,20200503
0.146073,0.03272,0.154472,0.031975,123.0,Cambodia,KHM,KHM,20200503
0.064185,0.004557,0.060562,0.004682,2741.0,Canada,CAN,CAN,20200503
0.09885,0.00644,0.10616,0.00624,2289.0,Chile,CHL,CHL,20200503
0.058807,0.003929,0.064869,0.003753,3931.0,Colombia,COL,COL,20200503
0.039645,0.007164,0.054618,0.006152,1007.0,Costa Rica,CRI,CRI,20200503
0.091087,0.021547,0.070423,0.024231,142.0,C̫te d'Ivoire,CIV,CIV,20200503
0.030335,0.007778,0.038835,0.006905,618.0,Croatia,HRV,HRV,20200503
0.028796,0.004198,0.0347,0.003836,1902.0,Czech Republic,CZE,CZE,20200503
0.140581,0.007245,0.120928,0.007724,2026.0,Denmark,DNK,DNK,20200503
0.178708,0.014766,0.160194,0.015423,618.0,Dominican Republic,DOM,DOM,20200503
0.239367,0.009513,0.239702,0.009508,2015.0,Ecuador,ECU,ECU,20200503
0.13043,0.006597,0.136531,0.00647,2710.0,Egypt,EGY,EGY,20200503
0.077239,0.008119,0.070423,0.008472,994.0,El Salvador,SLV,SLV,20200503
0.096844,0.008492,0.103796,0.008234,1291.0,Finland,FIN,FIN,20200503
0.093972,0.003914,0.101029,0.00379,5929.0,France,FRA,FRA,20200503
0.05873,0.003293,0.060485,0.003248,5241.0,Germany,DEU,DEU,20200503
0.089049,0.015322,0.100775,0.014497,387.0,Ghana,GHA,GHA,20200503
0.046522,0.005767,0.048375,0.005661,1385.0,Greece,GRC,GRC,20200503
0.04781,0.006741,0.058091,0.006149,1205.0,Guatemala,GTM,GTM,20200503
0.062093,0.008592,0.070707,0.008089,891.0,Honduras,HND,HND,20200503
0.054694,0.015836,0.056338,0.015617,213.0,Hong Kong,HKG,HKG,20200503
0.074442,0.004537,0.077455,0.004455,3473.0,Hungary,HUN,HUN,20200503
0.07098,0.003822,0.069888,0.00385,4450.0,India,IND,IND,20200503
0.11999,0.004873,0.115999,0.004945,4319.0,Indonesia,IDN,IDN,20200503
0.109839,0.012448,0.112828,0.012303,647.0,Iraq,IRQ,IRQ,20200503
0.151659,0.010123,0.144748,0.01032,1209.0,Ireland,IRL,IRL,20200503
0.062906,0.00726,0.059869,0.007429,1069.0,Israel,ISR,ISR,20200503
0.083036,0.003387,0.087933,0.0033,6994.0,Italy,ITA,ITA,20200503
0.034198,0.002012,0.03493,0.001991,8331.0,Japan,JPN,JPN,20200503
0.028744,0.006452,0.034091,0.005941,792.0,Jordan,JOR,JOR,20200503
0.076566,0.012341,0.043636,0.016064,275.0,Kazakhstan,KAZ,KAZ,20200503
0.052625,0.010065,0.064081,0.009177,593.0,Kenya,KEN,KEN,20200503
0.106471,0.018091,0.08871,0.019626,248.0,Kuwait,KWT,KWT,20200503
0.016154,0.015325,0.026786,0.011966,112.0,Kyrgyzstan,KGZ,KGZ,20200503
0.042669,0.016933,0.052023,0.015411,173.0,Lebanon,LBN,LBN,20200503
0.050494,0.01096,0.06903,0.009467,536.0,Libya,LBY,LBY,20200503
0.069969,0.006324,0.068381,0.006391,1594.0,Malaysia,MYS,MYS,20200503
0.109781,0.00305,0.126515,0.002868,11880.0,Mexico,MEX,MEX,20200503
0.054629,0.018127,0.08,0.015184,225.0,Moldova,MDA,MDA,20200503
0.032475,0.008092,0.051862,0.006468,752.0,Morocco,MAR,MAR,20200503
0.148301,0.023972,0.110465,0.027178,172.0,Mozambique,MOZ,MOZ,20200503
0.137273,0.016722,0.14447,0.016369,443.0,Myanmar,MMR,MMR,20200503
0.034776,0.00857,0.043783,0.007674,571.0,Nepal,NPL,NPL,20200503
0.13916,0.006574,0.144801,0.006466,2866.0,Netherlands,NLD,NLD,20200503
0.040659,0.005801,0.041026,0.005776,1170.0,New Zealand,NZL,NZL,20200503
0.173913,0.013762,0.188889,0.013326,810.0,Nicaragua,NIC,NIC,20200503
0.155862,0.010659,0.12474,0.011701,962.0,Nigeria,NGA,NGA,20200503
0.085164,0.006807,0.070213,0.007436,1410.0,Norway,NOR,NOR,20200503
0.195588,0.012789,0.190021,0.012931,942.0,Pakistan,PAK,PAK,20200503
0.062147,0.017888,0.076577,0.01624,222.0,Palestine,PSE,PSE,20200503
0.104334,0.016803,0.12,0.015807,375.0,Panama,PAN,PAN,20200503
0.081346,0.012357,0.067633,0.013451,414.0,Paraguay,PRY,PRY,20200503
0.206935,0.008907,0.238428,0.008467,2290.0,Peru,PER,PER,20200503
0.083139,0.005416,0.07836,0.005564,2463.0,Philippines,PHL,PHL,20200503
0.053974,0.004077,0.055975,0.004008,3180.0,Poland,POL,POL,20200503
0.076718,0.005493,0.079089,0.005417,2415.0,Portugal,PRT,PRT,20200503
0.045133,0.006744,0.048371,0.006526,1013.0,"Puerto Rico, U.S.",PRI,PRI,20200503
0.12029,0.021315,0.107981,0.022342,213.0,Qatar,QAT,QAT,20200503
0.028242,0.003215,0.039631,0.00273,3684.0,Romania,ROU,ROU,20200503
0.111102,0.009089,0.126771,0.008585,1341.0,Russia,RUS,RUS,20200503
0.081731,0.010432,0.084388,0.010281,711.0,Saudi Arabia,SAU,SAU,20200503
0.121196,0.012876,0.135593,0.012274,708.0,Serbia,SRB,SRB,20200503
0.043361,0.018001,0.061453,0.015266,179.0,Singapore,SGP,SGP,20200503
0.019958,0.005987,0.025714,0.00529,700.0,Slovakia,SVK,SVK,20200503
0.056168,0.012606,0.065104,0.011765,384.0,Slovenia,SVN,SVN,20200503
0.092524,0.006236,0.09009,0.006311,2109.0,South Africa,ZAF,ZAF,20200503
0.04004,0.007159,0.043902,0.006851,820.0,South Korea,KOR,KOR,20200503
0.153031,0.00597,0.17458,0.005662,4044.0,Spain,ESP,ESP,20200503
0.059507,0.013135,0.069333,0.012233,375.0,Sri Lanka,LKA,LKA,20200503
0.173127,0.02381,0.166667,0.024172,246.0,Sudan,SDN,SDN,20200503
0.250111,0.007615,0.249536,0.007621,3230.0,Sweden,SWE,SWE,20200503
0.096235,0.008921,0.10131,0.008719,1145.0,Switzerland,CHE,CHE,20200503
0.025597,0.003415,0.034579,0.002952,2863.0,Taiwan,TWN,TWN,20200503
0.062481,0.004189,0.058392,0.004324,3134.0,Thailand,THA,THA,20200503
0.029506,0.008823,0.0512,0.006774,625.0,Tunisia,TUN,TUN,20200503
0.071411,0.004756,0.078321,0.004559,3192.0,Turkey,TUR,TUR,20200503
0.086165,0.005211,0.073424,0.005607,2506.0,Ukraine,UKR,UKR,20200503
0.129822,0.013198,0.136095,0.012937,676.0,United Arab Emirates,ARE,ARE,20200503
0.123262,0.005723,0.139586,0.005429,3668.0,United Kingdom,GBR,GBR,20200503
0.041543,0.008329,0.054127,0.007345,739.0,Uruguay,URY,URY,20200503
0.020344,0.010371,0.018072,0.01099,166.0,Uzbekistan,UZB,UZB,20200503
0.029989,0.008132,0.035088,0.007538,513.0,Venezuela,VEN,VEN,20200503
0.05169,0.003378,0.038509,0.003887,3246.0,Vietnam,VNM,VNM,20200503
0.376925,0.038225,0.372671,0.038312,161.0,Afghanistan,AFG,AFG,20200504
0.168228,0.026454,0.136095,0.02886,169.0,Albania,ALB,ALB,20200504
0.142595,0.011432,0.128355,0.011951,857.0,Algeria,DZA,DZA,20200504
0.11978,0.024926,0.115152,0.025355,165.0,Angola,AGO,AGO,20200504
0.058889,0.003409,0.065205,0.003251,5245.0,Argentina,ARG,ARG,20200504
0.117767,0.027943,0.101695,0.0298,118.0,Armenia,ARM,ARM,20200504
0.030827,0.004249,0.036981,0.003891,1974.0,Australia,AUS,AUS,20200504
0.074189,0.008284,0.075564,0.008214,1019.0,Austria,AUT,AUT,20200504
0.04213,0.019207,0.059211,0.016348,152.0,Azerbaijan,AZE,AZE,20200504
0.159849,0.01353,0.168407,0.01325,766.0,Bangladesh,BGD,BGD,20200504
0.358504,0.020974,0.346899,0.021132,516.0,Belarus,BLR,BLR,20200504
0.11497,0.010047,0.117073,0.009968,1025.0,Belgium,BEL,BEL,20200504
0.178834,0.036028,0.166667,0.037047,108.0,Benin,BEN,BEN,20200504
0.077773,0.008304,0.093496,0.007639,1230.0,Bolivia,BOL,BOL,20200504
0.067094,0.021291,0.097436,0.017962,195.0,Bosnia and Herzegovina,BIH,BIH,20200504
0.245626,0.003462,0.258321,0.003405,15984.0,Brazil,BRA,BRA,20200504
0.039248,0.006311,0.040206,0.006238,970.0,Bulgaria,BGR,BGR,20200504
0.122497,0.026222,0.099237,0.028755,131.0,Burkina Faso,BFA,BFA,20200504
0.145617,0.034912,0.155963,0.033941,109.0,Cambodia,KHM,KHM,20200504
0.070016,0.004668,0.065864,0.004803,2824.0,Canada,CAN,CAN,20200504
0.103013,0.006241,0.098108,0.006377,2273.0,Chile,CHL,CHL,20200504
0.06125,0.003934,0.066783,0.003779,4028.0,Colombia,COL,COL,20200504
0.054821,0.006798,0.057725,0.006635,1178.0,Costa Rica,CRI,CRI,20200504
0.080852,0.01887,0.078431,0.019133,204.0,C̫te d'Ivoire,CIV,CIV,20200504
0.03316,0.007975,0.038983,0.007378,590.0,Croatia,HRV,HRV,20200504
0.02334,0.003531,0.024768,0.00343,1938.0,Czech Republic,CZE,CZE,20200504
0.12398,0.007047,0.125621,0.007007,2213.0,Denmark,DNK,DNK,20200504
0.157293,0.014202,0.180082,0.013457,733.0,Dominican Republic,DOM,DOM,20200504
0.238272,0.009335,0.238118,0.009337,2083.0,Ecuador,ECU,ECU,20200504
0.120131,0.006302,0.132759,0.006038,2900.0,Egypt,EGY,EGY,20200504
0.073504,0.007996,0.078083,0.007777,1127.0,El Salvador,SLV,SLV,20200504
0.110341,0.007816,0.090097,0.008553,1343.0,Finland,FIN,FIN,20200504
0.088647,0.003791,0.097417,0.003634,6118.0,France,FRA,FRA,20200504
0.049462,0.003223,0.057401,0.003005,5209.0,Germany,DEU,DEU,20200504
0.101485,0.016383,0.120907,0.015175,397.0,Ghana,GHA,GHA,20200504
0.027581,0.004746,0.029688,0.004579,1280.0,Greece,GRC,GRC,20200504
0.036462,0.00566,0.04085,0.00536,1224.0,Guatemala,GTM,GTM,20200504
0.092555,0.009082,0.090818,0.00916,1002.0,Honduras,HND,HND,20200504
0.043154,0.010665,0.028571,0.013009,245.0,Hong Kong,HKG,HKG,20200504
0.06373,0.004363,0.071285,0.004142,3479.0,Hungary,HUN,HUN,20200504
0.065618,0.00342,0.063917,0.003462,5116.0,India,IND,IND,20200504
0.116928,0.004698,0.113547,0.004758,4562.0,Indonesia,IDN,IDN,20200504
0.10939,0.011861,0.119143,0.011428,747.0,Iraq,IRQ,IRQ,20200504
0.113972,0.009057,0.123867,0.008737,1324.0,Ireland,IRL,IRL,20200504
0.063286,0.007,0.063018,0.007014,1206.0,Israel,ISR,ISR,20200504
0.0719,0.003454,0.080803,0.003274,6225.0,Italy,ITA,ITA,20200504
0.035839,0.001845,0.036054,0.00184,10207.0,Japan,JPN,JPN,20200504
0.055863,0.007492,0.050985,0.007822,863.0,Jordan,JOR,JOR,20200504
0.030414,0.010415,0.029851,0.010509,268.0,Kazakhstan,KAZ,KAZ,20200504
0.075364,0.009914,0.071217,0.010176,674.0,Kenya,KEN,KEN,20200504
0.079835,0.01805,0.079646,0.018069,226.0,Kuwait,KWT,KWT,20200504
0.027241,0.015681,0.031746,0.01456,126.0,Kyrgyzstan,KGZ,KGZ,20200504
0.043168,0.015852,0.053922,0.014264,204.0,Lebanon,LBN,LBN,20200504
0.050295,0.01011,0.057944,0.009458,535.0,Libya,LBY,LBY,20200504
0.066633,0.005907,0.060308,0.006188,1625.0,Malaysia,MYS,MYS,20200504
0.118295,0.002942,0.126246,0.002861,12745.0,Mexico,MEX,MEX,20200504
0.059228,0.016381,0.072,0.014959,250.0,Moldova,MDA,MDA,20200504
0.06912,0.009078,0.072993,0.008853,822.0,Morocco,MAR,MAR,20200504
0.143332,0.022807,0.133929,0.023465,224.0,Mozambique,MOZ,MOZ,20200504
0.157869,0.017433,0.144608,0.018073,408.0,Myanmar,MMR,MMR,20200504
0.049929,0.008491,0.047619,0.008684,630.0,Nepal,NPL,NPL,20200504
0.141494,0.006522,0.144284,0.006469,2904.0,Netherlands,NLD,NLD,20200504
0.024681,0.00501,0.031785,0.004431,1227.0,New Zealand,NZL,NZL,20200504
0.213518,0.013413,0.218124,0.013309,949.0,Nicaragua,NIC,NIC,20200504
0.108061,0.009374,0.114853,0.009127,1158.0,Nigeria,NGA,NGA,20200504
0.062983,0.006475,0.063815,0.006435,1426.0,Norway,NOR,NOR,20200504
0.011689,0.016977,0.029703,0.010748,101.0,Oman,OMN,OMN,20200504
0.215691,0.012873,0.216031,0.012866,1023.0,Pakistan,PAK,PAK,20200504
