smoothed_vu,smoothed_vu_se,sample_size_vu,country,iso_code,gid_0,survey_date
0.783616,0.006989,3502.0,Guatemala,GTM,GTM,20210108
0.657725,0.039131,157.0,Guinea,GIN,GIN,20210108
0.372836,0.026219,339.0,Haiti,HTI,HTI,20210108
0.781296,0.00806,2693.0,Honduras,HND,HND,20210108
0.585424,0.011158,1973.0,Hong Kong,HKG,HKG,20210108
0.576902,0.004343,13786.0,Hungary,HUN,HUN,20210108
0.711272,0.002748,27193.0,India,IND,IND,20210108
0.68618,0.003376,18890.0,Indonesia,IDN,IDN,20210108
0.516077,0.008306,3622.0,Iraq,IRQ,IRQ,20210108
0.841584,0.004388,6994.0,Ireland,IRL,IRL,20210108
0.770219,0.00537,6300.0,Israel,ISR,ISR,20210108
0.864013,0.001674,41973.0,Italy,ITA,ITA,20210108
0.714528,0.00171,69790.0,Japan,JPN,JPN,20210108
0.361393,0.009673,2482.0,Jordan,JOR,JOR,20210108
0.378232,0.014188,1175.0,Kazakhstan,KAZ,KAZ,20210108
0.74576,0.0073,3564.0,Kenya,KEN,KEN,20210108
0.608146,0.020773,562.0,Kuwait,KWT,KWT,20210108
0.507397,0.022246,513.0,Kyrgyzstan,KGZ,KGZ,20210108
0.788818,0.023796,279.0,Laos,LAO,LAO,20210108
0.508549,0.010945,2113.0,Lebanon,LBN,LBN,20210108
0.619167,0.012316,1601.0,Libya,LBY,LBY,20210108
0.492209,0.040796,150.0,Madagascar,MDG,MDG,20210108
0.694185,0.005383,7320.0,Malaysia,MYS,MYS,20210108
0.512437,0.027043,354.0,Mali,MLI,MLI,20210108
0.570053,0.052212,105.0,Mauritania,MRT,MRT,20210108
0.836314,0.001362,73770.0,Mexico,MEX,MEX,20210108
0.456781,0.015849,990.0,Moldova,MDA,MDA,20210108
0.634202,0.010839,1985.0,Morocco,MAR,MAR,20210108
0.729007,0.018699,565.0,Mozambique,MOZ,MOZ,20210108
0.853836,0.007611,2163.0,Myanmar,MMR,MMR,20210108
0.765287,0.009241,2105.0,Nepal,NPL,NPL,20210108
0.80705,0.003187,15406.0,Netherlands,NLD,NLD,20210108
0.755483,0.006366,4623.0,New Zealand,NZL,NZL,20210108
0.794869,0.00866,2173.0,Nicaragua,NIC,NIC,20210108
0.62409,0.007117,4632.0,Nigeria,NGA,NGA,20210108
0.838725,0.003528,10925.0,Norway,NOR,NOR,20210108
0.735252,0.025286,316.0,Oman,OMN,OMN,20210108
0.61965,0.006983,4841.0,Pakistan,PAK,PAK,20210108
0.479425,0.01592,1027.0,Palestine,PSE,PSE,20210108
0.737089,0.009025,2405.0,Panama,PAN,PAN,20210108
0.588341,0.01083,2096.0,Paraguay,PRY,PRY,20210108
0.70211,0.004792,9131.0,Peru,PER,PER,20210108
0.587519,0.004439,12330.0,Philippines,PHL,PHL,20210108
0.696659,0.004063,12807.0,Poland,POL,POL,20210108
0.823511,0.003516,12393.0,Portugal,PRT,PRT,20210108
0.83394,0.005571,4473.0,"Puerto Rico, U.S.",PRI,PRI,20210108
0.725765,0.019153,549.0,Qatar,QAT,QAT,20210108
0.69978,0.004527,10257.0,Romania,ROU,ROU,20210108
0.437881,0.004751,10907.0,Russia,RUS,RUS,20210108
0.705953,0.00904,2548.0,Saudi Arabia,SAU,SAU,20210108
0.412748,0.029046,285.0,Senegal,SEN,SEN,20210108
0.540721,0.009377,2837.0,Serbia,SRB,SRB,20210108
0.750286,0.010982,1601.0,Singapore,SGP,SGP,20210108
0.738231,0.005858,5627.0,Slovakia,SVK,SVK,20210108
0.641042,0.011582,1712.0,Slovenia,SVN,SVN,20210108
0.588405,0.00436,12806.0,South Africa,ZAF,ZAF,20210108
0.776551,0.0054,5973.0,South Korea,KOR,KOR,20210108
0.809058,0.002514,24519.0,Spain,ESP,ESP,20210108
0.729648,0.013066,1156.0,Sri Lanka,LKA,LKA,20210108
0.631751,0.012091,1608.0,Sudan,SDN,SDN,20210108
0.851825,0.002201,26035.0,Sweden,SWE,SWE,20210108
0.645214,0.006052,6295.0,Switzerland,CHE,CHE,20210108
0.625768,0.004043,14357.0,Taiwan,TWN,TWN,20210108
0.631642,0.024372,392.0,Tanzania,TZA,TZA,20210108
0.847584,0.002114,29003.0,Thailand,THA,THA,20210108
0.419828,0.009177,2907.0,Tunisia,TUN,TUN,20210108
0.583438,0.003988,15286.0,Turkey,TUR,TUR,20210108
0.491275,0.004452,12674.0,Ukraine,UKR,UKR,20210108
0.698951,0.009264,2477.0,United Arab Emirates,ARE,ARE,20210108
0.870915,0.002063,26390.0,United Kingdom,GBR,GBR,20210108
0.614244,0.00628,6007.0,Uruguay,URY,URY,20210108
0.468913,0.018151,763.0,Uzbekistan,UZB,UZB,20210108
0.682051,0.005499,7195.0,Venezuela,VEN,VEN,20210108
0.821654,0.003291,13552.0,Vietnam,VNM,VNM,20210108
0.47692,0.019452,659.0,Yemen,YEM,YEM,20210108
0.682725,0.015992,833.0,Afghanistan,AFG,AFG,20210109
0.619515,0.018825,664.0,Albania,ALB,ALB,20210109
0.3753,0.009376,2667.0,Algeria,DZA,DZA,20210109
0.756165,0.020452,445.0,Angola,AGO,AGO,20210109
0.664558,0.003002,24722.0,Argentina,ARG,ARG,20210109
0.44007,0.025318,387.0,Armenia,ARM,ARM,20210109
0.780782,0.003408,14764.0,Australia,AUS,AUS,20210109
0.686966,0.005884,6244.0,Austria,AUT,AUT,20210109
0.419961,0.017964,775.0,Azerbaijan,AZE,AZE,20210109
0.790409,0.007027,3368.0,Bangladesh,BGD,BGD,20210109
0.444816,0.010914,2118.0,Belarus,BLR,BLR,20210109
0.742022,0.005561,6228.0,Belgium,BEL,BEL,20210109
0.534343,0.038494,174.0,Benin,BEN,BEN,20210109
0.665541,0.006092,6069.0,Bolivia,BOL,BOL,20210109
0.589719,0.015501,1044.0,Bosnia and Herzegovina,BIH,BIH,20210109
0.771687,0.001266,109719.0,Brazil,BRA,BRA,20210109
0.48411,0.008904,3163.0,Bulgaria,BGR,BGR,20210109
0.396099,0.026644,340.0,Burkina Faso,BFA,BFA,20210109
0.775303,0.021544,377.0,Cambodia,KHM,KHM,20210109
0.425656,0.022855,468.0,Cameroon,CMR,CMR,20210109
0.777898,0.002916,20599.0,Canada,CAN,CAN,20210109
0.71563,0.004386,10624.0,Chile,CHL,CHL,20210109
0.727975,0.002835,24659.0,Colombia,COL,COL,20210109
0.815271,0.006005,4184.0,Costa Rica,CRI,CRI,20210109
0.532816,0.01906,688.0,C̫te d'Ivoire,CIV,CIV,20210109
0.588931,0.008704,3256.0,Croatia,HRV,HRV,20210109
0.665593,0.005142,8628.0,Czech Republic,CZE,CZE,20210109
0.451315,0.028378,311.0,Democratic Republic of the Congo,COD,COD,20210109
0.900028,0.002789,12678.0,Denmark,DNK,DNK,20210109
0.602047,0.008159,3605.0,Dominican Republic,DOM,DOM,20210109
0.659009,0.005382,7784.0,Ecuador,ECU,ECU,20210109
0.605945,0.004533,11685.0,Egypt,EGY,EGY,20210109
0.757459,0.007062,3730.0,El Salvador,SLV,SLV,20210109
0.759906,0.019305,483.0,Ethiopia,ETH,ETH,20210109
0.83202,0.006776,3101.0,Finland,FIN,FIN,20210109
0.605088,0.002608,35092.0,France,FRA,FRA,20210109
0.749481,0.002205,38607.0,Germany,DEU,DEU,20210109
0.588964,0.014192,1196.0,Ghana,GHA,GHA,20210109
0.722189,0.005915,5776.0,Greece,GRC,GRC,20210109
0.783683,0.006995,3478.0,Guatemala,GTM,GTM,20210109
0.685768,0.037145,159.0,Guinea,GIN,GIN,20210109
0.367817,0.025878,345.0,Haiti,HTI,HTI,20210109
0.773203,0.008119,2720.0,Honduras,HND,HND,20210109
0.585069,0.011253,1940.0,Hong Kong,HKG,HKG,20210109
0.589148,0.004314,13842.0,Hungary,HUN,HUN,20210109
0.711618,0.0028,26202.0,India,IND,IND,20210109
0.686883,0.00339,18715.0,Indonesia,IDN,IDN,20210109
0.52283,0.008328,3591.0,Iraq,IRQ,IRQ,20210109
0.841869,0.004379,7014.0,Ireland,IRL,IRL,20210109
0.750032,0.005871,5608.0,Israel,ISR,ISR,20210109
0.867477,0.001664,41628.0,Italy,ITA,ITA,20210109
0.718848,0.001692,70592.0,Japan,JPN,JPN,20210109
0.364085,0.009668,2494.0,Jordan,JOR,JOR,20210109
0.3663,0.014172,1155.0,Kazakhstan,KAZ,KAZ,20210109
0.745927,0.007334,3528.0,Kenya,KEN,KEN,20210109
0.629355,0.020571,560.0,Kuwait,KWT,KWT,20210109
0.520156,0.021975,523.0,Kyrgyzstan,KGZ,KGZ,20210109
0.779967,0.024241,276.0,Laos,LAO,LAO,20210109
0.515,0.010883,2134.0,Lebanon,LBN,LBN,20210109
0.617709,0.012186,1637.0,Libya,LBY,LBY,20210109
0.485255,0.04153,145.0,Madagascar,MDG,MDG,20210109
0.689638,0.005333,7531.0,Malaysia,MYS,MYS,20210109
0.547938,0.027058,345.0,Mali,MLI,MLI,20210109
0.582246,0.050056,112.0,Mauritania,MRT,MRT,20210109
0.837318,0.001357,73989.0,Mexico,MEX,MEX,20210109
0.43983,0.015838,990.0,Moldova,MDA,MDA,20210109
0.638997,0.010789,1992.0,Morocco,MAR,MAR,20210109
0.722555,0.018796,568.0,Mozambique,MOZ,MOZ,20210109
0.853572,0.007594,2172.0,Myanmar,MMR,MMR,20210109
0.762095,0.009327,2081.0,Nepal,NPL,NPL,20210109
0.811615,0.003159,15374.0,Netherlands,NLD,NLD,20210109
0.753977,0.006378,4623.0,New Zealand,NZL,NZL,20210109
0.789745,0.00878,2159.0,Nicaragua,NIC,NIC,20210109
0.625233,0.007071,4687.0,Nigeria,NGA,NGA,20210109
0.839663,0.003505,11008.0,Norway,NOR,NOR,20210109
0.706242,0.025585,327.0,Oman,OMN,OMN,20210109
0.612848,0.007178,4604.0,Pakistan,PAK,PAK,20210109
0.503019,0.016129,1007.0,Palestine,PSE,PSE,20210109
0.734172,0.008991,2442.0,Panama,PAN,PAN,20210109
0.590919,0.01075,2122.0,Paraguay,PRY,PRY,20210109
0.69694,0.004812,9135.0,Peru,PER,PER,20210109
0.587967,0.004467,12181.0,Philippines,PHL,PHL,20210109
0.701031,0.004062,12713.0,Poland,POL,POL,20210109
0.823555,0.003499,12548.0,Portugal,PRT,PRT,20210109
0.833744,0.005555,4505.0,"Puerto Rico, U.S.",PRI,PRI,20210109
0.727819,0.019252,540.0,Qatar,QAT,QAT,20210109
0.702584,0.00452,10233.0,Romania,ROU,ROU,20210109
0.438036,0.004702,11134.0,Russia,RUS,RUS,20210109
0.705704,0.009104,2514.0,Saudi Arabia,SAU,SAU,20210109
0.431083,0.02895,289.0,Senegal,SEN,SEN,20210109
0.552188,0.009279,2882.0,Serbia,SRB,SRB,20210109
0.736078,0.01132,1546.0,Singapore,SGP,SGP,20210109
0.742055,0.005866,5561.0,Slovakia,SVK,SVK,20210109
0.634649,0.011708,1688.0,Slovenia,SVN,SVN,20210109
0.586133,0.004442,12362.0,South Africa,ZAF,ZAF,20210109
0.769638,0.005453,5997.0,South Korea,KOR,KOR,20210109
0.812417,0.002495,24543.0,Spain,ESP,ESP,20210109
0.74265,0.013087,1121.0,Sri Lanka,LKA,LKA,20210109
0.641506,0.012177,1563.0,Sudan,SDN,SDN,20210109
0.855071,0.002189,25856.0,Sweden,SWE,SWE,20210109
0.646884,0.006058,6268.0,Switzerland,CHE,CHE,20210109
0.620035,0.004083,14194.0,Taiwan,TWN,TWN,20210109
0.621983,0.025341,365.0,Tanzania,TZA,TZA,20210109
0.84298,0.00215,28877.0,Thailand,THA,THA,20210109
0.431109,0.009038,3015.0,Tunisia,TUN,TUN,20210109
0.586729,0.004049,14799.0,Turkey,TUR,TUR,20210109
0.486789,0.004416,12893.0,Ukraine,UKR,UKR,20210109
0.704634,0.009231,2463.0,United Arab Emirates,ARE,ARE,20210109
0.873658,0.002051,26200.0,United Kingdom,GBR,GBR,20210109
0.607543,0.006322,5965.0,Uruguay,URY,URY,20210109
0.469448,0.018157,762.0,Uzbekistan,UZB,UZB,20210109
0.679248,0.00552,7163.0,Venezuela,VEN,VEN,20210109
0.817783,0.003332,13453.0,Vietnam,VNM,VNM,20210109
0.463242,0.019663,647.0,Yemen,YEM,YEM,20210109
0.693278,0.015679,856.0,Afghanistan,AFG,AFG,20210110
0.620133,0.019048,654.0,Albania,ALB,ALB,20210110
0.368484,0.009372,2654.0,Algeria,DZA,DZA,20210110
0.736557,0.021156,438.0,Angola,AGO,AGO,20210110
0.668755,0.003015,24353.0,Argentina,ARG,ARG,20210110
0.389206,0.024537,398.0,Armenia,ARM,ARM,20210110
0.779861,0.003419,14774.0,Australia,AUS,AUS,20210110
0.690105,0.005873,6284.0,Austria,AUT,AUT,20210110
0.416678,0.017859,781.0,Azerbaijan,AZE,AZE,20210110
0.788974,0.007135,3284.0,Bangladesh,BGD,BGD,20210110
0.451739,0.010911,2133.0,Belarus,BLR,BLR,20210110
0.748274,0.005535,6171.0,Belgium,BEL,BEL,20210110
0.557942,0.03938,169.0,Benin,BEN,BEN,20210110
0.669008,0.006067,6053.0,Bolivia,BOL,BOL,20210110
0.593908,0.015552,1026.0,Bosnia and Herzegovina,BIH,BIH,20210110
0.776211,0.001266,108091.0,Brazil,BRA,BRA,20210110
0.481679,0.008998,3109.0,Bulgaria,BGR,BGR,20210110
0.424133,0.026956,342.0,Burkina Faso,BFA,BFA,20210110
0.749499,0.02191,391.0,Cambodia,KHM,KHM,20210110
0.412589,0.023586,437.0,Cameroon,CMR,CMR,20210110
0.777966,0.002906,20673.0,Canada,CAN,CAN,20210110
0.712725,0.004415,10544.0,Chile,CHL,CHL,20210110
0.727823,0.002838,24617.0,Colombia,COL,COL,20210110
0.816413,0.006103,4033.0,Costa Rica,CRI,CRI,20210110
0.50644,0.018931,705.0,C̫te d'Ivoire,CIV,CIV,20210110
0.592637,0.008799,3175.0,Croatia,HRV,HRV,20210110
0.667986,0.005122,8470.0,Czech Republic,CZE,CZE,20210110
0.436653,0.029845,282.0,Democratic Republic of the Congo,COD,COD,20210110
0.897232,0.002798,12513.0,Denmark,DNK,DNK,20210110
0.601269,0.008245,3535.0,Dominican Republic,DOM,DOM,20210110
0.657439,0.005423,7682.0,Ecuador,ECU,ECU,20210110
0.605414,0.0046,11336.0,Egypt,EGY,EGY,20210110
0.757147,0.007078,3723.0,El Salvador,SLV,SLV,20210110
0.750751,0.019135,506.0,Ethiopia,ETH,ETH,20210110
0.830547,0.006829,3052.0,Finland,FIN,FIN,20210110
0.616358,0.002596,35061.0,France,FRA,FRA,20210110
0.749338,0.002204,38660.0,Germany,DEU,DEU,20210110
0.605571,0.014282,1168.0,Ghana,GHA,GHA,20210110
0.724767,0.005891,5778.0,Greece,GRC,GRC,20210110
0.777771,0.007197,3368.0,Guatemala,GTM,GTM,20210110
0.716271,0.035192,163.0,Guinea,GIN,GIN,20210110
0.387249,0.026552,334.0,Haiti,HTI,HTI,20210110
0.769842,0.008225,2682.0,Honduras,HND,HND,20210110
0.586635,0.011404,1887.0,Hong Kong,HKG,HKG,20210110
0.605177,0.004292,13697.0,Hungary,HUN,HUN,20210110
0.711093,0.002869,24978.0,India,IND,IND,20210110
0.686908,0.003423,18350.0,Indonesia,IDN,IDN,20210110
0.536619,0.008309,3604.0,Iraq,IRQ,IRQ,20210110
0.84494,0.004357,6926.0,Ireland,IRL,IRL,20210110
0.737978,0.006397,4972.0,Israel,ISR,ISR,20210110
0.869638,0.001663,41089.0,Italy,ITA,ITA,20210110
0.722487,0.001673,71640.0,Japan,JPN,JPN,20210110
0.366801,0.009716,2477.0,Jordan,JOR,JOR,20210110
0.353286,0.013982,1174.0,Kazakhstan,KAZ,KAZ,20210110
0.748513,0.007337,3504.0,Kenya,KEN,KEN,20210110
0.647438,0.020458,551.0,Kuwait,KWT,KWT,20210110
0.523291,0.022399,504.0,Kyrgyzstan,KGZ,KGZ,20210110
0.785009,0.023863,275.0,Laos,LAO,LAO,20210110
0.526391,0.010865,2133.0,Lebanon,LBN,LBN,20210110
0.61647,0.012249,1627.0,Libya,LBY,LBY,20210110
0.441145,0.041029,150.0,Madagascar,MDG,MDG,20210110
0.694086,0.005214,7805.0,Malaysia,MYS,MYS,20210110
0.570229,0.026296,357.0,Mali,MLI,MLI,20210110
0.629392,0.047454,115.0,Mauritania,MRT,MRT,20210110
0.836655,0.001359,73925.0,Mexico,MEX,MEX,20210110
0.448423,0.016033,968.0,Moldova,MDA,MDA,20210110
0.63127,0.010862,1982.0,Morocco,MAR,MAR,20210110
0.712098,0.019134,562.0,Mozambique,MOZ,MOZ,20210110
0.859919,0.007443,2176.0,Myanmar,MMR,MMR,20210110
0.763211,0.009342,2068.0,Nepal,NPL,NPL,20210110
0.819292,0.003109,15388.0,Netherlands,NLD,NLD,20210110
0.754554,0.006317,4642.0,New Zealand,NZL,NZL,20210110
0.787779,0.008872,2129.0,Nicaragua,NIC,NIC,20210110
0.632445,0.006937,4818.0,Nigeria,NGA,NGA,20210110
0.83909,0.003529,10884.0,Norway,NOR,NOR,20210110
0.709827,0.025604,324.0,Oman,OMN,OMN,20210110
0.621034,0.007234,4491.0,Pakistan,PAK,PAK,20210110
0.500673,0.015924,1033.0,Palestine,PSE,PSE,20210110
0.740345,0.008949,2430.0,Panama,PAN,PAN,20210110
0.605104,0.010745,2099.0,Paraguay,PRY,PRY,20210110
0.701781,0.004795,9131.0,Peru,PER,PER,20210110
0.591457,0.00448,12069.0,Philippines,PHL,PHL,20210110
0.703652,0.004062,12651.0,Poland,POL,POL,20210110
0.820934,0.003425,12710.0,Portugal,PRT,PRT,20210110
0.83049,0.005628,4456.0,"Puerto Rico, U.S.",PRI,PRI,20210110
0.722743,0.019669,525.0,Qatar,QAT,QAT,20210110
0.700966,0.00454,10173.0,Romania,ROU,ROU,20210110
0.436506,0.004651,11372.0,Russia,RUS,RUS,20210110
0.709717,0.00908,2505.0,Saudi Arabia,SAU,SAU,20210110
0.456413,0.028967,296.0,Senegal,SEN,SEN,20210110
0.557211,0.00917,2943.0,Serbia,SRB,SRB,20210110
0.735218,0.01148,1506.0,Singapore,SGP,SGP,20210110
0.740964,0.005941,5436.0,Slovakia,SVK,SVK,20210110
0.618542,0.011936,1663.0,Slovenia,SVN,SVN,20210110
0.585329,0.004533,11892.0,South Africa,ZAF,ZAF,20210110
0.77136,0.005441,5984.0,South Korea,KOR,KOR,20210110
0.811087,0.002505,24451.0,Spain,ESP,ESP,20210110
0.747236,0.013137,1099.0,Sri Lanka,LKA,LKA,20210110
0.63751,0.012326,1535.0,Sudan,SDN,SDN,20210110
0.853285,0.002208,25653.0,Sweden,SWE,SWE,20210110
0.649852,0.006082,6194.0,Switzerland,CHE,CHE,20210110
0.624508,0.004099,13981.0,Taiwan,TWN,TWN,20210110
0.622879,0.025193,369.0,Tanzania,TZA,TZA,20210110
0.839174,0.002195,28201.0,Thailand,THA,THA,20210110
0.441295,0.009029,3038.0,Tunisia,TUN,TUN,20210110
0.584677,0.004181,13898.0,Turkey,TUR,TUR,20210110
0.479092,0.004392,13027.0,Ukraine,UKR,UKR,20210110
0.723237,0.008984,2505.0,United Arab Emirates,ARE,ARE,20210110
0.878613,0.00203,25901.0,United Kingdom,GBR,GBR,20210110
0.597177,0.006399,5887.0,Uruguay,URY,URY,20210110
0.4591,0.018365,742.0,Uzbekistan,UZB,UZB,20210110
0.674297,0.00558,7073.0,Venezuela,VEN,VEN,20210110
0.81771,0.003372,13139.0,Vietnam,VNM,VNM,20210110
0.475006,0.019668,658.0,Yemen,YEM,YEM,20210110
0.696767,0.015816,836.0,Afghanistan,AFG,AFG,20210111
0.634717,0.018993,648.0,Albania,ALB,ALB,20210111
0.370324,0.009522,2577.0,Algeria,DZA,DZA,20210111
0.741661,0.021437,423.0,Angola,AGO,AGO,20210111
0.675628,0.003015,24101.0,Argentina,ARG,ARG,20210111
0.359275,0.02476,377.0,Armenia,ARM,ARM,20210111
0.78515,0.003402,14679.0,Australia,AUS,AUS,20210111
0.693573,0.00588,6237.0,Austria,AUT,AUT,20210111
0.414926,0.01815,745.0,Azerbaijan,AZE,AZE,20210111
0.789305,0.007213,3206.0,Bangladesh,BGD,BGD,20210111
0.456499,0.01096,2139.0,Belarus,BLR,BLR,20210111
0.749836,0.005541,6128.0,Belgium,BEL,BEL,20210111
0.564159,0.040132,162.0,Benin,BEN,BEN,20210111
0.670329,0.006025,6148.0,Bolivia,BOL,BOL,20210111
0.611291,0.015388,1029.0,Bosnia and Herzegovina,BIH,BIH,20210111
0.781635,0.001264,106608.0,Brazil,BRA,BRA,20210111
0.473778,0.009044,3067.0,Bulgaria,BGR,BGR,20210111
0.464551,0.027038,347.0,Burkina Faso,BFA,BFA,20210111
0.761224,0.021564,392.0,Cambodia,KHM,KHM,20210111
0.387788,0.023661,426.0,Cameroon,CMR,CMR,20210111
0.77998,0.002897,20674.0,Canada,CAN,CAN,20210111
0.712088,0.004442,10426.0,Chile,CHL,CHL,20210111
0.730345,0.002837,24483.0,Colombia,COL,COL,20210111
0.825581,0.006056,3949.0,Costa Rica,CRI,CRI,20210111
0.507955,0.018888,708.0,C̫te d'Ivoire,CIV,CIV,20210111
0.60433,0.008869,3101.0,Croatia,HRV,HRV,20210111
0.666395,0.005126,8478.0,Czech Republic,CZE,CZE,20210111
0.438428,0.030407,272.0,Democratic Republic of the Congo,COD,COD,20210111
0.900214,0.002783,12347.0,Denmark,DNK,DNK,20210111
0.605296,0.008273,3500.0,Dominican Republic,DOM,DOM,20210111
0.658797,0.005393,7778.0,Ecuador,ECU,ECU,20210111
0.605666,0.004698,10881.0,Egypt,EGY,EGY,20210111
0.756246,0.007141,3656.0,El Salvador,SLV,SLV,20210111
0.737255,0.019043,532.0,Ethiopia,ETH,ETH,20210111
0.837666,0.006691,3039.0,Finland,FIN,FIN,20210111
0.624969,0.002581,35175.0,France,FRA,FRA,20210111
0.7531,0.002196,38553.0,Germany,DEU,DEU,20210111
0.604482,0.014445,1142.0,Ghana,GHA,GHA,20210111
0.72651,0.005891,5753.0,Greece,GRC,GRC,20210111
0.767317,0.007456,3250.0,Guatemala,GTM,GTM,20210111
0.694581,0.03507,173.0,Guinea,GIN,GIN,20210111
0.391825,0.0271,323.0,Haiti,HTI,HTI,20210111
0.764193,0.008229,2706.0,Honduras,HND,HND,20210111
0.591426,0.011675,1788.0,Hong Kong,HKG,HKG,20210111
0.623694,0.004272,13542.0,Hungary,HUN,HUN,20210111
0.711595,0.002944,23713.0,India,IND,IND,20210111
0.680684,0.003474,18014.0,Indonesia,IDN,IDN,20210111
0.521896,0.008284,3622.0,Iraq,IRQ,IRQ,20210111
0.850744,0.004308,6866.0,Ireland,IRL,IRL,20210111
0.719981,0.006957,4256.0,Israel,ISR,ISR,20210111
0.870881,0.001672,40326.0,Italy,ITA,ITA,20210111
0.722884,0.001668,71996.0,Japan,JPN,JPN,20210111
0.37009,0.009794,2440.0,Jordan,JOR,JOR,20210111
0.348823,0.014136,1143.0,Kazakhstan,KAZ,KAZ,20210111
0.749241,0.007362,3474.0,Kenya,KEN,KEN,20210111
0.65953,0.020745,530.0,Kuwait,KWT,KWT,20210111
0.526819,0.022541,497.0,Kyrgyzstan,KGZ,KGZ,20210111
0.792144,0.023308,283.0,Laos,LAO,LAO,20210111
0.535632,0.010748,2175.0,Lebanon,LBN,LBN,20210111
0.629812,0.011934,1687.0,Libya,LBY,LBY,20210111
0.409171,0.039981,156.0,Madagascar,MDG,MDG,20210111
0.693572,0.005137,8050.0,Malaysia,MYS,MYS,20210111
0.563555,0.026972,341.0,Mali,MLI,MLI,20210111
0.642245,0.043244,126.0,Mauritania,MRT,MRT,20210111
0.838816,0.001348,74378.0,Mexico,MEX,MEX,20210111
0.457818,0.016387,930.0,Moldova,MDA,MDA,20210111
0.639276,0.01085,1971.0,Morocco,MAR,MAR,20210111
0.697766,0.018984,595.0,Mozambique,MOZ,MOZ,20210111
0.860449,0.00741,2189.0,Myanmar,MMR,MMR,20210111
0.758644,0.009524,2016.0,Nepal,NPL,NPL,20210111
0.822177,0.003082,15478.0,Netherlands,NLD,NLD,20210111
0.756056,0.006266,4700.0,New Zealand,NZL,NZL,20210111
0.784564,0.008888,2134.0,Nicaragua,NIC,NIC,20210111
0.638368,0.006895,4844.0,Nigeria,NGA,NGA,20210111
0.835692,0.003586,10717.0,Norway,NOR,NOR,20210111
0.705394,0.025641,327.0,Oman,OMN,OMN,20210111
0.6254,0.007374,4293.0,Pakistan,PAK,PAK,20210111
0.504829,0.015966,1026.0,Palestine,PSE,PSE,20210111
0.735273,0.008977,2442.0,Panama,PAN,PAN,20210111
0.603939,0.010827,2075.0,Paraguay,PRY,PRY,20210111
0.702686,0.004787,9135.0,Peru,PER,PER,20210111
0.590299,0.004498,11981.0,Philippines,PHL,PHL,20210111
0.705912,0.004055,12633.0,Poland,POL,POL,20210111
0.822849,0.003401,12937.0,Portugal,PRT,PRT,20210111
0.833389,0.005633,4403.0,"Puerto Rico, U.S.",PRI,PRI,20210111
0.711281,0.020361,502.0,Qatar,QAT,QAT,20210111
0.6956,0.004615,9954.0,Romania,ROU,ROU,20210111
0.435434,0.004655,11345.0,Russia,RUS,RUS,20210111
0.69996,0.009224,2467.0,Saudi Arabia,SAU,SAU,20210111
0.457437,0.029649,282.0,Senegal,SEN,SEN,20210111
0.56321,0.009227,2895.0,Serbia,SRB,SRB,20210111
0.740067,0.011718,1431.0,Singapore,SGP,SGP,20210111
0.744549,0.005993,5292.0,Slovakia,SVK,SVK,20210111
0.61746,0.012027,1654.0,Slovenia,SVN,SVN,20210111
0.583268,0.004665,11246.0,South Africa,ZAF,ZAF,20210111
0.774845,0.005416,5967.0,South Korea,KOR,KOR,20210111
0.813336,0.002504,24247.0,Spain,ESP,ESP,20210111
0.754693,0.013079,1084.0,Sri Lanka,LKA,LKA,20210111
0.643919,0.012296,1530.0,Sudan,SDN,SDN,20210111
0.856495,0.002188,25665.0,Sweden,SWE,SWE,20210111
0.654671,0.00603,6236.0,Switzerland,CHE,CHE,20210111
0.615641,0.004138,13845.0,Taiwan,TWN,TWN,20210111
0.617309,0.025486,364.0,Tanzania,TZA,TZA,20210111
0.833179,0.002265,27287.0,Thailand,THA,THA,20210111
0.449057,0.008911,3133.0,Tunisia,TUN,TUN,20210111
0.593308,0.004285,13145.0,Turkey,TUR,TUR,20210111
0.480966,0.004417,12917.0,Ukraine,UKR,UKR,20210111
0.734728,0.008878,2498.0,United Arab Emirates,ARE,ARE,20210111
0.881727,0.002014,25724.0,United Kingdom,GBR,GBR,20210111
0.603113,0.006459,5750.0,Uruguay,URY,URY,20210111
0.453743,0.018661,715.0,Uzbekistan,UZB,UZB,20210111
0.672471,0.005709,6779.0,Venezuela,VEN,VEN,20210111
0.819108,0.003411,12746.0,Vietnam,VNM,VNM,20210111
0.479966,0.020501,632.0,Yemen,YEM,YEM,20210111
0.689209,0.01567,872.0,Afghanistan,AFG,AFG,20210112
0.664741,0.019205,628.0,Albania,ALB,ALB,20210112
0.365765,0.009616,2520.0,Algeria,DZA,DZA,20210112
0.713854,0.022334,410.0,Angola,AGO,AGO,20210112
0.680949,0.003033,23621.0,Argentina,ARG,ARG,20210112
0.3276,0.024342,379.0,Armenia,ARM,ARM,20210112
0.788461,0.003394,14576.0,Australia,AUS,AUS,20210112
0.699055,0.005877,6193.0,Austria,AUT,AUT,20210112
0.415246,0.01806,754.0,Azerbaijan,AZE,AZE,20210112
0.788043,0.00723,3206.0,Bangladesh,BGD,BGD,20210112
0.4584,0.010943,2150.0,Belarus,BLR,BLR,20210112
0.755339,0.005486,6150.0,Belgium,BEL,BEL,20210112
0.577205,0.039446,163.0,Benin,BEN,BEN,20210112
