smoothed_covid_vaccine,smoothed_covid_vaccine_se,sample_size,country,iso_code,gid_0,survey_date
0.018274,0.001061,15941.0,Indonesia,IDN,IDN,20210121
0.032483,0.002305,6180.0,Ireland,IRL,IRL,20210121
0.513064,0.005693,7773.0,Israel,ISR,ISR,20210121
0.05876,0.001217,37419.0,Italy,ITA,ITA,20210121
0.0038,0.000236,67262.0,Japan,JPN,JPN,20210121
0.013435,0.003334,1224.0,Kazakhstan,KAZ,KAZ,20210121
0.05024,0.009775,516.0,Kuwait,KWT,KWT,20210121
0.002049,0.001083,1949.0,Lebanon,LBN,LBN,20210121
0.017654,0.000484,74069.0,Mexico,MEX,MEX,20210121
0.00505,0.001716,1706.0,Morocco,MAR,MAR,20210121
0.010175,0.002268,1963.0,Nepal,NPL,NPL,20210121
0.014507,0.000961,15555.0,Netherlands,NLD,NLD,20210121
0.005656,0.001124,4466.0,New Zealand,NZL,NZL,20210121
0.008471,0.002116,1834.0,Nicaragua,NIC,NIC,20210121
0.010811,0.002275,1853.0,Panama,PAN,PAN,20210121
0.00389,0.001448,1823.0,Paraguay,PRY,PRY,20210121
0.008071,0.000927,9395.0,Peru,PER,PER,20210121
0.054471,0.002118,11503.0,Poland,POL,POL,20210121
0.019094,0.001093,16184.0,Portugal,PRT,PRT,20210121
0.041577,0.009435,462.0,Qatar,QAT,QAT,20210121
0.087315,0.002784,10281.0,Romania,ROU,ROU,20210121
0.039373,0.001913,10296.0,Russia,RUS,RUS,20210121
0.09835,0.006112,2387.0,Saudi Arabia,SAU,SAU,20210121
0.03918,0.002946,4350.0,Slovakia,SVK,SVK,20210121
0.048059,0.004975,1858.0,Slovenia,SVN,SVN,20210121
0.030472,0.001084,25134.0,Spain,ESP,ESP,20210121
0.017398,0.000872,23313.0,Sweden,SWE,SWE,20210121
0.027103,0.002165,5656.0,Switzerland,CHE,CHE,20210121
0.004759,0.000545,16100.0,Taiwan,TWN,TWN,20210121
0.050465,0.002063,11250.0,Turkey,TUR,TUR,20210121
0.075386,0.001677,24778.0,United Kingdom,GBR,GBR,20210121
0.006585,0.001155,4770.0,Uruguay,URY,URY,20210121
0.009894,0.003829,678.0,Uzbekistan,UZB,UZB,20210121
0.006467,0.001054,5667.0,Venezuela,VEN,VEN,20210121
0.022485,0.001048,20171.0,Argentina,ARG,ARG,20210122
0.002872,0.000497,11678.0,Australia,AUS,AUS,20210122
0.035457,0.002316,6452.0,Austria,AUT,AUT,20210122
0.037399,0.003399,3311.0,Bangladesh,BGD,BGD,20210122
0.020142,0.001812,6062.0,Belgium,BEL,BEL,20210122
0.009329,0.001297,5590.0,Bolivia,BOL,BOL,20210122
0.006408,0.000249,101495.0,Brazil,BRA,BRA,20210122
0.021748,0.002424,3713.0,Bulgaria,BGR,BGR,20210122
0.029129,0.001199,19806.0,Canada,CAN,CAN,20210122
0.009591,0.000973,10020.0,Chile,CHL,CHL,20210122
0.006691,0.000569,20681.0,Colombia,COL,COL,20210122
0.019961,0.002441,3330.0,Costa Rica,CRI,CRI,20210122
0.042279,0.003894,2688.0,Croatia,HRV,HRV,20210122
0.057742,0.002763,7163.0,Czech Republic,CZE,CZE,20210122
0.033189,0.001742,10573.0,Denmark,DNK,DNK,20210122
0.006953,0.001581,2749.0,Dominican Republic,DOM,DOM,20210122
0.006745,0.000967,7049.0,Ecuador,ECU,ECU,20210122
0.008229,0.000991,8286.0,Egypt,EGY,EGY,20210122
0.006182,0.00134,3414.0,El Salvador,SLV,SLV,20210122
0.030398,0.003391,2624.0,Finland,FIN,FIN,20210122
0.02569,0.000852,34747.0,France,FRA,FRA,20210122
0.031479,0.000907,37127.0,Germany,DEU,DEU,20210122
0.03465,0.002561,5123.0,Greece,GRC,GRC,20210122
0.007117,0.001508,3116.0,Guatemala,GTM,GTM,20210122
0.019392,0.007842,307.0,Haiti,HTI,HTI,20210122
0.001703,0.000836,2466.0,Honduras,HND,HND,20210122
0.014677,0.003044,1604.0,Hong Kong,HKG,HKG,20210122
0.039522,0.001761,12258.0,Hungary,HUN,HUN,20210122
0.028251,0.001152,21657.0,India,IND,IND,20210122
0.019701,0.001105,15894.0,Indonesia,IDN,IDN,20210122
0.034428,0.002408,6027.0,Ireland,IRL,IRL,20210122
0.516899,0.005719,7712.0,Israel,ISR,ISR,20210122
0.060841,0.001247,36838.0,Italy,ITA,ITA,20210122
0.00354,0.00023,66090.0,Japan,JPN,JPN,20210122
0.010214,0.002868,1233.0,Kazakhstan,KAZ,KAZ,20210122
0.041974,0.009095,502.0,Kuwait,KWT,KWT,20210122
0.00201,0.001063,1897.0,Lebanon,LBN,LBN,20210122
0.018223,0.000489,74745.0,Mexico,MEX,MEX,20210122
0.004183,0.001571,1728.0,Morocco,MAR,MAR,20210122
0.011794,0.002418,1950.0,Nepal,NPL,NPL,20210122
0.015865,0.001013,15264.0,Netherlands,NLD,NLD,20210122
0.005536,0.001119,4387.0,New Zealand,NZL,NZL,20210122
0.007532,0.002016,1800.0,Nicaragua,NIC,NIC,20210122
0.0132,0.002567,1851.0,Panama,PAN,PAN,20210122
0.003405,0.001354,1821.0,Paraguay,PRY,PRY,20210122
0.008392,0.000942,9532.0,Peru,PER,PER,20210122
0.055024,0.002136,11399.0,Poland,POL,POL,20210122
0.020694,0.001122,16662.0,Portugal,PRT,PRT,20210122
0.03031,0.008173,463.0,Qatar,QAT,QAT,20210122
0.095275,0.002899,10229.0,Romania,ROU,ROU,20210122
0.041498,0.001974,10090.0,Russia,RUS,RUS,20210122
0.098835,0.006079,2443.0,Saudi Arabia,SAU,SAU,20210122
0.039183,0.002979,4252.0,Slovakia,SVK,SVK,20210122
0.047531,0.005,1807.0,Slovenia,SVN,SVN,20210122
0.030479,0.001085,25081.0,Spain,ESP,ESP,20210122
0.019134,0.000919,23117.0,Sweden,SWE,SWE,20210122
0.028461,0.002217,5664.0,Switzerland,CHE,CHE,20210122
0.005529,0.00058,16483.0,Taiwan,TWN,TWN,20210122
0.055351,0.002176,11050.0,Turkey,TUR,TUR,20210122
0.081657,0.00175,24513.0,United Kingdom,GBR,GBR,20210122
0.003742,0.000876,4707.0,Uruguay,URY,URY,20210122
0.006113,0.00303,666.0,Uzbekistan,UZB,UZB,20210122
0.00863,0.001233,5635.0,Venezuela,VEN,VEN,20210122
0.022564,0.001054,19986.0,Argentina,ARG,ARG,20210123
0.003697,0.000575,11410.0,Australia,AUS,AUS,20210123
0.038553,0.002428,6375.0,Austria,AUT,AUT,20210123
0.030888,0.003145,3376.0,Bangladesh,BGD,BGD,20210123
0.023893,0.001982,6014.0,Belgium,BEL,BEL,20210123
0.009624,0.001314,5610.0,Bolivia,BOL,BOL,20210123
0.008371,0.000288,99332.0,Brazil,BRA,BRA,20210123
0.020184,0.00237,3613.0,Bulgaria,BGR,BGR,20210123
0.028877,0.001203,19514.0,Canada,CAN,CAN,20210123
0.009366,0.000959,10078.0,Chile,CHL,CHL,20210123
0.006701,0.00057,20615.0,Colombia,COL,COL,20210123
0.01827,0.002354,3281.0,Costa Rica,CRI,CRI,20210123
0.047005,0.004194,2576.0,Croatia,HRV,HRV,20210123
0.055131,0.002713,7108.0,Czech Republic,CZE,CZE,20210123
0.035681,0.001812,10505.0,Denmark,DNK,DNK,20210123
0.00651,0.001521,2768.0,Dominican Republic,DOM,DOM,20210123
0.005419,0.000874,7048.0,Ecuador,ECU,ECU,20210123
0.009462,0.00107,8072.0,Egypt,EGY,EGY,20210123
0.005634,0.001288,3371.0,El Salvador,SLV,SLV,20210123
0.033884,0.003557,2631.0,Finland,FIN,FIN,20210123
0.028932,0.000904,34885.0,France,FRA,FRA,20210123
0.032012,0.000921,36562.0,Germany,DEU,DEU,20210123
0.039145,0.00271,5157.0,Greece,GRC,GRC,20210123
0.006744,0.001468,3130.0,Guatemala,GTM,GTM,20210123
0.017963,0.007626,297.0,Haiti,HTI,HTI,20210123
0.002465,0.001009,2502.0,Honduras,HND,HND,20210123
0.012443,0.002801,1622.0,Hong Kong,HKG,HKG,20210123
0.040467,0.001787,12180.0,Hungary,HUN,HUN,20210123
0.028746,0.001164,22337.0,India,IND,IND,20210123
0.01949,0.001115,15607.0,Indonesia,IDN,IDN,20210123
0.037235,0.002522,5930.0,Ireland,IRL,IRL,20210123
0.530631,0.005743,7635.0,Israel,ISR,ISR,20210123
0.061024,0.001258,36274.0,Italy,ITA,ITA,20210123
0.003692,0.000235,65931.0,Japan,JPN,JPN,20210123
0.00984,0.002792,1248.0,Kazakhstan,KAZ,KAZ,20210123
0.043741,0.009061,512.0,Kuwait,KWT,KWT,20210123
0.001708,0.000982,1857.0,Lebanon,LBN,LBN,20210123
0.018407,0.00049,75356.0,Mexico,MEX,MEX,20210123
0.003435,0.001369,1767.0,Morocco,MAR,MAR,20210123
0.011405,0.002388,1960.0,Nepal,NPL,NPL,20210123
0.017494,0.001069,15136.0,Netherlands,NLD,NLD,20210123
0.003191,0.000838,4415.0,New Zealand,NZL,NZL,20210123
0.006667,0.001875,1805.0,Nicaragua,NIC,NIC,20210123
0.014393,0.002687,1837.0,Panama,PAN,PAN,20210123
0.001079,0.000751,1799.0,Paraguay,PRY,PRY,20210123
0.008378,0.000931,9747.0,Peru,PER,PER,20210123
0.055479,0.002159,11251.0,Poland,POL,POL,20210123
0.021556,0.001124,17245.0,Portugal,PRT,PRT,20210123
0.035513,0.008659,482.0,Qatar,QAT,QAT,20210123
0.10357,0.003034,10057.0,Romania,ROU,ROU,20210123
0.046678,0.002114,9903.0,Russia,RUS,RUS,20210123
0.096918,0.006071,2425.0,Saudi Arabia,SAU,SAU,20210123
0.039831,0.003023,4191.0,Slovakia,SVK,SVK,20210123
0.046732,0.004924,1834.0,Slovenia,SVN,SVN,20210123
0.032204,0.001105,25484.0,Spain,ESP,ESP,20210123
0.020893,0.000964,22935.0,Sweden,SWE,SWE,20210123
0.031784,0.002339,5681.0,Switzerland,CHE,CHE,20210123
0.00542,0.000567,16809.0,Taiwan,TWN,TWN,20210123
0.056149,0.002222,10749.0,Turkey,TUR,TUR,20210123
0.08537,0.001793,24312.0,United Kingdom,GBR,GBR,20210123
0.003884,0.00089,4753.0,Uruguay,URY,URY,20210123
0.006271,0.003022,685.0,Uzbekistan,UZB,UZB,20210123
0.007176,0.001119,5612.0,Venezuela,VEN,VEN,20210123
0.022291,0.001051,19959.0,Argentina,ARG,ARG,20210124
0.004221,0.000621,11247.0,Australia,AUS,AUS,20210124
0.040194,0.002518,6214.0,Austria,AUT,AUT,20210124
0.030858,0.003195,3492.0,Bangladesh,BGD,BGD,20210124
0.025065,0.002038,5908.0,Belgium,BEL,BEL,20210124
0.009658,0.00132,5561.0,Bolivia,BOL,BOL,20210124
0.010431,0.000325,96934.0,Brazil,BRA,BRA,20210124
0.019839,0.002352,3588.0,Bulgaria,BGR,BGR,20210124
0.02988,0.001226,19465.0,Canada,CAN,CAN,20210124
0.010108,0.000999,10030.0,Chile,CHL,CHL,20210124
0.00543,0.000514,20514.0,Colombia,COL,COL,20210124
0.02396,0.002657,3251.0,Costa Rica,CRI,CRI,20210124
0.047008,0.004194,2574.0,Croatia,HRV,HRV,20210124
0.054363,0.0027,7086.0,Czech Republic,CZE,CZE,20210124
0.035636,0.001827,10316.0,Denmark,DNK,DNK,20210124
0.006359,0.001513,2726.0,Dominican Republic,DOM,DOM,20210124
0.005053,0.000841,7073.0,Ecuador,ECU,ECU,20210124
0.010735,0.001156,7811.0,Egypt,EGY,EGY,20210124
0.008045,0.00154,3326.0,El Salvador,SLV,SLV,20210124
0.036638,0.003668,2650.0,Finland,FIN,FIN,20210124
0.030219,0.000919,35244.0,France,FRA,FRA,20210124
0.033511,0.000945,36355.0,Germany,DEU,DEU,20210124
0.042197,0.002797,5169.0,Greece,GRC,GRC,20210124
0.007044,0.00152,3127.0,Guatemala,GTM,GTM,20210124
0.018367,0.007798,306.0,Haiti,HTI,HTI,20210124
0.003263,0.00115,2519.0,Honduras,HND,HND,20210124
0.012338,0.002783,1628.0,Hong Kong,HKG,HKG,20210124
0.039925,0.001784,12057.0,Hungary,HUN,HUN,20210124
0.030996,0.001209,22999.0,India,IND,IND,20210124
0.020325,0.001148,15405.0,Indonesia,IDN,IDN,20210124
0.039521,0.002603,5735.0,Ireland,IRL,IRL,20210124
0.541148,0.005751,7564.0,Israel,ISR,ISR,20210124
0.061778,0.001274,35793.0,Italy,ITA,ITA,20210124
0.003113,0.000218,65478.0,Japan,JPN,JPN,20210124
0.00848,0.002643,1191.0,Kazakhstan,KAZ,KAZ,20210124
0.04522,0.009189,513.0,Kuwait,KWT,KWT,20210124
0.001144,0.000807,1812.0,Lebanon,LBN,LBN,20210124
0.018957,0.000496,75654.0,Mexico,MEX,MEX,20210124
0.003933,0.001403,1779.0,Morocco,MAR,MAR,20210124
0.012943,0.002537,1939.0,Nepal,NPL,NPL,20210124
0.019046,0.001113,15146.0,Netherlands,NLD,NLD,20210124
0.002117,0.000659,4610.0,New Zealand,NZL,NZL,20210124
0.006251,0.001833,1789.0,Nicaragua,NIC,NIC,20210124
0.011193,0.002511,1799.0,Panama,PAN,PAN,20210124
0.000848,0.000666,1815.0,Paraguay,PRY,PRY,20210124
0.008663,0.000936,9920.0,Peru,PER,PER,20210124
0.058096,0.002222,11098.0,Poland,POL,POL,20210124
0.023076,0.001156,17489.0,Portugal,PRT,PRT,20210124
0.034392,0.008506,486.0,Qatar,QAT,QAT,20210124
0.115829,0.003219,9872.0,Romania,ROU,ROU,20210124
0.049219,0.002206,9634.0,Russia,RUS,RUS,20210124
0.102517,0.006273,2377.0,Saudi Arabia,SAU,SAU,20210124
0.044518,0.003198,4148.0,Slovakia,SVK,SVK,20210124
0.04807,0.004985,1837.0,Slovenia,SVN,SVN,20210124
0.032076,0.001097,25771.0,Spain,ESP,ESP,20210124
0.022142,0.000999,22648.0,Sweden,SWE,SWE,20210124
0.036103,0.002472,5680.0,Switzerland,CHE,CHE,20210124
0.004854,0.000528,17134.0,Taiwan,TWN,TWN,20210124
0.055506,0.00223,10569.0,Turkey,TUR,TUR,20210124
0.091058,0.001859,23982.0,United Kingdom,GBR,GBR,20210124
0.004084,0.000926,4686.0,Uruguay,URY,URY,20210124
0.007357,0.003297,661.0,Uzbekistan,UZB,UZB,20210124
0.006027,0.001033,5591.0,Venezuela,VEN,VEN,20210124
0.022293,0.001051,19980.0,Argentina,ARG,ARG,20210125
0.005055,0.000676,11106.0,Australia,AUS,AUS,20210125
0.043033,0.002622,6065.0,Austria,AUT,AUT,20210125
0.028387,0.003092,3509.0,Bangladesh,BGD,BGD,20210125
0.026414,0.002107,5831.0,Belgium,BEL,BEL,20210125
0.009456,0.001301,5567.0,Bolivia,BOL,BOL,20210125
0.013131,0.000369,94963.0,Brazil,BRA,BRA,20210125
0.019741,0.002362,3532.0,Bulgaria,BGR,BGR,20210125
0.029209,0.001215,19294.0,Canada,CAN,CAN,20210125
0.010359,0.001006,10129.0,Chile,CHL,CHL,20210125
0.005255,0.000508,20319.0,Colombia,COL,COL,20210125
0.026491,0.002845,3137.0,Costa Rica,CRI,CRI,20210125
0.046872,0.004242,2510.0,Croatia,HRV,HRV,20210125
0.054231,0.002686,7114.0,Czech Republic,CZE,CZE,20210125
0.035315,0.001839,10080.0,Denmark,DNK,DNK,20210125
0.004809,0.001339,2662.0,Dominican Republic,DOM,DOM,20210125
0.005316,0.000865,7060.0,Ecuador,ECU,ECU,20210125
0.010666,0.001175,7531.0,Egypt,EGY,EGY,20210125
0.007105,0.00145,3268.0,El Salvador,SLV,SLV,20210125
0.039621,0.003763,2677.0,Finland,FIN,FIN,20210125
0.032444,0.000942,35649.0,France,FRA,FRA,20210125
0.033847,0.000952,36121.0,Germany,DEU,DEU,20210125
0.043028,0.002821,5188.0,Greece,GRC,GRC,20210125
0.005792,0.001402,3056.0,Guatemala,GTM,GTM,20210125
0.008192,0.005449,300.0,Haiti,HTI,HTI,20210125
0.005638,0.001532,2533.0,Honduras,HND,HND,20210125
0.009319,0.00244,1634.0,Hong Kong,HKG,HKG,20210125
0.04186,0.001824,12049.0,Hungary,HUN,HUN,20210125
0.032818,0.001232,23648.0,India,IND,IND,20210125
0.02134,0.001192,15105.0,Indonesia,IDN,IDN,20210125
0.039726,0.002639,5596.0,Ireland,IRL,IRL,20210125
0.552912,0.005755,7515.0,Israel,ISR,ISR,20210125
0.061165,0.001272,35544.0,Italy,ITA,ITA,20210125
0.003258,0.000224,65024.0,Japan,JPN,JPN,20210125
0.008956,0.002739,1209.0,Kazakhstan,KAZ,KAZ,20210125
0.045475,0.009169,519.0,Kuwait,KWT,KWT,20210125
0.001091,0.00077,1830.0,Lebanon,LBN,LBN,20210125
0.019098,0.000496,76302.0,Mexico,MEX,MEX,20210125
0.004493,0.001503,1806.0,Morocco,MAR,MAR,20210125
0.015298,0.002783,1915.0,Nepal,NPL,NPL,20210125
0.019428,0.001133,14903.0,Netherlands,NLD,NLD,20210125
0.001982,0.000622,4819.0,New Zealand,NZL,NZL,20210125
0.005373,0.001745,1758.0,Nicaragua,NIC,NIC,20210125
0.012096,0.002628,1767.0,Panama,PAN,PAN,20210125
0.000512,0.000517,1834.0,Paraguay,PRY,PRY,20210125
0.008374,0.000914,9997.0,Peru,PER,PER,20210125
0.059808,0.002264,10990.0,Poland,POL,POL,20210125
0.023783,0.001181,17271.0,Portugal,PRT,PRT,20210125
0.039768,0.009053,495.0,Qatar,QAT,QAT,20210125
0.124523,0.003349,9712.0,Romania,ROU,ROU,20210125
0.052539,0.002295,9503.0,Russia,RUS,RUS,20210125
0.103257,0.006351,2361.0,Saudi Arabia,SAU,SAU,20210125
0.047422,0.003303,4144.0,Slovakia,SVK,SVK,20210125
0.04512,0.004844,1833.0,Slovenia,SVN,SVN,20210125
0.032789,0.001104,26051.0,Spain,ESP,ESP,20210125
0.024496,0.001056,22580.0,Sweden,SWE,SWE,20210125
0.039593,0.002607,5597.0,Switzerland,CHE,CHE,20210125
0.00528,0.000543,17492.0,Taiwan,TWN,TWN,20210125
0.054979,0.002232,10451.0,Turkey,TUR,TUR,20210125
0.096087,0.001907,23850.0,United Kingdom,GBR,GBR,20210125
0.002226,0.000698,4634.0,Uruguay,URY,URY,20210125
0.007019,0.003209,663.0,Uzbekistan,UZB,UZB,20210125
0.006535,0.001086,5477.0,Venezuela,VEN,VEN,20210125
0.023368,0.001071,20009.0,Argentina,ARG,ARG,20210126
0.004521,0.00064,10898.0,Australia,AUS,AUS,20210126
0.044524,0.002662,6029.0,Austria,AUT,AUT,20210126
0.026054,0.002991,3569.0,Bangladesh,BGD,BGD,20210126
0.027812,0.002154,5880.0,Belgium,BEL,BEL,20210126
0.008247,0.001203,5561.0,Bolivia,BOL,BOL,20210126
0.016002,0.000412,93118.0,Brazil,BRA,BRA,20210126
0.022602,0.002494,3547.0,Bulgaria,BGR,BGR,20210126
0.02954,0.001235,19191.0,Canada,CAN,CAN,20210126
0.010736,0.001012,10367.0,Chile,CHL,CHL,20210126
0.004672,0.000476,20577.0,Colombia,COL,COL,20210126
0.02873,0.00299,3086.0,Costa Rica,CRI,CRI,20210126
0.051712,0.004476,2431.0,Croatia,HRV,HRV,20210126
0.053028,0.002672,7039.0,Czech Republic,CZE,CZE,20210126
0.03478,0.00185,9824.0,Denmark,DNK,DNK,20210126
0.003884,0.001245,2595.0,Dominican Republic,DOM,DOM,20210126
0.005536,0.000889,7040.0,Ecuador,ECU,ECU,20210126
0.0115,0.001233,7414.0,Egypt,EGY,EGY,20210126
0.006805,0.001442,3185.0,El Salvador,SLV,SLV,20210126
0.040865,0.003819,2694.0,Finland,FIN,FIN,20210126
0.034743,0.000968,35881.0,France,FRA,FRA,20210126
0.033964,0.000958,35829.0,Germany,DEU,DEU,20210126
0.04458,0.002846,5281.0,Greece,GRC,GRC,20210126
0.00681,0.001522,3008.0,Guatemala,GTM,GTM,20210126
0.008461,0.005673,287.0,Haiti,HTI,HTI,20210126
0.006025,0.001587,2529.0,Honduras,HND,HND,20210126
0.011077,0.00262,1601.0,Hong Kong,HKG,HKG,20210126
0.042146,0.001844,11880.0,Hungary,HUN,HUN,20210126
0.032825,0.001223,24094.0,India,IND,IND,20210126
0.020545,0.001177,14907.0,Indonesia,IDN,IDN,20210126
0.040253,0.002697,5449.0,Ireland,IRL,IRL,20210126
0.562425,0.005774,7408.0,Israel,ISR,ISR,20210126
0.062238,0.001288,35247.0,Italy,ITA,ITA,20210126
0.003069,0.000217,64621.0,Japan,JPN,JPN,20210126
0.008824,0.002726,1209.0,Kazakhstan,KAZ,KAZ,20210126
0.048167,0.00965,491.0,Kuwait,KWT,KWT,20210126
0.002053,0.001095,1797.0,Lebanon,LBN,LBN,20210126
0.019289,0.000498,76388.0,Mexico,MEX,MEX,20210126
0.004567,0.001528,1830.0,Morocco,MAR,MAR,20210126
0.015997,0.00288,1912.0,Nepal,NPL,NPL,20210126
0.020593,0.001183,14406.0,Netherlands,NLD,NLD,20210126
0.002064,0.000632,4872.0,New Zealand,NZL,NZL,20210126
0.006884,0.001968,1786.0,Nicaragua,NIC,NIC,20210126
0.013009,0.002758,1717.0,Panama,PAN,PAN,20210126
0.00054,0.000545,1827.0,Paraguay,PRY,PRY,20210126
0.009121,0.000947,10177.0,Peru,PER,PER,20210126
0.063614,0.00233,10985.0,Poland,POL,POL,20210126
0.024976,0.001214,17162.0,Portugal,PRT,PRT,20210126
0.043013,0.009215,510.0,Qatar,QAT,QAT,20210126
0.134709,0.003503,9528.0,Romania,ROU,ROU,20210126
0.056883,0.002395,9415.0,Russia,RUS,RUS,20210126
0.103928,0.006477,2290.0,Saudi Arabia,SAU,SAU,20210126
0.049155,0.003371,4109.0,Slovakia,SVK,SVK,20210126
0.046844,0.00495,1819.0,Slovenia,SVN,SVN,20210126
0.03294,0.001104,26140.0,Spain,ESP,ESP,20210126
0.026601,0.0011,22482.0,Sweden,SWE,SWE,20210126
0.041066,0.002657,5577.0,Switzerland,CHE,CHE,20210126
0.004621,0.000506,17521.0,Taiwan,TWN,TWN,20210126
0.055325,0.002258,10271.0,Turkey,TUR,TUR,20210126
0.100562,0.00195,23750.0,United Kingdom,GBR,GBR,20210126
0.002231,0.000696,4644.0,Uruguay,URY,URY,20210126
0.007049,0.003222,674.0,Uzbekistan,UZB,UZB,20210126
0.006871,0.001127,5389.0,Venezuela,VEN,VEN,20210126
0.023972,0.001088,19820.0,Argentina,ARG,ARG,20210127
0.004026,0.000607,10665.0,Australia,AUS,AUS,20210127
0.043457,0.002613,6102.0,Austria,AUT,AUT,20210127
0.024707,0.002855,3586.0,Bangladesh,BGD,BGD,20210127
0.029956,0.002216,5968.0,Belgium,BEL,BEL,20210127
0.009243,0.001271,5567.0,Bolivia,BOL,BOL,20210127
0.018695,0.000449,91518.0,Brazil,BRA,BRA,20210127
0.0223,0.002463,3591.0,Bulgaria,BGR,BGR,20210127
0.028162,0.001271,19111.0,Canada,CAN,CAN,20210127
0.010857,0.001013,10494.0,Chile,CHL,CHL,20210127
0.004476,0.000468,20375.0,Colombia,COL,COL,20210127
0.02798,0.002962,3056.0,Costa Rica,CRI,CRI,20210127
0.054105,0.004616,2387.0,Croatia,HRV,HRV,20210127
0.051501,0.002629,7072.0,Czech Republic,CZE,CZE,20210127
0.034242,0.001844,9712.0,Denmark,DNK,DNK,20210127
0.004607,0.001385,2522.0,Dominican Republic,DOM,DOM,20210127
0.00612,0.000967,6670.0,Ecuador,ECU,ECU,20210127
0.011619,0.001272,7170.0,Egypt,EGY,EGY,20210127
0.006689,0.001452,3101.0,El Salvador,SLV,SLV,20210127
0.039717,0.003752,2710.0,Finland,FIN,FIN,20210127
0.035943,0.000981,36156.0,France,FRA,FRA,20210127
0.035115,0.000978,35451.0,Germany,DEU,DEU,20210127
0.044352,0.002835,5296.0,Greece,GRC,GRC,20210127
0.005374,0.001346,2890.0,Guatemala,GTM,GTM,20210127
0.002312,0.00261,290.0,Haiti,HTI,HTI,20210127
0.007335,0.001762,2489.0,Honduras,HND,HND,20210127
0.0102,0.002532,1580.0,Hong Kong,HKG,HKG,20210127
0.044168,0.001891,11803.0,Hungary,HUN,HUN,20210127
0.035977,0.001244,24576.0,India,IND,IND,20210127
0.022104,0.001222,14637.0,Indonesia,IDN,IDN,20210127
0.042029,0.002786,5327.0,Ireland,IRL,IRL,20210127
0.579511,0.005758,7370.0,Israel,ISR,ISR,20210127
0.063474,0.001306,34896.0,Italy,ITA,ITA,20210127
0.003532,0.000235,63799.0,Japan,JPN,JPN,20210127
0.008565,0.002698,1199.0,Kazakhstan,KAZ,KAZ,20210127
0.046113,0.009312,505.0,Kuwait,KWT,KWT,20210127
0.002056,0.001097,1781.0,Lebanon,LBN,LBN,20210127
0.019537,0.000501,76484.0,Mexico,MEX,MEX,20210127
0.0046,0.00152,1843.0,Morocco,MAR,MAR,20210127
0.017063,0.002947,1912.0,Nepal,NPL,NPL,20210127
0.021636,0.001235,13952.0,Netherlands,NLD,NLD,20210127
0.002539,0.000692,5024.0,New Zealand,NZL,NZL,20210127
0.005349,0.001757,1758.0,Nicaragua,NIC,NIC,20210127
0.011971,0.002652,1675.0,Panama,PAN,PAN,20210127
0.001201,0.000808,1814.0,Paraguay,PRY,PRY,20210127
0.007875,0.000869,10420.0,Peru,PER,PER,20210127
0.066949,0.002398,10848.0,Poland,POL,POL,20210127
0.026554,0.001266,16875.0,Portugal,PRT,PRT,20210127
0.046423,0.009551,512.0,Qatar,QAT,QAT,20210127
0.140305,0.003603,9337.0,Romania,ROU,ROU,20210127
0.056754,0.0024,9293.0,Russia,RUS,RUS,20210127
0.099767,0.006353,2261.0,Saudi Arabia,SAU,SAU,20210127
0.078789,0.017063,254.0,Singapore,SGP,SGP,20210127
0.049239,0.003384,4082.0,Slovakia,SVK,SVK,20210127
0.044238,0.004816,1832.0,Slovenia,SVN,SVN,20210127
0.032337,0.001095,26078.0,Spain,ESP,ESP,20210127
0.027962,0.001129,22433.0,Sweden,SWE,SWE,20210127
0.042443,0.002703,5572.0,Switzerland,CHE,CHE,20210127
0.004091,0.000482,17072.0,Taiwan,TWN,TWN,20210127
0.056307,0.002284,10207.0,Turkey,TUR,TUR,20210127
0.385948,0.022398,482.0,United Arab Emirates,ARE,ARE,20210127
0.10788,0.002019,23555.0,United Kingdom,GBR,GBR,20210127
0.002252,0.000716,4669.0,Uruguay,URY,URY,20210127
0.009268,0.003662,679.0,Uzbekistan,UZB,UZB,20210127
0.007711,0.001202,5273.0,Venezuela,VEN,VEN,20210127
0.024847,0.001117,19441.0,Argentina,ARG,ARG,20210128
0.003163,0.000546,10374.0,Australia,AUS,AUS,20210128
0.044895,0.002664,6019.0,Austria,AUT,AUT,20210128
0.019426,0.002293,3600.0,Bangladesh,BGD,BGD,20210128
0.029481,0.002188,5958.0,Belgium,BEL,BEL,20210128
0.007063,0.001125,5542.0,Bolivia,BOL,BOL,20210128
0.021209,0.000482,89860.0,Brazil,BRA,BRA,20210128
0.023427,0.002539,3539.0,Bulgaria,BGR,BGR,20210128
0.02894,0.001299,18882.0,Canada,CAN,CAN,20210128
0.011501,0.001041,10511.0,Chile,CHL,CHL,20210128
0.004889,0.000497,19798.0,Colombia,COL,COL,20210128
0.026586,0.002917,3004.0,Costa Rica,CRI,CRI,20210128
0.057992,0.00488,2283.0,Croatia,HRV,HRV,20210128
0.051963,0.002662,6963.0,Czech Republic,CZE,CZE,20210128
0.032666,0.001822,9520.0,Denmark,DNK,DNK,20210128
0.004931,0.001455,2442.0,Dominican Republic,DOM,DOM,20210128
0.005303,0.000924,6420.0,Ecuador,ECU,ECU,20210128
0.011416,0.001275,6987.0,Egypt,EGY,EGY,20210128
0.005329,0.001304,2979.0,El Salvador,SLV,SLV,20210128
0.039216,0.003761,2668.0,Finland,FIN,FIN,20210128
