smoothed_covid_vaccine,smoothed_covid_vaccine_se,sample_size,country,iso_code,gid_0,survey_date
0.003671,0.001634,1333.0,Nicaragua,NIC,NIC,20210207
0.087862,0.009096,977.0,Nigeria,NGA,NGA,20210207
0.029166,0.003833,1951.0,Norway,NOR,NOR,20210207
0.065306,0.016578,222.0,Oman,OMN,OMN,20210207
0.035596,0.006402,834.0,Pakistan,PAK,PAK,20210207
0.009167,0.007779,150.0,Palestine,PSE,PSE,20210207
0.018807,0.003802,1268.0,Panama,PAN,PAN,20210207
0.002419,0.001244,1483.0,Paraguay,PRY,PRY,20210207
0.006835,0.000852,9401.0,Peru,PER,PER,20210207
0.005716,0.001569,2316.0,Philippines,PHL,PHL,20210207
0.086361,0.002947,9144.0,Poland,POL,POL,20210207
0.031644,0.001571,12413.0,Portugal,PRT,PRT,20210207
0.248074,0.0141,1000.0,"Puerto Rico, U.S.",PRI,PRI,20210207
0.082092,0.01311,510.0,Qatar,QAT,QAT,20210207
0.180224,0.004457,7456.0,Romania,ROU,ROU,20210207
0.102609,0.003504,7536.0,Russia,RUS,RUS,20210207
0.075252,0.005209,2636.0,Saudi Arabia,SAU,SAU,20210207
0.17718,0.014202,725.0,Serbia,SRB,SRB,20210207
0.109122,0.01031,920.0,Singapore,SGP,SGP,20210207
0.076561,0.004386,3662.0,Slovakia,SVK,SVK,20210207
0.060844,0.00621,1501.0,Slovenia,SVN,SVN,20210207
0.016803,0.003364,1443.0,South Africa,ZAF,ZAF,20210207
0.004264,0.001992,1078.0,South Korea,KOR,KOR,20210207
0.041708,0.001393,20644.0,Spain,ESP,ESP,20210207
0.089696,0.01812,252.0,Sri Lanka,LKA,LKA,20210207
0.006127,0.004623,320.0,Sudan,SDN,SDN,20210207
0.039712,0.001441,18354.0,Sweden,SWE,SWE,20210207
0.0697,0.003747,4650.0,Switzerland,CHE,CHE,20210207
0.005508,0.000686,11662.0,Taiwan,TWN,TWN,20210207
0.084274,0.023644,167.0,Tanzania,TZA,TZA,20210207
0.006283,0.001584,2505.0,Thailand,THA,THA,20210207
0.002143,0.001871,595.0,Tunisia,TUN,TUN,20210207
0.055609,0.002415,9030.0,Turkey,TUR,TUR,20210207
0.006267,0.001668,2271.0,Ukraine,UKR,UKR,20210207
0.509326,0.010746,2364.0,United Arab Emirates,ARE,ARE,20210207
0.193923,0.002785,20225.0,United Kingdom,GBR,GBR,20210207
0.002453,0.000875,3326.0,Uruguay,URY,URY,20210207
0.014525,0.005628,498.0,Uzbekistan,UZB,UZB,20210207
0.006568,0.001215,4395.0,Venezuela,VEN,VEN,20210207
0.008232,0.001168,5995.0,Vietnam,VNM,VNM,20210207
0.003389,0.00497,145.0,Yemen,YEM,YEM,20210207
0.083372,0.017268,249.0,Afghanistan,AFG,AFG,20210208
0.0,0.0,192.0,Albania,ALB,ALB,20210208
0.015918,0.004155,921.0,Algeria,DZA,DZA,20210208
0.009535,0.007773,133.0,Angola,AGO,AGO,20210208
0.029548,0.001311,16859.0,Argentina,ARG,ARG,20210208
0.004488,0.000675,9716.0,Australia,AUS,AUS,20210208
0.056177,0.003236,5088.0,Austria,AUT,AUT,20210208
0.081248,0.019227,203.0,Azerbaijan,AZE,AZE,20210208
0.056584,0.004301,2881.0,Bangladesh,BGD,BGD,20210208
0.024413,0.005889,530.0,Belarus,BLR,BLR,20210208
0.044014,0.002841,5219.0,Belgium,BEL,BEL,20210208
0.00933,0.001526,3964.0,Bolivia,BOL,BOL,20210208
0.019675,0.007769,323.0,Bosnia and Herzegovina,BIH,BIH,20210208
0.045217,0.000799,67797.0,Brazil,BRA,BRA,20210208
0.033088,0.003175,3173.0,Bulgaria,BGR,BGR,20210208
0.025148,0.012711,168.0,Cameroon,CMR,CMR,20210208
0.033895,0.001428,16079.0,Canada,CAN,CAN,20210208
0.055785,0.002446,8740.0,Chile,CHL,CHL,20210208
0.005179,0.000586,15044.0,Colombia,COL,COL,20210208
0.032512,0.003624,2450.0,Costa Rica,CRI,CRI,20210208
0.006573,0.006126,222.0,C̫te d'Ivoire,CIV,CIV,20210208
0.051835,0.005078,1948.0,Croatia,HRV,HRV,20210208
0.05376,0.002814,6422.0,Czech Republic,CZE,CZE,20210208
0.036227,0.002094,7982.0,Denmark,DNK,DNK,20210208
0.008634,0.002135,1882.0,Dominican Republic,DOM,DOM,20210208
0.003662,0.000819,5455.0,Ecuador,ECU,ECU,20210208
0.009943,0.001317,5738.0,Egypt,EGY,EGY,20210208
0.005757,0.001539,2458.0,El Salvador,SLV,SLV,20210208
0.033084,0.009378,291.0,Ethiopia,ETH,ETH,20210208
0.049719,0.004427,2421.0,Finland,FIN,FIN,20210208
0.051253,0.001266,30355.0,France,FRA,FRA,20210208
0.048024,0.00122,30798.0,Germany,DEU,DEU,20210208
0.019556,0.005339,707.0,Ghana,GHA,GHA,20210208
0.050424,0.002745,6387.0,Greece,GRC,GRC,20210208
0.006875,0.001651,2472.0,Guatemala,GTM,GTM,20210208
0.014635,0.009069,203.0,Haiti,HTI,HTI,20210208
0.008073,0.001963,2126.0,Honduras,HND,HND,20210208
0.00733,0.0025,1211.0,Hong Kong,HKG,HKG,20210208
0.056742,0.002254,10555.0,Hungary,HUN,HUN,20210208
0.075018,0.001767,22288.0,India,IND,IND,20210208
0.053624,0.002068,11822.0,Indonesia,IDN,IDN,20210208
0.011034,0.002937,1256.0,Iraq,IRQ,IRQ,20210208
0.060709,0.003701,4097.0,Ireland,IRL,IRL,20210208
0.704144,0.00574,6564.0,Israel,ISR,ISR,20210208
0.071791,0.001493,30022.0,Italy,ITA,ITA,20210208
0.00515,0.000316,51264.0,Japan,JPN,JPN,20210208
0.04358,0.008012,660.0,Jordan,JOR,JOR,20210208
0.01667,0.004057,1037.0,Kazakhstan,KAZ,KAZ,20210208
0.053333,0.007671,867.0,Kenya,KEN,KEN,20210208
0.059991,0.010535,519.0,Kuwait,KWT,KWT,20210208
0.012829,0.010183,129.0,Kyrgyzstan,KGZ,KGZ,20210208
0.004193,0.001783,1409.0,Lebanon,LBN,LBN,20210208
0.011973,0.004701,512.0,Libya,LBY,LBY,20210208
0.011443,0.002386,2026.0,Malaysia,MYS,MYS,20210208
0.020642,0.000572,61770.0,Mexico,MEX,MEX,20210208
0.0,0.0,243.0,Moldova,MDA,MDA,20210208
0.082748,0.006589,1766.0,Morocco,MAR,MAR,20210208
0.004663,0.003872,315.0,Mozambique,MOZ,MOZ,20210208
0.070364,0.020884,148.0,Myanmar,MMR,MMR,20210208
0.111466,0.007778,1681.0,Nepal,NPL,NPL,20210208
0.030458,0.001705,10183.0,Netherlands,NLD,NLD,20210208
0.002842,0.000868,3682.0,New Zealand,NZL,NZL,20210208
0.002996,0.001449,1373.0,Nicaragua,NIC,NIC,20210208
0.085486,0.007374,1447.0,Nigeria,NGA,NGA,20210208
0.032109,0.003253,2952.0,Norway,NOR,NOR,20210208
0.059337,0.015468,234.0,Oman,OMN,OMN,20210208
0.034039,0.005205,1255.0,Pakistan,PAK,PAK,20210208
0.012322,0.007174,229.0,Palestine,PSE,PSE,20210208
0.019095,0.003796,1296.0,Panama,PAN,PAN,20210208
0.003975,0.001588,1494.0,Paraguay,PRY,PRY,20210208
0.006649,0.000827,9679.0,Peru,PER,PER,20210208
0.004377,0.001115,3495.0,Philippines,PHL,PHL,20210208
0.086129,0.002932,9212.0,Poland,POL,POL,20210208
0.032306,0.001591,12345.0,Portugal,PRT,PRT,20210208
0.253115,0.011591,1478.0,"Puerto Rico, U.S.",PRI,PRI,20210208
0.095661,0.013894,522.0,Qatar,QAT,QAT,20210208
0.183256,0.004455,7563.0,Romania,ROU,ROU,20210208
0.108748,0.003512,7867.0,Russia,RUS,RUS,20210208
0.069313,0.004914,2732.0,Saudi Arabia,SAU,SAU,20210208
0.186929,0.011998,1057.0,Serbia,SRB,SRB,20210208
0.115029,0.0104,960.0,Singapore,SGP,SGP,20210208
0.078348,0.004393,3728.0,Slovakia,SVK,SVK,20210208
0.05976,0.006104,1528.0,Slovenia,SVN,SVN,20210208
0.019909,0.002971,2211.0,South Africa,ZAF,ZAF,20210208
0.007436,0.002208,1552.0,South Korea,KOR,KOR,20210208
0.041533,0.001385,20794.0,Spain,ESP,ESP,20210208
0.082453,0.014607,362.0,Sri Lanka,LKA,LKA,20210208
0.00939,0.004699,463.0,Sudan,SDN,SDN,20210208
0.039874,0.00143,18706.0,Sweden,SWE,SWE,20210208
0.071607,0.003754,4735.0,Switzerland,CHE,CHE,20210208
0.00583,0.000703,11776.0,Taiwan,TWN,TWN,20210208
0.097292,0.020709,232.0,Tanzania,TZA,TZA,20210208
0.005821,0.001255,3682.0,Thailand,THA,THA,20210208
0.001487,0.001298,892.0,Tunisia,TUN,TUN,20210208
0.055286,0.002378,9256.0,Turkey,TUR,TUR,20210208
0.005119,0.001254,3405.0,Ukraine,UKR,UKR,20210208
0.506474,0.01057,2425.0,United Arab Emirates,ARE,ARE,20210208
0.204257,0.002826,20452.0,United Kingdom,GBR,GBR,20210208
0.002618,0.000888,3413.0,Uruguay,URY,URY,20210208
0.012023,0.004977,520.0,Uzbekistan,UZB,UZB,20210208
0.006359,0.001176,4473.0,Venezuela,VEN,VEN,20210208
0.006724,0.000848,9307.0,Vietnam,VNM,VNM,20210208
0.005193,0.005211,196.0,Yemen,YEM,YEM,20210208
0.054863,0.011363,328.0,Afghanistan,AFG,AFG,20210209
0.002221,0.002759,267.0,Albania,ALB,ALB,20210209
0.019209,0.003911,1241.0,Algeria,DZA,DZA,20210209
0.007679,0.006212,171.0,Angola,AGO,AGO,20210209
0.030266,0.001311,17253.0,Argentina,ARG,ARG,20210209
0.046355,0.017984,109.0,Armenia,ARM,ARM,20210209
0.004535,0.000672,9929.0,Australia,AUS,AUS,20210209
0.056896,0.003212,5229.0,Austria,AUT,AUT,20210209
0.073691,0.017182,244.0,Azerbaijan,AZE,AZE,20210209
0.071336,0.004774,2976.0,Bangladesh,BGD,BGD,20210209
0.021937,0.005057,674.0,Belarus,BLR,BLR,20210209
0.045165,0.002882,5200.0,Belgium,BEL,BEL,20210209
0.008692,0.001471,4045.0,Bolivia,BOL,BOL,20210209
0.015744,0.006217,425.0,Bosnia and Herzegovina,BIH,BIH,20210209
0.046267,0.000795,69910.0,Brazil,BRA,BRA,20210209
0.032648,0.003142,3198.0,Bulgaria,BGR,BGR,20210209
0.03738,0.016773,115.0,Cambodia,KHM,KHM,20210209
0.018437,0.009319,226.0,Cameroon,CMR,CMR,20210209
0.03414,0.001423,16269.0,Canada,CAN,CAN,20210209
0.066621,0.002644,8910.0,Chile,CHL,CHL,20210209
0.005368,0.000588,15460.0,Colombia,COL,COL,20210209
0.027959,0.003375,2438.0,Costa Rica,CRI,CRI,20210209
0.004566,0.004256,306.0,C̫te d'Ivoire,CIV,CIV,20210209
0.050078,0.004917,1985.0,Croatia,HRV,HRV,20210209
0.052675,0.002753,6577.0,Czech Republic,CZE,CZE,20210209
0.0,0.0,133.0,Democratic Republic of the Congo,COD,COD,20210209
0.03722,0.002111,8037.0,Denmark,DNK,DNK,20210209
0.007792,0.002011,1927.0,Dominican Republic,DOM,DOM,20210209
0.004069,0.000842,5679.0,Ecuador,ECU,ECU,20210209
0.009593,0.001274,5902.0,Egypt,EGY,EGY,20210209
0.005347,0.001469,2510.0,El Salvador,SLV,SLV,20210209
0.02732,0.00739,399.0,Ethiopia,ETH,ETH,20210209
0.051883,0.004496,2447.0,Finland,FIN,FIN,20210209
0.052101,0.001266,30812.0,France,FRA,FRA,20210209
0.049497,0.001225,31376.0,Germany,DEU,DEU,20210209
0.017664,0.004355,944.0,Ghana,GHA,GHA,20210209
0.051444,0.002753,6441.0,Greece,GRC,GRC,20210209
0.010062,0.001978,2521.0,Guatemala,GTM,GTM,20210209
0.009539,0.006788,217.0,Haiti,HTI,HTI,20210209
0.006402,0.001719,2176.0,Honduras,HND,HND,20210209
0.005858,0.002144,1277.0,Hong Kong,HKG,HKG,20210209
0.056291,0.002215,10848.0,Hungary,HUN,HUN,20210209
0.075978,0.001727,23560.0,India,IND,IND,20210209
0.057733,0.002107,12249.0,Indonesia,IDN,IDN,20210209
0.013185,0.002822,1646.0,Iraq,IRQ,IRQ,20210209
0.058755,0.003639,4119.0,Ireland,IRL,IRL,20210209
0.712517,0.005416,6999.0,Israel,ISR,ISR,20210209
0.0713,0.001471,30622.0,Italy,ITA,ITA,20210209
0.00522,0.000311,53779.0,Japan,JPN,JPN,20210209
0.041248,0.006794,889.0,Jordan,JOR,JOR,20210209
0.01872,0.004159,1091.0,Kazakhstan,KAZ,KAZ,20210209
0.050944,0.006491,1157.0,Kenya,KEN,KEN,20210209
0.063392,0.010434,557.0,Kuwait,KWT,KWT,20210209
0.009297,0.00738,172.0,Kyrgyzstan,KGZ,KGZ,20210209
0.005128,0.001944,1433.0,Lebanon,LBN,LBN,20210209
0.008767,0.003443,675.0,Libya,LBY,LBY,20210209
0.012537,0.002169,2681.0,Malaysia,MYS,MYS,20210209
0.007078,0.008026,134.0,Mali,MLI,MLI,20210209
0.020922,0.000575,61865.0,Mexico,MEX,MEX,20210209
0.0,0.0,337.0,Moldova,MDA,MDA,20210209
0.089764,0.00669,1836.0,Morocco,MAR,MAR,20210209
0.005652,0.003681,423.0,Mozambique,MOZ,MOZ,20210209
0.06315,0.017341,203.0,Myanmar,MMR,MMR,20210209
0.119643,0.0079,1730.0,Nepal,NPL,NPL,20210209
0.031276,0.001708,10408.0,Netherlands,NLD,NLD,20210209
0.002684,0.000845,3659.0,New Zealand,NZL,NZL,20210209
0.002633,0.001349,1378.0,Nicaragua,NIC,NIC,20210209
0.078286,0.006137,1926.0,Nigeria,NGA,NGA,20210209
0.030728,0.002763,3912.0,Norway,NOR,NOR,20210209
0.055071,0.014728,238.0,Oman,OMN,OMN,20210209
0.032433,0.004404,1664.0,Pakistan,PAK,PAK,20210209
0.019997,0.008043,314.0,Palestine,PSE,PSE,20210209
0.020138,0.003886,1310.0,Panama,PAN,PAN,20210209
0.002989,0.001337,1516.0,Paraguay,PRY,PRY,20210209
0.006474,0.000801,10043.0,Peru,PER,PER,20210209
0.004333,0.000962,4653.0,Philippines,PHL,PHL,20210209
0.089151,0.00295,9363.0,Poland,POL,POL,20210209
0.034208,0.001622,12482.0,Portugal,PRT,PRT,20210209
0.254271,0.010088,1935.0,"Puerto Rico, U.S.",PRI,PRI,20210209
0.101581,0.01392,544.0,Qatar,QAT,QAT,20210209
0.18501,0.004465,7581.0,Romania,ROU,ROU,20210209
0.111384,0.003409,8495.0,Russia,RUS,RUS,20210209
0.076877,0.00502,2847.0,Saudi Arabia,SAU,SAU,20210209
0.010282,0.008474,113.0,Senegal,SEN,SEN,20210209
0.195783,0.010455,1440.0,Serbia,SRB,SRB,20210209
0.124254,0.010411,1021.0,Singapore,SGP,SGP,20210209
0.078151,0.004382,3740.0,Slovakia,SVK,SVK,20210209
0.061484,0.006173,1532.0,Slovenia,SVN,SVN,20210209
0.018987,0.002528,2919.0,South Africa,ZAF,ZAF,20210209
0.006873,0.001863,2026.0,South Korea,KOR,KOR,20210209
0.041685,0.001375,21132.0,Spain,ESP,ESP,20210209
0.071772,0.011765,490.0,Sri Lanka,LKA,LKA,20210209
0.010246,0.004326,595.0,Sudan,SDN,SDN,20210209
0.039187,0.0014,19220.0,Sweden,SWE,SWE,20210209
0.072573,0.003721,4878.0,Switzerland,CHE,CHE,20210209
0.00589,0.000693,12253.0,Taiwan,TWN,TWN,20210209
0.098937,0.018072,310.0,Tanzania,TZA,TZA,20210209
0.006367,0.001144,4878.0,Thailand,THA,THA,20210209
0.001273,0.001043,1164.0,Tunisia,TUN,TUN,20210209
0.056169,0.002336,9733.0,Turkey,TUR,TUR,20210209
0.005595,0.00114,4464.0,Ukraine,UKR,UKR,20210209
0.501482,0.010378,2494.0,United Arab Emirates,ARE,ARE,20210209
0.215914,0.002872,20475.0,United Kingdom,GBR,GBR,20210209
0.0027,0.000897,3424.0,Uruguay,URY,URY,20210209
0.011694,0.004309,564.0,Uzbekistan,UZB,UZB,20210209
0.006096,0.001127,4647.0,Venezuela,VEN,VEN,20210209
0.005852,0.00069,12307.0,Vietnam,VNM,VNM,20210209
0.005167,0.004608,251.0,Yemen,YEM,YEM,20210209
0.074685,0.012347,407.0,Afghanistan,AFG,AFG,20210210
0.002871,0.002982,329.0,Albania,ALB,ALB,20210210
0.017992,0.003372,1558.0,Algeria,DZA,DZA,20210210
0.005831,0.004683,216.0,Angola,AGO,AGO,20210210
0.032414,0.00138,16704.0,Argentina,ARG,ARG,20210210
0.037904,0.014705,130.0,Armenia,ARM,ARM,20210210
0.005438,0.000747,9492.0,Australia,AUS,AUS,20210210
0.056845,0.003283,4979.0,Austria,AUT,AUT,20210210
0.06692,0.014391,314.0,Azerbaijan,AZE,AZE,20210210
0.097736,0.005408,2937.0,Bangladesh,BGD,BGD,20210210
0.01893,0.00428,837.0,Belarus,BLR,BLR,20210210
0.04459,0.00295,4905.0,Belgium,BEL,BEL,20210210
0.008037,0.001448,3864.0,Bolivia,BOL,BOL,20210210
0.012207,0.00482,524.0,Bosnia and Herzegovina,BIH,BIH,20210210
0.048805,0.000835,66531.0,Brazil,BRA,BRA,20210210
0.035535,0.003319,3106.0,Bulgaria,BGR,BGR,20210210
0.0,0.0,124.0,Burkina Faso,BFA,BFA,20210210
0.035666,0.014995,141.0,Cambodia,KHM,KHM,20210210
0.014902,0.007532,277.0,Cameroon,CMR,CMR,20210210
0.036208,0.001483,15799.0,Canada,CAN,CAN,20210210
0.08333,0.002989,8489.0,Chile,CHL,CHL,20210210
0.005017,0.00058,14892.0,Colombia,COL,COL,20210210
0.024668,0.003236,2349.0,Costa Rica,CRI,CRI,20210210
0.011375,0.005325,384.0,C̫te d'Ivoire,CIV,CIV,20210210
0.0519,0.005054,1945.0,Croatia,HRV,HRV,20210210
0.054065,0.002829,6372.0,Czech Republic,CZE,CZE,20210210
0.0,0.0,166.0,Democratic Republic of the Congo,COD,COD,20210210
0.035636,0.002126,7603.0,Denmark,DNK,DNK,20210210
0.006664,0.001915,1829.0,Dominican Republic,DOM,DOM,20210210
0.003565,0.000796,5515.0,Ecuador,ECU,ECU,20210210
0.010184,0.001335,5682.0,Egypt,EGY,EGY,20210210
0.005299,0.001484,2451.0,El Salvador,SLV,SLV,20210210
0.029161,0.007189,497.0,Ethiopia,ETH,ETH,20210210
0.051754,0.004586,2342.0,Finland,FIN,FIN,20210210
0.052938,0.001314,29258.0,France,FRA,FRA,20210210
0.050498,0.001263,30076.0,Germany,DEU,DEU,20210210
0.014984,0.003627,1167.0,Ghana,GHA,GHA,20210210
0.055017,0.002882,6279.0,Greece,GRC,GRC,20210210
0.009393,0.001967,2380.0,Guatemala,GTM,GTM,20210210
0.048071,0.021914,101.0,Guinea,GIN,GIN,20210210
0.010276,0.007313,211.0,Haiti,HTI,HTI,20210210
0.00572,0.001646,2121.0,Honduras,HND,HND,20210210
0.006086,0.002248,1214.0,Hong Kong,HKG,HKG,20210210
0.056235,0.002258,10449.0,Hungary,HUN,HUN,20210210
0.075639,0.001755,22713.0,India,IND,IND,20210210
0.059544,0.00218,11773.0,Indonesia,IDN,IDN,20210210
0.013633,0.002594,2010.0,Iraq,IRQ,IRQ,20210210
0.061116,0.003803,3924.0,Ireland,IRL,IRL,20210210
0.716369,0.005492,6743.0,Israel,ISR,ISR,20210210
0.07203,0.001494,29977.0,Italy,ITA,ITA,20210210
0.004925,0.000305,52494.0,Japan,JPN,JPN,20210210
0.037126,0.005741,1129.0,Jordan,JOR,JOR,20210210
0.015386,0.003788,1042.0,Kazakhstan,KAZ,KAZ,20210210
0.050119,0.005722,1466.0,Kenya,KEN,KEN,20210210
0.059808,0.010772,509.0,Kuwait,KWT,KWT,20210210
0.010124,0.006831,218.0,Kyrgyzstan,KGZ,KGZ,20210210
0.010421,0.009211,116.0,Laos,LAO,LAO,20210210
0.004568,0.001851,1407.0,Lebanon,LBN,LBN,20210210
0.006984,0.002742,835.0,Libya,LBY,LBY,20210210
0.012555,0.00195,3315.0,Malaysia,MYS,MYS,20210210
0.012836,0.009224,166.0,Mali,MLI,MLI,20210210
0.021065,0.000589,59482.0,Mexico,MEX,MEX,20210210
0.0,0.0,422.0,Moldova,MDA,MDA,20210210
0.095851,0.007029,1757.0,Morocco,MAR,MAR,20210210
0.004513,0.002939,515.0,Mozambique,MOZ,MOZ,20210210
0.066872,0.015156,279.0,Myanmar,MMR,MMR,20210210
0.115914,0.007927,1669.0,Nepal,NPL,NPL,20210210
0.031492,0.001761,9865.0,Netherlands,NLD,NLD,20210210
0.002635,0.000858,3499.0,New Zealand,NZL,NZL,20210210
0.003118,0.001506,1304.0,Nicaragua,NIC,NIC,20210210
0.072764,0.005318,2384.0,Nigeria,NGA,NGA,20210210
0.031713,0.002521,4864.0,Norway,NOR,NOR,20210210
0.050012,0.014727,220.0,Oman,OMN,OMN,20210210
0.031266,0.003888,2049.0,Pakistan,PAK,PAK,20210210
0.016806,0.006588,394.0,Palestine,PSE,PSE,20210210
0.018345,0.003752,1266.0,Panama,PAN,PAN,20210210
0.003244,0.001417,1481.0,Paraguay,PRY,PRY,20210210
0.006818,0.00083,9780.0,Peru,PER,PER,20210210
0.004259,0.000851,5842.0,Philippines,PHL,PHL,20210210
0.092475,0.003067,8914.0,Poland,POL,POL,20210210
0.033622,0.001646,11893.0,Portugal,PRT,PRT,20210210
0.249012,0.00892,2424.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.097134,0.013732,541.0,Qatar,QAT,QAT,20210210
0.189771,0.004624,7203.0,Romania,ROU,ROU,20210210
0.115805,0.003512,8315.0,Russia,RUS,RUS,20210210
0.078684,0.00518,2718.0,Saudi Arabia,SAU,SAU,20210210
0.008019,0.006609,141.0,Senegal,SEN,SEN,20210210
0.199119,0.009547,1750.0,Serbia,SRB,SRB,20210210
0.125599,0.01069,976.0,Singapore,SGP,SGP,20210210
0.077586,0.004448,3609.0,Slovakia,SVK,SVK,20210210
0.062505,0.006392,1452.0,Slovenia,SVN,SVN,20210210
0.016659,0.002137,3567.0,South Africa,ZAF,ZAF,20210210
0.006611,0.001635,2528.0,South Korea,KOR,KOR,20210210
0.04278,0.00143,20037.0,Spain,ESP,ESP,20210210
0.073288,0.010616,612.0,Sri Lanka,LKA,LKA,20210210
0.008438,0.003563,743.0,Sudan,SDN,SDN,20210210
0.040488,0.001453,18428.0,Sweden,SWE,SWE,20210210
0.073798,0.003799,4756.0,Switzerland,CHE,CHE,20210210
0.006223,0.000727,11732.0,Taiwan,TWN,TWN,20210210
0.103874,0.016122,396.0,Tanzania,TZA,TZA,20210210
0.006154,0.001018,5944.0,Thailand,THA,THA,20210210
0.00127,0.000944,1420.0,Tunisia,TUN,TUN,20210210
0.055733,0.002372,9375.0,Turkey,TUR,TUR,20210210
0.005386,0.000998,5571.0,Ukraine,UKR,UKR,20210210
0.51067,0.01036,2401.0,United Arab Emirates,ARE,ARE,20210210
0.226352,0.002984,19611.0,United Kingdom,GBR,GBR,20210210
0.003123,0.000985,3238.0,Uruguay,URY,URY,20210210
0.013015,0.004608,553.0,Uzbekistan,UZB,UZB,20210210
0.005286,0.001073,4469.0,Venezuela,VEN,VEN,20210210
0.005984,0.00063,15111.0,Vietnam,VNM,VNM,20210210
0.011013,0.006404,299.0,Yemen,YEM,YEM,20210210
0.069023,0.011101,477.0,Afghanistan,AFG,AFG,20210211
0.002274,0.002362,402.0,Albania,ALB,ALB,20210211
0.015717,0.002901,1820.0,Algeria,DZA,DZA,20210211
0.004719,0.00379,260.0,Angola,AGO,AGO,20210211
0.032221,0.00139,16395.0,Argentina,ARG,ARG,20210211
0.032566,0.012634,153.0,Armenia,ARM,ARM,20210211
0.004965,0.000721,9279.0,Australia,AUS,AUS,20210211
0.056536,0.00331,4873.0,Austria,AUT,AUT,20210211
0.062221,0.012538,383.0,Azerbaijan,AZE,AZE,20210211
0.131273,0.006184,2966.0,Bangladesh,BGD,BGD,20210211
0.017143,0.003782,981.0,Belarus,BLR,BLR,20210211
0.043023,0.002916,4847.0,Belgium,BEL,BEL,20210211
0.014512,0.01048,112.0,Benin,BEN,BEN,20210211
0.007036,0.001367,3753.0,Bolivia,BOL,BOL,20210211
0.01025,0.004048,629.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.04949,0.00085,65067.0,Brazil,BRA,BRA,20210211
0.03789,0.003444,3061.0,Bulgaria,BGR,BGR,20210211
0.0,0.0,145.0,Burkina Faso,BFA,BFA,20210211
0.030387,0.012775,158.0,Cambodia,KHM,KHM,20210211
0.014553,0.006889,329.0,Cameroon,CMR,CMR,20210211
0.036381,0.001497,15588.0,Canada,CAN,CAN,20210211
0.099868,0.003275,8260.0,Chile,CHL,CHL,20210211
0.005024,0.000588,14515.0,Colombia,COL,COL,20210211
0.027012,0.003412,2301.0,Costa Rica,CRI,CRI,20210211
0.010128,0.004539,468.0,C̫te d'Ivoire,CIV,CIV,20210211
0.054022,0.005111,1966.0,Croatia,HRV,HRV,20210211
0.054419,0.002832,6408.0,Czech Republic,CZE,CZE,20210211
0.0,0.0,198.0,Democratic Republic of the Congo,COD,COD,20210211
0.034754,0.002128,7425.0,Denmark,DNK,DNK,20210211
0.006688,0.002018,1878.0,Dominican Republic,DOM,DOM,20210211
0.005029,0.000958,5445.0,Ecuador,ECU,ECU,20210211
0.010051,0.001339,5570.0,Egypt,EGY,EGY,20210211
0.005261,0.001471,2490.0,El Salvador,SLV,SLV,20210211
0.032312,0.007045,596.0,Ethiopia,ETH,ETH,20210211
0.055354,0.004759,2317.0,Finland,FIN,FIN,20210211
0.053247,0.001331,28670.0,France,FRA,FRA,20210211
0.050745,0.001276,29613.0,Germany,DEU,DEU,20210211
0.013078,0.003102,1380.0,Ghana,GHA,GHA,20210211
0.055557,0.002923,6160.0,Greece,GRC,GRC,20210211
0.00871,0.001915,2303.0,Guatemala,GTM,GTM,20210211
0.040038,0.018251,115.0,Guinea,GIN,GIN,20210211
0.010839,0.007713,204.0,Haiti,HTI,HTI,20210211
0.008923,0.002084,2060.0,Honduras,HND,HND,20210211
0.007914,0.002642,1137.0,Hong Kong,HKG,HKG,20210211
0.056195,0.002251,10502.0,Hungary,HUN,HUN,20210211
0.077568,0.00179,22345.0,India,IND,IND,20210211
0.060984,0.002221,11609.0,Indonesia,IDN,IDN,20210211
0.01324,0.002323,2432.0,Iraq,IRQ,IRQ,20210211
0.064072,0.003905,3892.0,Ireland,IRL,IRL,20210211
0.728794,0.005482,6595.0,Israel,ISR,ISR,20210211
0.071964,0.001494,29920.0,Italy,ITA,ITA,20210211
0.00449,0.000293,51765.0,Japan,JPN,JPN,20210211
0.044566,0.005714,1355.0,Jordan,JOR,JOR,20210211
0.016638,0.004037,1006.0,Kazakhstan,KAZ,KAZ,20210211
0.050659,0.005288,1734.0,Kenya,KEN,KEN,20210211
0.069453,0.011551,510.0,Kuwait,KWT,KWT,20210211
0.012351,0.007041,258.0,Kyrgyzstan,KGZ,KGZ,20210211
0.009239,0.008166,135.0,Laos,LAO,LAO,20210211
0.004818,0.001952,1349.0,Lebanon,LBN,LBN,20210211
0.006515,0.002441,995.0,Libya,LBY,LBY,20210211
0.0,0.0,102.0,Madagascar,MDG,MDG,20210211
0.011765,0.001735,3911.0,Malaysia,MYS,MYS,20210211
0.010956,0.007873,194.0,Mali,MLI,MLI,20210211
0.020788,0.000593,57938.0,Mexico,MEX,MEX,20210211
0.0,0.0,512.0,Moldova,MDA,MDA,20210211
0.104506,0.007466,1691.0,Morocco,MAR,MAR,20210211
0.003878,0.002525,613.0,Mozambique,MOZ,MOZ,20210211
0.06823,0.014506,339.0,Myanmar,MMR,MMR,20210211
