smoothed_twodoses,smoothed_twodoses_se,sample_size,country,iso_code,gid_0,survey_date
0.339794,0.037943,151.0,Japan,JPN,JPN,20210211
0.125762,0.009219,1312.0,Mexico,MEX,MEX,20210211
0.061969,0.015883,196.0,Morocco,MAR,MAR,20210211
0.037396,0.015129,166.0,Nepal,NPL,NPL,20210211
0.338685,0.026091,325.0,Netherlands,NLD,NLD,20210211
0.097978,0.022504,162.0,Nigeria,NGA,NGA,20210211
0.299174,0.030914,202.0,Norway,NOR,NOR,20210211
0.1058,0.031135,102.0,Pakistan,PAK,PAK,20210211
0.586091,0.017391,801.0,Poland,POL,POL,20210211
0.461774,0.023409,454.0,Portugal,PRT,PRT,20210211
0.43194,0.017546,819.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.452738,0.013787,1266.0,Romania,ROU,ROU,20210211
0.305865,0.013555,1166.0,Russia,RUS,RUS,20210211
0.650701,0.031521,232.0,Saudi Arabia,SAU,SAU,20210211
0.147073,0.017531,405.0,Serbia,SRB,SRB,20210211
0.163752,0.034018,124.0,Singapore,SGP,SGP,20210211
0.30962,0.027926,270.0,Slovakia,SVK,SVK,20210211
0.645978,0.015112,999.0,Spain,ESP,ESP,20210211
0.293629,0.016198,837.0,Sweden,SWE,SWE,20210211
0.226062,0.022589,351.0,Switzerland,CHE,CHE,20210211
0.097202,0.01242,479.0,Turkey,TUR,TUR,20210211
0.551466,0.014442,1238.0,United Arab Emirates,ARE,ARE,20210211
0.031823,0.002795,3936.0,United Kingdom,GBR,GBR,20210211
0.252947,0.038362,130.0,Vietnam,VNM,VNM,20210211
0.6038,0.020617,576.0,Argentina,ARG,ARG,20210212
0.562894,0.027159,325.0,Austria,AUT,AUT,20210212
0.04579,0.011333,349.0,Bangladesh,BGD,BGD,20210212
0.409578,0.033355,221.0,Belgium,BEL,BEL,20210212
0.075613,0.004217,3865.0,Brazil,BRA,BRA,20210212
0.474662,0.041552,150.0,Bulgaria,BGR,BGR,20210212
0.312129,0.018394,644.0,Canada,CAN,CAN,20210212
0.091426,0.008747,1093.0,Chile,CHL,CHL,20210212
0.669467,0.042641,124.0,Croatia,HRV,HRV,20210212
0.563004,0.027176,325.0,Czech Republic,CZE,CZE,20210212
0.741644,0.024709,319.0,Denmark,DNK,DNK,20210212
0.501984,0.043447,125.0,Finland,FIN,FIN,20210212
0.33024,0.011574,1606.0,France,FRA,FRA,20210212
0.57029,0.011943,1736.0,Germany,DEU,DEU,20210212
0.494899,0.025691,391.0,Greece,GRC,GRC,20210212
0.58985,0.018657,686.0,Hungary,HUN,HUN,20210212
0.059409,0.005776,1714.0,India,IND,IND,20210212
0.283032,0.016739,760.0,Indonesia,IDN,IDN,20210212
0.499266,0.030762,264.0,Ireland,IRL,IRL,20210212
0.683825,0.006253,5568.0,Israel,ISR,ISR,20210212
0.817361,0.007477,2683.0,Italy,ITA,ITA,20210212
0.382019,0.037955,158.0,Japan,JPN,JPN,20210212
0.037846,0.016879,100.0,Kenya,KEN,KEN,20210212
0.132438,0.009127,1390.0,Mexico,MEX,MEX,20210212
0.057101,0.014446,220.0,Morocco,MAR,MAR,20210212
0.04287,0.016797,155.0,Nepal,NPL,NPL,20210212
0.37578,0.024616,392.0,Netherlands,NLD,NLD,20210212
0.084266,0.019084,195.0,Nigeria,NGA,NGA,20210212
0.310027,0.027985,256.0,Norway,NOR,NOR,20210212
0.097497,0.028529,122.0,Pakistan,PAK,PAK,20210212
0.583183,0.016924,848.0,Poland,POL,POL,20210212
0.483624,0.022225,504.0,Portugal,PRT,PRT,20210212
0.442571,0.016033,983.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.491067,0.013465,1358.0,Romania,ROU,ROU,20210212
0.332117,0.01349,1229.0,Russia,RUS,RUS,20210212
0.698188,0.029679,247.0,Saudi Arabia,SAU,SAU,20210212
0.188649,0.016715,524.0,Serbia,SRB,SRB,20210212
0.183228,0.03534,126.0,Singapore,SGP,SGP,20210212
0.334925,0.028157,279.0,Slovakia,SVK,SVK,20210212
0.667515,0.014371,1070.0,Spain,ESP,ESP,20210212
0.31607,0.015996,879.0,Sweden,SWE,SWE,20210212
0.228244,0.02145,393.0,Switzerland,CHE,CHE,20210212
0.179212,0.015914,526.0,Turkey,TUR,TUR,20210212
0.564975,0.013925,1276.0,United Arab Emirates,ARE,ARE,20210212
0.033582,0.002713,4399.0,United Kingdom,GBR,GBR,20210212
0.237342,0.034523,157.0,Vietnam,VNM,VNM,20210212
0.599108,0.020372,593.0,Argentina,ARG,ARG,20210213
0.557323,0.026735,337.0,Austria,AUT,AUT,20210213
0.025668,0.006966,462.0,Bangladesh,BGD,BGD,20210213
0.416874,0.032083,239.0,Belgium,BEL,BEL,20210213
0.095872,0.004618,4008.0,Brazil,BRA,BRA,20210213
0.470746,0.038559,175.0,Bulgaria,BGR,BGR,20210213
0.32308,0.01817,676.0,Canada,CAN,CAN,20210213
0.089232,0.008016,1280.0,Chile,CHL,CHL,20210213
0.676827,0.041474,129.0,Croatia,HRV,HRV,20210213
0.566454,0.02693,331.0,Czech Republic,CZE,CZE,20210213
0.737408,0.023504,355.0,Denmark,DNK,DNK,20210213
0.519757,0.042376,130.0,Finland,FIN,FIN,20210213
0.36354,0.011446,1731.0,France,FRA,FRA,20210213
0.587478,0.011525,1846.0,Germany,DEU,DEU,20210213
0.531096,0.024457,429.0,Greece,GRC,GRC,20210213
0.571457,0.018221,727.0,Hungary,HUN,HUN,20210213
0.057758,0.005514,1808.0,India,IND,IND,20210213
0.328755,0.016434,796.0,Indonesia,IDN,IDN,20210213
0.482308,0.029662,282.0,Ireland,IRL,IRL,20210213
0.688726,0.006034,5925.0,Israel,ISR,ISR,20210213
0.805867,0.007398,2870.0,Italy,ITA,ITA,20210213
0.423047,0.037167,171.0,Japan,JPN,JPN,20210213
0.137765,0.009242,1407.0,Mexico,MEX,MEX,20210213
0.084365,0.017218,231.0,Morocco,MAR,MAR,20210213
0.028585,0.013612,156.0,Nepal,NPL,NPL,20210213
0.429559,0.024555,409.0,Netherlands,NLD,NLD,20210213
0.061726,0.01665,203.0,Nigeria,NGA,NGA,20210213
0.303007,0.026472,290.0,Norway,NOR,NOR,20210213
0.112146,0.029469,126.0,Pakistan,PAK,PAK,20210213
0.603482,0.015971,933.0,Poland,POL,POL,20210213
0.504895,0.021819,520.0,Portugal,PRT,PRT,20210213
0.460076,0.015771,1027.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.525577,0.012954,1449.0,Romania,ROU,ROU,20210213
0.348195,0.013246,1305.0,Russia,RUS,RUS,20210213
0.721578,0.028448,246.0,Saudi Arabia,SAU,SAU,20210213
0.231125,0.017392,562.0,Serbia,SRB,SRB,20210213
0.236554,0.035751,144.0,Singapore,SGP,SGP,20210213
0.370383,0.027272,312.0,Slovakia,SVK,SVK,20210213
0.918815,0.027732,100.0,Slovenia,SVN,SVN,20210213
0.6926,0.013939,1099.0,Spain,ESP,ESP,20210213
0.326195,0.015804,914.0,Sweden,SWE,SWE,20210213
0.248538,0.021826,403.0,Switzerland,CHE,CHE,20210213
0.23748,0.016699,596.0,Turkey,TUR,TUR,20210213
0.57794,0.013475,1341.0,United Arab Emirates,ARE,ARE,20210213
0.030843,0.002504,4764.0,United Kingdom,GBR,GBR,20210213
0.240716,0.033752,159.0,Vietnam,VNM,VNM,20210213
0.60749,0.020734,569.0,Argentina,ARG,ARG,20210214
0.594844,0.026369,343.0,Austria,AUT,AUT,20210214
0.019008,0.005914,543.0,Bangladesh,BGD,BGD,20210214
0.434979,0.032446,236.0,Belgium,BEL,BEL,20210214
0.111691,0.004894,4117.0,Brazil,BRA,BRA,20210214
0.446605,0.036987,183.0,Bulgaria,BGR,BGR,20210214
0.35686,0.018305,699.0,Canada,CAN,CAN,20210214
0.090859,0.007611,1436.0,Chile,CHL,CHL,20210214
0.684005,0.041014,130.0,Croatia,HRV,HRV,20210214
0.603532,0.026104,347.0,Czech Republic,CZE,CZE,20210214
0.727524,0.023337,367.0,Denmark,DNK,DNK,20210214
0.482753,0.040413,133.0,Finland,FIN,FIN,20210214
0.389185,0.011501,1781.0,France,FRA,FRA,20210214
0.594356,0.011246,1919.0,Germany,DEU,DEU,20210214
0.55302,0.024041,432.0,Greece,GRC,GRC,20210214
0.536403,0.01802,759.0,Hungary,HUN,HUN,20210214
0.060873,0.005621,1840.0,India,IND,IND,20210214
0.340532,0.016377,820.0,Indonesia,IDN,IDN,20210214
0.478679,0.029385,289.0,Ireland,IRL,IRL,20210214
0.696406,0.005866,6178.0,Israel,ISR,ISR,20210214
0.794163,0.007453,2960.0,Italy,ITA,ITA,20210214
0.432722,0.037118,176.0,Japan,JPN,JPN,20210214
0.460966,0.04762,107.0,Jordan,JOR,JOR,20210214
0.063972,0.022725,101.0,Kenya,KEN,KEN,20210214
0.145283,0.009584,1365.0,Mexico,MEX,MEX,20210214
0.04072,0.011577,245.0,Morocco,MAR,MAR,20210214
0.027312,0.013235,163.0,Nepal,NPL,NPL,20210214
0.435575,0.023923,432.0,Netherlands,NLD,NLD,20210214
0.070491,0.017445,202.0,Nigeria,NGA,NGA,20210214
0.302735,0.026051,300.0,Norway,NOR,NOR,20210214
0.140718,0.031705,131.0,Pakistan,PAK,PAK,20210214
0.614668,0.01575,947.0,Poland,POL,POL,20210214
0.548148,0.022067,513.0,Portugal,PRT,PRT,20210214
0.451909,0.015839,1014.0,"Puerto Rico, U.S.",PRI,PRI,20210214
0.558323,0.012571,1528.0,Romania,ROU,ROU,20210214
0.345034,0.012803,1386.0,Russia,RUS,RUS,20210214
0.722643,0.028672,242.0,Saudi Arabia,SAU,SAU,20210214
0.285308,0.017721,618.0,Serbia,SRB,SRB,20210214
0.258012,0.03687,145.0,Singapore,SGP,SGP,20210214
0.371242,0.027031,319.0,Slovakia,SVK,SVK,20210214
0.893951,0.031223,101.0,Slovenia,SVN,SVN,20210214
0.70758,0.013599,1129.0,Spain,ESP,ESP,20210214
0.363039,0.015729,960.0,Sweden,SWE,SWE,20210214
0.255999,0.021808,413.0,Switzerland,CHE,CHE,20210214
0.290015,0.01729,669.0,Turkey,TUR,TUR,20210214
0.608777,0.013479,1302.0,United Arab Emirates,ARE,ARE,20210214
0.03187,0.002491,4969.0,United Kingdom,GBR,GBR,20210214
0.208608,0.032085,171.0,Vietnam,VNM,VNM,20210214
0.623767,0.020428,576.0,Argentina,ARG,ARG,20210215
0.628709,0.025466,353.0,Austria,AUT,AUT,20210215
0.029486,0.00674,637.0,Bangladesh,BGD,BGD,20210215
0.449618,0.032063,244.0,Belgium,BEL,BEL,20210215
0.126922,0.005052,4311.0,Brazil,BRA,BRA,20210215
0.436963,0.035642,200.0,Bulgaria,BGR,BGR,20210215
0.364403,0.018122,697.0,Canada,CAN,CAN,20210215
0.084021,0.006881,1623.0,Chile,CHL,CHL,20210215
0.689539,0.041192,128.0,Croatia,HRV,HRV,20210215
0.613458,0.025586,362.0,Czech Republic,CZE,CZE,20210215
0.722363,0.023253,376.0,Denmark,DNK,DNK,20210215
0.459112,0.039497,139.0,Finland,FIN,FIN,20210215
0.410285,0.011485,1838.0,France,FRA,FRA,20210215
0.598326,0.011019,1990.0,Germany,DEU,DEU,20210215
0.572768,0.023373,457.0,Greece,GRC,GRC,20210215
0.558907,0.01756,794.0,Hungary,HUN,HUN,20210215
0.073137,0.005945,1919.0,India,IND,IND,20210215
0.368718,0.016692,834.0,Indonesia,IDN,IDN,20210215
0.453475,0.028829,304.0,Ireland,IRL,IRL,20210215
0.707373,0.005726,6340.0,Israel,ISR,ISR,20210215
0.78313,0.007485,3044.0,Italy,ITA,ITA,20210215
0.45191,0.037049,179.0,Japan,JPN,JPN,20210215
0.475121,0.049757,100.0,Jordan,JOR,JOR,20210215
0.028867,0.01519,109.0,Kenya,KEN,KEN,20210215
0.145383,0.009765,1317.0,Mexico,MEX,MEX,20210215
0.054296,0.013733,256.0,Morocco,MAR,MAR,20210215
0.029874,0.013236,177.0,Nepal,NPL,NPL,20210215
0.47518,0.023024,469.0,Netherlands,NLD,NLD,20210215
0.085032,0.01982,198.0,Nigeria,NGA,NGA,20210215
0.289923,0.02587,302.0,Norway,NOR,NOR,20210215
0.15506,0.032982,135.0,Pakistan,PAK,PAK,20210215
0.117442,0.031367,112.0,Peru,PER,PER,20210215
0.613558,0.015424,989.0,Poland,POL,POL,20210215
0.560937,0.021767,527.0,Portugal,PRT,PRT,20210215
0.462863,0.015591,1051.0,"Puerto Rico, U.S.",PRI,PRI,20210215
0.601246,0.012352,1571.0,Romania,ROU,ROU,20210215
0.339592,0.012439,1460.0,Russia,RUS,RUS,20210215
0.722324,0.028251,253.0,Saudi Arabia,SAU,SAU,20210215
0.342895,0.017991,655.0,Serbia,SRB,SRB,20210215
0.288341,0.03869,142.0,Singapore,SGP,SGP,20210215
0.390533,0.027091,324.0,Slovakia,SVK,SVK,20210215
0.70417,0.013399,1171.0,Spain,ESP,ESP,20210215
0.383777,0.015316,1005.0,Sweden,SWE,SWE,20210215
0.294411,0.021964,429.0,Switzerland,CHE,CHE,20210215
0.318795,0.017175,744.0,Turkey,TUR,TUR,20210215
0.623457,0.013302,1315.0,United Arab Emirates,ARE,ARE,20210215
0.031155,0.00241,5191.0,United Kingdom,GBR,GBR,20210215
0.192655,0.029719,189.0,Vietnam,VNM,VNM,20210215
0.639994,0.019934,588.0,Argentina,ARG,ARG,20210216
0.63315,0.025036,365.0,Austria,AUT,AUT,20210216
0.029402,0.006234,751.0,Bangladesh,BGD,BGD,20210216
0.486299,0.031627,253.0,Belgium,BEL,BEL,20210216
0.148076,0.005213,4562.0,Brazil,BRA,BRA,20210216
0.422463,0.035378,210.0,Bulgaria,BGR,BGR,20210216
0.388989,0.0189,691.0,Canada,CAN,CAN,20210216
0.07497,0.006138,1811.0,Chile,CHL,CHL,20210216
0.705922,0.039621,131.0,Croatia,HRV,HRV,20210216
0.613595,0.025368,368.0,Czech Republic,CZE,CZE,20210216
0.720756,0.022681,391.0,Denmark,DNK,DNK,20210216
0.474162,0.040173,140.0,Finland,FIN,FIN,20210216
0.4259,0.011388,1892.0,France,FRA,FRA,20210216
0.602528,0.010952,2012.0,Germany,DEU,DEU,20210216
0.587284,0.023285,454.0,Greece,GRC,GRC,20210216
0.560257,0.017207,829.0,Hungary,HUN,HUN,20210216
0.07378,0.005892,1968.0,India,IND,IND,20210216
0.390589,0.016873,853.0,Indonesia,IDN,IDN,20210216
0.447687,0.028753,307.0,Ireland,IRL,IRL,20210216
0.704861,0.005668,6492.0,Israel,ISR,ISR,20210216
0.770928,0.007524,3126.0,Italy,ITA,ITA,20210216
0.440686,0.036701,184.0,Japan,JPN,JPN,20210216
0.512904,0.048086,113.0,Jordan,JOR,JOR,20210216
0.04046,0.01898,108.0,Kenya,KEN,KEN,20210216
0.154879,0.010078,1298.0,Mexico,MEX,MEX,20210216
0.053075,0.01308,287.0,Morocco,MAR,MAR,20210216
0.03,0.012767,189.0,Nepal,NPL,NPL,20210216
0.501466,0.022798,485.0,Netherlands,NLD,NLD,20210216
0.107215,0.02159,201.0,Nigeria,NGA,NGA,20210216
0.302401,0.025117,328.0,Norway,NOR,NOR,20210216
0.123536,0.03003,139.0,Pakistan,PAK,PAK,20210216
0.117874,0.028909,131.0,Peru,PER,PER,20210216
0.622705,0.015241,1008.0,Poland,POL,POL,20210216
0.573933,0.021692,526.0,Portugal,PRT,PRT,20210216
0.468548,0.015215,1102.0,"Puerto Rico, U.S.",PRI,PRI,20210216
0.625142,0.012099,1593.0,Romania,ROU,ROU,20210216
0.360052,0.012313,1524.0,Russia,RUS,RUS,20210216
0.731453,0.028426,248.0,Saudi Arabia,SAU,SAU,20210216
0.417258,0.018003,699.0,Serbia,SRB,SRB,20210216
0.349064,0.0416,141.0,Singapore,SGP,SGP,20210216
0.393996,0.026928,329.0,Slovakia,SVK,SVK,20210216
0.901869,0.030234,100.0,Slovenia,SVN,SVN,20210216
0.704906,0.013214,1208.0,Spain,ESP,ESP,20210216
0.410302,0.015447,1029.0,Sweden,SWE,SWE,20210216
0.317781,0.021972,439.0,Switzerland,CHE,CHE,20210216
0.340051,0.016431,847.0,Turkey,TUR,TUR,20210216
0.653652,0.012883,1356.0,United Arab Emirates,ARE,ARE,20210216
0.030542,0.002351,5351.0,United Kingdom,GBR,GBR,20210216
0.207306,0.029322,218.0,Vietnam,VNM,VNM,20210216
0.643351,0.019953,586.0,Argentina,ARG,ARG,20210217
0.599773,0.02495,381.0,Austria,AUT,AUT,20210217
0.029138,0.005981,829.0,Bangladesh,BGD,BGD,20210217
0.514652,0.031363,262.0,Belgium,BEL,BEL,20210217
0.170763,0.005425,4723.0,Brazil,BRA,BRA,20210217
0.472148,0.03432,218.0,Bulgaria,BGR,BGR,20210217
0.404852,0.018634,708.0,Canada,CAN,CAN,20210217
0.07328,0.005842,1954.0,Chile,CHL,CHL,20210217
0.744314,0.039865,127.0,Croatia,HRV,HRV,20210217
0.592786,0.024506,398.0,Czech Republic,CZE,CZE,20210217
0.701021,0.022413,420.0,Denmark,DNK,DNK,20210217
0.348718,0.039492,138.0,Finland,FIN,FIN,20210217
0.445419,0.011164,1981.0,France,FRA,FRA,20210217
0.610643,0.01073,2082.0,Germany,DEU,DEU,20210217
0.619726,0.023041,458.0,Greece,GRC,GRC,20210217
0.555498,0.016923,863.0,Hungary,HUN,HUN,20210217
0.080371,0.005963,2033.0,India,IND,IND,20210217
0.392928,0.01662,874.0,Indonesia,IDN,IDN,20210217
0.463764,0.028132,319.0,Ireland,IRL,IRL,20210217
0.711468,0.005571,6626.0,Israel,ISR,ISR,20210217
0.76482,0.007467,3227.0,Italy,ITA,ITA,20210217
0.438021,0.037054,182.0,Japan,JPN,JPN,20210217
0.616299,0.041552,122.0,Jordan,JOR,JOR,20210217
0.047199,0.020112,110.0,Kenya,KEN,KEN,20210217
0.161472,0.010153,1324.0,Mexico,MEX,MEX,20210217
0.053743,0.013239,283.0,Morocco,MAR,MAR,20210217
0.028372,0.011855,210.0,Nepal,NPL,NPL,20210217
0.480614,0.021844,521.0,Netherlands,NLD,NLD,20210217
0.105937,0.020551,216.0,Nigeria,NGA,NGA,20210217
0.347209,0.02611,350.0,Norway,NOR,NOR,20210217
0.150397,0.032536,142.0,Pakistan,PAK,PAK,20210217
0.109281,0.026894,146.0,Peru,PER,PER,20210217
0.61789,0.015042,1042.0,Poland,POL,POL,20210217
0.588363,0.021325,538.0,Portugal,PRT,PRT,20210217
0.497302,0.014966,1127.0,"Puerto Rico, U.S.",PRI,PRI,20210217
0.643141,0.011906,1620.0,Romania,ROU,ROU,20210217
0.375349,0.01212,1600.0,Russia,RUS,RUS,20210217
0.721629,0.02913,243.0,Saudi Arabia,SAU,SAU,20210217
0.482916,0.017761,737.0,Serbia,SRB,SRB,20210217
0.412291,0.04109,141.0,Singapore,SGP,SGP,20210217
0.390012,0.026354,342.0,Slovakia,SVK,SVK,20210217
0.87585,0.032819,102.0,Slovenia,SVN,SVN,20210217
0.710811,0.013046,1223.0,Spain,ESP,ESP,20210217
0.437998,0.015241,1072.0,Sweden,SWE,SWE,20210217
0.331978,0.021968,451.0,Switzerland,CHE,CHE,20210217
0.341689,0.015566,955.0,Turkey,TUR,TUR,20210217
0.665754,0.012865,1351.0,United Arab Emirates,ARE,ARE,20210217
0.029514,0.002273,5537.0,United Kingdom,GBR,GBR,20210217
0.171406,0.02652,224.0,Vietnam,VNM,VNM,20210217
0.630758,0.019647,607.0,Argentina,ARG,ARG,20210218
0.622652,0.023923,403.0,Austria,AUT,AUT,20210218
0.02682,0.005499,890.0,Bangladesh,BGD,BGD,20210218
0.540275,0.030007,276.0,Belgium,BEL,BEL,20210218
0.194801,0.005589,4921.0,Brazil,BRA,BRA,20210218
0.471044,0.033296,229.0,Bulgaria,BGR,BGR,20210218
0.396693,0.01837,724.0,Canada,CAN,CAN,20210218
0.068935,0.005471,2104.0,Chile,CHL,CHL,20210218
0.735176,0.039636,130.0,Croatia,HRV,HRV,20210218
0.595673,0.024106,410.0,Czech Republic,CZE,CZE,20210218
0.675417,0.02256,436.0,Denmark,DNK,DNK,20210218
0.372511,0.039204,144.0,Finland,FIN,FIN,20210218
0.458202,0.01095,2070.0,France,FRA,FRA,20210218
0.622143,0.010372,2191.0,Germany,DEU,DEU,20210218
0.605461,0.022781,470.0,Greece,GRC,GRC,20210218
0.548668,0.016344,928.0,Hungary,HUN,HUN,20210218
0.092785,0.006337,2045.0,India,IND,IND,20210218
0.441143,0.016748,869.0,Indonesia,IDN,IDN,20210218
0.489897,0.027723,328.0,Ireland,IRL,IRL,20210218
0.715351,0.005487,6774.0,Israel,ISR,ISR,20210218
0.753582,0.007409,3378.0,Italy,ITA,ITA,20210218
0.470831,0.037484,188.0,Japan,JPN,JPN,20210218
0.566513,0.042111,125.0,Jordan,JOR,JOR,20210218
0.045419,0.019354,116.0,Kenya,KEN,KEN,20210218
0.193791,0.010394,1392.0,Mexico,MEX,MEX,20210218
0.058778,0.013184,307.0,Morocco,MAR,MAR,20210218
0.024915,0.010983,218.0,Nepal,NPL,NPL,20210218
0.498615,0.021363,545.0,Netherlands,NLD,NLD,20210218
0.103186,0.020195,222.0,Nigeria,NGA,NGA,20210218
0.336899,0.024928,377.0,Norway,NOR,NOR,20210218
0.157568,0.032998,145.0,Pakistan,PAK,PAK,20210218
0.097604,0.023843,166.0,Peru,PER,PER,20210218
0.622555,0.014749,1084.0,Poland,POL,POL,20210218
0.585314,0.020784,567.0,Portugal,PRT,PRT,20210218
0.512661,0.014851,1144.0,"Puerto Rico, U.S.",PRI,PRI,20210218
0.657807,0.011536,1697.0,Romania,ROU,ROU,20210218
0.4081,0.01198,1670.0,Russia,RUS,RUS,20210218
0.723641,0.029068,243.0,Saudi Arabia,SAU,SAU,20210218
0.528046,0.017105,798.0,Serbia,SRB,SRB,20210218
0.464768,0.042061,142.0,Singapore,SGP,SGP,20210218
0.419912,0.025715,355.0,Slovakia,SVK,SVK,20210218
0.864102,0.0341,103.0,Slovenia,SVN,SVN,20210218
0.696057,0.012944,1259.0,Spain,ESP,ESP,20210218
0.458221,0.014982,1122.0,Sweden,SWE,SWE,20210218
0.340202,0.021574,474.0,Switzerland,CHE,CHE,20210218
0.341345,0.014664,1073.0,Turkey,TUR,TUR,20210218
0.679758,0.012782,1332.0,United Arab Emirates,ARE,ARE,20210218
0.03068,0.002268,5778.0,United Kingdom,GBR,GBR,20210218
0.176494,0.026839,224.0,Vietnam,VNM,VNM,20210218
0.604664,0.019735,605.0,Argentina,ARG,ARG,20210219
0.60408,0.024661,384.0,Austria,AUT,AUT,20210219
0.019972,0.004651,938.0,Bangladesh,BGD,BGD,20210219
0.566602,0.029936,275.0,Belgium,BEL,BEL,20210219
0.228454,0.005969,4827.0,Brazil,BRA,BRA,20210219
0.446579,0.033042,229.0,Bulgaria,BGR,BGR,20210219
0.398357,0.018631,708.0,Canada,CAN,CAN,20210219
0.067059,0.005403,2108.0,Chile,CHL,CHL,20210219
0.708293,0.040787,129.0,Croatia,HRV,HRV,20210219
0.598444,0.024619,391.0,Czech Republic,CZE,CZE,20210219
0.647875,0.022589,453.0,Denmark,DNK,DNK,20210219
0.355334,0.038839,150.0,Finland,FIN,FIN,20210219
0.47534,0.011078,2020.0,France,FRA,FRA,20210219
0.614273,0.010555,2135.0,Germany,DEU,DEU,20210219
0.611495,0.022935,464.0,Greece,GRC,GRC,20210219
0.543208,0.016422,920.0,Hungary,HUN,HUN,20210219
0.115184,0.006941,2025.0,India,IND,IND,20210219
0.464779,0.017006,846.0,Indonesia,IDN,IDN,20210219
0.519408,0.027978,321.0,Ireland,IRL,IRL,20210219
0.722695,0.005519,6582.0,Israel,ISR,ISR,20210219
0.733736,0.007749,3251.0,Italy,ITA,ITA,20210219
0.47898,0.038038,181.0,Japan,JPN,JPN,20210219
0.597918,0.042878,122.0,Jordan,JOR,JOR,20210219
0.043068,0.018352,123.0,Kenya,KEN,KEN,20210219
0.251154,0.011255,1358.0,Mexico,MEX,MEX,20210219
0.060036,0.013337,328.0,Morocco,MAR,MAR,20210219
0.019947,0.009628,238.0,Nepal,NPL,NPL,20210219
0.504304,0.021558,532.0,Netherlands,NLD,NLD,20210219
0.128394,0.022112,230.0,Nigeria,NGA,NGA,20210219
0.345056,0.024444,394.0,Norway,NOR,NOR,20210219
0.167445,0.033043,147.0,Pakistan,PAK,PAK,20210219
0.089402,0.02323,167.0,Peru,PER,PER,20210219
0.624905,0.014661,1095.0,Poland,POL,POL,20210219
0.562278,0.020957,555.0,Portugal,PRT,PRT,20210219
0.532046,0.014701,1152.0,"Puerto Rico, U.S.",PRI,PRI,20210219
0.679061,0.011403,1683.0,Romania,ROU,ROU,20210219
0.429868,0.011961,1670.0,Russia,RUS,RUS,20210219
0.722672,0.029309,240.0,Saudi Arabia,SAU,SAU,20210219
0.573469,0.017199,791.0,Serbia,SRB,SRB,20210219
0.535719,0.04267,140.0,Singapore,SGP,SGP,20210219
0.448701,0.026028,350.0,Slovakia,SVK,SVK,20210219
0.695213,0.013302,1193.0,Spain,ESP,ESP,20210219
0.466105,0.014902,1128.0,Sweden,SWE,SWE,20210219
0.380468,0.022675,457.0,Switzerland,CHE,CHE,20210219
0.330357,0.013901,1164.0,Turkey,TUR,TUR,20210219
0.712292,0.0127,1272.0,United Arab Emirates,ARE,ARE,20210219
0.027652,0.002179,5669.0,United Kingdom,GBR,GBR,20210219
0.198188,0.027404,229.0,Vietnam,VNM,VNM,20210219
0.58832,0.019736,610.0,Argentina,ARG,ARG,20210220
0.631276,0.024534,379.0,Austria,AUT,AUT,20210220
0.02116,0.004705,986.0,Bangladesh,BGD,BGD,20210220
0.627852,0.029267,266.0,Belgium,BEL,BEL,20210220
0.253408,0.006155,4875.0,Brazil,BRA,BRA,20210220
0.454648,0.032846,231.0,Bulgaria,BGR,BGR,20210220
0.417379,0.019277,675.0,Canada,CAN,CAN,20210220
0.058465,0.00503,2147.0,Chile,CHL,CHL,20210220
0.662972,0.041893,127.0,Croatia,HRV,HRV,20210220
0.62786,0.024624,382.0,Czech Republic,CZE,CZE,20210220
0.640489,0.023207,433.0,Denmark,DNK,DNK,20210220
0.320477,0.038895,146.0,Finland,FIN,FIN,20210220
0.491936,0.011258,1962.0,France,FRA,FRA,20210220
0.612129,0.010475,2173.0,Germany,DEU,DEU,20210220
0.596914,0.022894,476.0,Greece,GRC,GRC,20210220
0.54971,0.016028,964.0,Hungary,HUN,HUN,20210220
0.131889,0.00752,1989.0,India,IND,IND,20210220
0.46251,0.017163,828.0,Indonesia,IDN,IDN,20210220
0.529242,0.028211,317.0,Ireland,IRL,IRL,20210220
0.737312,0.005536,6298.0,Israel,ISR,ISR,20210220
0.718509,0.007938,3201.0,Italy,ITA,ITA,20210220
0.468416,0.03919,170.0,Japan,JPN,JPN,20210220
0.624054,0.042329,125.0,Jordan,JOR,JOR,20210220
0.057775,0.020421,127.0,Kenya,KEN,KEN,20210220
0.328498,0.011927,1408.0,Mexico,MEX,MEX,20210220
0.039831,0.011133,335.0,Morocco,MAR,MAR,20210220
0.03032,0.010502,269.0,Nepal,NPL,NPL,20210220
0.487457,0.021102,556.0,Netherlands,NLD,NLD,20210220
0.143002,0.023777,224.0,Nigeria,NGA,NGA,20210220
0.326784,0.023204,419.0,Norway,NOR,NOR,20210220
0.138382,0.029935,152.0,Pakistan,PAK,PAK,20210220
0.0898,0.022568,174.0,Peru,PER,PER,20210220
0.607179,0.014989,1066.0,Poland,POL,POL,20210220
0.548406,0.020682,573.0,Portugal,PRT,PRT,20210220
0.535444,0.014763,1138.0,"Puerto Rico, U.S.",PRI,PRI,20210220
0.697317,0.011223,1687.0,Romania,ROU,ROU,20210220
