smoothed_twodoses,smoothed_twodoses_se,sample_size,country,iso_code,gid_0,survey_date
0.079448,0.016715,267.0,Switzerland,CHE,CHE,20210129
0.031355,0.007943,492.0,Turkey,TUR,TUR,20210129
0.279565,0.020814,482.0,United Arab Emirates,ARE,ARE,20210129
0.066774,0.004885,2575.0,United Kingdom,GBR,GBR,20210129
0.280412,0.02105,455.0,Argentina,ARG,ARG,20210130
0.10913,0.019693,253.0,Austria,AUT,AUT,20210130
0.066344,0.019403,168.0,Belgium,BEL,BEL,20210130
0.027123,0.003409,2303.0,Brazil,BRA,BRA,20210130
0.15615,0.015347,574.0,Canada,CAN,CAN,20210130
0.197495,0.036381,124.0,Chile,CHL,CHL,20210130
0.272022,0.043311,106.0,Croatia,HRV,HRV,20210130
0.212489,0.02236,331.0,Czech Republic,CZE,CZE,20210130
0.325802,0.026121,299.0,Denmark,DNK,DNK,20210130
0.05202,0.006137,1336.0,France,FRA,FRA,20210130
0.25614,0.011264,1494.0,Germany,DEU,DEU,20210130
0.155941,0.023447,254.0,Greece,GRC,GRC,20210130
0.315373,0.018343,593.0,Hungary,HUN,HUN,20210130
0.068689,0.007668,1116.0,India,IND,IND,20210130
0.116358,0.016687,384.0,Indonesia,IDN,IDN,20210130
0.143978,0.021043,245.0,Ireland,IRL,IRL,20210130
0.625723,0.006655,5240.0,Israel,ISR,ISR,20210130
0.357925,0.009594,2425.0,Italy,ITA,ITA,20210130
0.30842,0.036217,170.0,Japan,JPN,JPN,20210130
0.078889,0.006786,1574.0,Mexico,MEX,MEX,20210130
0.067135,0.013502,347.0,Netherlands,NLD,NLD,20210130
0.268934,0.016112,740.0,Poland,POL,POL,20210130
0.266302,0.019091,534.0,Portugal,PRT,PRT,20210130
0.144264,0.009758,1280.0,Romania,ROU,ROU,20210130
0.271625,0.01579,801.0,Russia,RUS,RUS,20210130
0.669149,0.030514,258.0,Saudi Arabia,SAU,SAU,20210130
0.073736,0.016321,224.0,Slovakia,SVK,SVK,20210130
0.167438,0.01206,952.0,Spain,ESP,ESP,20210130
0.044983,0.007622,744.0,Sweden,SWE,SWE,20210130
0.090581,0.017841,267.0,Switzerland,CHE,CHE,20210130
0.018185,0.006009,520.0,Turkey,TUR,TUR,20210130
0.289754,0.018291,638.0,United Arab Emirates,ARE,ARE,20210130
0.061835,0.004599,2700.0,United Kingdom,GBR,GBR,20210130
0.329713,0.023166,404.0,Argentina,ARG,ARG,20210201
0.137494,0.021355,245.0,Austria,AUT,AUT,20210201
0.077555,0.020869,166.0,Belgium,BEL,BEL,20210201
0.021787,0.002893,2576.0,Brazil,BRA,BRA,20210201
0.19229,0.016527,578.0,Canada,CAN,CAN,20210201
0.203847,0.036297,123.0,Chile,CHL,CHL,20210201
0.367758,0.046319,104.0,Croatia,HRV,HRV,20210201
0.252442,0.023575,342.0,Czech Republic,CZE,CZE,20210201
0.426469,0.028324,286.0,Denmark,DNK,DNK,20210201
0.069991,0.007024,1347.0,France,FRA,FRA,20210201
0.318432,0.012104,1494.0,Germany,DEU,DEU,20210201
0.2711,0.026269,254.0,Greece,GRC,GRC,20210201
0.404311,0.01985,588.0,Hungary,HUN,HUN,20210201
0.049033,0.006591,1147.0,India,IND,IND,20210201
0.118962,0.016611,388.0,Indonesia,IDN,IDN,20210201
0.25151,0.027166,241.0,Ireland,IRL,IRL,20210201
0.661941,0.006685,4976.0,Israel,ISR,ISR,20210201
0.457191,0.010029,2383.0,Italy,ITA,ITA,20210201
0.334378,0.03792,160.0,Japan,JPN,JPN,20210201
0.094575,0.007637,1452.0,Mexico,MEX,MEX,20210201
0.054344,0.025916,102.0,Nepal,NPL,NPL,20210201
0.077823,0.014117,362.0,Netherlands,NLD,NLD,20210201
0.339179,0.017422,738.0,Poland,POL,POL,20210201
0.323205,0.020933,495.0,Portugal,PRT,PRT,20210201
0.193114,0.010962,1284.0,Romania,ROU,ROU,20210201
0.284525,0.016315,783.0,Russia,RUS,RUS,20210201
0.667903,0.031513,244.0,Saudi Arabia,SAU,SAU,20210201
0.092491,0.018965,214.0,Slovakia,SVK,SVK,20210201
0.23648,0.013803,919.0,Spain,ESP,ESP,20210201
0.051396,0.008025,752.0,Sweden,SWE,SWE,20210201
0.115748,0.019391,278.0,Switzerland,CHE,CHE,20210201
0.023064,0.00674,525.0,Turkey,TUR,TUR,20210201
0.300439,0.015213,932.0,United Arab Emirates,ARE,ARE,20210201
0.047072,0.004052,2787.0,United Kingdom,GBR,GBR,20210201
0.35147,0.02465,372.0,Argentina,ARG,ARG,20210202
0.173313,0.024527,232.0,Austria,AUT,AUT,20210202
0.159527,0.042134,100.0,Bangladesh,BGD,BGD,20210202
0.097492,0.022842,174.0,Belgium,BEL,BEL,20210202
0.019534,0.002727,2601.0,Brazil,BRA,BRA,20210202
0.196662,0.017101,558.0,Canada,CAN,CAN,20210202
0.198124,0.035414,126.0,Chile,CHL,CHL,20210202
0.269129,0.024658,327.0,Czech Republic,CZE,CZE,20210202
0.468813,0.029753,280.0,Denmark,DNK,DNK,20210202
0.087672,0.007622,1322.0,France,FRA,FRA,20210202
0.347278,0.012403,1472.0,Germany,DEU,DEU,20210202
0.299512,0.027105,263.0,Greece,GRC,GRC,20210202
0.444688,0.020439,584.0,Hungary,HUN,HUN,20210202
0.046906,0.006372,1117.0,India,IND,IND,20210202
0.129417,0.01734,390.0,Indonesia,IDN,IDN,20210202
0.293445,0.028935,246.0,Ireland,IRL,IRL,20210202
0.670948,0.006896,4629.0,Israel,ISR,ISR,20210202
0.509001,0.010225,2360.0,Italy,ITA,ITA,20210202
0.325621,0.039146,152.0,Japan,JPN,JPN,20210202
0.101481,0.008154,1366.0,Mexico,MEX,MEX,20210202
0.038662,0.022007,105.0,Nepal,NPL,NPL,20210202
0.078655,0.014378,353.0,Netherlands,NLD,NLD,20210202
0.361978,0.018169,705.0,Poland,POL,POL,20210202
0.348636,0.02169,489.0,Portugal,PRT,PRT,20210202
0.212892,0.01153,1246.0,Romania,ROU,ROU,20210202
0.279554,0.016982,719.0,Russia,RUS,RUS,20210202
0.662576,0.032965,221.0,Saudi Arabia,SAU,SAU,20210202
0.084716,0.018437,208.0,Slovakia,SVK,SVK,20210202
0.264793,0.014702,882.0,Spain,ESP,ESP,20210202
0.058635,0.008397,752.0,Sweden,SWE,SWE,20210202
0.135174,0.020408,286.0,Switzerland,CHE,CHE,20210202
0.020757,0.006727,471.0,Turkey,TUR,TUR,20210202
0.30946,0.014665,1014.0,United Arab Emirates,ARE,ARE,20210202
0.047577,0.004049,2831.0,United Kingdom,GBR,GBR,20210202
0.390969,0.024684,380.0,Argentina,ARG,ARG,20210203
0.215967,0.026034,249.0,Austria,AUT,AUT,20210203
0.121908,0.024793,178.0,Belgium,BEL,BEL,20210203
0.018604,0.002573,2783.0,Brazil,BRA,BRA,20210203
0.55108,0.048541,102.0,Bulgaria,BGR,BGR,20210203
0.218025,0.017208,589.0,Canada,CAN,CAN,20210203
0.207748,0.031326,167.0,Chile,CHL,CHL,20210203
0.321571,0.025309,331.0,Czech Republic,CZE,CZE,20210203
0.503682,0.028823,308.0,Denmark,DNK,DNK,20210203
0.309964,0.04443,102.0,Finland,FIN,FIN,20210203
0.10698,0.00818,1387.0,France,FRA,FRA,20210203
0.383885,0.01245,1538.0,Germany,DEU,DEU,20210203
0.349491,0.028391,267.0,Greece,GRC,GRC,20210203
0.490356,0.020288,613.0,Hungary,HUN,HUN,20210203
0.049216,0.006269,1201.0,India,IND,IND,20210203
0.156905,0.017502,443.0,Indonesia,IDN,IDN,20210203
0.326375,0.029849,244.0,Ireland,IRL,IRL,20210203
0.677088,0.006772,4767.0,Israel,ISR,ISR,20210203
0.560899,0.010041,2376.0,Italy,ITA,ITA,20210203
0.318149,0.036342,168.0,Japan,JPN,JPN,20210203
0.104246,0.008359,1332.0,Mexico,MEX,MEX,20210203
0.02756,0.018483,124.0,Nepal,NPL,NPL,20210203
0.102929,0.016104,363.0,Netherlands,NLD,NLD,20210203
0.404692,0.017895,749.0,Poland,POL,POL,20210203
0.378449,0.022149,485.0,Portugal,PRT,PRT,20210203
0.232165,0.011748,1295.0,Romania,ROU,ROU,20210203
0.296096,0.016793,767.0,Russia,RUS,RUS,20210203
0.681555,0.032778,220.0,Saudi Arabia,SAU,SAU,20210203
0.099875,0.018961,237.0,Slovakia,SVK,SVK,20210203
0.295202,0.014728,940.0,Spain,ESP,ESP,20210203
0.088601,0.010398,748.0,Sweden,SWE,SWE,20210203
0.129877,0.019542,300.0,Switzerland,CHE,CHE,20210203
0.019644,0.00637,496.0,Turkey,TUR,TUR,20210203
0.343971,0.014637,1060.0,United Arab Emirates,ARE,ARE,20210203
0.04093,0.003667,2987.0,United Kingdom,GBR,GBR,20210203
0.45313,0.024918,393.0,Argentina,ARG,ARG,20210204
0.255608,0.026928,264.0,Austria,AUT,AUT,20210204
0.117213,0.023851,186.0,Belgium,BEL,BEL,20210204
0.022039,0.002734,2901.0,Brazil,BRA,BRA,20210204
0.600259,0.048284,103.0,Bulgaria,BGR,BGR,20210204
0.238653,0.017855,586.0,Canada,CAN,CAN,20210204
0.163337,0.024118,226.0,Chile,CHL,CHL,20210204
0.32684,0.025452,329.0,Czech Republic,CZE,CZE,20210204
0.557836,0.028311,314.0,Denmark,DNK,DNK,20210204
0.305791,0.042886,109.0,Finland,FIN,FIN,20210204
0.137476,0.009103,1382.0,France,FRA,FRA,20210204
0.416226,0.012553,1560.0,Germany,DEU,DEU,20210204
0.385982,0.028454,285.0,Greece,GRC,GRC,20210204
0.495159,0.020216,618.0,Hungary,HUN,HUN,20210204
0.042384,0.005649,1264.0,India,IND,IND,20210204
0.147869,0.01633,484.0,Indonesia,IDN,IDN,20210204
0.3953,0.031481,243.0,Ireland,IRL,IRL,20210204
0.668953,0.006779,4826.0,Israel,ISR,ISR,20210204
0.616204,0.009779,2383.0,Italy,ITA,ITA,20210204
0.334774,0.03559,176.0,Japan,JPN,JPN,20210204
0.105534,0.008426,1328.0,Mexico,MEX,MEX,20210204
0.017232,0.014776,143.0,Nepal,NPL,NPL,20210204
0.121412,0.017222,362.0,Netherlands,NLD,NLD,20210204
0.455412,0.01808,749.0,Poland,POL,POL,20210204
0.415563,0.02279,469.0,Portugal,PRT,PRT,20210204
0.249949,0.012003,1288.0,Romania,ROU,ROU,20210204
0.30119,0.016294,819.0,Russia,RUS,RUS,20210204
0.690883,0.03225,219.0,Saudi Arabia,SAU,SAU,20210204
0.098466,0.019016,245.0,Slovakia,SVK,SVK,20210204
0.343857,0.015442,932.0,Spain,ESP,ESP,20210204
0.120025,0.011744,776.0,Sweden,SWE,SWE,20210204
0.126225,0.018551,324.0,Switzerland,CHE,CHE,20210204
0.028501,0.007543,522.0,Turkey,TUR,TUR,20210204
0.360632,0.01485,1097.0,United Arab Emirates,ARE,ARE,20210204
0.040514,0.003584,3090.0,United Kingdom,GBR,GBR,20210204
0.493282,0.02409,427.0,Argentina,ARG,ARG,20210205
0.294009,0.02759,265.0,Austria,AUT,AUT,20210205
0.139139,0.038241,110.0,Bangladesh,BGD,BGD,20210205
0.166184,0.026332,199.0,Belgium,BEL,BEL,20210205
0.021684,0.002654,3034.0,Brazil,BRA,BRA,20210205
0.667337,0.045796,109.0,Bulgaria,BGR,BGR,20210205
0.255248,0.018646,558.0,Canada,CAN,CAN,20210205
0.148659,0.020225,298.0,Chile,CHL,CHL,20210205
0.372345,0.025874,332.0,Czech Republic,CZE,CZE,20210205
0.582568,0.028094,311.0,Denmark,DNK,DNK,20210205
0.355951,0.043428,113.0,Finland,FIN,FIN,20210205
0.16358,0.009719,1397.0,France,FRA,FRA,20210205
0.429726,0.01241,1606.0,Germany,DEU,DEU,20210205
0.417524,0.028373,297.0,Greece,GRC,GRC,20210205
0.517366,0.020167,614.0,Hungary,HUN,HUN,20210205
0.035189,0.00498,1381.0,India,IND,IND,20210205
0.152061,0.01589,515.0,Indonesia,IDN,IDN,20210205
0.426122,0.031627,256.0,Ireland,IRL,IRL,20210205
0.664882,0.006767,4874.0,Israel,ISR,ISR,20210205
0.665431,0.009495,2391.0,Italy,ITA,ITA,20210205
0.35049,0.036638,173.0,Japan,JPN,JPN,20210205
0.103078,0.008396,1314.0,Mexico,MEX,MEX,20210205
0.026403,0.014768,104.0,Morocco,MAR,MAR,20210205
0.020746,0.013875,172.0,Nepal,NPL,NPL,20210205
0.130007,0.017851,356.0,Netherlands,NLD,NLD,20210205
0.486884,0.017967,757.0,Poland,POL,POL,20210205
0.42781,0.023667,438.0,Portugal,PRT,PRT,20210205
0.260606,0.012195,1284.0,Romania,ROU,ROU,20210205
0.297308,0.01575,860.0,Russia,RUS,RUS,20210205
0.65083,0.032802,213.0,Saudi Arabia,SAU,SAU,20210205
0.130634,0.032248,102.0,Singapore,SGP,SGP,20210205
0.128082,0.020676,259.0,Slovakia,SVK,SVK,20210205
0.399053,0.015651,940.0,Spain,ESP,ESP,20210205
0.151345,0.012502,805.0,Sweden,SWE,SWE,20210205
0.136398,0.019342,316.0,Switzerland,CHE,CHE,20210205
0.027285,0.007399,520.0,Turkey,TUR,TUR,20210205
0.381549,0.014979,1143.0,United Arab Emirates,ARE,ARE,20210205
0.035343,0.003294,3171.0,United Kingdom,GBR,GBR,20210205
0.53799,0.023658,441.0,Argentina,ARG,ARG,20210206
0.342342,0.027101,287.0,Austria,AUT,AUT,20210206
0.166109,0.04112,109.0,Bangladesh,BGD,BGD,20210206
0.212025,0.026882,214.0,Belgium,BEL,BEL,20210206
0.02703,0.002905,3156.0,Brazil,BRA,BRA,20210206
0.663731,0.045179,112.0,Bulgaria,BGR,BGR,20210206
0.256412,0.018658,560.0,Canada,CAN,CAN,20210206
0.140927,0.017643,379.0,Chile,CHL,CHL,20210206
0.646128,0.047609,103.0,Croatia,HRV,HRV,20210206
0.417525,0.026977,326.0,Czech Republic,CZE,CZE,20210206
0.592851,0.028088,308.0,Denmark,DNK,DNK,20210206
0.396754,0.04638,116.0,Finland,FIN,FIN,20210206
0.186664,0.010303,1400.0,France,FRA,FRA,20210206
0.455294,0.012514,1589.0,Germany,DEU,DEU,20210206
0.444568,0.029077,295.0,Greece,GRC,GRC,20210206
0.536902,0.020006,618.0,Hungary,HUN,HUN,20210206
0.035435,0.004954,1409.0,India,IND,IND,20210206
0.154638,0.015816,539.0,Indonesia,IDN,IDN,20210206
0.446819,0.032402,247.0,Ireland,IRL,IRL,20210206
0.666944,0.006768,4857.0,Israel,ISR,ISR,20210206
0.718997,0.009089,2382.0,Italy,ITA,ITA,20210206
0.328004,0.036565,168.0,Japan,JPN,JPN,20210206
0.106503,0.008572,1305.0,Mexico,MEX,MEX,20210206
0.028873,0.014767,120.0,Morocco,MAR,MAR,20210206
0.038241,0.018354,168.0,Nepal,NPL,NPL,20210206
0.152376,0.018963,354.0,Netherlands,NLD,NLD,20210206
0.516114,0.018011,761.0,Poland,POL,POL,20210206
0.448872,0.023975,432.0,Portugal,PRT,PRT,20210206
0.407176,0.042443,135.0,"Puerto Rico, U.S.",PRI,PRI,20210206
0.295271,0.01263,1282.0,Romania,ROU,ROU,20210206
0.294476,0.015135,927.0,Russia,RUS,RUS,20210206
0.631832,0.033492,214.0,Saudi Arabia,SAU,SAU,20210206
0.143767,0.034288,102.0,Singapore,SGP,SGP,20210206
0.147062,0.022347,252.0,Slovakia,SVK,SVK,20210206
0.450095,0.015793,971.0,Spain,ESP,ESP,20210206
0.173789,0.013152,822.0,Sweden,SWE,SWE,20210206
0.146748,0.019488,332.0,Switzerland,CHE,CHE,20210206
0.036182,0.00834,514.0,Turkey,TUR,TUR,20210206
0.423218,0.014891,1166.0,United Arab Emirates,ARE,ARE,20210206
0.035063,0.003234,3255.0,United Kingdom,GBR,GBR,20210206
0.560793,0.022767,476.0,Argentina,ARG,ARG,20210207
0.378545,0.028149,287.0,Austria,AUT,AUT,20210207
0.163302,0.041649,111.0,Bangladesh,BGD,BGD,20210207
0.246241,0.027694,224.0,Belgium,BEL,BEL,20210207
0.031056,0.00307,3236.0,Brazil,BRA,BRA,20210207
0.624879,0.045647,113.0,Bulgaria,BGR,BGR,20210207
0.259383,0.019037,544.0,Canada,CAN,CAN,20210207
0.140236,0.015978,463.0,Chile,CHL,CHL,20210207
0.662791,0.046292,107.0,Croatia,HRV,HRV,20210207
0.439148,0.027761,317.0,Czech Republic,CZE,CZE,20210207
0.619637,0.027745,303.0,Denmark,DNK,DNK,20210207
0.436756,0.047167,119.0,Finland,FIN,FIN,20210207
0.202489,0.010571,1424.0,France,FRA,FRA,20210207
0.479797,0.012583,1593.0,Germany,DEU,DEU,20210207
0.450237,0.02826,314.0,Greece,GRC,GRC,20210207
0.574833,0.019917,606.0,Hungary,HUN,HUN,20210207
0.036214,0.00492,1444.0,India,IND,IND,20210207
0.17309,0.0161,572.0,Indonesia,IDN,IDN,20210207
0.481711,0.031921,256.0,Ireland,IRL,IRL,20210207
0.660144,0.00675,4940.0,Israel,ISR,ISR,20210207
0.762338,0.008654,2369.0,Italy,ITA,ITA,20210207
0.307356,0.035273,177.0,Japan,JPN,JPN,20210207
0.11006,0.008605,1329.0,Mexico,MEX,MEX,20210207
0.076623,0.019782,141.0,Morocco,MAR,MAR,20210207
0.042752,0.01964,158.0,Nepal,NPL,NPL,20210207
0.19965,0.021084,346.0,Netherlands,NLD,NLD,20210207
0.554,0.017867,778.0,Poland,POL,POL,20210207
0.436111,0.023406,447.0,Portugal,PRT,PRT,20210207
0.433481,0.029642,284.0,"Puerto Rico, U.S.",PRI,PRI,20210207
0.320764,0.013303,1215.0,Romania,ROU,ROU,20210207
0.300524,0.014832,976.0,Russia,RUS,RUS,20210207
0.649368,0.033746,210.0,Saudi Arabia,SAU,SAU,20210207
0.113382,0.028921,122.0,Serbia,SRB,SRB,20210207
0.16327,0.036531,102.0,Singapore,SGP,SGP,20210207
0.16663,0.023153,262.0,Slovakia,SVK,SVK,20210207
0.788362,0.041108,100.0,Slovenia,SVN,SVN,20210207
0.496069,0.015888,971.0,Spain,ESP,ESP,20210207
0.206349,0.014219,819.0,Sweden,SWE,SWE,20210207
0.161705,0.02005,341.0,Switzerland,CHE,CHE,20210207
0.034013,0.008126,501.0,Turkey,TUR,TUR,20210207
0.458654,0.01488,1213.0,United Arab Emirates,ARE,ARE,20210207
0.031628,0.003018,3364.0,United Kingdom,GBR,GBR,20210207
0.56447,0.021677,524.0,Argentina,ARG,ARG,20210208
0.40621,0.027741,305.0,Austria,AUT,AUT,20210208
0.117764,0.0312,131.0,Bangladesh,BGD,BGD,20210208
0.275017,0.028219,236.0,Belgium,BEL,BEL,20210208
0.037024,0.003245,3401.0,Brazil,BRA,BRA,20210208
0.619948,0.044148,122.0,Bulgaria,BGR,BGR,20210208
0.258569,0.019162,565.0,Canada,CAN,CAN,20210208
0.12542,0.014373,534.0,Chile,CHL,CHL,20210208
0.658672,0.046156,109.0,Croatia,HRV,HRV,20210208
0.46582,0.02872,305.0,Czech Republic,CZE,CZE,20210208
0.628354,0.027155,312.0,Denmark,DNK,DNK,20210208
0.439321,0.046978,120.0,Finland,FIN,FIN,20210208
0.223288,0.010805,1493.0,France,FRA,FRA,20210208
0.505103,0.01259,1597.0,Germany,DEU,DEU,20210208
0.436876,0.027848,324.0,Greece,GRC,GRC,20210208
0.564871,0.019635,623.0,Hungary,HUN,HUN,20210208
0.041336,0.005053,1535.0,India,IND,IND,20210208
0.174329,0.015226,641.0,Indonesia,IDN,IDN,20210208
0.513851,0.031972,251.0,Ireland,IRL,IRL,20210208
0.657543,0.006606,5183.0,Israel,ISR,ISR,20210208
0.794188,0.008196,2450.0,Italy,ITA,ITA,20210208
0.305119,0.034809,181.0,Japan,JPN,JPN,20210208
0.112496,0.008521,1381.0,Mexico,MEX,MEX,20210208
0.073108,0.018874,150.0,Morocco,MAR,MAR,20210208
0.039123,0.017972,164.0,Nepal,NPL,NPL,20210208
0.219252,0.022439,330.0,Netherlands,NLD,NLD,20210208
0.576656,0.017702,787.0,Poland,POL,POL,20210208
0.437289,0.02334,450.0,Portugal,PRT,PRT,20210208
0.426252,0.024356,419.0,"Puerto Rico, U.S.",PRI,PRI,20210208
0.332981,0.013279,1247.0,Romania,ROU,ROU,20210208
0.318771,0.014519,1048.0,Russia,RUS,RUS,20210208
0.609949,0.0346,204.0,Saudi Arabia,SAU,SAU,20210208
0.116254,0.023362,191.0,Serbia,SRB,SRB,20210208
0.174397,0.035767,113.0,Singapore,SGP,SGP,20210208
0.188861,0.023673,273.0,Slovakia,SVK,SVK,20210208
0.821726,0.037861,100.0,Slovenia,SVN,SVN,20210208
0.540756,0.015633,980.0,Spain,ESP,ESP,20210208
0.223428,0.014811,827.0,Sweden,SWE,SWE,20210208
0.154058,0.019662,347.0,Switzerland,CHE,CHE,20210208
0.031842,0.007882,503.0,Turkey,TUR,TUR,20210208
0.487569,0.014768,1246.0,United Arab Emirates,ARE,ARE,20210208
0.033875,0.003022,3570.0,United Kingdom,GBR,GBR,20210208
0.585787,0.021045,555.0,Argentina,ARG,ARG,20210209
0.437807,0.027909,311.0,Austria,AUT,AUT,20210209
0.082188,0.023894,152.0,Bangladesh,BGD,BGD,20210209
0.301483,0.029319,237.0,Belgium,BEL,BEL,20210209
0.043654,0.003415,3568.0,Brazil,BRA,BRA,20210209
0.635885,0.043761,125.0,Bulgaria,BGR,BGR,20210209
0.255004,0.018588,584.0,Canada,CAN,CAN,20210209
0.114464,0.012675,629.0,Chile,CHL,CHL,20210209
0.650156,0.046969,107.0,Croatia,HRV,HRV,20210209
0.494693,0.028293,314.0,Czech Republic,CZE,CZE,20210209
0.651076,0.027004,316.0,Denmark,DNK,DNK,20210209
0.40613,0.044503,125.0,Finland,FIN,FIN,20210209
0.240565,0.010824,1545.0,France,FRA,FRA,20210209
0.50967,0.012239,1684.0,Germany,DEU,DEU,20210209
0.472974,0.027774,334.0,Greece,GRC,GRC,20210209
0.573985,0.019437,634.0,Hungary,HUN,HUN,20210209
0.048886,0.005226,1691.0,India,IND,IND,20210209
0.190236,0.015,700.0,Indonesia,IDN,IDN,20210209
0.55029,0.032778,242.0,Ireland,IRL,IRL,20210209
0.66583,0.006337,5555.0,Israel,ISR,ISR,20210209
0.805195,0.007984,2474.0,Italy,ITA,ITA,20210209
0.337781,0.034025,187.0,Japan,JPN,JPN,20210209
0.112401,0.008479,1396.0,Mexico,MEX,MEX,20210209
0.069743,0.017838,167.0,Morocco,MAR,MAR,20210209
0.026129,0.013647,177.0,Nepal,NPL,NPL,20210209
0.251199,0.023631,335.0,Netherlands,NLD,NLD,20210209
0.074475,0.023071,113.0,Nigeria,NGA,NGA,20210209
0.354713,0.042295,130.0,Norway,NOR,NOR,20210209
0.578392,0.017279,821.0,Poland,POL,POL,20210209
0.466232,0.022705,480.0,Portugal,PRT,PRT,20210209
0.443176,0.021508,539.0,"Puerto Rico, U.S.",PRI,PRI,20210209
0.372464,0.013378,1265.0,Romania,ROU,ROU,20210209
0.309944,0.013734,1158.0,Russia,RUS,RUS,20210209
0.596988,0.033346,226.0,Saudi Arabia,SAU,SAU,20210209
0.10802,0.019154,267.0,Serbia,SRB,SRB,20210209
0.17414,0.032883,136.0,Singapore,SGP,SGP,20210209
0.223568,0.024723,281.0,Slovakia,SVK,SVK,20210209
0.822208,0.037518,102.0,Slovenia,SVN,SVN,20210209
0.57216,0.015192,1015.0,Spain,ESP,ESP,20210209
0.241595,0.015158,836.0,Sweden,SWE,SWE,20210209
0.177221,0.020188,362.0,Switzerland,CHE,CHE,20210209
0.04053,0.008491,534.0,Turkey,TUR,TUR,20210209
0.499178,0.014648,1277.0,United Arab Emirates,ARE,ARE,20210209
0.03252,0.002882,3780.0,United Kingdom,GBR,GBR,20210209
0.590175,0.020807,566.0,Argentina,ARG,ARG,20210210
0.509692,0.028694,292.0,Austria,AUT,AUT,20210210
0.059393,0.018113,195.0,Bangladesh,BGD,BGD,20210210
0.321875,0.031054,223.0,Belgium,BEL,BEL,20210210
0.053318,0.003733,3567.0,Brazil,BRA,BRA,20210210
0.578645,0.043105,130.0,Bulgaria,BGR,BGR,20210210
0.2662,0.018715,583.0,Canada,CAN,CAN,20210210
0.091813,0.010658,740.0,Chile,CHL,CHL,20210210
0.645258,0.047072,106.0,Croatia,HRV,HRV,20210210
0.504446,0.028658,305.0,Czech Republic,CZE,CZE,20210210
0.712112,0.026965,289.0,Denmark,DNK,DNK,20210210
0.483751,0.043423,125.0,Finland,FIN,FIN,20210210
0.274373,0.011505,1493.0,France,FRA,FRA,20210210
0.53057,0.012366,1645.0,Germany,DEU,DEU,20210210
0.465935,0.027104,351.0,Greece,GRC,GRC,20210210
0.598717,0.019643,607.0,Hungary,HUN,HUN,20210210
0.055434,0.005646,1658.0,India,IND,IND,20210210
0.225117,0.015951,697.0,Indonesia,IDN,IDN,20210210
0.561188,0.033208,237.0,Ireland,IRL,IRL,20210210
0.671319,0.006413,5381.0,Israel,ISR,ISR,20210210
0.81769,0.007818,2459.0,Italy,ITA,ITA,20210210
0.389942,0.037684,166.0,Japan,JPN,JPN,20210210
0.115492,0.008703,1359.0,Mexico,MEX,MEX,20210210
0.059211,0.015977,181.0,Morocco,MAR,MAR,20210210
0.031624,0.01459,168.0,Nepal,NPL,NPL,20210210
0.305696,0.025533,320.0,Netherlands,NLD,NLD,20210210
0.100535,0.024529,137.0,Nigeria,NGA,NGA,20210210
0.281219,0.033288,166.0,Norway,NOR,NOR,20210210
0.600843,0.017338,800.0,Poland,POL,POL,20210210
0.470692,0.023337,456.0,Portugal,PRT,PRT,20210210
0.437754,0.019109,687.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.422748,0.013954,1228.0,Romania,ROU,ROU,20210210
0.30607,0.013599,1161.0,Russia,RUS,RUS,20210210
0.640306,0.031623,230.0,Saudi Arabia,SAU,SAU,20210210
0.111865,0.017322,336.0,Serbia,SRB,SRB,20210210
0.161646,0.032809,131.0,Singapore,SGP,SGP,20210210
0.281782,0.027326,269.0,Slovakia,SVK,SVK,20210210
0.621636,0.015356,986.0,Spain,ESP,ESP,20210210
0.267056,0.01557,852.0,Sweden,SWE,SWE,20210210
0.190342,0.020664,362.0,Switzerland,CHE,CHE,20210210
0.063681,0.010609,502.0,Turkey,TUR,TUR,20210210
0.52272,0.014748,1252.0,United Arab Emirates,ARE,ARE,20210210
0.03393,0.002924,3832.0,United Kingdom,GBR,GBR,20210210
0.28167,0.04483,104.0,Vietnam,VNM,VNM,20210210
0.59171,0.020848,561.0,Argentina,ARG,ARG,20210211
0.538673,0.029492,280.0,Austria,AUT,AUT,20210211
0.045801,0.013389,261.0,Bangladesh,BGD,BGD,20210211
0.375764,0.03307,216.0,Belgium,BEL,BEL,20210211
0.062039,0.004014,3555.0,Brazil,BRA,BRA,20210211
0.525832,0.042542,135.0,Bulgaria,BGR,BGR,20210211
0.287267,0.019083,575.0,Canada,CAN,CAN,20210211
0.094956,0.010111,849.0,Chile,CHL,CHL,20210211
0.638763,0.04629,111.0,Croatia,HRV,HRV,20210211
0.545373,0.028597,298.0,Czech Republic,CZE,CZE,20210211
0.735932,0.026504,282.0,Denmark,DNK,DNK,20210211
0.486018,0.043843,124.0,Finland,FIN,FIN,20210211
0.29357,0.011785,1474.0,France,FRA,FRA,20210211
0.540426,0.012459,1623.0,Germany,DEU,DEU,20210211
0.483801,0.026861,357.0,Greece,GRC,GRC,20210211
0.610664,0.01948,617.0,Hungary,HUN,HUN,20210211
0.060223,0.005846,1675.0,India,IND,IND,20210211
0.247839,0.016427,718.0,Indonesia,IDN,IDN,20210211
0.538232,0.032506,246.0,Ireland,IRL,IRL,20210211
0.67843,0.006439,5289.0,Israel,ISR,ISR,20210211
0.818815,0.00783,2443.0,Italy,ITA,ITA,20210211
