smoothed_pct_hes_cost,smoothed_hes_cost_se,sample_size,country,iso_code,gid_0,survey_date
0.055664,0.006686,1188.0,New Zealand,NZL,NZL,20210210
0.274706,0.021391,434.0,Nicaragua,NIC,NIC,20210210
0.121814,0.0088,1389.0,Nigeria,NGA,NGA,20210210
0.019936,0.003779,1384.0,Norway,NOR,NOR,20210210
0.116789,0.00979,1068.0,Pakistan,PAK,PAK,20210210
0.126069,0.021136,277.0,Palestine,PSE,PSE,20210210
0.057756,0.012052,381.0,Panama,PAN,PAN,20210210
0.123599,0.012996,620.0,Paraguay,PRY,PRY,20210210
0.142032,0.006145,3224.0,Peru,PER,PER,20210210
0.241221,0.006789,3974.0,Philippines,PHL,PHL,20210210
0.047922,0.004129,2688.0,Poland,POL,POL,20210210
0.028817,0.003082,2951.0,Portugal,PRT,PRT,20210210
0.062346,0.009899,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.049368,0.018279,148.0,Qatar,QAT,QAT,20210210
0.027748,0.003712,1972.0,Romania,ROU,ROU,20210210
0.031076,0.0028,3944.0,Russia,RUS,RUS,20210210
0.082772,0.00975,805.0,Saudi Arabia,SAU,SAU,20210210
0.100366,0.029585,101.0,Senegal,SEN,SEN,20210210
0.024915,0.004998,983.0,Serbia,SRB,SRB,20210210
0.058474,0.014097,281.0,Singapore,SGP,SGP,20210210
0.022301,0.004606,1013.0,Slovakia,SVK,SVK,20210210
0.028769,0.007461,501.0,Slovenia,SVN,SVN,20210210
0.128049,0.007234,2137.0,South Africa,ZAF,ZAF,20210210
0.074539,0.006733,1497.0,South Korea,KOR,KOR,20210210
0.031541,0.002544,4716.0,Spain,ESP,ESP,20210210
0.07149,0.015806,283.0,Sri Lanka,LKA,LKA,20210210
0.179578,0.021059,349.0,Sudan,SDN,SDN,20210210
0.019177,0.002434,3190.0,Sweden,SWE,SWE,20210210
0.03406,0.004556,1582.0,Switzerland,CHE,CHE,20210210
0.120286,0.004292,5759.0,Taiwan,TWN,TWN,20210210
0.127751,0.021796,239.0,Tanzania,TZA,TZA,20210210
0.276383,0.007305,3757.0,Thailand,THA,THA,20210210
0.066236,0.007696,1064.0,Tunisia,TUN,TUN,20210210
0.064499,0.00412,3572.0,Turkey,TUR,TUR,20210210
0.135191,0.005049,4605.0,Ukraine,UKR,UKR,20210210
0.078481,0.013833,388.0,United Arab Emirates,ARE,ARE,20210210
0.021221,0.002776,2700.0,United Kingdom,GBR,GBR,20210210
0.043994,0.005763,1279.0,Uruguay,URY,URY,20210210
0.095944,0.018263,291.0,Uzbekistan,UZB,UZB,20210210
0.249585,0.010331,1773.0,Venezuela,VEN,VEN,20210210
0.273067,0.005309,7037.0,Vietnam,VNM,VNM,20210210
0.19666,0.030298,176.0,Yemen,YEM,YEM,20210210
0.220088,0.027054,252.0,Afghanistan,AFG,AFG,20210211
0.059044,0.014241,264.0,Albania,ALB,ALB,20210211
0.059222,0.006351,1363.0,Algeria,DZA,DZA,20210211
0.154337,0.027999,172.0,Angola,AGO,AGO,20210211
0.092791,0.003567,6609.0,Argentina,ARG,ARG,20210211
0.057673,0.021338,126.0,Armenia,ARM,ARM,20210211
0.058204,0.004324,3442.0,Australia,AUS,AUS,20210211
0.018284,0.003447,1530.0,Austria,AUT,AUT,20210211
0.048995,0.012849,291.0,Azerbaijan,AZE,AZE,20210211
0.131079,0.00983,1203.0,Bangladesh,BGD,BGD,20210211
0.04314,0.007257,825.0,Belarus,BLR,BLR,20210211
0.032185,0.004265,1707.0,Belgium,BEL,BEL,20210211
0.150686,0.008452,1780.0,Bolivia,BOL,BOL,20210211
0.055303,0.011271,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.054887,0.001833,15508.0,Brazil,BRA,BRA,20210211
0.038093,0.004835,1591.0,Bulgaria,BGR,BGR,20210211
0.218551,0.036794,113.0,Burkina Faso,BFA,BFA,20210211
0.117543,0.020595,247.0,Cameroon,CMR,CMR,20210211
0.047623,0.003075,4821.0,Canada,CAN,CAN,20210211
0.078872,0.005435,2481.0,Chile,CHL,CHL,20210211
0.122246,0.004273,5903.0,Colombia,COL,COL,20210211
0.154338,0.01414,658.0,Costa Rica,CRI,CRI,20210211
0.100443,0.018262,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.042165,0.00666,905.0,Croatia,HRV,HRV,20210211
0.038657,0.003677,2752.0,Czech Republic,CZE,CZE,20210211
0.059584,0.019848,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.020434,0.004141,1151.0,Denmark,DNK,DNK,20210211
0.113922,0.011023,966.0,Dominican Republic,DOM,DOM,20210211
0.197786,0.007992,2532.0,Ecuador,ECU,ECU,20210211
0.195665,0.007256,2982.0,Egypt,EGY,EGY,20210211
0.189307,0.011847,1105.0,El Salvador,SLV,SLV,20210211
0.126128,0.018993,297.0,Ethiopia,ETH,ETH,20210211
0.036287,0.008546,492.0,Finland,FIN,FIN,20210211
0.023119,0.001327,12830.0,France,FRA,FRA,20210211
0.024451,0.001566,9773.0,Germany,DEU,DEU,20210211
0.139596,0.011732,892.0,Ghana,GHA,GHA,20210211
0.033848,0.00382,2256.0,Greece,GRC,GRC,20210211
0.213458,0.013262,960.0,Guatemala,GTM,GTM,20210211
0.104487,0.027221,125.0,Haiti,HTI,HTI,20210211
0.287052,0.015167,905.0,Honduras,HND,HND,20210211
0.066,0.010143,616.0,Hong Kong,HKG,HKG,20210211
0.032083,0.00304,3395.0,Hungary,HUN,HUN,20210211
0.077652,0.002935,8245.0,India,IND,IND,20210211
0.22678,0.005978,4914.0,Indonesia,IDN,IDN,20210211
0.139721,0.008975,1517.0,Iraq,IRQ,IRQ,20210211
0.037833,0.006806,761.0,Ireland,IRL,IRL,20210211
0.030326,0.006498,688.0,Israel,ISR,ISR,20210211
0.02169,0.001668,7634.0,Italy,ITA,ITA,20210211
0.104309,0.001783,29427.0,Japan,JPN,JPN,20210211
0.055341,0.007886,891.0,Jordan,JOR,JOR,20210211
0.05991,0.009334,655.0,Kazakhstan,KAZ,KAZ,20210211
0.194666,0.012954,935.0,Kenya,KEN,KEN,20210211
0.084381,0.018694,230.0,Kuwait,KWT,KWT,20210211
0.068858,0.017337,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.115687,0.012854,617.0,Lebanon,LBN,LBN,20210211
0.110966,0.013586,548.0,Libya,LBY,LBY,20210211
0.212254,0.008624,2255.0,Malaysia,MYS,MYS,20210211
0.138341,0.031651,122.0,Mali,MLI,MLI,20210211
0.151463,0.002894,15324.0,Mexico,MEX,MEX,20210211
0.087019,0.013981,408.0,Moldova,MDA,MDA,20210211
0.022028,0.006299,580.0,Morocco,MAR,MAR,20210211
0.124607,0.016202,424.0,Mozambique,MOZ,MOZ,20210211
0.104432,0.028747,128.0,Myanmar,MMR,MMR,20210211
0.08229,0.010522,676.0,Nepal,NPL,NPL,20210211
0.025426,0.002989,2765.0,Netherlands,NLD,NLD,20210211
0.057345,0.006278,1385.0,New Zealand,NZL,NZL,20210211
0.278016,0.019538,526.0,Nicaragua,NIC,NIC,20210211
0.127184,0.008217,1649.0,Nigeria,NGA,NGA,20210211
0.018817,0.003397,1627.0,Norway,NOR,NOR,20210211
0.115918,0.008914,1284.0,Pakistan,PAK,PAK,20210211
0.121115,0.019286,320.0,Palestine,PSE,PSE,20210211
0.06486,0.011579,456.0,Panama,PAN,PAN,20210211
0.136954,0.012349,744.0,Paraguay,PRY,PRY,20210211
0.14178,0.00565,3814.0,Peru,PER,PER,20210211
0.237827,0.006174,4762.0,Philippines,PHL,PHL,20210211
0.047349,0.003766,3193.0,Poland,POL,POL,20210211
0.028794,0.00283,3502.0,Portugal,PRT,PRT,20210211
0.06078,0.009134,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.045763,0.01647,173.0,Qatar,QAT,QAT,20210211
0.028501,0.003433,2365.0,Romania,ROU,ROU,20210211
0.031807,0.0026,4657.0,Russia,RUS,RUS,20210211
0.08203,0.008871,971.0,Saudi Arabia,SAU,SAU,20210211
0.096702,0.026735,122.0,Senegal,SEN,SEN,20210211
0.022597,0.004377,1154.0,Serbia,SRB,SRB,20210211
0.06208,0.013284,338.0,Singapore,SGP,SGP,20210211
0.021124,0.004136,1194.0,Slovakia,SVK,SVK,20210211
0.0263,0.006669,571.0,Slovenia,SVN,SVN,20210211
0.129672,0.006705,2514.0,South Africa,ZAF,ZAF,20210211
0.072328,0.006052,1807.0,South Korea,KOR,KOR,20210211
0.033098,0.002409,5532.0,Spain,ESP,ESP,20210211
0.090841,0.015495,343.0,Sri Lanka,LKA,LKA,20210211
0.169193,0.018917,409.0,Sudan,SDN,SDN,20210211
0.023124,0.002459,3757.0,Sweden,SWE,SWE,20210211
0.031812,0.004105,1835.0,Switzerland,CHE,CHE,20210211
0.119371,0.003958,6726.0,Taiwan,TWN,TWN,20210211
0.117992,0.019264,288.0,Tanzania,TZA,TZA,20210211
0.276725,0.006731,4429.0,Thailand,THA,THA,20210211
0.063114,0.007108,1242.0,Tunisia,TUN,TUN,20210211
0.066542,0.003869,4167.0,Turkey,TUR,TUR,20210211
0.137092,0.004638,5528.0,Ukraine,UKR,UKR,20210211
0.077844,0.01259,471.0,United Arab Emirates,ARE,ARE,20210211
0.022703,0.00264,3198.0,United Kingdom,GBR,GBR,20210211
0.04007,0.00501,1538.0,Uruguay,URY,URY,20210211
0.096324,0.016919,341.0,Uzbekistan,UZB,UZB,20210211
0.243271,0.009457,2079.0,Venezuela,VEN,VEN,20210211
0.264607,0.004886,8121.0,Vietnam,VNM,VNM,20210211
0.170776,0.025471,216.0,Yemen,YEM,YEM,20210211
0.201661,0.023627,323.0,Afghanistan,AFG,AFG,20210212
0.069246,0.013602,335.0,Albania,ALB,ALB,20210212
0.050923,0.005279,1683.0,Algeria,DZA,DZA,20210212
0.161479,0.025669,213.0,Angola,AGO,AGO,20210212
0.093368,0.003244,8038.0,Argentina,ARG,ARG,20210212
0.048008,0.017076,165.0,Armenia,ARM,ARM,20210212
0.055886,0.003682,4405.0,Australia,AUS,AUS,20210212
0.017086,0.003018,1873.0,Austria,AUT,AUT,20210212
0.044007,0.011074,353.0,Azerbaijan,AZE,AZE,20210212
0.129546,0.008822,1474.0,Bangladesh,BGD,BGD,20210212
0.040221,0.006427,970.0,Belarus,BLR,BLR,20210212
0.034829,0.004023,2071.0,Belgium,BEL,BEL,20210212
0.152419,0.007682,2180.0,Bolivia,BOL,BOL,20210212
0.061659,0.010622,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.054553,0.001655,18893.0,Brazil,BRA,BRA,20210212
0.037648,0.004292,1991.0,Bulgaria,BGR,BGR,20210212
0.238618,0.034375,142.0,Burkina Faso,BFA,BFA,20210212
0.177969,0.036512,123.0,Cambodia,KHM,KHM,20210212
0.108849,0.017782,312.0,Cameroon,CMR,CMR,20210212
0.044933,0.002674,6026.0,Canada,CAN,CAN,20210212
0.074786,0.004798,3026.0,Chile,CHL,CHL,20210212
0.12437,0.003902,7178.0,Colombia,COL,COL,20210212
0.163815,0.01281,841.0,Costa Rica,CRI,CRI,20210212
0.098536,0.016468,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.036641,0.005577,1129.0,Croatia,HRV,HRV,20210212
0.039195,0.003322,3416.0,Czech Republic,CZE,CZE,20210212
0.057974,0.01765,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.020058,0.003725,1401.0,Denmark,DNK,DNK,20210212
0.116069,0.009931,1177.0,Dominican Republic,DOM,DOM,20210212
0.200504,0.007169,3169.0,Ecuador,ECU,ECU,20210212
0.197541,0.006549,3702.0,Egypt,EGY,EGY,20210212
0.193354,0.010737,1365.0,El Salvador,SLV,SLV,20210212
0.138105,0.018344,355.0,Ethiopia,ETH,ETH,20210212
0.041212,0.008218,593.0,Finland,FIN,FIN,20210212
0.023249,0.001201,15760.0,France,FRA,FRA,20210212
0.023799,0.001397,11976.0,Germany,DEU,DEU,20210212
0.138085,0.010778,1045.0,Ghana,GHA,GHA,20210212
0.033682,0.003416,2806.0,Greece,GRC,GRC,20210212
0.214989,0.011936,1191.0,Guatemala,GTM,GTM,20210212
0.107172,0.025241,150.0,Haiti,HTI,HTI,20210212
0.296211,0.014014,1081.0,Honduras,HND,HND,20210212
0.070531,0.009247,781.0,Hong Kong,HKG,HKG,20210212
0.030635,0.002681,4158.0,Hungary,HUN,HUN,20210212
0.076617,0.002657,9965.0,India,IND,IND,20210212
0.22458,0.005308,6188.0,Indonesia,IDN,IDN,20210212
0.144422,0.008015,1949.0,Iraq,IRQ,IRQ,20210212
0.0357,0.005929,952.0,Ireland,IRL,IRL,20210212
0.028544,0.006116,811.0,Israel,ISR,ISR,20210212
0.021056,0.001486,9364.0,Italy,ITA,ITA,20210212
0.102279,0.00161,35499.0,Japan,JPN,JPN,20210212
0.064454,0.007567,1097.0,Jordan,JOR,JOR,20210212
0.057493,0.008422,774.0,Kazakhstan,KAZ,KAZ,20210212
0.191318,0.011677,1137.0,Kenya,KEN,KEN,20210212
0.086924,0.017151,280.0,Kuwait,KWT,KWT,20210212
0.075415,0.016515,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.118547,0.011766,753.0,Lebanon,LBN,LBN,20210212
0.108175,0.012224,676.0,Libya,LBY,LBY,20210212
0.215709,0.007795,2791.0,Malaysia,MYS,MYS,20210212
0.136625,0.029061,144.0,Mali,MLI,MLI,20210212
0.150844,0.0026,18929.0,Mexico,MEX,MEX,20210212
0.080142,0.012188,498.0,Moldova,MDA,MDA,20210212
0.024313,0.006017,685.0,Morocco,MAR,MAR,20210212
0.120783,0.014764,502.0,Mozambique,MOZ,MOZ,20210212
0.094403,0.024344,173.0,Myanmar,MMR,MMR,20210212
0.079743,0.009345,848.0,Nepal,NPL,NPL,20210212
0.025424,0.002713,3360.0,Netherlands,NLD,NLD,20210212
0.057385,0.005673,1695.0,New Zealand,NZL,NZL,20210212
0.275641,0.017344,665.0,Nicaragua,NIC,NIC,20210212
0.132283,0.007648,1988.0,Nigeria,NGA,NGA,20210212
0.022048,0.003306,1975.0,Norway,NOR,NOR,20210212
0.137853,0.02969,124.0,Oman,OMN,OMN,20210212
0.111925,0.007957,1563.0,Pakistan,PAK,PAK,20210212
0.120205,0.017309,388.0,Palestine,PSE,PSE,20210212
0.073182,0.011325,537.0,Panama,PAN,PAN,20210212
0.131555,0.010936,923.0,Paraguay,PRY,PRY,20210212
0.137732,0.00508,4637.0,Peru,PER,PER,20210212
0.238089,0.005488,6041.0,Philippines,PHL,PHL,20210212
0.044525,0.003285,3963.0,Poland,POL,POL,20210212
0.028542,0.002561,4239.0,Portugal,PRT,PRT,20210212
0.065578,0.008539,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.037699,0.013567,205.0,Qatar,QAT,QAT,20210212
0.033595,0.003303,2956.0,Romania,ROU,ROU,20210212
0.031144,0.002369,5495.0,Russia,RUS,RUS,20210212
0.079213,0.007913,1185.0,Saudi Arabia,SAU,SAU,20210212
0.083135,0.022984,141.0,Senegal,SEN,SEN,20210212
0.022325,0.003905,1434.0,Serbia,SRB,SRB,20210212
0.064795,0.012408,406.0,Singapore,SGP,SGP,20210212
0.019614,0.003628,1446.0,Slovakia,SVK,SVK,20210212
0.026925,0.006113,699.0,Slovenia,SVN,SVN,20210212
0.125985,0.006014,3046.0,South Africa,ZAF,ZAF,20210212
0.077816,0.005653,2208.0,South Korea,KOR,KOR,20210212
0.032354,0.002169,6668.0,Spain,ESP,ESP,20210212
0.079377,0.013038,426.0,Sri Lanka,LKA,LKA,20210212
0.166335,0.016855,507.0,Sudan,SDN,SDN,20210212
0.022375,0.002195,4564.0,Sweden,SWE,SWE,20210212
0.03023,0.003633,2222.0,Switzerland,CHE,CHE,20210212
0.119891,0.003558,8357.0,Taiwan,TWN,TWN,20210212
0.12407,0.018044,347.0,Tanzania,TZA,TZA,20210212
0.272995,0.005992,5552.0,Thailand,THA,THA,20210212
0.064846,0.006531,1493.0,Tunisia,TUN,TUN,20210212
0.067352,0.003572,4941.0,Turkey,TUR,TUR,20210212
0.132929,0.004161,6679.0,Ukraine,UKR,UKR,20210212
0.089365,0.011955,577.0,United Arab Emirates,ARE,ARE,20210212
0.025421,0.002519,3906.0,United Kingdom,GBR,GBR,20210212
0.043567,0.00472,1884.0,Uruguay,URY,URY,20210212
0.106393,0.016143,404.0,Uzbekistan,UZB,UZB,20210212
0.252261,0.008675,2521.0,Venezuela,VEN,VEN,20210212
0.262582,0.004424,9867.0,Vietnam,VNM,VNM,20210212
0.164551,0.023443,256.0,Yemen,YEM,YEM,20210212
0.228275,0.023417,354.0,Afghanistan,AFG,AFG,20210213
0.079792,0.014528,351.0,Albania,ALB,ALB,20210213
0.053146,0.005342,1737.0,Algeria,DZA,DZA,20210213
0.146692,0.024294,215.0,Angola,AGO,AGO,20210213
0.092214,0.003172,8320.0,Argentina,ARG,ARG,20210213
0.04222,0.016106,161.0,Armenia,ARM,ARM,20210213
0.056936,0.003639,4582.0,Australia,AUS,AUS,20210213
0.016892,0.002919,1977.0,Austria,AUT,AUT,20210213
0.038652,0.01038,348.0,Azerbaijan,AZE,AZE,20210213
0.132589,0.008991,1471.0,Bangladesh,BGD,BGD,20210213
0.037576,0.006043,1018.0,Belarus,BLR,BLR,20210213
0.035867,0.004001,2164.0,Belgium,BEL,BEL,20210213
0.157177,0.007805,2172.0,Bolivia,BOL,BOL,20210213
0.055416,0.009985,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.052394,0.001597,19468.0,Brazil,BRA,BRA,20210213
0.035284,0.004051,2092.0,Bulgaria,BGR,BGR,20210213
0.227366,0.032075,142.0,Burkina Faso,BFA,BFA,20210213
0.189882,0.036038,130.0,Cambodia,KHM,KHM,20210213
0.109927,0.017471,326.0,Cameroon,CMR,CMR,20210213
0.044295,0.002606,6245.0,Canada,CAN,CAN,20210213
0.070129,0.004631,3045.0,Chile,CHL,CHL,20210213
0.124373,0.003874,7277.0,Colombia,COL,COL,20210213
0.156871,0.012242,888.0,Costa Rica,CRI,CRI,20210213
0.104632,0.016321,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.03176,0.005011,1217.0,Croatia,HRV,HRV,20210213
0.03749,0.003169,3601.0,Czech Republic,CZE,CZE,20210213
0.050336,0.015602,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.016871,0.003352,1464.0,Denmark,DNK,DNK,20210213
0.119524,0.009832,1223.0,Dominican Republic,DOM,DOM,20210213
0.197986,0.007,3268.0,Ecuador,ECU,ECU,20210213
0.214531,0.006593,3869.0,Egypt,EGY,EGY,20210213
0.187745,0.010477,1397.0,El Salvador,SLV,SLV,20210213
0.161232,0.019448,363.0,Ethiopia,ETH,ETH,20210213
0.045111,0.008354,616.0,Finland,FIN,FIN,20210213
0.022948,0.00117,16374.0,France,FRA,FRA,20210213
0.024211,0.001377,12490.0,Germany,DEU,DEU,20210213
0.13749,0.010639,1063.0,Ghana,GHA,GHA,20210213
0.031672,0.00327,2892.0,Greece,GRC,GRC,20210213
0.222866,0.011965,1208.0,Guatemala,GTM,GTM,20210213
0.1044,0.025046,149.0,Haiti,HTI,HTI,20210213
0.303872,0.013792,1135.0,Honduras,HND,HND,20210213
0.070248,0.009135,796.0,Hong Kong,HKG,HKG,20210213
0.029875,0.002567,4426.0,Hungary,HUN,HUN,20210213
0.080894,0.002695,10213.0,India,IND,IND,20210213
0.219095,0.005183,6382.0,Indonesia,IDN,IDN,20210213
0.129637,0.007355,2105.0,Iraq,IRQ,IRQ,20210213
0.029666,0.005309,1005.0,Ireland,IRL,IRL,20210213
0.025317,0.005687,834.0,Israel,ISR,ISR,20210213
0.022368,0.001498,9834.0,Italy,ITA,ITA,20210213
0.10065,0.001573,36648.0,Japan,JPN,JPN,20210213
0.06742,0.007447,1159.0,Jordan,JOR,JOR,20210213
0.06332,0.008696,802.0,Kazakhstan,KAZ,KAZ,20210213
0.202095,0.011709,1181.0,Kenya,KEN,KEN,20210213
0.08768,0.016972,288.0,Kuwait,KWT,KWT,20210213
0.092369,0.018091,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.117845,0.011719,754.0,Lebanon,LBN,LBN,20210213
0.109889,0.012167,693.0,Libya,LBY,LBY,20210213
0.215651,0.007636,2909.0,Malaysia,MYS,MYS,20210213
0.133127,0.029148,140.0,Mali,MLI,MLI,20210213
0.150356,0.002574,19257.0,Mexico,MEX,MEX,20210213
0.074985,0.011381,538.0,Moldova,MDA,MDA,20210213
0.028776,0.006584,693.0,Morocco,MAR,MAR,20210213
0.118697,0.014318,534.0,Mozambique,MOZ,MOZ,20210213
0.090934,0.020776,221.0,Myanmar,MMR,MMR,20210213
0.067412,0.008371,890.0,Nepal,NPL,NPL,20210213
0.026812,0.002721,3513.0,Netherlands,NLD,NLD,20210213
0.057923,0.005582,1766.0,New Zealand,NZL,NZL,20210213
0.280254,0.016862,712.0,Nicaragua,NIC,NIC,20210213
0.135052,0.007667,2005.0,Nigeria,NGA,NGA,20210213
0.021216,0.00319,2045.0,Norway,NOR,NOR,20210213
0.128259,0.028623,120.0,Oman,OMN,OMN,20210213
0.116958,0.007946,1638.0,Pakistan,PAK,PAK,20210213
0.107804,0.015965,413.0,Palestine,PSE,PSE,20210213
0.076952,0.01128,563.0,Panama,PAN,PAN,20210213
0.127768,0.010759,931.0,Paraguay,PRY,PRY,20210213
0.136693,0.005052,4661.0,Peru,PER,PER,20210213
0.241676,0.00549,6103.0,Philippines,PHL,PHL,20210213
0.041328,0.003101,4140.0,Poland,POL,POL,20210213
0.029505,0.002562,4376.0,Portugal,PRT,PRT,20210213
0.064337,0.008424,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.052924,0.015991,208.0,Qatar,QAT,QAT,20210213
0.038436,0.003438,3092.0,Romania,ROU,ROU,20210213
0.031272,0.002344,5633.0,Russia,RUS,RUS,20210213
0.071649,0.007495,1210.0,Saudi Arabia,SAU,SAU,20210213
0.087211,0.023695,139.0,Senegal,SEN,SEN,20210213
0.020984,0.003751,1466.0,Serbia,SRB,SRB,20210213
0.067791,0.011991,451.0,Singapore,SGP,SGP,20210213
0.020603,0.003645,1507.0,Slovakia,SVK,SVK,20210213
0.025691,0.005955,705.0,Slovenia,SVN,SVN,20210213
0.12642,0.00593,3143.0,South Africa,ZAF,ZAF,20210213
0.079116,0.00555,2332.0,South Korea,KOR,KOR,20210213
0.031264,0.002114,6798.0,Spain,ESP,ESP,20210213
0.079997,0.013026,429.0,Sri Lanka,LKA,LKA,20210213
0.200775,0.017542,513.0,Sudan,SDN,SDN,20210213
0.022684,0.002183,4674.0,Sweden,SWE,SWE,20210213
0.029172,0.003505,2306.0,Switzerland,CHE,CHE,20210213
0.117253,0.00346,8687.0,Taiwan,TWN,TWN,20210213
0.102844,0.01581,377.0,Tanzania,TZA,TZA,20210213
0.273699,0.005972,5634.0,Thailand,THA,THA,20210213
0.062082,0.006242,1566.0,Tunisia,TUN,TUN,20210213
0.067293,0.003519,5078.0,Turkey,TUR,TUR,20210213
0.133006,0.0041,6890.0,Ukraine,UKR,UKR,20210213
0.078727,0.010761,606.0,United Arab Emirates,ARE,ARE,20210213
0.027225,0.00257,4034.0,United Kingdom,GBR,GBR,20210213
0.04308,0.004638,1927.0,Uruguay,URY,URY,20210213
0.090622,0.014494,427.0,Uzbekistan,UZB,UZB,20210213
0.254604,0.008679,2529.0,Venezuela,VEN,VEN,20210213
0.265216,0.004382,10126.0,Vietnam,VNM,VNM,20210213
0.135427,0.022089,259.0,Yemen,YEM,YEM,20210213
0.218714,0.021611,367.0,Afghanistan,AFG,AFG,20210214
0.075339,0.014297,351.0,Albania,ALB,ALB,20210214
0.056036,0.005433,1748.0,Algeria,DZA,DZA,20210214
0.1625,0.025548,218.0,Angola,AGO,AGO,20210214
0.089899,0.003145,8272.0,Argentina,ARG,ARG,20210214
0.045244,0.016226,172.0,Armenia,ARM,ARM,20210214
0.058858,0.003662,4670.0,Australia,AUS,AUS,20210214
0.016681,0.002878,2007.0,Austria,AUT,AUT,20210214
0.042275,0.01096,342.0,Azerbaijan,AZE,AZE,20210214
0.127084,0.008956,1431.0,Bangladesh,BGD,BGD,20210214
0.034278,0.005815,1025.0,Belarus,BLR,BLR,20210214
0.036613,0.004002,2213.0,Belgium,BEL,BEL,20210214
0.175203,0.008199,2182.0,Bolivia,BOL,BOL,20210214
0.053881,0.009774,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.050857,0.001561,19805.0,Brazil,BRA,BRA,20210214
0.033261,0.003922,2102.0,Bulgaria,BGR,BGR,20210214
0.251783,0.034014,146.0,Burkina Faso,BFA,BFA,20210214
0.165697,0.032693,143.0,Cambodia,KHM,KHM,20210214
0.106845,0.01726,325.0,Cameroon,CMR,CMR,20210214
0.041624,0.002528,6254.0,Canada,CAN,CAN,20210214
0.064295,0.004446,3036.0,Chile,CHL,CHL,20210214
0.128418,0.003929,7262.0,Colombia,COL,COL,20210214
0.152335,0.011958,907.0,Costa Rica,CRI,CRI,20210214
0.115713,0.016828,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.029043,0.004789,1227.0,Croatia,HRV,HRV,20210214
0.038197,0.003126,3768.0,Czech Republic,CZE,CZE,20210214
0.050429,0.016065,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.018743,0.003502,1497.0,Denmark,DNK,DNK,20210214
0.114355,0.009611,1228.0,Dominican Republic,DOM,DOM,20210214
0.202668,0.007035,3293.0,Ecuador,ECU,ECU,20210214
0.21029,0.006441,3990.0,Egypt,EGY,EGY,20210214
0.18537,0.010568,1367.0,El Salvador,SLV,SLV,20210214
0.16565,0.019246,378.0,Ethiopia,ETH,ETH,20210214
0.044163,0.008106,648.0,Finland,FIN,FIN,20210214
0.022517,0.001147,16728.0,France,FRA,FRA,20210214
0.023641,0.001346,12779.0,Germany,DEU,DEU,20210214
0.151317,0.01104,1066.0,Ghana,GHA,GHA,20210214
0.031572,0.003243,2954.0,Greece,GRC,GRC,20210214
0.224103,0.011842,1241.0,Guatemala,GTM,GTM,20210214
0.133558,0.027748,155.0,Haiti,HTI,HTI,20210214
0.308689,0.014021,1097.0,Honduras,HND,HND,20210214
0.073994,0.009344,805.0,Hong Kong,HKG,HKG,20210214
0.029701,0.002526,4529.0,Hungary,HUN,HUN,20210214
0.082048,0.002704,10276.0,India,IND,IND,20210214
0.214408,0.005057,6608.0,Indonesia,IDN,IDN,20210214
0.1283,0.007124,2215.0,Iraq,IRQ,IRQ,20210214
0.028424,0.005151,1024.0,Ireland,IRL,IRL,20210214
0.031631,0.00641,813.0,Israel,ISR,ISR,20210214
0.024068,0.00154,9966.0,Italy,ITA,ITA,20210214
0.100476,0.001556,37380.0,Japan,JPN,JPN,20210214
0.07496,0.007764,1180.0,Jordan,JOR,JOR,20210214
0.059901,0.008421,816.0,Kazakhstan,KAZ,KAZ,20210214
0.204468,0.011709,1187.0,Kenya,KEN,KEN,20210214
0.089902,0.017517,279.0,Kuwait,KWT,KWT,20210214
0.103127,0.018885,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.275174,0.043486,108.0,Laos,LAO,LAO,20210214
0.127392,0.012311,733.0,Lebanon,LBN,LBN,20210214
0.112904,0.012038,718.0,Libya,LBY,LBY,20210214
0.217708,0.007621,2940.0,Malaysia,MYS,MYS,20210214
0.136954,0.02985,136.0,Mali,MLI,MLI,20210214
0.148983,0.002568,19212.0,Mexico,MEX,MEX,20210214
0.074299,0.011144,556.0,Moldova,MDA,MDA,20210214
0.030258,0.006716,694.0,Morocco,MAR,MAR,20210214
0.108866,0.013694,535.0,Mozambique,MOZ,MOZ,20210214
0.104572,0.022089,220.0,Myanmar,MMR,MMR,20210214
