smoothed_pct_hes_wontwork,smoothed_hes_wontwork_se,sample_size,country,iso_code,gid_0,survey_date
0.256466,0.009035,2342.0,Netherlands,NLD,NLD,20210210
0.259129,0.012722,1188.0,New Zealand,NZL,NZL,20210210
0.299342,0.022048,434.0,Nicaragua,NIC,NIC,20210210
0.185801,0.010378,1389.0,Nigeria,NGA,NGA,20210210
0.194237,0.01068,1384.0,Norway,NOR,NOR,20210210
0.216548,0.012494,1068.0,Pakistan,PAK,PAK,20210210
0.429252,0.03014,277.0,Palestine,PSE,PSE,20210210
0.263833,0.022581,381.0,Panama,PAN,PAN,20210210
0.324599,0.018731,620.0,Paraguay,PRY,PRY,20210210
0.355989,0.008439,3224.0,Peru,PER,PER,20210210
0.326934,0.007446,3974.0,Philippines,PHL,PHL,20210210
0.322153,0.009016,2688.0,Poland,POL,POL,20210210
0.213048,0.007562,2951.0,Portugal,PRT,PRT,20210210
0.344018,0.019054,632.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.310202,0.038122,148.0,Qatar,QAT,QAT,20210210
0.216988,0.009303,1972.0,Romania,ROU,ROU,20210210
0.172971,0.006046,3944.0,Russia,RUS,RUS,20210210
0.249078,0.015307,805.0,Saudi Arabia,SAU,SAU,20210210
0.483954,0.047453,101.0,Senegal,SEN,SEN,20210210
0.214415,0.013128,983.0,Serbia,SRB,SRB,20210210
0.313737,0.027756,281.0,Singapore,SGP,SGP,20210210
0.295896,0.014318,1013.0,Slovakia,SVK,SVK,20210210
0.299642,0.020434,501.0,Slovenia,SVN,SVN,20210210
0.290202,0.009832,2137.0,South Africa,ZAF,ZAF,20210210
0.293282,0.011786,1497.0,South Korea,KOR,KOR,20210210
0.271766,0.006478,4716.0,Spain,ESP,ESP,20210210
0.226367,0.025167,283.0,Sri Lanka,LKA,LKA,20210210
0.230957,0.022651,349.0,Sudan,SDN,SDN,20210210
0.240778,0.007586,3190.0,Sweden,SWE,SWE,20210210
0.289721,0.011465,1582.0,Switzerland,CHE,CHE,20210210
0.430708,0.006529,5759.0,Taiwan,TWN,TWN,20210210
0.329177,0.030997,239.0,Tanzania,TZA,TZA,20210210
0.388385,0.007965,3757.0,Thailand,THA,THA,20210210
0.422562,0.015176,1064.0,Tunisia,TUN,TUN,20210210
0.414774,0.008267,3572.0,Turkey,TUR,TUR,20210210
0.207422,0.005981,4605.0,Ukraine,UKR,UKR,20210210
0.216609,0.020893,388.0,United Arab Emirates,ARE,ARE,20210210
0.223337,0.008029,2700.0,United Kingdom,GBR,GBR,20210210
0.29639,0.012832,1279.0,Uruguay,URY,URY,20210210
0.242388,0.026488,291.0,Uzbekistan,UZB,UZB,20210210
0.311383,0.011051,1773.0,Venezuela,VEN,VEN,20210210
0.344884,0.005662,7037.0,Vietnam,VNM,VNM,20210210
0.281654,0.033075,176.0,Yemen,YEM,YEM,20210210
0.267781,0.030319,252.0,Afghanistan,AFG,AFG,20210211
0.254741,0.026794,264.0,Albania,ALB,ALB,20210211
0.351792,0.013013,1363.0,Algeria,DZA,DZA,20210211
0.259444,0.03426,172.0,Angola,AGO,AGO,20210211
0.235894,0.005222,6609.0,Argentina,ARG,ARG,20210211
0.129917,0.030074,126.0,Armenia,ARM,ARM,20210211
0.255069,0.008054,3442.0,Australia,AUS,AUS,20210211
0.252063,0.01113,1530.0,Austria,AUT,AUT,20210211
0.260649,0.025866,291.0,Azerbaijan,AZE,AZE,20210211
0.276296,0.013077,1203.0,Bangladesh,BGD,BGD,20210211
0.230732,0.015126,825.0,Belarus,BLR,BLR,20210211
0.335066,0.01144,1707.0,Belgium,BEL,BEL,20210211
0.300396,0.010912,1780.0,Bolivia,BOL,BOL,20210211
0.251668,0.021454,426.0,Bosnia and Herzegovina,BIH,BIH,20210211
0.256995,0.003513,15508.0,Brazil,BRA,BRA,20210211
0.262447,0.011043,1591.0,Bulgaria,BGR,BGR,20210211
0.334395,0.046687,113.0,Burkina Faso,BFA,BFA,20210211
0.339187,0.030195,247.0,Cameroon,CMR,CMR,20210211
0.264154,0.006353,4821.0,Canada,CAN,CAN,20210211
0.296129,0.009196,2481.0,Chile,CHL,CHL,20210211
0.356797,0.006251,5903.0,Colombia,COL,COL,20210211
0.304645,0.018079,658.0,Costa Rica,CRI,CRI,20210211
0.33325,0.027926,299.0,C̫te d'Ivoire,CIV,CIV,20210211
0.286391,0.014903,905.0,Croatia,HRV,HRV,20210211
0.361111,0.009157,2752.0,Czech Republic,CZE,CZE,20210211
0.363778,0.04027,153.0,Democratic Republic of the Congo,COD,COD,20210211
0.236306,0.012549,1151.0,Denmark,DNK,DNK,20210211
0.354346,0.016471,966.0,Dominican Republic,DOM,DOM,20210211
0.343608,0.009516,2532.0,Ecuador,ECU,ECU,20210211
0.357613,0.008782,2982.0,Egypt,EGY,EGY,20210211
0.325462,0.014242,1105.0,El Salvador,SLV,SLV,20210211
0.214161,0.023537,297.0,Ethiopia,ETH,ETH,20210211
0.266696,0.019933,492.0,Finland,FIN,FIN,20210211
0.379879,0.004287,12830.0,France,FRA,FRA,20210211
0.269521,0.004492,9773.0,Germany,DEU,DEU,20210211
0.341093,0.016016,892.0,Ghana,GHA,GHA,20210211
0.313099,0.009788,2256.0,Greece,GRC,GRC,20210211
0.301739,0.014925,960.0,Guatemala,GTM,GTM,20210211
0.336621,0.042186,125.0,Haiti,HTI,HTI,20210211
0.36638,0.016136,905.0,Honduras,HND,HND,20210211
0.386018,0.019759,616.0,Hong Kong,HKG,HKG,20210211
0.286184,0.007757,3395.0,Hungary,HUN,HUN,20210211
0.184993,0.004278,8245.0,India,IND,IND,20210211
0.301453,0.00656,4914.0,Indonesia,IDN,IDN,20210211
0.296396,0.011816,1517.0,Iraq,IRQ,IRQ,20210211
0.200233,0.014549,761.0,Ireland,IRL,IRL,20210211
0.310571,0.017455,688.0,Israel,ISR,ISR,20210211
0.244945,0.004921,7634.0,Italy,ITA,ITA,20210211
0.287131,0.002639,29427.0,Japan,JPN,JPN,20210211
0.324294,0.015809,891.0,Jordan,JOR,JOR,20210211
0.19256,0.015518,655.0,Kazakhstan,KAZ,KAZ,20210211
0.216143,0.013442,935.0,Kenya,KEN,KEN,20210211
0.308012,0.031097,230.0,Kuwait,KWT,KWT,20210211
0.189495,0.025774,227.0,Kyrgyzstan,KGZ,KGZ,20210211
0.292527,0.018317,617.0,Lebanon,LBN,LBN,20210211
0.299535,0.019689,548.0,Libya,LBY,LBY,20210211
0.354875,0.010091,2255.0,Malaysia,MYS,MYS,20210211
0.44802,0.044242,122.0,Mali,MLI,MLI,20210211
0.270663,0.00359,15324.0,Mexico,MEX,MEX,20210211
0.196521,0.019714,408.0,Moldova,MDA,MDA,20210211
0.27385,0.018835,580.0,Morocco,MAR,MAR,20210211
0.259638,0.021456,424.0,Mozambique,MOZ,MOZ,20210211
0.115541,0.029677,128.0,Myanmar,MMR,MMR,20210211
0.254998,0.016926,676.0,Nepal,NPL,NPL,20210211
0.255649,0.008306,2765.0,Netherlands,NLD,NLD,20210211
0.267699,0.0119,1385.0,New Zealand,NZL,NZL,20210211
0.291917,0.019877,526.0,Nicaragua,NIC,NIC,20210211
0.181517,0.009448,1649.0,Nigeria,NGA,NGA,20210211
0.196317,0.009889,1627.0,Norway,NOR,NOR,20210211
0.226415,0.011576,1284.0,Pakistan,PAK,PAK,20210211
0.443662,0.028071,320.0,Palestine,PSE,PSE,20210211
0.288816,0.021067,456.0,Panama,PAN,PAN,20210211
0.332399,0.017221,744.0,Paraguay,PRY,PRY,20210211
0.35593,0.007764,3814.0,Peru,PER,PER,20210211
0.333744,0.006834,4762.0,Philippines,PHL,PHL,20210211
0.324305,0.008287,3193.0,Poland,POL,POL,20210211
0.208695,0.006885,3502.0,Portugal,PRT,PRT,20210211
0.34087,0.017781,722.0,"Puerto Rico, U.S.",PRI,PRI,20210211
0.31367,0.035519,173.0,Qatar,QAT,QAT,20210211
0.221747,0.00856,2365.0,Romania,ROU,ROU,20210211
0.171211,0.00554,4657.0,Russia,RUS,RUS,20210211
0.253191,0.014084,971.0,Saudi Arabia,SAU,SAU,20210211
0.450497,0.042975,122.0,Senegal,SEN,SEN,20210211
0.22185,0.012279,1154.0,Serbia,SRB,SRB,20210211
0.309234,0.025698,338.0,Singapore,SGP,SGP,20210211
0.295212,0.013188,1194.0,Slovakia,SVK,SVK,20210211
0.289005,0.018915,571.0,Slovenia,SVN,SVN,20210211
0.289184,0.009055,2514.0,South Africa,ZAF,ZAF,20210211
0.289067,0.010688,1807.0,South Korea,KOR,KOR,20210211
0.268438,0.005958,5532.0,Spain,ESP,ESP,20210211
0.236946,0.023199,343.0,Sri Lanka,LKA,LKA,20210211
0.241767,0.021243,409.0,Sudan,SDN,SDN,20210211
0.249698,0.00707,3757.0,Sweden,SWE,SWE,20210211
0.290429,0.010654,1835.0,Switzerland,CHE,CHE,20210211
0.425932,0.006031,6726.0,Taiwan,TWN,TWN,20210211
0.327781,0.028222,288.0,Tanzania,TZA,TZA,20210211
0.387089,0.007331,4429.0,Thailand,THA,THA,20210211
0.412079,0.014167,1242.0,Tunisia,TUN,TUN,20210211
0.419111,0.007661,4167.0,Turkey,TUR,TUR,20210211
0.211261,0.005498,5528.0,Ukraine,UKR,UKR,20210211
0.211405,0.018961,471.0,United Arab Emirates,ARE,ARE,20210211
0.21991,0.007334,3198.0,United Kingdom,GBR,GBR,20210211
0.285521,0.011548,1538.0,Uruguay,URY,URY,20210211
0.233491,0.024272,341.0,Uzbekistan,UZB,UZB,20210211
0.308128,0.010175,2079.0,Venezuela,VEN,VEN,20210211
0.341132,0.005257,8121.0,Vietnam,VNM,VNM,20210211
0.284209,0.030482,216.0,Yemen,YEM,YEM,20210211
0.245264,0.026441,323.0,Afghanistan,AFG,AFG,20210212
0.253902,0.023819,335.0,Albania,ALB,ALB,20210212
0.349294,0.01169,1683.0,Algeria,DZA,DZA,20210212
0.239789,0.029746,213.0,Angola,AGO,AGO,20210212
0.237538,0.004747,8038.0,Argentina,ARG,ARG,20210212
0.173773,0.028964,165.0,Armenia,ARM,ARM,20210212
0.256103,0.006998,4405.0,Australia,AUS,AUS,20210212
0.258014,0.01013,1873.0,Austria,AUT,AUT,20210212
0.24192,0.022826,353.0,Azerbaijan,AZE,AZE,20210212
0.262291,0.011569,1474.0,Bangladesh,BGD,BGD,20210212
0.226845,0.013836,970.0,Belarus,BLR,BLR,20210212
0.338812,0.010413,2071.0,Belgium,BEL,BEL,20210212
0.303468,0.00989,2180.0,Bolivia,BOL,BOL,20210212
0.270119,0.019659,523.0,Bosnia and Herzegovina,BIH,BIH,20210212
0.258157,0.003187,18893.0,Brazil,BRA,BRA,20210212
0.255508,0.00978,1991.0,Bulgaria,BGR,BGR,20210212
0.374266,0.041858,142.0,Burkina Faso,BFA,BFA,20210212
0.347235,0.042567,123.0,Cambodia,KHM,KHM,20210212
0.324373,0.026598,312.0,Cameroon,CMR,CMR,20210212
0.264973,0.005688,6026.0,Canada,CAN,CAN,20210212
0.299888,0.008352,3026.0,Chile,CHL,CHL,20210212
0.355612,0.005662,7178.0,Colombia,COL,COL,20210212
0.301023,0.01592,841.0,Costa Rica,CRI,CRI,20210212
0.352207,0.025728,357.0,C̫te d'Ivoire,CIV,CIV,20210212
0.269293,0.013081,1129.0,Croatia,HRV,HRV,20210212
0.358522,0.008207,3416.0,Czech Republic,CZE,CZE,20210212
0.367267,0.036195,192.0,Democratic Republic of the Congo,COD,COD,20210212
0.239283,0.011422,1401.0,Denmark,DNK,DNK,20210212
0.344049,0.014623,1177.0,Dominican Republic,DOM,DOM,20210212
0.345437,0.008507,3169.0,Ecuador,ECU,ECU,20210212
0.360878,0.007908,3702.0,Egypt,EGY,EGY,20210212
0.328776,0.012833,1365.0,El Salvador,SLV,SLV,20210212
0.194531,0.020649,355.0,Ethiopia,ETH,ETH,20210212
0.260146,0.018031,593.0,Finland,FIN,FIN,20210212
0.377458,0.003863,15760.0,France,FRA,FRA,20210212
0.266104,0.004042,11976.0,Germany,DEU,DEU,20210212
0.335485,0.014719,1045.0,Ghana,GHA,GHA,20210212
0.306502,0.008721,2806.0,Greece,GRC,GRC,20210212
0.301525,0.013384,1191.0,Guatemala,GTM,GTM,20210212
0.334998,0.038606,150.0,Haiti,HTI,HTI,20210212
0.379111,0.014864,1081.0,Honduras,HND,HND,20210212
0.374515,0.017436,781.0,Hong Kong,HKG,HKG,20210212
0.281012,0.00697,4158.0,Hungary,HUN,HUN,20210212
0.186732,0.003906,9965.0,India,IND,IND,20210212
0.296277,0.005813,6188.0,Indonesia,IDN,IDN,20210212
0.299434,0.010454,1949.0,Iraq,IRQ,IRQ,20210212
0.218547,0.013415,952.0,Ireland,IRL,IRL,20210212
0.30481,0.016573,811.0,Israel,ISR,ISR,20210212
0.245939,0.00445,9364.0,Italy,ITA,ITA,20210212
0.285099,0.002398,35499.0,Japan,JPN,JPN,20210212
0.321641,0.014201,1097.0,Jordan,JOR,JOR,20210212
0.19741,0.014395,774.0,Kazakhstan,KAZ,KAZ,20210212
0.208396,0.012024,1137.0,Kenya,KEN,KEN,20210212
0.281492,0.027163,280.0,Kuwait,KWT,KWT,20210212
0.17541,0.023218,267.0,Kyrgyzstan,KGZ,KGZ,20210212
0.285148,0.016467,753.0,Lebanon,LBN,LBN,20210212
0.295568,0.017818,676.0,Libya,LBY,LBY,20210212
0.359482,0.009094,2791.0,Malaysia,MYS,MYS,20210212
0.485113,0.040478,144.0,Mali,MLI,MLI,20210212
0.273217,0.003239,18929.0,Mexico,MEX,MEX,20210212
0.192835,0.017727,498.0,Moldova,MDA,MDA,20210212
0.283245,0.017555,685.0,Morocco,MAR,MAR,20210212
0.263363,0.019846,502.0,Mozambique,MOZ,MOZ,20210212
0.098391,0.024701,173.0,Myanmar,MMR,MMR,20210212
0.257003,0.01521,848.0,Nepal,NPL,NPL,20210212
0.253745,0.007516,3360.0,Netherlands,NLD,NLD,20210212
0.266108,0.010739,1695.0,New Zealand,NZL,NZL,20210212
0.298061,0.017781,665.0,Nicaragua,NIC,NIC,20210212
0.199115,0.008964,1988.0,Nigeria,NGA,NGA,20210212
0.20271,0.009071,1975.0,Norway,NOR,NOR,20210212
0.263397,0.038068,124.0,Oman,OMN,OMN,20210212
0.228072,0.010557,1563.0,Pakistan,PAK,PAK,20210212
0.446312,0.025553,388.0,Palestine,PSE,PSE,20210212
0.304476,0.019749,537.0,Panama,PAN,PAN,20210212
0.305799,0.01502,923.0,Paraguay,PRY,PRY,20210212
0.349803,0.007027,4637.0,Peru,PER,PER,20210212
0.331434,0.006063,6041.0,Philippines,PHL,PHL,20210212
0.326916,0.007455,3963.0,Poland,POL,POL,20210212
0.21211,0.006294,4239.0,Portugal,PRT,PRT,20210212
0.325053,0.015865,879.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.318491,0.032883,205.0,Qatar,QAT,QAT,20210212
0.226792,0.007714,2956.0,Romania,ROU,ROU,20210212
0.176697,0.005157,5495.0,Russia,RUS,RUS,20210212
0.26643,0.012912,1185.0,Saudi Arabia,SAU,SAU,20210212
0.430916,0.039991,141.0,Senegal,SEN,SEN,20210212
0.218388,0.010947,1434.0,Serbia,SRB,SRB,20210212
0.313648,0.023521,406.0,Singapore,SGP,SGP,20210212
0.303191,0.012073,1446.0,Slovakia,SVK,SVK,20210212
0.303858,0.01735,699.0,Slovenia,SVN,SVN,20210212
0.287565,0.008212,3046.0,South Africa,ZAF,ZAF,20210212
0.292224,0.009707,2208.0,South Korea,KOR,KOR,20210212
0.272668,0.005454,6668.0,Spain,ESP,ESP,20210212
0.255311,0.021247,426.0,Sri Lanka,LKA,LKA,20210212
0.248261,0.019356,507.0,Sudan,SDN,SDN,20210212
0.250506,0.006421,4564.0,Sweden,SWE,SWE,20210212
0.294851,0.00973,2222.0,Switzerland,CHE,CHE,20210212
0.423245,0.005407,8357.0,Taiwan,TWN,TWN,20210212
0.340366,0.025989,347.0,Tanzania,TZA,TZA,20210212
0.37737,0.006517,5552.0,Thailand,THA,THA,20210212
0.401218,0.01283,1493.0,Tunisia,TUN,TUN,20210212
0.417604,0.00703,4941.0,Turkey,TUR,TUR,20210212
0.213908,0.005025,6679.0,Ukraine,UKR,UKR,20210212
0.228339,0.017671,577.0,United Arab Emirates,ARE,ARE,20210212
0.222522,0.006663,3906.0,United Kingdom,GBR,GBR,20210212
0.282735,0.010401,1884.0,Uruguay,URY,URY,20210212
0.237898,0.022285,404.0,Uzbekistan,UZB,UZB,20210212
0.312194,0.009267,2521.0,Venezuela,VEN,VEN,20210212
0.334777,0.004747,9867.0,Vietnam,VNM,VNM,20210212
0.279385,0.028248,256.0,Yemen,YEM,YEM,20210212
0.250487,0.025603,354.0,Afghanistan,AFG,AFG,20210213
0.277705,0.023797,351.0,Albania,ALB,ALB,20210213
0.351789,0.011504,1737.0,Algeria,DZA,DZA,20210213
0.252979,0.030339,215.0,Angola,AGO,AGO,20210213
0.23912,0.004676,8320.0,Argentina,ARG,ARG,20210213
0.215466,0.032238,161.0,Armenia,ARM,ARM,20210213
0.25402,0.006843,4582.0,Australia,AUS,AUS,20210213
0.257819,0.009857,1977.0,Austria,AUT,AUT,20210213
0.219897,0.022379,348.0,Azerbaijan,AZE,AZE,20210213
0.259622,0.011609,1471.0,Bangladesh,BGD,BGD,20210213
0.22915,0.013457,1018.0,Belarus,BLR,BLR,20210213
0.342599,0.010208,2164.0,Belgium,BEL,BEL,20210213
0.304031,0.009907,2172.0,Bolivia,BOL,BOL,20210213
0.282629,0.019691,534.0,Bosnia and Herzegovina,BIH,BIH,20210213
0.259078,0.003141,19468.0,Brazil,BRA,BRA,20210213
0.256348,0.009554,2092.0,Bulgaria,BGR,BGR,20210213
0.342353,0.039164,142.0,Burkina Faso,BFA,BFA,20210213
0.325627,0.040824,130.0,Cambodia,KHM,KHM,20210213
0.363459,0.026475,326.0,Cameroon,CMR,CMR,20210213
0.263342,0.005579,6245.0,Canada,CAN,CAN,20210213
0.306359,0.008377,3045.0,Chile,CHL,CHL,20210213
0.360494,0.005641,7277.0,Colombia,COL,COL,20210213
0.310474,0.015599,888.0,Costa Rica,CRI,CRI,20210213
0.344418,0.024999,376.0,C̫te d'Ivoire,CIV,CIV,20210213
0.268124,0.0126,1217.0,Croatia,HRV,HRV,20210213
0.363951,0.008022,3601.0,Czech Republic,CZE,CZE,20210213
0.340797,0.034231,205.0,Democratic Republic of the Congo,COD,COD,20210213
0.23303,0.011075,1464.0,Denmark,DNK,DNK,20210213
0.335832,0.014212,1223.0,Dominican Republic,DOM,DOM,20210213
0.356528,0.008409,3268.0,Ecuador,ECU,ECU,20210213
0.366622,0.007756,3869.0,Egypt,EGY,EGY,20210213
0.343371,0.012826,1397.0,El Salvador,SLV,SLV,20210213
0.211898,0.020867,363.0,Ethiopia,ETH,ETH,20210213
0.270604,0.017892,616.0,Finland,FIN,FIN,20210213
0.374957,0.003785,16374.0,France,FRA,FRA,20210213
0.265496,0.003954,12490.0,Germany,DEU,DEU,20210213
0.339186,0.014629,1063.0,Ghana,GHA,GHA,20210213
0.301223,0.008548,2892.0,Greece,GRC,GRC,20210213
0.299844,0.013256,1208.0,Guatemala,GTM,GTM,20210213
0.284293,0.037225,149.0,Haiti,HTI,HTI,20210213
0.382783,0.014538,1135.0,Honduras,HND,HND,20210213
0.371189,0.017186,796.0,Hong Kong,HKG,HKG,20210213
0.276864,0.006725,4426.0,Hungary,HUN,HUN,20210213
0.184156,0.003836,10213.0,India,IND,IND,20210213
0.299095,0.005738,6382.0,Indonesia,IDN,IDN,20210213
0.308785,0.01016,2105.0,Iraq,IRQ,IRQ,20210213
0.218351,0.013041,1005.0,Ireland,IRL,IRL,20210213
0.333214,0.016817,834.0,Israel,ISR,ISR,20210213
0.24511,0.004341,9834.0,Italy,ITA,ITA,20210213
0.280311,0.002348,36648.0,Japan,JPN,JPN,20210213
0.306196,0.013539,1159.0,Jordan,JOR,JOR,20210213
0.206868,0.014445,802.0,Kazakhstan,KAZ,KAZ,20210213
0.232478,0.012258,1181.0,Kenya,KEN,KEN,20210213
0.311458,0.027055,288.0,Kuwait,KWT,KWT,20210213
0.181348,0.023477,270.0,Kyrgyzstan,KGZ,KGZ,20210213
0.291544,0.016593,754.0,Lebanon,LBN,LBN,20210213
0.298728,0.017663,693.0,Libya,LBY,LBY,20210213
0.355814,0.008888,2909.0,Malaysia,MYS,MYS,20210213
0.477456,0.040907,140.0,Mali,MLI,MLI,20210213
0.276705,0.003224,19257.0,Mexico,MEX,MEX,20210213
0.198486,0.017237,538.0,Moldova,MDA,MDA,20210213
0.262276,0.017035,693.0,Morocco,MAR,MAR,20210213
0.287166,0.019813,534.0,Mozambique,MOZ,MOZ,20210213
0.114378,0.022951,221.0,Myanmar,MMR,MMR,20210213
0.258348,0.015059,890.0,Nepal,NPL,NPL,20210213
0.252245,0.007334,3513.0,Netherlands,NLD,NLD,20210213
0.272521,0.010604,1766.0,New Zealand,NZL,NZL,20210213
0.310931,0.017347,712.0,Nicaragua,NIC,NIC,20210213
0.209414,0.009066,2005.0,Nigeria,NGA,NGA,20210213
0.202912,0.008913,2045.0,Norway,NOR,NOR,20210213
0.323822,0.042535,120.0,Oman,OMN,OMN,20210213
0.242744,0.010563,1638.0,Pakistan,PAK,PAK,20210213
0.455492,0.024737,413.0,Palestine,PSE,PSE,20210213
0.304847,0.019301,563.0,Panama,PAN,PAN,20210213
0.289951,0.014767,931.0,Paraguay,PRY,PRY,20210213
0.352184,0.007022,4661.0,Peru,PER,PER,20210213
0.330349,0.006027,6103.0,Philippines,PHL,PHL,20210213
0.331557,0.007321,4140.0,Poland,POL,POL,20210213
0.220125,0.006279,4376.0,Portugal,PRT,PRT,20210213
0.329306,0.015859,891.0,"Puerto Rico, U.S.",PRI,PRI,20210213
0.313506,0.032422,208.0,Qatar,QAT,QAT,20210213
0.235699,0.007639,3092.0,Romania,ROU,ROU,20210213
0.169466,0.005015,5633.0,Russia,RUS,RUS,20210213
0.259219,0.012678,1210.0,Saudi Arabia,SAU,SAU,20210213
0.461585,0.039862,139.0,Senegal,SEN,SEN,20210213
0.222618,0.010915,1466.0,Serbia,SRB,SRB,20210213
0.313179,0.022247,451.0,Singapore,SGP,SGP,20210213
0.317302,0.012,1507.0,Slovakia,SVK,SVK,20210213
0.299258,0.017185,705.0,Slovenia,SVN,SVN,20210213
0.295662,0.008157,3143.0,South Africa,ZAF,ZAF,20210213
0.298915,0.009503,2332.0,South Korea,KOR,KOR,20210213
0.271836,0.005396,6798.0,Spain,ESP,ESP,20210213
0.282252,0.022028,429.0,Sri Lanka,LKA,LKA,20210213
0.261972,0.01945,513.0,Sudan,SDN,SDN,20210213
0.257334,0.006401,4674.0,Sweden,SWE,SWE,20210213
0.294855,0.009556,2306.0,Switzerland,CHE,CHE,20210213
0.418413,0.005302,8687.0,Taiwan,TWN,TWN,20210213
0.331705,0.024667,377.0,Tanzania,TZA,TZA,20210213
0.383048,0.006507,5634.0,Thailand,THA,THA,20210213
0.395032,0.01248,1566.0,Tunisia,TUN,TUN,20210213
0.422482,0.00694,5078.0,Turkey,TUR,TUR,20210213
0.217014,0.004978,6890.0,Ukraine,UKR,UKR,20210213
0.229492,0.01728,606.0,United Arab Emirates,ARE,ARE,20210213
0.22464,0.00658,4034.0,United Kingdom,GBR,GBR,20210213
0.274239,0.010179,1927.0,Uruguay,URY,URY,20210213
0.215533,0.020811,427.0,Uzbekistan,UZB,UZB,20210213
0.326553,0.009355,2529.0,Venezuela,VEN,VEN,20210213
0.328085,0.004663,10126.0,Vietnam,VNM,VNM,20210213
0.282167,0.028589,259.0,Yemen,YEM,YEM,20210213
0.220869,0.022281,367.0,Afghanistan,AFG,AFG,20210214
0.291759,0.023895,351.0,Albania,ALB,ALB,20210214
0.348002,0.011408,1748.0,Algeria,DZA,DZA,20210214
0.214695,0.028448,218.0,Angola,AGO,AGO,20210214
0.239727,0.004693,8272.0,Argentina,ARG,ARG,20210214
0.216232,0.031356,172.0,Armenia,ARM,ARM,20210214
0.26045,0.006839,4670.0,Australia,AUS,AUS,20210214
0.275362,0.009982,2007.0,Austria,AUT,AUT,20210214
0.226312,0.022778,342.0,Azerbaijan,AZE,AZE,20210214
0.262836,0.011772,1431.0,Bangladesh,BGD,BGD,20210214
0.223979,0.013361,1025.0,Belarus,BLR,BLR,20210214
0.338629,0.010087,2213.0,Belgium,BEL,BEL,20210214
0.310001,0.009972,2182.0,Bolivia,BOL,BOL,20210214
0.290079,0.01971,540.0,Bosnia and Herzegovina,BIH,BIH,20210214
0.260799,0.003121,19805.0,Brazil,BRA,BRA,20210214
0.264423,0.009634,2102.0,Bulgaria,BGR,BGR,20210214
0.404589,0.039555,146.0,Burkina Faso,BFA,BFA,20210214
0.321839,0.039086,143.0,Cambodia,KHM,KHM,20210214
0.341056,0.026124,325.0,Cameroon,CMR,CMR,20210214
0.261567,0.005562,6254.0,Canada,CAN,CAN,20210214
0.307346,0.0084,3036.0,Chile,CHL,CHL,20210214
0.36493,0.005661,7262.0,Colombia,COL,COL,20210214
0.308999,0.015403,907.0,Costa Rica,CRI,CRI,20210214
0.378003,0.02496,380.0,C̫te d'Ivoire,CIV,CIV,20210214
0.243666,0.012181,1227.0,Croatia,HRV,HRV,20210214
0.369691,0.007866,3768.0,Czech Republic,CZE,CZE,20210214
0.328311,0.034902,205.0,Democratic Republic of the Congo,COD,COD,20210214
0.236599,0.010998,1497.0,Denmark,DNK,DNK,20210214
0.368984,0.014505,1228.0,Dominican Republic,DOM,DOM,20210214
0.359377,0.00839,3293.0,Ecuador,ECU,ECU,20210214
0.369067,0.00766,3990.0,Egypt,EGY,EGY,20210214
0.339686,0.012932,1367.0,El Salvador,SLV,SLV,20210214
0.211069,0.020556,378.0,Ethiopia,ETH,ETH,20210214
0.264807,0.017397,648.0,Finland,FIN,FIN,20210214
0.378206,0.003751,16728.0,France,FRA,FRA,20210214
0.267128,0.003916,12779.0,Germany,DEU,DEU,20210214
0.348162,0.014689,1066.0,Ghana,GHA,GHA,20210214
0.293054,0.008388,2954.0,Greece,GRC,GRC,20210214
0.302774,0.013081,1241.0,Guatemala,GTM,GTM,20210214
0.254337,0.033724,155.0,Haiti,HTI,HTI,20210214
0.3747,0.01465,1097.0,Honduras,HND,HND,20210214
0.378635,0.017167,805.0,Hong Kong,HKG,HKG,20210214
0.278278,0.006657,4529.0,Hungary,HUN,HUN,20210214
0.186587,0.003844,10276.0,India,IND,IND,20210214
0.296918,0.00563,6608.0,Indonesia,IDN,IDN,20210214
0.314877,0.00993,2215.0,Iraq,IRQ,IRQ,20210214
0.223839,0.013025,1024.0,Ireland,IRL,IRL,20210214
0.330532,0.016985,813.0,Israel,ISR,ISR,20210214
0.256126,0.004373,9966.0,Italy,ITA,ITA,20210214
0.279595,0.002323,37380.0,Japan,JPN,JPN,20210214
0.304654,0.013399,1180.0,Jordan,JOR,JOR,20210214
0.207101,0.014302,816.0,Kazakhstan,KAZ,KAZ,20210214
0.228587,0.012121,1187.0,Kenya,KEN,KEN,20210214
0.30875,0.0274,279.0,Kuwait,KWT,KWT,20210214
0.142772,0.021962,271.0,Kyrgyzstan,KGZ,KGZ,20210214
0.449784,0.047704,108.0,Laos,LAO,LAO,20210214
0.29076,0.016795,733.0,Lebanon,LBN,LBN,20210214
0.311881,0.017535,718.0,Libya,LBY,LBY,20210214
0.354901,0.008837,2940.0,Malaysia,MYS,MYS,20210214
0.499371,0.042469,136.0,Mali,MLI,MLI,20210214
0.274749,0.00322,19212.0,Mexico,MEX,MEX,20210214
0.204971,0.017166,556.0,Moldova,MDA,MDA,20210214
0.282726,0.017277,694.0,Morocco,MAR,MAR,20210214
0.290518,0.019867,535.0,Mozambique,MOZ,MOZ,20210214
