,Country,Month,Day,Date
10677,Ghana,June,7,20200607
10678,Ghana,June,8,20200608
10679,Ghana,June,9,20200609
10680,Ghana,June,10,20200610
10681,Ghana,June,11,20200611
10682,Ghana,June,12,20200612
10683,Ghana,June,13,20200613
10684,Ghana,June,14,20200614
10685,Ghana,June,15,20200615
10686,Ghana,June,16,20200616
10687,Ghana,June,17,20200617
10688,Ghana,June,18,20200618
10689,Ghana,June,19,20200619
10690,Ghana,June,20,20200620
10691,Ghana,June,21,20200621
10692,Ghana,June,22,20200622
10693,Ghana,June,23,20200623
10694,Ghana,June,24,20200624
10695,Ghana,June,25,20200625
10696,Ghana,June,26,20200626
10697,Ghana,June,27,20200627
10698,Ghana,June,28,20200628
10699,Ghana,June,29,20200629
10700,Ghana,June,30,20200630
10701,Ghana,July,1,20200701
10702,Ghana,July,2,20200702
10703,Ghana,July,3,20200703
10704,Ghana,July,4,20200704
10705,Ghana,July,5,20200705
10706,Ghana,July,6,20200706
10707,Ghana,July,7,20200707
10708,Ghana,July,8,20200708
10709,Ghana,July,9,20200709
10710,Ghana,July,10,20200710
10711,Ghana,July,11,20200711
10712,Ghana,July,12,20200712
10713,Ghana,July,13,20200713
10714,Ghana,July,14,20200714
10715,Ghana,July,15,20200715
10716,Ghana,July,16,20200716
10717,Ghana,July,17,20200717
10718,Ghana,July,18,20200718
10719,Ghana,July,19,20200719
10720,Ghana,July,20,20200720
10721,Ghana,July,21,20200721
10722,Ghana,July,22,20200722
10723,Ghana,July,23,20200723
10724,Ghana,July,24,20200724
10725,Ghana,July,25,20200725
10726,Ghana,July,26,20200726
10727,Ghana,July,27,20200727
10728,Ghana,July,28,20200728
10729,Ghana,July,29,20200729
10730,Ghana,July,30,20200730
10731,Ghana,July,31,20200731
10732,Ghana,August,1,20200801
10733,Ghana,August,2,20200802
10734,Ghana,August,3,20200803
10735,Ghana,August,4,20200804
10736,Ghana,August,5,20200805
10737,Ghana,August,6,20200806
10738,Ghana,August,7,20200807
10739,Ghana,August,8,20200808
10740,Ghana,August,9,20200809
10741,Ghana,August,10,20200810
10742,Ghana,August,11,20200811
10743,Ghana,August,12,20200812
10744,Ghana,August,13,20200813
10745,Ghana,August,14,20200814
10746,Ghana,August,15,20200815
10747,Ghana,August,16,20200816
10748,Ghana,August,17,20200817
10749,Ghana,August,18,20200818
10750,Ghana,August,19,20200819
10751,Ghana,August,20,20200820
10752,Ghana,August,21,20200821
10753,Ghana,August,22,20200822
10754,Ghana,August,23,20200823
10755,Ghana,August,24,20200824
10756,Ghana,August,25,20200825
10757,Ghana,August,26,20200826
10758,Ghana,August,27,20200827
10759,Ghana,August,28,20200828
10760,Ghana,August,29,20200829
10761,Ghana,August,30,20200830
10762,Ghana,August,31,20200831
10763,Ghana,September,1,20200901
10764,Ghana,September,2,20200902
10765,Ghana,September,3,20200903
10766,Ghana,September,4,20200904
10767,Ghana,September,5,20200905
10768,Ghana,September,6,20200906
10769,Ghana,September,7,20200907
10770,Ghana,September,8,20200908
10771,Ghana,September,9,20200909
10772,Ghana,September,10,20200910
10773,Ghana,September,11,20200911
10774,Ghana,September,12,20200912
10775,Ghana,September,13,20200913
10776,Ghana,September,14,20200914
10777,Ghana,September,15,20200915
10778,Ghana,September,16,20200916
10779,Ghana,September,17,20200917
10780,Ghana,September,18,20200918
10781,Ghana,September,19,20200919
10782,Ghana,September,20,20200920
10783,Ghana,September,21,20200921
10784,Ghana,September,22,20200922
10785,Ghana,September,23,20200923
10786,Ghana,September,24,20200924
10787,Ghana,September,25,20200925
10788,Ghana,September,26,20200926
10789,Ghana,September,27,20200927
10790,Ghana,September,28,20200928
10791,Ghana,September,29,20200929
10792,Ghana,September,30,20200930
10793,Ghana,October,1,20201001
10794,Ghana,October,2,20201002
10795,Ghana,October,3,20201003
10796,Ghana,October,4,20201004
10797,Ghana,October,5,20201005
10798,Ghana,October,6,20201006
10799,Ghana,October,7,20201007
10800,Ghana,October,8,20201008
10801,Ghana,October,9,20201009
10802,Ghana,October,10,20201010
10803,Ghana,October,11,20201011
10804,Ghana,October,12,20201012
10805,Ghana,October,13,20201013
10806,Ghana,October,14,20201014
10807,Ghana,October,15,20201015
10808,Ghana,October,16,20201016
10809,Ghana,October,17,20201017
10810,Ghana,October,18,20201018
10811,Ghana,October,19,20201019
10812,Ghana,October,20,20201020
10813,Ghana,October,21,20201021
10814,Ghana,October,22,20201022
10815,Ghana,October,23,20201023
10816,Ghana,October,24,20201024
10817,Ghana,October,25,20201025
10818,Ghana,October,26,20201026
10819,Ghana,October,27,20201027
10820,Ghana,October,28,20201028
10821,Ghana,October,29,20201029
10822,Ghana,October,30,20201030
10823,Ghana,October,31,20201031
10824,Ghana,November,1,20201101
10825,Ghana,November,2,20201102
10826,Ghana,November,3,20201103
10827,Ghana,November,4,20201104
10828,Ghana,November,5,20201105
10829,Ghana,November,6,20201106
10830,Ghana,November,7,20201107
10831,Ghana,November,8,20201108
10832,Ghana,November,9,20201109
10833,Ghana,November,10,20201110
10834,Ghana,November,11,20201111
10835,Ghana,November,12,20201112
10836,Ghana,November,13,20201113
10837,Ghana,November,14,20201114
10838,Ghana,November,15,20201115
10839,Ghana,November,16,20201116
10840,Ghana,November,17,20201117
10841,Ghana,November,18,20201118
10842,Ghana,November,19,20201119
10843,Ghana,November,20,20201120
10844,Ghana,November,21,20201121
10845,Ghana,November,22,20201122
10846,Ghana,November,23,20201123
10847,Ghana,November,24,20201124
10848,Ghana,November,25,20201125
10849,Ghana,November,26,20201126
10850,Ghana,November,27,20201127
10851,Ghana,November,28,20201128
10852,Ghana,November,29,20201129
10853,Ghana,November,30,20201130
10854,Ghana,December,1,20201201
10855,Ghana,December,2,20201202
10856,Ghana,December,3,20201203
10857,Ghana,December,4,20201204
10858,Ghana,December,5,20201205
10859,Ghana,December,6,20201206
10860,Ghana,December,7,20201207
10861,Ghana,December,8,20201208
10862,Ghana,December,9,20201209
10863,Ghana,December,10,20201210
10864,Ghana,December,11,20201211
10865,Ghana,December,12,20201212
10866,Ghana,December,13,20201213
10867,Ghana,December,14,20201214
10868,Ghana,December,15,20201215
10869,Ghana,December,16,20201216
10870,Ghana,December,17,20201217
10871,Ghana,December,18,20201218
10872,Ghana,December,19,20201219
10873,Ghana,December,20,20201220
10874,Ghana,December,21,20201221
10875,Ghana,December,22,20201222
10876,Ghana,December,23,20201223
10877,Ghana,December,24,20201224
10878,Ghana,December,25,20201225
10879,Ghana,December,26,20201226
10880,Ghana,December,27,20201227
10881,Ghana,December,28,20201228
10882,Ghana,December,29,20201229
10883,Ghana,December,30,20201230
10884,Ghana,December,31,20201231
10885,Ghana,January,1,20210101
10886,Ghana,January,2,20210102
10887,Ghana,January,3,20210103
10888,Ghana,January,4,20210104
10889,Ghana,January,5,20210105
10890,Ghana,January,6,20210106
10891,Ghana,January,7,20210107
10892,Ghana,January,8,20210108
10893,Ghana,January,9,20210109
10894,Ghana,January,10,20210110
10895,Ghana,January,11,20210111
10896,Ghana,January,12,20210112
10897,Ghana,January,13,20210113
10898,Ghana,January,14,20210114
10899,Ghana,January,15,20210115
10900,Ghana,January,16,20210116
10901,Ghana,January,17,20210117
10902,Ghana,January,18,20210118
10903,Ghana,January,19,20210119
10904,Ghana,January,20,20210120
10905,Ghana,January,21,20210121
10906,Ghana,January,22,20210122
10907,Ghana,January,23,20210123
10908,Ghana,January,24,20210124
10909,Ghana,January,25,20210125
10910,Ghana,January,26,20210126
10911,Ghana,January,27,20210127
10912,Ghana,January,28,20210128
10913,Ghana,January,29,20210129
10914,Ghana,January,30,20210130
10915,Ghana,January,31,20210131
10916,Ghana,February,1,20210201
10917,Ghana,February,2,20210202
10918,Ghana,February,3,20210203
10919,Ghana,February,4,20210204
10920,Ghana,February,5,20210205
10921,Ghana,February,6,20210206
10922,Ghana,February,7,20210207
10923,Ghana,February,8,20210208
10924,Ghana,February,9,20210209
10925,Ghana,February,10,20210210
10926,Ghana,February,11,20210211
10927,Ghana,February,12,20210212
10928,Ghana,February,13,20210213
10929,Ghana,February,14,20210214
10930,Ghana,February,15,20210215
10931,Ghana,February,16,20210216
10932,Ghana,February,17,20210217
10933,Ghana,February,18,20210218
10934,Ghana,February,19,20210219
10935,Ghana,February,20,20210220
10936,Ghana,February,21,20210221
10937,Ghana,February,22,20210222
10938,Ghana,February,23,20210223
10939,Ghana,February,24,20210224
10940,Ghana,February,25,20210225
10941,Ghana,February,26,20210226
10942,Ghana,February,27,20210227
10943,Ghana,February,28,20210228
10944,Greece,May,1,20200501
10945,Greece,May,2,20200502
10946,Greece,May,3,20200503
10947,Greece,May,4,20200504
10948,Greece,May,5,20200505
10949,Greece,May,6,20200506
10950,Greece,May,7,20200507
10951,Greece,May,8,20200508
10952,Greece,May,9,20200509
10953,Greece,May,10,20200510
10954,Greece,May,11,20200511
10955,Greece,May,12,20200512
10956,Greece,May,13,20200513
10957,Greece,May,14,20200514
10958,Greece,May,15,20200515
10959,Greece,May,16,20200516
10960,Greece,May,17,20200517
10961,Greece,May,18,20200518
10962,Greece,May,19,20200519
10963,Greece,May,20,20200520
10964,Greece,May,21,20200521
10965,Greece,May,22,20200522
10966,Greece,May,23,20200523
10967,Greece,May,24,20200524
10968,Greece,May,25,20200525
10969,Greece,May,26,20200526
10970,Greece,May,27,20200527
10971,Greece,May,28,20200528
10972,Greece,May,29,20200529
10973,Greece,May,30,20200530
10974,Greece,May,31,20200531
10975,Greece,June,1,20200601
10976,Greece,June,2,20200602
10977,Greece,June,3,20200603
10978,Greece,June,4,20200604
10979,Greece,June,5,20200605
10980,Greece,June,6,20200606
10981,Greece,June,7,20200607
10982,Greece,June,8,20200608
10983,Greece,June,9,20200609
10984,Greece,June,10,20200610
10985,Greece,June,11,20200611
10986,Greece,June,12,20200612
10987,Greece,June,13,20200613
10988,Greece,June,14,20200614
10989,Greece,June,15,20200615
10990,Greece,June,16,20200616
10991,Greece,June,17,20200617
10992,Greece,June,18,20200618
10993,Greece,June,19,20200619
10994,Greece,June,20,20200620
10995,Greece,June,21,20200621
10996,Greece,June,22,20200622
10997,Greece,June,23,20200623
10998,Greece,June,24,20200624
10999,Greece,June,25,20200625
11000,Greece,June,26,20200626
11001,Greece,June,27,20200627
11002,Greece,June,28,20200628
11003,Greece,June,29,20200629
11004,Greece,June,30,20200630
11005,Greece,July,1,20200701
11006,Greece,July,2,20200702
11007,Greece,July,3,20200703
11008,Greece,July,4,20200704
11009,Greece,July,5,20200705
11010,Greece,July,6,20200706
11011,Greece,July,7,20200707
11012,Greece,July,8,20200708
11013,Greece,July,9,20200709
11014,Greece,July,10,20200710
11015,Greece,July,11,20200711
11016,Greece,July,12,20200712
11017,Greece,July,13,20200713
11018,Greece,July,14,20200714
11019,Greece,July,15,20200715
11020,Greece,July,16,20200716
11021,Greece,July,17,20200717
11022,Greece,July,18,20200718
11023,Greece,July,19,20200719
11024,Greece,July,20,20200720
11025,Greece,July,21,20200721
11026,Greece,July,22,20200722
11027,Greece,July,23,20200723
11028,Greece,July,24,20200724
11029,Greece,July,25,20200725
11030,Greece,July,26,20200726
11031,Greece,July,27,20200727
11032,Greece,July,28,20200728
11033,Greece,July,29,20200729
11034,Greece,July,30,20200730
11035,Greece,July,31,20200731
11036,Greece,August,1,20200801
11037,Greece,August,2,20200802
11038,Greece,August,3,20200803
11039,Greece,August,4,20200804
11040,Greece,August,5,20200805
11041,Greece,August,6,20200806
11042,Greece,August,7,20200807
11043,Greece,August,8,20200808
11044,Greece,August,9,20200809
11045,Greece,August,10,20200810
11046,Greece,August,11,20200811
11047,Greece,August,12,20200812
11048,Greece,August,13,20200813
11049,Greece,August,14,20200814
11050,Greece,August,15,20200815
11051,Greece,August,16,20200816
11052,Greece,August,17,20200817
11053,Greece,August,18,20200818
11054,Greece,August,19,20200819
11055,Greece,August,20,20200820
11056,Greece,August,21,20200821
11057,Greece,August,22,20200822
11058,Greece,August,23,20200823
11059,Greece,August,24,20200824
11060,Greece,August,25,20200825
11061,Greece,August,26,20200826
11062,Greece,August,27,20200827
11063,Greece,August,28,20200828
11064,Greece,August,29,20200829
11065,Greece,August,30,20200830
11066,Greece,August,31,20200831
11067,Greece,September,1,20200901
11068,Greece,September,2,20200902
11069,Greece,September,3,20200903
11070,Greece,September,4,20200904
11071,Greece,September,5,20200905
11072,Greece,September,6,20200906
11073,Greece,September,7,20200907
11074,Greece,September,8,20200908
11075,Greece,September,9,20200909
11076,Greece,September,10,20200910
11077,Greece,September,11,20200911
11078,Greece,September,12,20200912
11079,Greece,September,13,20200913
11080,Greece,September,14,20200914
11081,Greece,September,15,20200915
11082,Greece,September,16,20200916
11083,Greece,September,17,20200917
11084,Greece,September,18,20200918
11085,Greece,September,19,20200919
11086,Greece,September,20,20200920
11087,Greece,September,21,20200921
11088,Greece,September,22,20200922
11089,Greece,September,23,20200923
11090,Greece,September,24,20200924
11091,Greece,September,25,20200925
11092,Greece,September,26,20200926
11093,Greece,September,27,20200927
11094,Greece,September,28,20200928
11095,Greece,September,29,20200929
11096,Greece,September,30,20200930
11097,Greece,October,1,20201001
11098,Greece,October,2,20201002
11099,Greece,October,3,20201003
11100,Greece,October,4,20201004
11101,Greece,October,5,20201005
11102,Greece,October,6,20201006
11103,Greece,October,7,20201007
11104,Greece,October,8,20201008
11105,Greece,October,9,20201009
11106,Greece,October,10,20201010
11107,Greece,October,11,20201011
11108,Greece,October,12,20201012
11109,Greece,October,13,20201013
11110,Greece,October,14,20201014
11111,Greece,October,15,20201015
11112,Greece,October,16,20201016
11113,Greece,October,17,20201017
11114,Greece,October,18,20201018
11115,Greece,October,19,20201019
11116,Greece,October,20,20201020
11117,Greece,October,21,20201021
11118,Greece,October,22,20201022
11119,Greece,October,23,20201023
11120,Greece,October,24,20201024
11121,Greece,October,25,20201025
11122,Greece,October,26,20201026
11123,Greece,October,27,20201027
11124,Greece,October,28,20201028
11125,Greece,October,29,20201029
11126,Greece,October,30,20201030
11127,Greece,October,31,20201031
11128,Greece,November,1,20201101
11129,Greece,November,2,20201102
11130,Greece,November,3,20201103
11131,Greece,November,4,20201104
11132,Greece,November,5,20201105
11133,Greece,November,6,20201106
11134,Greece,November,7,20201107
11135,Greece,November,8,20201108
11136,Greece,November,9,20201109
11137,Greece,November,10,20201110
11138,Greece,November,11,20201111
11139,Greece,November,12,20201112
11140,Greece,November,13,20201113
11141,Greece,November,14,20201114
11142,Greece,November,15,20201115
11143,Greece,November,16,20201116
11144,Greece,November,17,20201117
11145,Greece,November,18,20201118
11146,Greece,November,19,20201119
11147,Greece,November,20,20201120
11148,Greece,November,21,20201121
11149,Greece,November,22,20201122
11150,Greece,November,23,20201123
11151,Greece,November,24,20201124
11152,Greece,November,25,20201125
11153,Greece,November,26,20201126
11154,Greece,November,27,20201127
11155,Greece,November,28,20201128
11156,Greece,November,29,20201129
11157,Greece,November,30,20201130
11158,Greece,December,1,20201201
11159,Greece,December,2,20201202
11160,Greece,December,3,20201203
11161,Greece,December,4,20201204
11162,Greece,December,5,20201205
11163,Greece,December,6,20201206
11164,Greece,December,7,20201207
11165,Greece,December,8,20201208
11166,Greece,December,9,20201209
11167,Greece,December,10,20201210
11168,Greece,December,11,20201211
11169,Greece,December,12,20201212
11170,Greece,December,13,20201213
11171,Greece,December,14,20201214
11172,Greece,December,15,20201215
11173,Greece,December,16,20201216
11174,Greece,December,17,20201217
11175,Greece,December,18,20201218
11176,Greece,December,19,20201219
11177,Greece,December,20,20201220
11178,Greece,December,21,20201221
11179,Greece,December,22,20201222
11180,Greece,December,23,20201223
11181,Greece,December,24,20201224
11182,Greece,December,25,20201225
11183,Greece,December,26,20201226
11184,Greece,December,27,20201227
11185,Greece,December,28,20201228
11186,Greece,December,29,20201229
11187,Greece,December,30,20201230
11188,Greece,December,31,20201231
11189,Greece,January,1,20210101
11190,Greece,January,2,20210102
11191,Greece,January,3,20210103
11192,Greece,January,4,20210104
11193,Greece,January,5,20210105
11194,Greece,January,6,20210106
11195,Greece,January,7,20210107
11196,Greece,January,8,20210108
11197,Greece,January,9,20210109
11198,Greece,January,10,20210110
11199,Greece,January,11,20210111
11200,Greece,January,12,20210112
11201,Greece,January,13,20210113
11202,Greece,January,14,20210114
11203,Greece,January,15,20210115
11204,Greece,January,16,20210116
11205,Greece,January,17,20210117
11206,Greece,January,18,20210118
11207,Greece,January,19,20210119
11208,Greece,January,20,20210120
11209,Greece,January,21,20210121
11210,Greece,January,22,20210122
11211,Greece,January,23,20210123
11212,Greece,January,24,20210124
11213,Greece,January,25,20210125
11214,Greece,January,26,20210126
11215,Greece,January,27,20210127
11216,Greece,January,28,20210128
11217,Greece,January,29,20210129
11218,Greece,January,30,20210130
11219,Greece,January,31,20210131
11220,Greece,February,1,20210201
11221,Greece,February,2,20210202
11222,Greece,February,3,20210203
11223,Greece,February,4,20210204
11224,Greece,February,5,20210205
11225,Greece,February,6,20210206
11226,Greece,February,7,20210207
11227,Greece,February,8,20210208
11228,Greece,February,9,20210209
11229,Greece,February,10,20210210
11230,Greece,February,11,20210211
11231,Greece,February,12,20210212
11232,Greece,February,13,20210213
11233,Greece,February,14,20210214
11234,Greece,February,15,20210215
11235,Greece,February,16,20210216
11236,Greece,February,17,20210217
11237,Greece,February,18,20210218
11238,Greece,February,19,20210219
11239,Greece,February,20,20210220
11240,Greece,February,21,20210221
11241,Greece,February,22,20210222
11242,Greece,February,23,20210223
11243,Greece,February,24,20210224
11244,Greece,February,25,20210225
11245,Greece,February,26,20210226
11246,Greece,February,27,20210227
11247,Greece,February,28,20210228
11248,Guatemala,May,1,20200501
11249,Guatemala,May,2,20200502
11250,Guatemala,May,3,20200503
11251,Guatemala,May,4,20200504
11252,Guatemala,May,5,20200505
11253,Guatemala,May,6,20200506
11254,Guatemala,May,7,20200507
11255,Guatemala,May,8,20200508
11256,Guatemala,May,9,20200509
11257,Guatemala,May,10,20200510
11258,Guatemala,May,11,20200511
11259,Guatemala,May,12,20200512
11260,Guatemala,May,13,20200513
11261,Guatemala,May,14,20200514
11262,Guatemala,May,15,20200515
11263,Guatemala,May,16,20200516
11264,Guatemala,May,17,20200517
11265,Guatemala,May,18,20200518
11266,Guatemala,May,19,20200519
11267,Guatemala,May,20,20200520
11268,Guatemala,May,21,20200521
11269,Guatemala,May,22,20200522
11270,Guatemala,May,23,20200523
11271,Guatemala,May,24,20200524
11272,Guatemala,May,25,20200525
11273,Guatemala,May,26,20200526
11274,Guatemala,May,27,20200527
11275,Guatemala,May,28,20200528
11276,Guatemala,May,29,20200529
11277,Guatemala,May,30,20200530
11278,Guatemala,May,31,20200531
11279,Guatemala,June,1,20200601
11280,Guatemala,June,2,20200602
11281,Guatemala,June,3,20200603
11282,Guatemala,June,4,20200604
11283,Guatemala,June,5,20200605
11284,Guatemala,June,6,20200606
11285,Guatemala,June,7,20200607
11286,Guatemala,June,8,20200608
11287,Guatemala,June,9,20200609
11288,Guatemala,June,10,20200610
11289,Guatemala,June,11,20200611
11290,Guatemala,June,12,20200612
11291,Guatemala,June,13,20200613
11292,Guatemala,June,14,20200614
11293,Guatemala,June,15,20200615
11294,Guatemala,June,16,20200616
11295,Guatemala,June,17,20200617
11296,Guatemala,June,18,20200618
11297,Guatemala,June,19,20200619
11298,Guatemala,June,20,20200620
11299,Guatemala,June,21,20200621
11300,Guatemala,June,22,20200622
11301,Guatemala,June,23,20200623
11302,Guatemala,June,24,20200624
11303,Guatemala,June,25,20200625
11304,Guatemala,June,26,20200626
11305,Guatemala,June,27,20200627
11306,Guatemala,June,28,20200628
11307,Guatemala,June,29,20200629
11308,Guatemala,June,30,20200630
11309,Guatemala,July,1,20200701
11310,Guatemala,July,2,20200702
11311,Guatemala,July,3,20200703
11312,Guatemala,July,4,20200704
11313,Guatemala,July,5,20200705
11314,Guatemala,July,6,20200706
11315,Guatemala,July,7,20200707
11316,Guatemala,July,8,20200708
11317,Guatemala,July,9,20200709
11318,Guatemala,July,10,20200710
11319,Guatemala,July,11,20200711
11320,Guatemala,July,12,20200712
11321,Guatemala,July,13,20200713
11322,Guatemala,July,14,20200714
11323,Guatemala,July,15,20200715
11324,Guatemala,July,16,20200716
11325,Guatemala,July,17,20200717
11326,Guatemala,July,18,20200718
11327,Guatemala,July,19,20200719
11328,Guatemala,July,20,20200720
11329,Guatemala,July,21,20200721
11330,Guatemala,July,22,20200722
11331,Guatemala,July,23,20200723
11332,Guatemala,July,24,20200724
11333,Guatemala,July,25,20200725
11334,Guatemala,July,26,20200726
11335,Guatemala,July,27,20200727
11336,Guatemala,July,28,20200728
11337,Guatemala,July,29,20200729
11338,Guatemala,July,30,20200730
11339,Guatemala,July,31,20200731
11340,Guatemala,August,1,20200801
11341,Guatemala,August,2,20200802
11342,Guatemala,August,3,20200803
11343,Guatemala,August,4,20200804
11344,Guatemala,August,5,20200805
11345,Guatemala,August,6,20200806
11346,Guatemala,August,7,20200807
11347,Guatemala,August,8,20200808
11348,Guatemala,August,9,20200809
11349,Guatemala,August,10,20200810
11350,Guatemala,August,11,20200811
11351,Guatemala,August,12,20200812
11352,Guatemala,August,13,20200813
11353,Guatemala,August,14,20200814
11354,Guatemala,August,15,20200815
11355,Guatemala,August,16,20200816
11356,Guatemala,August,17,20200817
11357,Guatemala,August,18,20200818
11358,Guatemala,August,19,20200819
11359,Guatemala,August,20,20200820
11360,Guatemala,August,21,20200821
11361,Guatemala,August,22,20200822
11362,Guatemala,August,23,20200823
11363,Guatemala,August,24,20200824
11364,Guatemala,August,25,20200825
11365,Guatemala,August,26,20200826
11366,Guatemala,August,27,20200827
11367,Guatemala,August,28,20200828
11368,Guatemala,August,29,20200829
11369,Guatemala,August,30,20200830
11370,Guatemala,August,31,20200831
11371,Guatemala,September,1,20200901
11372,Guatemala,September,2,20200902
11373,Guatemala,September,3,20200903
11374,Guatemala,September,4,20200904
11375,Guatemala,September,5,20200905
11376,Guatemala,September,6,20200906
11377,Guatemala,September,7,20200907
11378,Guatemala,September,8,20200908
11379,Guatemala,September,9,20200909
11380,Guatemala,September,10,20200910
11381,Guatemala,September,11,20200911
11382,Guatemala,September,12,20200912
11383,Guatemala,September,13,20200913
11384,Guatemala,September,14,20200914
11385,Guatemala,September,15,20200915
11386,Guatemala,September,16,20200916
11387,Guatemala,September,17,20200917
11388,Guatemala,September,18,20200918
11389,Guatemala,September,19,20200919
11390,Guatemala,September,20,20200920
11391,Guatemala,September,21,20200921
11392,Guatemala,September,22,20200922
11393,Guatemala,September,23,20200923
11394,Guatemala,September,24,20200924
11395,Guatemala,September,25,20200925
11396,Guatemala,September,26,20200926
11397,Guatemala,September,27,20200927
11398,Guatemala,September,28,20200928
11399,Guatemala,September,29,20200929
11400,Guatemala,September,30,20200930
11401,Guatemala,October,1,20201001
11402,Guatemala,October,2,20201002
11403,Guatemala,October,3,20201003
11404,Guatemala,October,4,20201004
11405,Guatemala,October,5,20201005
11406,Guatemala,October,6,20201006
11407,Guatemala,October,7,20201007
11408,Guatemala,October,8,20201008
11409,Guatemala,October,9,20201009
11410,Guatemala,October,10,20201010
11411,Guatemala,October,11,20201011
11412,Guatemala,October,12,20201012
11413,Guatemala,October,13,20201013
11414,Guatemala,October,14,20201014
11415,Guatemala,October,15,20201015
11416,Guatemala,October,16,20201016
11417,Guatemala,October,17,20201017
11418,Guatemala,October,18,20201018
11419,Guatemala,October,19,20201019
11420,Guatemala,October,20,20201020
11421,Guatemala,October,21,20201021
11422,Guatemala,October,22,20201022
11423,Guatemala,October,23,20201023
11424,Guatemala,October,24,20201024
11425,Guatemala,October,25,20201025
11426,Guatemala,October,26,20201026
11427,Guatemala,October,27,20201027
11428,Guatemala,October,28,20201028
11429,Guatemala,October,29,20201029
11430,Guatemala,October,30,20201030
11431,Guatemala,October,31,20201031
11432,Guatemala,November,1,20201101
11433,Guatemala,November,2,20201102
11434,Guatemala,November,3,20201103
11435,Guatemala,November,4,20201104
11436,Guatemala,November,5,20201105
11437,Guatemala,November,6,20201106
11438,Guatemala,November,7,20201107
11439,Guatemala,November,8,20201108
11440,Guatemala,November,9,20201109
11441,Guatemala,November,10,20201110
11442,Guatemala,November,11,20201111
11443,Guatemala,November,12,20201112
11444,Guatemala,November,13,20201113
11445,Guatemala,November,14,20201114
11446,Guatemala,November,15,20201115
11447,Guatemala,November,16,20201116
11448,Guatemala,November,17,20201117
11449,Guatemala,November,18,20201118
11450,Guatemala,November,19,20201119
11451,Guatemala,November,20,20201120
11452,Guatemala,November,21,20201121
11453,Guatemala,November,22,20201122
11454,Guatemala,November,23,20201123
11455,Guatemala,November,24,20201124
11456,Guatemala,November,25,20201125
11457,Guatemala,November,26,20201126
11458,Guatemala,November,27,20201127
11459,Guatemala,November,28,20201128
11460,Guatemala,November,29,20201129
11461,Guatemala,November,30,20201130
11462,Guatemala,December,1,20201201
11463,Guatemala,December,2,20201202
11464,Guatemala,December,3,20201203
11465,Guatemala,December,4,20201204
11466,Guatemala,December,5,20201205
11467,Guatemala,December,6,20201206
11468,Guatemala,December,7,20201207
11469,Guatemala,December,8,20201208
11470,Guatemala,December,9,20201209
11471,Guatemala,December,10,20201210
11472,Guatemala,December,11,20201211
11473,Guatemala,December,12,20201212
11474,Guatemala,December,13,20201213
11475,Guatemala,December,14,20201214
11476,Guatemala,December,15,20201215
11477,Guatemala,December,16,20201216
11478,Guatemala,December,17,20201217
11479,Guatemala,December,18,20201218
11480,Guatemala,December,19,20201219
11481,Guatemala,December,20,20201220
11482,Guatemala,December,21,20201221
11483,Guatemala,December,22,20201222
11484,Guatemala,December,23,20201223
11485,Guatemala,December,24,20201224
11486,Guatemala,December,25,20201225
11487,Guatemala,December,26,20201226
11488,Guatemala,December,27,20201227
11489,Guatemala,December,28,20201228
11490,Guatemala,December,29,20201229
11491,Guatemala,December,30,20201230
11492,Guatemala,December,31,20201231
11493,Guatemala,January,1,20210101
11494,Guatemala,January,2,20210102
11495,Guatemala,January,3,20210103
11496,Guatemala,January,4,20210104
11497,Guatemala,January,5,20210105
11498,Guatemala,January,6,20210106
11499,Guatemala,January,7,20210107
11500,Guatemala,January,8,20210108
11501,Guatemala,January,9,20210109
11502,Guatemala,January,10,20210110
11503,Guatemala,January,11,20210111
11504,Guatemala,January,12,20210112
11505,Guatemala,January,13,20210113
11506,Guatemala,January,14,20210114
11507,Guatemala,January,15,20210115
11508,Guatemala,January,16,20210116
11509,Guatemala,January,17,20210117
11510,Guatemala,January,18,20210118
11511,Guatemala,January,19,20210119
11512,Guatemala,January,20,20210120
11513,Guatemala,January,21,20210121
11514,Guatemala,January,22,20210122
11515,Guatemala,January,23,20210123
11516,Guatemala,January,24,20210124
11517,Guatemala,January,25,20210125
11518,Guatemala,January,26,20210126
11519,Guatemala,January,27,20210127
11520,Guatemala,January,28,20210128
11521,Guatemala,January,29,20210129
11522,Guatemala,January,30,20210130
11523,Guatemala,January,31,20210131
11524,Guatemala,February,1,20210201
11525,Guatemala,February,2,20210202
11526,Guatemala,February,3,20210203
11527,Guatemala,February,4,20210204
11528,Guatemala,February,5,20210205
11529,Guatemala,February,6,20210206
11530,Guatemala,February,7,20210207
11531,Guatemala,February,8,20210208
11532,Guatemala,February,9,20210209
11533,Guatemala,February,10,20210210
11534,Guatemala,February,11,20210211
11535,Guatemala,February,12,20210212
11536,Guatemala,February,13,20210213
11537,Guatemala,February,14,20210214
11538,Guatemala,February,15,20210215
11539,Guatemala,February,16,20210216
11540,Guatemala,February,17,20210217
11541,Guatemala,February,18,20210218
11542,Guatemala,February,19,20210219
11543,Guatemala,February,20,20210220
11544,Guatemala,February,21,20210221
11545,Guatemala,February,22,20210222
11546,Guatemala,February,23,20210223
11547,Guatemala,February,24,20210224
11548,Guatemala,February,25,20210225
11549,Guatemala,February,26,20210226
11550,Guatemala,February,27,20210227
