,CLI,Flu,Mask,Contact,Finance,Anosmia,Vaccine_acpt,Covid_Vaccine,Trust_fam,Trust_Healthcare,Trust_who,Trust_govt,Trust_politicians,Twodoses,concerned_sideeffects,hesitant_sideeffects,modified_acceptance,access_wash,wash_hands_24h_3to6,wash_hands_24h_7orMore,cmty_covid
220,0.019746,0.020677,0.093376,0.693428,0.243111,0.032218,,,,,,,,,,,,0.992987,0.314138,0.599895,0.081999
221,0.02371,0.023888,0.097576,0.694193,0.244939,0.035821,,,,,,,,,,,,0.993189,0.316109,0.593597,0.085853
222,0.024175,0.024183,0.095953,0.697806,0.247799,0.035074,,,,,,,,,,,,0.992827,0.320408,0.587891,0.086038
223,0.0218,0.022176,0.097994,0.703389,0.245106,0.03494,,,,,,,,,,,,0.992303,0.316057,0.59323,0.087538
224,0.019491,0.021256,0.093564,0.710102,0.242047,0.034012,,,,,,,,,,,,0.992802,0.317625,0.590365,0.082922
225,0.020752,0.022358,0.087898,0.715297,0.236005,0.03462,,,,,,,,,,,,0.992025,0.313702,0.598129,0.083745
226,0.019404,0.020796,0.081512,0.717817,0.237236,0.031943,,,,,,,,,,,,0.991999,0.315555,0.598365,0.076458
227,0.022353,0.023251,0.074821,0.722866,0.235729,0.034045,,,,,,,,,,,,0.992961,0.313694,0.598875,0.077502
228,0.017031,0.018042,0.069447,0.715715,0.229898,0.029644,,,,,,,,,,,,0.993107,0.316279,0.602936,0.071928
229,0.01748,0.018558,0.067326,0.721026,0.225645,0.030206,,,,,,,,,,,,0.99471,0.312423,0.612816,0.068848
230,0.019915,0.020449,0.064561,0.72096,0.227348,0.03094,,,,,,,,,,,,0.994815,0.315576,0.603223,0.067673
231,0.018723,0.018579,0.064529,0.719993,0.223732,0.027615,,,,,,,,,,,,0.994825,0.311482,0.604161,0.06406
232,0.018297,0.018395,0.06266,0.724549,0.223475,0.029173,,,,,,,,,,,,0.99561,0.30922,0.603032,0.064569
233,0.017773,0.017823,0.066914,0.721678,0.219153,0.028897,,,,,,,,,,,,0.995551,0.30943,0.601462,0.063502
234,0.01435,0.014991,0.068068,0.723314,0.223685,0.02686,0.73277,,0.285328,0.461754,0.402496,0.399933,0.134912,,,,,0.996243,0.319087,0.594906,0.060942
235,0.016596,0.017436,0.068377,0.732447,0.224638,0.027214,0.727777,,0.309434,0.498851,0.431222,0.456562,0.152982,,,,,0.996053,0.315407,0.591531,0.062345
236,0.015227,0.015445,0.067228,0.736809,0.221004,0.027334,0.742474,,0.304515,0.517594,0.456173,0.488515,0.156682,,,,,0.9957,0.308098,0.590686,0.061136
237,0.01299,0.013095,0.068365,0.74363,0.210725,0.025519,0.74308,,0.316677,0.510325,0.452925,0.484219,0.154301,,,,,0.995252,0.315031,0.589415,0.061734
238,0.014065,0.013636,0.06707,0.750998,0.208256,0.026138,0.745975,,0.324128,0.517551,0.459271,0.491327,0.162485,,,,,0.995581,0.32445,0.587524,0.061967
239,0.014825,0.014503,0.066723,0.748624,0.206622,0.025437,0.747656,,0.325424,0.528154,0.474411,0.497272,0.165423,,,,,0.994773,0.327225,0.58493,0.063728
240,0.016812,0.016502,0.059798,0.746793,0.199705,0.026236,0.748709,,0.32442,0.520326,0.465092,0.490788,0.164975,,,,,0.993982,0.331788,0.581253,0.064181
241,0.016511,0.016,0.057694,0.737823,0.192126,0.025585,0.752486,,0.329855,0.525309,0.468313,0.497296,0.162313,,,,,0.99336,0.337237,0.575744,0.063339
242,0.015339,0.015085,0.05366,0.728905,0.195368,0.026121,0.758985,,0.335591,0.530181,0.471697,0.503348,0.162585,,,,,0.992886,0.346329,0.569254,0.061079
243,0.015774,0.015821,0.056471,0.719151,0.194408,0.025262,0.75598,,0.341848,0.527303,0.468436,0.498645,0.166083,,,,,0.99251,0.358032,0.562555,0.060644
244,0.016529,0.017411,0.053896,0.720712,0.196319,0.024605,0.757135,,0.343623,0.531684,0.471797,0.502079,0.168173,,,,,0.992433,0.356186,0.561707,0.058912
245,0.020114,0.0191,0.052455,0.714884,0.198341,0.02747,0.751133,,0.338776,0.524538,0.459309,0.493996,0.162472,,,,,0.991741,0.350495,0.566188,0.058211
246,0.019428,0.018425,0.049109,0.710524,0.199324,0.029295,0.751116,,0.336519,0.514959,0.442343,0.489091,0.162459,,,,,0.991744,0.350936,0.565704,0.05477
247,0.017859,0.017219,0.053439,0.707827,0.205066,0.028813,0.747895,,0.337831,0.516113,0.445085,0.490585,0.163554,,,,,0.992543,0.347968,0.569338,0.051999
248,0.019136,0.018718,0.053814,0.708665,0.202137,0.030721,0.746348,,0.336082,0.513751,0.449992,0.487997,0.168054,,,,,0.992675,0.340929,0.572957,0.052853
249,0.020008,0.019338,0.057334,0.711849,0.200861,0.029798,0.748229,0.0,0.327964,0.512339,0.448592,0.483854,0.167117,,,,,0.993528,0.342958,0.572661,0.050988
250,0.019353,0.018506,0.053401,0.715817,0.202972,0.028717,0.750137,0.00463,0.324059,0.514691,0.450421,0.487376,0.168143,,,,,0.994041,0.341758,0.573672,0.050223
251,0.018754,0.017551,0.05503,0.708442,0.203007,0.030627,0.747409,0.005592,0.32111,0.516711,0.449206,0.49033,0.172087,,,,,0.994771,0.337537,0.583225,0.045157
252,0.01642,0.017215,0.0576,0.705475,0.202832,0.02915,0.755483,0.00494,0.326881,0.517381,0.455679,0.493287,0.180554,,,,0.9329099655168464,0.995851,0.339708,0.585511,0.045084
253,0.015235,0.0158,0.058986,0.711226,0.200435,0.025396,0.753977,0.00539,0.322456,0.515751,0.458078,0.490059,0.179178,,,,0.893029781765621,0.996993,0.337942,0.589143,0.042404
254,0.015048,0.01578,0.05736,0.712373,0.203439,0.024329,0.754554,0.005285,0.322159,0.519628,0.461718,0.490473,0.181561,,,,0.8645241936057251,0.995737,0.335548,0.587791,0.040767
255,0.013516,0.013716,0.057503,0.719179,0.206381,0.022245,0.756056,0.004826,0.321574,0.518125,0.458495,0.492965,0.185214,,,,0.8467619081645731,0.995858,0.334465,0.588319,0.038608
256,0.01255,0.012291,0.056453,0.722633,0.203577,0.022167,0.755177,0.004739,0.321807,0.514841,0.462451,0.49687,0.186864,,,,0.7628076329994031,0.995617,0.326105,0.598273,0.039287
257,0.011623,0.011699,0.058464,0.719907,0.206442,0.022077,0.751695,0.004137,0.320567,0.510351,0.457674,0.492587,0.18334,,,,0.7580859601597697,0.995444,0.325478,0.596857,0.039719
258,0.010104,0.010089,0.058667,0.725861,0.21377,0.01888,0.753345,0.003552,0.318355,0.508671,0.458209,0.486305,0.178819,,,0.214071,0.7590222387998806,0.996011,0.327137,0.591524,0.043097
259,0.012461,0.012046,0.056902,0.73001,0.214052,0.019401,0.750808,0.003432,0.312894,0.508332,0.462523,0.482164,0.167028,,,0.19334,0.7567366083331827,0.992816,0.32019,0.590792,0.041724
260,0.011865,0.011502,0.05883,0.727778,0.215011,0.019366,0.754993,0.004594,0.319218,0.509988,0.463322,0.479684,0.16508,,,0.192304,0.761815139202111,0.99261,0.314501,0.592374,0.043444
261,0.012177,0.011069,0.059669,0.733561,0.214746,0.021693,0.756791,0.004796,0.32333,0.50824,0.456335,0.47998,0.158423,,,0.19453,0.764073297601915,0.993639,0.310839,0.595073,0.045075
262,0.012309,0.011395,0.062099,0.735124,0.220646,0.021591,0.75125,0.005001,0.322305,0.514039,0.449273,0.474601,0.148725,,,0.201274,0.7595439593479987,0.993519,0.31365,0.59499,0.045989
263,0.011692,0.01151,0.062735,0.734287,0.220925,0.022148,0.748276,0.004883,0.326431,0.513343,0.443872,0.465722,0.143558,,,0.196296,0.7566250167519106,0.993764,0.320026,0.586762,0.045552
264,0.013427,0.013113,0.061726,0.741914,0.217709,0.024571,0.74956,0.005111,0.328509,0.521578,0.444234,0.46631,0.139294,,,0.196006,0.7580805812834543,0.991445,0.318451,0.587703,0.045109
265,0.013769,0.013536,0.063483,0.736959,0.217516,0.026318,0.745768,0.005656,0.329705,0.519551,0.442641,0.462864,0.136339,,,0.197488,0.7550061684982912,0.991321,0.31751,0.59005,0.043585
266,0.011247,0.010779,0.063423,0.740225,0.217184,0.024866,0.740422,0.005536,0.328874,0.523173,0.432724,0.463877,0.140088,,,0.200134,0.7496141785734394,0.993369,0.328106,0.583968,0.044367
267,0.011828,0.011477,0.06377,0.739636,0.215249,0.023879,0.735406,0.003191,0.329247,0.524286,0.433957,0.464854,0.140013,,,0.20094,0.7416241801976613,0.993388,0.332479,0.584018,0.043068
268,0.010827,0.010512,0.057415,0.741182,0.217949,0.019508,0.737181,0.002117,0.320344,0.518392,0.438608,0.460383,0.13848,,,0.197975,0.7422580714103499,0.992317,0.333309,0.589546,0.041629
269,0.015187,0.014889,0.05304,0.735381,0.219826,0.020224,0.747506,0.001982,0.330296,0.515063,0.44707,0.460959,0.140405,,,0.187326,0.7519100079906281,0.99317,0.331317,0.590516,0.044098
270,0.01538,0.014377,0.057686,0.728856,0.231886,0.019152,0.747457,0.002064,0.327752,0.511928,0.446525,0.46076,0.137404,,,0.190377,0.7518746213927838,0.993204,0.322963,0.597199,0.042568
271,0.012883,0.012227,0.056296,0.721105,0.229393,0.01754,0.751423,0.002539,0.326048,0.502786,0.449132,0.458257,0.138434,,,0.187717,0.7560877976403125,0.995787,0.322605,0.59977,0.039639
272,0.013122,0.012239,0.053139,0.726163,0.229035,0.017347,0.757686,0.002511,0.325945,0.505695,0.444412,0.456591,0.138788,,,0.183016,0.7623312916029296,0.995866,0.319134,0.604877,0.039917
273,0.013272,0.012867,0.055005,0.719818,0.232539,0.017788,0.759651,0.003087,0.324651,0.504781,0.447264,0.457258,0.1356,,,0.183169,0.7647216850511716,0.996208,0.319084,0.605478,0.04081
274,0.013306,0.013418,0.054457,0.723355,0.233603,0.018478,0.762693,0.003611,0.326477,0.505368,0.447562,0.4598,0.136525,,,0.179015,0.7686522452177347,0.996314,0.325175,0.600031,0.041967
275,0.014681,0.015302,0.060479,0.720223,0.231546,0.021736,0.756615,0.00468,0.331668,0.508491,0.443262,0.463013,0.135678,,,0.184905,0.7637185559152828,0.997655,0.328568,0.596144,0.042272
276,0.01074,0.011434,0.066673,0.721093,0.230456,0.021209,0.747853,0.007416,0.322699,0.506467,0.435181,0.460701,0.133622,,,0.192097,0.7641643569014357,0.99765,0.32807,0.597125,0.038638
277,0.010591,0.012033,0.060719,0.728017,0.223386,0.020246,0.748497,0.007825,0.324892,0.514225,0.434743,0.463879,0.134557,,,0.190712,0.7655467609921024,0.997987,0.328575,0.597036,0.041798
278,0.010963,0.01237,0.05917,0.734061,0.224647,0.019432,0.753543,0.007072,0.329388,0.517601,0.431945,0.463892,0.134859,,,0.187906,0.7706480614361388,0.997444,0.326626,0.595691,0.042552
279,0.009513,0.012298,0.062578,0.734254,0.213514,0.018909,0.751591,0.006956,0.33562,0.516152,0.440969,0.471102,0.136026,,,0.186834,0.7693675652413766,0.996706,0.333131,0.592003,0.040065
280,0.009356,0.012142,0.05998,0.739764,0.205832,0.018762,0.755969,0.006029,0.34134,0.519987,0.442941,0.475385,0.142605,,,0.18288,0.7730768208338714,0.997152,0.324846,0.600691,0.037915
281,0.009684,0.012318,0.056343,0.728908,0.20791,0.019262,0.758244,0.006782,0.338592,0.520479,0.444058,0.472337,0.143665,,,0.184867,0.7759970085659443,0.996649,0.316353,0.609756,0.035097
282,0.011353,0.013912,0.050825,0.733171,0.205241,0.019429,0.770184,0.00625,0.340675,0.522249,0.447677,0.466815,0.145706,,,0.173131,0.7871676875988486,0.995763,0.322653,0.603863,0.036745
283,0.010406,0.012211,0.045937,0.730556,0.207086,0.018188,0.774842,0.002842,0.344213,0.522735,0.450079,0.467481,0.152539,,,0.171893,0.7805832906188201,0.99625,0.318549,0.607804,0.036618
284,0.011341,0.013016,0.045158,0.732228,0.207441,0.02169,0.773673,0.002684,0.341758,0.519363,0.441133,0.461212,0.151228,,,0.172474,0.7791345491584559,0.996226,0.324872,0.602429,0.037202
285,0.012982,0.014449,0.044667,0.728301,0.208865,0.023062,0.758029,0.002635,0.344157,0.523743,0.442401,0.456322,0.149044,,,0.180113,0.762819984594263,0.995886,0.330886,0.597599,0.037416
286,0.016072,0.01662,0.042424,0.731036,0.213657,0.024798,0.761464,0.002988,0.341599,0.525089,0.440235,0.461621,0.150932,,,0.180784,0.7657931043307771,0.996303,0.326837,0.593997,0.039421
287,0.016131,0.017144,0.043754,0.735117,0.220216,0.025874,0.756678,0.00283,0.333201,0.486021,0.436857,0.450612,0.143869,,,0.183129,0.7609780744058554,0.996256,0.329836,0.587494,0.041856
288,0.015972,0.016367,0.045205,0.743981,0.221628,0.024987,0.759882,0.002183,0.337645,0.479778,0.433254,0.447066,0.138951,,,0.181712,0.7637381345237201,0.995479,0.330875,0.581732,0.043486
289,0.013267,0.014001,0.046577,0.7224,0.238906,0.023334,0.756248,0.001746,0.32682,0.493048,0.430316,0.443825,0.138605,,,0.186155,0.7595238746962586,0.995924,0.329087,0.580637,0.040223
290,0.01479,0.016098,0.061504,0.689406,0.240122,0.025318,0.75806,0.002461,0.328888,0.50831,0.425471,0.44369,0.134313,,,0.182957,0.7622747493564801,0.996372,0.327927,0.580633,0.041879
291,0.014448,0.015691,0.077172,0.65508,0.244865,0.023585,0.754868,0.002527,0.323316,0.493746,0.425925,0.443652,0.133717,,,0.18322,0.7594220383126908,0.996219,0.328077,0.587369,0.042331
292,0.014824,0.017153,0.090372,0.639531,0.250085,0.023935,0.763571,0.00264,0.321559,0.489883,0.421834,0.443309,0.138098,,,0.17824,0.7685410365256236,0.997028,0.324906,0.593805,0.045516
293,0.014017,0.016101,0.100172,0.633262,0.252517,0.022324,0.761057,0.00215,0.32434,,0.414583,0.434476,0.136086,,,0.18034,0.7657656915273141,0.996341,0.326501,0.593931,0.045331
294,0.014449,0.016282,0.113766,0.620998,0.251458,0.021701,0.759104,0.002485,0.323282,,0.412803,0.431429,0.135426,,,0.184616,0.7642451904696961,0.996568,0.324689,0.597166,0.047239
295,0.016113,0.018319,0.124904,0.618132,0.249937,0.021598,0.756301,0.002059,0.319452,,0.407831,0.43232,0.132391,,,0.185298,0.7612214552328201,0.996753,0.325687,0.597366,0.051027
296,0.018121,0.022239,0.140398,0.618604,0.239449,0.022286,0.75943,0.003182,0.328047,,0.402797,0.428693,0.131468,,,0.182955,0.7671852170074157,0.997075,0.318635,0.605685,0.057055
297,0.018153,0.022515,0.142461,0.642162,0.23949,0.022699,0.753581,0.003307,0.319841,,0.396796,0.419517,0.124925,,,0.186134,0.7617039695213736,0.996495,0.322035,0.607371,0.059617
298,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,
