,CLI,Flu,Mask,Contact,Finance,Anosmia,Vaccine_acpt,Covid_Vaccine,Trust_fam,Trust_Healthcare,Trust_who,Trust_govt,Trust_politicians,Twodoses,concerned_sideeffects,hesitant_sideeffects,modified_acceptance,access_wash,wash_hands_24h_3to6,wash_hands_24h_7orMore,cmty_covid
215,0.006342,0.007151,0.942092,0.324299,0.368834,0.019736,,,,,,,,,,,,0.997597,0.37053,0.557306,0.203738
216,0.007005,0.007826,0.94274,0.323867,0.372261,0.020805,,,,,,,,,,,,0.997487,0.373745,0.554203,0.198717
217,0.006702,0.007301,0.942363,0.322314,0.373558,0.021398,,,,,,,,,,,,0.996983,0.373355,0.553626,0.192768
218,0.006957,0.007573,0.944238,0.322679,0.374636,0.020838,,,,,,,,,,,,0.996797,0.372468,0.554426,0.188635
219,0.007029,0.007554,0.944814,0.323584,0.369141,0.020193,,,,,,,,,,,,0.997009,0.37387,0.554299,0.184345
220,0.006892,0.007477,0.944561,0.3198,0.365508,0.020083,,,,,,,,,,,,0.996989,0.374629,0.553666,0.18012
221,0.006869,0.007618,0.945787,0.322127,0.358349,0.019604,,,,,,,,,,,,0.996672,0.376536,0.551041,0.177726
222,0.00681,0.00772,0.945796,0.322175,0.359818,0.018863,,,,,,,,,,,,0.996684,0.375522,0.553086,0.171075
223,0.00634,0.007298,0.946967,0.327076,0.356198,0.01783,,,,,,,,,,,,0.996759,0.373252,0.55453,0.168097
224,0.006594,0.00776,0.949333,0.332493,0.354145,0.017049,,,,,,,,,,,,0.997181,0.374927,0.552804,0.163634
225,0.006104,0.007332,0.948625,0.336521,0.350142,0.017021,,,,,,,,,,,,0.997016,0.37609,0.550949,0.160753
226,0.006273,0.007389,0.949292,0.342459,0.355635,0.017733,,,,,,,,,,,,0.996706,0.375031,0.551405,0.158051
227,0.006066,0.007143,0.950539,0.350609,0.357259,0.017566,,,,,,,,,,,,0.997008,0.373541,0.553674,0.155766
228,0.006104,0.006955,0.951987,0.355639,0.360338,0.017997,,,,,,,,,,,,0.997218,0.373616,0.554373,0.154081
229,0.005781,0.006469,0.953988,0.358454,0.362058,0.018211,,,,,,,,,,,,0.99703,0.374708,0.555098,0.153709
230,0.006075,0.006561,0.953828,0.360648,0.3628,0.018451,,,,,,,,,,,,0.997025,0.375654,0.555161,0.152093
231,0.005772,0.006155,0.95486,0.363809,0.362111,0.019423,,,,,,,,,,,,0.997248,0.375577,0.556273,0.150873
232,0.005774,0.00608,0.957128,0.367563,0.363907,0.019296,,,,,,,,,,,,0.99749,0.371118,0.561794,0.149337
233,0.005718,0.006142,0.958744,0.37116,0.361982,0.018351,,,,,,,,,,,,0.997732,0.370904,0.562009,0.147702
234,0.005703,0.006102,0.959894,0.372889,0.360181,0.019088,0.786435,,0.289529,0.536668,0.489715,0.341588,0.074675,,,,,0.997643,0.370174,0.563993,0.144484
235,0.005491,0.005816,0.959788,0.373651,0.361863,0.018645,0.789004,,0.27956,0.598704,0.505493,0.38413,0.095989,,,,,0.997624,0.366826,0.567566,0.141574
236,0.005401,0.005852,0.96173,0.382397,0.355826,0.018145,0.795222,,0.27448,0.601195,0.511217,0.395574,0.102336,,,,,0.99751,0.363138,0.570146,0.141939
237,0.004869,0.005547,0.963327,0.385492,0.35217,0.017395,0.798721,,0.282741,0.607124,0.515529,0.404373,0.106836,,,,,0.997516,0.362715,0.569378,0.141518
238,0.00474,0.005442,0.964276,0.389001,0.350357,0.016982,0.795778,,0.28331,0.603156,0.512678,0.402304,0.109289,,,,,0.997306,0.3628,0.566555,0.142498
239,0.005453,0.005876,0.963296,0.394473,0.345135,0.017301,0.795827,,0.280308,0.605507,0.511867,0.403897,0.108144,,,,,0.996966,0.370235,0.556616,0.139058
240,0.00479,0.005273,0.962541,0.390833,0.342693,0.017116,0.799714,,0.282099,0.606295,0.511898,0.401507,0.107746,,,,,0.996368,0.375888,0.548613,0.139478
241,0.004914,0.005235,0.961027,0.38661,0.343119,0.015953,0.80892,,0.283183,0.613352,0.517178,0.405831,0.109094,,,,,0.996429,0.379877,0.540731,0.138341
242,0.005077,0.005568,0.959436,0.381959,0.339917,0.016134,0.817784,,0.28822,0.617869,0.524074,0.411579,0.112491,,,,,0.99625,0.387472,0.532017,0.137421
243,0.005277,0.005729,0.957946,0.375876,0.342076,0.016222,0.825053,,0.292922,0.620564,0.529187,0.415276,0.114645,,,,,0.996731,0.38944,0.52824,0.134728
244,0.005575,0.005921,0.956976,0.370249,0.342507,0.015869,0.831137,,0.291604,0.621357,0.529928,0.415369,0.114291,,,,,0.996744,0.392254,0.525121,0.134295
245,0.006017,0.006284,0.956294,0.36926,0.341922,0.015366,0.841171,,0.296253,0.628152,0.535483,0.421422,0.117046,,,,,0.996835,0.390786,0.527003,0.132012
246,0.005941,0.006376,0.953443,0.362067,0.344239,0.015309,0.84974,,0.300341,0.631581,0.542629,0.42567,0.119989,,,,,0.997214,0.393644,0.521768,0.132489
247,0.006193,0.006605,0.951647,0.356163,0.345591,0.015568,0.856242,,0.303359,0.636386,0.549097,0.432125,0.124123,,,,,0.997686,0.395048,0.51951,0.13104
248,0.006091,0.006621,0.949955,0.354923,0.34901,0.016013,0.859451,,0.306531,0.637178,0.552178,0.436586,0.126978,,,,,0.99783,0.395084,0.520003,0.132229
249,0.005999,0.006567,0.950065,0.354571,0.350042,0.016324,0.861412,0.009884,0.308465,0.638269,0.552403,0.439845,0.126892,,,,,0.998045,0.394664,0.520443,0.132918
250,0.005889,0.006313,0.94888,0.353444,0.348827,0.016016,0.863249,0.021826,0.311507,0.640508,0.552921,0.441472,0.127745,,,,,0.998064,0.397916,0.516063,0.135078
251,0.005805,0.006296,0.947528,0.353972,0.350891,0.016495,0.864078,0.025601,0.315663,0.642374,0.555234,0.444196,0.129254,,,,,0.998167,0.398914,0.513478,0.134662
252,0.006184,0.006702,0.94743,0.35016,0.354109,0.016833,0.864013,0.027821,0.317723,0.64249,0.555693,0.443606,0.12789,,,,1.1299782411094772,0.998351,0.399517,0.513671,0.136
253,0.005584,0.005985,0.949641,0.35194,0.354163,0.016516,0.867477,0.029205,0.322448,0.646429,0.556418,0.446533,0.127129,,,,1.0789371764552345,0.998358,0.393388,0.523926,0.137845
254,0.00549,0.006203,0.951054,0.353914,0.354642,0.016974,0.869638,0.031297,0.327869,0.647778,0.55797,0.450094,0.127493,,,,1.0478320663363403,0.998291,0.388429,0.530567,0.137726
255,0.005419,0.006013,0.952582,0.354421,0.354181,0.017185,0.870881,0.032364,0.331416,0.649086,0.557907,0.45148,0.127552,,,,1.0295153140358944,0.998339,0.386418,0.532911,0.137548
256,0.005707,0.006188,0.953117,0.35543,0.354128,0.016865,0.87287,0.034096,0.333057,0.649233,0.559102,0.451399,0.129528,,,,0.9138020205949912,0.998549,0.383744,0.535945,0.137982
257,0.005592,0.006062,0.953156,0.356229,0.35948,0.017819,0.874706,0.038268,0.334581,0.650225,0.560174,0.453526,0.129524,,,,0.919747151811852,0.998421,0.381645,0.540256,0.135438
258,0.005591,0.005924,0.95559,0.355284,0.360568,0.017605,0.877563,0.041459,0.334897,0.655386,0.567253,0.461392,0.132639,0.025151,,0.099135,0.9259516741802616,0.998569,0.379389,0.545542,0.134685
259,0.005008,0.005514,0.955701,0.35564,0.362297,0.017531,0.880149,0.044072,0.333937,0.66036,0.575019,0.470982,0.134031,0.021615,,0.100543,0.931839491545177,0.998333,0.380406,0.545862,0.132405
260,0.00505,0.00613,0.956429,0.354711,0.367269,0.017971,0.878815,0.048595,0.33408,0.664202,0.581804,0.47712,0.136747,0.016104,,0.101548,0.9355839168496636,0.99825,0.382776,0.54264,0.130788
261,0.004874,0.005721,0.95753,0.359808,0.368186,0.017683,0.87704,0.052042,0.330398,0.664986,0.58462,0.480649,0.135559,0.015239,,0.103715,0.9373676345905044,0.998147,0.386898,0.539238,0.129165
262,0.005244,0.006292,0.95914,0.360082,0.371231,0.017812,0.875607,0.055278,0.330438,0.667338,0.590538,0.487077,0.136771,0.016837,,0.104194,0.9397873679673426,0.997974,0.389442,0.53632,0.127569
263,0.00488,0.00583,0.960498,0.358596,0.371078,0.018392,0.87461,0.056705,0.331017,0.670588,0.595008,0.491862,0.135551,0.019929,,0.104488,0.9405068003149551,0.997834,0.390607,0.532517,0.125774
264,0.004878,0.00589,0.961364,0.357097,0.366472,0.017805,0.872699,0.057419,0.329509,0.673865,0.599459,0.498061,0.13644,0.026233,,0.104206,0.9390582313973916,0.99761,0.391341,0.53071,0.125272
265,0.00487,0.006106,0.960616,0.360894,0.366329,0.018131,0.869556,0.05876,0.329616,0.672489,0.597138,0.494468,0.132953,0.032844,,0.106196,0.9375668489599422,0.997297,0.392204,0.528013,0.125126
266,0.004568,0.0058,0.961261,0.361575,0.364369,0.017765,0.8681,0.060841,0.32939,0.672234,0.595427,0.490749,0.13314,0.042865,,0.106867,0.938231669480138,0.997508,0.390334,0.527876,0.126175
267,0.004591,0.005454,0.960819,0.358791,0.359628,0.016613,0.867648,0.061024,0.328613,0.670782,0.595366,0.491867,0.132602,0.062566,,0.107677,0.9377155198417412,0.997529,0.38978,0.527383,0.124698
268,0.004482,0.005197,0.960091,0.357192,0.358392,0.015884,0.86828,0.061778,0.328729,0.674683,0.598137,0.495637,0.133266,0.080951,,0.106542,0.9397744457837374,0.99761,0.388747,0.527385,0.125653
269,0.003918,0.004617,0.958721,0.360196,0.355618,0.01505,0.867772,0.061165,0.32425,0.673185,0.597743,0.492825,0.131266,0.11361,,0.106873,0.9384613701793356,0.997618,0.387956,0.528476,0.126413
270,0.003899,0.004649,0.95815,0.364617,0.358584,0.013888,0.868184,0.062238,0.321964,0.672526,0.596863,0.491751,0.131037,0.149699,,0.106639,0.9398757114628526,0.997621,0.386315,0.532487,0.125958
271,0.004098,0.004911,0.958142,0.368884,0.358837,0.014498,0.867804,0.063474,0.32062,0.672197,0.598344,0.490092,0.129347,0.195886,,0.107389,0.9408956349363634,0.997968,0.386122,0.532689,0.125036
272,0.003844,0.004526,0.958274,0.368904,0.354836,0.014351,0.866784,0.063975,0.318294,0.669879,0.601873,0.491618,0.130543,0.246326,,0.107904,0.9399762415887428,0.997884,0.384052,0.534304,0.124537
273,0.003945,0.004512,0.957797,0.368282,0.354186,0.01438,0.863835,0.063553,0.318399,0.667219,0.601317,0.492457,0.127525,0.300207,,0.1101,0.9364757322540772,0.997606,0.385365,0.532503,0.123197
274,0.004059,0.004476,0.958888,0.372161,0.35541,0.015418,0.864555,0.064609,0.31671,0.664676,0.601089,0.488956,0.127169,0.357925,,0.108756,0.9385960884564378,0.997557,0.383928,0.535358,0.123359
275,0.004408,0.004904,0.959467,0.375242,0.355826,0.016012,0.863988,0.064584,0.318928,0.66298,0.60082,0.487928,0.12739,0.419475,,0.110159,0.9374918377260116,0.997813,0.383539,0.538066,0.122792
276,0.004388,0.004719,0.959863,0.379562,0.354077,0.015889,0.864693,0.066637,0.320023,0.663199,0.601998,0.486217,0.126413,0.457191,,0.110564,0.9406575047195684,0.9978,0.382484,0.53894,0.121485
277,0.004542,0.004945,0.960623,0.384318,0.353742,0.016132,0.863498,0.068199,0.319432,0.663983,0.604261,0.4849,0.126348,0.509001,,0.110961,0.9413870489335204,0.997838,0.381823,0.540641,0.122125
278,0.004717,0.005179,0.960999,0.38441,0.357326,0.015678,0.864887,0.068425,0.322726,0.664039,0.605657,0.486548,0.125355,0.560899,,0.109375,0.9431307604598096,0.997688,0.378077,0.544285,0.12437
279,0.004964,0.00545,0.961532,0.388028,0.360823,0.015904,0.865421,0.069296,0.325225,0.66679,0.604686,0.489257,0.122448,0.616204,,0.10925,0.9451986355565776,0.997792,0.380154,0.543209,0.124098
280,0.005113,0.005624,0.962324,0.393612,0.360694,0.015442,0.868218,0.071457,0.325294,0.66881,0.611545,0.49274,0.124696,0.665431,,0.107162,0.9506786008836648,0.997726,0.379767,0.544765,0.12477
281,0.005116,0.005506,0.962474,0.395059,0.357572,0.016059,0.86679,0.071496,0.326031,0.668093,0.609282,0.492933,0.122375,0.718997,,0.108508,0.9494090243937784,0.997767,0.381311,0.542479,0.124245
282,0.00514,0.005117,0.964027,0.402771,0.360541,0.016262,0.867142,0.071281,0.321136,0.667561,0.6077,0.489029,0.118294,0.762338,,0.108028,0.9495649942349168,0.997767,0.37627,0.544905,0.124727
283,0.005228,0.005302,0.964891,0.401515,0.358867,0.016594,0.867089,0.071791,0.31903,0.669674,0.604744,0.489064,0.116189,0.794188,,0.10666,0.9499795967590507,0.997718,0.376296,0.545029,0.124662
284,0.005095,0.005187,0.964349,0.397427,0.358371,0.016543,0.868206,0.0713,0.317801,0.670246,0.605011,0.49258,0.1155,0.805195,,0.10637,0.9511467156911908,0.997662,0.377211,0.543959,0.123284
285,0.004847,0.004744,0.965415,0.400965,0.356392,0.016477,0.867533,0.07203,0.315973,0.674016,0.602179,0.490729,0.116558,0.81769,,0.108627,0.9514791512087104,0.997834,0.38023,0.542457,0.120867
286,0.004787,0.004647,0.965669,0.400832,0.354137,0.016265,0.869423,0.071964,0.313056,0.674635,0.599322,0.486226,0.11558,0.818815,,0.107606,0.9532030752609996,0.99764,0.378225,0.545458,0.120397
287,0.004651,0.004637,0.965327,0.39916,0.350671,0.016732,0.870836,0.072912,0.311086,0.68011,0.591918,0.483055,0.113929,0.817361,,0.106659,0.955929459104528,0.997912,0.379171,0.545778,0.120504
288,0.004516,0.00485,0.965057,0.403641,0.352262,0.015848,0.872047,0.074739,0.309539,0.68361,0.593042,0.484957,0.117474,0.805867,,0.106248,0.9591939470057208,0.997669,0.379528,0.545396,0.119374
289,0.004677,0.00522,0.963699,0.399831,0.349543,0.015437,0.871962,0.077723,0.309479,0.682851,0.591741,0.48568,0.119106,0.794163,,0.105893,0.9627949027435062,0.997283,0.38124,0.542772,0.118492
290,0.004972,0.005435,0.963251,0.399055,0.351686,0.015664,0.873189,0.079553,0.312549,0.67565,0.592485,0.486171,0.122199,0.78313,,0.105324,0.9661868986106896,0.996938,0.383465,0.539893,0.118406
291,0.004744,0.005235,0.964338,0.400975,0.351749,0.015844,0.872472,0.080515,0.314251,0.675785,0.589395,0.483807,0.121578,0.770928,,0.105117,0.9667303777322368,0.997053,0.385196,0.537526,0.117691
292,0.004584,0.005242,0.964687,0.401438,0.352126,0.015353,0.87348,0.081295,0.312684,0.665975,0.588327,0.484706,0.123109,0.76482,,0.102619,0.9687972833856046,0.997048,0.385514,0.535795,0.117167
293,0.004609,0.005185,0.964294,0.403992,0.355059,0.015338,0.87343,0.084412,0.314823,0.675088,0.588678,0.483317,0.123996,0.753582,,0.101842,0.972392293,0.997046,0.384812,0.535949,0.11916
294,0.004735,0.005176,0.963702,0.406162,0.357703,0.015348,0.872831,0.085492,0.315897,0.62389,0.589786,0.482036,0.125709,0.733736,,0.100133,0.9731236708219458,0.996978,0.381245,0.538955,0.117633
295,0.00477,0.005148,0.964152,0.405777,0.359201,0.014453,0.87342,0.086605,0.317173,,0.588493,0.480717,0.125424,0.718509,,0.099593,0.9751154181966094,0.997006,0.378474,0.540882,0.118223
296,0.004509,0.005004,0.965136,0.408745,0.359693,0.014788,0.872306,0.087986,0.316522,,0.589627,0.478892,0.125016,0.699484,,0.099516,0.9758417687997724,0.997157,0.378737,0.541241,0.116833
297,0.004372,0.004756,0.965361,0.413201,0.360719,0.014128,0.871613,0.088358,0.316536,,0.588588,0.476943,0.123087,0.68328,,0.100456,0.9754749899582408,0.997495,0.377327,0.544089,0.116861
298,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,
